ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,823355af-8a7c-4384-b86e-c739c2e515f4,1,,,69325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26146, 'name': 'Dudú Aouate'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26653, 'name': 'José Manuel Flores Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 25992, 'name': 'José Carlos de Araújo Nunes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26789, 'name': 'Pablo Domingo Cáceres Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 26671, 'name': 'Michaël Pereira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 24053, 'name': 'Álvaro Giménez Candela'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Mallorca,1043,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82d8e5ec-06ab-4b9e-949a-3350300733d6,2,,,69325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,,0,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 8}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18234da8-d75b-457f-8105-fd6b27d41ec1,3,,,69325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['20ad62f0-86da-46b5-ba25-aed95235d8fa'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20ad62f0-86da-46b5-ba25-aed95235d8fa,4,,,69325,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mallorca,1043,['18234da8-d75b-457f-8105-fd6b27d41ec1'],0,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e3e72a6-daba-472c-ba7c-4f0c5fc0388c,1834,,,69325,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Barcelona,217,['ffe344cd-c91b-4b4c-bb5e-07cc12c571a9'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffe344cd-c91b-4b4c-bb5e-07cc12c571a9,1835,,,69325,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Barcelona,217,['1e3e72a6-daba-472c-ba7c-4f0c5fc0388c'],0,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,0.364122,,,,,,,,,,,,,d4992aca-8e00-4aae-9c20-19000629959c,5,,"[60.0, 40.0]",69325,0,,,,,-1.8925469,,Right Foot,,,,"[59.4, 38.2]",Ground Pass,,1.8973666,,,,,Víctor Casadesús Castaño,23791.0,,,,,Kick Off,1,From Kick Off,Álvaro Giménez Candela,24053.0,Right Center Forward,2,Mallorca,1043,['a326407e-0443-42a8-b7bf-0e6c59855705'],0,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.823,Pass,,2011/2012
,,,,,,,,,,,,,,2.0744,,,,,,,,,,,,,864deecf-9b20-4899-be27-fc00a4b21a9f,8,,"[62.6, 35.4]",69325,0,,,,,-1.4400585,,Right Foot,,,,"[66.4, 6.5]",Ground Pass,,29.148756,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Kick Off,Víctor Casadesús Castaño,23791.0,Left Center Forward,2,Mallorca,1043,['f5ab8dbc-e4f8-4dae-8c3e-e9866c90489d'],1,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:01.806,Pass,,2011/2012
,,,,,,,,,,,,,,5.7372,,,,,,,,,,,,,bbda3bab-5ee0-4753-8d36-5ab2574262fe,12,,"[83.6, 3.6]",69325,0,,,,,1.2123489,,Left Foot,,,,"[109.0, 71.4]",High Pass,,72.40166,,,,,Michaël Pereira,26671.0,,True,,,,1,From Kick Off,Gonzalo Castro Irizábal,6740.0,Left Midfield,2,Mallorca,1043,"['0ef4c86d-4974-424e-85e0-fa861471da53', 'ce30edbd-50a8-47cd-ab5f-98971bcc570a']",7,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:07.418,Pass,True,2011/2012
,,,,,,,,,,,,,,0.1437,,,,,,,,,,,,,de9d5071-66ed-4ea0-9680-07a529fa6d8f,16,,"[111.3, 72.8]",69325,0,,,,,-1.3315648,,Right Foot,,,,"[112.3, 68.7]",Low Pass,,4.2201896,,,Incomplete,,,,,,,,,1,From Kick Off,Michaël Pereira,26671.0,Right Midfield,2,Mallorca,1043,"['5f718f7f-f78d-4eef-8f15-2387669ed521', '82485233-7d5e-4e6a-ba3c-af6c0a12a3be']",19,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:19.169,Pass,True,2011/2012
,,,,,,,,,,,,,,0.4201,,,,,,,,,,,,,e0d7d87e-53a9-46c3-aeba-d540f0d2c421,18,,"[109.4, 80.0]",69325,0,,,,,-1.418753,,,,,,"[111.3, 67.6]",Low Pass,,12.54472,,,,,Álvaro Giménez Candela,24053.0,,,,,Throw-in,1,From Throw In,José Manuel Flores Moreno,26653.0,Right Back,3,Mallorca,1043,['d47df594-b0b2-4301-8b99-e42b1baaed0c'],34,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:34.464,Pass,,2011/2012
,,,,,,,,,,,,,,0.8187,,,,,,,,,,,,,1bbf0f17-3470-4c89-8806-3aabfdbe59fe,21,,"[111.3, 67.6]",69325,0,,,,,1.7529646,,Left Foot,,,,"[109.9, 75.2]",Low Pass,,7.7278714,,,,,José Manuel Flores Moreno,26653.0,,,,,,1,From Throw In,Álvaro Giménez Candela,24053.0,Right Center Forward,3,Mallorca,1043,['d4d13ace-184b-4b32-923a-03104b0f33e5'],34,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:34.924,Pass,,2011/2012
,,,,,,,,,,,,,,0.7247,,,,,,,,,,,,,0ba0d4a0-e453-4d67-b9c5-133f8c4f4fc0,25,,"[109.3, 74.7]",69325,0,,,,,-1.9693187,,Right Foot,,,,"[106.1, 67.1]",Ground Pass,,8.246211,,,,,Michaël Pereira,26671.0,,,,,,1,From Throw In,José Manuel Flores Moreno,26653.0,Right Back,3,Mallorca,1043,['ad761116-2c12-44a8-ae28-eafbf014bfbc'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:38.702,Pass,,2011/2012
,,,,,,,,,,,,,,0.2345,,,,,,,,,,,,,5db4bf7a-fd33-4d0d-ab0a-d5edb78ae43d,28,,"[106.1, 66.9]",69325,0,,,,,0.09065989,,Right Foot,,,,"[109.4, 67.2]",High Pass,,3.3136084,,,Incomplete,,José Manuel Flores Moreno,26653.0,,,,,,1,From Throw In,Michaël Pereira,26671.0,Right Midfield,3,Mallorca,1043,"['009706ed-f4e2-4bb7-b6af-8f943f0f1f03', '7d3abd9f-c195-4c4d-b113-e054bd9614e8']",39,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:39.441,Pass,,2011/2012
,,,,,,,,,,,,,,4.2956,,,,,,,,,,,,,c0d517d6-0dc2-4c2b-b3da-d588265ca8ca,31,,"[13.0, 29.2]",69325,0,,,,,-0.4094059,,Right Foot,,,,"[63.7, 7.2]",High Pass,,55.26744,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,3,Mallorca,1043,['61b94205-f367-487b-8f61-39323182201b'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.238,Pass,,2011/2012
,,,,,,,,,,,,,,1.2257,,,,,,,,,,,,,c6ad58ea-294d-4075-a1a8-0bfd71505700,35,,"[56.7, 80.0]",69325,0,,,,,-0.4133304,,,,,,"[79.5, 70.0]",High Pass,,24.896585,,,,,Álvaro Giménez Candela,24053.0,,,,,Throw-in,1,From Throw In,José Manuel Flores Moreno,26653.0,Right Back,4,Mallorca,1043,['206b336d-ab92-4965-9c5f-c6d5532c67d1'],58,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:58.492,Pass,,2011/2012
,,,,,,,,,,,,,,1.3351,,,,,,,,,,,,,adb8bb8f-20c9-4848-b6f6-5ccac517dc80,38,,"[79.8, 70.1]",69325,0,,,,True,-0.98041844,,,,,,"[86.3, 60.4]",Low Pass,,11.676472,,,,,Víctor Casadesús Castaño,23791.0,,,,,,1,From Throw In,Álvaro Giménez Candela,24053.0,Right Center Forward,4,Mallorca,1043,"['5f444092-dde0-4720-923e-d10110ed5bdb', 'e21aa607-b17a-4950-9ab5-d2008884d58a']",59,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:59.718,Pass,True,2011/2012
,,,,,,,,,,,,,,1.1045,,,,,,,,,,,,,587f62e7-762d-47c0-9e3a-73a257efd73a,41,,"[74.0, 59.9]",69325,1,,,,,-1.8438051,,Left Foot,,,,"[71.2, 49.9]",Ground Pass,,10.384604,,,,,Fernando Damián Tissone,19431.0,,,,,,1,From Throw In,Víctor Casadesús Castaño,23791.0,Left Center Forward,4,Mallorca,1043,['8fdd2b90-07b5-403e-9339-01942fc05359'],3,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:03.415,Pass,,2011/2012
,,,,,,,,,,,,,,2.4003,,,,,,,,,,,,,1a4d14c8-29aa-452f-9945-63190e652338,44,,"[69.6, 50.0]",69325,1,,,,,-0.931464,,Right Foot,,,,"[92.5, 19.2]",Ground Pass,,38.380333,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Throw In,Fernando Damián Tissone,19431.0,Left Defensive Midfield,4,Mallorca,1043,['f2aa8105-31c1-4cd9-9d27-c731a5ab23ed'],4,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:04.560,Pass,,2011/2012
,,,,,,,,,,,,,,0.9428,,,,,,,,,,,,,4076a56a-c798-463f-bc82-15f06ed6f4a6,52,,"[120.0, 1.0]",69325,1,,,,,1.807113,,Left Foot,,,,"[114.1, 25.5]",Low Pass,,25.200397,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Gonzalo Castro Irizábal,6740.0,Left Midfield,5,Mallorca,1043,['004e1464-ec21-4a9e-984c-3ac51e68bc5b'],37,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:37.148,Pass,,2011/2012
,,,,,,,,,,,,,,0.4718,,,,,,,,,,,,,5d29a18f-56cf-446b-9997-4e95523cb8df,59,,"[113.7, 21.6]",69325,1,,,,,1.3490154,,Left Foot,True,,,"[116.0, 31.8]",Low Pass,,10.456099,,,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,,1,From Corner,Gonzalo Castro Irizábal,6740.0,Left Midfield,5,Mallorca,1043,"['4556740e-406e-4b17-94d3-e5917d0066ae', '8102faf8-8f51-4143-9c48-c1ef8ea6172e']",43,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:43.234,Pass,,2011/2012
,,,,,,,,,,,,,,1.705612,,,,,,,,,,,,,cf20b411-e81b-4d2a-9636-d4d4f67b4633,62,,"[103.7, 1.0]",69325,2,,,,,0.87090343,,,,,,"[113.3, 12.4]",Low Pass,,14.903691,,,Incomplete,,Álvaro Giménez Candela,24053.0,,,,,Throw-in,1,From Throw In,Pablo Domingo Cáceres Rodríguez,26789.0,Left Back,6,Mallorca,1043,"['135ddd3b-1c80-4538-b5b0-ba66d3fa14ec', 'dce9f58e-d827-49e3-8bf7-83cc449f80bd']",4,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:04.488,Pass,,2011/2012
,,,,,,,,,,,,,,0.8625,,,,,,,,,,,,,db11b107-bfb2-4fdf-b023-88e3cd90f923,67,,"[10.8, 74.4]",69325,2,,,,,-1.4553697,,Right Foot,,,,"[11.6, 67.5]",Ground Pass,,6.946222,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Defensive Midfield,7,Barcelona,217,"['cdf25435-5ce7-414f-b4cc-5a2e2b4bd872', 'ce0bd127-52c8-4bb6-8f0f-1845d82348f8']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.563,Pass,True,2011/2012
,,,,,,,,,,,,,,1.024471,,,,,,,,,,,,,5784c6a8-5e13-473b-bc5a-8381b4d54824,69,,"[11.6, 67.5]",69325,2,,,,,2.1825233,,Left Foot,,,,"[6.9, 74.2]",Ground Pass,,8.184131,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing Back,7,Barcelona,217,['824ec229-8b17-4308-9c25-9537cd5640e5'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.425,Pass,,2011/2012
,,,,,,,,,,,,,,3.058802,,,,,,,,,,,,,7b327d39-0afd-4f35-aa23-c02a2a4de7fe,72,,"[2.6, 70.2]",69325,2,,,,,0.0063965013,,Right Foot,,,,"[49.5, 70.5]",High Pass,,46.90096,,,Incomplete,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,7,Barcelona,217,['44d52861-6692-4b99-a0df-59eacc66e242'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.752,Pass,,2011/2012
,,,,,,,,,,,,,,1.6565,,,,,,,,,,,,,44d52861-6692-4b99-a0df-59eacc66e242,73,,"[71.5, 10.5]",69325,2,,,,,0.41413856,,Head,,,,"[80.6, 14.5]",Low Pass,,9.940322,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Fernando Damián Tissone,19431.0,Left Defensive Midfield,7,Barcelona,217,"['1f74691b-5c51-4ebd-9410-92667760eda0', '7b327d39-0afd-4f35-aa23-c02a2a4de7fe']",12,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:12.811,Pass,,2011/2012
,,,,,,,,,,,,,,1.1956,,,,,,,,,,,,,8f1b9010-6782-445b-9108-c0c9be97624b,76,,"[40.0, 66.5]",69325,2,,,,,-0.35331902,,Right Foot,,,,"[54.1, 61.3]",Ground Pass,,15.028307,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing Back,7,Barcelona,217,['78f9c99f-8178-40fb-b75d-ca5e34194a75'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.890,Pass,,2011/2012
,,,,,,,,,,,,,,0.945169,,,,,,,,,,,,,39aa6fd9-2d53-4fc0-9c8c-f8216cc5a3b0,79,,"[54.1, 61.3]",69325,2,,,,,1.9396584,,Left Foot,,,,"[49.5, 73.2]",Ground Pass,,12.758135,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,7,Barcelona,217,['eb822e47-d94d-441d-bdcf-86103628d4d7'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.659,Pass,,2011/2012
,,,,,,,,,,,,,,1.6014,,,,,,,,,,,,,fbb7f78f-7bad-40e7-a082-1567d5b58328,82,,"[49.5, 73.2]",69325,2,,,,,-2.1626353,,Right Foot,,,,"[37.4, 55.2]",Ground Pass,,21.688938,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Defensive Midfield,7,Barcelona,217,['aef9743c-973e-4ed3-b8ea-eff4effa5369'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.773,Pass,,2011/2012
,,,,,,,,,,,,,,1.0024,,,,,,,,,,,,,f771f11e-04d1-487b-8705-e7bd6c6de8c2,85,,"[39.6, 56.3]",69325,2,,,,,0.08145204,,Right Foot,,,,"[49.4, 57.1]",Ground Pass,,9.832599,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,7,Barcelona,217,['e2ac3da8-7262-4c9a-9208-aa66d6f86b06'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.654,Pass,,2011/2012
,,,,,,,,,,,,,,0.952213,,,,,,,,,,,,,e976394b-e060-47e3-82a9-2ffa07915e69,87,,"[49.4, 57.1]",69325,2,,,,,2.9814377,,Right Foot,,,,"[36.4, 59.2]",Ground Pass,,13.168523,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Defensive Midfield,7,Barcelona,217,['99a1be41-e7f4-4d2a-9a16-68c25884dad0'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.657,Pass,,2011/2012
,,,,,,,,,,,,,,0.719667,,,,,,,,,,,,,29fee031-1c6a-4e1b-8f59-1089582a6c78,90,,"[36.4, 59.2]",69325,2,,,,,-0.5404195,,Right Foot,,,,"[48.9, 51.7]",Ground Pass,,14.57738,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,7,Barcelona,217,['28c21301-778a-4d85-923a-4116de06acdc'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.716,Pass,,2011/2012
,,,,,,,,,,,,,,1.023591,,,,,,,,,,,,,7383d5c5-63b2-4bfd-b8a6-bbd45d025d4e,93,,"[48.9, 51.7]",69325,2,,,,,-1.3615168,,Right Foot,,,,"[53.7, 29.1]",Ground Pass,,23.104113,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Defensive Midfield,7,Barcelona,217,['227a5d8c-4f4d-465c-a8e1-c7bdad766667'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.566,Pass,,2011/2012
,,,,,,,,,,,,,,0.777,,,,,,,,,,,,,0c235db6-d9fd-405a-a924-f7ddb3dafea6,98,,"[63.4, 19.7]",69325,2,,,,,-1.0774177,,Right Foot,,,,"[69.1, 9.1]",Ground Pass,,12.035364,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,7,Barcelona,217,"['2d3c8a72-3e37-48e3-8e7c-790e3314e5eb', 'b47701f0-22c6-4504-ace1-02a174340f3b']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.122,Pass,True,2011/2012
,,,,,,,,,,,,,,2.8885,,,,,,,,,,,,,72eceac7-452f-4d33-9f64-3c22e9a74049,101,,"[69.0, 7.7]",69325,2,,,,,0.6468124,,Right Foot,,,,"[93.1, 25.9]",Ground Pass,,30.200165,,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing Back,7,Barcelona,217,"['7ab5eafd-ae1a-46b6-9c53-b026a3b32bc8', '82f4dcc0-efe7-4094-b3f6-d9b7450c08fa', 'f7b6a1b8-9708-4c13-9ba6-5f209722177f']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.899,Pass,True,2011/2012
,,,,,,,,,,,,,,1.7755,,,,,,,,,,,,,82f4dcc0-efe7-4094-b3f6-d9b7450c08fa,103,,"[27.9, 55.1]",69325,2,,,,,-2.934834,,Right Foot,,,,"[7.4, 50.8]",Ground Pass,,20.946121,,,,,Dudú Aouate,26146.0,,,,,Recovery,1,Regular Play,Jose Luis Martí Soler,25948.0,Right Defensive Midfield,8,Mallorca,1043,"['451da9e1-7b3b-48cc-b1a1-3bd60c5756de', '72eceac7-452f-4d33-9f64-3c22e9a74049']",36,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:36.788,Pass,,2011/2012
,,,,,,,,,,,,,,2.6982,,,,,,,,,,,,,eb49a875-c2c7-4752-8be5-b753350ec249,106,,"[7.4, 50.8]",69325,2,,,,,-0.042743806,,Right Foot,,,,"[56.5, 48.7]",High Pass,,49.144886,,,,,Víctor Casadesús Castaño,23791.0,,,,,,1,Regular Play,Dudú Aouate,26146.0,Goalkeeper,8,Mallorca,1043,['e2a1bf27-a78b-4533-af84-015514e524c3'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:38.653,Pass,,2011/2012
,,,,,,,,,,,,,,1.2013,,,,,,,,,,,,,300cd414-b20a-4df8-9541-78223ce1ec7d,109,,"[57.3, 47.8]",69325,2,,,,True,-0.13552772,,,,,,"[70.5, 46.0]",High Pass,,13.322162,,,,,Álvaro Giménez Candela,24053.0,,,,,,1,Regular Play,Víctor Casadesús Castaño,23791.0,Left Center Forward,8,Mallorca,1043,"['133339c0-0b55-444a-b706-ae4ac370b07e', 'a4884446-8813-4154-a264-41f27c5af640']",41,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:41.351,Pass,True,2011/2012
,,,,,,,,,,,,,,4.400589,,,,,,,,,,,,,bef2f8aa-4c49-45b7-9b74-7d68629c943b,115,,"[84.3, 36.3]",69325,2,,,,,-0.41704923,,Left Foot,,,,"[108.0, 25.8]",Ground Pass,,25.921806,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Álvaro Giménez Candela,24053.0,Right Center Forward,8,Mallorca,1043,['55dd6f85-299c-4325-9ca9-d29fd7840765'],45,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:45.656,Pass,,2011/2012
,,,,,,,,,,,,,,3.150406,,,,,,,,,,,,,c829ba7c-6df0-4521-ba6c-cf79c45eeb25,119,,"[116.5, 21.0]",69325,2,,,,,1.7750283,,Left Foot,True,,,"[110.1, 51.9]",High Pass,,31.555824,,,Incomplete,,,,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,8,Mallorca,1043,['6f79065d-491b-4f34-8c2b-0fb87eb36082'],52,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:52.187,Pass,,2011/2012
,,,,,,,,,,,,,,1.124723,,,,,,,,,,,,,6f79065d-491b-4f34-8c2b-0fb87eb36082,120,,"[10.9, 29.1]",69325,2,,,,,-0.86630225,,Right Foot,,,,"[21.1, 17.1]",Ground Pass,,15.749286,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,9,Barcelona,217,"['97c5e5ec-9f03-4809-a008-80d61b626a10', 'c829ba7c-6df0-4521-ba6c-cf79c45eeb25']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.337,Pass,,2011/2012
,,,,,,,,,,,,,,0.846952,,,,,,,,,,,,,121e4816-d28c-4fcc-b82f-d97350390d35,123,,"[24.6, 21.9]",69325,2,,,,,-2.4236596,,Right Foot,,,,"[16.7, 15.0]",Ground Pass,,10.489042,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing Back,9,Barcelona,217,['8cda254a-60a2-48e8-b2b5-d6bbb7d6ca51'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.371,Pass,,2011/2012
,,,,,,,,,,,,,,2.010989,,,,,,,,,,,,,d3acdeec-662a-4787-b390-6fdd3e9a8677,126,,"[16.7, 14.9]",69325,3,,,,,-0.28037292,,Right Foot,,,,"[35.8, 9.4]",Low Pass,,19.876116,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,9,Barcelona,217,['9ba83f92-9bd9-4301-8358-47b2429cfbb4'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.573,Pass,,2011/2012
