ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.746742,,,,,,,,,,,,38f8306f-561c-41b5-83f6-9760286e8af4,2903,,"[102.2, 43.9]",15956,79,,,,,-2.4480407,,Left Foot,,,,"[93.9, 37.0]",,Ground Pass,,10.793516,,,,Anuar Mohamed Tuhami,11303.0,,,,,,,2,From Throw In,Javier Moyano Lujano,11297.0,Right Back,160,Real Valladolid,901,['f3c74fc4-5821-4daf-a054-e3ce080b00c3'],51,,,,,,,,,,,,,,,,,Real Valladolid,901,00:34:51.480,Pass,,2018/2019
,,,,,,,,,,,,,,,1.428255,,,,,,,,,,,,3332f1ec-17c5-4f9e-90df-98fe86490ae3,2906,,"[93.4, 19.6]",15956,79,,,,,-0.5317241,,Right Foot,,,,"[108.7, 10.6]",,Ground Pass,,17.750774,,,,José Ignacio Martínez García,11298.0,,,,,,,2,From Throw In,Anuar Mohamed Tuhami,11303.0,Right Defensive Midfield,160,Real Valladolid,901,['f64be994-cbf2-48c8-b299-47f5e5b95512'],56,,,,,,,,,,,,,,,,,Real Valladolid,901,00:34:56.732,Pass,,2018/2019
,,,,,,,,,,,,,,,2.533691,,,,,,,,,,,,cc191f77-a8d9-4ac1-b8dd-8163442c763b,2909,,"[108.7, 10.6]",15956,79,,,,,0.9600704,,Left Foot,,,,"[117.8, 23.6]",,Low Pass,,15.868523,,,,Duje Čop,8419.0,,,,,,,2,From Throw In,José Ignacio Martínez García,11298.0,Left Back,160,Real Valladolid,901,['222efadf-0f8a-4040-b2de-4869f4ee602f'],58,,,,,,,,,,,,,,,,,Real Valladolid,901,00:34:58.201,Pass,,2018/2019
,,,,,,,,,,,,,,,1.57894,,,,,,,,,,,,72aaf58f-5a5e-4e3d-a6a8-03b16dbcf48d,2914,,"[120.0, 0.1]",15956,80,,,,,1.8569952,0687551b-03f9-40f8-8d3a-1ac2ec6a11cd,Left Foot,,,,"[109.2, 36.8]",,High Pass,,38.25611,,,True,Francisco José Olivas Alba,11304.0,True,,,Outswinging,,Corner,2,From Corner,Óscar Plano Pedreño,11296.0,Left Center Forward,161,Real Valladolid,901,['e771ef36-0d25-4bb3-ba96-809353fd79de'],20,,,,,,,,,,,,,,,,,Real Valladolid,901,00:35:20.251,Pass,,2018/2019
,,,,,,,,,,,,,,,1.691087,,,,,,,,,,,,2685f7b9-8637-4b22-8c8e-d4d6e7ec1954,2918,,"[3.3, 37.4]",15956,80,,True,,,-0.3734537,,Drop Kick,,,,"[84.2, 5.7]",,High Pass,,86.88901,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,163,Barcelona,217,['c409262f-178d-48fc-94bc-2bbb508b322b'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:35:35.869,Pass,,2018/2019
,,,,,,,,,,,,,,,0.233182,,,,,,,,,,,,7d5a7102-87c8-4d35-856d-43433b80122c,2920,,"[84.2, 5.7]",15956,80,,,,,1.0303768,,Left Foot,,,,"[86.3, 9.2]",,Ground Pass,,4.0816665,,Incomplete,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,164,Barcelona,217,['755766db-6653-42b4-8ed9-e1ebfef55c76'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:35:38.026,Pass,,2018/2019
,,,,,,,,,,,,,,,1.833598,,,,,,,,,,,,9ebf72d7-bf8c-4096-838c-1e11cc230185,2922,,"[120.0, 0.1]",15956,81,,,,,1.7853892,302a69e2-581e-4a02-aa38-32f8a08bc0d0,Right Foot,,,,"[111.5, 39.1]",,High Pass,True,39.915535,,,,Gerard Piqué Bernabéu,5213.0,True,,,Inswinging,,Corner,2,From Corner,Philippe Coutinho Correia,3501.0,Left Midfield,165,Barcelona,217,['f773c63f-0004-4413-9e39-7a0b2d9d32d0'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:36:11.372,Pass,,2018/2019
,,,,,,,,,,,,,,,2.043935,,,,,,,,,,,,fc0fe07e-9f28-43ca-89ce-143ef6e5580f,2928,,"[3.8, 34.5]",15956,81,,,,,-0.848605,,Head,,,,"[14.9, 21.9]",,High Pass,,16.791962,,,,José Ignacio Martínez García,11298.0,,,,,,Recovery,2,From Corner,Óscar Plano Pedreño,11296.0,Left Center Forward,165,Barcelona,217,['b693a8be-269a-4781-b444-941ca6886037'],14,,,,,,,,,,,,,,,,,Real Valladolid,901,00:36:14.338,Pass,,2018/2019
,,,,,,,,,,,,,,,3.200359,,,,,,,,,,,,df12b819-bc8c-4f6a-a4a3-fcfa5f93b64f,2932,,"[14.9, 21.9]",15956,81,,,,,-0.24665464,,Left Foot,,,,"[57.0, 11.3]",,High Pass,,43.413937,,Incomplete,,Laureano Antonio Villa Suárez,11291.0,,,,,,,2,From Corner,José Ignacio Martínez García,11298.0,Left Back,165,Barcelona,217,"['451b7d3f-6d07-4d85-82f9-43515b76a239', '4ef9ed81-26c4-4175-a1d7-98d336b5b5c7', 'e913a5a9-dd1c-43d4-b057-b11a3f051950']",16,,,,,,,,,,,,,,,,,Real Valladolid,901,00:36:16.542,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.107182,,,,,,,,,,,,4ef9ed81-26c4-4175-a1d7-98d336b5b5c7,2934,,"[63.1, 68.8]",15956,81,,,,,-0.2504431,,Right Foot,,,,"[67.4, 67.7]",,Low Pass,,4.438468,,Incomplete,,,,,,,,,Recovery,2,From Corner,Sergi Roberto Carnicer,6379.0,Right Back,165,Barcelona,217,"['3a3dfd26-485f-4917-8540-1762d4062d92', 'df12b819-bc8c-4f6a-a4a3-fcfa5f93b64f']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:36:19.742,Pass,,2018/2019
,,,,,,,,,,,,,,,1.046943,,,,,,,,,,,,5d7a5722-6517-43d0-8ab9-6634205fa52f,2939,,"[20.6, 72.6]",15956,81,,,,,-0.8294872,,Right Foot,,,,"[33.6, 58.4]",,Ground Pass,,19.252012,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Corner,Sergi Roberto Carnicer,6379.0,Right Back,165,Barcelona,217,['595d4cf6-a7ff-4292-981f-9d2abd824e97'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.911,Pass,,2018/2019
,,,,,,,,,,,,,,,1.227041,,,,,,,,,,,,5a74af23-4489-4375-9cd4-8daadf2082ce,2942,,"[33.6, 58.4]",15956,81,,,,,-2.8476126,,Right Foot,,,,"[22.7, 55.1]",,Ground Pass,,11.388591,,,,Ivan Rakitić,5470.0,,,,,,,2,From Corner,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,165,Barcelona,217,['3eb3fdae-ab5a-44f4-8c63-482e8af3d044'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:36:30.123,Pass,,2018/2019
,,,,,,,,,,,,,,,1.135383,,,,,,,,,,,,cd97cc4a-168e-4c51-8d9e-6481a1ef871f,2945,,"[22.7, 55.1]",15956,81,,,,,-1.5795298,,Right Foot,,,,"[22.5, 32.2]",,Ground Pass,,22.900873,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Corner,Ivan Rakitić,5470.0,Right Defensive Midfield,165,Barcelona,217,['6c7aab43-8f93-4a35-ba5a-9af66020679c'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.693,Pass,,2018/2019
,,,,,,,,,,,,,,,1.415033,,,,,,,,,,,,c306e28b-8830-4fb0-a245-5387c55e75a1,2947,,"[21.8, 28.2]",15956,81,,True,,,1.0978898,,Left Foot,,,,"[28.4, 41.1]",,Ground Pass,,14.490341,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Corner,Samuel Yves Umtiti,5492.0,Left Center Back,165,Barcelona,217,['977a7e0f-562f-4f41-800b-a7cef3773006'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:36:41.782,Pass,,2018/2019
,,,,,,,,,,,,,,,1.045629,,,,,,,,,,,,63314a81-03a9-4519-81eb-82e9ba88e47d,2949,,"[28.4, 41.1]",15956,81,,,,,-1.8604294,,Right Foot,,,,"[23.9, 26.0]",,Ground Pass,,15.7562685,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Corner,Gerard Piqué Bernabéu,5213.0,Right Center Back,165,Barcelona,217,['1b35eb89-87e1-4f20-9b42-228fa80ef183'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:36:44.538,Pass,,2018/2019
,,,,,,,,,,,,,,,1.137584,,,,,,,,,,,,433c2c4b-376c-40c5-8bfa-b58474f1268b,2953,,"[30.2, 13.3]",15956,81,,,,,-0.6095679,,Left Foot,,,,"[41.8, 5.2]",,Ground Pass,,14.148145,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Corner,Samuel Yves Umtiti,5492.0,Left Center Back,165,Barcelona,217,"['40d59989-812f-4468-b6fc-81fadabe6f94', '7bbabaaf-9608-4dee-b458-2a1320e4d486']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:36:51.863,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.637254,,,,,,,,,,,,402f1ac1-94e7-4ca8-a573-7c34c7eade97,2956,,"[41.8, 5.2]",15956,81,,,,,2.5659657,,Left Foot,,,,"[32.4, 11.3]",,Ground Pass,,11.205802,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,165,Barcelona,217,['6e82fe20-fbd2-4d8f-8510-60ee804e1f9e'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.298,Pass,,2018/2019
,,,,,,,,,,,,,,,1.465091,,,,,,,,,,,,126a6bde-e281-4ac8-8429-71a7286e6c28,2959,,"[32.4, 11.3]",15956,81,,,,,0.5924919,,Left Foot,,,,"[52.9, 25.1]",,High Pass,,24.712143,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Corner,Samuel Yves Umtiti,5492.0,Left Center Back,165,Barcelona,217,['a1ffce6b-d026-4b0a-9993-982d5d9dd661'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:36:56.882,Pass,,2018/2019
,,,,,,,,,,,,,,,0.886553,,,,,,,,,,,,09ca5264-f431-4cdb-b968-6e10d3ac1650,2961,,"[52.9, 25.1]",15956,81,,,,,-0.8315193,,Right Foot,,,,"[56.0, 21.7]",,Low Pass,,4.6010866,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Corner,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,165,Barcelona,217,['961992c1-c7b5-4007-9474-39cd7ac10b1d'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:36:58.347,Pass,,2018/2019
,,,,,,,,,,,,,,,1.037367,,,,,,,,,,,,0fe80b02-a0b7-4679-ade5-795dd8803baa,2968,,"[69.2, 55.0]",15956,82,,,,,-2.2913504,,Right Foot,,,,"[62.0, 46.8]",,Ground Pass,,10.912378,,,,Rubén Alcaraz Jiménez,11300.0,,,,,,,2,Regular Play,Anuar Mohamed Tuhami,11303.0,Right Defensive Midfield,166,Real Valladolid,901,['92fb2aa9-8b53-4ce6-b55a-260ae96bcd51'],1,,,,,,,,,,,,,,,,,Real Valladolid,901,00:37:01.147,Pass,,2018/2019
,,,,,,,,,,,,,,,1.110021,,,,,,,,,,,,9ae08659-33f4-46b2-9924-c26ec057cf71,2971,,"[62.0, 46.8]",15956,82,,,,,-0.38500577,,Right Foot,,,,"[77.3, 40.6]",,Ground Pass,,16.508482,,,,Óscar Plano Pedreño,11296.0,,,,,,,2,Regular Play,Rubén Alcaraz Jiménez,11300.0,Left Defensive Midfield,166,Real Valladolid,901,['92bd9ada-3bd0-474b-acc9-d8fde6d15838'],3,,,,,,,,,,,,,,,,,Real Valladolid,901,00:37:03.059,Pass,,2018/2019
,,,,,,,,,,,,,,,1.207214,,,,,,,,,,,,a553bc9d-fbdb-4beb-9972-06caaf4f968a,2974,,"[77.3, 40.6]",15956,82,,,,,1.1722739,,Left Foot,,,,"[81.3, 50.1]",,Ground Pass,,10.307764,,,,Duje Čop,8419.0,,,,,,,2,Regular Play,Óscar Plano Pedreño,11296.0,Left Center Forward,166,Real Valladolid,901,['2df53a3e-ac20-40f6-b6fa-6da388c766ef'],4,,,,,,,,,,,,,,,,,Real Valladolid,901,00:37:04.234,Pass,,2018/2019
,,,,,,,,,,,,,,,0.845953,,,,,,,,,,,,3b46f2fc-335e-4f7e-bba2-b6b74e00610d,2983,,"[41.2, 34.7]",15956,82,,,,,0.48895866,,Right Foot,,,,"[56.8, 43.0]",,Ground Pass,,17.670597,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,166,Real Valladolid,901,['bbc16849-61d2-462c-ae07-dd516ffecfff'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:37:10.590,Pass,,2018/2019
,,,,,,,,,,,,,,,1.374227,,,,,,,,,,,,8761b014-d1b2-461f-be68-9a5f28076411,2986,,"[94.4, 36.7]",15956,82,,,,,-0.5492465,,Left Foot,,,,"[106.0, 29.6]",,Low Pass,,13.600368,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,Through Ball,True,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,166,Real Valladolid,901,['6e49a0f9-4dfb-461e-be93-62b302882db8'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:37:16.531,Pass,,2018/2019
,,,,,,,,,,,,,,,1.871287,,,,,,,,,,,,52584cb0-cd38-4871-b139-5d01ca6e8cd0,2989,,"[12.8, 51.5]",15956,83,,True,,,0.75237715,,Right Foot,,,,"[30.0, 67.6]",,Ground Pass,,23.5595,,,,Francisco José Olivas Alba,11304.0,,,,,,Free Kick,2,From Free Kick,Fernando Calero Villa,11293.0,Left Center Back,167,Real Valladolid,901,['bb42a32d-127e-4aaa-9d7b-4f79a7433c83'],35,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:35.582,Pass,,2018/2019
,,,,,,,,,,,,,,,1.173807,,,,,,,,,,,,311bebbe-25fe-48e2-bd47-29393c25dcad,2991,,"[30.0, 67.6]",15956,83,,,,,-0.61320734,,Right Foot,,,,"[38.1, 61.9]",,Ground Pass,,9.904545,,,,Anuar Mohamed Tuhami,11303.0,,,,,,,2,From Free Kick,Francisco José Olivas Alba,11304.0,Right Center Back,167,Real Valladolid,901,['87ee831d-eb28-48c5-a3f1-dd76e86436f4'],39,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:39.109,Pass,,2018/2019
,,,,,,,,,,,,,,,2.058396,,,,,,,,,,,,cbab765c-9d0f-4f44-a071-5d1edaea2879,2994,,"[47.1, 48.7]",15956,83,,,,,-1.7387639,,Right Foot,,,,"[43.2, 25.7]",,Ground Pass,,23.328308,,,,José Ignacio Martínez García,11298.0,,,,,,,2,From Free Kick,Anuar Mohamed Tuhami,11303.0,Right Defensive Midfield,167,Real Valladolid,901,['4e7e5583-5191-4e82-8c11-502487db7cb2'],42,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:42.170,Pass,,2018/2019
,,,,,,,,,,,,,,,1.406772,,,,,,,,,,,,3b5f20cf-1702-4dbb-bb9d-1474967097fd,2997,,"[48.4, 20.8]",15956,83,,,,,0.551655,,Left Foot,,,,"[75.7, 37.6]",,Ground Pass,,32.055107,,,,Óscar Plano Pedreño,11296.0,,,,,,,2,From Free Kick,José Ignacio Martínez García,11298.0,Left Back,167,Real Valladolid,901,['2bcf0446-0ea8-49c1-a9fe-556fe383024c'],45,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:45.721,Pass,,2018/2019
,,,,,,,,,,,,,,,0.917372,,,,,,,,,,,,0d630f2c-c531-47aa-b91b-b2985a7a164b,3000,,"[89.1, 11.1]",15956,83,,,,,-0.23255694,,Left Foot,,,,"[104.3, 7.5]",,Ground Pass,,15.6205,,,,Laureano Antonio Villa Suárez,11291.0,,,,,,,2,From Free Kick,Óscar Plano Pedreño,11296.0,Left Center Forward,167,Real Valladolid,901,['d277c155-2e3f-42b1-957e-e5129555f10b'],50,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:50.918,Pass,,2018/2019
,,,,,,,,,,,,,,,1.920089,,,,,,,,,,,,57f82311-01ef-4270-a047-f018a90357b5,3003,,"[104.3, 7.8]",15956,83,,,,,-3.0894313,,Right Foot,,,,"[79.4, 6.5]",,High Pass,,24.933912,,,,José Ignacio Martínez García,11298.0,,,,,,,2,From Free Kick,Laureano Antonio Villa Suárez,11291.0,Left Midfield,167,Real Valladolid,901,['2aedb6bd-aa0e-4bfd-be7c-c32ce95fd42e'],51,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:51.955,Pass,,2018/2019
,,,,,,,,,,,,,,,1.150467,,,,,,,,,,,,5f11c86a-9261-4af4-bdb4-bd1b3f82f38b,3006,,"[76.3, 7.8]",15956,83,,,,,-2.634494,,Right Foot,,,,"[74.5, 6.8]",,Ground Pass,,2.0591261,,,,Óscar Plano Pedreño,11296.0,,,,,,,2,From Free Kick,José Ignacio Martínez García,11298.0,Left Back,167,Real Valladolid,901,['57be26b1-8f31-40f1-b31b-22e8770015c6'],56,,,,,,,,,,,,,,,,,Real Valladolid,901,00:38:56.520,Pass,,2018/2019
,,,,,,,,,,,,,,,0.509095,,,,,,,,,,,,4b540a7c-2f5a-4ba6-91da-0d480e256aba,3009,,"[80.6, 14.6]",15956,84,,,,,0.50416595,,Right Foot,,,,"[92.2, 21.0]",,Ground Pass,,13.248396,,,,Laureano Antonio Villa Suárez,11291.0,,,,,,,2,From Free Kick,Óscar Plano Pedreño,11296.0,Left Center Forward,167,Real Valladolid,901,['5f873860-11c3-4fba-8fb8-ec318a268f57'],0,,,,,,,,,,,,,,,,,Real Valladolid,901,00:39:00.511,Pass,,2018/2019
,,,,,,,,,,,,,,,1.271687,,,,,,,,,,,,22fadd06-3eb3-4f8e-ae8b-3a14163045cc,3011,,"[92.2, 21.0]",15956,84,,,,,-0.89812577,,Right Foot,,,,"[101.6, 9.2]",,Ground Pass,,15.086418,,,,José Ignacio Martínez García,11298.0,,,,,,,2,From Free Kick,Laureano Antonio Villa Suárez,11291.0,Left Midfield,167,Real Valladolid,901,['0e42879e-39dd-4ff4-a90c-4887c775beae'],1,,,,,,,,,,,,,,,,,Real Valladolid,901,00:39:01.020,Pass,,2018/2019
,,,,,,,,,,,,,,,1.505772,,,,,,,,,,,,17b77e91-41df-48a2-a490-4800223b0dcf,3014,,"[101.6, 9.2]",15956,84,,,,,2.5342875,,Left Foot,,,,"[83.9, 21.5]",,Ground Pass,,21.554117,,,,Rubén Alcaraz Jiménez,11300.0,,,,,,,2,From Free Kick,José Ignacio Martínez García,11298.0,Left Back,167,Real Valladolid,901,['3e969e42-bcfa-4b9b-90e4-d298ede826be'],3,,,,,,,,,,,,,,,,,Real Valladolid,901,00:39:03.273,Pass,,2018/2019
,,,,,,,,,,,,,,,1.56704,,,,,,,,,,,,84ae5d45-8d26-4803-9ed3-35091e1e4cc7,3019,,"[88.7, 21.5]",15956,84,,,,,-0.9810207,,Right Foot,,,,"[97.4, 8.5]",,Ground Pass,,15.6425705,,,,José Ignacio Martínez García,11298.0,,,,,,,2,From Free Kick,Rubén Alcaraz Jiménez,11300.0,Left Defensive Midfield,167,Real Valladolid,901,"['cb865ac2-4136-4d04-ada2-bf09c8e1b37c', 'ed2b6e14-af26-45bc-b58e-f37d0dc8a559']",6,,,,,,,,,,,,,,,,,Real Valladolid,901,00:39:06.176,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.12194,,,,,,,,,,,,db8adea8-9b60-457c-af37-b4c5547250ff,3022,,"[97.4, 8.5]",15956,84,,,,,0.67283255,,Left Foot,,,,"[103.8, 13.6]",,Low Pass,,8.18352,,Incomplete,,Óscar Plano Pedreño,11296.0,,,,,,,2,From Free Kick,José Ignacio Martínez García,11298.0,Left Back,167,Real Valladolid,901,"['0db9e2dd-a028-4ebd-a828-8887a3be2c01', 'd10cd4a6-be0c-4d27-b1a1-cfb0082f5ee2']",9,,,,,,,,,,,,,,,,,Real Valladolid,901,00:39:09.209,Pass,,2018/2019
,,,,,,,,,,,,,,,0.938842,,,,,,,,,,,,9b0006e1-d9db-405f-92bb-8048c414d372,3025,,"[27.4, 52.0]",15956,84,,,,,1.9117752,,Right Foot,,,,"[24.1, 61.3]",,Ground Pass,,9.868131,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,Recovery,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,['573259ce-3a88-474c-acbb-5c3473adce75'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:39:11.684,Pass,,2018/2019
,,,,,,,,,,,,,,,0.718054,,,,,,,,,,,,aad2b871-51d1-4558-8567-b079699200ea,3028,,"[24.1, 61.2]",15956,84,,,,,-1.2673364,,Right Foot,,,,"[27.2, 51.3]",,Ground Pass,,10.374006,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,168,Barcelona,217,['18bcb624-7465-416d-8bd7-874ccaba6454'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:39:12.723,Pass,,2018/2019
,,,,,,,,,,,,,,,0.993218,,,,,,,,,,,,77fcf6d4-1ef5-495f-9414-84fac2490362,3032,,"[28.9, 50.1]",15956,84,,,,,2.4783897,,Left Foot,,,,"[22.5, 55.1]",,Ground Pass,,8.121576,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,['32006010-5f0e-4e56-bdb9-730b2ba3cc44'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:39:18.224,Pass,,2018/2019
,,,,,,,,,,,,,,,1.486134,,,,,,,,,,,,a74587e9-342d-4523-bb71-956f5e25e2e3,3036,,"[23.6, 70.2]",15956,84,,,,,0.19255298,,Right Foot,,,,"[39.5, 73.3]",,Ground Pass,,16.199383,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,168,Barcelona,217,['6d74a0f6-7786-40e1-babf-eb63c4d833cf'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:39:21.964,Pass,,2018/2019
,,,,,,,,,,,,,,,1.114398,,,,,,,,,,,,616f35ce-bdca-4f26-aba1-c37a1bcb803b,3039,,"[40.2, 73.3]",15956,84,,,,,-1.5105246,,Left Foot,,,,"[40.9, 61.7]",,Low Pass,,11.621101,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,"['8a5dfbef-7764-4982-a1c9-461d4366748f', 'df69982f-8ae7-4994-bab4-b37878d8f292']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:39:23.580,Pass,,2018/2019
,,,,,,,,,,,,,,,0.718558,,,,,,,,,,,,d1c0c3b3-f4a6-4298-b048-d5c454f1d920,3044,,"[41.4, 57.5]",15956,84,,,,,-1.4273441,,Right Foot,,,,"[44.0, 39.5]",,Ground Pass,,18.186808,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,168,Barcelona,217,['bd6998d5-abb4-4fe9-af9f-ac29556ec16c'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:39:26.185,Pass,,2018/2019
,,,,,,,,,,,,,,,0.965923,,,,,,,,,,,,8821fd63-1772-428e-b49d-4001518334b7,3047,,"[55.8, 40.0]",15956,84,,,,,-0.35877067,,Right Foot,,,,"[64.6, 36.7]",,Ground Pass,,9.398404,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,168,Barcelona,217,['87fabc2a-060e-4296-bec0-9691a23d333d'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:39:28.833,Pass,,2018/2019
,,,,,,,,,,,,,,,0.662669,,,,,,,,,,,,21f2c04a-e8ea-49ec-8575-d1bcac58ae9d,3049,,"[64.6, 36.7]",15956,84,,,,,3.0372114,,Left Foot,,,,"[54.1, 37.8]",,Ground Pass,,10.557462,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,168,Barcelona,217,['021ead21-6007-4c7a-9b22-9a01ea3b3cc7'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:39:29.799,Pass,,2018/2019
,,,,,,,,,,,,,,,1.330498,,,,,,,,,,,,faf7c925-5caa-408b-896b-447d514832d8,3052,,"[57.9, 36.6]",15956,84,,,,,0.6816058,,Right Foot,,,,"[63.2, 40.9]",,Ground Pass,,6.824954,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,168,Barcelona,217,['7aa9ef9d-493c-4adf-b153-6c3860ae0d5a'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:39:32.182,Pass,,2018/2019
,,,,,,,,,,,,,,,4.720604,,,,,,,,,,,,83ed8f45-6b96-4adf-8a69-47f0535890b9,3055,,"[67.4, 35.2]",15956,84,,,,,-0.5081526,,Left Foot,,,,"[115.7, 8.3]",,High Pass,,55.28562,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,['0f118b53-cbb6-4fb4-bfd4-ccb3b44d0edc'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:39:35.114,Pass,,2018/2019
,,,,,,,,,,,,,,,0.096796,,,,,,,,,,,,4ddf00ae-6157-419a-807e-8880ff4ddb53,3057,,"[115.7, 8.3]",15956,84,,,,,1.6243166,,Left Foot,,,,"[115.4, 13.9]",,High Pass,,5.60803,,Unknown,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,168,Barcelona,217,,39,,,,,,,,,,,,,,,,,Barcelona,217,00:39:39.835,Pass,,2018/2019
