bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.2456,,,,,,,,,,,fdba2e18-041d-4589-b932-7b176d196f82,18,,"[14.5, 42.1]",266631,0,,,,,-0.1937415,,Keeper Arm,,,,"[30.3, 39.0]",,Ground Pass,,16.101242,,,,Andrés Iniesta Luján,5216.0,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['72c00714-f3af-4730-8e0f-f5e3f1e44679'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.222,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.4847,,,,,,,,,,,9612ef0c-8f00-4a4f-925f-11627ce76dd0,21,,"[30.3, 39.0]",266631,0,,,,,2.2031157,,Right Foot,,,,"[15.5, 59.2]",,Low Pass,,25.041565,,,,Gerard Piqué Bernabéu,5213.0,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['43a1a3aa-6b2d-447c-9aa1-fcb63ced9e26'],15,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.394,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1463,,,,,,,,,,,c3f52f69-8153-4a8e-a1ec-9849d1ad8414,25,,"[14.9, 64.8]",266631,0,,,,,0.835081,,Right Foot,,,,"[23.5, 74.3]",,Ground Pass,,12.814445,,,,Daniel Alves da Silva,4324.0,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['83f2529e-c10a-4aaf-a083-7979d7c2f9e6', 'b9d44d06-2112-4203-9fbd-722fc0de3ad0']",17,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.959,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.8125,,,,,,,,,,,d8d161f4-3a9f-49d9-bc77-0e6132347332,29,,"[22.3, 74.7]",266631,0,,,,,0.06340695,,Right Foot,,,,"[34.9, 75.5]",,Low Pass,,12.625371,,,,Ivan Rakitić,5470.0,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['b4133ece-dd15-44aa-a9ff-b453c5411bd9'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.216,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.4642,,,,,,,,,,,4e713c1d-6018-4e8c-b06a-66913ab98f37,34,,"[30.5, 75.7]",266631,0,,,,,-2.2489157,,Left Foot,,,,"[21.8, 64.9]",,Ground Pass,,13.868309,,,,Gerard Piqué Bernabéu,5213.0,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['6352ba2c-abec-424e-a4cf-2590161b8b77'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.782,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.4946,,,,,,,,,,,1e0f1909-1ffe-4839-8e9f-2cab587dbb7b,37,,"[21.8, 64.9]",266631,0,,,,,-0.11710875,,Right Foot,,,,"[28.6, 64.1]",,Ground Pass,,6.846897,,,,Sergio Busquets i Burgos,5203.0,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['380839f2-fa77-4f45-aa19-03fe43fcccee'],25,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.445,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.217,,,,,,,,,,,024ce1a6-0171-4b26-91e1-3c8a911e1d61,40,,"[29.0, 63.6]",266631,0,,,,,-2.715742,,Left Foot,,,,"[19.3, 59.2]",,Ground Pass,,10.651291,,,,Gerard Piqué Bernabéu,5213.0,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['aad08176-ec50-4975-82f4-7400a0b5219e'],25,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.980,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.5297,,,,,,,,,,,d51e432d-2053-428e-91a8-0f9a5d42a71b,44,,"[17.2, 55.4]",266631,0,,,,,-1.8088199,,Right Foot,,,,"[9.8, 24.9]",,Ground Pass,,31.384869,,,,Javier Alejandro Mascherano,5506.0,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['751c7f7b-2b02-42eb-a051-1b78ed94328d', 'b3940350-86a4-4b93-bd3e-0055360dc8a6']",27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.726,Pass,True,2014/2015
,,,,,,,,,,,,,,,,3.1062,,,,,,,,,,,02668930-18b6-4c0d-9ef6-6ba24cec0b76,47,,"[9.8, 24.9]",266631,0,,,,,-0.3821357,,Right Foot,,,,"[52.1, 7.9]",,High Pass,,45.588264,,,,Andrés Iniesta Luján,5216.0,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['980cea6c-52df-47a1-b6f4-ff28a87935ac'],30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.879,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.2296,,,,,,,,,,,d695cd73-d2c7-4896-a298-ec64c65de7c2,50,,"[53.4, 3.5]",266631,0,,,,,1.1935472,,Right Foot,,,,"[55.5, 8.8]",,Ground Pass,,5.700877,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['9582be9f-a204-47b6-881b-290d60627b7d', 'f5caf652-b8f0-4f6c-ab22-20169f61565d']",34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.475,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.42521,,,,,,,,,,,1d0cdcdd-ae35-457b-ae9f-a6507caf1c25,56,,"[49.7, 78.6]",266631,0,,,,,-0.04401301,,Right Foot,,,,"[88.3, 76.9]",,High Pass,,38.637417,,,,Antoine Griezmann,5487.0,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,"['258ff6d7-df81-4922-bdbc-ee034d232749', 'b6f67790-5a81-4533-94a1-0c4524734eea']",37,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:37.172,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.948919,,,,,,,,,,,9bd83fe2-b4b3-4990-a69e-d91d5d9ad890,60,,"[87.4, 76.8]",266631,0,,,,,-2.3728597,,Left Foot,,,,"[81.3, 70.9]",,Ground Pass,,8.48646,,,,Gabriel Fernández Arenas,6384.0,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,4,Atlético Madrid,212,"['eaeeb82f-8232-4e6e-9031-4113a8b9f73e', 'f853a2fa-fb6d-4fab-9afc-8a0e94519aed']",42,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.042,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.260153,,,,,,,,,,,3b60bdfd-85d1-4d11-ba01-fac271bb6e05,63,,"[81.3, 70.9]",266631,0,,,,,0.73605555,,Right Foot,,,,"[89.8, 78.6]",,Ground Pass,,11.469089,,Out,,Antoine Griezmann,5487.0,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,['96737254-ca6f-4352-a49e-a2ad60ddb7ca'],43,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.840,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.8586,,,,,,,,,,,4ee09f1e-7e12-4dac-ab46-39796ca173fc,65,,"[29.2, 0.1]",266631,0,,,,,2.5552764,,,,,,"[15.5, 9.2]",,Low Pass,,16.446884,,,,Javier Alejandro Mascherano,5506.0,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['da1d43d1-fc43-4f79-ae62-3c00cb785976'],53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.636,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.5546,,,,,,,,,,,61fe7123-7385-4c47-8810-ff24025ea421,69,,"[9.7, 11.9]",266631,0,,,,,0.33287886,,Right Foot,,,,"[66.1, 31.4]",,High Pass,,59.675873,,Incomplete,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['559cb146-854f-4fc0-924d-42c8d5784b9f'],55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.638,Pass,,2014/2015
,,,,,,,,,,,,,,,,4.387228,,,,,,,,,,,559cb146-854f-4fc0-924d-42c8d5784b9f,70,,"[54.0, 48.7]",266631,0,,,,,-0.07745667,,Head,,,,"[87.5, 46.1]",,High Pass,,33.600742,,,,Antoine Griezmann,5487.0,,,,Recovery,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,5,Barcelona,217,"['61fe7123-7385-4c47-8810-ff24025ea421', 'ba57f72b-050e-4242-9204-b4a68b8631c6']",58,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:58.193,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1293,,,,,,,,,,,c63b4f66-02bf-4709-9e8b-0247efc1201b,73,,"[88.1, 48.0]",266631,1,,,,,2.0926306,,Head,,,,"[85.8, 52.0]",,High Pass,,4.6141086,,Incomplete,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Center Forward,5,Barcelona,217,"['5f4fc910-4065-4c2c-abe2-dcb44a0131a7', 'bb579d29-0790-4960-8d34-50dc90ed3058']",2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:02.900,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.612594,,,,,,,,,,,5f4fc910-4065-4c2c-abe2-dcb44a0131a7,74,,"[34.3, 28.1]",266631,1,,,,,0.06351096,,Left Foot,,,,"[79.9, 31.0]",,High Pass,,45.692123,,Incomplete,,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,"['a21fb742-5ba8-4ebd-a987-0644920f2804', 'c63b4f66-02bf-4709-9e8b-0247efc1201b']",4,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.029,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.585449,,,,,,,,,,,ab03783d-f3c7-47b5-a328-2f6e53f3cc1c,78,,"[37.2, 51.4]",266631,1,,,,,1.4365869,,Right Foot,,,,"[40.4, 75.1]",,Ground Pass,,23.915058,,,,Juan Francisco Torres Belén,6375.0,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,5,Barcelona,217,"['33d4064d-728f-42e4-97e1-3e126d914f53', 'e5ea3c31-b0c3-4719-87c0-0df19a4bdcef']",7,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:07.641,Pass,True,2014/2015
,,,,,,,,,,,,,,,,4.8486,,,,,,,,,,,fd2b0907-4b29-4cac-a3cb-b3e0e2928d7f,81,,"[40.6, 75.8]",266631,1,,,,,-0.015255405,,Right Foot,,,,"[112.7, 74.7]",,High Pass,,72.10839,,Incomplete,,Arda Turan,11094.0,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Barcelona,217,"['096a7b6a-433e-4fba-8d66-e67d223f6b26', '3239258a-ee6d-4724-880c-4d2bcf2972a7']",10,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:10.237,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.7961,,,,,,,,,,,096a7b6a-433e-4fba-8d66-e67d223f6b26,84,,"[7.4, 5.4]",266631,1,,,,,0.43443513,,Left Foot,,,,"[32.4, 17.0]",,High Pass,,27.560116,,Unknown,,Sergio Busquets i Burgos,5203.0,,,,Recovery,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,"['2e5e8785-0764-4b19-814e-46f11ceff866', '3fffef6a-a032-461b-9128-1588ade92f62', 'fd2b0907-4b29-4cac-a3cb-b3e0e2928d7f']",15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.086,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.1747,,,,,,,,,,,78293055-6d31-404d-93c4-e5f5dc364a2c,89,,"[30.7, 18.1]",266631,1,,True,,,1.2902052,,Right Foot,,,,"[47.3, 75.7]",,Ground Pass,,59.94431,,,,Daniel Alves da Silva,4324.0,,True,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['093e9ef2-6225-4030-a350-664d659d8022'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.161,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.700608,,,,,,,,,,,315ed650-012a-420d-9f22-2fc197a10425,92,,"[46.8, 75.3]",266631,1,,,,,-0.4449332,,Right Foot,,,,"[61.9, 68.1]",,Ground Pass,,16.728718,,,,Ivan Rakitić,5470.0,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,"['0bf8ba96-306c-499c-a065-601c48dfa387', '73cb4c96-9758-4218-92e2-1a097517aace']",41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.569,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.0461,,,,,,,,,,,9109c958-76d6-420f-8caa-6e31af0cf6de,94,,"[61.9, 68.1]",266631,1,,,,,2.5181618,,Left Foot,,,,"[53.0, 74.5]",,Ground Pass,,10.962208,,,,Daniel Alves da Silva,4324.0,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,6,Barcelona,217,['7e1b5e7a-1dec-41e3-b239-3df37d668497'],42,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.270,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.6357,,,,,,,,,,,f10a26ea-ea90-46cb-9287-ade5a688d2ef,98,,"[52.2, 74.2]",266631,1,,,,,-2.4216745,,Right Foot,,,,"[39.2, 62.8]",,Ground Pass,,17.29046,,,,Gerard Piqué Bernabéu,5213.0,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,"['067f46f1-86d1-4eec-b7e9-91091ab06b9c', '9cc92ccd-3140-42b5-b1c2-6abd80676ce1']",43,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.710,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.0577,,,,,,,,,,,25c68251-87cf-419a-8dd2-aa4dacd0759a,101,,"[39.2, 62.8]",266631,1,,,,,-1.5514617,,Right Foot,,,,"[39.9, 26.6]",,Ground Pass,,36.206768,,,,Javier Alejandro Mascherano,5506.0,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['7cbff731-621d-415b-9101-e74a8b9af0f8'],48,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.043,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.979028,,,,,,,,,,,7bc41704-dd2e-45f8-bf87-4ef360b34c4c,105,,"[42.0, 18.5]",266631,1,,,,,0.24981421,,Right Foot,,,,"[66.3, 24.7]",,Low Pass,,25.078476,,Incomplete,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,"['28691aa6-8b2f-43f8-bfdc-f4246cf75d14', '8aaeab57-ab1d-483f-9c96-6d238d48164a']",50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.181,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.7087,,,,,,,,,,,2fdfe57d-fa25-4dec-9c2c-2b2e270b5131,108,,"[51.6, 57.1]",266631,1,,,,,0.68681765,,Right Foot,,,,"[71.6, 73.5]",,Ground Pass,,25.864262,,Incomplete,,Arda Turan,11094.0,,,,,1,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,6,Barcelona,217,"['3506384e-c8e0-4568-a399-4499a0c3a892', '504c0f94-258b-43d6-9d4e-22c638dfca25']",51,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:51.999,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.2269,,,,,,,,,,,504c0f94-258b-43d6-9d4e-22c638dfca25,110,,"[48.5, 6.6]",266631,1,,,,,-0.13015017,,Left Foot,,,,"[67.6, 4.1]",,Ground Pass,,19.262918,,,,Neymar da Silva Santos Junior,4320.0,,,,Recovery,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['2fdfe57d-fa25-4dec-9c2c-2b2e270b5131', '65e7e5fa-39db-4f44-8d49-fd9f6fbc4407']",54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.708,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.7611,,,,,,,,,,,0f457284-b1be-49d8-9dc6-b75beb14dc66,114,,"[67.2, 2.8]",266631,1,,,,,2.9456656,,Right Foot,,,,"[54.1, 5.4]",,Low Pass,,13.355523,,,,Jordi Alba Ramos,5211.0,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['166f6c1f-bda1-4bc3-a9df-7790214f6892'],57,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.055,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.4875,,,,,,,,,,,1c2b2715-5a92-4244-9e48-584f52183c3a,118,,"[48.7, 10.9]",266631,1,,,,,2.661642,,Left Foot,,,,"[19.5, 26.1]",,High Pass,,32.919296,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['29644cdc-2bb8-4f71-b514-ec7ca2fbe315', 'b5e738d3-ad17-4977-8f9f-c62ff5943178']",59,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.208,Pass,True,2014/2015
