bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.771,,,,,,,,,,,9cbdc518-be6d-42c4-a2cb-70063d54da74,2499,,"[95.5, 76.2]",266631,61,,,,,-1.2036225,,Right Foot,True,,,"[109.0, 41.1]",,High Pass,,37.606647,,Incomplete,,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['1d3ca79e-afcb-49d1-9ad7-37f0e679a660'],29,,,,,,,,,,,,,,,,Barcelona,217,00:16:29.311,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.5691,,,,,,,,,,,81737e78-0b90-4a60-9ad8-adb5ebc4f850,2501,,"[105.2, 59.2]",266631,61,,,,,-2.5611944,,Head,,,,"[93.0, 51.2]",,High Pass,,14.589037,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,Recovery,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,113,Barcelona,217,['cec66f1e-2e94-4271-a2c7-bb7878a76e04'],33,,,,,,,,,,,,,,,,Barcelona,217,00:16:33.462,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.092596,,,,,,,,,,,c2dfe025-ff7a-42dc-9271-08ee118157ea,2504,,"[93.0, 51.2]",266631,61,,,,,1.5280416,,Left Foot,,,,"[93.8, 69.9]",,High Pass,,18.717104,,,,Daniel Alves da Silva,4324.0,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,113,Barcelona,217,['cae6a05b-cfdb-45b5-94c6-fc035110d872'],35,,,,,,,,,,,,,,,,Barcelona,217,00:16:35.042,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.249023,,,,,,,,,,,cca82036-0e41-4472-adfe-9eb980bc516f,2507,,"[93.0, 68.7]",266631,61,,,,,-0.98279375,,Right Foot,,,,"[96.8, 63.0]",,Ground Pass,,6.8505473,,Incomplete,,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['74605688-be30-4efd-adf9-76231b855a7c'],36,,,,,,,,,,,,,,,,Barcelona,217,00:16:36.926,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.1769,,,,,,,,,,,960bd6ee-0797-4103-b684-f15e17608f03,2510,,"[20.4, 10.0]",266631,61,,,,,-0.7690062,,Left Foot,,,,"[23.5, 7.0]",,Ground Pass,,4.313931,,Incomplete,,Guilherme Magdalena Siqueira,26780.0,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Midfield,114,Atlético Madrid,212,"['55aa186f-82f5-4076-8007-5e70aa0f9626', 'a6e85e94-015b-4b62-bfe7-273b00a8eb2d']",38,,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:38.792,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.0548,,,,,,,,,,,033d68d6-3a0c-493b-9e9d-a350865014a7,2513,,"[30.7, 0.1]",266631,61,,,,,0.30653733,,,,,,"[52.5, 7.0]",,High Pass,,22.865913,,,,Jorge Resurrección Merodio,5199.0,,,,Throw-in,2,From Throw In,Guilherme Magdalena Siqueira,26780.0,Left Back,115,Atlético Madrid,212,['f81cae23-151d-418c-9b94-c3d9235f06d9'],58,,,,,,,,,,,,,,,,Atlético Madrid,212,00:16:58.045,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1879,,,,,,,,,,,97e636fc-b425-482c-95e3-53fb01563a86,2515,,"[52.5, 7.0]",266631,62,,,,,-0.11967849,,Head,,,,"[68.3, 5.1]",,High Pass,,15.913831,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,115,Atlético Madrid,212,"['742e8cf9-877d-4163-a92c-9520b8476f66', 'e4a0f7c0-d8e8-45cf-b759-998d8fd6abfe']",0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:00.100,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.003126,,,,,,,,,,,e4a0f7c0-d8e8-45cf-b759-998d8fd6abfe,2518,,"[51.8, 75.0]",266631,62,,,,True,-0.45169598,,,,,,"[61.9, 70.1]",,High Pass,,11.225863,,,,Sergio Busquets i Burgos,5203.0,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,116,Barcelona,217,"['97e636fc-b425-482c-95e3-53fb01563a86', 'b3c8d613-2211-41f2-8ee9-9d6d0b8efffd', 'ca3805b6-99ae-4199-96ae-e2803e94cb47']",1,,,,,,,,,,,,,,,,Barcelona,217,00:17:01.287,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.652987,,,,,,,,,,,3ddd1105-f86c-4899-80de-f98167b2d244,2522,,"[64.4, 75.4]",266631,62,,,,,0.07286348,,Right Foot,,,,"[78.1, 76.4]",,Ground Pass,,13.736448,,,,Ivan Rakitić,5470.0,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,116,Barcelona,217,"['dd48d975-f5c7-4e32-bf95-e3089b612f8d', 'ec323255-861b-450c-9300-3d79b803b544']",3,,,,,,,,,,,,,,,,Barcelona,217,00:17:03.652,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.639305,,,,,,,,,,,d38ab35e-497f-40a9-a5d3-87fa5c74cfc4,2526,,"[85.6, 76.6]",266631,62,,,,,0.2046418,,Right Foot,,,,"[90.9, 77.7]",,Ground Pass,,5.4129477,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,116,Barcelona,217,"['083a5248-d000-4e3a-ac29-8b91e6f055ab', '51dd41ca-f6f2-40c2-ae9a-be99c9ce4523']",5,,,,,,,,,,,,,,,,Barcelona,217,00:17:05.771,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.065736,,,,,,,,,,,478e6f9d-cd87-4fa9-8c1d-f781ea5fd231,2533,,"[84.6, 72.4]",266631,62,,,,,-1.5076833,,Left Foot,,,,"[86.3, 45.5]",,Low Pass,,26.953665,,,,Neymar da Silva Santos Junior,4320.0,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,"['54bfbbd6-c916-4504-a392-4c35f6e504ef', 'cce578b0-b9b8-4901-9d1b-d9c5c27189b3']",8,,,,,,,,,,,,,,,,Barcelona,217,00:17:08.182,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.0382,,,,,,,,,,,01d367f9-560c-4d74-9334-c3093ea82179,2536,,"[86.3, 45.3]",266631,62,,,,,0.67673695,,Right Foot,,,,"[92.4, 50.2]",,Ground Pass,,7.8243213,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,116,Barcelona,217,['990b6502-920b-4c6f-b96b-e211d8d959d3'],11,,,,,,,,,,,,,,,,Barcelona,217,00:17:11.074,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.858155,,,,,,,,,,,159ee00a-d972-4b9b-8d4d-31ccb7ab5e30,2539,,"[22.1, 28.9]",266631,62,,,,,-0.3775302,,Right Foot,,,,"[39.5, 22.0]",,Ground Pass,,18.718172,,,,Arda Turan,11094.0,,,,Recovery,2,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,117,Atlético Madrid,212,['1103cbeb-e399-4f6c-a573-8d0fa0630bcd'],12,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:12.364,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.835701,,,,,,,,,,,632ff848-08d3-4afd-be2d-d81d2b541b27,2543,,"[36.4, 26.2]",266631,62,,,,,2.519121,,Right Foot,,,,"[27.9, 32.3]",,Ground Pass,,10.462314,,,,Mario Suárez Mata,23488.0,,,,,2,Regular Play,Arda Turan,11094.0,Right Midfield,117,Atlético Madrid,212,"['72b2610c-503b-4c2b-9ce7-6b2e8f7924cb', 'a314b2e2-308c-4682-8eff-7f555fb61406']",15,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:15.096,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.328141,,,,,,,,,,,9814b25c-38c8-4aa2-b329-5ff94a43db2a,2545,,"[27.9, 32.3]",266631,62,,,,,-0.71306086,,Right Foot,,,,"[64.9, 0.3]",,High Pass,,48.9183,,Out,,Fernando José Torres Sanz,6382.0,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,117,Atlético Madrid,212,['d3d8cccc-a5ca-4272-9d2c-0f24baa9ceda'],15,,,,,,,,,,,,,,,,Atlético Madrid,212,00:17:15.932,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.320195,,,,,,,,,,,7783be5f-b377-402e-84b2-ef09d4db8ba6,2547,,"[48.7, 80.0]",266631,62,,,,,-2.7450278,,,,,,"[32.7, 73.3]",,Low Pass,,17.346182,,,,Gerard Piqué Bernabéu,5213.0,,,,Throw-in,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,118,Barcelona,217,['7aaf0750-c799-4e1a-81b3-8789e479fd6e'],25,,,,,,,,,,,,,,,,Barcelona,217,00:17:25.157,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.173908,,,,,,,,,,,de61336d-3d1e-4f6f-8633-092d817d87d5,2550,,"[25.7, 63.8]",266631,62,,,,,-2.148323,,Right Foot,,,,"[9.8, 39.4]",,Ground Pass,,29.123358,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,118,Barcelona,217,['372dc321-1ea5-48cd-91ca-e89a4706215f'],29,,,,,,,,,,,,,,,,Barcelona,217,00:17:29.543,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.759776,,,,,,,,,,,be4d6a39-788f-4f4b-8f6b-6151aabf711b,2553,,"[12.7, 38.0]",266631,62,,,,,-1.0485874,,Right Foot,,,,"[32.9, 2.9]",,Ground Pass,,40.49753,,,,Jordi Alba Ramos,5211.0,,,,,2,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,118,Barcelona,217,['02e5fccb-dab6-437e-bd1f-18415da0692a'],33,,,,,,,,,,,,,,,,Barcelona,217,00:17:33.239,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.6799,,,,,,,,,,,5b634a87-e347-4f23-a897-91e8110d9765,2556,,"[37.9, 3.5]",266631,62,,,,,0.16799228,,Left Foot,,,,"[55.0, 6.4]",,Ground Pass,,17.344164,,,,Neymar da Silva Santos Junior,4320.0,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,118,Barcelona,217,['721339a9-7950-4015-a984-782f4540ac04'],39,,,,,,,,,,,,,,,,Barcelona,217,00:17:39.903,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.798549,,,,,,,,,,,dd2546dc-95a4-4508-bbcc-0849ecbe7aca,2561,,"[49.9, 9.4]",266631,63,,,,,1.2989563,,Right Foot,,,,"[67.6, 72.9]",,High Pass,,65.92071,,,,Daniel Alves da Silva,4324.0,,True,,Free Kick,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,119,Barcelona,217,['7f833edd-b0af-4415-9694-1f9ca0aabd12'],21,,,,,,,,,,,,,,,,Barcelona,217,00:18:21.934,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.625627,,,,,,,,,,,696280ab-6f69-4e5e-ab66-fb6156643415,2564,,"[72.6, 69.9]",266631,63,,,,,0.6829543,,Right Foot,,,,"[78.5, 74.7]",,Ground Pass,,7.605919,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,119,Barcelona,217,['473c34ef-3053-4728-b049-0727932958fa'],26,,,,,,,,,,,,,,,,Barcelona,217,00:18:26.584,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.8002,,,,,,,,,,,7cf351b6-a471-4ff1-8450-201b5425e7eb,2567,,"[76.6, 70.8]",266631,63,,,,,-1.2844777,,Left Foot,,,,"[94.5, 10.0]",,High Pass,,63.380203,,Incomplete,,Jordi Alba Ramos,5211.0,,True,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,119,Barcelona,217,"['01ebe0de-fe15-46e3-a934-d518fff610d8', '85187296-794c-4e26-8990-f450f6338321']",32,,,,,,,,,,,,,,,,Barcelona,217,00:18:32.069,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.174397,,,,,,,,,,,e2366e85-5ea7-4660-861e-a20990075c4b,2585,,"[37.8, 69.7]",266631,63,,,,,1.1737169,,Right Foot,,,,"[39.1, 72.8]",,Ground Pass,,3.3615472,,,,Arda Turan,11094.0,,,,Recovery,2,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,120,Atlético Madrid,212,['2716acb4-69f4-4aa7-8bd1-bf44128fd752'],44,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:44.818,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.898034,,,,,,,,,,,795e234e-0c3d-4b54-a7d6-8458345be8ad,2589,,"[46.0, 69.9]",266631,63,,,,,-2.6181207,,Right Foot,,,,"[31.1, 61.3]",,Ground Pass,,17.20378,,,,José María Giménez de Vargas,5259.0,,,,,2,Regular Play,Arda Turan,11094.0,Right Midfield,120,Atlético Madrid,212,['988ee43a-8ece-4be6-b967-0b9372ecf56f'],49,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:49.981,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.1886,,,,,,,,,,,5f382bcd-d30a-43ba-952d-2fb977b813f6,2592,,"[31.1, 61.3]",266631,63,,,,,0.32175055,,Right Foot,,,,"[75.2, 76.0]",,High Pass,,46.48548,,,,Fernando José Torres Sanz,6382.0,,,,,2,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,120,Atlético Madrid,212,['035b8f0f-bf93-4a1f-868c-ce267e526b2b'],51,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:51.919,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.9754,,,,,,,,,,,ed352d9d-4fc0-4b16-9b71-44a7d2f81ae2,2594,,"[75.2, 76.0]",266631,63,,,,,3.0378003,,Head,,,,"[65.6, 77.0]",,Low Pass,,9.651943,,,,Gabriel Fernández Arenas,6384.0,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Right Center Forward,120,Atlético Madrid,212,['ae8c3af7-a4c8-44e1-b19d-da25dd2ed58b'],55,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:55.107,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.8069,,,,,,,,,,,8fa8085d-89dc-404d-94f1-f56734d9f6cc,2597,,"[65.6, 77.0]",266631,63,,,,,-1.3024302,,Right Foot,,,,"[68.9, 65.0]",,Ground Pass,,12.445481,,,,Arda Turan,11094.0,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,120,Atlético Madrid,212,['f25eaeb2-159a-4305-a1dc-b62629d810d9'],57,,,,,,,,,,,,,,,,Atlético Madrid,212,00:18:57.408,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.0465,,,,,,,,,,,aba6c350-1e29-4227-b87d-b325a3008aa5,2606,,"[37.1, 14.6]",266631,64,,,,,0.7338187,,Right Foot,,,,"[64.6, 39.4]",,High Pass,,37.030933,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,120,Atlético Madrid,212,"['4bfbdb7f-bf57-4597-a5ed-7d3704b51bb9', '700e9a65-1857-4b84-8ad6-b7a5099a8397', '70a76ee3-fe29-49b0-be7a-16465bc168ee']",2,,,,,,,,,,,,,,,,Barcelona,217,00:19:02.532,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.4051,,,,,,,,,,,700e9a65-1857-4b84-8ad6-b7a5099a8397,2609,,"[55.5, 40.7]",266631,64,,,,True,0.22679885,,,,,,"[63.3, 42.5]",,High Pass,,8.004998,,,,Mario Suárez Mata,23488.0,,,,Recovery,2,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,120,Atlético Madrid,212,"['aba6c350-1e29-4227-b87d-b325a3008aa5', 'bf572b4a-8463-44d2-900f-f676b4a0d861', 'ebc4d2f8-87fb-4f0f-a71f-69b2555fb471']",4,,,,,,,,,,,,,,,,Atlético Madrid,212,00:19:04.578,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.950852,,,,,,,,,,,1668c201-0cb2-43aa-bb3e-9e7d8b620266,2611,,"[63.3, 42.5]",266631,64,,,,,0.089049585,,Head,,,,"[68.9, 43.0]",,High Pass,,5.6222773,,Incomplete,,Arda Turan,11094.0,,,,,2,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,120,Atlético Madrid,212,"['2d95eb3e-3220-4cfc-b584-2cf687e4f5db', '31568735-30d5-439b-9516-c8d8d5415765']",7,,,,,,,,,,,,,,,,Atlético Madrid,212,00:19:07.016,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.768275,,,,,,,,,,,2d95eb3e-3220-4cfc-b584-2cf687e4f5db,2613,,"[51.2, 37.1]",266631,64,,,,,1.8253555,,Head,,,,"[46.1, 56.7]",,High Pass,,20.252655,,,,Daniel Alves da Silva,4324.0,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,"['037f4b83-535a-47a3-8fbf-b1b1398cc6a4', '1668c201-0cb2-43aa-bb3e-9e7d8b620266']",7,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.967,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.696005,,,,,,,,,,,70d4bf65-8fb3-401f-8477-43db87cdbe47,2620,,"[46.3, 59.8]",266631,64,,,,,-1.990993,,Right Foot,,,,"[40.0, 45.7]",,High Pass,,15.443445,,,,Sergio Busquets i Burgos,5203.0,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,121,Barcelona,217,"['23bfdba2-ad71-41fc-a551-1b2d6e2e2781', '849c28b8-fe48-486e-8a49-4ff2306dbe3c']",11,,,,,,,,,,,,,,,,Barcelona,217,00:19:11.586,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.48163,,,,,,,,,,,9662a6d1-d05f-4708-81f7-01c3a3ccf246,2624,,"[40.7, 44.5]",266631,64,,,,,2.9495447,,Right Foot,,,,"[29.9, 46.6]",,Ground Pass,,11.002273,,,,Gerard Piqué Bernabéu,5213.0,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,"['933235ed-ed24-4efe-8a44-77f0d9edf1fc', 'edf773b5-48b3-41b4-8c14-f221934594c2']",14,,,,,,,,,,,,,,,,Barcelona,217,00:19:14.689,Pass,True,2014/2015
,,,,,,,,,,,,,,,,3.337007,,,,,,,,,,,b4a6cfd8-3a13-4b2f-a6b9-7ad59c10e7f0,2627,,"[38.6, 41.5]",266631,64,,,,,-1.318581,,Right Foot,,,,"[47.8, 5.8]",,High Pass,,36.86638,,,,Jordi Alba Ramos,5211.0,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,121,Barcelona,217,['4c43f41b-6f69-4b3e-b971-f8f8350392d1'],17,,,,,,,,,,,,,,,,Barcelona,217,00:19:17.931,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.004935,,,,,,,,,,,d1abe22d-353b-466b-84b4-3bb1141580b8,2630,,"[45.9, 6.4]",266631,64,,,,,1.2060615,,Left Foot,,,,"[50.1, 17.4]",,Ground Pass,,11.774549,,,,Andrés Iniesta Luján,5216.0,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,121,Barcelona,217,['8f91dafc-7d3d-4cd0-adfa-e8bafb5e62dd'],21,,,,,,,,,,,,,,,,Barcelona,217,00:19:21.746,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.724875,,,,,,,,,,,185b1df2-e35a-43dd-8c00-b37141145381,2633,,"[49.5, 20.3]",266631,64,,,,,1.4185447,,Right Foot,,,,"[52.4, 39.2]",,Ground Pass,,19.121193,,,,Sergio Busquets i Burgos,5203.0,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,121,Barcelona,217,['21e46ead-033d-46bf-a0ca-cba0a3502b6d'],24,,,,,,,,,,,,,,,,Barcelona,217,00:19:24.577,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.040072,,,,,,,,,,,64a02b7d-a5a3-4961-a8e7-2b6ba13e6ba8,2636,,"[53.3, 40.7]",266631,64,,,,,-0.24497867,,Right Foot,,,,"[70.9, 36.3]",,Ground Pass,,18.141665,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,['dd0cfe34-ed8b-43a9-a0e6-748b9ab97a6d'],28,,,,,,,,,,,,,,,,Barcelona,217,00:19:28.033,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.017649,,,,,,,,,,,865fded7-3884-42d8-85fe-cdd6ae064178,2639,,"[86.5, 33.3]",266631,64,,,,,1.111603,,Left Foot,,,,"[104.3, 69.3]",,Low Pass,,40.16018,,,,Daniel Alves da Silva,4324.0,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,121,Barcelona,217,['1816b84a-6a83-4b18-a2cd-e7b34b4b1989'],33,,,,,,,,,,,,,,,,Barcelona,217,00:19:33.280,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.0837,,,,,,,,,,,55a23d88-e414-4cd6-9981-f5779af6e2bb,2642,,"[108.3, 72.4]",266631,64,,,,,-1.5236849,,Right Foot,True,,,"[110.2, 32.1]",,High Pass,,40.344765,,Incomplete,,,,,True,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,121,Barcelona,217,['03399879-be89-4e4b-805c-bbb6cce338a9'],36,,,,,,,,,,,,,,,,Barcelona,217,00:19:36.595,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.798831,,,,,,,,,,,bb3e0ef1-a598-4213-9a37-1bc10b1f5681,2646,,"[105.8, 16.5]",266631,64,,,,,2.1875975,,Left Foot,,,,"[98.0, 27.5]",,Ground Pass,,13.484806,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,121,Barcelona,217,['53d55f49-e1ea-4e7c-9efd-178b6a85c556'],43,,,,,,,,,,,,,,,,Barcelona,217,00:19:43.873,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.523641,,,,,,,,,,,9ad39cb3-ff44-4f9b-b41f-b5051d6f9c27,2649,,"[98.2, 27.0]",266631,64,,,,,-0.06885649,,Left Foot,,,,"[106.9, 26.4]",,Ground Pass,,8.720665,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,121,Barcelona,217,['e3824886-181d-4fe1-b206-b7c670e63cac'],45,,,,,,,,,,,,,,,,Barcelona,217,00:19:45.976,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.562111,,,,,,,,,,,f3745612-2880-4aa9-92bd-69bd0955b629,2653,,"[106.0, 27.5]",266631,64,,,,,1.6829991,b44e50ec-4888-4353-a010-9eb41062c588,Right Foot,,,,"[105.2, 34.6]",True,Ground Pass,,7.1449285,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Center Forward,121,Barcelona,217,"['303d7cc0-0757-4de3-97ad-0f3f3c1f7392', '4d4fd544-6926-4862-a2c5-106da840c4fd']",47,,,,,,,,,,,,,,,,Barcelona,217,00:19:47.030,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.157112,,,,,,,,,,,9b821eff-e888-40e8-a977-ad90edb47630,2662,,"[61.0, 40.1]",266631,66,,True,,,-1.959115,,Right Foot,,,,"[60.1, 37.9]",,Ground Pass,,2.376973,,,,Fernando José Torres Sanz,6382.0,,,,Kick Off,2,From Kick Off,Antoine Griezmann,5487.0,Left Center Forward,122,Atlético Madrid,212,['ebe65159-e6dc-47f6-90ca-396460722adc'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:00.072,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.251236,,,,,,,,,,,467bddc5-858d-478e-87a7-8480fb09a93b,2664,,"[58.8, 37.3]",266631,66,,True,,,2.6053455,,Right Foot,,,,"[37.6, 49.9]",,Ground Pass,,24.66171,,,,Diego Roberto Godín Leal,5249.0,,,,,2,From Kick Off,Fernando José Torres Sanz,6382.0,Right Center Forward,122,Atlético Madrid,212,['04b28c8d-ed6b-457e-aa5c-956bd938388e'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:00.417,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.153652,,,,,,,,,,,12c1572d-36bf-42d4-a04e-67fd031768c3,2666,,"[39.1, 51.0]",266631,66,,True,,,0.124755874,,Right Foot,,,,"[100.5, 58.7]",,High Pass,,61.880936,,Incomplete,,,,,,,,2,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,122,Atlético Madrid,212,['8abd274d-e5dd-450e-a744-d904ce8e7349'],2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:02.596,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.2308,,,,,,,,,,,8abd274d-e5dd-450e-a744-d904ce8e7349,2667,,"[19.6, 21.4]",266631,66,,,,,-0.5476883,,Left Foot,,,,"[33.7, 12.8]",,High Pass,,16.51575,,,,Sergio Busquets i Burgos,5203.0,,,,Recovery,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,123,Barcelona,217,"['12c1572d-36bf-42d4-a04e-67fd031768c3', '1ba75491-ad36-427b-83f9-9e1c110f7f80']",4,,,,,,,,,,,,,,,,Barcelona,217,00:21:04.750,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.395824,,,,,,,,,,,10152567-7474-46cf-9b32-423496d55543,2672,,"[33.1, 11.9]",266631,66,,True,,,1.1558728,,Right Foot,,,,"[57.9, 68.2]",,Ground Pass,,61.52016,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,Free Kick,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,124,Barcelona,217,['f71107e7-87f5-4e1a-844a-927fed46abca'],31,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.471,Pass,,2014/2015
