bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.612605,,,,,,,,,,,,,,da2bfe26-4073-4388-a5f7-d8388cc9a363,18,,"[31.0, 57.0]",16231,0,,,,0.2914568,,Left Foot,,,"[51.0, 63.0]",,Ground Pass,,20.880613,,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Kick Off,Lluís López Mármol,22919.0,Right Center Back,2,Espanyol,214,['6c95bbed-c5a3-4a8b-a0bc-040d6c51ce62'],17,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.869,Pass,,2018/2019
,,,,,,,,,,,,,,,0.783407,,,,,,,,,,,,,,0684b693-dd8f-4a43-adc6-a26753f0351f,21,,"[57.0, 72.0]",16231,0,,,,0.7853982,,Right Foot,,,"[62.0, 77.0]",,Ground Pass,,7.071068,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Kick Off,Esteban Félix Granero Molina,6770.0,Right Center Midfield,2,Espanyol,214,['327a77f9-f080-4d05-b94d-16445e4798b9'],22,,,,,,,,,,,,,,,,Espanyol,214,00:00:22.639,Pass,,2018/2019
,,,,,,,,,,,,,,,1.9185,,,,,,,,,,,,,,4989470a-2199-45de-93d8-36db672cedcb,24,,"[64.0, 77.0]",16231,0,,,,-0.8329813,,Right Foot,,,"[84.0, 55.0]",,High Pass,,29.732138,Incomplete,,Víctor Sánchez Mata,6758.0,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Wing Back,2,Espanyol,214,"['93a21f25-0c3b-4262-9c81-2af1147c50d9', 'dc42592b-1235-484c-a78a-f0c35e912e01']",24,,,,,,,,,,,,,,,,Espanyol,214,00:00:24.664,Pass,,2018/2019
,,,,,,,,,,,,,,,1.4006,,,,,,,,,,,,,,dc42592b-1235-484c-a78a-f0c35e912e01,26,,"[37.0, 26.0]",16231,0,,,True,-0.07677189,,,,,"[50.0, 25.0]",,Low Pass,,13.038404,Incomplete,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Espanyol,214,"['4989470a-2199-45de-93d8-36db672cedcb', 'bc57cc70-d786-4027-b06c-1426e26c8d8e', 'c3a159c5-0c05-4a77-81fd-949315e7a32f', 'fffbd0fc-2cc6-4ff3-851a-c320c1dc2878']",26,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.582,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.234291,,,,,,,,,,,,,,c3a159c5-0c05-4a77-81fd-949315e7a32f,29,,"[71.0, 56.0]",16231,0,,,,0.19739556,,Left Foot,,,"[81.0, 58.0]",,Low Pass,,10.198039,,,Óscar Melendo Jiménez,6902.0,,,,,Recovery,1,From Kick Off,Marc Roca Junqué,6866.0,Left Center Midfield,2,Espanyol,214,"['4b1659a1-ee2f-48e2-bf2f-a9830195d3ff', 'dc42592b-1235-484c-a78a-f0c35e912e01']",27,,,,,,,,,,,,,,,,Espanyol,214,00:00:27.983,Pass,,2018/2019
,,,,,,,,,,,,,,,1.2588,,,,,,,,,,,,,,38ce6ebb-b49e-4104-93e5-ade2021e5f72,33,,"[78.0, 60.0]",16231,0,,,,3.1415927,,Left Foot,,,"[72.0, 60.0]",,Ground Pass,,6.0,,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Kick Off,Óscar Melendo Jiménez,6902.0,Right Center Forward,2,Espanyol,214,['1d097ae4-e433-430c-9ffe-5b7750be1348'],30,,,,,,,,,,,,,,,,Espanyol,214,00:00:30.505,Pass,,2018/2019
,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,0d4bbe1f-5e1b-4850-b0f6-90a07f848a58,36,,"[73.0, 61.0]",16231,0,,,,0.7086263,,Right Foot,,,"[80.0, 67.0]",,Ground Pass,,9.219544,,,Óscar Melendo Jiménez,6902.0,,,,,,1,From Kick Off,Esteban Félix Granero Molina,6770.0,Right Center Midfield,2,Espanyol,214,['9094b997-102a-4a42-8e7c-3d6ae47484ec'],32,,,,,,,,,,,,,,,,Espanyol,214,00:00:32.356,Pass,,2018/2019
,,,,,,,,,,,,,,,0.3323,,,,,,,,,,,,,,adc6e593-098e-4688-9dd6-0092c790552f,39,,"[79.0, 65.0]",16231,0,,,,-2.819842,,Left Foot,,,"[76.0, 64.0]",,Ground Pass,,3.1622777,Incomplete,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Kick Off,Óscar Melendo Jiménez,6902.0,Right Center Forward,2,Espanyol,214,"['7ed76850-a17f-4e88-adf3-b8be197d3991', 'b34a1a5a-5e09-4780-b182-c836b4b4992a', 'f3e5ca17-4ac4-443f-ad68-7acbd50632f1']",32,,,,,,,,,,,,,,,,Espanyol,214,00:00:32.916,Pass,True,2018/2019
,,,,,,,,,,,,,,,2.180077,,,,,,,,,,,,,,13356def-2cbe-4cd1-af76-d88497a87713,45,,"[41.0, 25.0]",16231,0,,,,0.32175055,,Right Foot,,,"[68.0, 34.0]",,Ground Pass,,28.460499,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Counter,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,3,Barcelona,217,"['360093e5-a06a-4ae2-a98b-b783fe3bd84b', '83b1cbd0-6560-47c6-afc1-85932002f0f2']",34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.797,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.58187,,,,,,,,,,,,,,b287d631-206d-4189-be99-4bd626e7a145,50,,"[96.0, 29.0]",16231,0,,,,-0.24497867,,Left Foot,,,"[112.0, 25.0]",,Ground Pass,,16.492422,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['7a8f457b-bdac-465f-abaa-a5baf19a5172'],41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.823,Pass,,2018/2019
,,,,,,,,,,,,,,,0.1902,,,,,,,,,,,,,,e91954f9-c8b9-4a42-8a42-7d88727ca124,54,,"[111.0, 23.0]",16231,0,,,,1.3258177,,Left Foot,,,"[112.0, 27.0]",,Low Pass,,4.1231055,Incomplete,,Ivan Rakitić,5470.0,,,,,,1,From Counter,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,"['009324df-d817-44bb-a155-a9229783090c', '0e334f06-1fd3-420e-9f56-7b1981ee2eff', '122994ad-c239-40b9-a05a-e36de5e724a1']",43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.491,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.9673,,,,,,,,,,,,,,0147ed2c-5192-482b-8943-154b4ec1402b,58,,"[12.0, 52.0]",16231,0,True,,,1.1978086,,Keeper Arm,,,"[21.0, 75.0]",,Ground Pass,,24.698177,,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Diego López Rodríguez,6768.0,Goalkeeper,4,Espanyol,214,['bcd54ff2-e365-4623-b728-d4eb8f72641e'],48,,,,,,,,,,,,,,,,Espanyol,214,00:00:48.495,Pass,,2018/2019
,,,,,,,,,,,,,,,1.296,,,,,,,,,,,,,,3ab071dc-f0a6-402b-9e3e-4de5df06a156,60,,"[21.0, 75.0]",16231,0,,,,-2.5308666,,Right Foot,,,"[11.0, 68.0]",,Ground Pass,,12.206555,,,Lluís López Mármol,22919.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Wing Back,4,Espanyol,214,['1c762595-3950-43a2-aefc-d3143fd56db1'],51,,,,,,,,,,,,,,,,Espanyol,214,00:00:51.293,Pass,,2018/2019
,,,,,,,,,,,,,,,2.296289,,,,,,,,,,,,,,2c437f84-7fd4-441b-98e1-5a43539e5c9c,62,,"[14.0, 71.0]",16231,0,,,,-0.5404195,,Right Foot,,,"[54.0, 47.0]",,High Pass,,46.647614,,,Borja Iglesias Quintas,11391.0,,,,,,1,Regular Play,Lluís López Mármol,22919.0,Right Center Back,4,Espanyol,214,['7abc6d6f-e9eb-4a56-9dce-39547d940581'],52,,,,,,,,,,,,,,,,Espanyol,214,00:00:52.589,Pass,,2018/2019
,,,,,,,,,,,,,,,1.4986,,,,,,,,,,,,,,387144d0-2b47-4673-8918-ca1bdc05c551,66,,"[49.0, 48.0]",16231,0,,,,-1.8925469,,Left Foot,,,"[46.0, 39.0]",,Ground Pass,,9.486833,,,Víctor Sánchez Mata,6758.0,,,,,,1,Regular Play,Borja Iglesias Quintas,11391.0,Left Center Forward,4,Espanyol,214,"['52044b68-ed0b-4e3e-be36-f167d117d370', '613a68bb-6b28-465d-bac7-d388a8ea8e1b']",55,,,,,,,,,,,,,,,,Espanyol,214,00:00:55.762,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.2773,,,,,,,,,,,,,,14d7cfb6-df17-431a-9b45-0712e3027742,68,,"[46.0, 39.0]",16231,0,,,,-1.4994888,,Right Foot,,,"[48.0, 11.0]",,Ground Pass,,28.071337,,,Adrià Giner Pedrosa,22287.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Center Defensive Midfield,4,Espanyol,214,['7faa08b0-0766-49dd-b610-72bcd15c61e6'],57,,,,,,,,,,,,,,,,Espanyol,214,00:00:57.260,Pass,,2018/2019
,,,,,,,,,,,,,,,1.3154,,,,,,,,,,,,,,1558c6b8-de40-4966-b81d-be2a3d4ecca4,71,,"[44.0, 13.0]",16231,1,,,,2.55359,,Left Foot,,,"[35.0, 19.0]",,Ground Pass,,10.816654,,,Mario Hermoso Canseco,6790.0,,,,,,1,Regular Play,Adrià Giner Pedrosa,22287.0,Left Wing Back,4,Espanyol,214,['b82c5e23-0712-49ed-a882-be23782cf280'],0,,,,,,,,,,,,,,,,Espanyol,214,00:01:00.264,Pass,,2018/2019
,,,,,,,,,,,,,,,3.696911,,,,,,,,,,,,,,bb71d743-855e-4d0a-b1b5-0de1d61a119d,74,,"[43.0, 21.0]",16231,1,,,,0.86217004,,Left Foot,,,"[73.0, 56.0]",,High Pass,,46.09772,Incomplete,,Óscar Melendo Jiménez,6902.0,,,,,,1,Regular Play,Mario Hermoso Canseco,6790.0,Left Center Back,4,Espanyol,214,"['19f2f93e-48d1-4844-8759-a481dbcc7c78', 'a8258e17-1de3-4941-a418-e8de380864e1']",5,,,,,,,,,,,,,,,,Espanyol,214,00:01:05.984,Pass,,2018/2019
,,,,,,,,,,,,,,,1.201588,,,,,,,,,,,,,,58cd3e57-f04e-46ad-ae7c-b8236522a041,78,,"[48.0, 7.0]",16231,1,,,,0.5191461,,Left Foot,,,"[62.0, 15.0]",,Ground Pass,,16.124516,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['6d4fddb3-bd78-4fba-8710-56a96c5a78fd'],13,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.868,Pass,,2018/2019
,,,,,,,,,,,,,,,1.415599,,,,,,,,,,,,,,b8db2a4e-863f-4b2b-b6b4-2bd76ef8262e,81,,"[55.0, 11.0]",16231,1,,,,-0.7266424,,Right Foot,,,"[64.0, 3.0]",,Ground Pass,,12.0415945,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,5,Barcelona,217,['4ba5d2f3-0fe3-4ca0-84c2-10b71d741fb1'],19,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.169,Pass,,2018/2019
,,,,,,,,,,,,,,,1.455451,,,,,,,,,,,,,,ebb98580-c4a7-4d83-bd97-c7ab0b6c6c07,84,,"[68.0, 6.0]",16231,1,,,,2.2655346,,Left Foot,,,"[63.0, 12.0]",,Ground Pass,,7.81025,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['434e0ed9-9fe6-478f-99fd-619f030c8ce1'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.502,Pass,,2018/2019
,,,,,,,,,,,,,,,1.860517,,,,,,,,,,,,,,1f5852f3-403b-49e9-b45a-af1757e6b96d,87,,"[65.0, 13.0]",16231,1,,,,-0.6202495,,Right Foot,,,"[79.0, 3.0]",,Ground Pass,,17.20465,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,5,Barcelona,217,['61035850-fa0f-4b25-a95a-a09d3601fde2'],25,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.748,Pass,,2018/2019
,,,,,,,,,,,,,,,0.612869,,,,,,,,,,,,,,aef8cad0-578f-4557-acd0-5d0fb0cd695e,91,,"[84.0, 14.0]",16231,1,,,,-2.782822,,Right Foot,,,"[76.0, 11.0]",,Ground Pass,,8.5440035,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,5,Barcelona,217,"['4f336d31-edf6-4d44-8c29-28780efaff6d', 'd5a70c11-6444-45db-8009-364c4e011f23']",32,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.352,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.43909,,,,,,,,,,,,,,a0bf7c96-755f-4179-aa3f-81c21e64d810,94,,"[76.0, 11.0]",16231,1,,,,0.0,,Right Foot,,,"[92.0, 11.0]",,Ground Pass,,16.0,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,5,Barcelona,217,['eeeed44e-64d8-486b-86dc-99db09e50a09'],33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.164,Pass,,2018/2019
,,,,,,,,,,,,,,,1.18327,,,,,,,,,,,,,,6c84154f-f06e-4cfb-83e7-d88e04f36bbf,97,,"[93.0, 11.0]",16231,1,,,,0.94200003,,Left Foot,,,"[101.0, 22.0]",,Ground Pass,,13.601471,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,"['116a9ba8-95a0-4e51-9bf3-40e8be8887e2', 'c94f2739-505d-43f2-b6de-75bf7a214940']",35,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.440,Pass,,2018/2019
,,,,,,,,,,,,,,,0.6661,,,,,,,,,,,,,,db426eb5-8e5b-48fb-b25b-199e11fb10f0,101,,"[22.0, 58.0]",16231,1,,,,-0.8960554,,Right Foot,,,"[26.0, 53.0]",,Ground Pass,,6.4031243,,,Víctor Sánchez Mata,6758.0,,,,,,1,Regular Play,Lluís López Mármol,22919.0,Right Center Back,5,Barcelona,217,['1bd0d387-5abd-49dd-95aa-f0bd83cbb413'],37,,,,,,,,,,,,,,,,Espanyol,214,00:01:37.780,Pass,,2018/2019
,,,,,,,,,,,,,,,0.65687,,,,,,,,,,,,,,429bcad5-5f14-44d0-ba15-55ee4b6de33c,105,,"[27.0, 57.0]",16231,1,,,,2.7610862,,Right Foot,,,"[22.0, 59.0]",,Ground Pass,,5.3851647,Incomplete,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Center Defensive Midfield,5,Barcelona,217,"['67d68b9f-c245-4543-bee9-0ed9543a6426', 'c5117456-cec9-40ca-97fe-2639edde8641', 'c74e1160-823e-420e-8900-920522e3da40']",38,,,,,,,,,,,,,,,,Espanyol,214,00:01:38.921,Pass,True,2018/2019
,,,,,,,,,,,,,,,2.245199,,,,,,,,,,,,,,29409fe7-ca01-4686-ad6b-2d3e3e7fd2f6,109,,"[28.0, 63.0]",16231,2,,,,0.16789593,,Right Foot,,,"[87.0, 73.0]",,High Pass,,59.841457,Unknown,,Borja Iglesias Quintas,11391.0,,,,,Free Kick,1,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,6,Espanyol,214,['97063d2d-242b-4289-8cf4-f7f9da763b6f'],4,,,,,,,,,,,,,,,,Espanyol,214,00:02:04.617,Pass,,2018/2019
,,,,,,,,,,,,,,,2.83814,,,,,,,,,,,,,,9f880cb5-8ad3-4efe-87a5-7d2570f0f13f,113,,"[35.0, 7.0]",16231,2,,,,1.6195382,,Right Foot,,,"[33.0, 48.0]",,Ground Pass,,41.04875,,,Gerard Piqué Bernabéu,5213.0,,True,,,Free Kick,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,7,Barcelona,217,['68c6ba25-7d62-48ae-a37d-daf2e2dd7b4d'],19,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.967,Pass,,2018/2019
,,,,,,,,,,,,,,,1.487741,,,,,,,,,,,,,,a4bd2581-246f-430d-9bf2-43ed26567f65,116,,"[41.0, 54.0]",16231,2,,,,0.8960554,,Right Foot,,,"[53.0, 69.0]",,Ground Pass,,19.209373,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['a40a8e28-d002-4367-a3a3-99e83b5164a4'],23,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.409,Pass,,2018/2019
,,,,,,,,,,,,,,,1.111372,,,,,,,,,,,,,,089c0772-91de-4b17-9363-c669a58efd84,119,,"[56.0, 69.0]",16231,2,,,,-1.5707964,,Right Foot,,,"[56.0, 57.0]",,Ground Pass,,12.0,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,7,Barcelona,217,['ca5f597a-6fd3-40dc-b043-4057a369b7dc'],26,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.185,Pass,,2018/2019
