ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.070709,,,,,,,,,,,,,a35533f4-5e14-45a0-be46-39a4a0170049,2426,,"[77.8, 36.8]",3773369,42,,,,,0.09245093,,Right Foot,,"[92.9, 38.2]",,Ground Pass,,15.164762,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Pedro González López,30486.0,Left Defensive Midfield,82,Barcelona,217,['71690795-a02a-403f-a000-9d3cdab13a5b'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.551,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.827228,,,,,,,,,,,,,0ed79f5e-9e7f-41f4-9d6a-632055c58b07,2431,,"[92.9, 37.6]",3773369,42,,,,,0.35877067,,Left Foot,,"[94.5, 38.2]",,Ground Pass,,1.7088008,,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,82,Barcelona,217,"['1ef51a90-5a00-4785-8e95-b2a9c9f1d499', '5b13ce9a-5683-4636-aa17-b6e1ac978f54', '8d47dc82-a1d8-4047-8743-4731d0c656c6', 'dabb6d69-916b-42a5-beed-3d17839ce73d']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:59.653,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.855496,,,,,,,,,,,,,fbacc8e3-b4a8-421a-9ff2-05c43f72f48a,2434,,"[27.6, 40.3]",3773369,43,,,,,-0.35425943,,Right Foot,,"[34.9, 37.6]",,Ground Pass,,7.7833157,,,,,Rafael Mir Vicente,23812.0,,,,,,Recovery,1,Regular Play,Dimitrios Siovas,6603.0,Center Back,83,Huesca,902,['b3dc15e1-494a-4068-99dc-9a8d22c94f12'],1,,,,,,,,,,,,,,,,,,Huesca,902,00:43:01.195,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.972137,,,,,,,,,,,,,fc99e060-6db6-475c-8759-b720e561d8a8,2438,,"[33.6, 37.6]",3773369,43,,,,,-1.815775,,Left Foot,,"[30.0, 23.2]",,Ground Pass,,14.843181,,,,,Daniel Escriche Romero,24681.0,,,,,,,1,Regular Play,Rafael Mir Vicente,23812.0,Left Center Forward,83,Huesca,902,"['898ed607-f3fc-4e90-b24d-3405e6093e87', 'ed8a8f0f-57f1-4d04-b6cb-267483416d57']",2,,,,,,,,,,,,,,,,,,Huesca,902,00:43:02.834,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.843312,,,,,,,,,,,,,02a56f6b-5537-4d3c-af00-0ebca5f5d89d,2442,,"[27.3, 13.7]",3773369,43,,,,,-2.4494483,,Right Foot,,"[12.1, 1.1]",,Ground Pass,,19.743353,,,,,Javier Galán Gil,23322.0,,,,,,,1,Regular Play,Daniel Escriche Romero,24681.0,Right Center Forward,83,Huesca,902,['8192cf62-14d8-4a05-9325-15018b3a2a75'],7,,,,,,,,,,,,,,,,,,Huesca,902,00:43:07.517,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.110166,,,,,,,,,,,,,d9bee7cf-364f-416a-9595-aafc1fd2d616,2446,,"[13.6, 1.1]",3773369,43,,,,,0.07062191,,Left Foot,,"[44.7, 3.3]",,High Pass,,31.177717,,,,,Rafael Mir Vicente,23812.0,,,,,,,1,Regular Play,Javier Galán Gil,23322.0,Left Wing Back,83,Huesca,902,"['26e3d050-4151-4530-b0e9-0d9c1de9dfd4', '6b0bd7fb-d7a1-4b69-aa83-07e197114e1d']",10,,,,,,,,,,,,,,,,,,Huesca,902,00:43:10.520,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.308895,,,,,,,,,,,,,ba19afa2-714d-4e81-a55e-353970467966,2448,,"[44.7, 3.8]",3773369,43,,,,,0.09966865,,Head,,"[56.7, 5.0]",,High Pass,,12.059851,,,,,Mikel Rico Moreno,6656.0,,,,,,,1,Regular Play,Rafael Mir Vicente,23812.0,Left Center Forward,83,Huesca,902,['87ea2292-e19d-40fd-aac0-da3cb9130897'],12,,,,,,,,,,,,,,,,,,Huesca,902,00:43:12.670,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.683862,,,,,,,,,,,,,d0ef0b25-a0a6-4207-9b35-c094bc484984,2450,,"[56.4, 5.0]",3773369,43,,,,,3.0875912,,Head,,"[49.0, 5.4]",,High Pass,,7.410803,,,,,Rafael Mir Vicente,23812.0,,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Left Center Midfield,83,Huesca,902,['a4d90aff-fd45-4855-9f4d-da9aa8580ee7'],14,,,,,,,,,,,,,,,,,,Huesca,902,00:43:14.016,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.059587,,,,,,,,,,,,,182fded9-c453-46fd-9254-46e745dbe2b1,2454,,"[45.7, 6.5]",3773369,43,,,,,-0.25877088,,Right Foot,,"[62.7, 2.0]",,High Pass,,17.585505,,,,,Mikel Rico Moreno,6656.0,,,,,,,1,Regular Play,Rafael Mir Vicente,23812.0,Left Center Forward,83,Huesca,902,"['672df9bb-0231-4fa8-9b81-d41ee2d6a28e', 'd55836ab-cd9b-43ed-8bd3-4f7497f4575f']",15,,,,,,,,,,,,,,,,,,Huesca,902,00:43:15.780,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.177964,,,,,,,,,,,,,0ee612e8-eb6e-4832-bb73-81647c65c439,2462,,"[57.0, 2.4]",3773369,43,,,,,1.96188,,Right Foot,,"[48.3, 23.5]",,Ground Pass,,22.823235,,,,,Idrissa Doumbia,23307.0,,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Left Center Midfield,83,Huesca,902,"['2ad9ea72-d9f8-4f96-836e-c0ab5cbdd976', '477a7512-38a8-453e-9b47-5b8a78f57002']",22,,,,,,,,,,,,,,,,,,Huesca,902,00:43:22.033,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.449846,,,,,,,,,,,,,42361268-1f83-4cab-8522-90d24102619f,2465,,"[71.4, 57.4]",3773369,43,,,,,0.8726759,,Right Foot,,"[86.0, 74.8]",,Ground Pass,,22.713873,,,,,Pablo Maffeo Becerra,6564.0,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,83,Huesca,902,['ae98f516-c132-4846-9dac-b5dd958d6559'],29,,,,,,,,,,,,,,,,,,Huesca,902,00:43:29.526,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.912153,,,,,,,,,,,,,1b86d382-ea42-4361-ab4d-073ad9c63664,2467,,"[83.9, 75.7]",3773369,43,,,,,-2.4360244,,Right Foot,,"[78.5, 71.1]",,Ground Pass,,7.093659,,,,,Idrissa Doumbia,23307.0,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,Right Wing Back,83,Huesca,902,['d9d3c2ca-1e5c-4f25-b7d3-c18e9e293f6d'],30,,,,,,,,,,,,,,,,,,Huesca,902,00:43:30.975,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.836705,,,,,,,,,,,,,c9bbb92f-86ac-4fa6-b8d8-aa2052f6bca9,2470,,"[77.9, 68.0]",3773369,43,,,,,0.26299474,,Right Foot,,"[83.1, 69.4]",,Ground Pass,,5.3851647,,,,,David Ferreiro Quiroga,11670.0,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,83,Huesca,902,['ad334c20-3ec4-449e-b301-a59685988731'],34,,,,,,,,,,,,,,,,,,Huesca,902,00:43:34.511,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.07207,,,,,,,,,,,,,e800ce6e-a658-45ab-b30c-c58a2cc3e01a,2472,,"[84.6, 70.7]",3773369,43,,,,,-2.929935,,Left Foot,,"[72.5, 68.1]",,Ground Pass,,12.376186,,,,,Idrissa Doumbia,23307.0,,,,,,,1,Regular Play,David Ferreiro Quiroga,11670.0,Right Center Midfield,83,Huesca,902,['d7f6caef-f0bb-4500-b01d-2bdf15a0a23d'],35,,,,,,,,,,,,,,,,,,Huesca,902,00:43:35.347,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.849033,,,,,,,,,,,,,03f5f8c2-4e9f-481f-9240-c79f23d6b236,2475,,"[70.2, 67.0]",3773369,43,,,,,-2.804033,,Right Foot,,"[55.1, 61.7]",,Ground Pass,,16.003124,,,,,Jorge Pulido Mayoral,11677.0,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,83,Huesca,902,['3990d15c-b5fd-48c6-b204-4d93f288d25d'],37,,,,,,,,,,,,,,,,,,Huesca,902,00:43:37.483,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.446124,,,,,,,,,,,,,28d12a00-efe5-4f8a-b93c-a106a57c9874,2477,,"[57.4, 62.3]",3773369,43,,,,,0.76471144,,Left Foot,,"[64.8, 69.4]",,Ground Pass,,10.255242,,,,,Idrissa Doumbia,23307.0,,,,,,,1,Regular Play,Jorge Pulido Mayoral,11677.0,Right Center Back,83,Huesca,902,['7c0f2511-bb3b-418f-9dce-f55bcf94db73'],39,,,,,,,,,,,,,,,,,,Huesca,902,00:43:39.332,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.110696,,,,,,,,,,,,,f08b0c79-36bb-4e53-9ba2-adc96836e863,2480,,"[66.4, 69.4]",3773369,43,,,,,0.45634848,,Left Foot,,"[77.4, 74.8]",,Ground Pass,,12.253979,,,,,Pablo Maffeo Becerra,6564.0,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,83,Huesca,902,['f7a280cc-621a-4710-8a85-6b1477492f3b'],43,,,,,,,,,,,,,,,,,,Huesca,902,00:43:43.005,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.260238,,,,,,,,,,,,,5e6cda3f-4d5b-4850-84f2-05b7d5c87257,2483,,"[76.2, 75.4]",3773369,43,,,,,-3.072998,,Right Foot,,"[63.1, 74.5]",,Ground Pass,,13.130879,,,,,Idrissa Doumbia,23307.0,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,Right Wing Back,83,Huesca,902,"['d0c73a09-985d-4eea-b661-46b13946e695', 'eba5cd38-61fa-4abc-8af0-dc05b1801f9e']",44,,,,,,,,,,,,,,,,,,Huesca,902,00:43:44.115,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,2.289379,,,,,,,,,,,,,e6deaca1-ad4e-423e-b9b2-a76d6c683f5d,2486,,"[48.7, 55.3]",3773369,43,,,,,-2.2048845,,Right Foot,,"[27.3, 26.2]",,Ground Pass,,36.1216,,,,,Pablo Ínsua Blanco,21399.0,,,,,,,1,Regular Play,Idrissa Doumbia,23307.0,Center Defensive Midfield,83,Huesca,902,"['7fb0394a-23ba-4136-912c-7e0a73ddf7c6', 'd0c73a09-985d-4eea-b661-46b13946e695']",50,,,,,,,,,,,,,,,,,,Huesca,902,00:43:50.056,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.982179,,,,,,,,,,,,,ac8fceb9-d828-4dd9-86c0-dfff61813e86,2489,,"[24.9, 20.5]",3773369,43,,,,,-0.981635,,Left Foot,,"[38.2, 0.6]",,Ground Pass,,23.93533,,,,,Javier Galán Gil,23322.0,,,,,,,1,Regular Play,Pablo Ínsua Blanco,21399.0,Left Center Back,83,Huesca,902,['47dd9168-13bf-43aa-8a5b-e6473ab9c9ed'],54,,,,,,,,,,,,,,,,,,Huesca,902,00:43:54.175,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.243983,,,,,,,,,,,,,74a202e1-3231-46ea-8f7b-fedfe30cf621,2496,,"[50.7, 19.4]",3773369,44,,True,,,1.9716849,,Left Foot,,"[37.9, 49.6]",,Ground Pass,,32.80061,,,,,Jorge Pulido Mayoral,11677.0,,,,,,Free Kick,1,From Free Kick,Javier Galán Gil,23322.0,Left Wing Back,84,Huesca,902,['7a0bba8f-3a71-44bc-8b5d-c8b5e1365efc'],20,,,,,,,,,,,,,,,,,,Huesca,902,00:44:20.138,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.687495,,,,,,,,,,,,,4ab391c9-6632-465d-bf42-933cda596819,2498,,"[33.0, 52.3]",3773369,44,,True,,,-2.7141764,,Right Foot,,"[13.9, 43.6]",,Ground Pass,,20.988092,,,,,Álvaro Fernández Llorente,25598.0,,,,,,,1,From Free Kick,Jorge Pulido Mayoral,11677.0,Right Center Back,84,Huesca,902,['b892c0f4-f428-4b4e-be30-baa46f3b6a91'],21,,,,,,,,,,,,,,,,,,Huesca,902,00:44:21.644,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.459379,,,,,,,,,,,,,75881cc5-3aa6-4c94-bba8-c853bf5b0229,2500,,"[4.4, 39.2]",3773369,44,,,,,-1.1514128,,Right Foot,,"[15.1, 15.2]",,Ground Pass,,26.277176,,,,,Pablo Ínsua Blanco,21399.0,,,,,,,1,From Free Kick,Álvaro Fernández Llorente,25598.0,Goalkeeper,84,Huesca,902,['4e46769a-d11d-4c2f-9f3f-dc8bc78a8cff'],24,,,,,,,,,,,,,,,,,,Huesca,902,00:44:24.402,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.241094,,,,,,,,,,,,,82740deb-c139-42ae-9e71-6305f0fbebd4,2503,,"[16.6, 15.2]",3773369,44,,,,,-0.89522064,,Right Foot,,"[28.3, 0.6]",,Ground Pass,,18.709623,,,,,Javier Galán Gil,23322.0,,,,,,,1,From Free Kick,Pablo Ínsua Blanco,21399.0,Left Center Back,84,Huesca,902,['d03b954e-dc13-43fa-8ad5-481279c6bebc'],27,,,,,,,,,,,,,,,,,,Huesca,902,00:44:27.095,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.390006,,,,,,,,,,,,,3081501f-7b6a-416e-8c83-de4c030bab5c,2507,,"[29.2, 2.0]",3773369,44,,,,,1.1147243,,Left Foot,,"[37.0, 17.9]",,Ground Pass,,17.710167,,,,,Daniel Escriche Romero,24681.0,,,,,,,1,From Free Kick,Javier Galán Gil,23322.0,Left Wing Back,84,Huesca,902,['2474f2ee-7812-4ec8-980b-d3c5c3ffdbea'],29,,,,,,,,,,,,,,,,,,Huesca,902,00:44:29.996,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.862376,,,,,,,,,,,,,b8d391cc-9b3d-4439-b771-2d41e591934b,2513,,"[85.5, 62.4]",3773369,44,,,,,-0.18079957,,Right Foot,,"[94.8, 60.7]",,Ground Pass,,9.4541,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,85,Barcelona,217,['e14d14b0-8f76-4aad-b055-6cd3d15672d1'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:33.643,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.467465,,,,,,,,,,,,,e69ce48e-f8d0-4424-bde9-88ff880dcf0b,2517,,"[94.8, 56.9]",3773369,44,,,,,0.30092025,,Left Foot,,"[103.5, 59.6]",,Ground Pass,,9.109336,,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,85,Barcelona,217,"['7565a7d8-a263-4aa5-91c1-c034fe16a92d', 'dfbb341d-14c8-46ca-a8d1-095d745b0911']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:35.780,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.118635,,,,,,,,,,,,,56a51fa7-5611-4e91-91bc-d3ef41b63b45,2520,,"[103.9, 59.6]",3773369,44,,,,,2.0391388,,Right Foot,,"[99.6, 68.1]",,Ground Pass,,9.525755,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Center Forward,85,Barcelona,217,['b4243526-754d-4551-9c1e-a8ca7e161a0d'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.840,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.28352,,,,,,,,,,,,,50460d29-de2f-468a-b3ce-e55ff8d385f7,2523,,"[101.2, 68.1]",3773369,44,,,,,-1.1969756,,Right Foot,True,"[115.4, 31.9]",,High Pass,,38.88547,,,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,85,Barcelona,217,"['69345c3e-776f-435c-b553-64625eda3378', 'e5a13547-dbc8-4ff0-9c1a-d2a0dc7a03b8']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:39.118,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.900774,,,,,,,,,,,,,8604a55c-9a74-48e0-bcb5-66395b910cf0,2526,,"[120.0, 0.1]",3773369,45,,,,,1.7496675,,Left Foot,,"[111.9, 44.9]",,High Pass,,45.526367,,,,True,Clément Lenglet,6826.0,,,True,Outswinging,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,86,Barcelona,217,['bb3db5cd-0d92-4a88-986a-56225b78eb5f'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:13.990,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.38026,,,,,,,,,,,,,42565cd3-d2f1-470f-9062-646ca2e59cb8,2539,,"[18.8, 31.1]",3773369,45,,,,,-0.18137556,,Right Foot,,"[47.7, 25.8]",,High Pass,,29.381968,,,,,Pablo Maffeo Becerra,6564.0,,,,,,Recovery,1,Regular Play,Pablo Ínsua Blanco,21399.0,Left Center Back,87,Huesca,902,['c460d736-f56d-4f0e-83ab-11780a098606'],21,,,,,,,,,,,,,,,,,,Huesca,902,00:45:21.438,Pass,,2020/2021
,,,,,,,,,,,,,,,,,4.423798,,,,,,,,,,,,,17100ff5-2b3b-46bb-87ef-0b847c499b61,2542,,"[61.2, 27.5]",3773369,45,,,,,0.6576068,,Right Foot,,"[101.6, 58.7]",,Low Pass,,51.04508,,,,,David Ferreiro Quiroga,11670.0,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,Right Wing Back,87,Huesca,902,['a3a2c427-f3c4-468c-ac08-1c02eb7b530b'],25,,,,,,,,,,,,,,,,,,Huesca,902,00:45:25.725,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.138311,,,,,,,,,,,,,d06748df-921b-4a1f-b8ac-753fcad96e19,2544,,"[105.0, 59.0]",3773369,45,,,,,-1.2254281,,Right Foot,,"[111.8, 40.1]",,Ground Pass,,20.086065,,,Unknown,,Rafael Mir Vicente,23812.0,,,,,,,1,Regular Play,David Ferreiro Quiroga,11670.0,Right Center Midfield,87,Huesca,902,['162919b1-58ed-4243-baa1-dafb8ed2d55f'],30,,,,,,,,,,,,,,,,,,Huesca,902,00:45:30.149,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.674282,,,,,,,,,,,,,980f2269-2ce7-41f0-beba-5f811a486798,2554,,"[61.0, 40.1]",3773369,45,,,,,2.9099305,,Right Foot,,"[41.5, 44.7]",,Ground Pass,,20.03522,,,,,Dimitrios Siovas,6603.0,,,,,,Kick Off,2,From Kick Off,David Ferreiro Quiroga,11670.0,Right Center Midfield,89,Huesca,902,['0a28671b-2e1b-462d-bef6-7e2c0f29b225'],0,,,,,,,,,,,,,,,,,,Huesca,902,00:00:00.485,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.685941,,,,,,,,,,,,,262b889b-b4b4-45c4-af0b-efbc10f4dfac,2557,,"[43.6, 43.7]",3773369,45,,,,,0.47490418,,Left Foot,,"[86.0, 65.5]",,High Pass,,47.67599,,,,,Rafael Mir Vicente,23812.0,,,,,,,2,From Kick Off,Dimitrios Siovas,6603.0,Center Back,89,Huesca,902,['f64cc24f-37e1-4b90-b560-40c745d1493a'],3,,,,,,,,,,,,,,,,,,Huesca,902,00:00:03.589,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.395203,,,,,,,,,,,,,fc80d7b4-a1f9-4457-bdb9-3d9b28644eec,2560,,"[86.0, 65.5]",3773369,45,,,,True,-1.5137155,,,,"[86.6, 55.0]",,High Pass,,10.517129,,,Incomplete,,David Ferreiro Quiroga,11670.0,,,,,,,2,From Kick Off,Rafael Mir Vicente,23812.0,Left Center Forward,89,Huesca,902,"['b0780d72-cbae-4ec5-9867-a3f70706a44c', 'b568f179-492a-4936-8c59-031f3436444d', 'f9ada3b8-fa9e-4f6b-91ae-1bd71bae209a']",6,,,,,,,,,,,,,,,,,,Huesca,902,00:00:06.275,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.590468,,,,,,,,,,,,,b568f179-492a-4936-8c59-031f3436444d,2562,,"[33.5, 25.1]",3773369,45,,,,,-1.049362,,Left Foot,,"[36.2, 20.4]",,Low Pass,,5.420332,,,,,Pedro González López,30486.0,,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,90,Barcelona,217,"['bd240d7d-8ef6-4b96-954f-fc185b4de744', 'fc80d7b4-a1f9-4457-bdb9-3d9b28644eec']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.670,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.097712,,,,,,,,,,,,,290b7bfd-b1b0-4c70-8b78-050f8b345795,2565,,"[36.2, 20.4]",3773369,45,,,,,2.6601954,,Right Foot,,"[22.8, 27.4]",,Ground Pass,,15.118201,,,,,Óscar Mingueza García,43728.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,90,Barcelona,217,['e4a312be-edb4-4b82-87c5-f49cdcdd42fe'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.842,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.835884,,,,,,,,,,,,,d21d9432-ed2b-44ce-b760-21ef368624ea,2568,,"[24.4, 37.9]",3773369,45,,,,,1.2695707,,Right Foot,,"[30.8, 58.5]",,Ground Pass,,21.571278,,,,,Sergino Dest,21881.0,,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,90,Barcelona,217,['b4d036a8-9b52-443a-a946-cd00232aeda8'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.683,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.877219,,,,,,,,,,,,,bcfaede0-8445-47ea-9784-0ebfe18b0147,2571,,"[37.8, 57.6]",3773369,45,,,,,-1.967505,,Right Foot,,"[34.7, 50.2]",,Ground Pass,,8.023091,,,,,Óscar Mingueza García,43728.0,,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Wing Back,90,Barcelona,217,['a0cf9241-1464-4d7a-879f-1000493bab6a'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.094,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.273314,,,,,,,,,,,,,790e9a85-ac45-422f-9bfc-b5e7b6f25544,2574,,"[35.6, 48.4]",3773369,45,,,,,-1.6958883,,Right Foot,,"[33.5, 31.7]",,Ground Pass,,16.831518,,,,,Frenkie de Jong,8118.0,,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,90,Barcelona,217,['8d3ba86b-82a8-4ff3-af1f-9c01aa597d27'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.326,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.790709,,,,,,,,,,,,,5bfe366a-53e1-4a34-8e0b-be3c7c77f993,2577,,"[33.7, 31.7]",3773369,45,,,,,-1.1095468,,Right Foot,,"[42.0, 15.0]",,Ground Pass,,18.64886,,,,,Clément Lenglet,6826.0,,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Center Back,90,Barcelona,217,['987d9d5f-473e-4640-95e7-bd2bb8e1662d'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.243,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.820207,,,,,,,,,,,,,38162c1b-0559-40dd-8444-75bdf3f63cb5,2580,,"[47.9, 14.0]",3773369,45,,,,,0.25168997,,Left Foot,,"[54.9, 15.8]",,Ground Pass,,7.2277246,,,,,Pedro González López,30486.0,,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,90,Barcelona,217,['87a28efa-65fc-4242-a924-1469b4b797c1'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.181,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.02092,,,,,,,,,,,,,977ffb42-5528-4cca-b6ac-c5ebd9abef3e,2583,,"[50.6, 22.0]",3773369,45,,,,,1.6811249,,Right Foot,,"[46.9, 55.4]",,Low Pass,,33.604317,,,,,Óscar Mingueza García,43728.0,,,,,,,2,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,90,Barcelona,217,['4b9c2ea2-3c45-4907-a220-98329626a527'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.573,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.135012,,,,,,,,,,,,,45b28c6f-2546-4e54-80b9-33f9481fdb28,2586,,"[53.1, 52.3]",3773369,45,,,,,-0.41689807,,Right Foot,,"[60.1, 49.2]",,Ground Pass,,7.655717,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,90,Barcelona,217,['27776d72-6683-43c8-9d96-f94950b8cf64'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.615,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.863984,,,,,,,,,,,,,19c24b57-3a65-4379-9f38-245b863f728b,2589,,"[60.1, 49.2]",3773369,45,,,,,2.955647,,Right Foot,,"[50.0, 51.1]",,Ground Pass,,10.277159,,,,,Óscar Mingueza García,43728.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,90,Barcelona,217,['b6947a71-1793-44f1-8a32-ba4ba25223e3'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.790,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.487466,,,,,,,,,,,,,40fcecb3-d603-45ec-a359-763afdd80ea4,2592,,"[50.0, 51.1]",3773369,45,,,,,-2.2173095,,Right Foot,,"[38.0, 35.2]",,Ground Pass,,19.92009,,,,,Frenkie de Jong,8118.0,,,,,,,2,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,90,Barcelona,217,['72c4e429-eea8-4f45-99ce-00dd4b8a9cc4'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.422,Pass,,2020/2021
