ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,1.627014,,,,,,,,,,,,,e99e2242-245b-40d9-8a99-1433c7b7703c,2697,,,"[35.0, 4.7]",3773631,59,,,,2.3212438,,Left Foot,,,,"[21.2, 19.5]",,Ground Pass,,20.235613,,,,Clément Lenglet,6826.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,109,Barcelona,217,['e06aac8a-163c-42e7-bf0b-84ac1c007b29'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:14:54.749,Pass,,2020/2021
,,,,,,,,,,,,,2.159804,,,,,,,,,,,,,2fd85005-88ff-419d-8c8b-aa2fa6d3dec5,2700,,,"[20.4, 23.2]",3773631,59,,,,1.9086745,,Left Foot,,,,"[13.9, 41.7]",,Ground Pass,,19.608671,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,109,Barcelona,217,['acc25d8d-9b8e-48d7-bca3-4899670f3a0d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:14:56.613,Pass,,2020/2021
,,,,,,,,,,,,,1.391956,,,,,,,,,,,,,b7b34f7f-c512-4fe6-972f-75c110d108b0,2703,,,"[12.3, 42.0]",3773631,60,,,,-1.1341692,,Right Foot,,,,"[20.7, 24.0]",,Ground Pass,,19.863535,,,,Clément Lenglet,6826.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,109,Barcelona,217,['630614a4-cee9-484c-a2ef-c13ba4519752'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.241,Pass,,2020/2021
,,,,,,,,,,,,,2.05246,,,,,,,,,,,,,57fc7b85-b887-4f8c-a094-e519c3c87e72,2706,,,"[26.6, 22.1]",3773631,60,,,,1.5038723,,Left Foot,,,,"[29.1, 59.4]",,Ground Pass,,37.383686,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,109,Barcelona,217,['3277bfa3-c58e-4320-9d94-46257de4f644'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.662,Pass,,2020/2021
,,,,,,,,,,,,,2.519046,,,,,,,,,,,,,6649c12c-cee1-4719-bd94-c76454bdbc0f,2709,,,"[34.4, 59.6]",3773631,60,,,,-1.579568,,Right Foot,,,,"[34.1, 25.4]",,Ground Pass,,34.201317,,,,Clément Lenglet,6826.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,109,Barcelona,217,['b030844f-5360-42fc-821f-2561e062ca5d'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:15:08.313,Pass,,2020/2021
,,,,,,,,,,,,,3.971279,,,,,,,,,,,,,270bbd16-03e8-49e2-a202-a81e7016b540,2712,,,"[40.9, 16.5]",3773631,60,,,,-0.100436114,,Left Foot,,,,"[105.4, 10.0]",,High Pass,,64.82669,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,109,Barcelona,217,['429f0f94-48cb-424e-8785-b906e6d7c773'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:15:11.964,Pass,,2020/2021
,,,,,,,,,,,,,2.044142,,,,,,,,,,,,,39438155-d629-4487-986b-889d5db5f154,2714,,,"[105.4, 10.0]",3773631,60,,,,1.4468066,,Left Foot,True,,,"[109.6, 43.7]",,High Pass,,33.960712,,Incomplete,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,109,Barcelona,217,"['265d8151-79af-4545-a72f-4bd35d320bbc', 'f8b1c13f-2695-4d33-b538-2d949c838a68']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:15:15.935,Pass,,2020/2021
,,,,,,,,,,,,,1.111561,,,,,,,,,,,,,f8b1c13f-2695-4d33-b538-2d949c838a68,2716,,,"[10.5, 36.4]",3773631,60,,,,-2.970444,,Other,,,,"[2.4, 35.0]",,Low Pass,,8.220098,,,,Joel Robles Blázquez,16309.0,,,,,Recovery,2,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,110,Real Betis,218,"['39438155-d629-4487-986b-889d5db5f154', '44aafb16-4a15-44af-9f9f-8b66b442162f']",17,,,,,,,,,,,,,,,,,Real Betis,218,00:15:17.979,Pass,,2020/2021
,,,,,,,,,,,,,2.843512,,,,,,,,,,,,,07786fea-8bef-43c0-9971-16bd489d89e4,2719,,,"[5.2, 35.9]",3773631,60,,,,0.8288491,,Keeper Arm,,,,"[20.6, 52.7]",,Ground Pass,,22.790348,,,,Aïssa Mandi,6648.0,,,,,,2,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,110,Real Betis,218,['384c4cf2-1ce1-43a4-81a9-1a1903e65ed1'],23,,,,,,,,,,,,,,,,,Real Betis,218,00:15:23.376,Pass,,2020/2021
,,,,,,,,,,,,,0.975801,,,,,,,,,,,,,add46965-998e-42cd-9d2f-fe731d8e2273,2722,,,"[26.5, 51.9]",3773631,60,,,,-0.84339756,,Right Foot,,,,"[33.8, 43.7]",,Ground Pass,,10.978616,,,,José Andrés Guardado Hernández,5563.0,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,110,Real Betis,218,['e5c864a9-a115-44d7-b3bc-1c2d7a73f30f'],26,,,,,,,,,,,,,,,,,Real Betis,218,00:15:26.578,Pass,,2020/2021
,,,,,,,,,,,,,0.846009,,,,,,,,,,,,,479fc9ca-8268-4788-83d8-31a128e79c95,2725,,,"[34.9, 47.4]",3773631,60,,,,2.9026563,,Left Foot,,,,"[27.1, 49.3]",,Ground Pass,,8.028076,,,,Aïssa Mandi,6648.0,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,110,Real Betis,218,['ca2f412d-208a-491d-b43f-67867bca2010'],28,,,,,,,,,,,,,,,,,Real Betis,218,00:15:28.324,Pass,,2020/2021
,,,,,,,,,,,,,1.072983,,,,,,,,,,,,,b7ffc3a6-65f2-456e-af1d-d0f0b9aa49d1,2728,,,"[27.6, 50.2]",3773631,60,,,,0.50416595,,Left Foot,,,,"[36.3, 55.0]",,Ground Pass,,9.936297,,,,Paul Edgar Akouokou,42282.0,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,110,Real Betis,218,['2c15690f-4cd9-4121-911e-4c6f93d48318'],29,,,,,,,,,,,,,,,,,Real Betis,218,00:15:29.503,Pass,,2020/2021
,,,,,,,,,,,,,1.098407,,,,,,,,,,,,,dd3a60cd-26be-4e20-88c3-c86612338b01,2732,,,"[36.3, 55.2]",3773631,60,,,,3.0042515,,Right Foot,,,,"[24.0, 56.9]",,Ground Pass,,12.4169235,,,,Aïssa Mandi,6648.0,,,,,,2,Regular Play,Paul Edgar Akouokou,42282.0,Right Defensive Midfield,110,Real Betis,218,"['73d65d67-bbfa-4173-9aeb-d327b3e606ac', '91f164ef-4e92-4799-ad49-1a6cbf451c13']",31,,,,,,,,,,,,,,,,,Real Betis,218,00:15:31.072,Pass,True,2020/2021
,,,,,,,,,,,,,1.258504,,,,,,,,,,,,,78b22266-f14b-4e9e-9a5a-fb24354b4761,2742,,,"[92.5, 6.4]",3773631,60,,,,1.6902252,,Right Foot,,,,"[91.9, 11.4]",,Ground Pass,,5.0358715,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,111,Barcelona,217,['c15ee7b5-1b8b-4e76-ad4d-979ca2aabf46'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:15:40.011,Pass,,2020/2021
,,,,,,,,,,,,,1.352061,,,,,,,,,,,,,448c71dd-77ff-4c60-ad3d-14b593ab23e5,2745,,,"[93.6, 15.6]",3773631,60,,,,1.8963636,,Left Foot,,,,"[88.3, 31.3]",,Ground Pass,,16.570456,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Forward,111,Barcelona,217,['d640e9b4-cba5-4135-a420-36c38a54f407'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:15:42.395,Pass,,2020/2021
,,,,,,,,,,,,,3.603127,,,,,,,,,,,,,fdccab8b-9655-412e-8a0e-075df2d9b3cb,2747,,,"[88.3, 31.3]",3773631,60,,,,-0.49764812,,Left Foot,,,,"[117.2, 15.6]",,High Pass,,32.88921,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,111,Barcelona,217,['33a7e0a4-745b-4e28-aa81-fe9d2cf54081'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:15:43.747,Pass,,2020/2021
,,,,,,,,,,,,,1.776957,,,,,,,,,,,,,eb3171bc-5d83-4132-b183-2aceaf16e45a,2750,,,"[111.5, 14.5]",3773631,60,,,,-2.8559198,,Left Foot,,,,"[82.9, 6.1]",,Ground Pass,,29.808052,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Francisco António Machado Mota de Castro Trincão,22390.0,Left Wing,111,Barcelona,217,['dc9b95de-dd76-46c4-bfa2-2035e09a2d36'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:15:49.704,Pass,,2020/2021
,,,,,,,,,,,,,1.082616,,,,,,,,,,,,,48f19c9c-d672-4a74-a765-7718fae0413d,2753,,,"[86.0, 8.0]",3773631,60,,,,0.5456551,,Right Foot,,,,"[91.6, 11.4]",,Ground Pass,,6.551336,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,111,Barcelona,217,['8f25f85c-0a18-4b1d-8988-2d6f339132ef'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:15:53.595,Pass,,2020/2021
,,,,,,,,,,,,,1.063578,,,,,,,,,,,,,c171f7b9-dbe4-4a0d-b22a-bc2c92a50907,2756,,,"[97.0, 8.0]",3773631,60,,,,-2.7675483,,Right Foot,,,,"[86.3, 3.8]",,Ground Pass,,11.4947815,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,111,Barcelona,217,['14eb4cd7-8917-4e61-94d7-c188da29c05b'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:15:56.558,Pass,,2020/2021
,,,,,,,,,,,,,1.240231,,,,,,,,,,,,,0ee5110b-9d80-4a33-87a1-2f20d038cc55,2759,,,"[81.5, 4.4]",3773631,60,,,,-0.27043614,,Right Foot,,,,"[91.6, 1.6]",,Ground Pass,,10.480935,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,111,Barcelona,217,['a992099d-fec8-4c49-a270-f83e45136604'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:15:59.883,Pass,,2020/2021
,,,,,,,,,,,,,0.876085,,,,,,,,,,,,,20a3ea75-db6a-43ec-a445-a503c6a36569,2762,,,"[91.6, 2.4]",3773631,61,,,,1.957672,,Left Foot,,,,"[89.4, 7.8]",,Ground Pass,,5.8309517,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,111,Barcelona,217,['8ea19eee-a733-4975-a602-75ad372d2305'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:16:01.751,Pass,,2020/2021
,,,,,,,,,,,,,1.239304,,,,,,,,,,,,,3e46b195-0fba-4b17-b9b9-4825efee5d5a,2771,,,"[88.8, 5.2]",3773631,61,,,,3.0794964,,Left Foot,,,,"[69.5, 6.4]",,Ground Pass,,19.337269,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,111,Barcelona,217,"['24413b08-b8d7-40c7-9154-9856a3d082cc', 'e0bc617a-c7f9-41db-8b4c-c4c81b5ed830']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:16:07.516,Pass,True,2020/2021
,,,,,,,,,,,,,1.789788,,,,,,,,,,,,,5d60c547-1009-4f54-a1ef-4bf25b2ed388,2774,,,"[65.5, 5.0]",3773631,61,,,,1.6628432,,Right Foot,,,,"[62.5, 37.5]",,Ground Pass,,32.63817,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,111,Barcelona,217,['6d78ab3c-d8e8-4bb7-bcf4-3186ff8a724a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:16:10.211,Pass,,2020/2021
,,,,,,,,,,,,,2.588429,,,,,,,,,,,,,68cfe4e7-f987-4daa-8fe6-88aeb5807405,2777,,,"[62.2, 44.2]",3773631,61,,,,1.0396187,,Right Foot,,,,"[81.0, 76.2]",,Ground Pass,,37.11388,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,111,Barcelona,217,['37028ad3-7c74-446d-8d24-446228dd63bb'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:16:13.201,Pass,,2020/2021
,,,,,,,,,,,,,1.545815,,,,,,,,,,,,,838d0832-02b8-4927-be33-a34f5b52b30e,2786,,,"[85.2, 50.1]",3773631,61,,,,-1.8998461,,Left Foot,,,,"[78.2, 29.6]",,Ground Pass,,21.66218,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,111,Barcelona,217,"['52209121-7d9a-4b4b-8dae-7c4208e5ddce', 'f4cd4a97-436a-4230-abcc-8b9c5cfe4917']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:16:23.419,Pass,True,2020/2021
,,,,,,,,,,,,,0.720944,,,,,,,,,,,,,cdb71e07-650d-42f0-b8c1-f2d075f412db,2789,,,"[90.8, 23.5]",3773631,61,,,,-0.47385132,,Right Foot,,,,"[98.6, 19.5]",,Ground Pass,,8.765842,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,111,Barcelona,217,['33592dc1-19b9-450e-8d46-fdb6e3197d92'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:16:27.968,Pass,,2020/2021
,,,,,,,,,,,,,1.407424,,,,,,,,,,,,,92c8f8a6-ff61-4a94-a866-d27882895a05,2792,,,"[98.4, 19.5]",3773631,61,,,,-0.031239834,,Left Foot,,,,"[114.4, 19.0]",,Ground Pass,,16.00781,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,111,Barcelona,217,['97ed9ff4-2f1e-430a-9068-a37db71207c8'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:16:29.743,Pass,,2020/2021
,,,,,,,,,,,,,0.317586,,,,,,,,,,,,,2cada928-066a-478f-a2ae-c8b0b5e65d83,2795,,,"[114.6, 19.3]",3773631,61,,,,1.7731179,,Left Foot,,True,,"[113.8, 23.2]",,Ground Pass,,3.981206,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Francisco António Machado Mota de Castro Trincão,22390.0,Left Wing,111,Barcelona,217,"['1877e4be-8e5a-4392-b6ed-8955b191e70b', '38ae6831-4ed7-464c-8e1b-08ed52b28beb', 'ad00ac1e-2092-4ef6-97d1-ff90a08d7b35']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:16:31.151,Pass,True,2020/2021
,,,,,,,,,,,,,2.165156,,,,,,,,,,,,,7fc990fc-e101-4aa0-b659-a674be6cfd8c,2799,,,"[103.7, 0.1]",3773631,61,,,,2.7783012,,,,,,"[91.6, 4.7]",,Low Pass,,12.944883,,,,Pedro González López,30486.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['74f17602-3fbc-4663-886c-ee5662b5afda'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:16:40.970,Pass,,2020/2021
,,,,,,,,,,,,,0.819233,,,,,,,,,,,,,44c6bfd2-2d8c-4286-ac9e-04fc424a9086,2802,,,"[91.6, 4.7]",3773631,61,,,,-0.6567017,,Left Foot,,,,"[96.4, 1.0]",,Ground Pass,,6.060528,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Pedro González López,30486.0,Left Center Midfield,112,Barcelona,217,['cf949fb0-8bb0-4e83-ac92-c85a6f81844d'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:16:43.355,Pass,,2020/2021
,,,,,,,,,,,,,1.135942,,,,,,,,,,,,,0ac4c6c1-72c5-4446-a913-4f3f9fcbc989,2805,,,"[97.5, 3.0]",3773631,61,,,,3.0614727,,Left Foot,,,,"[83.8, 4.1]",,Ground Pass,,13.74409,,,,Pedro González López,30486.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['df2e5b60-7abb-4bb6-9d8e-3718675e1a4c'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:16:44.747,Pass,,2020/2021
,,,,,,,,,,,,,1.250343,,,,,,,,,,,,,54c41a9c-b15f-49c0-bfcf-810e53cc0241,2808,,,"[81.5, 7.5]",3773631,61,,,,1.8321915,,Right Foot,,,,"[73.1, 38.9]",,Ground Pass,,32.504154,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Pedro González López,30486.0,Left Center Midfield,112,Barcelona,217,['d19baaf5-60b9-440b-8229-3d56780e3095'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:16:47.040,Pass,,2020/2021
,,,,,,,,,,,,,1.14156,,,,,,,,,,,,,72eb99c2-6026-4f91-b4da-191d7c553703,2811,,,"[72.0, 47.3]",3773631,61,,,,1.8120366,,Right Foot,,,,"[68.9, 59.9]",,Ground Pass,,12.975746,,,,Óscar Mingueza García,43728.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Back,112,Barcelona,217,['5ac8cef8-0a45-43a7-b6e6-b00c87131094'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:16:50.709,Pass,,2020/2021
,,,,,,,,,,,,,1.242336,,,,,,,,,,,,,e22b3617-d479-4602-a0f6-0a9f9b6b349c,2814,,,"[69.5, 63.6]",3773631,61,,,,1.027091,,Left Foot,,,,"[77.6, 77.0]",,Ground Pass,,15.657906,,,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Óscar Mingueza García,43728.0,Right Back,112,Barcelona,217,['9b82d1ac-5de9-4e7c-a56f-45c8118ceb26'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:16:52.975,Pass,,2020/2021
,,,,,,,,,,,,,1.189765,,,,,,,,,,,,,0cf0dcb1-f8fe-4ea9-950d-954ad4460df5,2817,,,"[85.2, 70.3]",3773631,61,,,,-2.1571488,,Right Foot,,,,"[75.9, 56.3]",,Ground Pass,,16.807438,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,112,Barcelona,217,['e7cfc00a-a3bf-4e57-9a46-40c06f9be16b'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:16:58.939,Pass,,2020/2021
,,,,,,,,,,,,,0.860813,,,,,,,,,,,,,7fb6b4c2-7af6-4cb1-978a-3da916e8e552,2819,,,"[75.9, 56.3]",3773631,62,,,,-1.0836488,,Right Foot,,,,"[85.7, 37.8]",,Ground Pass,,20.935377,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,112,Barcelona,217,['84bb7f68-cb93-44b9-9bcb-beb2fa094e17'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:17:00.129,Pass,,2020/2021
,,,,,,,,,,,,,2.557709,,,,,,,,,,,,,ffed5d9c-54dc-4ccf-b5df-badf1b44ce78,2827,,,"[71.7, 23.5]",3773631,62,,,,-1.0679531,,Head,,,,"[82.7, 3.5]",,Low Pass,,22.825424,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,112,Barcelona,217,['6b09255a-bc89-41f5-ba27-bcdea5ee0426'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:17:08.205,Pass,,2020/2021
,,,,,,,,,,,,,1.099397,,,,,,,,,,,,,2cf9dfaf-1b08-4c93-9904-e8fa8cc97af7,2830,,,"[82.7, 3.5]",3773631,62,,,,0.5036263,,Left Foot,,,,"[92.5, 8.9]",,Ground Pass,,11.1892805,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['f2cdf405-1ae7-4b2f-924d-43d0c7194f56'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:17:11.820,Pass,,2020/2021
,,,,,,,,,,,,,1.140123,,,,,,,,,,,,,cbb8015c-06d4-40d2-b60c-9d9802bfab2d,2833,,,"[91.4, 8.0]",3773631,62,,,,-2.8442276,,Left Foot,,,,"[85.2, 6.1]",,Ground Pass,,6.484597,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Francisco António Machado Mota de Castro Trincão,22390.0,Left Wing,112,Barcelona,217,"['2e20e14c-635c-452f-912b-f35aa9cae68e', 'a15e5d88-9182-4cb6-a0fe-9faff74fda1a']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:17:12.919,Pass,True,2020/2021
,,,,,,,,,,,,,0.983444,,,,,,,,,,,,,bc92d1df-b0d9-460b-98f0-0319567e9719,2835,,,"[85.2, 6.1]",3773631,62,,,,1.2613908,,Left Foot,,,,"[93.0, 30.5]",,Ground Pass,,25.616402,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['883d2098-a2cf-457a-902c-9212c4b301b5'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:17:14.059,Pass,,2020/2021
,,,,,,,,,,,,,0.590519,,,,,,,,,,,,,ce936e1a-67f0-4b3f-aff2-c1311f800f92,2838,,,"[90.8, 41.1]",3773631,62,,,,-0.2504431,,Left Foot,,,,"[103.7, 37.8]",,Ground Pass,,13.315405,,,,Antoine Griezmann,5487.0,,,Through Ball,True,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,112,Barcelona,217,['3bb3f0cb-923a-4177-aa89-a8f5110f5f8e'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:17:16.393,Pass,,2020/2021
,,,,,,,,,,,,,0.902876,,,,,,,,,,,,,6c01e7d3-23c2-4f5d-a8eb-67d3199a4949,2845,,,"[20.6, 56.4]",3773631,62,,,,0.67924136,,Left Foot,,,,"[34.1, 67.3]",,Ground Pass,,17.35108,,,,Aitor Ruibal García,6851.0,,,,,,2,Regular Play,Emerson Aparecido Leite de Souza Junior,23522.0,Right Back,113,Real Betis,218,['10ee4a0b-5e20-4ea4-96b1-9a6de9f00246'],21,,,,,,,,,,,,,,,,,Real Betis,218,00:17:21.550,Pass,,2020/2021
,,,,,,,,,,,,,1.334145,,,,,,,,,,,,,03741807-5c88-4ea8-8a37-f23cfce3eab5,2849,,,"[56.5, 55.8]",3773631,62,,,,-0.9417347,,Right Foot,,,,"[72.8, 33.4]",,Ground Pass,,27.702888,,,,Borja Iglesias Quintas,11391.0,,,,,,2,Regular Play,Aitor Ruibal García,6851.0,Right Wing,113,Real Betis,218,['21fa0bab-a09a-4235-92a1-99abfe79da0d'],26,,,,,,,,,,,,,,,,,Real Betis,218,00:17:26.034,Pass,,2020/2021
,,,,,,,,,,,,,1.435868,,,,,,,,,,,,,57bf6928-46c4-4b76-b0ba-8dd7f1a6c6a6,2853,,,"[77.6, 35.9]",3773631,62,,,,3.0738997,,Right Foot,,,,"[65.8, 36.7]",,Ground Pass,,11.827087,,,,Paul Edgar Akouokou,42282.0,,,,,,2,Regular Play,Borja Iglesias Quintas,11391.0,Center Forward,113,Real Betis,218,"['53ce0b61-46e8-4b72-be3f-3bcafb78bcd4', '86677661-be98-49ab-b073-d17ad5fdf0f0']",31,,,,,,,,,,,,,,,,,Real Betis,218,00:17:31.670,Pass,True,2020/2021
,,,,,,,,,,,,,1.180296,,,,,,,,,,,,,a43653b6-d533-40ea-829a-93a0e2d36dd4,2856,,,"[78.1, 56.4]",3773631,62,,,,0.67729414,ef757dce-4eda-4f02-9d78-9d6ca9a070ba,Right Foot,,,,"[92.4, 67.9]",,Ground Pass,,18.350477,,,,Nabil Fekir,2948.0,True,,,,,2,Regular Play,Paul Edgar Akouokou,42282.0,Right Defensive Midfield,113,Real Betis,218,['16718f89-ba58-4ea5-901a-6cb549397df7'],35,,,,,,,,,,,,,,,,,Real Betis,218,00:17:35.100,Pass,,2020/2021
,,,,,,,,,,,,,2.618285,,,,,,,,,,,,,b1e65b7a-dd19-443f-b30c-ca0cb3292ac7,2861,,,"[12.0, 26.3]",3773631,62,True,,,-0.27328968,,Keeper Arm,,,,"[25.2, 22.6]",,Low Pass,,13.708756,,,,Antoine Griezmann,5487.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,115,Barcelona,217,['cdf617a4-fe81-4bf3-ab90-72d2c2b43379'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:17:43.061,Pass,,2020/2021
,,,,,,,,,,,,,1.580988,,,,,,,,,,,,,1238c54b-8731-4bd8-bfd5-c0de960e05b4,2863,,,"[34.1, 19.8]",3773631,62,,,,-0.7803221,,Left Foot,,,,"[44.0, 10.0]",,Ground Pass,,13.930183,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,From Keeper,Antoine Griezmann,5487.0,Center Forward,115,Barcelona,217,['59ff59f7-cabf-4f79-b5b2-b5073623dd42'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:17:47.213,Pass,,2020/2021
,,,,,,,,,,,,,1.145198,,,,,,,,,,,,,ed364d58-09d4-4a1d-9425-c5f4cdfa84ad,2865,,,"[47.9, 8.0]",3773631,62,,,,2.0545754,,Left Foot,,,,"[44.8, 13.9]",,Ground Pass,,6.664833,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Keeper,Francisco António Machado Mota de Castro Trincão,22390.0,Left Wing,115,Barcelona,217,['8a5e2c44-c809-41ee-8e20-a927299eea5c'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:17:48.794,Pass,,2020/2021
