ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,1.672701,,,,,,,,,,,,,82613048-c8c9-492c-a7c0-f7177794bd34,17,,,"[27.8, 46.1]",3773631,0,,,,0.60145473,,Right Foot,,,,"[53.3, 63.6]",,Ground Pass,,30.927334,,,,Aitor Ruibal García,6851.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,"['c7769162-ff53-479a-a131-08b4c2b4d4cb', 'de10178a-0695-4c36-98bb-99d00dce4d4f']",9,,,,,,,,,,,,,,,,,Real Betis,218,00:00:09.422,Pass,True,2020/2021
,,,,,,,,,,,,,1.070629,,,,,,,,,,,,,507a3217-3ccb-4871-806d-18fdb21345d6,20,,,"[53.3, 63.6]",3773631,0,,,,-2.2283247,,Right Foot,,,,"[41.1, 47.8]",,Ground Pass,,19.961964,,,,Paul Edgar Akouokou,42282.0,,,,,,1,From Kick Off,Aitor Ruibal García,6851.0,Right Wing,2,Real Betis,218,['92c43031-b25b-4c24-aaa5-efee01fed57a'],11,,,,,,,,,,,,,,,,,Real Betis,218,00:00:11.310,Pass,,2020/2021
,,,,,,,,,,,,,1.247621,,,,,,,,,,,,,71b5fcd1-c1e8-4a85-945d-ff0a2327ee66,23,,,"[41.8, 46.9]",3773631,0,,,,-1.2844441,,Right Foot,,,,"[47.1, 28.9]",,Ground Pass,,18.764061,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,From Kick Off,Paul Edgar Akouokou,42282.0,Right Defensive Midfield,2,Real Betis,218,['778c9036-84e7-4591-a221-d30cec0f2680'],13,,,,,,,,,,,,,,,,,Real Betis,218,00:00:13.043,Pass,,2020/2021
,,,,,,,,,,,,,1.619496,,,,,,,,,,,,,24a1bc4f-6672-4c10-b1df-06e911748440,26,,,"[48.2, 18.7]",3773631,0,,,,-0.71134984,,Left Foot,,,,"[66.3, 3.1]",,Ground Pass,,23.89498,,,,Alejandro Moreno Lopera,11538.0,,,,,,1,From Kick Off,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,2,Real Betis,218,['58e3acbb-e2bc-4199-bae8-537398f63709'],15,,,,,,,,,,,,,,,,,Real Betis,218,00:00:15.499,Pass,,2020/2021
,,,,,,,,,,,,,1.026981,,,,,,,,,,,,,c31938b5-28a4-4e42-860b-8696ff45070b,29,,,"[70.4, 1.8]",3773631,0,,,,2.9953573,,Left Foot,,,,"[57.5, 3.7]",,Ground Pass,,13.039172,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,From Kick Off,Alejandro Moreno Lopera,11538.0,Left Back,2,Real Betis,218,['0e203c87-cabd-4b85-91e9-edd016a0dfb7'],19,,,,,,,,,,,,,,,,,Real Betis,218,00:00:19.142,Pass,,2020/2021
,,,,,,,,,,,,,1.254295,,,,,,,,,,,,,ae052a1e-c00c-4a61-ad61-a6f9e9af14b5,32,,,"[57.5, 4.0]",3773631,0,,,,2.9516044,,Left Foot,,,,"[36.7, 8.0]",,Ground Pass,,21.181124,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,2,Real Betis,218,['6bcf60bc-79ab-4c3f-a660-e6f29d2acb64'],20,,,,,,,,,,,,,,,,,Real Betis,218,00:00:20.897,Pass,,2020/2021
,,,,,,,,,,,,,2.422795,,,,,,,,,,,,,59d2bf8f-94d7-41e0-9793-2f868a623286,35,,,"[32.0, 8.6]",3773631,0,,,,2.0899425,,Left Foot,,,,"[16.4, 35.9]",,Ground Pass,,31.442804,,,,Joel Robles Blázquez,16309.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Real Betis,218,['8b5e1a39-ab99-4d11-bcad-c5e125c16c32'],23,,,,,,,,,,,,,,,,,Real Betis,218,00:00:23.495,Pass,,2020/2021
,,,,,,,,,,,,,1.132098,,,,,,,,,,,,,7df1f87d-a782-4930-905a-c23ab932f8df,38,,,"[16.2, 37.3]",3773631,0,,,,1.0967685,,Right Foot,,,,"[22.1, 48.8]",,Ground Pass,,12.925169,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Joel Robles Blázquez,16309.0,Goalkeeper,2,Real Betis,218,['0a5dd191-21b8-4e5f-8a33-54b0ad420dd0'],27,,,,,,,,,,,,,,,,,Real Betis,218,00:00:27.163,Pass,,2020/2021
,,,,,,,,,,,,,0.848473,,,,,,,,,,,,,af9b9dce-b07c-4c24-bf87-55a2e710e095,41,,,"[29.3, 49.6]",3773631,0,,,,-1.0040671,,Right Foot,,,,"[37.0, 37.5]",,Ground Pass,,14.342245,,,,Paul Edgar Akouokou,42282.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,['5c274d1f-98e7-4474-8ec0-da32e2b320ae'],33,,,,,,,,,,,,,,,,,Real Betis,218,00:00:33.566,Pass,,2020/2021
,,,,,,,,,,,,,1.690516,,,,,,,,,,,,,5989abf7-b0b0-4e86-b52b-b3caba5185c6,44,,,"[36.7, 36.8]",3773631,0,,,,-1.9588702,,Right Foot,,,,"[30.2, 20.9]",,Ground Pass,,17.17731,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,Paul Edgar Akouokou,42282.0,Right Defensive Midfield,2,Real Betis,218,['b28d299d-c32b-44fc-87f2-3aeec9d83819'],35,,,,,,,,,,,,,,,,,Real Betis,218,00:00:35.519,Pass,,2020/2021
,,,,,,,,,,,,,1.911592,,,,,,,,,,,,,2372583a-b888-4b55-88b7-16d9ad1a3962,47,,,"[31.4, 20.9]",3773631,0,,,,1.630427,,Left Foot,,,,"[29.8, 47.7]",,Ground Pass,,26.84772,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Real Betis,218,['a78018fc-5867-4f42-a79f-d79133977aa4'],39,,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.425,Pass,,2020/2021
,,,,,,,,,,,,,3.543543,,,,,,,,,,,,,d0fb8e42-8b89-4157-a87d-d34086a0e3a3,50,,,"[30.6, 48.6]",3773631,0,,,,0.41958797,,Right Foot,,,,"[91.8, 75.9]",,High Pass,,67.01291,,Incomplete,,Borja Iglesias Quintas,11391.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,"['176284e5-f8b9-4eb6-801c-3a539a450d3b', '8a0a3166-1697-42b2-94fe-867a4126be77']",43,,,,,,,,,,,,,,,,,Real Betis,218,00:00:43.506,Pass,,2020/2021
,,,,,,,,,,,,,1.475304,,,,,,,,,,,,,8d224fb3-bd9a-4d82-9fe2-5a04a395ac2a,54,,,"[49.0, 73.8]",3773631,0,,,,-2.6011732,,Right Foot,,,,"[37.0, 66.6]",,Ground Pass,,13.994285,,,,Aïssa Mandi,6648.0,,,,,Recovery,1,From Kick Off,Emerson Aparecido Leite de Souza Junior,23522.0,Right Back,2,Real Betis,218,['4ba6df1c-a82a-4ae7-952a-86a10d36dca1'],51,,,,,,,,,,,,,,,,,Real Betis,218,00:00:51.661,Pass,,2020/2021
,,,,,,,,,,,,,1.14861,,,,,,,,,,,,,1b2688ff-c4d2-4271-bf68-1d3b915fac11,56,,,"[37.0, 66.6]",3773631,0,,,,-1.1474292,,Right Foot,,,,"[44.3, 50.4]",,Ground Pass,,17.768793,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Real Betis,218,['e76dd825-4f55-4b84-aeb8-6671143ccb17'],53,,,,,,,,,,,,,,,,,Real Betis,218,00:00:53.136,Pass,,2020/2021
,,,,,,,,,,,,,3.72914,,,,,,,,,,,,,28a4c011-3cca-490d-b859-9aba533ebf3f,59,,,"[44.6, 50.0]",3773631,0,,,,-0.17670886,,Left Foot,,,,"[106.2, 39.0]",,High Pass,,62.574436,,Incomplete,,Juan Miguel Jiménez López,6695.0,,,Through Ball,True,,1,From Kick Off,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,2,Real Betis,218,"['72f97a94-117c-4c3c-b05f-437b771069c3', 'b28795f9-0c38-431a-b26f-d350dab451ec']",55,,,,,,,,,,,,,,,,,Real Betis,218,00:00:55.440,Pass,,2020/2021
,,,,,,,,,,,,,2.06772,,,,,,,,,,,,,07c54eb6-1e30-417a-b86a-b49c63aa702f,63,,,"[14.1, 40.0]",3773631,1,,,,0.8716037,,Keeper Arm,,,,"[28.9, 57.6]",,Ground Pass,,22.995651,,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['48181134-02ce-4155-ac5c-eabb67a529de'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.161,Pass,,2020/2021
,,,,,,,,,,,,,0.805902,,,,,,,,,,,,,e6d2366f-0fcc-4c2a-a636-051b75171c44,66,,,"[49.7, 72.3]",3773631,1,,,,1.1226513,,Left Foot,,,,"[52.2, 77.5]",,Ground Pass,,5.7697487,,,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,3,Barcelona,217,['b6fb404c-f8fe-40af-adea-cdd10c254836'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.944,Pass,,2020/2021
,,,,,,,,,,,,,0.733772,,,,,,,,,,,,,e606787b-faa3-4f17-8785-a61e9505882f,69,,,"[55.0, 77.9]",3773631,1,,,,-1.4382448,,Right Foot,,,,"[55.8, 71.9]",,Ground Pass,,6.053098,,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,3,Barcelona,217,['3108c407-8eb3-4b75-bf1d-32656c6ceb57'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.817,Pass,,2020/2021
,,,,,,,,,,,,,0.75921,,,,,,,,,,,,,cffb75bc-d943-4ad9-bfcb-de196a70fa8b,72,,,"[55.8, 71.9]",3773631,1,,,,2.4356728,,Right Foot,,,,"[49.7, 77.1]",,Ground Pass,,8.01561,,,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,3,Barcelona,217,['43b0d838-4070-46e5-8803-d64f7b8601d4'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.629,Pass,,2020/2021
,,,,,,,,,,,,,1.791278,,,,,,,,,,,,,57175394-ec21-41fb-bc5b-7face9fb6547,74,,,"[49.7, 77.1]",3773631,1,,,,-2.6243052,,Right Foot,,,,"[26.5, 63.9]",,Ground Pass,,26.692322,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,3,Barcelona,217,['5652a784-760b-4b45-9cc6-85104dcd5053'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.388,Pass,,2020/2021
,,,,,,,,,,,,,2.059216,,,,,,,,,,,,,f754ce84-b74e-4d44-a8b1-321622120396,77,,,"[27.0, 62.0]",3773631,1,,,,-1.4964654,,Right Foot,,,,"[29.1, 33.8]",,Ground Pass,,28.278084,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,3,Barcelona,217,['54c425af-3e18-43d7-8c68-27c85b8cc8be'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.972,Pass,,2020/2021
,,,,,,,,,,,,,1.409229,,,,,,,,,,,,,608205e9-9d56-4c40-bdab-8bb6d637b3f0,80,,,"[43.8, 27.5]",3773631,1,,,,-1.3417062,,Right Foot,,,,"[49.0, 5.2]",,Ground Pass,,22.898252,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['7111d4ea-1feb-4740-827d-9362b5a2d64c'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.125,Pass,,2020/2021
,,,,,,,,,,,,,2.544541,,,,,,,,,,,,,d032a222-48b1-4e34-9faf-42013689eff3,83,,,"[48.9, 4.7]",3773631,1,,,,2.3864882,,Left Foot,,,,"[18.3, 33.5]",,Ground Pass,,42.021423,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['a6af4cf4-6c98-4487-8b26-e13077d6e4b7'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.262,Pass,,2020/2021
,,,,,,,,,,,,,1.677694,,,,,,,,,,,,,fcdb120a-3c06-4992-8bb9-6c8a4f331e85,86,,,"[19.3, 36.7]",3773631,1,,,,1.0690719,,Right Foot,,,,"[30.6, 57.3]",,Ground Pass,,23.495745,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['b39b6836-7afd-42aa-87ec-d19eca688e21'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.939,Pass,,2020/2021
,,,,,,,,,,,,,0.937491,,,,,,,,,,,,,2075ef80-31ee-4285-af23-cb556ef73550,89,,,"[35.0, 57.3]",3773631,1,,,,0.38248658,,Right Foot,,,,"[43.7, 60.8]",,Ground Pass,,9.377633,,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,3,Barcelona,217,['ac48425c-4b41-4ea8-ba52-24389dbc09bb'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.237,Pass,,2020/2021
,,,,,,,,,,,,,2.057799,,,,,,,,,,,,,869094e1-d705-4524-9947-be3da84e08cd,92,,,"[42.3, 60.8]",3773631,1,,,,-1.7304645,,Right Foot,,,,"[36.1, 22.3]",,Ground Pass,,38.996025,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,3,Barcelona,217,['6c9ea83b-1e5e-4da6-8167-2afdb310097c'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.196,Pass,,2020/2021
,,,,,,,,,,,,,1.221003,,,,,,,,,,,,,e5a24115-6c72-4a1a-91cc-46e0f567ec8d,95,,,"[46.7, 18.9]",3773631,1,,,,-0.6706398,,Left Foot,,,,"[64.6, 4.7]",,Ground Pass,,22.848413,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['0cfb8981-9e9c-457d-8acb-534d4c9181bf'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.654,Pass,,2020/2021
,,,,,,,,,,,,,1.091894,,,,,,,,,,,,,29973589-a921-45ae-912d-7f950969ad41,98,,,"[64.2, 4.4]",3773631,1,,,,1.8351388,,Left Foot,,,,"[60.6, 17.7]",,Ground Pass,,13.778606,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['48d76b6c-df1a-4735-b850-59af60c52e84'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.050,Pass,,2020/2021
,,,,,,,,,,,,,1.129762,,,,,,,,,,,,,4959cb77-560a-49d8-8596-8902e3c937db,101,,,"[59.4, 26.7]",3773631,1,,,,1.4288993,,Right Foot,,,,"[62.1, 45.6]",,Ground Pass,,19.091883,,,,Miralem Pjanić,6947.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,3,Barcelona,217,['3cf1ed3a-6cea-4e60-bdc0-d3e90e1ef59e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.652,Pass,,2020/2021
,,,,,,,,,,,,,0.881886,,,,,,,,,,,,,6a9175a6-ecfe-4c25-95ea-ce93073327dd,104,,,"[54.9, 45.2]",3773631,1,,,,0.6045986,,Right Foot,,,,"[65.9, 52.8]",,Ground Pass,,13.370116,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Center Midfield,3,Barcelona,217,['df4e304d-dd78-4b20-af6e-c15d7c435b3e'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.898,Pass,,2020/2021
,,,,,,,,,,,,,0.585134,,,,,,,,,,,,,d935abb7-1978-4c78-b454-0871e460bcda,108,,,"[66.4, 52.1]",3773631,1,,,,-1.9646649,,Right Foot,,,,"[63.2, 44.4]",,Ground Pass,,8.338465,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,3,Barcelona,217,"['32168e23-5724-40df-b271-78026badb2db', 'e443c231-3369-4240-9ddf-d969c8f2d626']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.900,Pass,True,2020/2021
,,,,,,,,,,,,,1.590243,,,,,,,,,,,,,f6953fcd-e797-4b6e-8689-d90f123b89bf,110,,,"[63.6, 44.6]",3773631,1,,,,1.8981966,,Right Foot,,,,"[56.4, 65.8]",,Ground Pass,,22.389282,,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,3,Barcelona,217,['4427c1e9-5cbb-4f18-b1a2-1ffeb409c3bf'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.485,Pass,,2020/2021
,,,,,,,,,,,,,0.975213,,,,,,,,,,,,,38b5c818-13af-4696-91af-41fa72a1f8d5,113,,,"[57.2, 65.8]",3773631,1,,,,-0.453844,,Right Foot,,,,"[69.5, 59.8]",,Ground Pass,,13.685393,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,3,Barcelona,217,['b31cfe75-05b7-407d-a368-51740ebf9aa8'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.432,Pass,,2020/2021
