50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.7754,,,,,,,,,,,,,,,a63d1364-26e3-4faf-9cf5-9d7c350f5597,2954,,"[46.6, 48.2]",69227,79,,,,,1.483639,,Right Foot,,"[47.5, 58.5]",,Ground Pass,,10.339246,,,,Ander Herrera Agüera,3606.0,,,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,186,Real Zaragoza,395,['e543cb47-aca3-49de-ab73-9ccc406da224'],48,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:34:48.380,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,12dec60c-2cd5-4c90-9867-09bda6ab940b,2960,,"[52.6, 52.4]",69227,79,,True,,,-2.5015044,,Right Foot,,"[43.2, 45.4]",,Ground Pass,,11.720068,,,,Jermaine Pennant,26649.0,,,,,,Free Kick,2,From Free Kick,Ander Herrera Agüera,3606.0,Center Defensive Midfield,187,Real Zaragoza,395,['2a121166-400f-4011-a06f-6479ed7349f5'],59,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:34:59.569,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.3142,,,,,,,,,,,,,,,1e1da367-0c24-4791-b4bd-61b9ad67e87b,2962,,"[47.1, 42.2]",69227,80,,,,,0.33193594,,Left Foot,,"[97.0, 59.4]",,High Pass,,52.78115,,Pass Offside,,Ángel Lafita Castillo,26020.0,,,,,,,2,From Free Kick,Jermaine Pennant,26649.0,Center Forward,187,Real Zaragoza,395,['b88be048-fdb1-421c-88f9-2f9f0c5b5b73'],0,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:35:00.809,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2726,,,,,,,,,,,,,,,242af70b-c7bd-4aa6-96f5-8472fe818f5c,2964,,"[12.9, 28.6]",69227,80,,True,,,-0.56975645,,Right Foot,,"[25.7, 20.4]",,Ground Pass,,15.201316,,,,Carles Puyol i Saforcada,20125.0,,,,,,Free Kick,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,188,Barcelona,217,['cf7c0dc4-2217-4c7d-8e53-4b38f2ce6ce2'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:35:20.620,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.6097,,,,,,,,,,,,,,,eecd08bb-6104-4b18-af8c-6a1f39b6242a,2966,,"[25.7, 20.4]",69227,80,,,,,2.2689846,,Left Foot,,"[9.0, 40.3]",,Ground Pass,,25.978838,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,188,Barcelona,217,['67beb522-072b-4695-83ce-7914bc19c7cf'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:35:23.344,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.8868,,,,,,,,,,,,,,,8b243090-992d-408a-889b-b66a6917f979,2969,,"[8.6, 40.3]",69227,80,,,,,1.3316599,,Right Foot,,"[14.5, 64.5]",,Ground Pass,,24.908834,,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,188,Barcelona,217,['66737922-8817-4ac6-9666-7f91cd027d11'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:35:26.606,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0419,,,,,,,,,,,,,,,d66a881f-1f90-4f7e-8a8e-01e8793526eb,2972,,"[14.5, 64.5]",69227,80,,,,,-2.1671739,,Right Foot,,"[5.2, 50.8]",,Ground Pass,,16.558382,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,188,Barcelona,217,['b3010e50-6424-422b-bc36-2d3cdb04c03b'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:35:30.372,Pass,,2009/2010
,,,,,,,,,,,,,,,,3.312917,,,,,,,,,,,,,,,5ec1ffba-f3fa-4dea-aae5-6d65a0dd68f8,2975,,"[6.0, 49.5]",69227,80,,,,,-0.7059015,,Right Foot,,"[57.5, 5.6]",,High Pass,,67.67171,,Incomplete,,,,,,True,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,188,Barcelona,217,['4a472a0a-3f3d-4222-b2cb-5b098cc189ff'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:35:34.030,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9051,,,,,,,,,,,,,,,fcb47baf-4402-42df-8835-e6b5428b4dc5,2979,,"[66.1, 77.8]",69227,80,,,,,-1.7595341,,Left Foot,,"[64.4, 68.9]",,Ground Pass,,9.060905,,,,Ander Herrera Agüera,3606.0,,,,,,,2,Regular Play,Carlos Andrés Diogo Enseñat,26022.0,Right Back,189,Real Zaragoza,395,['d3101f3d-17a3-4fd7-8b2d-6a7d01d36bab'],41,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:35:41.062,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.6118,,,,,,,,,,,,,,,229a99fd-cf2d-452c-a060-26b3da354e54,2988,,"[75.6, 66.7]",69227,80,,,,,-0.92691165,,Right Foot,,"[106.9, 25.0]",,High Pass,,52.140003,,,,Jermaine Pennant,26649.0,,,True,,,Free Kick,2,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Center Midfield,190,Real Zaragoza,395,['16729846-7ccf-49d5-9f2c-608339d731df'],56,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:35:56.423,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.3316,,,,,,,,,,,,,,,959b4d41-e6e1-47c2-8110-3c3b39499c51,2991,,"[106.9, 25.0]",69227,80,,,,,1.4818841,,Right Foot,,"[109.2, 50.8]",,High Pass,,25.902317,,Incomplete,,Adrián Colunga Pérez,26652.0,,,,,,,2,From Free Kick,Jermaine Pennant,26649.0,Center Forward,190,Real Zaragoza,395,"['65109a3f-4944-4bf0-8aef-026dc487d84c', 'a116eb3f-826a-4709-8ee7-64004d13a930']",59,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:35:59.920,Pass,,2009/2010
,,,,,,,,,,,,,,,,3.2049,,,,,,,,,,,,,,,6333b5d6-dec1-486b-8a1c-14dc5c7e99e4,2997,,"[6.0, 44.0]",69227,81,,True,,,0.35805422,,Right Foot,,"[67.2, 66.9]",,High Pass,,65.344086,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,191,Barcelona,217,['391bf165-38dc-4872-aef3-6348420a849f'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:36:29.988,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4505,,,,,,,,,,,,,,,391bf165-38dc-4872-aef3-6348420a849f,2998,,"[53.8, 14.1]",69227,81,,,,,1.1732981,,Head,,"[59.3, 27.2]",,High Pass,,14.207745,,,,Gabriel Fernández Arenas,6384.0,,,,,,Recovery,2,Regular Play,Leonardo Daniel Ponzio,25922.0,Left Back,192,Real Zaragoza,395,"['6333b5d6-dec1-486b-8a1c-14dc5c7e99e4', 'ce1a698b-92fa-4e2b-8cde-5f6f6d932465']",33,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:36:33.193,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9237,,,,,,,,,,,,,,,a47adeb0-4523-4090-ae04-eb4dc0d75493,3000,,"[59.3, 27.2]",69227,81,,,,,-0.15722805,,Head,,"[67.5, 25.9]",,High Pass,,8.302409,,,,Ángel Lafita Castillo,26020.0,,,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,192,Real Zaragoza,395,['592c5b28-95a8-4c2b-a8ca-ea47d8d07e15'],34,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:36:34.790,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1825,,,,,,,,,,,,,,,e6a7e148-f663-4352-b8b2-d825c1f03056,3003,,"[69.1, 25.0]",69227,81,,,,,-1.0899091,,Left Foot,,"[77.5, 8.9]",,Ground Pass,,18.15957,,,,Jermaine Pennant,26649.0,,,,,,,2,Regular Play,Ángel Lafita Castillo,26020.0,Left Center Midfield,192,Real Zaragoza,395,['94deb914-5378-428d-8125-de75a549c1bf'],36,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:36:36.403,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.9648,,,,,,,,,,,,,,,b26cf41e-dd9c-4915-ac12-8a2c037df7b9,3009,,"[120.0, 1.0]",69227,82,,,,,1.6867783,,Right Foot,,"[115.2, 42.2]",,High Pass,True,41.47867,,Incomplete,,,,,,True,Inswinging,,Corner,2,From Corner,Jermaine Pennant,26649.0,Center Forward,193,Real Zaragoza,395,['20a3a317-cefe-44a4-a115-352b1fe78d53'],6,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:37:06.883,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.5076,,,,,,,,,,,,,,,c1419f2f-0cf7-4fd1-9cea-91b3aadf451a,3012,,"[13.1, 44.9]",69227,82,,,,,0.44336957,,Keeper Arm,,"[39.0, 57.2]",,Low Pass,,28.672287,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,194,Barcelona,217,['7d8da60f-021b-440d-819f-e737cc96d424'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:37:11.733,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.423289,,,,,,,,,,,,,,,1aa8c85c-3fb1-479c-822a-c786485a3c79,3014,,"[39.0, 57.2]",69227,82,,,,,-1.0303768,,Right Foot,,"[47.1, 43.7]",,Low Pass,,15.74357,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Keeper,Daniel Alves da Silva,4324.0,Right Back,194,Barcelona,217,['7f4a33e2-dc78-4f2d-8c15-46de6504ea3c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:37:13.241,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.820663,,,,,,,,,,,,,,,160fd072-9e40-4c17-b92b-c8158477d304,3018,,"[75.2, 35.2]",69227,82,,,,,-0.8456267,,Right Foot,,"[93.9, 14.1]",,Ground Pass,,28.193972,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Keeper,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,194,Barcelona,217,['ad18787e-b35e-4afc-adf5-e2f81141588e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:37:19.460,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.3162,,,,,,,,,,,,,,,d337066c-3604-400c-8b57-847d4a3cf40d,3021,,"[100.4, 11.8]",69227,82,,,,,1.2289001,,Left Foot,True,"[110.4, 39.9]",,High Pass,,29.82633,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,194,Barcelona,217,"['abedc936-6325-4a21-b737-e3164bddab5d', 'c07b8332-a8c5-41d4-ba3c-002a905b763b']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:37:23.989,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.9152,,,,,,,,,,,,,,,bb6d6229-447c-45ac-9ee7-2fa0a0bbbeda,3024,,"[120.0, 1.0]",69227,82,,,,,1.7113502,,Right Foot,,"[114.1, 42.7]",,High Pass,,42.11532,,Incomplete,,,,,True,True,Straight,,Corner,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,195,Barcelona,217,['cb3372ec-ca3c-43df-8b5c-c0639f31c7cf'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:37:47.781,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.349219,,,,,,,,,,,,,,,4aced118-fdae-4800-921e-4a233bf9629f,3029,,"[110.2, 75.9]",69227,82,,,,,-2.331324,,Left Foot,,"[100.4, 65.6]",,Ground Pass,,14.217243,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Carles Puyol i Saforcada,20125.0,Left Center Back,195,Barcelona,217,"['5ded9407-24c6-4038-b774-cea4689d91d4', 'd03d0d92-089e-413f-bb0c-498e10a826a6']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:37:55.514,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.9488,,,,,,,,,,,,,,,06156623-0d00-49be-9801-9c2b3f2c9411,3032,,"[100.4, 65.6]",69227,82,,,,,-2.1341126,,Left Foot,,"[89.6, 48.5]",,Ground Pass,,20.224985,,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,195,Barcelona,217,['aa99a593-4710-4f00-bf4b-5b7dfea82e57'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:37:57.867,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0593,,,,,,,,,,,,,,,80f5c8f9-f012-4a34-9cc2-ca54ab0fc3e2,3038,,"[82.5, 33.9]",69227,83,,,,,0.30805278,,Right Foot,,"[113.3, 43.7]",,High Pass,,32.32151,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,195,Barcelona,217,"['66c771ae-a7a0-431f-933b-84e2d1e022c1', 'e0680f05-0093-4b9a-9565-2fb5693dcb03']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:38:03.369,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0658,,,,,,,,,,,,,,,8f2dd16f-d782-487e-8fcc-223027957ebd,3042,,"[14.5, 38.1]",69227,83,,,,,-0.71883,,Keeper Arm,,"[36.1, 19.2]",,High Pass,,28.701393,,,,Gabriel Fernández Arenas,6384.0,,,,,,,2,Regular Play,Roberto Jiménez Gago,6571.0,Goalkeeper,196,Real Zaragoza,395,['c1572aa6-b6d6-4abe-ba65-300c049ab7ae'],12,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:12.536,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2452,,,,,,,,,,,,,,,6863c68f-24ed-49fb-a180-2c2b04ef3536,3045,,"[47.1, 21.2]",69227,83,,,,,0.43094897,,Right Foot,,"[55.8, 25.2]",,Ground Pass,,9.57549,,,,Ander Herrera Agüera,3606.0,,,,,,,2,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,196,Real Zaragoza,395,['ed5c9b1b-e277-434b-a5b2-26f8ccbaea56'],16,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:16.938,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1495,,,,,,,,,,,,,,,0ffe5df3-cd70-4a44-847b-0b27e5f7882d,3047,,"[55.8, 25.2]",69227,83,,,,,-1.2329181,,Right Foot,,"[62.3, 6.7]",,Ground Pass,,19.608671,,,,Jermaine Pennant,26649.0,,,,,,,2,Regular Play,Ander Herrera Agüera,3606.0,Center Defensive Midfield,196,Real Zaragoza,395,['a71c362c-03ac-43ce-ab5e-257b7bcacea4'],18,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:18.184,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4858,,,,,,,,,,,,,,,83bb89ab-855d-4b96-bc37-f41e57691388,3051,,"[58.8, 18.0]",69227,83,,,,,2.735891,,Right Foot,,"[43.9, 24.4]",,Ground Pass,,16.21635,,,,Matteo Contini,26654.0,,,,,,,2,Regular Play,Jermaine Pennant,26649.0,Center Forward,196,Real Zaragoza,395,['2f30b8fe-e4fc-4856-80ac-e5a5c09bd64d'],21,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:21.890,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9864,,,,,,,,,,,,,,,14863453-7661-4de5-a459-8b2cfabec66b,3054,,"[45.8, 21.0]",69227,83,,,,,-0.99945885,,Right Foot,,"[51.2, 12.6]",,Ground Pass,,9.985991,,,,Jermaine Pennant,26649.0,,,,,,,2,Regular Play,Matteo Contini,26654.0,Left Center Back,196,Real Zaragoza,395,['b1ea616d-c6d4-4f92-9ce2-a04f75c3bf0c'],25,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:25.065,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.755,,,,,,,,,,,,,,,db598e9a-371e-49e4-932e-f0c15db3acbc,3060,,"[57.6, 13.9]",69227,83,,True,,,2.4576414,,Right Foot,,"[48.4, 21.4]",,Ground Pass,,11.869709,,,,Ander Herrera Agüera,3606.0,,,,,,Free Kick,2,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Back,197,Real Zaragoza,395,['442d6e8e-237f-47d8-9ec1-0c229aabe136'],50,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:50.612,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2126,,,,,,,,,,,,,,,7b9d1ff7-e073-4757-8970-6dc593b4836d,3064,,"[47.9, 21.0]",69227,83,,,,,2.1353657,,Right Foot,,"[46.0, 24.0]",,Ground Pass,,3.5510561,,Incomplete,,Leonardo Daniel Ponzio,25922.0,,,,,,,2,From Free Kick,Ander Herrera Agüera,3606.0,Center Defensive Midfield,197,Real Zaragoza,395,"['27994700-dd02-4895-94e9-78f94c6f9957', '3a7738fe-acee-48aa-9d40-8c68720b6712', 'a57152d9-339d-4f2d-a5e1-47a43700125c']",52,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:38:52.690,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.531813,,,,,,,,,,,,,,,047e0ec6-184b-46fe-bfb1-075a8842eeaa,3068,,"[84.7, 49.9]",69227,83,,,,,-0.7284257,21955fae-0f11-47bd-b262-e369803a85f6,Left Foot,,"[98.6, 37.5]",,Ground Pass,,18.62713,,,,Zlatan Ibrahimović,3672.0,True,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,198,Barcelona,217,['f7fc633a-8126-4a98-973c-b227b40b4925'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:38:56.432,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.576042,,,,,,,,,,,,,,,d3b1be2f-55d8-45ef-820e-bdbbc95944e5,3073,,"[7.0, 37.0]",69227,84,,,,,-0.20578305,,Right Foot,,"[27.6, 32.7]",,Ground Pass,,21.044,,,,Matteo Contini,26654.0,,,,,,Goal Kick,2,From Goal Kick,Roberto Jiménez Gago,6571.0,Goalkeeper,199,Real Zaragoza,395,['0825f532-3523-4e2e-a747-e55f05738fc9'],18,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:39:18.347,Pass,,2009/2010
,,,,,,,,,,,,,,,,3.5482,,,,,,,,,,,,,,,e5829676-1e2a-44be-84a8-e3f1de215c6c,3076,,"[28.0, 33.2]",69227,84,,,,,-0.07696847,123444d6-a50a-4d81-9176-e7d440478a31,Left Foot,,"[105.8, 27.2]",True,High Pass,,78.03102,,,,Adrián Colunga Pérez,26652.0,,,,,,,2,From Goal Kick,Matteo Contini,26654.0,Left Center Back,199,Real Zaragoza,395,['cc9c3652-4f29-481b-a238-19e04f9a0e7b'],21,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:39:21.905,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.7529,,,,,,,,,,,,,,,74e29c48-cea6-4e19-af30-441eeb7c6c75,3082,,"[60.0, 40.0]",69227,84,,True,,,2.300696,,Right Foot,,"[54.9, 45.7]",,Ground Pass,,7.648529,,,,Andrés Iniesta Luján,5216.0,,,,,,Kick Off,2,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,200,Barcelona,217,['d3098e23-8af1-4dd2-919b-962e29039e07'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:39:57.611,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2777,,,,,,,,,,,,,,,51d32393-4501-4b7e-8d84-21c0c57fd5fe,3084,,"[54.9, 45.7]",69227,84,,True,,,-2.6224465,,Right Foot,,"[49.3, 42.5]",,Ground Pass,,6.449806,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,200,Barcelona,217,['7f5f042b-6e7d-4350-b774-6bfa88a5cd47'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:39:58.444,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.8861,,,,,,,,,,,,,,,9fa9bc12-4079-4ff0-a807-e603055dfc32,3086,,"[49.3, 42.5]",69227,84,,,,,0.17852987,,Right Foot,,"[62.6, 44.9]",,Ground Pass,,13.514807,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,200,Barcelona,217,"['1da7a166-afba-47b6-b04f-17441f19d808', 'e8981dc3-0a97-483d-af27-f84614aab8f4']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:39:59.868,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0695,,,,,,,,,,,,,,,1cd15197-2442-46bc-a62f-ccfb9446698e,3090,,"[68.3, 31.1]",69227,85,,,,,0.94021857,,Right Foot,,"[75.6, 41.1]",,Ground Pass,,12.381034,,,,Adrián Colunga Pérez,26652.0,,,,,,,2,From Kick Off,Ander Herrera Agüera,3606.0,Center Defensive Midfield,200,Barcelona,217,['0d7b468d-b65f-43c7-8b4d-d30b74ad0ea5'],3,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:40:03.068,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9775,,,,,,,,,,,,,,,9f33a0bb-0e23-4607-b5df-1e45a370700e,3095,,"[39.6, 41.6]",69227,85,,,,,-0.5404195,,Right Foot,,"[44.6, 38.6]",,Ground Pass,,5.8309517,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,2,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,200,Barcelona,217,['16869022-8c31-4ffb-bbec-371408e0195d'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:40:05.460,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9901,,,,,,,,,,,,,,,2042a088-4152-41c4-a9d1-5ea5866533a5,3098,,"[44.6, 38.6]",69227,85,,,,,0.9773193,,Right Foot,,"[53.1, 51.2]",,Ground Pass,,15.199013,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,200,Barcelona,217,['03f5c6c5-fc81-4b03-a4fa-c011653cc00b'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:40:07.200,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.2855,,,,,,,,,,,,,,,4f542e0f-927e-4308-a483-8f7608700b8d,3107,,"[79.0, 40.5]",69227,85,,,,,-0.5485494,,Left Foot,,"[82.6, 38.3]",,Ground Pass,,4.2190046,,Incomplete,,Adrián Colunga Pérez,26652.0,,,,,,,2,From Kick Off,Ángel Lafita Castillo,26020.0,Left Center Midfield,200,Barcelona,217,"['190514fc-a6fd-41ef-af72-41294cc95a28', '1ea3cf15-0699-4445-97da-84e1b50c5593']",11,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:40:11.276,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,d6d70f11-f351-4525-9bac-ee6a271430c3,3113,,"[41.4, 44.5]",69227,85,,,,,1.6888883,,Right Foot,,"[40.7, 50.4]",,Ground Pass,,5.9413805,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,200,Barcelona,217,"['92cac492-0d39-41d6-bba2-86579d06ee9d', 'd3c5363c-8b8f-445f-84cf-4c584c564b12']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:40:13.068,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.8383,,,,,,,,,,,,,,,e5052759-dd3d-40a1-a1c3-4cc81dbf66be,3115,,"[40.7, 50.4]",69227,85,,,,,-1.5432804,,Right Foot,,"[41.0, 39.5]",,Ground Pass,,10.904128,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,200,Barcelona,217,['b63a3dc3-5ff4-4afd-8cb3-3e8e2332d7ba'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:40:13.628,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.8346,,,,,,,,,,,,,,,a360207f-705b-4399-aa45-2f2b0f5895b5,3118,,"[49.1, 36.9]",69227,85,,,,,-0.9018896,,Left Foot,,"[57.4, 26.4]",,Ground Pass,,13.384319,,,,Seydou Kéita,20169.0,,,,,,,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,200,Barcelona,217,['67f648c2-a6b8-40c4-b978-b08741551b0a'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:40:15.626,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.580824,,,,,,,,,,,,,,,c0168f24-c126-4f0e-86e4-9554ae8ef19a,3121,,"[62.6, 22.3]",69227,85,,,,,-1.0359902,,Left Foot,,"[73.5, 3.9]",,Ground Pass,,21.386211,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,From Kick Off,Seydou Kéita,20169.0,Right Center Midfield,200,Barcelona,217,['6c6cc4c8-6fd2-49df-9bc4-a2ac9917f31d'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:40:18.709,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0146,,,,,,,,,,,,,,,5e11b547-530e-41ac-995e-7b9632025b4e,3125,,"[76.5, 6.3]",69227,85,,,,,2.1962814,,Right Foot,,"[67.4, 18.9]",,Ground Pass,,15.542522,,,,Seydou Kéita,20169.0,,,,,,,2,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,200,Barcelona,217,['b3e4ca07-740e-4262-b3cc-36f600923f78'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.282,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.197137,,,,,,,,,,,,,,,d225a70c-af97-4f27-a407-7cdd3a22baff,3128,,"[67.8, 21.8]",69227,85,,,,,1.5218377,,Left Foot,,"[70.0, 66.7]",,High Pass,,44.953865,,,,Daniel Alves da Silva,4324.0,,,True,,,,2,From Kick Off,Seydou Kéita,20169.0,Right Center Midfield,200,Barcelona,217,['721b6da8-2b72-41bc-939f-c6bf4245cc98'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:40:26.410,Pass,,2009/2010
