bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.841631,,,,,,,,,,,,24cda001-e63e-4caa-a996-0d0cb760fe97,1878,,"[116.0, 14.7]",9602,44,,,,,-2.2615871,,Right Foot,,,,"[109.8, 7.2]",,Ground Pass,,9.730879,,,,Fayçal Fajr,5724.0,,,,,,1,Regular Play,Jorge Molina Vidal,6630.0,Center Forward,83,Getafe,216,['bba65ccc-f603-4fc5-998f-2949c3126a8c'],4,,,,,,,,,,,,,,,,,Getafe,216,00:44:04.160,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.420459,,,,,,,,,,,,98b16b62-92d2-4cb5-94ce-e9a1d4534d45,1881,,"[110.1, 7.2]",9602,44,,,,,1.8193369,,Right Foot,True,,,"[103.4, 33.6]",,High Pass,,27.236923,,,,Gaku Shibasaki,5693.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Wing,83,Getafe,216,['90250231-55ba-4aae-b94f-16e76bfa6d01'],6,,,,,,,,,,,,,,,,,Getafe,216,00:44:06.992,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.440555,,,,,,,,,,,,57f949e7-1427-4d6a-bbd3-efceb7733d75,1884,,"[103.4, 33.6]",9602,44,,,,,3.0801318,,Right Foot,,,,"[90.4, 34.4]",,Ground Pass,,13.024592,,,,Mauro Wilney Arambarri Rosa,6863.0,,,,,,1,Regular Play,Gaku Shibasaki,5693.0,Center Attacking Midfield,83,Getafe,216,['bd64474a-1a57-45f9-a38d-c3588090232c'],8,,,,,,,,,,,,,,,,,Getafe,216,00:44:08.509,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.569236,,,,,,,,,,,,b495594b-5854-40e6-98e2-55e06a08bfc0,1887,,"[90.4, 34.9]",9602,44,,,,,1.4601392,,Right Foot,,,,"[93.1, 59.2]",,Ground Pass,,24.44954,,,,Amath Ndiaye,6621.0,,,,,,1,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Left Defensive Midfield,83,Getafe,216,['8e54f5da-116b-46a8-82eb-f5fbc159292d'],10,,,,,,,,,,,,,,,,,Getafe,216,00:44:10.846,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.815064,,,,,,,,,,,,a6dabc61-7590-41f3-b9c7-fa4b9f07070a,1890,,"[94.8, 59.4]",9602,44,,,,,-1.1071488,96173237-bcd8-47b1-bb93-12e444b02bd5,Right Foot,,,,"[111.5, 26.0]",,High Pass,,37.342335,,,,Fayçal Fajr,5724.0,True,,,,,1,Regular Play,Amath Ndiaye,6621.0,Left Wing,83,Getafe,216,['ebf20bf8-5c4e-4c56-ad09-26f9bfafd6ca'],14,,,,,,,,,,,,,,,,,Getafe,216,00:44:14.319,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.100899,,,,,,,,,,,,f3366f22-db25-4d09-a1e9-3e56dbdd50cc,1894,,"[6.0, 36.0]",9602,44,,True,,,-0.8732543,,Right Foot,,,,"[14.8, 25.5]",,Ground Pass,,13.7,,,,Samuel Yves Umtiti,5492.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,84,Barcelona,217,['1da20874-c421-45e7-9e52-7ef7b194cae0'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:44:34.390,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.304531,,,,,,,,,,,,8251f06a-29ba-4c26-9054-711130ecc2f0,1896,,"[23.2, 16.9]",9602,44,,,,,-0.85094124,,Left Foot,,,,"[35.3, 3.1]",,Ground Pass,,18.353474,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,84,Barcelona,217,['28b3b4c0-60f0-42f0-8322-76ff7eccac20'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.327,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.402176,,,,,,,,,,,,d9404546-57db-48d8-b826-0c2159c8c604,1899,,"[44.5, 2.9]",9602,44,,,,,1.8555268,,Left Foot,,,,"[38.5, 23.4]",,Ground Pass,,21.36001,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,84,Barcelona,217,['40ed1725-3c4d-4bf9-a59d-a173c5e6560c'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:44:41.300,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.623345,,,,,,,,,,,,1cbda3a6-35c9-4cca-b08f-3cb6b8a67ad7,1901,,"[38.5, 23.4]",9602,44,,True,,,1.6340032,,Right Foot,,,,"[37.5, 39.2]",,Ground Pass,,15.831614,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,84,Barcelona,217,['67cece4d-8c4d-42ce-8b5f-cb40f983d679'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:44:45.258,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.242465,,,,,,,,,,,,7895fd83-0bac-4fcb-848b-958e2f4fb45c,1903,,"[56.1, 50.0]",9602,44,,,,,0.99820673,,Right Foot,,,,"[63.9, 62.1]",,Ground Pass,,14.39618,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,84,Barcelona,217,['1e359d60-8cf3-47ce-b27a-1ebc2c855406'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:44:47.323,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.066672,,,,,,,,,,,,4d6ad5d2-f625-4159-834d-e2ecc117c7bb,1906,,"[63.9, 61.9]",9602,44,,,,,0.87964547,,Left Foot,,,,"[73.0, 72.9]",,Ground Pass,,14.276204,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,84,Barcelona,217,['03892c45-8a44-440c-9800-2204ccae25c5'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:44:48.880,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.05906,,,,,,,,,,,,ea9ca6cf-f727-4ca1-aedf-ee33e1741bf4,1909,,"[82.2, 71.6]",9602,44,,,,,-0.13124126,,Right Foot,,,,"[107.2, 68.3]",,Ground Pass,,25.21686,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,84,Barcelona,217,['2154b674-9aa7-47fb-a9b8-3c6354c884f3'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:44:51.600,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.699755,,,,,,,,,,,,7180ea08-09bf-44db-b77a-77c797fbdb66,1912,,"[104.3, 69.7]",9602,44,,,,,-2.7919855,,Right Foot,,,,"[85.1, 62.7]",,Ground Pass,,20.436243,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Gerard Deulofeu Lázaro,3726.0,Right Wing,84,Barcelona,217,['78835c5d-f4ab-49bc-a809-f54ce7479b31'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:44:56.000,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.960745,,,,,,,,,,,,103701ec-306a-4d60-a1f2-274a9780336a,1914,,"[85.1, 62.7]",9602,44,,,,,0.6049024,,Left Foot,,,,"[93.2, 68.3]",,Ground Pass,,9.847335,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,84,Barcelona,217,['72fb1f0b-b630-48f2-810c-1e99644cc221'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:44:57.699,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.98719,,,,,,,,,,,,438f0a38-ae13-4de2-8daf-422df7680a2f,1917,,"[93.2, 68.3]",9602,44,,,,,-2.3813148,,Right Foot,,,,"[83.0, 58.6]",,Ground Pass,,14.075866,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,84,Barcelona,217,['22dafbdc-49a7-4367-8f1a-0d337ada80c5'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.240,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.890365,,,,,,,,,,,,1333e422-7bb4-4721-90c5-8ee3bc555b30,1920,,"[76.8, 48.4]",9602,45,,,,,-0.8313023,,Left Foot,,,,"[90.3, 33.6]",,Ground Pass,,20.032225,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,84,Barcelona,217,['1cdbaa83-233c-4b79-b662-013a0572ba62'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:45:01.929,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.616256,,,,,,,,,,,,58d8e4de-6baa-4de2-907a-956721bc1a2d,1929,,"[120.0, 0.1]",9602,46,,,,,1.8497838,,Right Foot,,,,"[114.5, 19.3]",,Low Pass,True,19.97223,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,86,Barcelona,217,['93646b4e-9e28-4255-b649-07d9d84ecbb1'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:46:30.402,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.211739,,,,,,,,,,,,7da606a9-6661-4944-ba6b-52fae12b745f,1936,,"[7.0, 44.1]",9602,47,,,,,0.0998286,,Right Foot,,,,"[68.9, 50.3]",,High Pass,,62.209724,,Unknown,,,,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,87,Getafe,216,,1,,,,,,,,,,,,,,,,,Getafe,216,00:47:01.773,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.173991,,,,,,,,,,,,a78d4300-87f2-46f1-89f5-bb03f7117326,1942,,"[60.0, 40.0]",9602,45,,,,,-2.1910458,,Right Foot,,,,"[58.0, 37.2]",,Ground Pass,,3.4409301,,,,Markel Bergara Larrañaga,6633.0,,,,,Kick Off,2,From Kick Off,Gaku Shibasaki,5693.0,Center Attacking Midfield,88,Getafe,216,['c211be70-1336-43cc-ad91-7dabf3da5005'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.949,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.25124,,,,,,,,,,,,5e065de5-d347-4f46-bd08-62967648e3a8,1945,,"[57.8, 36.5]",9602,45,,,,,-3.1287727,,Right Foot,,,,"[42.2, 36.3]",,Ground Pass,,15.601282,,,,Juan Torres Ruiz,6861.0,,,,,,2,From Kick Off,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,88,Getafe,216,['66a2a7cc-8b58-4120-9a5d-1e74ba6d3c29'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.289,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.922437,,,,,,,,,,,,9ce06048-0deb-4374-82bc-026ca069b49c,1948,,"[42.0, 38.4]",9602,45,,,,,0.8458028,,Right Foot,,,,"[75.4, 76.1]",,High Pass,,50.367153,,,,Fayçal Fajr,5724.0,,,,,,2,From Kick Off,Juan Torres Ruiz,6861.0,Left Center Back,88,Getafe,216,['0029830a-1240-487f-8221-69d59d57d472'],3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.918,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.638457,,,,,,,,,,,,b78aab0f-49dd-4e5a-9447-7059a4dd3cca,1950,,"[76.6, 77.4]",9602,45,,,,,-1.217806,,Head,,,,"[82.2, 62.2]",,High Pass,,16.198765,,,,Jorge Molina Vidal,6630.0,,,,,,2,From Kick Off,Fayçal Fajr,5724.0,Right Wing,88,Getafe,216,['f9fac580-afb0-464a-b82d-51035962643d'],6,,,,,,,,,,,,,,,,,Getafe,216,00:00:06.881,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.236049,,,,,,,,,,,,3fa21dc3-0597-4262-a081-fb4b54543ea0,1954,,"[78.8, 66.5]",9602,45,,,,,2.6671927,,Right Foot,,,,"[67.7, 72.2]",,Ground Pass,,12.477981,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,2,From Kick Off,Jorge Molina Vidal,6630.0,Center Forward,88,Getafe,216,"['3a193039-8679-4e31-ab54-044b4e46c117', 'a1015111-d685-4199-a80b-e36c4cacbcfe']",9,,,,,,,,,,,,,,,,,Getafe,216,00:00:09.470,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.010861,,,,,,,,,,,,29fee4ca-c724-406a-b806-072239c94739,1958,,"[68.3, 71.4]",9602,45,,,,,-0.76201063,,Right Foot,,,,"[85.8, 54.7]",,Ground Pass,,24.189667,,Incomplete,,Gaku Shibasaki,5693.0,,,,,,2,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Right Back,88,Getafe,216,"['a9a2e214-c190-451d-b178-59eb82c9fa32', 'b7fa0d84-d322-4f2d-8630-e80ec805d666', 'dbf0d74b-f639-4969-813d-397adaec8fd3']",10,,,,,,,,,,,,,,,,,Getafe,216,00:00:10.786,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.2839,,,,,,,,,,,,b7fa0d84-d322-4f2d-8630-e80ec805d666,1960,,"[34.3, 25.4]",9602,45,,,,,-0.44452733,,Right Foot,,,,"[70.2, 8.3]",,High Pass,,39.764557,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Interception,2,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,88,Getafe,216,"['29fee4ca-c724-406a-b806-072239c94739', '6c8365bc-3521-4e3b-a241-15eea28c850a', '7b4cced2-ddfb-4c63-b497-5657fb0b8c61']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.797,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.508262,,,,,,,,,,,,7b4cced2-ddfb-4c63-b497-5657fb0b8c61,1963,,"[49.9, 71.8]",9602,45,,,,True,-0.28913257,,,,,,"[65.7, 67.1]",,High Pass,,16.484236,,,,Markel Bergara Larrañaga,6633.0,,,,,Recovery,2,From Kick Off,Djené Dakonam Ortega,6634.0,Right Center Back,88,Getafe,216,"['62ed489e-dc8e-4555-8e13-352a16dfa89d', 'ab7ec076-e12a-4a5a-aa29-4c182b2b0e82', 'b7fa0d84-d322-4f2d-8630-e80ec805d666']",14,,,,,,,,,,,,,,,,,Getafe,216,00:00:14.081,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.222684,,,,,,,,,,,,00169b27-9ac8-4b16-9ddf-0ae150ce415c,1965,,"[64.9, 67.7]",9602,45,,,,,0.30161905,,Head,,,,"[73.9, 70.5]",,High Pass,,9.425497,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,2,From Kick Off,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,88,Getafe,216,"['1637c49c-1407-47ab-9d11-df2070814844', '3d078fe8-103b-491e-9ce1-fe0a1899397d']",15,,,,,,,,,,,,,,,,,Getafe,216,00:00:15.629,Pass,,2017/2018
,,,,,,,,,,,True,,,,,,1.239915,,,,,,,,,,,,1637c49c-1407-47ab-9d11-df2070814844,1967,,"[46.2, 9.6]",9602,45,,,,,1.3995917,,Left Foot,,,,"[49.9, 31.0]",,High Pass,,21.717505,,,,Ivan Rakitić,5470.0,,,,,Interception,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,89,Barcelona,217,"['00169b27-9ac8-4b16-9ddf-0ae150ce415c', 'fbdfd4f3-38d8-4c71-9d04-fa30c770380d']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.852,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.050982,,,,,,,,,,,,0d397a1c-132f-4010-9492-2bc5a773eb03,1970,,"[49.9, 31.0]",9602,45,,,,,-1.3711125,,Other,,,,"[51.6, 22.6]",,Low Pass,,8.570297,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,89,Barcelona,217,['488e0146-9b60-4e38-84ed-f7e421c842af'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.981,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.133107,,,,,,,,,,,,18bfe57b-d01f-41d7-83e4-cabc59f1c435,1972,,"[51.4, 22.6]",9602,45,,,,,2.124016,,Right Foot,,,,"[33.8, 51.1]",,Low Pass,,33.496418,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,89,Barcelona,217,['742e1c60-d0c2-44f8-92ec-1987bcd1750e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.032,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.995543,,,,,,,,,,,,46a8f952-1194-4c4c-8ad9-0df85f6f5489,1975,,"[37.0, 58.1]",9602,45,,,,,0.957589,,Right Foot,,,,"[50.3, 77.0]",,Ground Pass,,23.110603,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,89,Barcelona,217,['84e5d574-f5bc-488e-9363-e9f9d6ee2807'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.210,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.910153,,,,,,,,,,,,4878e3a8-06d0-4214-8881-481062087b4c,1978,,"[56.5, 76.3]",9602,45,,,,,-2.3477914,,Right Foot,,,,"[44.7, 64.3]",,Ground Pass,,16.829735,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,89,Barcelona,217,['6ad2262d-12ab-4d7e-8be5-84f08e8cf561'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.557,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.837093,,,,,,,,,,,,4900b0c6-a78e-4c37-b07f-1af742f98bfa,1981,,"[50.5, 50.0]",9602,45,,,,,-1.6012437,,Right Foot,,,,"[49.9, 30.3]",,Ground Pass,,19.709135,,,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,89,Barcelona,217,['d1647a7c-277e-4600-a9f7-bc85478699d0'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.567,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.577377,,,,,,,,,,,,cda37bc2-179e-4bd2-9869-7f6dfc6d2006,1984,,"[67.6, 16.6]",9602,45,,,,,-0.611497,,Right Foot,,,,"[85.0, 4.4]",,Ground Pass,,21.250883,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,89,Barcelona,217,['31090b55-bcc1-4602-bf8d-f820897bea28'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.545,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.251896,,,,,,,,,,,,c8f22312-a7f0-4d1a-a814-9250191432eb,1987,,"[87.7, 5.3]",9602,45,,,,,1.01106,,Left Foot,,,,"[97.6, 21.1]",,Ground Pass,,18.645374,,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,89,Barcelona,217,['ab854338-8de5-4f15-b46b-f96ae25f7d9b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.572,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.981554,,,,,,,,,,,,74164b4d-f36a-4281-acf9-508ded85f9cd,1995,,"[28.9, 73.7]",9602,45,,,,,-0.49651557,,Right Foot,,,,"[63.6, 54.9]",,High Pass,,39.465553,,,,Gaku Shibasaki,5693.0,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Wing,89,Barcelona,217,['bd0136d8-4670-44ef-bcab-e8b7f0c6b47d'],42,,,,,,,,,,,,,,,,,Getafe,216,00:00:42.844,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.880226,,,,,,,,,,,,c4ebc6f4-e7c1-4613-96db-97a6801f60a6,1999,,"[54.2, 0.1]",9602,45,,True,,,1.5126096,,,,,,"[54.8, 10.4]",,Low Pass,,10.317461,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,90,Barcelona,217,['fbfcaa12-1d2a-4e5e-8701-0848d3f58f34'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.763,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.237835,,,,,,,,,,,,f60bb177-fa8c-487e-9539-25b096966a21,2001,,"[42.8, 40.4]",9602,45,,,,,1.0014831,,Right Foot,,,,"[49.2, 50.4]",,Ground Pass,,11.872658,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,90,Barcelona,217,['e11a650b-d2f7-4098-be8c-04b471f47411'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.289,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.750262,,,,,,,,,,,,6726f24a-002d-4bb9-bcee-85caa26e1a61,2005,,"[65.3, 47.4]",9602,46,,,,,-1.9756881,,Right Foot,,,,"[62.3, 40.4]",,Ground Pass,,7.615773,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,90,Barcelona,217,['b2eefb16-735c-4b36-9627-e663bfa5ea44'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.724,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.296096,,,,,,,,,,,,263d6787-2b9a-4431-bc64-7ac669eae652,2008,,"[69.1, 43.8]",9602,46,,,,,-0.03099782,,Right Foot,,,,"[82.0, 43.4]",,Ground Pass,,12.9062,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,90,Barcelona,217,['00b56380-4207-492b-be90-d8c226f9ea55'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.670,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.598718,,,,,,,,,,,,ed4d6bf7-e8fa-48e0-8f9d-8f3cac001b7f,2011,,"[81.8, 40.8]",9602,46,,,,,-0.16514868,,Right Foot,,,,"[92.0, 39.1]",,Ground Pass,,10.340696,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,90,Barcelona,217,['3c75c245-aed0-4d11-bda7-358dea3bb7b0'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.744,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.91805,,,,,,,,,,,,14cae1a6-edca-4a53-974f-e2fa4703945d,2017,,"[20.4, 52.6]",9602,46,,,,,0.41255575,,Right Foot,,,,"[56.5, 68.4]",,High Pass,,39.40622,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,2,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,90,Barcelona,217,"['560e5b32-32da-4fcf-b8b0-e223b829b0cc', '6bd56879-e6e4-41af-9413-19311b0a0cee', 'ff8a6d7c-840b-4c17-bec8-6e31e084fa2a']",9,,,,,,,,,,,,,,,,,Getafe,216,00:01:09.886,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.401542,,,,,,,,,,,,efd2ccbd-8a4c-419d-9e9e-e6def626732f,2023,,"[41.3, 80.0]",9602,46,,,,,-0.31733233,,,,,,"[61.7, 73.3]",,High Pass,,21.472075,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,Throw-in,2,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,91,Getafe,216,"['659584d3-cf9e-4484-b3c4-8e40d408da64', 'f6fae075-ad33-4497-acb8-5a86049e28d7']",36,,,,,,,,,,,,,,,,,Getafe,216,00:01:36.953,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.058248,,,,,,,,,,,,659584d3-cf9e-4484-b3c4-8e40d408da64,2025,,"[58.4, 6.8]",9602,46,,,,,0.998991,,Head,,,,"[72.3, 28.4]",,High Pass,,25.685987,,Incomplete,,Gerard Deulofeu Lázaro,3726.0,,,,,Interception,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,91,Getafe,216,"['04cdcc88-a677-48a6-b59c-0a5983342ec8', '65b9a1ba-f582-45ab-9ac6-7d1900bd3b81', 'efd2ccbd-8a4c-419d-9e9e-e6def626732f']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.355,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.860562,,,,,,,,,,,,04cdcc88-a677-48a6-b59c-0a5983342ec8,2028,,"[47.8, 51.7]",9602,46,,,,True,1.2987286,,,,,,"[55.5, 79.3]",,High Pass,,28.65397,,Out,,Fayçal Fajr,5724.0,,,,,Recovery,2,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,91,Getafe,216,"['659584d3-cf9e-4484-b3c4-8e40d408da64', 'db097d33-70f5-4eff-9a9f-c9548082a499', 'e4330acb-8647-45d6-8087-7255d7ac8511']",40,,,,,,,,,,,,,,,,,Getafe,216,00:01:40.413,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.749172,,,,,,,,,,,,dca18361-be82-49ec-83c8-f0ea43e6f4b3,2030,,"[62.5, 0.1]",9602,46,,,,,1.4072225,,,,,,"[64.2, 10.4]",,Low Pass,,10.439348,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,92,Barcelona,217,['3846b015-be99-4241-ab78-8f1ea5e88db5'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.382,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.978013,,,,,,,,,,,,23d4e4cc-6467-4a52-b098-520f46169b3a,2032,,"[64.2, 10.4]",9602,46,,,,,-2.5506747,,Right Foot,,,,"[56.3, 5.1]",,Ground Pass,,9.513149,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,92,Barcelona,217,['12c4353f-45ef-4492-9ecb-7f2cdf175824'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.132,Pass,,2017/2018
