bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e7ca4d9-2205-4fbd-8ecc-e716178164b2,2932,,"[86.5, 13.2]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,140,Barcelona,217,['13dca166-8c9a-469f-92bf-59dcb4107784'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.161,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01596233-f5b7-401c-a379-fcefa8a06bf4,2935,,"[78.1, 18.3]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Denis Suárez Fernández,6609.0,Left Center Midfield,140,Barcelona,217,['4772a38f-3341-42e9-bbd0-c88f9811ea52'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.783,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b70fef19-a18d-4a10-ba64-60e12a3778f5,2939,,"[69.1, 22.6]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,140,Barcelona,217,['8efbae4d-44e1-4b80-8346-d3488fa590a9'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:28:46.116,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50586dcc-6ee8-4540-b12e-862c2113bb4f,2941,,"[73.4, 27.5]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Denis Suárez Fernández,6609.0,Left Center Midfield,140,Barcelona,217,['7bd8d1e0-0eee-4bd0-9d56-884d1a039acd'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:28:47.035,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ea5dc7c-4d89-4579-a541-00370ff8b2c8,2951,,"[71.1, 75.0]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,140,Barcelona,217,['b6c1dda4-4abb-4fee-afe6-e3c8334594d5'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:28:54.328,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe3a15f0-20d9-4cd3-998e-8984f90f1f99,2954,,"[69.8, 64.6]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,140,Barcelona,217,['03e8d8cf-c002-46c8-8a9f-1be96e9b61fd'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.105,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763c1fb6-552c-4cf4-b8db-4c93b96c4ddd,2957,,"[71.1, 48.3]",9602,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,140,Barcelona,217,['39d2467e-661a-437e-ad7d-12f69d43ec33'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:28:58.835,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f2dc4a9-e4fc-453c-9171-fabd3cc0f66c,2960,,"[76.6, 31.0]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Denis Suárez Fernández,6609.0,Left Center Midfield,140,Barcelona,217,['149c0965-7660-4c12-92de-3aeb9dcb325a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:29:00.579,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454074fd-de9e-494d-8c2b-89e103bec67f,2963,,"[93.5, 30.8]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,140,Barcelona,217,['3ba8efaf-f8a4-4684-8558-6b62ef970583'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:29:03.299,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d7fe294-72a7-4f43-bd7d-bad3a3b6040c,2967,,"[88.8, 53.9]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,140,Barcelona,217,['d5524177-2668-4ac0-bfbb-d81c1e7891b5'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:29:05.542,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c1d29f8-5388-41d2-8667-42280adcfcaf,2970,,"[97.6, 58.1]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,140,Barcelona,217,['479e2dc2-acb6-4578-8b6a-13b041cfa6e3'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:29:07.407,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,92a9b2ca-b4cb-422f-af8b-56404aef9928,2973,,"[107.2, 57.3]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,140,Barcelona,217,['a8631519-9464-4c69-b567-d1065c00b922'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:29:11.200,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16605645-278f-4992-910b-14d5c74d5ac1,2976,,"[86.9, 74.0]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,141,Barcelona,217,['ac4fefac-b50b-4ee2-881a-8c406c22f9e9'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:29:18.669,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78b3968a-8bde-4b7b-acea-98ce42eee6f7,2979,,"[83.0, 78.9]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,141,Barcelona,217,"['6c9f17af-cfcf-4547-bcf0-0ae2a1615356', 'f337616a-2d96-4d70-b722-8abe5c01b2a9']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.716,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dae32be5-8c5c-45cd-9748-3515512e0986,2990,,"[54.4, 7.6]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jorge Molina Vidal,6630.0,Right Center Forward,141,Barcelona,217,"['151953c7-106c-4dd4-80af-5607cc9e6507', 'c01ffba9-fb09-479d-8c46-f04231255af1']",26,,,,,,,,,,,,,,,,,Getafe,216,00:29:26.587,Ball Receipt*,True,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a39f4c23-8f59-4eb0-a7b3-04936d1ded53,2995,,"[104.7, 45.3]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Álvaro José Jiménez Guerrero,6864.0,Right Midfield,142,Getafe,216,['b98d35b9-8cae-4072-813a-973abbfa309e'],52,,,,,,,,,,,,,,,,,Getafe,216,00:29:52.336,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1aec6c2-3371-446b-96a2-25102ed958bd,2999,,"[21.9, 31.8]",9602,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,142,Getafe,216,['2d778347-a4a2-49ed-9969-34677570b7f8'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:29:56.527,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146b6c6-a1d6-483d-b146-ea0603516e0d,3002,,"[105.1, 13.4]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,142,Getafe,216,['e58d70d1-aafb-4eeb-924a-81bf4627e585'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:30:08.393,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,517c688c-4cef-423f-a205-85f644fa1364,3006,,"[83.7, 52.1]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jorge Molina Vidal,6630.0,Right Center Forward,142,Getafe,216,['3705e01a-4ecc-4001-bdfe-e58218f4cde2'],24,,,,,,,,,,,,,,,,,Getafe,216,00:30:24.122,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96092fc0-488a-42e5-8280-85e767dcfce5,3009,,"[42.0, 31.6]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,143,Barcelona,217,"['36b2e512-6f15-4771-a4e1-cfe198368fba', '623dfa6e-e217-4bbd-8eec-061ed5d32ab9']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:30:25.812,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e2d9f23-82fb-4658-ab09-d28a12174ba2,3013,,"[64.0, 34.8]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,143,Barcelona,217,"['6435ef67-75dc-4254-bcb8-7cf00dc257ba', 'fd0e575d-ca09-4442-8a08-bad549f80986']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:30:28.600,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a915b6b8-a968-4080-b0f5-4b78e0b612ee,3016,,"[76.0, 20.7]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,143,Barcelona,217,['d8fda7ff-62dd-4603-9669-872dee7e27dc'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:30:31.115,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e90e8ae-541a-4b7d-8df9-4ac5a179d31e,3019,,"[84.3, 26.3]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,143,Barcelona,217,['68f7a8dd-d40a-450b-97ff-ed0d5446880b'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:30:35.315,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67a57d12-8128-4cb8-97e4-d52b22ae5354,3023,,"[107.6, 26.5]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,143,Barcelona,217,['6a8c1bfa-e219-4544-a146-ec561a64750d'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:30:39.630,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16fcee0a-8ea7-466c-bee2-21bb800bb053,3036,,"[99.1, 77.8]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,143,Barcelona,217,['292f875c-eb6e-4d53-84ed-b1d31afed661'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:30:49.320,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a255ed1-357d-45ee-9617-dccfa220176d,3039,,"[88.8, 75.2]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,143,Barcelona,217,['bc8039c4-d857-49f5-8426-01a3b4b79e50'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:30:52.001,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09de63d7-0c05-437b-b08d-144a06f863ac,3042,,"[82.2, 53.0]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,143,Barcelona,217,['3c632e03-b98a-49ca-8593-dacfcf988c6a'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:30:55.309,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,02c5569a-242f-4831-ac1b-0f77d58e8c08,3045,,"[84.7, 59.0]",9602,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,143,Barcelona,217,['9f55943a-7bba-432d-ac4f-ba2b8e05abf6'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:30:57.182,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90520e29-cadb-44f2-a28e-a84401d1acd8,3053,,"[77.0, 56.4]",9602,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,143,Barcelona,217,['317cc770-b7b2-421b-a1fb-be79969a44bc'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:31:05.278,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627dcb91-a734-4b04-8a4c-b461ca0119b6,3056,,"[107.4, 13.9]",9602,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,143,Barcelona,217,['29f5602e-91c0-4fad-9ba2-d17218289523'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:31:09.355,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900583-1b10-4457-b76d-c2f4b44dc305,3062,,"[86.3, 52.3]",9602,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jorge Molina Vidal,6630.0,Right Center Forward,144,Getafe,216,['b6e9f8bf-1288-4e13-ab87-a92427c25d81'],56,,,,,,,,,,,,,,,,,Getafe,216,00:31:56.560,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8c9a026-424d-4df2-80fa-eb81d83fc050,3068,,"[40.0, 32.5]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,144,Getafe,216,['f3bfe1d6-88e8-4884-a4e4-0aee965692cf'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.122,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce5957c6-0086-404d-9c50-f109ba339925,3070,,"[89.0, 54.9]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Álvaro José Jiménez Guerrero,6864.0,Right Midfield,144,Getafe,216,['865b1298-d852-41af-a0f4-2e35193a2354'],2,,,,,,,,,,,,,,,,,Getafe,216,00:32:02.165,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140bafa6-e50b-4167-bacb-dfb7c7b8910a,3074,,"[37.3, 7.2]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,145,Barcelona,217,['4873e065-5d17-4a8d-a780-1f998b4f7c84'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:32:03.786,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,68f3f17e-4175-4b40-9028-0e4e7819deff,3078,,"[45.8, 8.3]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,145,Barcelona,217,['49ffa8bb-51b4-4272-90e6-d09e84e2564d'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:32:04.651,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb166961-2eff-41de-86e3-90df2275d700,3081,,"[31.3, 10.0]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,146,Barcelona,217,['0dd8b4c4-eea6-435b-8256-fb46e901c8d1'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:32:18.972,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01bc9054-5996-4122-956c-dcac293b9b10,3084,,"[37.3, 49.8]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,146,Barcelona,217,['8a2b0d51-682a-4ef1-8c36-5ce3a61a0251'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:32:21.858,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840838da-7fa9-4ddb-8f85-f4c83e5f41e2,3087,,"[55.0, 53.0]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,146,Barcelona,217,['7c1f8715-b5bd-404c-b4df-33922ba87129'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:32:24.819,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3687850-af3f-4b8e-8e99-1b89eeae44d3,3091,,"[46.5, 50.2]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,146,Barcelona,217,['30762c3a-c5c8-48b1-ad3b-cc3ad77a1803'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:32:29.423,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7c00a35-3a5d-4fe5-af6f-effc0b3af57d,3094,,"[85.8, 78.0]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,146,Barcelona,217,['50c7c0ab-f4f5-470d-bb53-09e61a3e389a'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:32:35.250,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a33b43f-488f-4b83-9236-4b42d904b1be,3096,,"[86.5, 58.6]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,146,Barcelona,217,['13dee84b-635e-4fbd-a407-1c9e30f939a7'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:32:36.670,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82c43e50-1060-43a6-a088-be9f7f028996,3099,,"[93.9, 59.6]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,146,Barcelona,217,['b41f5374-a299-435a-8fb7-0e2681364e2c'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:32:37.210,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3440498-81ec-448d-b8af-dfd3560145a0,3102,,"[106.6, 48.9]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,146,Barcelona,217,['40d16de1-ef09-46f6-bec7-9aac3a4784a4'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:32:39.873,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7d8dd15-889c-435d-b01d-ad50f237d6db,3105,,"[8.2, 36.9]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,147,Getafe,216,"['70b86578-5acc-40ed-adeb-ca1082fdc61a', 'b7e4bd9c-9f11-4866-ad13-23eeb51321b5']",40,,,,,,,,,,,,,,,,,Getafe,216,00:32:40.852,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dec2d012-c4f3-466b-abe7-594004a8392c,3108,,"[83.3, 65.8]",9602,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jorge Molina Vidal,6630.0,Right Center Forward,147,Getafe,216,['bc965723-8637-4b53-aab3-ed27c8b24a12'],55,,,,,,,,,,,,,,,,,Getafe,216,00:32:55.103,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab821891-7455-4578-80a2-cd8802512c0f,3112,,"[116.6, 67.7]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Left Center Forward,147,Getafe,216,['58974133-16f6-41a2-8bca-931462219065'],0,,,,,,,,,,,,,,,,,Getafe,216,00:33:00.117,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a894a771-4d3e-48d5-85c3-dcf2e7febd36,3114,,"[9.5, 15.4]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,148,Barcelona,217,['c5cefc9b-b342-46fb-8fa7-770642d1a5d7'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.714,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929ac7aa-9559-4d45-9c85-bb8853936eba,3116,,"[31.1, 7.0]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,148,Barcelona,217,['a52a36d6-1700-4529-8ead-6f97a5a090eb'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:33:14.938,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943a7118-6383-4bc9-b4c5-d48360fbcd39,3118,,"[24.9, 12.8]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,148,Barcelona,217,['7f67930a-8ef4-4fec-b06f-571e69727813'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:33:16.384,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b374ca4-3a6f-4d0c-9e92-904c16e718e0,3121,,"[28.5, 30.5]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,148,Barcelona,217,['8696871a-c40e-4c5d-89fb-5ae07e5517ec'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:33:18.729,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b541bc27-cbde-44ae-8213-4776e3bc46dd,3124,,"[48.0, 50.2]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,148,Barcelona,217,['64b80f79-cc07-4edd-9ba2-00c2dd8b1b54'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:33:22.286,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd0f4ba9-ad53-4cbb-9bef-eac5463d780d,3127,,"[52.2, 75.5]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['7ce81208-970f-4cc6-bfb5-57f179f5e805'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:33:24.788,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5af2fc7-e714-4767-a645-8d24e982ad7c,3130,,"[59.1, 79.3]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,148,Barcelona,217,['6fc847b3-dd40-4c96-b25e-def8599b8372'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.805,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f952c9ac-6d64-4cee-b4ea-0c9171bb07a8,3132,,"[52.4, 75.2]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,148,Barcelona,217,['8d6a9c00-19b4-4481-8732-8c25a674a5e1'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:33:27.634,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d90056b3-a964-472c-b9f1-56b171d56fa2,3134,,"[43.5, 58.8]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['1854c57c-bd8e-4706-bfb7-fcc3b9f4701d'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:33:30.358,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f77b6bc-a2cf-4ec8-be49-877ab6d8693d,3136,,"[56.1, 77.4]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,148,Barcelona,217,['83998b7c-4839-4c38-963d-c86b99e416de'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:33:33.582,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,56a7ed18-4f7c-428e-9b02-3398547383a9,3139,,"[94.8, 64.3]",9602,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gerard Deulofeu Lázaro,3726.0,Right Wing,148,Barcelona,217,['882c09b0-7ee0-4d9c-8a69-28f34d2b4927'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:33:36.557,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e5bf4b7-39f6-4846-82ce-c9eed608ad95,3144,,"[43.9, 68.8]",9602,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Denis Suárez Fernández,6609.0,Left Center Midfield,150,Barcelona,217,['a0d5d5c1-ba93-4110-a2c3-3a47f9f70e7f'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:34:25.477,Ball Receipt*,,2017/2018
