50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.605398,,,,,,,,,,,6872a32a-9a34-423a-9dd4-8a965d5c1366,3677,,"[12.9, 20.7]",16131,89,,,,-0.27223578,,Right Foot,,,,"[36.9, 14.0]",,High Pass,24.917664,,,Pablo Ezequiel De Blasis,8555.0,,,,,Recovery,2,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,176,Eibar,322,"['3f2b55b7-131f-4d84-8ab2-bf7f0e6bac33', '8b4e4581-dfb6-4a4d-9992-fffc0ae92d49']",42,,,,,,,,,,,,,,,,,Eibar,322,00:44:42.166,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.495669,,,,,,,,,,,6be8a9fb-30c8-44c7-85a1-325dc6500b05,3683,,"[51.5, 0.1]",16131,90,,,,0.8309806,,,,,,"[65.1, 15.0]",,Low Pass,20.173498,,,Marc Cardona Rovira,13108.0,,,,,Throw-in,2,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,177,Eibar,322,['7da9b5a1-b40c-4e5c-83b0-5ddda0a478d4'],3,,,,,,,,,,,,,,,,,Eibar,322,00:45:03.289,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.386089,,,,,,,,,,,0c58044a-bbe9-48bb-90a2-a4c0f496f1e3,3687,,"[68.6, 29.4]",16131,90,,,,2.7287488,,Left Foot,,,,"[56.5, 34.7]",,Ground Pass,13.209845,,,Papa Kouly Diop,6867.0,,,,,,2,From Throw In,Marc Cardona Rovira,13108.0,Center Forward,177,Eibar,322,['0f29f9f1-98ad-4b77-a781-6cda250853af'],7,,,,,,,,,,,,,,,,,Eibar,322,00:45:07.014,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.076055,,,,,,,,,,,327d1de5-666f-4e59-bfcc-aa0a832b1967,3689,,"[56.5, 34.7]",16131,90,,,,1.2905483,,Left Foot,,,,"[64.3, 61.8]",,Ground Pass,28.200178,,,Rubén Peña Jiménez,6710.0,,,,,,2,From Throw In,Papa Kouly Diop,6867.0,Right Defensive Midfield,177,Eibar,322,['b385cf05-977e-4a9e-9f00-c91a5fb7c205'],8,,,,,,,,,,,,,,,,,Eibar,322,00:45:08.400,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.219861,,,,,,,,,,,634cca2f-f2d7-4dac-baa8-9ced5fd5c753,3692,,"[79.8, 63.7]",16131,90,,,,-2.3224993,,Right Foot,,,,"[71.2, 54.5]",,Ground Pass,12.593649,,,Papa Kouly Diop,6867.0,,,,,,2,From Throw In,Rubén Peña Jiménez,6710.0,Right Back,177,Eibar,322,['4cd3d8df-6993-42e6-9b6a-5dd5d7d34100'],13,,,,,,,,,,,,,,,,,Eibar,322,00:45:13.676,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,5619fb46-8b31-4dcf-a19c-3735f63dd2e4,3695,,"[71.6, 53.3]",16131,90,,,,-1.5310163,,Right Foot,,,,"[72.4, 33.2]",,Ground Pass,20.115913,,,Joan Jordán Moreno,6701.0,,,,,,2,From Throw In,Papa Kouly Diop,6867.0,Right Defensive Midfield,177,Eibar,322,['f820d958-d461-4ca8-90dd-b989ff613843'],16,,,,,,,,,,,,,,,,,Eibar,322,00:45:16.096,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.685002,,,,,,,,,,,7af89396-1d0a-4eaa-b7ae-9c5615b2ffb1,3698,,"[72.4, 31.3]",16131,90,,,,-1.3813162,,Right Foot,,,,"[76.6, 9.4]",,Ground Pass,22.299103,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Throw In,Joan Jordán Moreno,6701.0,Left Defensive Midfield,177,Eibar,322,['09d2d406-24df-41fb-8f3e-9c1979a40320'],17,,,,,,,,,,,,,,,,,Eibar,322,00:45:17.696,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.439324,,,,,,,,,,,6a6b5a1d-7276-419a-bac5-f1e001f208f8,3701,,"[83.0, 8.1]",16131,90,,,,0.8893169,,Left Foot,,,,"[97.6, 26.1]",,Ground Pass,23.176712,,,Enrique García Martínez,6711.0,,,,,,2,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,177,Eibar,322,['e3f926a6-4b08-49cf-b152-44b237a22a4a'],20,,,,,,,,,,,,,,,,,Eibar,322,00:45:20.741,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.811673,,,,,,,,,,,c8a8990d-fc07-4436-9554-3fb59040d0f6,3704,,"[97.6, 26.7]",16131,90,,,,-1.174557,,Left Foot,,,,"[105.8, 7.1]",,Ground Pass,21.246176,,,Pablo Ezequiel De Blasis,8555.0,,,,,,2,From Throw In,Enrique García Martínez,6711.0,Center Attacking Midfield,177,Eibar,322,['1a4fc8ec-4073-49f2-a954-3bb6bfcd6b3c'],23,,,,,,,,,,,,,,,,,Eibar,322,00:45:23.509,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.617743,,,,,,,,,,,01fe95d1-82b8-4e19-80c9-9735aa09279e,3707,,"[110.3, 16.4]",16131,90,,,,2.0818536,,Left Foot,,,,"[104.3, 27.1]",,Ground Pass,12.267437,Incomplete,,Joan Jordán Moreno,6701.0,,,,,,2,From Throw In,Pablo Ezequiel De Blasis,8555.0,Left Wing,177,Eibar,322,"['17b5b27d-22c2-4ace-9e5e-6e59b71520f9', 'cf77c858-57ab-4151-a780-46823b468e49']",26,,,,,,,,,,,,,,,,,Eibar,322,00:45:26.648,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.458918,,,,,,,,,,,1427af73-2175-4663-b518-c20c51077f2d,3714,,"[97.0, 20.5]",16131,90,,,,-2.3127437,,Left Foot,,,,"[92.6, 15.7]",,Ground Pass,6.511528,,,José Ángel Valdés Díaz,6705.0,,,,,,2,From Throw In,Joan Jordán Moreno,6701.0,Left Defensive Midfield,177,Eibar,322,"['3630c9ff-d02a-43d3-8a46-385b5ff4ae9c', '8b6b5799-20de-4a9b-ba33-ad9afc66c4d2']",33,,,,,,,,,,,,,,,,,Eibar,322,00:45:33.148,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.057766,,,,,,,,,,,89141817-8653-4656-b366-5d52b08b1251,3716,,"[92.6, 15.6]",16131,90,,,,1.7463884,,Left Foot,,,,"[91.5, 21.8]",,Ground Pass,6.2968245,,,Joan Jordán Moreno,6701.0,,,,,,2,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,177,Eibar,322,"['8b6b5799-20de-4a9b-ba33-ad9afc66c4d2', 'e38ca08e-a504-4c26-8ff4-78a147d65896']",33,,,,,,,,,,,,,,,,,Eibar,322,00:45:33.607,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.134639,,,,,,,,,,,4036ac35-4a50-4af8-ae84-1a0db66859bf,3719,,"[90.0, 24.9]",16131,90,,,,1.7778323,4e4bf955-9a87-434a-938d-81b737415f49,Right Foot,,,,"[85.4, 46.8]",,Ground Pass,22.377892,,,Papa Kouly Diop,6867.0,True,,,,,2,From Throw In,Joan Jordán Moreno,6701.0,Left Defensive Midfield,177,Eibar,322,['8ad2f216-2bce-4a3a-84f2-c67aabef6a1d'],35,,,,,,,,,,,,,,,,,Eibar,322,00:45:35.138,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.168943,,,,,,,,,,,2162ff60-51f8-42b2-9b80-ffe82d14e374,3725,,"[120.0, 0.1]",16131,91,,,,1.7834413,7a56f616-b3cf-49b6-969c-c3312cbcfed4,Left Foot,,,,"[110.5, 44.1]",,High Pass,45.013885,,True,Anaitz Arbilla Zabala,6709.0,True,True,Outswinging,,Corner,2,From Corner,José Ángel Valdés Díaz,6705.0,Left Back,178,Eibar,322,['dd9aad3a-5801-4ee9-9a4b-ecc1d6695148'],2,,,,,,,,,,,,,,,,,Eibar,322,00:46:02.486,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.483944,,,,,,,,,,,932f030a-9830-4e7e-afdd-09a6d2ce459b,3730,,"[7.0, 44.1]",16131,91,,,,1.3800408,,Left Foot,,,,"[9.8, 58.6]",,Ground Pass,14.767871,,,Gerard Piqué Bernabéu,5213.0,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,179,Barcelona,217,['73e433e9-460b-471a-a150-1bc7c7a14024'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:46:16.156,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.448778,,,,,,,,,,,a39cda46-4de6-48e1-ac38-2ebab0390901,3733,,"[9.4, 67.6]",16131,91,,,,-0.7940186,,Right Foot,,,,"[20.9, 55.9]",,Ground Pass,16.405487,,,Ivan Rakitić,5470.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,179,Barcelona,217,['b0c77ace-28de-44b4-bfd7-7d4c3b2157bf'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:46:19.528,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.208831,,,,,,,,,,,8ce4f36b-a63e-4453-82db-0dac67ea68a2,3736,,"[32.3, 50.2]",16131,91,,,,-1.645383,,Right Foot,,,,"[28.9, 4.7]",,Ground Pass,45.626858,,,Clément Lenglet,6826.0,,True,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Left Defensive Midfield,179,Barcelona,217,['98abc9fb-6c22-43c4-b87b-c44d97a69acd'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:46:29.174,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.005438,,,,,,,,,,,4816e1b0-421d-4bb0-823c-9d422a98468b,3739,,"[28.9, 5.3]",16131,91,,,,0.5524936,,Left Foot,,,,"[42.2, 13.5]",,Ground Pass,15.62466,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,179,Barcelona,217,['3e27e9cd-49c5-4f75-8fa7-23c90701ff10'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:46:33.823,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.783074,,,,,,,,,,,d5d5b8d2-5fc1-45f2-96a8-da78e9e07fa5,3742,,"[48.5, 7.6]",16131,91,,,,1.2860659,,Right Foot,,,,"[52.1, 19.9]",,Ground Pass,12.816006,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Goal Kick,Philippe Coutinho Correia,3501.0,Left Midfield,179,Barcelona,217,['60d98330-d413-4c33-b6ab-be27e7f4e57c'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:46:36.735,Pass,,2018/2019
,,,,,,,,,,,,,,,,4.22591,,,,,,,,,,,b9c2be98-2f36-4f4e-be54-98b9c17e22c6,3749,,"[51.4, 26.0]",16131,91,,,,-0.001858734,,Right Foot,,,,"[105.2, 25.9]",,Ground Pass,53.800095,Incomplete,,Philippe Coutinho Correia,3501.0,,,Through Ball,True,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,179,Barcelona,217,"['ba729665-ef25-40e0-8439-9d422874c96c', 'ef77d818-7966-4b93-bc09-1902951e9663']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:46:40.366,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.132009,,,,,,,,,,,540c0245-adc1-4cbe-ad4c-c512fca9f3ab,3752,,"[13.4, 55.7]",16131,91,True,,,0.3258545,,Right Foot,,,,"[35.3, 63.1]",,Ground Pass,23.116444,,,Joan Jordán Moreno,6701.0,,,,,,2,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,179,Barcelona,217,['56c1e525-44f7-42c0-8105-13a5d8f4bcae'],52,,,,,,,,,,,,,,,,,Eibar,322,00:46:52.491,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.306234,,,,,,,,,,,9fb07c40-02c9-422d-9f94-c71fec8af190,3754,,"[54.3, 51.6]",16131,91,,,,0.38718408,,Right Foot,,,,"[64.6, 55.8]",,Ground Pass,11.123399,Incomplete,,,,,,,,,2,From Goal Kick,Joan Jordán Moreno,6701.0,Left Defensive Midfield,179,Barcelona,217,['1ff68dd4-2a96-4a19-b506-b122fb908401'],55,,,,,,,,,,,,,,,,,Eibar,322,00:46:55.632,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.396884,,,,,,,,,,,1ff68dd4-2a96-4a19-b506-b122fb908401,3755,,"[55.5, 24.3]",16131,91,,,,0.9322213,,Right Foot,,,,"[67.6, 40.6]",,High Pass,20.300247,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,179,Barcelona,217,"['9fb07c40-02c9-422d-9f94-c71fec8af190', 'f23dca4d-2b56-4ade-b680-1c00f9657027']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:46:55.938,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.206185,,,,,,,,,,,58ab4e37-d9b7-4dab-ae80-7001a214ade7,3765,,"[42.0, 52.0]",16131,92,,,,0.96686584,,Right Foot,,,,"[50.9, 64.9]",,Ground Pass,15.672269,,,Rubén Peña Jiménez,6710.0,,,,,Recovery,2,From Goal Kick,Anaitz Arbilla Zabala,6709.0,Right Center Back,179,Barcelona,217,"['7f82cb0b-9d4b-4646-a49f-6d5b723b76d7', 'f466af97-6321-4417-b01d-2535761afdbf']",2,,,,,,,,,,,,,,,,,Eibar,322,00:47:02.720,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.214197,,,,,,,,,,,a9402ffc-5f65-469c-b4fb-b6707c252f79,3768,,"[70.8, 66.6]",16131,92,,,,-0.77622414,,Right Foot,,,,"[76.3, 61.2]",,High Pass,7.7077885,Incomplete,,Marc Cardona Rovira,13108.0,,,,,,2,From Goal Kick,Rubén Peña Jiménez,6710.0,Right Back,179,Barcelona,217,"['7bf44ce5-de3a-4139-b8bc-53d1c84abfa6', 'b7c674b6-94f3-4a9d-84a5-e2823b1f3021']",8,,,,,,,,,,,,,,,,,Eibar,322,00:47:08.228,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.509988,,,,,,,,,,,5629e93b-8de7-4842-8de6-d58fca35d5d7,3775,,"[20.9, 29.1]",16131,92,,,,-1.9218994,,Left Foot,,,,"[14.6, 11.9]",,High Pass,18.317478,,,Jordi Alba Ramos,5211.0,,,,,,2,From Goal Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Defensive Midfield,179,Barcelona,217,['cec3b807-06ba-4ac7-b3d7-e72e11bc000d'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:47:16.820,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.273359,,,,,,,,,,,7f7f9cfe-5c45-4490-94a3-53884d474b95,3778,,"[25.9, 9.1]",16131,92,,,,-0.19236588,,Left Foot,,,,"[68.0, 0.9]",,High Pass,42.89114,Out,,Philippe Coutinho Correia,3501.0,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,179,Barcelona,217,['a1ec4fd6-c3fc-437d-922d-8e4cc6aaa3d0'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:47:20.807,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.563501,,,,,,,,,,,a0f8212f-053f-46d2-bb98-d52afb9f15fd,3780,,"[54.3, 80.0]",16131,92,True,,,-0.4278687,,,,,,"[72.5, 71.7]",,High Pass,20.00325,,,Rubén Peña Jiménez,6710.0,,,,,Throw-in,2,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Center Back,180,Eibar,322,['9cdd8df7-9649-4907-b6d5-e417a48571e9'],40,,,,,,,,,,,,,,,,,Eibar,322,00:47:40.926,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.828751,,,,,,,,,,,939495a6-a6bd-4c9c-85cb-8d2e65957fd8,3782,,"[81.1, 66.2]",16131,92,,,,-1.076855,,Left Foot,,,,"[86.7, 55.8]",,Ground Pass,11.811858,,,Marc Cardona Rovira,13108.0,,,,,,2,From Throw In,Rubén Peña Jiménez,6710.0,Right Back,180,Eibar,322,['18177e53-bdd0-47d2-8fae-4c4de42dd303'],44,,,,,,,,,,,,,,,,,Eibar,322,00:47:44.259,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.426709,,,,,,,,,,,4973de76-6160-4857-ac6a-6e226c79773e,3785,,"[86.5, 56.3]",16131,92,,,,0.43340206,,Right Foot,,,,"[112.0, 68.1]",,Ground Pass,28.097864,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Throw In,Marc Cardona Rovira,13108.0,Center Forward,180,Eibar,322,['a2d2bfff-6845-4fa6-bc56-decae0edd334'],45,,,,,,,,,,,,,,,,,Eibar,322,00:47:45.138,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.319723,,,,,,,,,,,996c002d-faa4-47bc-81c0-cab7704e05e1,3788,,"[112.0, 68.1]",16131,92,,,,-1.6209824,,Right Foot,True,,,"[110.9, 46.2]",,High Pass,21.927608,Incomplete,,,,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,180,Eibar,322,['ef995bef-5214-4eec-99f2-ef6e887b93df'],47,,,,,,,,,,,,,,,,,Eibar,322,00:47:47.903,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,8e0c581e-96d6-4f84-898b-6a954787cffd,6,,"[49.8, 29.5]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Papa Kouly Diop,6867.0,Left Defensive Midfield,2,Eibar,322,['a02e5462-6009-49c7-8a16-a29ab262169c'],2,,,,,,,,,,,,,,,,,Eibar,322,00:00:02.960,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,bbece275-7ee2-4dec-bc87-946ed602a91d,9,,"[43.6, 9.1]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ángel Valdés Díaz,6705.0,Left Back,2,Eibar,322,['61aa4586-039f-48ab-8901-d12196fba435'],5,,,,,,,,,,,,,,,,,Eibar,322,00:00:05.123,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,86642cb2-d03c-485c-a26d-4fa2aafc950a,12,,"[29.9, 16.9]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Eibar,322,['19e74ce8-48a3-430e-8a2d-c6f6fa49e9cd'],6,,,,,,,,,,,,,,,,,Eibar,322,00:00:06.965,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,a3273584-18b7-45c6-bbdb-af2280fbcb6c,15,,"[28.8, 56.6]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anaitz Arbilla Zabala,6709.0,Right Center Back,2,Eibar,322,['eabf0a19-b332-4f35-b869-42db57678cb0'],9,,,,,,,,,,,,,,,,,Eibar,322,00:00:09.996,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5d55c93d-b14f-4b42-beff-817ec9655d9c,18,,"[92.5, 72.0]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Enrich Ametller,6700.0,Center Forward,2,Eibar,322,['e0b7d30d-83f5-4aee-8826-08b3651b84a9'],15,,,,,,,,,,,,,,,,,Eibar,322,00:00:15.568,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,b611886a-fb2a-4cdd-8e73-e95ecb09ce22,25,,"[28.9, 15.7]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['fa4817ec-1885-494f-844a-e1a6f31a5947'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.801,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,f87dd8d4-ae9e-4484-881f-2330ae63df65,29,,"[17.0, 36.3]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['e6d2f6d4-fd65-4975-8ea1-c372a71485f6'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.212,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,200916b4-5b90-4660-9373-9d4901407ee1,32,,"[22.2, 69.9]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['8308c875-4d01-40da-ae9e-4a7e508ea54a'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.191,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,bde4b0ab-c282-4b9d-9bd0-95f995821f46,35,,"[29.8, 52.6]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['c668109e-71a9-46d5-b34f-be14233be86e'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.946,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,d1780530-f214-4a37-b73e-5dad505d7bab,38,,"[37.6, 46.5]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,3,Barcelona,217,['36b85e62-af80-4fe9-afbd-3c920d05425d'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.897,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,bad0a212-bb95-4617-9408-f48f58d48af9,42,,"[13.5, 46.3]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['dc5b9d60-4c6d-4202-aa2b-2dc5ad158fbe'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.682,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,3d8f730b-be47-4f5b-be50-1326dd6498f2,45,,"[36.7, 4.7]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['fe682948-4688-4409-aa89-5c9810ee444f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.372,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,001370e8-aca6-4e5c-b9f9-0f8324e08a93,47,,"[91.2, 66.3]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Center Attacking Midfield,3,Barcelona,217,['c446cc26-d53f-442c-81a6-968e76255024'],39,,,,,,,,,,,,,,,,,Eibar,322,00:00:39.603,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,83209858-f52f-44e4-8b96-b376245108cc,51,,"[101.6, 78.4]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Peña Jiménez,6710.0,Right Back,3,Barcelona,217,['845dab5d-8d1a-4357-9c37-84dcf19aec86'],42,,,,,,,,,,,,,,,,,Eibar,322,00:00:42.079,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,a1d440b9-5357-4f5b-bdd8-24b15b75a9e5,55,,"[28.9, 12.0]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['9c2f4889-6377-41f1-b6ca-ec86ab400d08'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.789,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,146a3206-2b9a-44a9-a75f-495e83996764,59,,"[34.3, 23.1]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,3,Barcelona,217,['710c7603-bac4-4221-8649-0d6f5060ea41'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.814,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,dcd84468-b73d-4ed8-b2d1-c680a7e74c29,61,,"[22.2, 20.9]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['34ac6d2f-cf0f-432c-9166-1ef629406351'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.183,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,ce4733f6-dbdd-4368-ae2f-367e82af51bb,64,,"[35.4, 53.2]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['e29ca201-6422-4e3c-b4d0-dafcd4d9dcab'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.603,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,e58823d2-0dd2-443e-9413-bc48c01bc143,67,,"[56.6, 6.0]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['7efc9d36-b82c-454e-b01d-d807bebabdfe'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.643,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,1ee2b413-ac61-4e15-abd3-429bb894806c,70,,"[73.3, 7.5]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,3,Barcelona,217,['81b65413-de80-4788-85d8-5eb885be3a39'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.223,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,a07a190c-9bbc-44ae-96c2-789c56116982,73,,"[65.5, 4.7]",16131,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['502dd95d-8bcc-4e30-87e3-56eff2b6abba'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.893,Ball Receipt*,,2018/2019
