50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2bbc0064-24db-4ffa-86fe-c1f1b32bf5bb,1,,,69147,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,CD Numancia de Soria,444,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26228, 'name': 'Juan Pablo Colinas Ferreras'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26231, 'name': 'Juan Ramón Cabrero Obrer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26230, 'name': 'César Palacios Chocarro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 26241, 'name': 'Sergio Boris González Monteagudo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 26238, 'name': 'Domingo Cisma González'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 26235, 'name': 'Mario Martínez Rubio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 26239, 'name': 'Juan Carlos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26247, 'name': 'Domingo Nagore Arbizu'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 23793, 'name': 'Carlos Bellvís Llorens'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 26226, 'name': 'José Javier Barkero Saludes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 26236, 'name': 'Gorka Brit Gallego'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",CD Numancia de Soria,444,00:00:00.000,Starting XI,,2008/2009
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,295aa2a0-f03e-4893-a5f4-4d2536b0ad8f,2,,,69147,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,CD Numancia de Soria,444,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2008/2009
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee93ed36-a1d1-4b13-8b30-b1a0f3046ef2,3,,,69147,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,CD Numancia de Soria,444,['d47eefd9-1c88-4bdd-b29c-5537abbb3f5f'],0,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d47eefd9-1c88-4bdd-b29c-5537abbb3f5f,4,,,69147,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,CD Numancia de Soria,444,['ee93ed36-a1d1-4b13-8b30-b1a0f3046ef2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,833916d1-5911-4615-8a7f-f2640831b37b,1651,,,69147,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Barcelona,217,['edff3933-f76f-453c-9532-9488225a3637'],0,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edff3933-f76f-453c-9532-9488225a3637,1652,,,69147,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Barcelona,217,['833916d1-5911-4615-8a7f-f2640831b37b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,0.583182,,,,,,,,,,,,,cc97de10-c950-4426-b858-489f7325d7d3,5,,"[60.0, 40.0]",69147,0,,,,,1.7196863,,Right Foot,,,"[59.7, 42.0]",,Ground Pass,,2.0223749,,,,Andrés Iniesta Luján,5216.0,,,,,Kick Off,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,['a0c0e591-c4ee-4a99-8537-0bfae5fe9625'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.068,Pass,,2008/2009
,,,,,,,,,,,,,,,1.006002,,,,,,,,,,,,,897a1c0e-ca76-46cd-bdce-2ee92deafcfd,8,,"[57.1, 41.8]",69147,0,,,,,1.8452449,,Right Foot,,,"[54.2, 52.1]",,Ground Pass,,10.700467,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Right Center Midfield,2,Barcelona,217,['e5b986c7-1a34-48a8-b877-8e0193c7ff7e'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.760,Pass,,2008/2009
,,,,,,,,,,,,,,,1.469111,,,,,,,,,,,,,07ddda16-b95f-4f4d-83a2-b5c463d5702d,11,,"[53.0, 53.6]",69147,0,,,,,1.9060596,,Right Foot,,,"[45.3, 75.7]",,Ground Pass,,23.40299,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['08df18aa-e46e-4b56-b04a-3dd0d989870e'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.099,Pass,,2008/2009
,,,,,,,,,,,,,,,1.667376,,,,,,,,,,,,,9b6e77c7-a9ff-4815-b8c6-e5a5ca5ca9e9,15,,"[46.7, 73.1]",69147,0,,,,,-2.3561945,,Right Foot,,,"[28.9, 55.3]",,Ground Pass,,25.173002,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['1b574e58-1d44-4380-9f17-92ae9b063d3f', 'c6608c84-61fa-4dc3-a516-a6d4cc6ac82c']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.376,Pass,True,2008/2009
