50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.864704,,,,,,,,,,,,,af308568-0c84-4354-8762-215e629c8140,18,,"[30.3, 54.1]",69147,0,,,,,-1.5028908,,Right Foot,,,"[33.0, 14.4]",,Ground Pass,,39.791706,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['445b5a1b-0a64-4e90-9e39-08556b2cc58f'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.461,Pass,,2008/2009
,,,,,,,,,,,,,,,1.019377,,,,,,,,,,,,,7baba5da-cdf7-4a82-8235-9bbcd76da8b1,21,,"[45.3, 18.6]",69147,0,,,,,0.7996829,,Right Foot,,,"[59.1, 32.8]",,Ground Pass,,19.80101,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['272a152b-0959-481c-a129-585d2120b9b6'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.210,Pass,,2008/2009
,,,,,,,,,,,,,,,1.384155,,,,,,,,,,,,,8c293b4a-fbb7-44e5-92c7-010b95dc6fa1,24,,"[59.5, 28.5]",69147,0,,,,,-1.1198263,,Right Foot,,,"[71.8, 3.1]",,Ground Pass,,28.221445,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['46c072de-9a66-4ed0-97c5-8ab034498769'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.228,Pass,,2008/2009
,,,,,,,,,,,,,,,1.038916,,,,,,,,,,,,,46b3b353-42ae-4108-a17d-82817bf5dbc6,27,,"[66.2, 5.8]",69147,0,,,,,1.9343232,,Left Foot,,,"[62.7, 15.0]",,Ground Pass,,9.843272,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['e28dacad-9cd8-4c00-b023-61e3d9282408'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.448,Pass,,2008/2009
,,,,,,,,,,,,,,,2.604171,,,,,,,,,,,,,ed1d6344-1168-490d-b539-29536f531073,30,,"[62.7, 14.2]",69147,0,,,,,1.2674545,,Right Foot,,,"[82.2, 76.5]",,High Pass,,65.28047,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['9c310b00-4ddd-4f20-a7d0-fafa9331c3e4'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.045,Pass,,2008/2009
,,,,,,,,,,,,,,,0.771468,,,,,,,,,,,,,6446abe4-f7c3-42c7-b93d-60c7577a4537,34,,"[66.3, 75.7]",69147,0,,,,,-1.8141952,,Left Foot,,,"[62.6, 60.8]",,Ground Pass,,15.352524,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['3c611f17-4b89-489e-b4d0-b968fc388532'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.651,Pass,,2008/2009
,,,,,,,,,,,,,,,1.035104,,,,,,,,,,,,,a9803cd7-93cb-4b61-adfc-9fa71ea72674,37,,"[63.2, 61.7]",69147,0,,,,,2.113643,,Right Foot,,,"[55.9, 73.8]",,Ground Pass,,14.131525,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['f7922d01-2473-40d3-949d-fc13990218c0'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.462,Pass,,2008/2009
,,,,,,,,,,,,,,,0.655193,,,,,,,,,,,,,88a7e564-72b7-46ad-8968-e23224f2e1bf,40,,"[54.4, 69.0]",69147,0,,,,,0.5624979,,Left Foot,,,"[63.6, 74.8]",,Ground Pass,,10.875661,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['31c04cd1-a07c-48b2-b2b4-a5ca68e2cf65'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.104,Pass,,2008/2009
,,,,,,,,,,,,,,,1.892028,,,,,,,,,,,,,c79f92b5-3016-4fb8-b127-ae184260e41b,44,,"[55.9, 73.8]",69147,0,,,,,-2.766322,,Right Foot,,,"[32.8, 64.7]",,Ground Pass,,24.827806,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['80a33c37-f305-4b6d-88e8-d54c2cb55069'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.737,Pass,,2008/2009
,,,,,,,,,,,,,,,1.743139,,,,,,,,,,,,,d0d9c965-efcf-4553-bd73-f5e24c07a9ed,47,,"[33.0, 63.2]",69147,0,,,,,-1.6867298,,Right Foot,,,"[28.4, 23.7]",,Low Pass,,39.766945,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['50193d0e-4717-4d1d-90c2-d983fa04dbeb'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.046,Pass,,2008/2009
,,,,,,,,,,,,,,,1.170252,,,,,,,,,,,,,c4c978a9-b32f-4f7a-a457-1c19a54c47ac,50,,"[41.6, 17.3]",69147,0,,,,,-0.5267727,,Right Foot,,,"[65.5, 3.4]",,Ground Pass,,27.648146,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['8524e628-534f-4e4c-8ffd-704fa03f96f9'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.243,Pass,,2008/2009
,,,,,,,,,,,,,,,2.066254,,,,,,,,,,,,,c8120bb2-504c-4447-a3c7-335186a76afa,54,,"[64.8, 2.4]",69147,0,,,,,2.6629248,,Left Foot,,,"[46.3, 12.0]",,Ground Pass,,20.842505,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,"['8832cd77-93e5-4672-bbb8-33f92d60c632', 'd1f7a13a-b823-4bdd-a6d4-24356bbb6978']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.592,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.785796,,,,,,,,,,,,,01a01aea-81cc-4c4b-bb38-62602a0cbecb,57,,"[56.1, 35.0]",69147,0,,,,,0.51406354,,Right Foot,,,"[64.6, 39.8]",,Ground Pass,,9.76166,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['411ba1c8-8a0f-4928-aa41-f42e1df53067'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.343,Pass,,2008/2009
,,,,,,,,,,,,,,,1.057005,,,,,,,,,,,,,6c7077f9-9e2a-4796-a0dd-764c45c4d194,60,,"[65.6, 38.8]",69147,0,,,,,-2.115447,,Right Foot,,,"[59.3, 28.4]",,Ground Pass,,12.159359,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['28b4178a-98f9-4c2e-9ed3-e87f2a1abdb9'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.277,Pass,,2008/2009
,,,,,,,,,,,,,,,1.123915,,,,,,,,,,,,,0efc873a-cbb7-412c-b3a3-1fd5db820469,63,,"[62.2, 23.2]",69147,0,,,,,-0.8911119,,Right Foot,,,"[76.1, 6.0]",,Ground Pass,,22.114475,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['7d6ede21-72fa-41ea-aaef-959012868b09'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.370,Pass,,2008/2009
,,,,,,,,,,,,,,,1.262592,,,,,,,,,,,,,25555302-fd0a-4b27-b11b-2f4f4962c8b6,66,,"[80.7, 5.5]",69147,1,,,,,1.9385848,,Left Foot,,,"[72.3, 27.3]",,Ground Pass,,23.362364,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['844f5e9a-2651-48fe-9e4c-068996ff94bc'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.726,Pass,,2008/2009
,,,,,,,,,,,,,,,2.256763,,,,,,,,,,,,,4f81b5af-d615-4c99-9c65-d36e7f1ce5b0,69,,"[73.3, 26.0]",69147,1,,,,,0.96658623,,Right Foot,,,"[108.3, 76.7]",,High Pass,,61.607548,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['0de1cee3-4d9f-4674-aeab-22546ed261e5'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.908,Pass,,2008/2009
,,,,,,,,,,,,,,,1.304395,,,,,,,,,,,,,3fb23229-fc90-46c1-ae07-a484b81b7d39,75,,"[23.9, 9.1]",69147,1,,,,,0.43218446,,Left Foot,,,"[52.3, 22.2]",,Ground Pass,,31.27571,,,,Gorka Brit Gallego,26236.0,,,,,,1,Regular Play,José Javier Barkero Saludes,26226.0,Center Attacking Midfield,3,CD Numancia de Soria,444,['c7e162d8-01d4-4311-8f94-4efba60db1ff'],15,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:01:15.255,Pass,,2008/2009
,,,,,,,,,,,,,,,1.26942,,,,,,,,,,,,,ca287a91-7697-45b3-a70c-9dfe14285108,77,,"[51.8, 22.2]",69147,1,,,,,2.1206496,,Right Foot,,,"[46.1, 31.5]",,Low Pass,,10.907795,,,,José Javier Barkero Saludes,26226.0,,,,,,1,Regular Play,Gorka Brit Gallego,26236.0,Center Forward,3,CD Numancia de Soria,444,['1e2d25d5-5a00-4582-9198-f48dc15358c6'],16,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:01:16.559,Pass,,2008/2009
,,,,,,,,,,,,,,,0.953762,,,,,,,,,,,,,83ceb494-b5f2-4562-af33-562ec7a639ba,80,,"[45.6, 30.6]",69147,1,,,,,0.6839512,,Left Foot,,,"[54.8, 38.1]",,Ground Pass,,11.869709,,,,Juan Carlos,26239.0,,,,,,1,Regular Play,José Javier Barkero Saludes,26226.0,Center Attacking Midfield,3,CD Numancia de Soria,444,['d8bc6f0f-49fd-42b8-b06b-898a2cd986ec'],18,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:01:18.149,Pass,,2008/2009
,,,,,,,,,,,,,,,1.6374,,,,,,,,,,,,,11f371d7-7896-43ff-b32a-867853543408,83,,"[55.4, 38.8]",69147,1,,,,,-0.6043778,,Left Foot,,,"[77.7, 23.4]",,Ground Pass,,27.100739,,Incomplete,,,,,,,,,1,Regular Play,Juan Carlos,26239.0,Right Center Midfield,3,CD Numancia de Soria,444,['f41c9a32-0c46-4d6a-9769-e989c32c8a78'],19,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:01:19.223,Pass,,2008/2009
,,,,,,,,,,True,,,,,1.735684,,,,,,,,,,,,,f41c9a32-0c46-4d6a-9769-e989c32c8a78,84,,"[43.3, 57.6]",69147,1,,,,,-2.0622146,,Right Foot,,,"[35.7, 43.4]",,Ground Pass,,16.1059,,,,Carles Puyol i Saforcada,20125.0,,,,,Interception,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Barcelona,217,"['11f371d7-7896-43ff-b32a-867853543408', 'd9385b2b-4d0b-4321-b8df-2d8e9644c289']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.860,Pass,,2008/2009
,,,,,,,,,,,,,,,1.277436,,,,,,,,,,,,,28f07094-3527-4aa8-97b9-ba707acdeeed,87,,"[35.1, 40.7]",69147,1,,,,,-1.5988789,,Right Foot,,,"[34.6, 22.9]",,Ground Pass,,17.80702,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['ad813699-b8e0-4f42-8c58-f054553d1ca6'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.636,Pass,,2008/2009
,,,,,,,,,,,,,,,1.262159,,,,,,,,,,,,,cf4c119c-9266-4b3d-86a7-a6d8f74fffdf,91,,"[33.9, 13.0]",69147,1,,,,,0.68266827,,Left Foot,,,"[44.6, 21.7]",,Ground Pass,,13.790577,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['f2f7cf78-da29-461e-9994-720ad89329bd'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.692,Pass,,2008/2009
,,,,,,,,,,,,,,,1.083482,,,,,,,,,,,,,51047dbb-0f55-46c7-a718-0d2d522afa41,94,,"[44.6, 21.7]",69147,1,,,,,-2.5639632,,Right Foot,,,"[33.4, 14.4]",,Ground Pass,,13.368994,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,4,Barcelona,217,['1a452953-9631-4e69-80ee-690711fd0164'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.450,Pass,,2008/2009
,,,,,,,,,,,,,,,1.925342,,,,,,,,,,,,,6746f430-9fad-4837-9eb0-b9e92d1cb3b9,97,,"[33.4, 14.4]",69147,1,,,,,1.5943465,,Left Foot,,,"[32.3, 61.1]",,High Pass,,46.71295,,,,Rafael Márquez Álvarez,5558.0,,True,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['189603e5-38f3-4d16-ae85-23d3925f76cf'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.098,Pass,,2008/2009
,,,,,,,,,,,,,,,1.959822,,,,,,,,,,,,,56300c7d-9d4b-46b2-842e-d2b94e788605,100,,"[55.6, 67.8]",69147,1,,,,,0.2867454,,Right Foot,,,"[86.8, 77.0]",,Ground Pass,,32.52814,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Barcelona,217,['ee228cab-96e7-44ba-aa83-85720b854efa'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.974,Pass,,2008/2009
,,,,,,,,,,,,,,,0.1992,,,,,,,,,,,,,c1d2585c-2068-411a-8464-ea42d7822d9d,103,,"[98.4, 77.0]",69147,1,,,,,-1.2286404,,Right Foot,,,"[101.0, 69.7]",,Low Pass,,7.7491937,,Incomplete,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['feb78cad-728b-49f6-a798-67e65aba930d'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.225,Pass,,2008/2009
,,,,,,,,,,,,,,,2.077446,,,,,,,,,,,,,d7f82327-f930-4c04-9b69-391bba5b73bd,106,,"[22.7, 14.4]",69147,1,,,,,0.4655781,,Left Foot,,,"[43.4, 24.8]",,Ground Pass,,23.165707,,Incomplete,,José Javier Barkero Saludes,26226.0,,,,,Recovery,1,Regular Play,Domingo Cisma González,26238.0,Left Back,4,Barcelona,217,"['0165a0cc-dde2-4d6f-b2b7-1a5588d21fce', '0b419932-1335-4ffb-9211-ef38c2aa4e00', 'd6eb1b12-eda8-4fc5-8ba5-8b936b438e1e']",42,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:01:42.120,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.775607,,,,,,,,,,,,,0165a0cc-dde2-4d6f-b2b7-1a5588d21fce,108,,"[77.6, 56.2]",69147,1,,,,,-0.50486135,183ac5f0-c97b-4d99-ac87-989242e79ce2,Right Foot,,,"[89.0, 49.9]",,Ground Pass,,13.024976,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,4,Barcelona,217,"['d7f82327-f930-4c04-9b69-391bba5b73bd', 'fa7f53e5-479b-4cb5-a9d0-9924974ede5d']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.197,Pass,,2008/2009
,,,,,,,,,,,,,,,2.0582,,,,,,,,,,,,,4db1c347-ccdf-4d3f-8641-76d86eabc89d,116,,"[6.7, 48.9]",69147,2,,True,,,-0.08805422,,Drop Kick,,,"[69.0, 43.4]",,High Pass,,62.542305,,Incomplete,,,,,,,,,1,From Keeper,Juan Pablo Colinas Ferreras,26228.0,Goalkeeper,5,CD Numancia de Soria,444,['d649c7be-0bf5-474a-883a-bcd2b6b46b31'],2,,,,,,,,,,,,,,,,,CD Numancia de Soria,444,00:02:02.486,Pass,,2008/2009
