50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.897357,,,,,,,,,,,,,,ac544c60-a2e5-408a-9d3f-c4f383f17ed2,2811,,"[113.5, 20.1]",9880,64,,,,1.487655,,Left Foot,True,,,"[115.2, 40.5]",,Ground Pass,,20.47071,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,137,Barcelona,217,"['3fa8ee9a-07c3-428b-9911-96a2793f6996', 'f368e6e4-76e5-40c4-912a-37b1b4d446ef']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:10.740,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.874422,,,,,,,,,,,,,,32dcd44e-df67-49c4-a068-85a9820ab89c,2821,,"[77.6, 11.5]",9880,64,,,,1.170172,,Left Foot,,,,"[84.8, 28.5]",,Ground Pass,,18.461853,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,137,Barcelona,217,['0adbbe23-24b2-452d-9873-dffbf1cd45d4'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:21.647,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.184623,,,,,,,,,,,,,,4d43cb1f-8c62-43e8-a64c-946b8a3b9a51,2824,,"[91.7, 28.9]",9880,64,,,,-0.5603599,,Right Foot,,,,"[112.1, 16.1]",,Ground Pass,,24.083189,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,137,Barcelona,217,['57de786a-7e75-4793-b524-7e24415588ad'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:24.378,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.616723,,,,,,,,,,,,,,ea3db669-745c-457a-910d-98a62dbe29df,2827,,"[112.1, 16.1]",9880,64,,,,2.0481417,4f246a76-4dde-43b9-9ce0-1b9329d8b6f0,Left Foot,True,,,"[100.1, 39.3]",,High Pass,,26.119724,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,137,Barcelona,217,['ee331cb5-ff88-4133-8224-2ef38e9b4cf2'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:26.844,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.889476,,,,,,,,,,,,,,af5a6aef-c54f-49d2-b984-2140aee430d4,2831,,"[6.0, 44.0]",9880,64,True,,,-0.061810415,,Right Foot,,,,"[67.4, 40.2]",,High Pass,,61.51748,,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Norberto Murara Neto,6590.0,Goalkeeper,138,Valencia,207,['8c1fb01c-da59-4967-9cb5-1e75efa66272'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:19:47.543,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.262459,,,,,,,,,,,,,,fcc4724f-5d0e-41d1-b612-1641b1ec59f0,2833,,"[57.1, 39.8]",9880,64,True,,,1.0341082,,Right Foot,,,,"[66.5, 55.6]",,Ground Pass,,18.384777,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,139,Barcelona,217,['f480d700-dac0-4926-b8d6-df61208de793'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:52.495,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.574675,,,,,,,,,,,,,,114d9391-28d6-4857-9ca5-174a0ba6e4b7,2835,,"[76.8, 50.5]",9880,64,,,,1.3212094,,Right Foot,,,,"[78.1, 55.6]",,Ground Pass,,5.263079,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Right Midfield,139,Barcelona,217,['64a0147a-a76c-4cb6-b7f4-3fb1f7c1397f'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:56.640,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.605449,,,,,,,,,,,,,,54282603-a181-4e6a-9741-280349644952,2844,,"[36.6, 28.3]",9880,64,,,,2.8650787,,Right Foot,,,,"[29.2, 30.4]",,Ground Pass,,7.692204,,,,,Gabriel Armando de Abreu,6746.0,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Defensive Midfield,140,Valencia,207,"['48137336-0777-4bcf-8250-e9f87e1d6a10', '5d2e7e64-6c37-4299-8593-f2a10df3bfdf']",59,,,,,,,,,,,,,,,,,,Valencia,207,00:19:59.971,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.636574,,,,,,,,,,,,,,2ad4895b-6e32-4903-bfdb-e791158972f3,2846,,"[29.0, 31.2]",9880,65,,,,0.67615736,,Right Foot,,,,"[37.6, 38.1]",,Ground Pass,,11.025879,,,,,Geoffrey Kondogbia,6589.0,,,,,,,2,Regular Play,Gabriel Armando de Abreu,6746.0,Left Center Back,140,Valencia,207,['979b6d66-cacb-44f0-a845-41cd101e2b9d'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:20:00.577,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.594627,,,,,,,,,,,,,,6e243dc2-7315-42f4-bee8-6383d12680d8,2849,,"[37.6, 38.1]",9880,65,,,,-1.5337762,,Left Foot,,,,"[37.8, 32.7]",,Ground Pass,,5.4037023,,,,,Gabriel Armando de Abreu,6746.0,,,,,,,2,Regular Play,Geoffrey Kondogbia,6589.0,Left Defensive Midfield,140,Valencia,207,['9f3f4ced-18d5-4eb0-9e2c-aa6353185b8a'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:20:01.317,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.546215,,,,,,,,,,,,,,9de2d4ef-a769-48e2-b15f-083d8ff464fe,2855,,"[76.8, 27.5]",9880,65,,,,0.8181733,,Right Foot,,,,"[82.7, 33.8]",,Ground Pass,,8.631338,,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,140,Valencia,207,['fb49a29e-6952-48c1-9e0a-521c7972c271'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:03.562,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.810793,,,,,,,,,,,,,,074df0d9-0fd5-4272-af0c-630259fa7a0c,2858,,"[40.6, 47.0]",9880,65,,,,-0.02739041,,Left Foot,,,,"[55.2, 46.6]",,Ground Pass,,14.605478,,,,,Gonçalo Manuel Ganchinho Guedes,4367.0,,,,,,,2,Regular Play,Geoffrey Kondogbia,6589.0,Left Defensive Midfield,140,Valencia,207,['0104a985-ea02-47a6-a788-c8e966c617dc'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:20:05.339,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.784488,,,,,,,,,,,,,,0bba69b3-1eef-434e-9538-dbed6a1ff9e5,2866,,"[7.0, 36.1]",9880,66,True,,,0.9861215,,Right Foot,,,,"[34.6, 77.8]",,High Pass,,50.0065,,,,,Sergi Roberto Carnicer,6379.0,,,True,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,142,Barcelona,217,['02f9ee03-3eec-4fc8-9715-3f0433015b9d'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:25.915,Pass,,2017/2018
,,,,,,,,,,,,,,,,3.56443,,,,,,,,,,,,,,f5672964-636e-47e5-a50c-c7bd524e6ccc,2869,,"[38.6, 78.0]",9880,66,,,,-1.0378782,,Right Foot,,,,"[53.7, 52.4]",,High Pass,,29.72154,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,142,Barcelona,217,"['1947bcbb-ba3e-4120-b2fa-4847e25ff72d', '39422ec0-b790-43c0-a192-f63891e0b4c6', 'ce4e6579-69d8-4b7b-80f5-d9914f5c1f09']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.978,Pass,True,2017/2018
,,,,,,,,,,,,,,,,2.396216,,,,,,,,,,,,,,bd99fc13-3da4-4df1-959f-622b5a17c16d,2873,,"[65.1, 28.3]",9880,66,,,,1.2443129,,Right Foot,,,,"[80.1, 72.6]",,High Pass,,46.77061,,,,,Carlos Soler Barragán,6583.0,,,True,,,,2,Regular Play,Ezequiel Marcelo Garay,6891.0,Right Center Back,143,Valencia,207,['40ed5681-89e1-4698-b15a-0b4e52e197fb'],34,,,,,,,,,,,,,,,,,,Valencia,207,00:21:34.542,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.266553,,,,,,,,,,,,,,e3622a4d-b5b3-4f4a-b835-c5571d18fb8c,2877,,"[78.5, 75.1]",9880,66,,,,-3.0474274,,Left Foot,,,,"[60.5, 73.4]",,Ground Pass,,18.0801,,,,,Rúben Miguel Nunes Vezo,6592.0,,,,,,,2,Regular Play,Carlos Soler Barragán,6583.0,Right Midfield,143,Valencia,207,['cba01cdb-faf5-4349-93fb-8d7aca244a5a'],39,,,,,,,,,,,,,,,,,,Valencia,207,00:21:39.469,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.950013,,,,,,,,,,,,,,50f20fe7-794d-4077-b661-4c80206ad691,2880,,"[56.1, 73.4]",9880,66,,,,-1.3785686,,Right Foot,,,,"[59.0, 58.5]",,Ground Pass,,15.179591,,,,,Daniel Parejo Muñoz,6595.0,,,,,,,2,Regular Play,Rúben Miguel Nunes Vezo,6592.0,Right Back,143,Valencia,207,['6daa62a4-89ee-4bae-9431-18ccf98f8dc1'],41,,,,,,,,,,,,,,,,,,Valencia,207,00:21:41.839,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.896896,,,,,,,,,,,,,,64e53564-2f77-426e-a016-15fb2a7658a6,2883,,"[50.4, 54.1]",9880,66,,,,-1.0028356,,Left Foot,,,,"[57.1, 43.6]",,Ground Pass,,12.455521,,,,,Geoffrey Kondogbia,6589.0,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Defensive Midfield,143,Valencia,207,['cc392ade-e9f8-4cf0-9442-2cfb6a87b185'],45,,,,,,,,,,,,,,,,,,Valencia,207,00:21:45.178,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.490921,,,,,,,,,,,,,,fb440d38-fae5-4c27-b7a3-04a5755135f2,2886,,"[57.3, 42.4]",9880,66,,,,0.99172205,,Right Foot,,,,"[64.1, 52.8]",,Ground Pass,,12.425779,,,,,Daniel Parejo Muñoz,6595.0,,,,,,,2,Regular Play,Geoffrey Kondogbia,6589.0,Left Defensive Midfield,143,Valencia,207,['cff78917-55cb-439e-af35-68f80549f1b4'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:21:46.075,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.427312,,,,,,,,,,,,,,a7a56568-47cf-48b4-a960-e3c75965e64c,2889,,"[82.2, 53.7]",9880,66,,,,-1.2977877,,Right Foot,,,,"[87.8, 33.7]",,Ground Pass,,20.769209,,,,,Santiago Mina Lorenzo,6594.0,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Defensive Midfield,143,Valencia,207,['de56f540-760c-46ab-a313-9e9304b53667'],50,,,,,,,,,,,,,,,,,,Valencia,207,00:21:50.202,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.021295,,,,,,,,,,,,,,2dfa29d1-6b34-4795-9da4-54327dd18311,2895,,"[21.0, 52.0]",9880,66,,,,-0.6619974,,Right Foot,,,,"[35.5, 40.7]",,Ground Pass,,18.383144,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,Recovery,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,144,Barcelona,217,['d8c04fb5-a7df-4dbc-a7f6-146f3fb66daa'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.729,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.720182,,,,,,,,,,,,,,8f44209b-d058-41c9-9d00-9a699d3683ad,2899,,"[36.3, 40.9]",9880,66,,,,-2.612003,,Right Foot,,,,"[28.1, 36.1]",,Ground Pass,,9.501579,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,144,Barcelona,217,"['70ec8103-8009-4370-bf6e-9bfa91c8e986', 'c9996313-006f-4f7e-bb52-6b5a7522c722']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.779,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.860495,,,,,,,,,,,,,,06747df4-fc30-4365-bc4f-fc4f5e5f3a18,2901,,"[28.1, 36.1]",9880,66,,,,-0.8803499,,Right Foot,,,,"[37.6, 24.6]",,Ground Pass,,14.916434,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,144,Barcelona,217,['9b5913ad-d6ca-49c5-b0f0-ad032577ce9c'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:56.499,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.714263,,,,,,,,,,,,,,1a57deb5-87f4-493f-a8c3-713fbc58f8cc,2903,,"[37.6, 24.6]",9880,66,,,,1.1841475,,Right Foot,,,,"[43.3, 38.6]",,Ground Pass,,15.115886,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,144,Barcelona,217,['5a4ce998-664f-4598-b577-395b4d01cad2'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:57.359,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.882546,,,,,,,,,,,,,,7ad9e002-ba75-4e2f-b08e-e1e4919e5b6d,2906,,"[47.0, 40.4]",9880,66,,,,-0.46737894,,Right Foot,,,,"[57.7, 35.0]",,Ground Pass,,11.985408,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,144,Barcelona,217,['c3eecb50-019c-4f31-b670-8ccbe5c2e841'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:59.080,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.27978,,,,,,,,,,,,,,bc85ac3b-433c-40a3-aac0-492a50509c73,2909,,"[63.6, 28.3]",9880,67,,,,-0.6122613,,Left Foot,,,,"[89.8, 9.9]",,Ground Pass,,32.01562,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,144,Barcelona,217,['f50cab32-b408-41c7-a3ee-2d28a4dd77e0'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:01.470,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.002481,,,,,,,,,,,,,,457808e3-8108-4fb6-bd85-a13ddd422c9c,2912,,"[93.6, 13.8]",9880,67,,,,2.4393358,,Left Foot,,,,"[85.8, 20.4]",,Ground Pass,,10.217632,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,144,Barcelona,217,['487f1d47-ccb4-40a0-a0f0-9d4177abdedb'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:05.871,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.373319,,,,,,,,,,,,,,1e7eb694-f3fb-4530-af24-f59d80114383,2918,,"[105.6, 27.7]",9880,67,,,,2.1128852,,Left Foot,,,,"[100.3, 36.5]",,Ground Pass,,10.272779,,,Incomplete,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,144,Barcelona,217,"['0436a0b7-850f-44cf-aa22-fb9ba91c185a', '9035c810-f541-4c37-9231-0e51abf7480d']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:11.867,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.239485,,,,,,,,,,,,,,8b8a6d9c-c404-4b89-811b-34ecd110bcce,2923,,"[19.7, 50.1]",9880,67,,,,0.059689965,,Right Foot,,,,"[44.8, 51.6]",,Ground Pass,,25.144781,,,,,Rodrigo Moreno Machado,5718.0,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Defensive Midfield,144,Barcelona,217,['30f1c46b-ee36-44c7-b5cc-5954737570ee'],15,,,,,,,,,,,,,,,,,,Valencia,207,00:22:15.038,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.730452,,,,,,,,,,,,,,28d46f21-2c58-464c-ad05-72f77ec187a2,2932,,"[70.7, 52.4]",9880,67,,,,0.07019697,,Right Foot,,,,"[83.5, 53.3]",,Ground Pass,,12.831601,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,144,Barcelona,217,['f72a8345-b0cd-4a55-85fe-9c98b4ec90cc'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:19.613,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.37569,,,,,,,,,,,,,,5574d2c2-d979-41ca-81e3-046bc3b92bfb,2938,,"[85.2, 49.1]",9880,67,,,,-1.5454853,,Right Foot,,,,"[85.8, 25.4]",,Ground Pass,,23.707594,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Right Midfield,144,Barcelona,217,['253cb28e-6749-4b29-91bb-3c6728c410e5'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:24.280,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.229594,,,,,,,,,,,,,,7eb2cd5e-8ed5-445a-b096-1ce19c9052ab,2942,,"[86.0, 23.3]",9880,67,,,,-1.0510279,,Left Foot,,,,"[95.9, 6.0]",,Ground Pass,,19.932386,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,144,Barcelona,217,"['02910e1e-2f5c-4d8d-a111-b83d899ac736', 'd44e2b34-587f-49d4-9246-21f79079b3b9']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:28.064,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.080151,,,,,,,,,,,,,,590e1da3-c022-4344-a58a-20e41b9d0c50,2945,,"[97.2, 1.9]",9880,67,,,,2.7738042,,Left Foot,,,,"[86.3, 6.1]",,Ground Pass,,11.681182,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,144,Barcelona,217,['6067a076-52db-4ce7-9f22-2abb8a0f79b9'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:32.193,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.880293,,,,,,,,,,,,,,cd4e731a-5adc-45d8-821d-47b9c5db3b30,2948,,"[84.8, 6.5]",9880,67,,,,-0.9129077,,Right Foot,,,,"[88.2, 2.1]",,Ground Pass,,5.5605755,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,144,Barcelona,217,['a65f2894-17f1-4e7d-bef7-126b039401ad'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:33.369,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.256069,,,,,,,,,,,,,,645b97eb-41ee-436d-8f54-181d73502dcc,2950,,"[88.2, 2.1]",9880,67,,,,2.7776136,,Left Foot,,,,"[63.0, 11.7]",,Ground Pass,,26.966646,,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,144,Barcelona,217,['92a135ac-ee5e-46f8-9d5e-a3507b87724d'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:34.249,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.865876,,,,,,,,,,,,,,d8996899-ef7d-44c8-801f-14c870efcb67,2953,,"[63.0, 15.9]",9880,67,,,,1.7214322,,Left Foot,,,,"[57.9, 49.5]",,Ground Pass,,33.984848,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,144,Barcelona,217,['a476853a-5e98-4ed1-ad55-44b799d9e760'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.425,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.946845,,,,,,,,,,,,,,6dee4129-eb55-419c-8186-668d02a1b62c,2956,,"[57.9, 50.3]",9880,67,,,,0.80519754,,Right Foot,,,,"[67.8, 60.6]",,Ground Pass,,14.286357,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,144,Barcelona,217,['e9fa62bb-a254-4554-a750-45aea7575057'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:40.445,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.176623,,,,,,,,,,,,,,443af9ea-0cc6-49a1-a674-9f94f31dbd06,2958,,"[67.8, 60.6]",9880,67,,,,-1.5449955,,Left Foot,,,,"[68.2, 45.1]",,Ground Pass,,15.50516,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,144,Barcelona,217,['eabbef49-54ca-488f-a348-a4d1e2fec4fc'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.392,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.708545,,,,,,,,,,,,,,b2f7f4c9-504c-4909-be27-7cb64d1e7b9a,2961,,"[73.8, 45.1]",9880,67,,,,-1.820964,,Right Foot,,,,"[65.7, 13.4]",,Ground Pass,,32.718494,,,,,Samuel Yves Umtiti,5492.0,,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,144,Barcelona,217,['1ee220c7-9ddf-4487-960d-c1da076d541d'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:45.174,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.260255,,,,,,,,,,,,,,99c2c907-2642-486a-a1ce-43836421447a,2964,,"[70.7, 18.9]",9880,67,,,,-0.7853982,,Left Foot,,,,"[84.2, 5.4]",,Ground Pass,,19.091883,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,144,Barcelona,217,['c5ae4943-053a-4e29-b1df-17aca84c45da'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:48.853,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.452676,,,,,,,,,,,,,,e4ee4147-1071-4b98-a5f4-3cc7a5231f5f,2967,,"[84.2, 5.4]",9880,67,,,,2.47649,,Left Foot,,,,"[79.1, 9.4]",,Ground Pass,,6.481512,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,144,Barcelona,217,['8cacf512-17f2-47db-a8b2-d015eb2b73e0'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:53.342,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.806577,,,,,,,,,,,,,,cf24d3a5-564c-4af1-b557-72ca4c631d7d,2975,,"[112.5, 8.4]",9880,68,,,,1.9551002,,Right Foot,,,,"[107.0, 22.0]",,Ground Pass,,14.670037,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,144,Barcelona,217,['d288fa20-ff39-426d-b24b-61e3b6d28ff8'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:00.821,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.406473,,,,,,,,,,,,,,b029837b-34fd-42a0-8c24-e6e07b3d1f85,2980,,"[22.1, 80.0]",9880,68,True,,,-0.13131544,,,,,,"[43.3, 77.2]",,High Pass,,21.384106,,,,,Rodrigo Moreno Machado,5718.0,,,,,,Throw-in,2,From Throw In,Rúben Miguel Nunes Vezo,6592.0,Right Back,145,Valencia,207,['a78fdfc3-7ddb-4365-88e3-268b1c566f93'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:23:46.457,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.044987,,,,,,,,,,,,,,44cfe8fe-c9fd-4058-b6fa-e6e3310cd654,2983,,"[43.0, 77.2]",9880,68,,,True,-0.6937636,,,,,,"[53.1, 68.8]",,High Pass,,13.13659,,,Incomplete,,Santiago Mina Lorenzo,6594.0,,,,,,,2,From Throw In,Rodrigo Moreno Machado,5718.0,Right Center Forward,145,Valencia,207,"['12d5037f-0e5c-42f8-ac95-547896498b6c', '50fd159b-d793-4912-8e8e-2919eac9e5eb', 'c2a6e5c8-235d-4715-98b7-468589195760']",47,,,,,,,,,,,,,,,,,,Valencia,207,00:23:47.878,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.943373,,,,,,,,,,,,,,50fd159b-d793-4912-8e8e-2919eac9e5eb,2986,,"[67.0, 11.3]",9880,68,,,,0.18298338,,Right Foot,,,,"[95.1, 16.5]",,High Pass,,28.57709,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,146,Barcelona,217,"['44cfe8fe-c9fd-4058-b6fa-e6e3310cd654', '9c184074-25d3-4e62-8484-ad32d58ec960', 'ccc58672-ac9b-41e7-bcc3-667054fb9e32']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.923,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.662387,,,,,,,,,,,,,,4885c0f1-1b99-4159-beeb-9f47c4b4097b,2989,,"[94.4, 16.5]",9880,68,,,,-2.54762,,Right Foot,,,,"[86.7, 11.3]",,Low Pass,,9.291394,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,146,Barcelona,217,"['3273f79b-f863-4e5f-a44f-f3da1c20cad0', 'd33b2d71-5314-4b68-a747-53265bba7eaa']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:51.866,Pass,True,2017/2018
