bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.401963,,,,,,,,,,,b5c54368-e31f-4ff4-a3b6-127459abe252,1419,,"[33.7, 50.8]",16010,34,,,,,-1.1790963,,Right Foot,,,,"[47.0, 18.6]",,Ground Pass,,34.838627,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,65,Barcelona,217,['5535834e-2880-4de3-bf02-3b3f13936f7d'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:34:31.070,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.891218,,,,,,,,,,,444ed4dc-e76c-4988-aca9-8f9597db55d5,1422,,"[47.0, 18.6]",16010,34,,,,,-0.017826313,,Left Foot,,,,"[108.7, 17.5]",,High Pass,,61.709805,,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,65,Barcelona,217,"['7911bb7a-0371-4537-b60a-c1e103d465aa', 'e3a2b257-6318-4993-b9b1-6d62e4167de0']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.880,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.915011,,,,,,,,,,,d28b02db-1d63-408f-bd68-e73e3fb3a6a6,1426,,"[12.6, 62.9]",16010,34,,,,,0.5129035,,Keeper Arm,,,,"[40.3, 78.5]",,High Pass,,31.790722,,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,66,Athletic Club,215,['ceb086fc-d5ea-4713-ba7b-6ac77695e416'],40,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:40.160,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.592841,,,,,,,,,,,80fa9444-0b54-413b-8800-a756390ac029,1429,,"[48.7, 78.4]",16010,34,,,,,-0.02272336,,Right Foot,,,,"[83.9, 77.6]",,High Pass,,35.20909,,,,,Daniel García Carrillo,6775.0,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Midfield,66,Athletic Club,215,['73665bd3-010f-4d8c-8a19-a47b68c80453'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:44.560,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.165346,,,,,,,,,,,d74295a5-11a7-407d-8913-9f22f3f6397a,1433,,"[91.9, 77.7]",16010,34,,,,,-2.659514,,Left Foot,,,,"[83.3, 73.2]",,Ground Pass,,9.706183,,,,,Óscar de Marcos Arana,6649.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,66,Athletic Club,215,['f7b6a14f-d961-42f8-b5bc-b3bac36371b2'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:49.838,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.798667,,,,,,,,,,,e3c72a4f-961f-462a-a27b-93d2e6536449,1436,,"[83.3, 73.2]",16010,34,,,,,1.6814536,,Right Foot,,,,"[82.8, 77.7]",,Ground Pass,,4.527693,,,,,Daniel García Carrillo,6775.0,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,66,Athletic Club,215,['69d32699-bc27-4c1c-afe8-bb806b482d22'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:51.582,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.45869,,,,,,,,,,,df938ccd-465a-4e0d-82ca-8e3333ab5b17,1440,,"[78.6, 78.4]",16010,34,,,,,-2.9078496,,Left Foot,,,,"[53.4, 72.4]",,High Pass,,25.90444,,,,,Yeray Álvarez López,6877.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,66,Athletic Club,215,"['234287db-aaa8-4ed4-aaca-34196b6cc4e9', '9ccbdb6c-30c2-4c16-8a25-aa5f8e52b682']",53,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:53.560,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.608264,,,,,,,,,,,a0e42e33-711a-447b-bef7-93395dc2e6ff,1443,,"[51.5, 69.8]",16010,34,,,,,-0.41486976,,Right Foot,,,,"[79.2, 57.6]",,High Pass,,30.26764,,,Incomplete,,,,,,,,,1,Regular Play,Yeray Álvarez López,6877.0,Right Center Back,66,Athletic Club,215,['860144e6-f8a4-48ef-bd41-c5d6973e08f1'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:55.139,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.701672,,,,,,,,,,,4b1e8340-76d6-4198-910f-70092b8482c2,1446,,"[40.9, 22.0]",16010,34,,,,,-1.1025616,,Right Foot,,,,"[45.3, 13.3]",,Low Pass,,9.749359,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,67,Barcelona,217,['2ea260ea-4620-4e44-bad8-3428a5dc45f8'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:34:58.829,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.550578,,,,,,,,,,,e8cfbb54-b6f2-44fb-93a4-244d72603e76,1453,,"[69.3, 0.1]",16010,35,,True,,,2.446042,,,,,,"[57.2, 10.2]",,Low Pass,,15.761345,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Throw-in,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,68,Barcelona,217,['78859fce-a1d7-4873-a225-0cb648c4f5d8'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:35:10.661,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.524077,,,,,,,,,,,18b364ac-3a33-44a3-8069-133e980f2644,1458,,"[54.2, 3.6]",16010,35,,,,,2.4693456,,Right Foot,,,,"[39.5, 15.3]",,Ground Pass,,18.787762,,,,,Clément Lenglet,6826.0,,,,,Recovery,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,68,Barcelona,217,['ff8b6dd3-4cd2-42d8-bd5e-254bd884de97'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:35:15.010,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.813227,,,,,,,,,,,cc980fb8-085c-41e4-a187-8c09ee90b840,1461,,"[38.1, 19.4]",16010,35,,,,,1.1517724,,Left Foot,,,,"[53.6, 54.2]",,Ground Pass,,38.0958,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,68,Barcelona,217,['21c0a497-53ee-45ef-a39e-ed4ef5fa7c7d'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.159,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.866148,,,,,,,,,,,e52a0826-cf6f-4530-992f-85bb8f8da623,1464,,"[65.4, 64.4]",16010,35,,,,,-2.151378,,Right Foot,,,,"[57.2, 51.9]",,Ground Pass,,14.949582,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,68,Barcelona,217,['2a8461a5-97a5-42ea-9670-9860b6e8d218'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:35:22.170,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.287028,,,,,,,,,,,5a565368-d21a-44c5-8054-b4b470198dd2,1468,,"[57.5, 49.9]",16010,35,,,,,1.5881356,,Right Foot,,,,"[57.2, 67.2]",,Ground Pass,,17.3026,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,68,Barcelona,217,"['15dc1ca9-7f27-499c-8e03-44a88b4b4e2f', 'cf69f22c-9ddb-4316-83e4-548f22d8592e']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:35:23.814,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.545609,,,,,,,,,,,e8ec0006-eae2-4da6-9b05-597c9452270c,1471,,"[56.4, 65.6]",16010,35,,,,,-1.6332152,,Right Foot,,,,"[54.3, 32.0]",,Ground Pass,,33.66556,,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,68,Barcelona,217,['786e4dc4-bc34-433b-a8b6-56d492ec9653'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:35:25.737,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.295387,,,,,,,,,,,d3a1052f-d6b8-4bb1-95c1-23862de9ceb7,1474,,"[56.5, 29.7]",16010,35,,,,,-1.0559685,,Left Foot,,,,"[66.4, 12.2]",,Ground Pass,,20.106218,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,68,Barcelona,217,['c206265c-ffe7-4082-ba1d-0092b01f3035'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:35:29.231,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.761853,,,,,,,,,,,f539da3e-9134-4227-9172-f7f75b333c8c,1477,,"[66.4, 15.0]",16010,35,,,,,1.1689256,,Right Foot,,,,"[71.5, 27.0]",,Ground Pass,,13.038788,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,68,Barcelona,217,['092f24a1-14e6-4b10-8f88-88577b229c59'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:35:31.680,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.838197,,,,,,,,,,,8cf338bf-2ded-43e7-91a0-4f2b033cb4a8,1480,,"[72.0, 26.6]",16010,35,,,,,0.6496739,,Right Foot,,,,"[110.7, 56.0]",,High Pass,,48.600925,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,68,Barcelona,217,['b3fd0ae6-f931-4796-b0e0-067fc3469149'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:35:34.335,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.76188,,,,,,,,,,,01d41ec1-d890-4f44-8703-221ef06b0213,1488,,"[3.3, 25.4]",16010,35,,,,,-1.0653774,,Left Foot,,,,"[17.3, 0.1]",,Low Pass,,28.91522,,,Out,,,,,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Midfield,68,Barcelona,217,['f6e5a1da-99a6-41e7-850f-5e7074107ef3'],39,,,,,,,,,,,,,,,,,Athletic Club,215,00:35:39.536,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.254543,,,,,,,,,,,11d86e2e-dd01-4f08-9411-b70ae5e34716,1489,,"[105.9, 80.0]",16010,35,,,,,-2.3279002,,,,,,"[95.6, 69.1]",,Low Pass,,14.996666,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,69,Barcelona,217,['1a0e94dc-f835-47c5-bd87-a7589d75bcd5'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:35:47.874,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.784395,,,,,,,,,,,1d355d6b-fafd-4957-bf35-99af2df834d2,1493,,"[96.7, 71.1]",16010,35,,,,,1.3948567,,Right Foot,,,,"[97.5, 75.6]",,Ground Pass,,4.570558,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,69,Barcelona,217,['dfa33635-d010-4248-8181-b3f3187f78dd'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:35:50.143,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.466741,,,,,,,,,,,929cae98-2562-4b05-b2da-f0b19f30e891,1499,,"[92.9, 80.0]",16010,35,,,,,-1.5707964,,,,,,"[92.9, 69.2]",,Low Pass,,10.8,,,,,Ousmane Dembélé,5477.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,70,Barcelona,217,['36f436d1-60a8-487d-bbff-a6ce4a8310ba'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:35:59.449,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.69782,,,,,,,,,,,5baa37a8-eb7a-4550-8aa3-057e42a5a3a6,1503,,"[92.5, 72.4]",16010,36,,,,,-2.7774432,,Left Foot,,,,"[68.1, 63.1]",,Ground Pass,,26.112257,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,70,Barcelona,217,"['2d6389bb-9b85-4a32-a189-b1cc15698c05', '7537a0ef-1608-49b7-bf40-216e9d15379a']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:36:02.211,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.445067,,,,,,,,,,,c05f4df8-910e-45ce-910c-a047095d98c4,1506,,"[73.2, 51.0]",16010,36,,,,,-1.3401904,,Right Foot,,,,"[78.6, 28.0]",,Ground Pass,,23.62541,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,70,Barcelona,217,['d976563f-3ed1-4dc0-8022-e60a0ef1f3b0'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:36:06.625,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.748359,,,,,,,,,,,697bec17-25ac-4287-ac59-cc90a941f9c3,1509,,"[98.6, 18.0]",16010,36,,,,,2.5733058,,Right Foot,,,,"[90.3, 23.3]",,Ground Pass,,9.847842,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,70,Barcelona,217,['19a01e0d-8fbf-46d2-9f43-a6639872069f'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:36:13.049,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.165229,,,,,,,,,,,1969f3e6-43e8-4712-b17a-264f69d26669,1512,,"[92.5, 23.5]",16010,36,,,,,-0.45997116,,Right Foot,,,,"[114.3, 12.7]",,High Pass,,24.328585,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,70,Barcelona,217,['91708a8c-e9c7-493a-bdb7-14999fe10773'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:36:14.250,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.377345,,,,,,,,,,,99afe8c8-29c1-4e1a-b332-53f6cc74932b,1519,,"[112.6, 11.1]",16010,36,,,,,2.5315638,,Left Foot,,,,"[83.7, 31.3]",,High Pass,,35.25975,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,70,Barcelona,217,['593408d7-1ed7-4613-9837-beb7039cba71'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:36:18.626,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.482604,,,,,,,,,,,335e20c7-423b-4224-a403-01f08bee908c,1526,,"[83.2, 34.4]",16010,36,,,,,1.5171891,,Right Foot,,,,"[84.3, 54.9]",,Ground Pass,,20.529491,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,70,Barcelona,217,['065d91bf-b110-4dbb-b8a0-5d2bb5f7ee1f'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:36:22.288,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.58659,,,,,,,,,,,d6ab2dba-ce1a-4b3e-b38a-84541ce59d16,1529,,"[99.7, 55.3]",16010,36,,,,,-2.091706,,Right Foot,,,,"[96.2, 49.2]",,Ground Pass,,7.03278,,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,70,Barcelona,217,"['a74d81f8-b87b-4647-8b1c-d5884da729e1', 'd98ac224-28a6-4b08-9781-8940c50fd489']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.542,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.049538,,,,,,,,,,,6bce8cd7-7236-4c00-9a1d-cc7f9646a0ee,1534,,"[69.3, 61.1]",16010,36,,,,,0.22040404,,Right Foot,,,,"[87.6, 65.2]",,Ground Pass,,18.753666,,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,70,Barcelona,217,['9c2c1be4-b807-4b23-813b-6b91df6c5b48'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:36:33.823,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.089932,,,,,,,,,,,8af3fc9d-64f6-47c5-859c-2432f8844d2b,1538,,"[84.5, 70.5]",16010,36,,,,,-2.0062823,,Left Foot,,,,"[77.8, 56.1]",,Ground Pass,,15.8823805,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,70,Barcelona,217,['fdae09c7-4c97-41b7-90fe-8a04b803d5d2'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.970,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.661943,,,,,,,,,,,f4b61d62-40f4-4807-9fce-d484c47bd134,1541,,"[76.7, 56.0]",16010,36,,,,,-0.24296659,,Right Foot,,,,"[88.4, 53.1]",,Ground Pass,,12.054045,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,70,Barcelona,217,['7900f371-2693-4a0e-939b-8ed0ea2d42e2'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:36:39.485,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.726802,,,,,,,,,,,ca84cfd4-77d7-4f0f-840d-111e519c81dd,1548,,"[35.8, 23.5]",16010,36,,,,,-2.487022,,Right Foot,,,,"[31.5, 20.2]",,Ground Pass,,5.420332,,,,,Peru Nolaskoain Esnal,11744.0,,,,,Recovery,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,71,Athletic Club,215,"['204ad848-a527-4651-ae58-30e0e406790d', 'fc17daec-0a86-48ca-bd0a-12cf5db721bf']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:42.779,Pass,True,2018/2019
,,,,,,,,,,,,,,,,0.586907,,,,,,,,,,,490e5f11-1f32-42bc-8be1-70f3eef333a5,1551,,"[31.5, 20.2]",16010,36,,,,,1.885554,,Right Foot,,,,"[28.7, 28.8]",,Ground Pass,,9.044335,,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,Regular Play,Peru Nolaskoain Esnal,11744.0,Left Center Back,71,Athletic Club,215,['82549b93-152a-4811-bd9e-b9d5dcf318bc'],43,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:43.685,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.33991,,,,,,,,,,,ff22567e-8f02-496a-8752-5d0fbce12fb6,1554,,"[27.2, 30.9]",16010,36,,,,,0.6390077,,Right Foot,,,,"[66.5, 60.1]",,High Pass,,48.960495,,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,71,Athletic Club,215,"['3a8121ba-4850-41b8-836d-cfea7757adb2', 'a9d92163-243f-459d-85ec-b3dd61743d20']",45,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:45.973,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.858523,,,,,,,,,,,faef4bc5-b92c-4870-89b1-0eca788a9c02,1558,,"[60.9, 16.7]",16010,36,,,,,1.7670331,,Left Foot,,,,"[54.3, 49.9]",,Ground Pass,,33.849667,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,72,Barcelona,217,['1fe66522-c76b-4044-a55e-ea1b8315f43e'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.679,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.392868,,,,,,,,,,,1f5e4b86-025e-428c-9f01-d69ee9f1a6d3,1561,,"[58.1, 53.1]",16010,37,,,,,-1.5451609,,Right Foot,,,,"[58.9, 21.9]",,Ground Pass,,31.210255,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,72,Barcelona,217,['d76b95a1-235c-448b-bb40-da06eafe1dae'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:37:00.812,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.15354,,,,,,,,,,,b95a7b2a-715d-4b61-b283-6759485bac3c,1564,,"[58.9, 22.7]",16010,37,,,,,0.9652517,,Right Foot,,,,"[89.5, 66.9]",,High Pass,,53.75872,,,Incomplete,,Ousmane Dembélé,5477.0,,True,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,72,Barcelona,217,"['8eb4a28e-51ec-4a0b-83e6-da53db2465b0', 'ca95239a-50c0-45f2-a53c-5fec5e388293']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:37:05.199,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.068316,,,,,,,,,,,76d157cb-1774-4e22-8ea2-d57a4dc5afcb,1568,,"[96.1, 80.0]",16010,37,,,,,-1.6058697,,,,,,"[95.7, 68.6]",,Low Pass,,11.407016,,,,,Ousmane Dembélé,5477.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,73,Barcelona,217,['be801623-d636-4a91-a30c-c0b8271380b6'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:37:17.779,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.708706,,,,,,,,,,,3a90faf3-ce8d-4cd2-a144-72f0b3aae996,1571,,"[95.6, 68.6]",16010,37,,,,,0.45277846,,Right Foot,,,,"[110.4, 75.8]",,Low Pass,,16.458433,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,73,Barcelona,217,['eba8bbe4-2de4-4510-a87d-306f55d54d82'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:37:18.928,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.929179,,,,,,,,,,,df05301f-6d3a-457f-bc8b-c6bbd0f62089,1574,,"[113.7, 73.6]",16010,37,,,,,3.125334,,Right Foot,,,,"[101.4, 73.8]",,Ground Pass,,12.301626,,,,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,73,Barcelona,217,['79b0e69c-51f7-41b4-9a8d-0d0b19aaf773'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:37:23.083,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.892729,,,,,,,,,,,d369984d-dd02-4620-9cf2-ad09976245ab,1577,,"[101.4, 73.8]",16010,37,,,,,-1.7178746,93d34a2e-b97f-4263-b012-01a816e67d2e,Right Foot,,,,"[98.6, 54.9]",,Ground Pass,,19.106281,,,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,73,Barcelona,217,['083bcca3-61f1-4e79-b0e2-0216ef376f60'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:37:25.286,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.507847,,,,,,,,,,,d253dcaf-58f4-41ad-8fdf-ea962825372c,1582,,"[120.0, 80.0]",16010,37,,,,,-1.6834669,,Right Foot,,,,"[116.3, 47.3]",,High Pass,,32.90866,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Ousmane Dembélé,5477.0,Right Wing,74,Barcelona,217,['80c6ba80-3a37-476d-b9c4-3d36d3df9ccc'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:37:52.715,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.444714,,,,,,,,,,,9d93865c-d611-4db3-bc73-b718d20909d5,1592,,"[7.0, 44.1]",16010,38,,,,,0.38831872,,Right Foot,,,,"[66.4, 68.4]",,High Pass,,64.17827,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Unai Simón Mendibil,11748.0,Goalkeeper,75,Athletic Club,215,['7d301553-6efa-43b1-b26b-72376275950e'],32,,,,,,,,,,,,,,,,,Athletic Club,215,00:38:32.419,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.982462,,,,,,,,,,,674ca969-feb6-4b2b-9817-ee9f5ebae995,1597,,"[69.7, 68.4]",16010,39,,,,,-0.7768929,,Right Foot,,,,"[111.2, 27.6]",,High Pass,,58.196995,,,Incomplete,,Raúl García Escudero,6391.0,,True,,,Free Kick,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,76,Athletic Club,215,"['166718fc-6fde-4efa-bb68-47400578655f', 'eba459c2-699b-472b-ad38-cdb0b7053ed9']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:08.231,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.50353,,,,,,,,,,,3aafeb4f-0f73-4d76-afc2-f4a8cc9ec902,1601,,"[120.0, 0.1]",16010,39,,,,,1.6554989,,Right Foot,,,,"[117.3, 31.9]",,High Pass,True,31.914417,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Markel Susaeta Laskurain,6390.0,Right Midfield,77,Athletic Club,215,['3fdbca18-5fa4-497e-9501-49b0b4ae7f22'],43,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:43.876,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.899057,,,,,,,,,,,ba202f28-b97a-4c16-bd77-c3a0ddf8c8ca,1605,,"[111.4, 77.1]",16010,39,,,,,-2.7314653,,Right Foot,,,,"[81.5, 64.1]",,Ground Pass,,32.603832,,,,,Daniel García Carrillo,6775.0,,,,,,1,From Corner,Óscar de Marcos Arana,6649.0,Right Back,77,Athletic Club,215,['69215745-b7b8-4d8e-8fb9-a55142858c42'],53,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:53.095,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.504499,,,,,,,,,,,5a4e6e07-fa1c-44e0-9bdf-331b24e0061a,1607,,"[83.6, 64.1]",16010,39,,,,,-0.96811974,,Right Foot,,,,"[98.6, 42.3]",,High Pass,,26.462048,,,Incomplete,,,,,,,,,1,From Corner,Daniel García Carrillo,6775.0,Right Defensive Midfield,77,Athletic Club,215,['4eaa3e90-51cc-4c27-be82-2f7eb5dc10e1'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:54.994,Pass,,2018/2019
