50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.0527,,,,,,,,,,,,,,d679b500-462b-422f-9f95-4933320020de,580,,"[49.6, 16.6]",69314,14,,,,,-1.4324454,,Left Foot,,,,"[50.7, 8.7]",,Ground Pass,,7.9762144,,,Pedro Bigas Rigo,7907.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,35,Mallorca,1043,['fe6e027e-9b96-4843-ae68-6cf879eda7cb'],10,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:10.877,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.0164,,,,,,,,,,,,,,11783008-00ab-4a4e-9025-58068ac9199f,584,,"[51.1, 10.6]",69314,14,,,,,1.3521274,,Right Foot,,,,"[54.9, 27.7]",,Ground Pass,,17.517134,,,Jose Luis Martí Soler,25948.0,,,,,,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Back,35,Mallorca,1043,"['9fc277ec-cdc2-4903-8c2f-df8ca01ed236', 'ff79e7a0-f8fb-466a-9a25-523135a9d793']",12,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:12.658,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,0.870586,,,,,,,,,,,,,,0a82553d-e805-4b13-8500-369351fd5059,590,,"[51.8, 32.0]",69314,14,,,,,2.0741956,,Right Foot,,,,"[40.4, 52.7]",,Ground Pass,,23.631546,,,José Manuel Flores Moreno,26653.0,,,,,Recovery,1,Regular Play,João Victor de Albuquerque Bruno,26675.0,Right Defensive Midfield,35,Mallorca,1043,"['67044c3b-2ac7-40a5-973c-c8e2f825ab65', 'f085a13c-7974-4c08-b9c3-f59b258d2f48']",15,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:15.414,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,2.183158,,,,,,,,,,,,,,abef91e1-2de9-4ba1-97de-8055dab3b2d3,593,,"[40.4, 52.7]",69314,14,,,,,1.1119796,,Right Foot,,,,"[52.7, 77.6]",,Ground Pass,,27.77229,,,Pablo Cendrós López,26737.0,,,,,,1,Regular Play,José Manuel Flores Moreno,26653.0,Right Center Back,35,Mallorca,1043,['6db2ab08-ddda-4f89-b113-1688d1d91af9'],18,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:18.168,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.9137,,,,,,,,,,,,,,ec539d8e-fcf9-4466-bb25-298a88a09314,597,,"[64.2, 78.3]",69314,14,,,,,-0.08865588,,Right Foot,,,,"[77.7, 77.1]",,Ground Pass,,13.553228,,,Emilio Nsue López,13581.0,,,,,,1,Regular Play,Pablo Cendrós López,26737.0,Right Back,35,Mallorca,1043,"['24543a8b-8ab3-4420-8b21-4b66a7d91bb3', '8da0d4ef-5301-483e-aa6d-85ee7ae71361']",21,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:21.805,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.403192,,,,,,,,,,,,,,b20b59a4-5422-4baa-ae3b-601a9a5c5b04,601,,"[86.0, 76.2]",69314,14,,,,,3.1415927,,Right Foot,,,,"[70.2, 76.2]",,Ground Pass,,15.8,,,Pablo Cendrós López,26737.0,,,,,,1,Regular Play,Emilio Nsue López,13581.0,Right Wing,35,Mallorca,1043,"['70f9a551-3015-43d2-b89e-b8dfff4a5d1b', 'e5344e64-cbff-4c56-a936-b46cd9fe9e20']",26,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:26.269,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.297124,,,,,,,,,,,,,,c4b5a9d9-d7bc-4640-a487-7429decb50f0,604,,"[70.7, 77.5]",69314,14,,,,,-1.6633149,,Right Foot,,,,"[68.9, 58.1]",,Ground Pass,,19.483326,,,João Victor de Albuquerque Bruno,26675.0,,,,,,1,Regular Play,Pablo Cendrós López,26737.0,Right Back,35,Mallorca,1043,['320da290-26ec-44a3-9c87-7371165c132a'],27,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:27.867,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,3.706077,,,,,,,,,,,,,,c2752a0e-7025-4b3b-aad8-ec27a7d2a848,607,,"[69.3, 56.9]",69314,14,,,,,0.06386651,,Right Foot,,,,"[120.9, 60.2]",,High Pass,,51.705414,Out,,Emilio Nsue López,13581.0,,,,,,1,Regular Play,João Victor de Albuquerque Bruno,26675.0,Right Defensive Midfield,35,Mallorca,1043,['ee20a154-74d0-4337-88dc-0894b78a8ffd'],32,,,,,,,,,,,,,,,,,,Mallorca,1043,00:14:32.589,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.049642,,,,,,,,,,,,,,c50308ce-6e54-4559-8d99-99d9e6f8fffa,609,,"[6.0, 44.0]",69314,14,,True,,,1.5345802,,Right Foot,,,,"[7.0, 71.6]",,Ground Pass,,27.61811,,,Daniel Alves da Silva,4324.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,36,Barcelona,217,['dc214660-9698-4f92-8e99-87669e57a074'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.442,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.416004,,,,,,,,,,,,,,2fde51af-247c-4bdf-9f3e-ce0ecdb9e0d2,611,,"[6.9, 72.5]",69314,14,,,,,-0.5831286,,Right Foot,,,,"[35.4, 53.7]",,Ground Pass,,34.142204,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,['b6c547aa-99f8-481c-a847-e2d083da46f8'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:53.585,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.252246,,,,,,,,,,,,,,93e98ca7-5ec6-4c00-ac8a-4146804d034d,615,,"[34.8, 55.8]",69314,14,,,,,0.05258306,,Right Foot,,,,"[50.0, 56.6]",,Low Pass,,15.221038,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,36,Barcelona,217,['540c1827-cdff-445a-835e-1adb7d7635b6'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:55.863,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.556454,,,,,,,,,,,,,,1e6d30cc-691b-4322-9840-02a84ecd5330,618,,"[62.8, 48.6]",69314,14,,,,,0.21286394,b8553888-917f-4af3-8259-552e946851d7,Left Foot,,,,"[97.5, 56.1]",,Ground Pass,,35.501266,,,David Villa Sánchez,12737.0,True,,Through Ball,True,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,36,Barcelona,217,['71822385-25c1-4234-8c1c-41b1c12201a6'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:58.832,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.03553,,,,,,,,,,,,,,9c81aa50-3969-4f22-af01-807ea64cb8f3,623,,"[120.0, 80.0]",69314,15,,,,,-2.5461829,,Left Foot,,,,"[113.8, 75.8]",,Ground Pass,,7.488658,,,Thiago Alcântara do Nascimento,5208.0,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,37,Barcelona,217,['84c851db-755e-477d-8439-9134cd174642'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:23.460,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.9869,,,,,,,,,,,,,,da43189f-3e28-4285-a1e5-59927acb606d,626,,"[113.8, 75.8]",69314,15,,,,,-2.7855942,,Right Foot,,,,"[86.1, 65.5]",,Ground Pass,,29.553003,,,Daniel Alves da Silva,4324.0,,,,,,1,From Corner,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,37,Barcelona,217,['10a60954-5263-4f48-b1aa-ae93738fb525'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:24.949,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.86291,,,,,,,,,,,,,,53f87ad1-2df6-49c5-828a-2b648695ad60,629,,"[86.1, 65.5]",69314,15,,,,,-0.5709265,,Right Foot,,,,"[98.4, 57.6]",,Ground Pass,,14.618482,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,37,Barcelona,217,['84bd2bee-6518-4cd0-baab-58623aa86639'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:28.489,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.321058,,,,,,,,,,,,,,844b0521-4c9d-4571-a8c9-11b3b479d711,633,,"[93.9, 56.9]",69314,15,,,,,-2.911851,,Right Foot,,,,"[81.5, 54.0]",,Ground Pass,,12.734598,,,Daniel Alves da Silva,4324.0,,,,,,1,From Corner,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,37,Barcelona,217,['f6a8c167-a907-4f10-8852-53c0c67ef8d7'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:30.758,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.195996,,,,,,,,,,,,,,0a58db48-22eb-40c3-9187-0674bfc83bd8,636,,"[73.1, 60.4]",69314,15,,,,,0.15463784,,Right Foot,,,,"[107.1, 65.7]",,High Pass,,34.41061,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,37,Barcelona,217,['c581e5cd-2135-43bc-93b7-2d1a158a4d94'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.862,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,3.238874,,,,,,,,,,,,,,14e6bc7a-c64c-4d93-9d77-5a95439a2752,647,,"[5.7, 26.2]",69314,15,,True,,,-0.5966604,,Keeper Arm,,,,"[42.8, 1.0]",,High Pass,,44.849194,Out,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Keeper,Dudú Aouate,26146.0,Goalkeeper,38,Mallorca,1043,['a2a28236-2809-4372-ae53-a8721bb94bdc'],47,,,,,,,,,,,,,,,,,,Mallorca,1043,00:15:47.117,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.650752,,,,,,,,,,,,,,52a4299e-c315-4bd2-b938-d67bd40a1baa,649,,"[75.2, 80.0]",69314,15,,,,,-1.0739441,,,,,,"[87.4, 57.5]",,Low Pass,,25.594727,,,David Villa Sánchez,12737.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,['8d84d0b3-dbca-45fe-abd0-396bf148a0f5'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:53.960,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.097167,,,,,,,,,,,,,,3cdb1d39-001a-4cb3-b776-d544b6a8d50b,656,,"[91.0, 60.0]",69314,15,,,,,2.5461829,,Right Foot,,,,"[81.7, 66.3]",,Ground Pass,,11.232987,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Center Forward,39,Barcelona,217,['28954329-86a4-4441-9c3e-c5ec85526597'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:59.448,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1109,,,,,,,,,,,,,,7623ad7e-f4bb-42db-9ecb-c90f9d49ceb8,658,,"[81.7, 66.3]",69314,16,,,,,-0.6119024,,Right Foot,,,,"[93.1, 58.3]",,Ground Pass,,13.926952,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,"['510874ea-841a-499f-b525-1b90b8f0e761', 'bd36f570-9032-4a54-ac25-89325dd24ebe']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.545,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.440453,,,,,,,,,,,,,,cafe0b0a-ef3d-463c-b864-f7858374021a,661,,"[77.4, 65.7]",69314,16,,,,,-1.5940479,,Right Foot,,,,"[76.7, 35.6]",,Ground Pass,,30.108139,,,Seydou Kéita,20169.0,,,,,Recovery,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,['9a808443-d4c8-4c2a-a2da-7d9e262bdf00'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:03.424,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.850537,,,,,,,,,,,,,,3a8ab5de-28ad-490e-a38e-064778afab9e,664,,"[76.7, 35.6]",69314,16,,,,,-1.3391799,,Left Foot,,,,"[84.2, 3.8]",,Ground Pass,,32.672466,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,39,Barcelona,217,['c27b6066-5897-46fd-8b23-30a0f6769705'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:06.963,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.3206,,,,,,,,,,,,,,adda88f2-7686-4749-af20-9c9f075cb453,667,,"[83.8, 3.0]",69314,16,,,,,0.4012288,,Right Foot,,,,"[90.4, 5.8]",,Ground Pass,,7.169379,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Midfield,39,Barcelona,217,"['9379790a-6293-47a1-89bb-e577ef896371', 'adab058d-f07f-4c74-821d-849cc44d0b06']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:11.068,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.496176,,,,,,,,,,,,,,756f204e-963a-44dd-8ec3-e66aecf53ccc,670,,"[83.6, 1.0]",69314,16,,,,,1.6111784,,,,,,"[83.2, 10.9]",,Low Pass,,9.908077,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Midfield,40,Barcelona,217,['6ff36ab4-8a9b-4014-9a87-c9f186ac8d61'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:17.586,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.392013,,,,,,,,,,,,,,95efb577-d61d-446f-b703-9b4f11bd34e0,673,,"[83.2, 10.9]",69314,16,,,,,-2.2815037,,Right Foot,,,,"[76.4, 3.0]",,Low Pass,,10.423532,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,40,Barcelona,217,['83d8b458-e5c5-4232-9550-5655870abdd5'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:19.125,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.222863,,,,,,,,,,,,,,676ba864-2972-47a5-885f-f7d06615ecc7,676,,"[68.6, 3.1]",69314,16,,,,,3.044675,,Right Foot,,,,"[54.2, 4.5]",,Ground Pass,,14.4678955,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Midfield,40,Barcelona,217,['3727ebe5-f4bd-463c-a51f-cb848642d853'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:23.888,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.93238,,,,,,,,,,,,,,55b2442a-eb3c-4d2c-b019-e28d5cc77816,679,,"[50.0, 3.1]",69314,16,,,,,0.266913,,Left Foot,,,,"[62.8, 6.6]",,Ground Pass,,13.269891,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,40,Barcelona,217,['c415dbd5-a203-449c-9853-0e6425703b37'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:27.864,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.69163,,,,,,,,,,,,,,5896ceab-3a5b-44ed-af7c-22f5acd42105,682,,"[62.4, 6.9]",69314,16,,,,,2.3073444,,Right Foot,,,,"[41.0, 30.5]",,Ground Pass,,31.85781,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,40,Barcelona,217,['a8c6b166-e7cf-4709-a4f3-e080a57719c4'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:28.981,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.021137,,,,,,,,,,,,,,72f1e23c-a070-447a-949e-fdcbce81beee,685,,"[56.0, 47.6]",69314,16,,,,,0.0,,Right Foot,,,,"[77.2, 47.6]",,Ground Pass,,21.2,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,40,Barcelona,217,['b11b4d96-33eb-47be-bb29-3d1f640f31a8'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:34.465,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.996054,,,,,,,,,,,,,,0746cf45-c37d-4720-a958-db6ed8dff42e,691,,"[71.7, 50.9]",69314,16,,,,,1.0412067,,Left Foot,,,,"[86.1, 75.5]",,Low Pass,,28.504736,,,Daniel Alves da Silva,4324.0,,,,,Free Kick,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,41,Barcelona,217,['495db3c4-cc45-46d4-b509-1e16d001e793'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:48.488,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.498487,,,,,,,,,,,,,,74124cbd-88f2-4e44-9602-070176acdeea,694,,"[86.1, 75.4]",69314,16,,,,,-0.5180294,,Right Foot,,,,"[105.4, 64.4]",,Ground Pass,,22.214634,,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,41,Barcelona,217,['ddf7fc79-33fd-41cc-b791-246d3d0afd2a'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:51.482,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.066306,,,,,,,,,,,,,,4f2505fd-a833-4746-a44c-f89ca6c31289,698,,"[115.5, 71.6]",69314,16,,,,,3.0336802,,Left Foot,,,,"[103.5, 72.9]",,Ground Pass,,12.070211,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Midfield,41,Barcelona,217,['cebe9397-761d-4f29-a2f4-10a8d7f595a3'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:56.667,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.2052,,,,,,,,,,,,,,8d317f95-7529-469e-8698-877510a77658,702,,"[105.0, 73.2]",69314,16,,,,,-1.414392,,Right Foot,True,,,"[109.1, 47.2]",,High Pass,,26.321283,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,41,Barcelona,217,"['2a9381c1-6be9-4d8f-820d-8145552cbbeb', 'dbf3c96b-2325-465f-91ab-b45b126b493d']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:59.115,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.029719,,,,,,,,,,,,,,93bc59f8-4343-405f-9900-5ed1372404b9,707,,"[78.9, 62.6]",69314,17,,,,,-1.8253555,,Left Foot,,,,"[73.8, 43.0]",,Ground Pass,,20.252655,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,41,Barcelona,217,['1006711a-8cfc-4315-82fd-32e78cf20b0e'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:06.678,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.299438,,,,,,,,,,,,,,98892477-df32-4d8f-a577-aa47df9bbe9a,710,,"[73.8, 43.0]",69314,17,,,,,-2.6439776,,Right Foot,,,,"[57.6, 34.2]",,Ground Pass,,18.435835,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,41,Barcelona,217,['4c704db8-7bde-4154-a945-6e9c36ce84b1'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:08.407,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.806057,,,,,,,,,,,,,,f9aac370-902c-445a-80a7-a74cafa159ba,713,,"[60.1, 35.6]",69314,17,,,,,-0.9470195,,Left Foot,,,,"[83.2, 3.5]",,Low Pass,,39.54769,,,Adriano Correia Claro,22102.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,41,Barcelona,217,['8cb0e2f8-3611-4180-95fc-b38b011c9547'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:10.935,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.440899,,,,,,,,,,,,,,48074e5c-c7a7-42d1-ade9-c568905d1d38,723,,"[7.0, 45.0]",69314,17,,True,,,0.4818418,,Right Foot,,,,"[57.1, 71.2]",,High Pass,,56.537155,,,Emilio Nsue López,13581.0,,,,,Goal Kick,1,From Goal Kick,Dudú Aouate,26146.0,Goalkeeper,42,Mallorca,1043,['a73f482e-e514-440c-b027-e029e7f8fa76'],45,,,,,,,,,,,,,,,,,,Mallorca,1043,00:17:45.348,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.788244,,,,,,,,,,,,,,5b4c5898-4795-471a-8420-19b2a42668e8,725,,"[59.0, 69.7]",69314,17,,,,,-0.26771352,,Right Foot,,,,"[105.3, 57.0]",,Ground Pass,,48.01021,Incomplete,,,,,,,,,1,From Goal Kick,Emilio Nsue López,13581.0,Right Wing,42,Mallorca,1043,['c42a23bb-4d86-4185-b845-71345f1ac9ea'],48,,,,,,,,,,,,,,,,,,Mallorca,1043,00:17:48.368,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.493206,,,,,,,,,,,,,,d7f9c296-27da-429c-8b35-90013ec09a78,728,,"[11.8, 27.8]",69314,17,,,,,-0.6363291,,Right Foot,,,,"[27.5, 16.2]",,Ground Pass,,19.520502,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,43,Barcelona,217,['954bde59-4dd8-4620-8635-8fc3dec6814f'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:54.045,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.066635,,,,,,,,,,,,,,f5a4efa9-5884-458f-b42a-28ec1386cee5,731,,"[33.2, 12.0]",69314,17,,,,,-0.11710875,,Right Foot,,,,"[51.9, 9.8]",,Ground Pass,,18.828966,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,43,Barcelona,217,['161d19ed-1c86-4deb-815e-16cd480cc065'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:57.227,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.10664,,,,,,,,,,,,,,82280df0-b60a-4a0c-967f-324df7cbfa36,734,,"[55.3, 19.0]",69314,18,,,,,-2.9111903,,Left Foot,,,,"[39.1, 15.2]",,Ground Pass,,16.639711,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,43,Barcelona,217,['ce4e4475-0a7e-45b3-8624-6ba02544306b'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:01.577,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.280879,,,,,,,,,,,,,,4d15b98d-04cf-47c4-b4a2-6aa5f0c04fbf,737,,"[43.5, 18.4]",69314,18,,,,,1.5802122,,Right Foot,,,,"[43.0, 71.5]",,High Pass,,53.102352,,,Daniel Alves da Silva,4324.0,,True,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,43,Barcelona,217,['e8b8e5bb-9994-4e00-9d13-e1c5fb195bc4'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:04.836,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.647107,,,,,,,,,,,,,,28cdaae8-12f1-495b-8868-b6477b03bd96,740,,"[54.3, 67.3]",69314,18,,,,,-0.04874185,,Left Foot,,,,"[70.7, 66.5]",,Ground Pass,,16.4195,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,43,Barcelona,217,['ea0e5a9a-d6f9-4401-9b4a-98aac3e9ab13'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:12.226,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.141933,,,,,,,,,,,,,,eeba0f80-4940-4adc-a864-6e87ed22bcbb,744,,"[70.8, 65.7]",69314,18,,,,,0.51771855,,Right Foot,,,,"[85.9, 74.3]",,Ground Pass,,17.377283,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,43,Barcelona,217,['fc4d1938-65cb-4a6c-a61d-2a1387a85659'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:16.553,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.158507,,,,,,,,,,,,,,647b39aa-58fe-4bdc-b0bb-6c97cdec2211,748,,"[84.6, 74.1]",69314,18,,,,,-2.8216836,,Right Foot,,,,"[68.3, 68.7]",,Ground Pass,,17.171196,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Right Midfield,43,Barcelona,217,['4893affb-df6d-42a7-ae50-d579434b433b'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:18.770,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.936891,,,,,,,,,,,,,,63ddc35f-3394-46f5-a131-74316429dc3a,751,,"[69.2, 69.0]",69314,18,,,,,-2.2625465,,Right Foot,,,,"[61.0, 59.1]",,Ground Pass,,12.85496,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,43,Barcelona,217,['c15c8a41-8141-4cdf-80e4-7a9a920b5e4f'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:20.286,Pass,,2011/2012
