50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,833a0767-db8d-4992-9404-65b469131469,1,,,266741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7869d118-5b51-427c-a453-7ccc6693647c,2,,,266741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26248, 'name': 'David Barral Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 26495, 'name': 'Kalu Uche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 5}]}",Levante UD,221,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,caf1f30e-325d-4e07-8ba3-92f34d86680c,3,,,266741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f6c761c3-6eee-4683-b648-b4ee37441c77'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f6c761c3-6eee-4683-b648-b4ee37441c77,4,,,266741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['caf1f30e-325d-4e07-8ba3-92f34d86680c'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5dd36b3b-ed5e-4ed6-b96b-1c724c5889b3,1682,,,266741,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Barcelona,217,['47f5430b-018c-4be7-9595-205ed11da180'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,47f5430b-018c-4be7-9595-205ed11da180,1683,,,266741,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,85,Barcelona,217,['5dd36b3b-ed5e-4ed6-b96b-1c724c5889b3'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,0.907564,,,,,,,,,,,,,,,667a2daf-9733-45b9-8c49-f4e377ee777d,5,,"[61.0, 40.1]",266741,0,,True,,,-2.2455373,,Right Foot,,,,"[59.4, 38.1]",,Ground Pass,,2.5612497,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['adc3b729-33b6-4e9b-89c2-8bf59cc8fe17'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.138,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1636,,,,,,,,,,,,,,,ac77d29b-b86d-4868-8236-ac555284e516,7,,"[60.4, 38.5]",266741,0,,,,,3.1345005,,Right Foot,,,,"[46.3, 38.6]",,Ground Pass,,14.100354,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['6007417d-66d8-4a6e-ba62-f064f0597b19'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.078,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.976817,,,,,,,,,,,,,,,a5c054d5-a33c-448e-966e-6d5b2d98163e,10,,"[46.8, 41.5]",266741,0,,,,,1.4801364,,Right Foot,,,,"[48.0, 54.7]",,Ground Pass,,13.254434,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c6192d46-71ac-46e4-968c-e2b00a2938a8'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.995,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.07783,,,,,,,,,,,,,,,2d220a62-dd2b-4103-8d31-b479bd6607cb,13,,"[48.0, 54.7]",266741,0,,,,,-2.845841,,Right Foot,,,,"[35.2, 50.8]",,Ground Pass,,13.380957,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,"['64e82ca7-ab3c-4a84-bb3e-13ae2a80f7cf', '726dd688-61e2-4747-ae67-4500eb8534dc']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.972,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.922715,,,,,,,,,,,,,,,fb58c99b-ff56-4f54-b2f1-99f88e329e13,16,,"[35.2, 50.8]",266741,0,,,,,-1.5748947,,Right Foot,,,,"[35.1, 26.4]",,Ground Pass,,24.400206,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['5725bfb7-3058-478b-b7dc-fc485825fb64'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.777,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.4374,,,,,,,,,,,,,,,3e66fe11-b697-4565-88d0-47d70dbe02d8,19,,"[38.7, 25.3]",266741,0,,,,,-0.28540292,,Right Foot,,,,"[55.4, 20.4]",,Ground Pass,,17.404022,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['0d0bc008-b03f-4e5f-be62-2e1fe70c768a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.377,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.2057,,,,,,,,,,,,,,,168cc1fd-f1b7-4f2d-802a-7cbf0851e323,21,,"[55.4, 20.4]",266741,0,,,,,-1.9963392,,Right Foot,,,,"[49.1, 6.5]",,Ground Pass,,15.261062,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['4e81cf82-6e19-4c8e-9915-db859d6960cc'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.814,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.9848,,,,,,,,,,,,,,,c5e69d26-7b4e-4e1c-ba76-80c055583c49,24,,"[57.8, 7.9]",266741,0,,,,,-0.83535653,,Right Foot,,,,"[63.5, 1.6]",,Ground Pass,,8.495881,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['850b15dc-2f62-4cee-b0ab-fd718bb20fa5'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.450,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.833939,,,,,,,,,,,,,,,a5572cdd-65f5-4a8f-88f6-d02540ac7ed0,27,,"[63.0, 3.7]",266741,0,,,,,2.3348074,,Right Foot,,,,"[44.7, 22.8]",,Ground Pass,,26.451843,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['1173b50d-5f65-4aaf-8b4d-6207d04c850e'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.933,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.7796,,,,,,,,,,,,,,,ef6231e8-45bd-4624-8207-e02bebb3fadb,30,,"[56.6, 37.7]",266741,0,,,,,1.5882162,,Right Foot,,,,"[56.1, 66.4]",,Ground Pass,,28.704355,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['e30a2c97-6f46-42f4-bcbd-dab3e2153ae9'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.506,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.076,,,,,,,,,,,,,,,e70be570-4cdf-4b19-bd6a-9ab28d8cf661,33,,"[57.3, 67.1]",266741,0,,,,,0.8131688,,Right Foot,,,,"[67.8, 78.2]",,Ground Pass,,15.279398,,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,"['2bb45257-3a42-45f4-b7ec-f2f067c7462f', 'cc97cce0-71a0-4777-9c3f-16ee77d3bea5']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.285,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.665548,,,,,,,,,,,,,,,f4be044f-f2db-49e2-996e-77c46eb07719,36,,"[68.0, 73.7]",266741,0,,,,,-1.9760379,,Right Foot,,,,"[53.2, 39.2]",,High Pass,,37.540512,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['073cbf39-8d87-4dfd-bf77-484dedd75b93'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.938,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.8427,,,,,,,,,,,,,,,b651149f-379a-4956-a781-bc3e29ec267b,39,,"[65.5, 29.6]",266741,0,,,,,-0.9215371,,Right Foot,,,,"[84.4, 4.7]",,Ground Pass,,31.260519,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['f042643a-5ea4-4d51-8735-c18e1ad32fde'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.444,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1351,,,,,,,,,,,,,,,9ecd301a-7da5-4852-b7fe-5430106d6f9d,41,,"[84.4, 4.7]",266741,0,,,,,2.237354,,Right Foot,,,,"[78.5, 12.2]",,Ground Pass,,9.542537,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['2ff70eab-ecb7-43bb-89a0-5ce198d70ccc'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.287,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.111672,,,,,,,,,,,,,,,090d9f00-7df5-465d-8651-0303089f0c7b,45,,"[80.7, 15.4]",266741,0,,,,,2.5646596,,Right Foot,,,,"[68.1, 23.6]",,Low Pass,,15.033297,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,"['0c7489c6-c2df-46c1-a82d-7264963636c3', '2616dc37-df58-4287-b99b-5f46c565386b']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.833,Pass,True,2014/2015
,,,,,,,,,,,,,,,,3.0062,,,,,,,,,,,,,,,f5c0f3e5-09ac-4cc6-ac5d-78764b50fc5d,48,,"[64.7, 21.4]",266741,0,,,,,1.9666102,,Right Foot,,,,"[50.2, 56.1]",,Ground Pass,,37.60771,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['116d4e61-2bc5-4dd2-8c73-2aed615ec64f'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.775,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.232237,,,,,,,,,,,,,,,31450195-43e3-4655-bbba-fe82084e76c3,51,,"[50.2, 56.1]",266741,0,,,,,1.1786103,,Right Foot,,,,"[58.1, 75.2]",,Ground Pass,,20.6693,,,,,Martín Montoya Torralbo,6593.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,"['1b1c8bf2-cb7f-454c-9474-8547e5590d06', '9ab28164-4ca3-4ad8-8618-012e4bfe7f66']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.782,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.2257,,,,,,,,,,,,,,,7c7a87f6-80d3-4211-8aa7-49ba384755f9,54,,"[64.1, 75.0]",266741,0,,,,,-2.1974213,,Right Foot,,,,"[50.2, 55.8]",,Ground Pass,,23.703375,,,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['6fc64379-ab89-4f46-a606-41762f866cb3'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.777,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.1114,,,,,,,,,,,,,,,aefae5df-a9e7-444e-9e4e-f71ab7d40c28,57,,"[55.4, 52.1]",266741,0,,,,,-1.5281177,,Right Foot,,,,"[56.6, 24.0]",,Ground Pass,,28.12561,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['02db94ba-aca5-4528-a4f1-82f16db20df7'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.885,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0076,,,,,,,,,,,,,,,610c376d-597e-4528-89c6-b75e6e372984,60,,"[56.6, 24.0]",266741,0,,,,,-0.9958284,,Right Foot,,,,"[64.7, 11.5]",,Ground Pass,,14.894965,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['8a5008e0-6d26-45e6-b3c9-b048152cec72'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.940,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.8527,,,,,,,,,,,,,,,b71a812c-5e0b-4889-b7f4-a450e01ca6fd,63,,"[64.7, 11.5]",266741,1,,,,,2.1628723,,Right Foot,,,,"[57.1, 22.8]",,Ground Pass,,13.618003,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['5472db3f-0754-4868-8028-d38e0815f837'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.050,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.671101,,,,,,,,,,,,,,,fd8a66b1-c4b2-4355-ae16-ed797352357d,66,,"[60.4, 21.5]",266741,1,,,,,-0.8116312,,Right Foot,,,,"[77.1, 3.9]",,Ground Pass,,24.26211,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['2a89f434-3705-4c4f-8467-0461f7a736f1'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.002,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,16e98eea-d6a0-4c5d-918e-8667b7b98721,69,,"[83.1, 13.2]",266741,1,,,,,1.4936962,,Right Foot,,,,"[84.9, 36.5]",,Ground Pass,,23.369425,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['51c901db-5321-40dd-8300-da79bac3d4af'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.050,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7358,,,,,,,,,,,,,,,a21d93f0-77f2-4107-90c3-059f237e9f06,71,,"[84.8, 40.6]",266741,1,,,,,-2.5468335,,Right Foot,,,,"[78.0, 36.0]",,Ground Pass,,8.20975,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['85839888-47cf-4e33-a25a-49f5f8da6601'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.210,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.1634,,,,,,,,,,,,,,,17cdbaec-fcc3-429d-b532-327cbe6642ce,73,,"[78.0, 36.0]",266741,1,,,,,0.9652517,ba7fc460-5774-457a-8c5e-bf179a4a3383,Right Foot,,,,"[97.8, 64.6]",,Ground Pass,,34.785053,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,True,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9aa91351-13e3-4f74-b7b5-632a10337721'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.945,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.3009,,,,,,,,,,,,,,,b00473b2-7bb3-4ab2-bd31-8d9c2c4eb31b,78,,"[11.4, 33.6]",266741,1,,True,,,-0.46462992,,Keeper Arm,,,,"[52.1, 13.2]",,Low Pass,,45.526367,,,,,José Luis Morales Nogales,6668.0,,,,,,1,From Keeper,Diego Mariño Villar,23843.0,Goalkeeper,4,Levante UD,221,['a0a723ee-ca79-44ce-b17e-fbef3a093090'],25,,,,,,,,,,,,,,,,,Levante UD,221,00:01:25.779,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.891394,,,,,,,,,,,,,,,e1295632-fa79-42aa-b5f3-f4dfa3b1d459,83,,"[52.1, 13.2]",266741,1,,,,,1.9111782,,Right Foot,,,,"[50.4, 18.0]",,Low Pass,,5.0921507,,,,,Simão Mate,27122.0,,,,,,1,From Keeper,José Luis Morales Nogales,6668.0,Left Midfield,4,Levante UD,221,['d3612c93-29ca-4b1e-9b25-309628c6da72'],27,,,,,,,,,,,,,,,,,Levante UD,221,00:01:27.928,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.6206,,,,,,,,,,,,,,,6708ad0c-bb02-4b86-b5a9-ec6cd5591324,86,,"[54.1, 23.2]",266741,1,,,,,-0.022317722,,Right Foot,,,,"[98.9, 22.2]",,High Pass,,44.81116,,,Incomplete,,,,,,,,,1,From Keeper,Simão Mate,27122.0,Right Defensive Midfield,4,Levante UD,221,['8534e803-31b5-47a0-8aaf-110e0b027f99'],29,,,,,,,,,,,,,,,,,Levante UD,221,00:01:29.704,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.432726,,,,,,,,,,,,,,,5cbf8d13-3205-4da2-9fab-31365803bb49,89,,"[21.2, 57.9]",266741,1,,,,,0.9372806,,Left Foot,,,,"[29.5, 69.2]",,Ground Pass,,14.020699,,,,,Martín Montoya Torralbo,6593.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['5057354b-e70b-495c-a95e-d9918bd091ac'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.996,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.2588,,,,,,,,,,,,,,,3a9ee517-7139-468e-a931-073844a5d5eb,92,,"[35.4, 70.5]",266741,1,,,,,-0.01973428,,Right Foot,,,,"[50.6, 70.2]",,Ground Pass,,15.20296,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,5,Barcelona,217,['18d48e90-d2eb-4ade-ba77-a369865df196'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.423,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.405,,,,,,,,,,,,,,,04f5f3bd-3fb7-4a28-a332-03b731ea3b2b,95,,"[50.7, 70.2]",266741,1,,,,,0.51345974,,Right Foot,,,,"[64.0, 77.7]",,Ground Pass,,15.268923,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['551e636c-4c17-4dc6-9e37-112c9f921120'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.155,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0382,,,,,,,,,,,,,,,7f3e9543-290a-4abe-afc1-38963236fd46,98,,"[71.1, 76.3]",266741,1,,,,,-2.9313323,,Right Foot,,,,"[54.7, 72.8]",,Ground Pass,,16.769318,,,,,Martín Montoya Torralbo,6593.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,5,Barcelona,217,['4337b7c5-0fcc-489b-8307-5df51c570bb1'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.626,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.3511,,,,,,,,,,,,,,,04a8e739-aa69-4241-96d5-f707dd5ac7f9,101,,"[56.2, 63.6]",266741,1,,,,,-1.7839708,,Right Foot,,,,"[49.1, 30.8]",,Ground Pass,,33.559647,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,5,Barcelona,217,['3bd4a3bf-c063-4f03-b310-66b05200771a'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.152,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.7519,,,,,,,,,,,,,,,7b39f805-1054-4c26-9aa6-c1bebb2142de,104,,"[53.2, 32.1]",266741,1,,,,,-0.8674802,,Right Foot,,,,"[78.3, 2.5]",,Ground Pass,,38.809406,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,5,Barcelona,217,['c9895273-295c-4b16-b766-faca42799d10'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.544,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0783,,,,,,,,,,,,,,,467440ca-425b-4716-9b81-c209dc83ceb9,107,,"[78.5, 3.1]",266741,1,,,,,1.762298,,Right Foot,,,,"[76.6, 12.9]",,Ground Pass,,9.982485,,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['8807936a-47d3-4639-b5b1-ecb075a1a52e'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.403,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.118691,,,,,,,,,,,,,,,cad6268e-c6cc-475e-8d24-c363d584af2d,110,,"[76.6, 12.9]",266741,1,,,,,-1.192828,,Left Foot,,,,"[79.3, 6.1]",,Ground Pass,,7.31642,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,5,Barcelona,217,['812bac35-5973-4446-851e-48731143c697'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.802,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1901,,,,,,,,,,,,,,,2576f473-2d19-447c-907e-d8bcbcde72de,113,,"[79.3, 6.1]",266741,1,,,,,1.6523459,,Right Foot,,,,"[77.6, 26.9]",,Ground Pass,,20.869356,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['74fe2384-7259-4ac1-951d-9d17fb3701c1'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.422,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.8903,,,,,,,,,,,,,,,0fd38885-8e83-47a5-8cc9-9d9773354b5f,117,,"[77.4, 25.7]",266741,1,,,,,1.5946014,,Right Foot,,,True,"[77.2, 34.1]",,Ground Pass,,8.402381,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,"['0d5e23c8-5098-4c61-b40a-37d5805414f7', '5e59955b-96f7-462b-828a-6f3030d4b620']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.986,Pass,True,2014/2015
