50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.733828,,,,,,,,,,,,,,14f40f6a-fe64-4b82-ab14-317324c76714,822,,"[36.4, 65.3]",69251,18,,,,,0.6240231,,Left Foot,,,"[43.9, 70.7]",,Ground Pass,,9.241753,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,45,Barcelona,217,['59db5e7e-b3e7-406f-a61e-a06541e8d5bf'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:45.980,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.190514,,,,,,,,,,,,,,2a0fcdec-f185-4791-9648-2337f6cb3fd9,827,,"[42.6, 66.0]",69251,18,,,,,-2.3967912,,Right Foot,,,"[15.7, 41.2]",,Ground Pass,,36.587566,,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,45,Barcelona,217,['f42ef969-cee4-4ea8-bb42-e75beac3e613'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:48.630,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.923212,,,,,,,,,,,,,,78bf478a-d53b-4c2e-a180-745b4e32b9bf,830,,"[15.7, 41.2]",69251,18,,,,,-0.61399233,,Right Foot,,,"[56.7, 12.3]",,High Pass,,50.16184,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,45,Barcelona,217,['8d2418b3-e8c2-494e-95f3-66c862c12ccd'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:50.940,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.256011,,,,,,,,,,,,,,5e685e19-b7be-43d7-851f-d9ccc67671f4,836,,"[53.5, 12.3]",69251,19,,True,,,1.7868813,,Left Foot,,,"[50.8, 24.6]",,Ground Pass,,12.592855,,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,46,Barcelona,217,['010a1d22-6c6a-480c-8713-d5d68ab8ac18'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:01.007,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.060545,,,,,,,,,,,,,,e6c75f91-1329-4b50-b8b0-9c8425553435,838,,"[53.9, 31.7]",69251,19,,,,,1.003682,,Right Foot,,,"[75.3, 65.3]",,High Pass,,39.836163,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,"['6d595fae-4dbb-4bc2-a0be-f327c1820dcc', '997771e1-7ece-4d38-837a-0f572cd27ea7']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:04.381,Pass,,2008/2009
,,,,,,,,,,,True,,,,,,3.796564,,,,,,,,,,,,,,997771e1-7ece-4d38-837a-0f572cd27ea7,840,,"[45.7, 15.7]",69251,19,,,,,-0.30362803,,Head,,,"[84.0, 3.7]",,High Pass,,40.135895,,,,,Juan Manuel Mata García,3294.0,,,,,Interception,1,From Counter,Alexis Ruano Delgado,6614.0,Left Back,47,Valencia,207,"['281c48ae-6c73-42ca-ad96-33f6e6966ef9', 'e6c75f91-1329-4b50-b8b0-9c8425553435']",6,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:06.442,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.3701,,,,,,,,,,,,,,eee5a487-d506-4817-b3aa-644a09f78930,843,,"[98.1, 2.1]",69251,19,,,,,1.1509163,62f7da43-59a4-4456-8d03-2b4209c16952,Left Foot,True,,"[110.6, 30.1]",,High Pass,,30.663496,,,,,David Villa Sánchez,12737.0,True,,,,,1,From Counter,Juan Manuel Mata García,3294.0,Left Wing,47,Valencia,207,['e4705f82-64d1-4554-8581-6938105b4434'],11,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:11.899,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.7049,,,,,,,,,,,,,,937345de-da96-4d91-a96a-a51d46bc2292,851,,"[36.2, 1.0]",69251,19,,,,,0.087801844,,,,,"[64.6, 3.5]",,High Pass,,28.509823,,,,,Seydou Kéita,20169.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,48,Barcelona,217,['dd62f5b2-536a-4e7d-bb00-584016aa2fe2'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:42.331,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.403415,,,,,,,,,,,,,,e75f12a3-d04e-4b3c-9432-ddfcd1ac6cd9,853,,"[64.9, 3.5]",69251,19,,,,,0.019166982,,Head,,,"[96.2, 4.1]",,High Pass,,31.30575,,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,48,Barcelona,217,"['768a0261-99ea-4e2f-a2e0-86fb0a06d66f', 'b7babce0-d1af-4367-a14e-3f404308d70d']",44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:44.770,Pass,,2008/2009
,,,,,,,,,,,,,,,,,3.046755,,,,,,,,,,,,,,b7babce0-d1af-4367-a14e-3f404308d70d,855,,"[24.8, 76.9]",69251,19,,,,,-2.142487,,Left Foot,,,"[6.4, 48.3]",,Low Pass,,34.007645,,,,,César Sánchez Domínguez,25917.0,,,,,Recovery,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,49,Valencia,207,"['9d9b094c-79b8-44f7-b5d8-b28c31df72c6', 'e75f12a3-d04e-4b3c-9432-ddfcd1ac6cd9']",47,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:47.173,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.4448,,,,,,,,,,,,,,a6181050-1ccb-4d2a-821c-a0f04db1c9a6,859,,"[8.9, 49.4]",69251,19,,,,,1.1632493,,Right Foot,,,"[18.7, 72.1]",,High Pass,,24.725088,,,,,Raúl Albiol i Tortajada,7030.0,,,,,,1,Regular Play,César Sánchez Domínguez,25917.0,Goalkeeper,49,Valencia,207,"['717ecade-0552-4a5c-abc5-43c4f4d76ba7', 'a34bcbe5-ca1f-44cf-b0ff-ed4e85e680d7']",50,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:50.260,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.5391,,,,,,,,,,,,,,fbfa3284-fcf6-4b42-9a3f-0634d3e21296,862,,"[18.5, 72.4]",69251,19,,,,,0.15182798,,Right Foot,,,"[36.8, 75.2]",,High Pass,,18.512968,,,Unknown,,Luís Miguel Brito Garcia Monteiro,20070.0,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,49,Valencia,207,['ed09cbbf-23c5-4a17-a733-9bbc7fc860d7'],54,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:54.170,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.972732,,,,,,,,,,,,,,3d9c9233-3807-42b7-8ed0-669dab7fe43a,867,,"[36.4, 74.0]",69251,20,,,,,-0.25125998,,Right Foot,,,"[92.5, 59.6]",,High Pass,,57.91865,,,Unknown,,David Villa Sánchez,12737.0,,,,,Free Kick,1,From Free Kick,Raúl Albiol i Tortajada,7030.0,Right Center Back,50,Valencia,207,['87bbccaa-ecd5-4870-85c9-3458e2a61ccb'],18,,,,,,,,,,,,,,,,,,,Valencia,207,00:20:18.195,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.37601,,,,,,,,,,,,,,231974a4-fe12-44c9-9486-9d59489a91a3,871,,"[28.5, 22.2]",69251,20,,True,,,-0.019478057,,Right Foot,,,"[43.9, 21.9]",,Ground Pass,,15.402922,,,,,Seydou Kéita,20169.0,,,,,Free Kick,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,51,Barcelona,217,['d5f6fe54-486b-4558-a7ad-6738c2e76585'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:29.602,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.5822,,,,,,,,,,,,,,15fbbca0-d9ac-46ac-8af9-948475c577c9,873,,"[42.0, 19.7]",69251,20,,True,,,0.6772185,,Right Foot,,,"[81.3, 51.3]",,Low Pass,,50.42866,,,Incomplete,,,,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,51,Barcelona,217,['28e86c18-0ac7-4042-9a7f-d1ab7fb3a93d'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:33.865,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.367247,,,,,,,,,,,,,,381b8b46-18c3-4561-a169-6046301895d8,876,,"[63.8, 29.9]",69251,20,,,,,0.7853982,,Left Foot,,,"[66.7, 32.8]",,Ground Pass,,4.101219,,,Incomplete,,,,,,,,,1,From Free Kick,Rubén Baraja Vegas,20129.0,Right Center Midfield,51,Barcelona,217,['221ee636-dd40-46c5-bb10-5418473f0d72'],37,,,,,,,,,,,,,,,,,,,Valencia,207,00:20:37.115,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.325993,,,,,,,,,,,,,,32846555-02d6-4723-b129-74cf2e8da47f,879,,"[47.2, 78.1]",69251,20,,,,,0.029931178,,Right Foot,,,"[63.9, 78.6]",,Ground Pass,,16.707483,,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,51,Barcelona,217,"['a610e269-30e9-437b-8692-db4c6aa2e2b4', 'acaacbfb-5561-404b-81f7-d89e6bb6bcfd']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:41.294,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.435707,,,,,,,,,,,,,,9e60f2d7-58f6-42cd-949c-773fde57b245,884,,"[62.9, 57.3]",69251,20,,,,,-2.2612429,,Right Foot,,,"[49.6, 41.2]",,Ground Pass,,20.883007,,,Incomplete,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,51,Barcelona,217,"['09619063-b367-4a63-bac3-cc3b1010b10e', '86734bd6-0cda-4b20-9169-a49ce327eefb', '97d0d562-72d9-494e-aed5-1854b714d695']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:47.251,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.3209,,,,,,,,,,,,,,97d0d562-72d9-494e-aed5-1854b714d695,886,,"[71.4, 39.8]",69251,20,,,,,-0.6501345,,Right Foot,,,"[81.0, 32.5]",,Ground Pass,,12.060266,,,Pass Offside,,David Villa Sánchez,12737.0,,,Through Ball,True,Interception,1,From Free Kick,Pablo Hernández Domínguez,4711.0,Right Wing,51,Barcelona,217,"['7e9b208b-8c43-41bb-bec0-0d0dd1af36f0', '9e60f2d7-58f6-42cd-949c-773fde57b245']",48,,,,,,,,,,,,,,,,,,,Valencia,207,00:20:48.687,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.095299,,,,,,,,,,,,,,235296b3-b240-4359-90b5-d7cab0bfe5fb,888,,"[39.8, 46.0]",69251,21,,True,,,-0.7022569,,Right Foot,,,"[86.6, 6.4]",,High Pass,,61.30579,,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,52,Barcelona,217,['26b5a359-3456-47d0-a9e4-bcde65d64015'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:07.507,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.72702,,,,,,,,,,,,,,8ebbd9cc-d2bb-41c7-9e1a-50183ebf61bd,891,,"[91.4, 13.5]",69251,21,,,,,1.7450122,,Right Foot,,,"[89.2, 26.0]",,Ground Pass,,12.692123,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,52,Barcelona,217,"['86a6a512-f6e9-4b62-bc64-7f67722f3280', 'fde9fc57-7e5a-4221-840e-745890b32a60']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.166,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.663081,,,,,,,,,,,,,,07f390a9-e7fa-41ca-8784-b7aa56dfb85c,894,,"[89.2, 26.0]",69251,21,,,,,-0.33713394,,Left Foot,,,"[98.9, 22.6]",,Ground Pass,,10.278619,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,52,Barcelona,217,['fe8b9fbb-d0ca-43db-bd56-7e4cc5a119f1'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.059,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.308,,,,,,,,,,,,,,7e210f56-8f58-42bf-b1fd-298ba9825238,900,,"[72.1, 32.5]",69251,21,,,,,-1.1106948,,Head,,,"[77.7, 21.2]",,High Pass,,12.611503,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,52,Barcelona,217,['4509731e-87b8-4e7a-909d-ad8043ec5dbf'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:14.543,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.512017,,,,,,,,,,,,,,50314eab-6c3e-4deb-8da8-f55d73b5e5cf,904,,"[77.7, 21.2]",69251,21,,,,,0.3021452,,Left Foot,,,"[85.4, 23.6]",,Low Pass,,8.065358,,,,,Seydou Kéita,20169.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,52,Barcelona,217,['37bd2be7-dac7-49e8-8a86-fb403f3950ab'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.529,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.687906,,,,,,,,,,,,,,dad299c7-c2aa-4b1a-b339-3af37fea6915,907,,"[85.4, 23.6]",69251,21,,,,,-1.4366856,,Left Foot,,,"[87.1, 11.0]",,Low Pass,,12.714166,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,52,Barcelona,217,['f68cabcf-8bfc-4bb8-94ef-9e26f7f2dc62'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.152,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.5972,,,,,,,,,,,,,,674eba5a-c448-45a0-a9e4-936f2f769b25,911,,"[33.0, 80.0]",69251,21,,,,,-0.16347644,,,,,"[62.1, 75.2]",,High Pass,,29.49322,,,Incomplete,,David Villa Sánchez,12737.0,,,,,Throw-in,1,From Throw In,Luís Miguel Brito Garcia Monteiro,20070.0,Right Back,53,Valencia,207,"['376639fe-6f3c-4e32-b441-68c605ed097a', 'eafb6bbd-fb20-4020-88e1-df296bc1ff59']",35,,,,,,,,,,,,,,,,,,,Valencia,207,00:21:35.026,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.569582,,,,,,,,,,,,,,376639fe-6f3c-4e32-b441-68c605ed097a,913,,"[58.9, 5.8]",69251,21,,,,,1.6535338,,Head,,,"[57.2, 26.3]",,High Pass,,20.570368,,,Unknown,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,53,Valencia,207,"['473137b1-96df-40c9-8c0c-72fb821c6db0', '674eba5a-c448-45a0-a9e4-936f2f769b25']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:36.623,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.976133,,,,,,,,,,,,,,2bc2f545-8f40-43e9-8cb9-17ea3827f76d,917,,"[56.2, 25.7]",69251,22,,True,,,-3.1286063,,Right Foot,,,"[40.8, 25.5]",,Ground Pass,,15.4012985,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,54,Barcelona,217,['eceb1fd3-c317-4aec-a8e3-34f2666fa2aa'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:13.394,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.272077,,,,,,,,,,,,,,5d78ba39-0d49-465f-bede-1b347c621b14,919,,"[33.7, 20.7]",69251,22,,True,,,2.3092976,,Right Foot,,,"[20.5, 35.2]",,Ground Pass,,19.608418,,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,54,Barcelona,217,['2f6d0850-7ef5-4534-8b46-3a13dc7d3313'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:14.520,Pass,,2008/2009
,,,,,,,,,,,,,,,,,3.5039,,,,,,,,,,,,,,d567fdb8-7e9f-4230-bfbb-90591757b023,921,,"[21.4, 46.0]",69251,22,,,,,0.2632807,,Right Foot,,,"[84.1, 62.9]",,High Pass,,64.93766,,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,54,Barcelona,217,"['4e147de3-3a45-4301-b9c1-a75849e85015', '5528e195-facd-4da9-a0e3-75716702409a']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:19.321,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.191337,,,,,,,,,,,,,,ab8e4333-7a56-46b3-a99a-edd3a0c57bd8,924,,"[70.6, 53.2]",69251,22,,,,,1.0630373,,Head,,,"[84.9, 78.9]",,Low Pass,,29.410542,,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,54,Barcelona,217,['524ef3d6-1f10-44f5-b845-8ed73f4fd1fc'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:24.158,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.083219,,,,,,,,,,,,,,b3130305-eb93-49e8-ad62-5e7bc987ee91,927,,"[98.4, 73.5]",69251,22,,,,,-0.844154,,Right Foot,,,"[101.6, 69.9]",,High Pass,,4.816638,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,54,Barcelona,217,"['4bf6fa74-efee-42bc-828b-a416cb58e837', '709c9039-d6fd-4d1e-a7ad-7504347b13eb']",29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:29.212,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.442,,,,,,,,,,,,,,21eb4f7e-f8d0-4b03-9b46-d5144b24ea59,930,,"[120.0, 80.0]",69251,22,,,,,-1.8588518,8920d2f3-82d5-4bea-812b-154083464a99,Right Foot,,,"[111.2, 50.3]",,High Pass,,30.976282,,,,True,Carles Puyol i Saforcada,20125.0,True,,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,55,Barcelona,217,['9052260d-1334-4893-a2a7-a3f8c59b5545'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:49.366,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.9452,,,,,,,,,,,,,,3810852a-f78f-415e-8ae0-2277a59cd599,938,,"[71.1, 33.9]",69251,22,,,,,-0.1798535,,Head,,,"[98.6, 28.9]",,High Pass,,27.95085,,,Incomplete,,,,,,,,Recovery,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,55,Barcelona,217,['1c2feedf-df51-4415-ade5-e232ec323041'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:56.073,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.579,,,,,,,,,,,,,,1c2feedf-df51-4415-ade5-e232ec323041,939,,"[22.4, 52.1]",69251,22,,,,,-0.025375264,,Head,,,"[42.1, 51.6]",,High Pass,,19.706345,,,,,Pablo Hernández Domínguez,4711.0,,,,,Recovery,1,From Corner,Rubén Baraja Vegas,20129.0,Right Center Midfield,55,Barcelona,217,"['3810852a-f78f-415e-8ae0-2277a59cd599', '5d34904d-45f5-4aff-a2aa-45b60b98d3ec']",58,,,,,,,,,,,,,,,,,,,Valencia,207,00:22:58.018,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.521,,,,,,,,,,,,,,1da83940-9d7f-45d9-8a18-a86a029ef79d,942,,"[42.1, 51.6]",69251,22,,,,,-0.038740296,,Right Foot,,,"[55.0, 51.1]",,Low Pass,,12.909686,,,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,From Corner,Pablo Hernández Domínguez,4711.0,Right Wing,55,Barcelona,217,"['db997191-d19d-41ba-88ea-e69d7d64106b', 'fcf52347-6be1-4217-8dc2-e313ace9c9bf']",59,,,,,,,,,,,,,,,,,,,Valencia,207,00:22:59.614,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.837918,,,,,,,,,,,,,,1aca9a2e-2b8b-40fe-8243-4bd17134b322,954,,"[84.2, 31.6]",69251,23,,,,,1.3298097,,Left Foot,,,"[87.1, 43.4]",,Ground Pass,,12.151132,,,,,Samuel Eto''o Fils,19298.0,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,55,Barcelona,217,"['4717091c-b99c-4a2c-87cc-ac901c6175fd', '51a08f6b-6951-42ed-9ffb-8f1e411d43b5']",3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.938,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.551054,,,,,,,,,,,,,,9f0638d3-cb45-4050-9fd2-99ab610456bd,958,,"[87.6, 41.9]",69251,23,,,,,-2.6590793,,Left Foot,,,"[83.4, 39.7]",,Ground Pass,,4.7413077,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Samuel Eto''o Fils,19298.0,Center Forward,55,Barcelona,217,"['24e64b53-4f59-4ac4-bbce-ca998520dad4', '46688007-bc76-4062-a1a9-9298d0efb92f']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:04.816,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.286624,,,,,,,,,,,,,,9d81bb95-d65e-49ec-b600-394fd2ae0c98,961,,"[91.4, 30.4]",69251,23,,,,,-0.6972877,,Left Foot,,,"[106.8, 17.5]",,Ground Pass,,20.089052,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,['d6fbf948-1cd2-475b-9a20-3bc051e2a69c'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:07.431,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.518433,,,,,,,,,,,,,,da0a26ca-55a3-4ea0-b0c5-0e5c622a4f2e,965,,"[107.1, 22.4]",69251,23,,,,,2.1216538,,Right Foot,,,"[102.8, 29.4]",,Ground Pass,,8.21523,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,55,Barcelona,217,"['bfcf404e-c967-4988-b7cd-ee10bab79266', 'f04b99ce-8ab4-47c1-b231-47f1c7728265']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:10.169,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.366939,,,,,,,,,,,,,,137d7fbc-270e-4586-b4a6-4c02ae80d6e7,968,,"[103.9, 28.9]",69251,23,,,,,0.15824032,,Left Foot,,,"[113.3, 30.4]",,Ground Pass,,9.518929,,,,,Andrés Iniesta Luján,5216.0,,,Through Ball,True,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,['d74cbf0e-abf5-4a74-a33d-7358220aee4a'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:11.364,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.655323,,,,,,,,,,,,,,5eabd385-ae37-4531-9129-b3f4adf02444,972,,"[114.8, 33.9]",69251,23,,,,,1.9274164,c303a280-18ce-44c1-827a-aec1dfeabda7,Right Foot,,,"[112.9, 39.0]",True,Ground Pass,,5.4424257,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,55,Barcelona,217,"['9cf165a8-da7e-4637-85bf-103f5e776850', 'c17af65f-758c-4892-8519-76bf5e185c5b']",13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.982,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.100582,,,,,,,,,,,,,,0cf3db5c-2b6c-43c5-83e0-232b08587d78,977,,"[60.0, 40.0]",69251,24,,True,,,-1.6594522,,Right Foot,,,"[59.6, 35.5]",,Ground Pass,,4.5177426,,,,,David Josué Jiménez Silva,3064.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,57,Valencia,207,['1454679b-9ea1-4bc9-b660-be6e34ddf472'],15,,,,,,,,,,,,,,,,,,,Valencia,207,00:24:15.865,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.571652,,,,,,,,,,,,,,e74d5f06-a742-4c6e-893a-ca7b9f6bbf3d,979,,"[59.6, 34.2]",69251,24,,True,,,2.510759,,Left Foot,,,"[39.2, 49.1]",,Ground Pass,,25.262028,,,,,Carlos Marchena López,20127.0,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,57,Valencia,207,['1f2d21c6-b01c-43fc-8067-778a8e207197'],17,,,,,,,,,,,,,,,,,,,Valencia,207,00:24:17.460,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.261103,,,,,,,,,,,,,,82d5ad65-e71f-49fb-97b6-fc2b18fca8a3,981,,"[39.2, 49.1]",69251,24,,True,,,-0.24649611,,Right Foot,,,"[116.7, 29.6]",,High Pass,,79.91558,,,Incomplete,,,,,,,,,1,From Kick Off,Carlos Marchena López,20127.0,Left Center Midfield,57,Valencia,207,['2464ae3b-b91e-4edb-8351-2f3ed9a5df13'],19,,,,,,,,,,,,,,,,,,,Valencia,207,00:24:19.383,Pass,,2008/2009
