50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[111.7, 21.9]",,,,,,,,,,,,2.9568,,,,,,,,,,,,,,eb8b98aa-d5da-4bce-aaf1-5be6465351cd,723,,"[112.2, 20.4]",69251,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,36,Barcelona,217,"['57ececa8-0d0b-4e9a-95a5-7a29ac31eaf5', 'ae4a5749-a7db-40af-bed1-e1ebd58b66c3', 'd1ab71b6-f410-46ab-9672-78a64b0f6862']",32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:32.025,Carry,True,2008/2009
,,,,,"[46.0, 38.9]",,,,,,,,,,,,1.229831,,,,,,,,,,,,,,7c25b2ee-f113-4ba1-bebb-d293b81eda89,734,,"[40.5, 38.8]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carlos Marchena López,20127.0,Left Center Midfield,37,Valencia,207,"['96082683-2d64-4a09-905e-ba57d4ceab9c', 'bc596f23-0a47-42e4-aa77-15571cc4cc65']",10,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:10.664,Carry,,2008/2009
,,,,,"[61.4, 53.5]",,,,,,,,,,,,2.008108,,,,,,,,,,,,,,4719cfa7-d271-4112-be76-c11fa67a3cc5,737,,"[56.9, 45.9]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,37,Valencia,207,"['0d63401b-127b-4442-a1ad-603de8924b96', 'c057146c-f46f-4509-835e-260288f98dcc']",12,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:12.870,Carry,,2008/2009
,,,,,"[78.1, 74.0]",,,,,,,,,,,,0.362936,,,,,,,,,,,,,,10319ebb-980f-43a3-8fc9-d0db918c9fe2,740,,"[76.6, 74.8]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pablo Hernández Domínguez,4711.0,Right Wing,37,Valencia,207,"['b6f3c555-a3f9-4bab-9f9e-e3fb77f39274', 'c61c7992-c0a0-457d-8cc5-47b151274d51', 'f86a9e55-ca6a-4a83-a026-1ea90d5e736f']",16,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:16.371,Carry,True,2008/2009
,,,,,"[59.0, 65.6]",,,,,,,,,,,,1.465338,,,,,,,,,,,,,,41116f62-6267-4f3a-9c25-5ca3499f8ac0,745,,"[58.1, 65.8]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luís Miguel Brito Garcia Monteiro,20070.0,Right Back,37,Valencia,207,"['b5c2c8c3-8ff5-43e2-aafb-b0c7ed79e1a1', 'cbeb2ee5-fd81-47dc-b4d7-bced77c0839d']",18,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:18.200,Carry,,2008/2009
,,,,,"[55.6, 52.4]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,037b4224-c5de-4eb5-a3ec-ac4ecccb616f,748,,"[55.6, 52.4]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carlos Marchena López,20127.0,Left Center Midfield,37,Valencia,207,"['b16488f5-7cbd-4791-adb6-36f3cf3479c2', 'ed18b415-c1d7-404d-9f80-cdd4fc5f226a']",20,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:20.592,Carry,,2008/2009
,,,,,"[115.8, 74.6]",,,,,,,,,,,,0.397402,,,,,,,,,,,,,,54c79e82-3cbe-45e9-b0fa-bb6a74d2a44d,752,,"[118.1, 75.8]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pablo Hernández Domínguez,4711.0,Right Wing,37,Valencia,207,"['74191103-6b79-4086-9261-e36ab68db3fd', 'da85085c-b4e8-4072-9773-90af2c7f822e', 'ee6f435d-9df6-40eb-85ce-07dc658daeb7']",25,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:25.469,Carry,True,2008/2009
,,,,,"[108.7, 71.6]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,775ed53a-e9a1-45b8-ad38-1cd2ccfa9bb3,758,,"[108.7, 71.6]",69251,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Center Forward,38,Valencia,207,"['42b8a8b8-d01a-4bf8-a770-8b2041533555', 'ecd2ed6f-3add-46f2-9a73-de15bd35b6e4']",36,,,,,,,,,,,,,,,,,,,Valencia,207,00:15:36.796,Carry,,2008/2009
,,,,,"[56.9, 32.1]",,,,,,,,,,,,0.862506,,,,,,,,,,,,,,4d3c6c58-8828-47e3-a717-f0612df4b607,768,,"[57.3, 31.8]",69251,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Back,40,Valencia,207,"['d310822b-8770-4359-a308-e73d50fa9f02', 'd954e2f3-9416-45f8-a150-121f215104b3']",1,,,,,,,,,,,,,,,,,,,Valencia,207,00:16:01.298,Carry,,2008/2009
,,,,,"[53.8, 59.5]",,,,,,,,,,,,0.450788,,,,,,,,,,,,,,fd50ee3b-c480-4d6a-9ee1-f749668ac58f,778,,"[50.2, 58.6]",69251,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,40,Valencia,207,"['2786d47d-7f19-4561-90b8-83051ff578c0', '3ee786d3-27f1-4463-9832-64cd58e95fd1']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:07.495,Carry,,2008/2009
,,,,,"[60.7, 25.8]",,,,,,,,,,,,1.216429,,,,,,,,,,,,,,25031192-80c6-426e-929f-9a1f1643ba73,782,,"[60.2, 21.9]",69251,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Baraja Vegas,20129.0,Right Center Midfield,40,Valencia,207,"['2e18c1e5-866e-4dd8-977d-23542c3996a6', '98349641-a59f-45f4-bcf3-74d8034e0f48']",9,,,,,,,,,,,,,,,,,,,Valencia,207,00:16:09.691,Carry,,2008/2009
,,,,,"[53.3, 74.2]",,,,,,,,,,,,0.4921,,,,,,,,,,,,,,26599706-423f-4d1f-baf1-e0fac69e0361,797,,"[49.7, 73.7]",69251,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,42,Barcelona,217,"['a91e6a71-2575-4ba4-9e56-6b650578ff61', 'dbc09085-b4ec-43a0-b74b-d213f2fc3810']",53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:53.922,Carry,,2008/2009
,,,,,"[67.0, 75.7]",,,,,,,,,,,,0.233597,,,,,,,,,,,,,,976640a4-4c99-4c7e-8554-b7d81c365516,803,,"[67.0, 75.7]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,43,Barcelona,217,"['5dcdea13-5695-4f3b-8574-dc886130a14f', 'ba3f364e-fc53-43e1-8df9-dc4a2fa16cb8', 'd98760b9-e97d-404b-a1f7-08b7f0f392d0']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:12.310,Carry,True,2008/2009
,,,,,"[59.8, 78.8]",,,,,,,,,,,,1.570211,,,,,,,,,,,,,,6d668193-c467-476f-92e3-476811602266,806,,"[63.6, 79.1]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,43,Barcelona,217,"['66fa2183-7f50-4663-9b48-1b0bae5dbf89', '732e1ef5-ecaa-433d-affa-53242ec358bb', '9d0aaf34-ffac-4cba-b9a8-2cac62bd1c31']",13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:13.190,Carry,True,2008/2009
,,,,,"[95.2, 19.8]",,,,,,,,,,,,0.1265,,,,,,,,,,,,,,203569bc-034d-4b9c-8e56-70c914c9a645,817,,"[95.2, 19.8]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Manuel Mata García,3294.0,Left Wing,44,Valencia,207,"['2d4741c1-0508-4923-845a-717faa1f3b33', '47275019-4108-4801-8d2f-5b8a8f970952']",43,,,,,,,,,,,,,,,,,,,Valencia,207,00:18:43.285,Carry,,2008/2009
,,,,,"[36.4, 65.3]",,,,,,,,,,,,2.108487,,,,,,,,,,,,,,fd721143-0b92-468d-8a17-fbfc35066187,821,,"[28.2, 66.6]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,45,Barcelona,217,"['14f40f6a-fe64-4b82-ab14-317324c76714', '9a779266-61ed-46a1-a1c4-694e84bf1334']",43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:43.871,Carry,,2008/2009
,,,,,"[42.6, 66.0]",,,,,,,,,,,,1.916198,,,,,,,,,,,,,,0b7cde64-2681-4ad0-bfae-e596d4f3d2a6,825,,"[43.9, 70.7]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,45,Barcelona,217,"['04b6f9a0-00db-4900-b50f-f4033d52d83f', '2a0fcdec-f185-4791-9648-2337f6cb3fd9', '59db5e7e-b3e7-406f-a61e-a06541e8d5bf', 'b2acfd26-ee1e-41ec-a8a2-750483208958']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:46.714,Carry,True,2008/2009
,,,,,"[15.7, 41.2]",,,,,,,,,,,,0.11996,,,,,,,,,,,,,,6a889bf9-8d35-4393-8c42-92885df6a03a,829,,"[15.7, 41.2]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,45,Barcelona,217,"['78bf478a-d53b-4c2e-a180-745b4e32b9bf', 'f42ef969-cee4-4ea8-bb42-e75beac3e613']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:50.820,Carry,,2008/2009
,,,,,"[53.5, 12.3]",,,,,,,,,,,,4.451888,,,,,,,,,,,,,,c4babd50-3f3a-4177-ae2a-18b52d47f200,832,,"[56.7, 12.3]",69251,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,45,Barcelona,217,"['510835cc-f0c7-49cc-8663-bd227fcdc259', '8d2418b3-e8c2-494e-95f3-66c862c12ccd', 'd8e844ac-d76d-4cdb-9ebd-1742f702d324']",53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:53.864,Carry,True,2008/2009
,,,,,"[98.1, 2.1]",,,,,,,,,,,,1.660636,,,,,,,,,,,,,,4ca2a49e-2fa7-4833-90f2-a3afcbd775ca,842,,"[84.0, 3.7]",69251,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Juan Manuel Mata García,3294.0,Left Wing,47,Valencia,207,"['281c48ae-6c73-42ca-ad96-33f6e6966ef9', 'eee5a487-d506-4817-b3aa-644a09f78930']",10,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:10.238,Carry,,2008/2009
,,,,,"[8.9, 49.4]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,,,0983795b-6989-431e-ade3-30a528f11e9b,858,,"[6.4, 48.3]",69251,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,César Sánchez Domínguez,25917.0,Goalkeeper,49,Valencia,207,"['9d9b094c-79b8-44f7-b5d8-b28c31df72c6', 'a34bcbe5-ca1f-44cf-b0ff-ed4e85e680d7', 'a6181050-1ccb-4d2a-821c-a0f04db1c9a6']",50,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:50.220,Carry,True,2008/2009
,,,,,"[18.5, 72.4]",,,,,,,,,,,,2.4652,,,,,,,,,,,,,,1241822c-f64f-4516-9892-3b257fb1543a,861,,"[18.7, 72.1]",69251,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,49,Valencia,207,"['717ecade-0552-4a5c-abc5-43c4f4d76ba7', 'fbfa3284-fcf6-4b42-9a3f-0634d3e21296']",51,,,,,,,,,,,,,,,,,,,Valencia,207,00:19:51.705,Carry,,2008/2009
,,,,,"[62.9, 57.3]",,,,,,,,,,,,4.631,,,,,,,,,,,,,,65961271-64c9-4a21-8d5f-e195c02b78e0,881,,"[63.9, 78.6]",69251,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,51,Barcelona,217,"['23877223-14ef-4067-bf23-1b939d53a88c', '9e60f2d7-58f6-42cd-949c-773fde57b245', 'a610e269-30e9-437b-8692-db4c6aa2e2b4']",42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:42.620,Carry,True,2008/2009
,,,,,"[89.2, 26.0]",,,,,,,,,,,,0.16528,,,,,,,,,,,,,,4f2a3311-c8a1-489e-bc73-928b10b9adc3,893,,"[89.2, 26.0]",69251,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,52,Barcelona,217,"['07f390a9-e7fa-41ca-8784-b7aa56dfb85c', '86a6a512-f6e9-4b62-bc64-7f67722f3280']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.893,Carry,,2008/2009
,,,,,"[98.6, 23.4]",,,,,,,,,,,,0.17661901,,,,,,,,,,,,,,307b0aa8-ec95-489e-8cf5-50b1a2b9cfd7,897,,"[98.9, 22.6]",69251,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,52,Barcelona,217,"['6a3e62dd-47df-4911-9bb1-3463faf93f28', '94c54198-f54f-4b45-9fce-1853a72e32f0', 'fe8b9fbb-d0ca-43db-bd56-7e4cc5a119f1']",11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.722,Carry,True,2008/2009
,,,,,"[77.7, 21.2]",,,,,,,,,,,,0.678298,,,,,,,,,,,,,,e2b4308e-d9a3-45c3-8bf8-9556275c1587,903,,"[77.7, 21.2]",69251,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,52,Barcelona,217,"['4509731e-87b8-4e7a-909d-ad8043ec5dbf', '50314eab-6c3e-4deb-8da8-f55d73b5e5cf', 'cc4af06f-94eb-4204-adf2-b8812e6b8726']",15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.851,Carry,True,2008/2009
,,,,,"[85.4, 23.6]",,,,,,,,,,,,0.111231,,,,,,,,,,,,,,82837f39-918c-476d-8129-79e473cf6bd9,906,,"[85.4, 23.6]",69251,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,52,Barcelona,217,"['37bd2be7-dac7-49e8-8a86-fb403f3950ab', 'dad299c7-c2aa-4b1a-b339-3af37fea6915']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.041,Carry,,2008/2009
,,,,,"[91.7, 1.1]",,,,,,,,,,,,2.152348,,,,,,,,,,,,,,1de1b571-c689-4186-8f1d-333ff56a9d79,909,,"[87.1, 11.0]",69251,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,52,Barcelona,217,"['d3849cf8-a12d-4b17-974e-e42d3ab28dad', 'f68cabcf-8bfc-4bb8-94ef-9e26f7f2dc62']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:17.840,Carry,,2008/2009
,,,,,"[98.4, 73.5]",,,,,,,,,,,,2.863163,,,,,,,,,,,,,,c407367b-15a1-462f-a435-4f78f72bcad0,926,,"[84.9, 78.9]",69251,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,54,Barcelona,217,"['524ef3d6-1f10-44f5-b845-8ed73f4fd1fc', 'b3130305-eb93-49e8-ad62-5e7bc987ee91']",26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:26.349,Carry,,2008/2009
,,,,,"[42.1, 51.6]",,,,,,,,,,,,0.017,,,,,,,,,,,,,,075107c5-a265-45af-a313-4220a07a0e60,941,,"[42.1, 51.6]",69251,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pablo Hernández Domínguez,4711.0,Right Wing,55,Barcelona,217,"['1da83940-9d7f-45d9-8a18-a86a029ef79d', '5d34904d-45f5-4aff-a2aa-45b60b98d3ec']",59,,,,,,,,,,,,,,,,,,,Valencia,207,00:22:59.597,Carry,,2008/2009
,,,,,"[81.2, 31.0]",,,,,,,,,,,,2.340813,,,,,,,,,,,,,,ca8217e6-6bc5-4c58-b77d-f4a44b1ebc8c,945,,"[66.0, 29.9]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,55,Barcelona,217,"['1b5f1352-1ad4-4b01-b284-b7bf1575f6a7', '6ebf0b4e-a94a-4e58-a828-a2aabc814aaf', 'fcf52347-6be1-4217-8dc2-e313ace9c9bf']",1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:01.135,Carry,True,2008/2009
,,,,,"[83.2, 31.0]",,,,,,,,,,,,0.310144,,,,,,,,,,,,,,d7212d69-0e9f-435b-bcf9-deff9c26ddcc,949,,"[81.2, 31.0]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,55,Barcelona,217,"['19824635-b413-496e-b7bd-51632ac328cf', '1b5f1352-1ad4-4b01-b284-b7bf1575f6a7', '4717091c-b99c-4a2c-87cc-ac901c6175fd', '69bd8103-a6ba-4cd6-b165-99ccef7e08e0', '6ebf0b4e-a94a-4e58-a828-a2aabc814aaf']",3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.476,Carry,True,2008/2009
,,,,,"[84.2, 31.6]",,,,,,,,,,,,0.151643,,,,,,,,,,,,,,fe5dae23-f19b-452d-9063-f657c5e79381,953,,"[83.2, 31.0]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,55,Barcelona,217,"['1aca9a2e-2b8b-40fe-8243-4bd17134b322', '4717091c-b99c-4a2c-87cc-ac901c6175fd', '69bd8103-a6ba-4cd6-b165-99ccef7e08e0', 'bddb0d78-1d5e-4a08-8d5a-b1d850816d3a']",3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.786,Carry,True,2008/2009
,,,,,"[87.6, 41.9]",,,,,,,,,,,,0.039982002,,,,,,,,,,,,,,8b087dea-bb83-4921-bcfc-989a0a0d2daf,957,,"[87.1, 43.4]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Samuel Eto''o Fils,19298.0,Center Forward,55,Barcelona,217,"['46688007-bc76-4062-a1a9-9298d0efb92f', '51a08f6b-6951-42ed-9ffb-8f1e411d43b5', '9f0638d3-cb45-4050-9fd2-99ab610456bd']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:04.776,Carry,True,2008/2009
,,,,,"[91.4, 30.4]",,,,,,,,,,,,2.064146,,,,,,,,,,,,,,3548a724-a83f-4d2b-a069-387134c7b583,960,,"[83.4, 39.7]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,"['24e64b53-4f59-4ac4-bbce-ca998520dad4', '9d81bb95-d65e-49ec-b600-394fd2ae0c98']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:05.367,Carry,,2008/2009
,,,,,"[107.1, 22.4]",,,,,,,,,,,,1.451376,,,,,,,,,,,,,,a63773e6-ee33-41f0-928a-740131eb616d,964,,"[106.8, 17.5]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,55,Barcelona,217,"['bfcf404e-c967-4988-b7cd-ee10bab79266', 'd6fbf948-1cd2-475b-9a20-3bc051e2a69c', 'da0a26ca-55a3-4ea0-b0c5-0e5c622a4f2e']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.718,Carry,True,2008/2009
,,,,,"[103.9, 28.9]",,,,,,,,,,,,0.67618,,,,,,,,,,,,,,09576b06-1943-48da-8610-c445732f752c,967,,"[102.8, 29.4]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,"['137d7fbc-270e-4586-b4a6-4c02ae80d6e7', 'f04b99ce-8ab4-47c1-b231-47f1c7728265']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:10.688,Carry,,2008/2009
,,,,,"[114.8, 33.9]",,,,,,,,,,,,1.251548,,,,,,,,,,,,,,15c2392a-6ca8-4cf5-97d3-a280e82a69a7,971,,"[113.3, 30.4]",69251,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,55,Barcelona,217,"['5eabd385-ae37-4531-9129-b3f4adf02444', '9cf165a8-da7e-4637-85bf-103f5e776850', 'd74cbf0e-abf5-4a74-a33d-7358220aee4a']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:12.731,Carry,True,2008/2009
,,,,,"[41.0, 75.0]",,,,,,,,,,,,0.54128,,,,,,,,,,,,,,4ec52630-3c9b-4615-bf31-85c12609b61a,993,,"[41.0, 75.0]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,"['3e57c249-1b7d-4eda-bd8e-2341ff4e56ec', 'eb2be4d0-afe2-44a5-9b22-bf22ccd176b4']",45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:45.027,Carry,,2008/2009
,,,,,"[48.4, 68.4]",,,,,,,,,,,,0.11998,,,,,,,,,,,,,,2615cfc2-d30d-40a8-9836-a0f617fdfdb7,996,,"[48.2, 68.4]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,59,Barcelona,217,"['6421b567-eacf-4297-a65f-f1d0cde56c23', 'b2347383-77c8-42eb-b1ba-84dc7de3eaa2']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:46.420,Carry,,2008/2009
,,,,,"[38.8, 70.1]",,,,,,,,,,,,0.320964,,,,,,,,,,,,,,938be4eb-3d49-483d-8e3f-d3e4caf85edc,1000,,"[38.8, 70.1]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,59,Barcelona,217,"['49bc6444-6b83-49ec-80af-bdc90ee49ba5', 'b55f5169-6d32-4d2f-9fa4-10a24091cf5d', 'dc9fb7ec-be51-4178-b688-201ee63962ad']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:47.263,Carry,True,2008/2009
,,,,,"[30.8, 61.5]",,,,,,,,,,,,1.870989,,,,,,,,,,,,,,17d1eb13-efb5-456a-b871-c9eb41760330,1003,,"[23.8, 59.8]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,59,Barcelona,217,"['11a1d661-1ae6-438b-8614-8faa2178b73d', 'ca81ed22-0f07-4834-8f68-a670f39dd5e5']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:48.820,Carry,,2008/2009
,,,,,"[51.1, 42.4]",,,,,,,,,,,,1.594217,,,,,,,,,,,,,,3a8e33d8-7c64-4966-a45a-e58a937f5f78,1006,,"[47.2, 48.4]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,59,Barcelona,217,"['e3a20b2a-19a0-4837-a653-7610b1bb6313', 'f6df973f-f9e7-4168-b329-4dabb1b77af5']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:51.781,Carry,,2008/2009
,,,,,"[71.1, 8.6]",,,,,,,,,,,,0.854625,,,,,,,,,,,,,,1d7a84b2-8dce-498a-a36f-f6918635f380,1009,,"[67.0, 7.9]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,59,Barcelona,217,"['0edea2d0-f896-4387-9026-a30ede23bddb', 'fd519e4e-d118-4758-8801-eba7289aae6c']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.695,Carry,,2008/2009
,,,,,"[76.2, 18.3]",,,,,,,,,,,,1.87283,,,,,,,,,,,,,,7bc63ed2-2286-4a61-a3d9-015fc7550887,1012,,"[80.1, 5.2]",69251,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,59,Barcelona,217,"['4236be5e-1f1b-4796-988c-cde94952fdce', '519b1487-1bac-464f-8df3-3f4db2fdb8be']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:57.501,Carry,,2008/2009
,,,,,"[72.6, 24.6]",,,,,,,,,,,,2.092656,,,,,,,,,,,,,,fe276ae0-4d7d-4790-9993-2e2207d5e1ff,1015,,"[76.0, 29.8]",69251,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,59,Barcelona,217,"['45388f07-4cf2-40e0-8148-244f73a507c8', 'd102cc2d-8770-4559-a096-6e938410c0e8']",0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:00.076,Carry,,2008/2009
,,,,,"[87.3, 19.5]",,,,,,,,,,,,10.378117,,,,,,,,,,,,,,56fd8359-f9d4-485c-b1aa-7f022cab9f5d,1018,,"[85.9, 22.9]",69251,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,59,Barcelona,217,"['41fbac58-86b7-4acc-bcf5-6fafcba14bb4', '820c722d-1b7b-4bed-83e0-13201ee62707', 'f613491e-42d9-47ec-94b3-b313d7099714']",3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:03.377,Carry,True,2008/2009
