50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.712888,,,,,,,,,,,,,b01b8207-6848-49f0-8a06-6151c4b282ba,1657,,"[55.7, 41.1]",3773386,40,,,,,-1.1428478,,Right Foot,,,,"[63.5, 24.0]",Ground Pass,,18.794947,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,60,Barcelona,217,['32961424-0ec7-4182-b5ef-d82dc4c83f6b'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:32.928,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.722604,,,,,,,,,,,,,0b27460d-5dad-4be6-9358-2a7dc6981a5d,1660,,"[67.7, 21.0]",3773386,40,,,,,-1.2277724,,Right Foot,,,,"[70.7, 12.6]",Ground Pass,,8.9196415,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,60,Barcelona,217,['5bdf6076-061b-44f6-9a00-f1c4c46656e6'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:39.073,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.06907,,,,,,,,,,,,,70069aac-b7fa-4c6f-8b82-40d4ac0b0748,1664,,"[69.2, 22.6]",3773386,40,,,,,0.7388369,,Right Foot,,,,"[83.8, 35.9]",Ground Pass,,19.749683,,Incomplete,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,60,Barcelona,217,"['08f4ba6e-b130-4a09-a0c8-b01eae778749', '2f9eb42f-d065-416d-8b79-0b7b22f1f194']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:42.224,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,4.334913,,,,,,,,,,,,,2f9eb42f-d065-416d-8b79-0b7b22f1f194,1665,,"[36.3, 44.2]",3773386,40,,,,,-0.053324595,,Right Foot,,,,"[100.0, 40.8]",High Pass,,63.790672,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,From Throw In,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,60,Barcelona,217,"['70069aac-b7fa-4c6f-8b82-40d4ac0b0748', 'a428ba26-b376-428d-ab69-e789589d51d4', 'e16bb743-be3f-4998-b4df-6de67da11cb7']",43,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:40:43.293,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.407118,,,,,,,,,,,,,e16bb743-be3f-4998-b4df-6de67da11cb7,1667,,"[20.1, 39.3]",3773386,40,,,,,-0.9738334,,Right Foot,,,,"[37.5, 13.7]",Ground Pass,,30.953514,,,,Clément Lenglet,6826.0,,,,,Recovery,1,From Throw In,Norberto Murara Neto,6590.0,Goalkeeper,60,Barcelona,217,"['2f9eb42f-d065-416d-8b79-0b7b22f1f194', 'd5630610-f88b-49a1-a29e-f4b10b665ffb']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:47.628,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.882526,,,,,,,,,,,,,cf798c66-9fb4-4d53-8eb3-a24f4571f2db,1670,,"[66.0, 27.1]",3773386,40,,,,,1.82812,,Left Foot,,,,"[63.5, 36.6]",Ground Pass,,9.8234415,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,60,Barcelona,217,['61eb64b3-7206-4f6b-9e01-98a15c99cd26'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:57.415,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.147151,,,,,,,,,,,,,b32dc931-708d-47a1-8e97-4c387c7b1b2a,1673,,"[63.5, 36.6]",3773386,41,,,,,-1.4091749,,Left Foot,,,,"[65.0, 27.4]",Ground Pass,,9.321481,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,60,Barcelona,217,['8bbc120f-77de-497b-b08e-c87cd9afe9c3'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:00.586,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.079846,,,,,,,,,,,,,49b3a281-0a45-45de-85fb-79c65e07d793,1676,,"[70.1, 27.1]",3773386,41,,,,,1.2722974,,Left Foot,,,,"[85.3, 76.5]",High Pass,,51.68559,,,,Ousmane Dembélé,5477.0,,True,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,60,Barcelona,217,['f4bf2bc3-17c9-4ba3-ab18-6bbeb81323d5'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:03.095,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.538353,,,,,,,,,,,,,a4c961cc-a1b2-4f46-a1ee-4ae1efff3d44,1680,,"[112.8, 64.1]",3773386,41,,,,,-1.7602764,,Right Foot,True,,,"[110.0, 49.5]",Ground Pass,,14.866069,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,60,Barcelona,217,"['21e4888b-f86f-4ecd-a35c-a12b7272fb8e', '3aef9db9-7976-4c04-8f57-0b3dc2b574a3', '8d385767-8fb4-48fc-8c4f-31cc67c9ff30']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:10.520,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.075058,,,,,,,,,,,,,c5d91c14-c718-41cd-8896-458622029253,1687,,"[23.6, 38.2]",3773386,41,,,,,0.0,,Right Foot,,,,"[25.1, 38.2]",Ground Pass,,1.5,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,From Throw In,Rodrigo Andrés Battaglia,10605.0,Center Defensive Midfield,60,Barcelona,217,"['2b857f8b-179b-42e0-955a-4ecfa8e275a2', '3711e5e6-2ddd-461a-b7da-963de0e56d65', 'dfde2c7e-aba6-4b64-8437-0bd47d06dc93']",14,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:41:14.138,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.42732,,,,,,,,,,,,,028b10ab-71a7-4a10-94ac-949f2a6c4c59,1690,,"[90.0, 41.1]",3773386,41,,,,,0.072599456,,Right Foot,,,,"[101.0, 41.9]",High Pass,,11.029053,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,60,Barcelona,217,['6dd5a17a-2dd7-4958-b8e2-c7b1dbd8cf44'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:15.382,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.065324,,,,,,,,,,,,,c5914b35-d78d-4655-b603-091b183bd506,1699,,"[120.0, 0.1]",3773386,42,,,,,1.6606698,,Right Foot,,,,"[116.9, 34.5]",High Pass,True,34.5394,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Anssumane Fati,30756.0,Left Wing,62,Barcelona,217,['34dab557-6aa9-4e23-918b-11c7b4c38880'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.510,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.529218,,,,,,,,,,,,,3a59fd52-cd66-4b3f-b6b0-9601c7edace0,1701,,"[72.0, 28.2]",3773386,43,,,,,2.4489508,,Left Foot,,,,"[57.9, 39.9]",Ground Pass,,18.322117,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,62,Barcelona,217,['8ee8f19f-4a6e-4edc-9afb-01ffda0ee5f9'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:01.503,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.568095,,,,,,,,,,,,,422b06e0-cad3-4119-974a-442a4419459d,1704,,"[63.9, 41.5]",3773386,43,,,,,-0.18432441,,Right Foot,,,,"[105.2, 33.8]",High Pass,,42.011665,,Incomplete,,Anssumane Fati,30756.0,,,Through Ball,True,,1,From Corner,Sergi Roberto Carnicer,6379.0,Right Back,62,Barcelona,217,"['01bb9019-7ecc-4613-b554-dfb47ade28db', '76fd94c7-49d7-4c94-8adb-987d55ee23a2']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:05.253,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.820053,,,,,,,,,,,,,e9202a98-2f52-4799-884a-366808cb8a1c,1710,,"[97.6, 33.4]",3773386,43,,,,,1.2730961,,Right Foot,,,,"[100.3, 42.2]",High Pass,,9.20489,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Gerard Piqué Bernabéu,5213.0,Right Center Back,62,Barcelona,217,"['19239b03-9169-4fbf-88b2-e8badeaab177', '4499fee0-2db7-4699-9576-9999d0e92627', 'f2caafe4-a288-4654-8b8c-e52a5c9def29']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:09.614,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.176787,,,,,,,,,,,,,701c4628-c2cc-49df-a6ad-5612f8a2389f,1717,,"[84.7, 35.8]",3773386,43,,,,,1.5042281,,Right Foot,,,,"[84.9, 38.8]",Low Pass,,3.0066593,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,62,Barcelona,217,"['18741f4d-480c-4504-99a9-0377f7a8e1a2', '27e0d271-abac-41dd-b344-81549a42e5cb', '65bb963c-e585-4de5-86db-0c2f2e8df137']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:12.697,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.72641,,,,,,,,,,,,,d1f8f2de-c1ed-4d5d-8ec0-816fbca61a21,1728,,"[7.0, 44.1]",3773386,44,,,,,-2.3743744,,Right Foot,,,,"[4.2, 41.4]",Ground Pass,,3.88973,,,,Norberto Murara Neto,6590.0,,,,,Goal Kick,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,65,Barcelona,217,['0524775e-ce89-4360-ba0c-a4394fcad06f'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:52.525,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.71149,,,,,,,,,,,,,cd299938-3ccc-4ad6-9c93-311e151f0233,1730,,"[12.6, 37.3]",3773386,44,,True,,,-0.35585806,,Right Foot,,,,"[35.2, 28.9]",Ground Pass,,24.110579,,,,Frenkie de Jong,8118.0,,,,,,1,From Goal Kick,Norberto Murara Neto,6590.0,Goalkeeper,65,Barcelona,217,['45ef2d9b-8f52-457a-84da-cabd93a8c912'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:55.740,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.583954,,,,,,,,,,,,,d803b6db-2498-4bf5-a189-5c734c3f8507,1732,,"[45.8, 29.6]",3773386,45,,,,,1.6461252,,Right Foot,,,,"[44.2, 50.8]",Ground Pass,,21.260292,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,65,Barcelona,217,['b32f6b41-d1bc-4709-9ba9-0ddb6d53efbe'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:00.937,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.40431,,,,,,,,,,,,,14ff8ec3-b04e-4867-a37b-316cb350b188,1735,,"[46.7, 47.5]",3773386,45,,,,,-1.4216237,,Right Foot,,,,"[49.3, 30.2]",Ground Pass,,17.494286,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,65,Barcelona,217,['5b869d89-f378-405e-94d3-2f53afad82e9'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:03.990,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.96802,,,,,,,,,,,,,3dccc6e4-5031-44f3-b6eb-641919c2a818,1738,,"[52.7, 27.1]",3773386,45,,,,,0.7001779,,Left Foot,,,,"[63.5, 36.2]",Ground Pass,,14.122677,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['6e490815-c3a9-440c-b1a4-6ea64ee78dbd'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.910,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.250796,,,,,,,,,,,,,6e14c354-d692-4964-95b4-eae7e5fd3f3e,1740,,"[63.5, 36.2]",3773386,45,,,,,-2.1234934,,Right Foot,,,,"[56.9, 25.5]",Ground Pass,,12.571794,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,65,Barcelona,217,['1ec36ab3-89c0-46c0-abe1-82388c082630'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:07.878,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.35452,,,,,,,,,,,,,e7476aef-8484-46c7-a867-e57d0713e8d2,1743,,"[63.5, 22.1]",3773386,45,,,,,-0.122604705,,Left Foot,,,,"[105.7, 16.9]",High Pass,,42.519173,,,,Anssumane Fati,30756.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,65,Barcelona,217,['0d220d24-8360-42d8-bd9d-ac2f032c8d90'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:11.050,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.779114,,,,,,,,,,,,,6841ceac-83e1-4faf-94aa-062ce219e6ad,1746,,"[107.4, 24.0]",3773386,45,,,,,1.7126933,510062b4-1210-46eb-b400-8dd0631b07b8,Right Foot,,,,"[105.7, 35.9]",Ground Pass,,12.020815,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Goal Kick,Anssumane Fati,30756.0,Left Wing,65,Barcelona,217,['fc080b71-61ab-4fae-9d53-e286912add1b'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:16.147,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.472084,,,,,,,,,,,,,f6555a6d-ae6a-44a0-a13f-a732633521ec,1751,,"[14.4, 44.2]",3773386,45,,True,,,0.32593462,,Drop Kick,,,,"[86.0, 68.4]",High Pass,,75.579094,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Keeper,Fernando Pacheco Flores,6629.0,Goalkeeper,66,Deportivo Alavés,206,['1f9ed5ad-b13a-4a12-82b7-7d5f2d4eb4cc'],40,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:45:40.648,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.435919,,,,,,,,,,,,,ddb5c2bf-12c6-4778-85d2-f6bf366cc1b8,1753,,"[86.0, 68.4]",3773386,45,,,,True,0.11555434,,,,,,"[97.2, 69.7]",High Pass,,11.275194,,Incomplete,,Edgar Antonio Méndez Ortega,26387.0,,,,,,1,From Keeper,Deyverson Brum Silva Acosta,25134.0,Center Forward,66,Deportivo Alavés,206,"['3d5ece29-84a0-4233-ae2d-f7487dd63f4a', '911bc4b8-fe8b-425a-9924-4d00bb818e7c', 'cfea9ad8-5dd3-418a-a2ac-0788bc358634']",44,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:45:44.120,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.953553,,,,,,,,,,,,,cdb0289d-6bf3-478f-9cb6-33db6b62000d,1758,,"[26.3, 7.7]",3773386,45,,,,,0.9232738,,Left Foot,,,,"[35.3, 19.6]",Ground Pass,,14.92012,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,67,Barcelona,217,['6b857e41-1f1c-417a-8304-4c873522c5d4'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:46.678,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.34091,,,,,,,,,,,,,51c323f3-6e03-46fc-a733-785585793322,1761,,"[38.6, 29.3]",3773386,45,,,,,0.5736057,,Right Foot,,,,"[56.4, 40.8]",Ground Pass,,21.191744,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,67,Barcelona,217,['cd3fa460-eaa8-4ca2-8895-de5cbb5fb4e7'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:49.329,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.9101,,,,,,,,,,,,,5971db6c-a0e0-48e4-8a6b-bc2413958cf9,1767,,"[63.5, 40.3]",3773386,46,,,,,-0.40763152,,Left Foot,,,,"[85.5, 30.8]",Low Pass,,23.963514,,,,Anssumane Fati,30756.0,,,,,Free Kick,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,68,Barcelona,217,['1b5bebd5-225d-4c18-bffd-d3b2f4cfe29e'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:04.755,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.167266,,,,,,,,,,,,,d0bc1870-226e-47a7-92d4-a46e8c2479b4,1770,,"[85.5, 30.8]",3773386,46,,,,,2.2799537,,Right Foot,,,,"[72.2, 46.3]",High Pass,,20.424006,,Incomplete,,,,,,,,,1,From Free Kick,Anssumane Fati,30756.0,Left Wing,68,Barcelona,217,['7c27b1dc-42b5-4f35-a554-93fa216bc1c0'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:05.725,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.719242,,,,,,,,,,,,,37c4d020-2354-49af-ba3b-907d2a8b6f0f,1781,,"[64.4, 21.4]",3773386,46,,,,,-1.815775,,Left Foot,,,,"[62.1, 12.2]",Ground Pass,,9.483143,,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Luis Jesús Rioja González,24049.0,Left Midfield,69,Deportivo Alavés,206,['a4158aba-145c-4f75-92ef-3dafad8023a4'],13,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:13.070,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.860177,,,,,,,,,,,,,5c6bb3e0-119a-48a0-b891-9c4ae92b8c49,1785,,"[62.1, 6.8]",3773386,46,,,,,-2.9481654,,Right Foot,,,,"[52.4, 4.9]",Ground Pass,,9.884331,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Left Center Midfield,69,Deportivo Alavés,206,['738adf84-35da-4089-9126-ab80e5f7b528'],16,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:16.398,Pass,,2020/2021
,,,,,,,,,,,,,,,,,5.033375,,,,,,,,,,,,,03e347e9-c3ac-4d60-8045-da2194d7f4c9,1787,,"[52.4, 4.9]",3773386,46,,,,,0.1634045,,Left Foot,,,,"[108.2, 14.1]",High Pass,,56.553337,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,69,Deportivo Alavés,206,"['3623ee5e-6481-4d0a-97b0-474c843f48c1', '520a358a-ee1d-421c-93e8-5cadeed4d2fe']",17,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:17.259,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.510636,,,,,,,,,,,,,520a358a-ee1d-421c-93e8-5cadeed4d2fe,1789,,"[11.9, 66.0]",3773386,46,,,,,-1.9521776,,Right Foot,,,,"[4.0, 46.3]",Ground Pass,,21.224985,,,,Norberto Murara Neto,6590.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,70,Barcelona,217,"['03e347e9-c3ac-4d60-8045-da2194d7f4c9', '309772dc-3375-4acc-8151-b9b187718321']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:22.292,Pass,,2020/2021
,,,,,,,,,,,,,,,,,3.407165,,,,,,,,,,,,,1d38f56b-452e-4cbf-b0bf-7dc2d68f8145,1793,,"[4.2, 41.1]",3773386,46,,,,,-0.9376673,,Right Foot,,,,"[29.3, 6.9]",Ground Pass,,42.422283,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,70,Barcelona,217,"['28819017-480d-4275-b73b-a54c968ac557', '9f7e254e-1e6b-488a-addc-3a9e61362896']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:25.138,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,2.161918,,,,,,,,,,,,,09e4f4ea-2419-454c-8366-35ccc876959f,1796,,"[34.5, 9.4]",3773386,46,,,,,1.580624,,Left Foot,,,,"[34.1, 50.1]",Ground Pass,,40.701965,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,70,Barcelona,217,['66b28ed3-f38f-4d70-a1e0-b629d529d630'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:31.042,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.39051,,,,,,,,,,,,,21302df9-3e7c-4cb1-9108-b8abe2b80668,1799,,"[52.3, 52.0]",3773386,46,,,,,1.0160666,,Left Foot,,,,"[62.4, 68.3]",Ground Pass,,19.175505,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,70,Barcelona,217,['5a23636e-b506-4e21-8d0e-f7042ac66942'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:37.234,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.953251,,,,,,,,,,,,,1ca9af55-31d0-42f4-a508-04faa237e09c,1802,,"[63.6, 70.9]",3773386,46,,,,,0.32447535,,Right Foot,,,,"[74.6, 74.6]",Ground Pass,,11.605602,,,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,70,Barcelona,217,['be98759f-ed64-4172-be36-a9a57b150802'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:39.380,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.951386,,,,,,,,,,,,,462406c9-8c2c-4ec5-a8ca-c530a42ab1ff,1805,,"[72.2, 74.1]",3773386,46,,,,,-3.0488362,,Right Foot,,,,"[63.6, 73.3]",Ground Pass,,8.637129,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,70,Barcelona,217,['29b8486a-98f5-41f7-8644-5204492d2a9f'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:41.729,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.728697,,,,,,,,,,,,,2dbc937f-7191-43fb-8b09-492b9388aaae,1808,,"[65.4, 70.3]",3773386,46,,,,,-1.0267537,,Right Foot,,,,"[70.3, 62.2]",Ground Pass,,9.4667845,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,70,Barcelona,217,['d345b7ec-20eb-4fad-a9ee-1a5323c8d281'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:43.391,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.007713,,,,,,,,,,,,,b0085e6d-b5ef-4356-aaf8-4a3534320102,1810,,"[70.3, 62.2]",3773386,46,,,,,2.2624528,,Right Foot,,,,"[65.0, 68.6]",Ground Pass,,8.309633,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,70,Barcelona,217,['192c114c-a061-43fe-b991-9cae9d94cb6a'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:44.119,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.21669,,,,,,,,,,,,,21d75e6e-d59d-415d-abee-35bb68d3763d,1813,,"[63.5, 68.7]",3773386,46,,,,,0.58549005,,Right Foot,,,,"[72.7, 74.8]",Ground Pass,,11.0385685,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,70,Barcelona,217,"['c8aef5cf-0966-4e69-8cde-42d7b97ea846', 'd0176810-8fcf-4eb6-885d-cfd610c1317c']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:45.897,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.674887,,,,,,,,,,,,,be403bf9-04ea-4c4e-8f79-386f6ea64c8a,1817,,"[49.2, 17.8]",3773386,46,,,,,0.16764244,,Left Foot,,,,"[62.2, 20.0]",Ground Pass,,13.18484,,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,71,Deportivo Alavés,206,['8611f7dc-aa8d-4a30-8a69-b8c40733bac5'],49,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:49.649,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.118896,,,,,,,,,,,,,a5b0d75e-0f9c-4506-bb89-fd930f47bf58,1820,,"[68.5, 19.4]",3773386,46,,,,,-1.0068371,,Left Foot,,,,"[75.9, 7.7]",Ground Pass,,13.843771,,,,Luis Jesús Rioja González,24049.0,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Left Center Midfield,71,Deportivo Alavés,206,['45670857-05f3-4195-987e-47be480fa503'],53,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:53.246,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.367573,,,,,,,,,,,,,bf1d5852-c207-4904-bd2b-fa05eec4e376,1823,,"[95.1, 15.9]",3773386,46,,,,,-0.4154921,,Left Foot,,,,"[105.3, 11.4]",Ground Pass,,11.148542,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Luis Jesús Rioja González,24049.0,Left Midfield,71,Deportivo Alavés,206,['5615958c-403a-42c2-b817-f3da61580321'],57,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:57.443,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.985448,,,,,,,,,,,,,d1e68366-5020-43bc-9167-362e3c6a5480,1826,,"[105.3, 11.4]",3773386,46,,,,,1.2930588,,Left Foot,True,,,"[112.0, 34.9]",Ground Pass,,24.43645,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,71,Deportivo Alavés,206,"['eabf2b12-5d07-40f3-aaf5-d940a6dd52a7', 'f3b32aa7-cf1e-44cc-8d1a-493ff6cbde3e']",58,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:46:58.923,Pass,,2020/2021
