50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.605584,,,,,,,,,,,,,95bdcdbc-2eee-406d-8bdd-64014ef3f851,50,,"[61.9, 34.5]",3773386,0,,,,,1.1206946,,Left Foot,,,,"[77.7, 67.2]",High Pass,,36.317078,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,2,Barcelona,217,"['24410532-8641-4a5c-bf7d-5da1eb4a31b2', 'e3d8ed99-7ff2-4962-99bb-4ac922f2699c']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.219,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.913991,,,,,,,,,,,,,e3d8ed99-7ff2-4962-99bb-4ac922f2699c,52,,"[42.4, 12.9]",3773386,0,,,,,0.8781107,,Left Foot,,,,"[66.3, 41.7]",High Pass,,37.42526,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,From Kick Off,Rubén Duarte Sánchez,6612.0,Left Back,2,Barcelona,217,"['54e28785-6e8d-41aa-b09a-aeac1ac5e466', '95bdcdbc-2eee-406d-8bdd-64014ef3f851']",43,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:43.825,Pass,,2020/2021
,,,,,,,,,,,,,,,,,4.437906,,,,,,,,,,,,,e6b6543e-f9cc-4a64-b907-059a48a3a835,56,,"[67.8, 41.9]",3773386,0,,,,,-0.7032787,,Left Foot,,,,"[94.1, 19.6]",High Pass,,34.48159,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Center Forward,2,Barcelona,217,"['22e16a43-4811-4f7a-9c03-1ae95c325fd2', '2f80545f-efd0-4770-a54b-7e5f38efcefb', 'f684009a-537d-4b44-a59f-12464d12ac49']",47,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:47.499,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.356781,,,,,,,,,,,,,278a9a05-6069-460c-a3da-c411a40e3dde,61,,"[22.2, 77.4]",3773386,0,,,,,-0.81241864,,Right Foot,,,,"[34.8, 64.1]",Ground Pass,,18.320753,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,"['33e63304-373d-4b2a-ba81-aa5b1dc0e6ec', 'c2d2022c-68dc-4d54-9922-a214c5057652']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.182,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.054085,,,,,,,,,,,,,d25df47f-d82f-4ea3-b090-97f2a99a3cb3,64,,"[35.7, 65.8]",3773386,0,,,,,-0.4999353,,Right Foot,,,,"[47.6, 59.3]",Ground Pass,,13.559499,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,['05c7ffb9-4284-4593-8711-5bff3fd57a6d'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.526,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.221364,,,,,,,,,,,,,f511a3b2-036c-4e6f-8ac2-0cf0ccc8698b,66,,"[47.6, 59.3]",3773386,0,,,,,-1.8311939,,Left Foot,,,,"[39.5, 28.9]",Ground Pass,,31.46061,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Forward,2,Barcelona,217,['bd266a13-92b3-401c-bde6-b5ee58968276'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.580,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.503826,,,,,,,,,,,,,589ed698-a80c-4e30-954e-7b4445803259,70,,"[39.7, 28.9]",3773386,0,,,,,2.2673204,,Left Foot,,,,"[35.1, 34.4]",Ground Pass,,7.170077,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['2f9be055-fa91-4bec-88e7-6f46c1a07c3d', '34c55e2c-481d-455f-b631-68e37ce876e3']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.814,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.35556,,,,,,,,,,,,,7c09b2a2-df84-4f44-8c90-d77567c17fe2,73,,"[35.1, 33.5]",3773386,1,,,,,-0.14756808,,Right Foot,,,,"[42.5, 32.4]",Ground Pass,,7.48131,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,"['479eb83d-af56-492e-ac21-134b7725202c', 'f40dee30-5207-4693-baf3-188d399a4e5b']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.318,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,2.040951,,,,,,,,,,,,,7dd8d1a7-9592-4d7e-9f1f-7bd56a18ba5f,75,,"[42.5, 32.0]",3773386,1,,,,,-2.5482426,,Right Foot,,,,"[29.6, 23.3]",Ground Pass,,15.559563,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['33b7d01b-3ce3-468a-b379-204e02113deb'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.673,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.756634,,,,,,,,,,,,,c78f84c9-30d9-4661-8143-efc77e4fec6c,78,,"[29.2, 23.4]",3773386,1,,,,,0.5971767,,Left Foot,,,,"[34.2, 26.8]",Ground Pass,,6.0464864,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['05c9d792-af95-4f84-bdf1-75d8cf29531d'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.512,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.402129,,,,,,,,,,,,,6b32758b-8696-4f41-a0e5-e8328427d904,81,,"[49.8, 24.8]",3773386,1,,,,,-0.924124,,Right Foot,,,,"[61.2, 9.7]",Ground Pass,,18.920095,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,['8114eed8-94a3-4ef3-924e-63f3b726ee95'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.000,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.964685,,,,,,,,,,,,,406c0778-a341-45ed-be56-e7552032cb8c,84,,"[70.0, 8.8]",3773386,1,,,,,-0.31771833,,Left Foot,,,,"[84.9, 3.9]",Ground Pass,,15.685024,,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Center Forward,2,Barcelona,217,['36cce6d4-ba62-4029-aba9-4d3001f30255'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.949,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.163397,,,,,,,,,,,,,4e35f9fd-826d-4612-b693-00abafa73c6b,87,,"[85.7, 4.8]",3773386,1,,,,,2.407941,,Right Foot,,,,"[72.5, 16.7]",Ground Pass,,17.77217,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['39754943-ca70-496e-99d9-50add677ff1c'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.213,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.720417,,,,,,,,,,,,,08bb067a-0d93-4689-bbb7-08adc4da4c59,91,,"[69.0, 19.9]",3773386,1,,,,,1.9963392,,Right Foot,,,,"[56.4, 47.7]",Ground Pass,,30.522123,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,"['0a22bbcf-03e7-49db-b321-60e9cf120c66', 'df4c677c-5037-480e-a468-ee4986fb95ab']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.321,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.470001,,,,,,,,,,,,,8e2df81b-5223-42fe-a675-3c621c68e10b,94,,"[67.5, 53.7]",3773386,1,,,,,1.1018764,,Right Foot,,,,"[79.0, 76.4]",Ground Pass,,25.446808,,,,Ousmane Dembélé,5477.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['490c48ec-801a-4e02-b486-a5d29e077d74'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.609,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.97871,,,,,,,,,,,,,b7881f2e-a0df-4167-bf10-4cd1680e599e,97,,"[79.1, 76.6]",3773386,1,,,,,-1.7632561,,Left Foot,,,,"[75.3, 57.1]",Ground Pass,,19.866806,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Right Wing,2,Barcelona,217,['4e8931fb-65e0-400b-976d-ed31c10176cc'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.264,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.910908,,,,,,,,,,,,,2527ad30-3ebe-47f9-b873-4483db8e1162,100,,"[75.3, 57.5]",3773386,1,,,,,0.22104706,,Right Foot,,,,"[84.2, 59.5]",Ground Pass,,9.121951,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,['19747d1e-6227-48cf-bc8e-745a3f24e976'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.542,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.287611,,,,,,,,,,,,,a3f12a2c-b797-4a57-8bb8-ca25146771fe,107,,"[79.7, 59.7]",3773386,1,,,,,3.059585,,Left Foot,,,,"[65.1, 60.9]",Ground Pass,,14.649232,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,2,Barcelona,217,"['4aefe182-b37e-42b0-85c0-d385a59864a2', 'c2629ff5-4a59-41c8-81a3-cdb1dc956954']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.423,Pass,True,2020/2021
