50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.595823,,,,,,,,,,,8462f735-140b-43ef-a16d-43381aac7f5d,2348,,"[90.0, 40.0]",16120,55,,,,1.4464413,,Right Foot,,,,"[91.0, 48.0]",,Ground Pass,,8.062258,,,Ousmane Dembélé,5477.0,,,,,,Recovery,2,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,76,Barcelona,217,"['33eba3f1-3485-4635-81f2-acb6da281554', 'e2bb42ef-30a0-4d00-9e66-a4984740deb5']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.003,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.724076,,,,,,,,,,,e4ade730-94df-4cab-9957-bc9952ad4498,2351,,"[90.0, 51.0]",16120,55,,,,-1.0691923,,Left Foot,,,,"[107.0, 20.0]",,High Pass,,35.35534,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,76,Barcelona,217,['6611fc2e-27ab-46f0-b755-72e39153819c'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:27.528,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.1331,,,,,,,,,,,29ae8404-dc03-4221-861a-3a9d1c82c42c,2354,,"[109.0, 22.0]",16120,55,,,,2.0344439,,Left Foot,,,,"[108.0, 24.0]",,Ground Pass,,2.236068,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,76,Barcelona,217,"['17415f13-4a9f-4062-b92d-797bea809560', 'd62e886b-fe2f-4be5-bd4f-437581f2133a']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:30.088,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.7785,,,,,,,,,,,ce00159a-aeb9-4799-80e4-35de7336bd1e,2360,,"[1.0, 58.0]",16120,55,,,,0.31561565,,Right Foot,,,,"[50.0, 74.0]",,High Pass,,51.546097,Incomplete,,Jaime Mata Arnaiz,11550.0,,,,,,,2,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,77,Getafe,216,"['4c83f58c-1bb2-4ce0-a937-d5c28b5ce756', '5f32c079-7dc6-4fae-8dc9-027258320e66', '7d36938f-564e-4ee7-a685-6677c40238a6']",33,,,,,,,,,,,,,,,,,,Getafe,216,00:10:33.035,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.415,,,,,,,,,,,aba55a7a-18fd-4794-bd26-eac3712c2220,2365,,"[100.0, 64.0]",16120,55,,,,-1.3654009,,Right Foot,True,,,"[105.0, 40.0]",,High Pass,,24.5153,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,,2,Regular Play,Jaime Mata Arnaiz,11550.0,Left Center Forward,77,Getafe,216,"['d2c30f1c-1dda-4567-abee-e3305c73110d', 'ee55e046-f6f1-47be-953c-d38701929e61']",42,,,,,,,,,,,,,,,,,,Getafe,216,00:10:42.131,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.662705,,,,,,,,,,,912009d4-42c0-4bf8-9250-61b92814db57,2368,,"[26.0, 30.0]",16120,55,,,,2.158799,,Other,,,,"[22.0, 36.0]",,Low Pass,,7.2111025,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,Recovery,2,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,78,Barcelona,217,['4b7183e9-f897-4b0e-b2aa-d085a0d5e7b6'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:46.165,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.950069,,,,,,,,,,,6d218c5b-5b97-47f7-8444-22160a83b375,2371,,"[30.0, 47.0]",16120,55,,,,1.2627436,,Right Foot,,,,"[37.0, 69.0]",,Ground Pass,,23.086792,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,78,Barcelona,217,['23f72d25-1c6c-4de4-94be-c0e5385824d7'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.459,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.362028,,,,,,,,,,,fd6d3675-abe5-4ee0-b16a-c2fb2a39445f,2374,,"[43.0, 69.0]",16120,55,,,,-2.642246,,Right Foot,,,,"[21.0, 57.0]",,Ground Pass,,25.059929,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,78,Barcelona,217,['3b8d1728-06f9-4a2a-a6bd-5d2b3bd62fd2'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:53.929,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.105078,,,,,,,,,,,03ce10eb-81dc-48ba-8b42-30e31ca34a98,2377,,"[21.0, 57.0]",16120,55,,,,-0.7086263,,Right Foot,,,,"[35.0, 45.0]",,Ground Pass,,18.439089,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,78,Barcelona,217,['76bbc594-15c2-4b41-acaf-a1c747db1432'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.164,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.040478,,,,,,,,,,,47940317-4d6c-404e-bf8e-7b3681cf20fa,2380,,"[42.0, 43.0]",16120,56,,,,-2.819842,,Right Foot,,,,"[30.0, 39.0]",,Ground Pass,,12.649111,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,78,Barcelona,217,['62295e3c-e7df-4026-89ac-28a719a15f7c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:01.978,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.309477,,,,,,,,,,,28aaa9d1-8031-4c8b-98a7-9ce8b3891700,2383,,"[32.0, 37.0]",16120,56,,,,-1.3734008,,Right Foot,,,,"[36.0, 17.0]",,Ground Pass,,20.396078,,,Clément Lenglet,6826.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,78,Barcelona,217,['1add8b77-82dc-4905-9876-94d16307c1d6'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:03.944,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.080092,,,,,,,,,,,a368bda8-e0b2-4f3b-8a76-59d52750ebaa,2386,,"[36.0, 17.0]",16120,56,,,,-0.43984258,,Left Foot,,,,"[53.0, 9.0]",,Ground Pass,,18.788294,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,78,Barcelona,217,['14110125-dc6f-4ae8-9632-8128a2befb17'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:06.195,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.163521,,,,,,,,,,,670c9b3a-a348-429f-988e-08e15d98f0fc,2389,,"[52.0, 13.0]",16120,56,,,,1.805519,,Left Foot,,,,"[41.0, 59.0]",,High Pass,,47.296936,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,78,Barcelona,217,['3487f987-8026-447f-86bc-89a31c334622'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:10.982,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.547195,,,,,,,,,,,7643499d-2f06-47e3-917d-21edd1defde7,2392,,"[46.0, 64.0]",16120,56,,,,0.7266424,,Right Foot,,,,"[64.0, 80.0]",,Ground Pass,,24.083189,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,78,Barcelona,217,['ffe63e9d-14d3-4b94-ab61-6224eeb237ac'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.981,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.88651,,,,,,,,,,,12bbebcb-a663-4714-a170-8dcaac18a5da,2396,,"[62.0, 71.0]",16120,56,,,,-1.6373645,,Right Foot,,,,"[61.0, 56.0]",,Ground Pass,,15.033297,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,78,Barcelona,217,"['8ab401e6-e79e-4cf7-86f2-3a95d6b8d06c', 'd20ca23b-9a1c-4b34-813c-8eb827ac4490']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.530,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,2.8523,,,,,,,,,,,694b50da-38e8-4180-b80f-8a317621c7ba,2399,,"[62.0, 50.0]",16120,56,,,,-1.4677147,,Right Foot,,,,"[65.0, 21.0]",,Ground Pass,,29.15476,,,Ousmane Dembélé,5477.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,78,Barcelona,217,['afa6f7f3-991b-4ef3-b31f-8c60978547f4'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:23.313,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.913647,,,,,,,,,,,011ffa15-fccb-49b1-9738-6310ab85a0ac,2402,,"[64.0, 19.0]",16120,56,,,,-0.9600704,,Left Foot,,,,"[71.0, 9.0]",,Ground Pass,,12.206555,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Left Wing,78,Barcelona,217,"['9be26be2-2262-4ccb-9327-17760a98b320', 'afb2a035-a52f-4310-9af4-89e3170ad004']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:26.165,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,4.9211,,,,,,,,,,,3de14c8c-0c16-4aa7-9bd9-c4711ee324e3,2405,,"[73.0, 9.0]",16120,56,,,,0.31475767,,Left Foot,,,,"[116.0, 23.0]",,Ground Pass,,45.221676,Incomplete,,Ousmane Dembélé,5477.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,78,Barcelona,217,"['3733b93f-7abf-4a92-bc7d-c8e08bf01a6d', 'c89b8b31-2909-4a41-aaff-d982c243f843']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.321,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,4.4148,,,,,,,,,,,57a3e116-4673-4ae5-8a62-1d20e3ad7653,2414,,"[16.0, 58.0]",16120,57,,,,0.14601226,,Right Foot,,,,"[84.0, 68.0]",,High Pass,,68.73136,,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,Free Kick,2,From Free Kick,David Soria Solís,6722.0,Goalkeeper,80,Getafe,216,['50535e37-a8c9-4293-b8ca-a31f94c277ea'],18,,,,,,,,,,,,,,,,,,Getafe,216,00:12:18.524,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.5658,,,,,,,,,,,c4d69fea-5f49-4e58-a5de-e49106f2bb0b,2416,,"[84.0, 68.0]",16120,57,,,,1.012197,,Head,,,,"[89.0, 76.0]",,High Pass,,9.433981,,,Francisco Portillo Soler,6873.0,,,,,,,2,From Free Kick,Ángel Luis Rodríguez Díaz,6611.0,Left Center Forward,80,Getafe,216,['357df816-0f50-4cb3-b0ec-21cd8d62ef4e'],23,,,,,,,,,,,,,,,,,,Getafe,216,00:12:23.018,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.5378,,,,,,,,,,,117c6f04-a044-41e9-b676-95ab6ce7c6e5,2423,,"[89.0, 76.0]",16120,58,,,,-1.0824624,,Left Foot,True,,,"[106.0, 44.0]",,High Pass,,36.23534,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,Free Kick,2,From Free Kick,Vitorino Gabriel Pacheco Antunes,6619.0,Left Back,81,Getafe,216,"['148ce4a8-81c2-4cd0-9c3b-ac89a651e671', 'd1da7077-f914-4375-8341-137b3dc1b46d']",23,,,,,,,,,,,,,,,,,,Getafe,216,00:13:23.021,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.7379,,,,,,,,,,,20ad4b0d-61ff-447c-bfdc-520cf8814b84,2427,,"[120.0, 1.0]",16120,58,,,,1.8094057,b7d71c10-96ac-4060-a30d-b57b61dee289,Left Foot,,,,"[111.0, 38.0]",,High Pass,,38.078865,,True,Leandro Daniel Cabrera Sasía,6635.0,True,,,Outswinging,,Corner,2,From Corner,Vitorino Gabriel Pacheco Antunes,6619.0,Left Back,82,Getafe,216,['55f90db5-a149-4225-b577-a5f5c472daa2'],49,,,,,,,,,,,,,,,,,,Getafe,216,00:13:49.311,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.309,,,,,,,,,,,11ad2dbd-33e8-44b2-92a2-cca5b3a4a466,2432,,"[120.0, 1.0]",16120,59,,,,1.5707964,,Left Foot,,,,"[120.0, 35.0]",,High Pass,,34.0,Out,,,,,True,,Straight,,Corner,2,From Corner,Vitorino Gabriel Pacheco Antunes,6619.0,Left Back,83,Getafe,216,,11,,,,,,,,,,,,,,,,,,Getafe,216,00:14:11.147,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.903267,,,,,,,,,,,7336bde1-7c89-4b01-8d76-911243ff58f7,2433,,"[7.0, 37.0]",16120,59,True,,,-0.5123895,,Right Foot,,,,"[23.0, 28.0]",,Ground Pass,,18.35756,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,84,Barcelona,217,['d5011126-6002-4dc6-973c-38273037d2de'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:35.810,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.248214,,,,,,,,,,,276df524-9dc7-4be6-b588-44b5011d1a4e,2435,,"[16.0, 28.0]",16120,59,True,,,-2.1910458,,Left Foot,,,,"[6.0, 14.0]",,High Pass,,17.20465,,,Clément Lenglet,6826.0,,,,,,,2,From Goal Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,84,Barcelona,217,['d512550d-7a34-4944-b825-9e7ff04d9083'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:37.768,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.5013,,,,,,,,,,,0178e37a-0f13-4e05-b5e6-7cd7bdd3d61c,2439,,"[6.0, 14.0]",16120,59,,,,-0.33473682,,Left Foot,,,,"[29.0, 6.0]",,High Pass,,24.351591,Incomplete,,,,,,,,,,2,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,84,Barcelona,217,"['89d24625-e536-48ed-b2ca-dd0960af3537', 'f1c18a21-0b25-414b-92fc-dd120a78d238']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:40.729,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.0509,,,,,,,,,,,751258a5-64c6-4f12-9bdd-f3c2c39211e6,2445,,"[81.0, 76.0]",16120,59,,,,-0.48995733,,Right Foot,,,,"[96.0, 68.0]",,Low Pass,,17.0,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,Recovery,2,From Goal Kick,Mauro Wilney Arambarri Rosa,6863.0,Left Defensive Midfield,84,Barcelona,217,"['0279e8ac-de7a-4cdd-a76b-7cdc1ebb5f0d', '368c3e2a-bed1-4fb7-82b7-4711d6567c1a']",46,,,,,,,,,,,,,,,,,,Getafe,216,00:14:46.869,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.1827,,,,,,,,,,,0279e8ac-de7a-4cdd-a76b-7cdc1ebb5f0d,2447,,"[25.0, 13.0]",16120,59,,,,-0.24497867,,Left Foot,,,,"[29.0, 12.0]",,Ground Pass,,4.1231055,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,84,Barcelona,217,"['751258a5-64c6-4f12-9bdd-f3c2c39211e6', '99a96063-6794-4b98-bb9d-2084ac70c42b']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:47.920,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.3647,,,,,,,,,,,896869f9-0070-4bcb-860f-436557c2e84f,2452,,"[35.0, 25.0]",16120,59,,,,1.2649175,,Left Foot,,,,"[41.0, 44.0]",,Ground Pass,,19.924858,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,84,Barcelona,217,"['d42ab4df-d97d-488d-8ea0-2eccd5bc7f4f', 'e15f34eb-2b99-4fa9-8398-5995a3b6474d']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.609,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.528554,,,,,,,,,,,a1fe7992-c7c7-4db8-8dbf-3e2c42209a3a,2463,,"[43.0, 64.0]",16120,60,,,,2.5829933,,Left Foot,,,,"[35.0, 69.0]",,Ground Pass,,9.433981,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Goal Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,84,Barcelona,217,"['58c8e2af-fc47-49b7-900e-0659c81b346a', 'bcb46918-f1d5-4919-9ac6-13570c9e1097']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.378,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.714792,,,,,,,,,,,1a772ddd-92e5-42c4-bfa8-c9815ce59175,2466,,"[35.0, 69.0]",16120,60,,,,-1.1071488,,Right Foot,,,,"[39.0, 61.0]",,Ground Pass,,8.944272,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,84,Barcelona,217,['fa75e7b3-7039-4398-877f-8be11101944a'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:01.188,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.916218,,,,,,,,,,,2cdaff61-c613-42cf-b049-8c4c25e07105,2469,,"[41.0, 59.0]",16120,60,,,,-0.71883,,Right Foot,,,,"[57.0, 45.0]",,Ground Pass,,21.260292,,,Ousmane Dembélé,5477.0,,,,,,,2,From Goal Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,84,Barcelona,217,['83f9c81d-dfee-455b-818c-b373e3a31e49'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.791,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.725578,,,,,,,,,,,10c73860-0fa8-433e-9775-c5043cf9beb3,2473,,"[57.0, 46.0]",16120,60,,,,2.819842,,Right Foot,,,,"[54.0, 47.0]",,Ground Pass,,3.1622777,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Ousmane Dembélé,5477.0,Left Wing,84,Barcelona,217,"['310a9d1f-16ea-44df-90bf-c309cc4dc395', '632c0ff5-4946-4d9a-b225-61145c792866']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:04.747,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.962864,,,,,,,,,,,0ac8c9b2-65ef-4480-80d1-3293c446ebb4,2480,,"[64.0, 37.0]",16120,60,,,,1.1071488,,Right Foot,,,,"[70.0, 49.0]",,Ground Pass,,13.416408,,,Ousmane Dembélé,5477.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,84,Barcelona,217,"['92df05bf-bf2c-4524-8721-455e3d60bb6b', 'd4fc1c27-de3b-463c-b342-3e7d24575bd1']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:14.606,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.2218,,,,,,,,,,,3a9c3162-8c73-4a1e-8f07-19623f2eb0a5,2485,,"[79.0, 57.0]",16120,60,,,,-1.5707964,,Left Foot,,,,"[79.0, 55.0]",,Ground Pass,,2.0,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,Regular Play,Ousmane Dembélé,5477.0,Left Wing,85,Getafe,216,"['8f87df42-67cb-426c-b043-274aa4da3ab5', 'dd3138ac-9068-4710-99ff-9bc73ba0f7d5']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:19.824,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.7901,,,,,,,,,,,8f87df42-67cb-426c-b043-274aa4da3ab5,2487,,"[42.0, 26.0]",16120,60,,,,0.7266424,,Right Foot,,,,"[51.0, 34.0]",,Ground Pass,,12.0415945,,,Jorge Molina Vidal,6630.0,,,,,,Recovery,2,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Left Defensive Midfield,85,Getafe,216,"['3a9c3162-8c73-4a1e-8f07-19623f2eb0a5', 'cf1a5e0e-161c-4e2c-983a-3e39d58a2ec8']",20,,,,,,,,,,,,,,,,,,Getafe,216,00:15:20.046,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.1144,,,,,,,,,,,35608948-5d76-4a67-942b-29bcce04497a,2491,,"[53.0, 27.0]",16120,60,,,,-0.8685394,,Right Foot,,,,"[64.0, 14.0]",,Ground Pass,,17.029387,,,Mauro Wilney Arambarri Rosa,6863.0,,,,,,,2,Regular Play,Jorge Molina Vidal,6630.0,Right Center Forward,85,Getafe,216,"['b5e6c733-a053-4e33-a553-1b0ccbb9217d', 'cacb19ba-a14d-42eb-87d5-24333918ef16']",23,,,,,,,,,,,,,,,,,,Getafe,216,00:15:23.716,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,2.4371,,,,,,,,,,,9d35c2ff-8372-419b-9842-b095f50d91c1,2494,,"[79.0, 14.0]",16120,60,,,,-0.14189705,,Right Foot,,,,"[100.0, 11.0]",,Ground Pass,,21.213203,,,Jaime Mata Arnaiz,11550.0,,,,,,,2,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Left Defensive Midfield,85,Getafe,216,['dfcecb22-443c-4db1-96c5-ff1b80f309b6'],27,,,,,,,,,,,,,,,,,,Getafe,216,00:15:27.316,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.3225,,,,,,,,,,,78f18815-cf34-4fb0-b99b-68d9f1ade4b5,2497,,"[100.0, 11.0]",16120,60,,,,1.2924967,,Right Foot,True,,,"[106.0, 32.0]",,Low Pass,,21.84033,,,Jorge Molina Vidal,6630.0,,,,,,,2,Regular Play,Jaime Mata Arnaiz,11550.0,Left Midfield,85,Getafe,216,['9c602b5f-f137-495b-8e81-28b0569325b1'],29,,,,,,,,,,,,,,,,,,Getafe,216,00:15:29.793,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.581033,,,,,,,,,,,aa3da270-b247-4254-be10-36d95278f3ad,2503,,"[13.0, 49.0]",16120,60,,,,-1.1071488,,Right Foot,,,,"[14.0, 47.0]",,Ground Pass,,2.236068,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Counter,Ivan Rakitić,5470.0,Center Defensive Midfield,86,Barcelona,217,['e09628db-9902-4f01-9a0a-47964a167bcf'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:32.881,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.534416,,,,,,,,,,,4f1214f6-fc79-4fcb-b885-b4c6e67e2fd6,2506,,"[16.0, 50.0]",16120,60,,,,1.4056476,,Right Foot,,,,"[17.0, 56.0]",,Ground Pass,,6.0827627,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,From Counter,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,86,Barcelona,217,['6a4dd38b-3e22-408c-870b-2c0873b7bf13'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:34.090,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.847044,,,,,,,,,,,a2989533-e468-4372-acb1-d8da5cf7dfec,2509,,"[17.0, 56.0]",16120,60,,,,-0.69473827,,Right Foot,,,,"[23.0, 51.0]",,Ground Pass,,7.81025,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,2,From Counter,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,86,Barcelona,217,['4f7a221d-5956-4ac2-b1b0-e64b800332c4'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:34.704,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.642737,,,,,,,,,,,81724c05-2ad4-4f8c-a43a-fd08acb7e54e,2512,,"[24.0, 50.0]",16120,60,,,,0.48689923,,Right Foot,,,,"[41.0, 59.0]",,Ground Pass,,19.235384,,,Ousmane Dembélé,5477.0,,,,,,,2,From Counter,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,86,Barcelona,217,['d4e18775-537c-4ba0-8887-075107e24a96'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:36.208,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.8586,,,,,,,,,,,d36fe1d9-9197-40ca-96bf-884cc5387c27,2520,,"[85.0, 47.0]",16120,60,,,,-1.4940244,,Left Foot,,,,"[86.0, 34.0]",,Low Pass,,13.038404,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Counter,Ousmane Dembélé,5477.0,Left Wing,86,Barcelona,217,"['3c6acf28-dea2-44b4-8d57-f078c39bb3c2', '967a27fb-fd52-426d-99d8-8b6a40990b55']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:43.610,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.8493,,,,,,,,,,,ff093b37-a5ef-4166-95e5-c43ba1ecd866,2523,,"[86.0, 34.0]",16120,60,,,,-0.52807444,,Left Foot,,,,"[98.0, 27.0]",,Low Pass,,13.892444,Unknown,,,,,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,86,Barcelona,217,,44,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:44.595,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.1956,,,,,,,,,,,301c0567-602f-48f9-b924-9f828068b9f9,2528,,"[6.0, 44.0]",16120,62,,,,0.16514868,,Right Foot,,,,"[78.0, 56.0]",,High Pass,,72.99315,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,Goal Kick,2,From Goal Kick,David Soria Solís,6722.0,Goalkeeper,88,Getafe,216,"['364e728c-ce4d-420f-bfb9-c12458eb7c28', '67f5b906-bdec-43cc-b3ef-811256b0e738']",37,,,,,,,,,,,,,,,,,,Getafe,216,00:17:37.984,Pass,,2018/2019
