bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.573249,,,,,,,,,,,,,d1a98bee-4a0f-409d-b1e2-a0941b35ac78,17,,"[24.1, 27.7]",69172,0,,,,1.5066276,,Right Foot,,,"[25.7, 52.6]",,Ground Pass,,24.951353,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Left Center Back,2,Barcelona,217,['ab6f4589-4b30-4bd4-9672-5df7d111428a'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.272,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.393554,,,,,,,,,,,,,68cfc9de-c767-4a6d-9fe1-1f238d085d8f,19,,"[25.2, 51.6]",69172,0,True,,,-1.3956853,,Right Foot,,,"[29.8, 25.6]",,Ground Pass,,26.403788,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['07f94fa0-81ae-4478-872d-1ef63e01fb3e'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.779,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.069241,,,,,,,,,,,,,9b0ad975-dab7-4fa7-8ed6-564f40859224,21,,"[29.8, 24.9]",69172,0,,,,1.4966084,,Left Foot,,,"[32.0, 54.5]",,Ground Pass,,29.681644,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Left Center Back,2,Barcelona,217,['157074cc-34e7-4637-8ad2-6f448cf34c89'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.429,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.362551,,,,,,,,,,,,,7d781594-12d7-4056-a125-a3f14076877f,24,,"[35.6, 54.0]",69172,0,,,,-1.6663945,,Right Foot,,,"[32.8, 24.8]",,Ground Pass,,29.333939,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['af5fc912-8924-42a2-bddb-53b38520171d'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.924,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.6469,,,,,,,,,,,,,461cbe9b-3b20-4a47-85aa-80966c92a73c,27,,"[32.8, 18.5]",69172,0,,,,-0.9332475,,Right Foot,,,"[42.8, 5.0]",,Ground Pass,,16.800297,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Kick Off,Oleguer Presas Renom,25873.0,Left Center Back,2,Barcelona,217,['f3c5486a-17dd-4e48-b412-863aa0442623'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.414,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.3459,,,,,,,,,,,,,adc79d50-b54a-48f6-8783-e868607b94c7,31,,"[44.3, 3.4]",69172,0,,,,0.043640397,,Left Foot,,,"[67.2, 4.4]",,Ground Pass,,22.921824,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Kick Off,Sylvio Mendes Campos Junior,25854.0,Left Back,2,Barcelona,217,"['3bd4afac-c892-4cd6-b042-f2e5da50d895', 'aff34e27-245a-48b3-9f0d-eeaa635b9792']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.678,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.227245,,,,,,,,,,,,,b49db8ba-dada-4179-bbda-b616ab7aa4ef,37,,"[61.5, 6.2]",69172,0,,,,-0.59540987,,Right Foot,,,"[64.6, 4.1]",,Ground Pass,,3.744329,,,,Ronaldo de Assis Moreira,25879.0,,,,,Free Kick,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['5d795100-a20d-49f7-a959-2e8bcb60854c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.899,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.946777,,,,,,,,,,,,,ffcdd530-3b3f-4965-82c0-ae91aeb12cab,40,,"[65.3, 3.9]",69172,0,,,,2.1375256,,Right Foot,,,"[63.2, 7.2]",,Ground Pass,,3.9115214,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,['be8f5e56-2bda-440a-9f7a-789bb59beafe'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.206,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.175959,,,,,,,,,,,,,0882aa26-6c10-4861-a139-50ab2bb9f0c1,44,,"[62.4, 8.4]",69172,0,,,,-0.6456893,,Right Foot,,,"[69.7, 2.9]",,Ground Pass,,9.140022,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,"['164214a8-10aa-4e94-abc5-55a7aaf5b104', 'b6c8d6ca-f7d5-47c6-a31e-bf6f9ee3155c']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.233,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.985899,,,,,,,,,,,,,18e6a7ca-a2f8-499f-bd43-182406fbddf9,47,,"[69.4, 3.8]",69172,0,,,,-0.16910122,,Left Foot,,,"[77.6, 2.4]",,Ground Pass,,8.318654,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['0d166b35-b536-4cf6-b32b-34ffabec3a92'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.074,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.902935,,,,,,,,,,,,,379e823e-ac1d-426e-b730-54c22fb01671,50,,"[77.6, 2.4]",69172,0,,,,0.57693297,,Right Foot,,,"[83.9, 6.5]",,Ground Pass,,7.5166483,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,['579ea3ea-878d-4143-9b28-7858e7c1f299'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.772,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.97021,,,,,,,,,,,,,b5d63a6f-c353-4d28-b4a0-020314aa9371,54,,"[91.1, 3.3]",69172,0,,,,3.0143764,,Left Foot,,,"[82.5, 4.4]",,Ground Pass,,8.670063,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['f6e3479a-0574-471a-9b54-e72c6e6fa3b0'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.819,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.852742,,,,,,,,,,,,,819536bb-172c-4999-82b3-b2913ed444e6,67,,"[71.8, 15.7]",69172,0,,,,-2.0377996,,Right Foot,,,"[65.8, 3.8]",,Ground Pass,,13.32704,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['b903aa5c-650e-428f-a607-e2e85ca07c5b'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.234,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.954444,,,,,,,,,,,,,ee9534c3-0ba9-4bec-94fc-20f973dad9e6,70,,"[57.4, 6.8]",69172,0,,,,2.499366,,Left Foot,,,"[19.7, 35.0]",,High Pass,,47.08004,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['669ff644-9585-48a7-9415-a2a892e532d6'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.945,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.040855,,,,,,,,,,,,,595302ca-5602-40be-a40a-1fcc144fb686,73,,"[25.2, 43.4]",69172,1,,,,0.49066806,,Right Foot,,,"[32.5, 47.3]",,Ground Pass,,8.276473,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['ca1c904b-fd03-4440-98c7-be24aee7f63f'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.681,Pass,,2005/2006
,,,,,,,,,,,,,,,,4.789466,,,,,,,,,,,,,9b7c7c53-dd8e-428b-82a6-e6f1dec65db4,77,,"[50.4, 51.9]",69172,1,,,,-1.0291821,,Right Foot,,,"[80.0, 2.7]",,High Pass,,57.417767,,,,Ronaldo de Assis Moreira,25879.0,,True,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,"['25ed0970-e075-4090-8884-2899937e90bb', 'f169e1a8-8da8-4940-b1e9-d2dd40dd8a9a']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.668,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.3843,,,,,,,,,,,,,3e727929-d3b3-4efc-8deb-0c79ab3d57dd,79,,"[80.0, 2.7]",69172,1,,,,1.0516502,,Head,,,"[88.0, 16.7]",,High Pass,,16.124516,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,"['0da3c77e-39b7-43cd-b344-635a430e93cc', 'f094856a-f678-4e47-a68f-fc2d961c808e']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.497,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.3626,,,,,,,,,,,,,b358d81a-5c4f-4468-89eb-62a7dac955b9,83,,"[28.0, 78.1]",69172,1,,,,-0.36795053,,Right Foot,,,"[62.5, 64.8]",,High Pass,,36.974857,,Incomplete,,Daniel Martín Alexandre,26485.0,,,,,,1,From Free Kick,Juan Alberto Andreu Alvarado,26453.0,Right Center Back,3,Barcelona,217,"['235059b7-2a65-4688-824a-447f57753438', '3187350a-d44f-4561-93c4-da20d0b2bd0e']",24,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:24.369,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.876809,,,,,,,,,,,,,235059b7-2a65-4688-824a-447f57753438,85,,"[58.5, 16.2]",69172,1,,,,-0.58511245,,Head,,,"[66.5, 10.9]",,High Pass,,9.596354,,,,Sylvio Mendes Campos Junior,25854.0,,,,,Recovery,1,From Free Kick,Oleguer Presas Renom,25873.0,Left Center Back,3,Barcelona,217,"['0fa22020-a709-4f6d-9b2b-312bd8c7712d', 'b358d81a-5c4f-4468-89eb-62a7dac955b9']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.732,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.8679,,,,,,,,,,,,,d0ac6dd1-4066-4ad0-87a1-a7f7e7474ac4,89,,"[65.6, 10.3]",69172,1,,,,0.03029376,,Left Foot,,,"[68.9, 10.4]",,Ground Pass,,3.3015149,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,"['1f34afd2-0ba0-40ba-8427-9a13d643d90b', '78f05cf9-0328-4c65-8a7f-469ee7ad5d3c', 'de3ea53e-58b7-4f55-8c40-bde65d129d06']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.777,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.6987,,,,,,,,,,,,,d1f96f04-34ea-4dbe-87f2-6a91790e4270,94,,"[45.1, 72.1]",69172,1,,,,-1.5932645,,Right Foot,,,"[44.9, 63.2]",,Ground Pass,,8.902246,,,,Juan Alberto Andreu Alvarado,26453.0,,,,,,1,From Free Kick,Oscar López Hernández,26486.0,Right Back,3,Barcelona,217,['fcb0d596-06c1-4400-a8e2-d46770e6639b'],31,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:31.011,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.1118,,,,,,,,,,,,,b0546a79-bedc-4070-b6bf-450372161ae2,97,,"[44.3, 62.9]",69172,1,,,,-0.3657473,,Left Foot,,,"[53.7, 59.3]",,Ground Pass,,10.0657835,,Incomplete,,Luís Eduardo Schmidt,26456.0,,,,,,1,From Free Kick,Juan Alberto Andreu Alvarado,26453.0,Right Center Back,3,Barcelona,217,"['460d5d0f-6431-446b-8f93-9f11c9f525f6', '987f6e3f-cefa-4b41-82e3-d460f4dfacc3']",31,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:31.830,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.8521,,,,,,,,,,,,,987f6e3f-cefa-4b41-82e3-d460f4dfacc3,99,,"[67.3, 21.7]",69172,1,,,,-0.19539155,,Right Foot,,,"[76.9, 19.8]",,Ground Pass,,9.786215,,,,Anderson Luís de Souza,19757.0,,,,,Recovery,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,3,Barcelona,217,"['5dc1dfe2-0a31-4848-afac-c08e09397060', 'b0546a79-bedc-4070-b6bf-450372161ae2']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.942,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.782836,,,,,,,,,,,,,2c896ea5-f96f-4567-936f-f052d0d60514,103,,"[76.4, 19.3]",69172,1,,,,2.1183586,,Right Foot,,,"[68.9, 31.6]",,Ground Pass,,14.406249,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,"['273b4106-30d1-4af2-89a9-484192db2e87', '7644bee8-85a1-4990-aa65-ae1549c16165']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.874,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.9605,,,,,,,,,,,,,c2af584b-e0e2-4611-8f2f-75749479e6df,107,,"[67.5, 31.6]",69172,1,,,,0.76775295,,Right Foot,,,"[84.8, 48.3]",,Ground Pass,,24.045374,,Incomplete,,Henrik Larsson,15743.0,,,Through Ball,True,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,"['2abcea9e-e09b-4b2e-bfc9-595138775422', '7369b435-cfbd-4690-8142-4f6f23fa6733', '79d2beaa-1ea6-4733-9bd5-9babf5eab288']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.587,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.5076,,,,,,,,,,,,,a971593b-9ea5-4c13-a69b-449acd8d582d,111,,"[36.7, 33.9]",69172,1,,,,0.13346118,,Left Foot,,,"[58.3, 36.8]",,High Pass,,21.793806,,,,Luís Eduardo Schmidt,26456.0,,,,,,1,Regular Play,Luis Fernández Gutiérrez,26069.0,Left Back,4,Real Betis,218,['eed240f1-e40a-4e8d-b5c3-34694c4f76cb'],37,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:37.765,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.09956,,,,,,,,,,,,,61ea237c-76de-4579-8349-bf8e7ff44f39,113,,"[58.3, 36.8]",69172,1,,,,0.43300587,,Head,,,"[68.9, 41.7]",,Low Pass,,11.677756,,,,Daniel Martín Alexandre,26485.0,,,,,,1,Regular Play,Luís Eduardo Schmidt,26456.0,Center Attacking Midfield,4,Real Betis,218,['b8de0c25-0b72-472a-ab3f-f7ce43b0c780'],39,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:39.316,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.244526,,,,,,,,,,,,,face5ef2-bdb5-49e9-8234-ec148d8050ad,118,,"[72.1, 49.6]",69172,1,,,,-1.7888635,,Right Foot,,,"[68.2, 32.0]",,Ground Pass,,18.026924,,,,Arturo García Muñoz,26464.0,,,,,,1,Regular Play,Daniel Martín Alexandre,26485.0,Center Forward,4,Real Betis,218,"['2e43df94-d8bd-49d5-9551-b2b555488096', '2ed2bbcf-95bd-4e40-96d4-6a62bf7d8a75']",46,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.110,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.6229,,,,,,,,,,,,,cf6471b7-9afe-45e2-b619-e4ec1df1fee5,121,,"[68.2, 32.0]",69172,1,,,,2.100043,,Right Foot,,,"[65.1, 37.3]",,Ground Pass,,6.140033,,,,Alberto Rivera Pizarro,25893.0,,,,,,1,Regular Play,Arturo García Muñoz,26464.0,Right Center Midfield,4,Real Betis,218,['2cc7dc5c-72d6-40d4-9564-fd2a217d89cf'],47,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:47.435,Pass,,2005/2006
,,,,,,,,,,,,,,,,4.0084,,,,,,,,,,,,,5a6e1420-5952-447a-9006-3f899e8b10a2,124,,"[65.1, 37.3]",69172,1,,,,-0.392402,,Left Foot,,,"[112.7, 17.6]",,High Pass,,51.515533,,,,Luis Fernández Gutiérrez,26069.0,,,,,,1,Regular Play,Alberto Rivera Pizarro,25893.0,Left Defensive Midfield,4,Real Betis,218,['af68ca8f-a87c-4c77-be4a-7a41e46597c2'],48,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:48.178,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.3236,,,,,,,,,,,,,a07a0d2a-4c2c-4bae-b903-283110e65424,127,,"[113.1, 17.3]",69172,1,,,,1.9440112,f64abf79-d71a-46c8-b295-0d4c5f7909af,Left Foot,True,,"[106.6, 33.9]",,Low Pass,,17.827227,,,,Diego Tardelli Martins,25254.0,True,,,,,1,Regular Play,Luis Fernández Gutiérrez,26069.0,Left Back,4,Real Betis,218,['1bcefdc1-0243-4488-9a50-6155207836b3'],52,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:52.576,Pass,,2005/2006
