ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.365932,,,,,,,,,,,,,7964400e-6269-4d8f-9ca0-1a94caa3ec87,2330,,"[68.4, 62.0]",69262,52,,,,-0.2474539,,Right Foot,,,"[87.4, 57.2]",,Ground Pass,,19.59694,,,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,136,Barcelona,217,['b48482b6-1379-4b8c-bce0-9d9b3c357017'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:07:15.903,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.901241,,,,,,,,,,,,,ab2ac927-b8c1-47c2-9e61-e8b2aec2631d,2338,,"[85.5, 51.3]",69262,52,,,,-2.0516837,,Right Foot,,,"[83.1, 46.7]",,Ground Pass,,5.188449,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,136,Barcelona,217,['6117123d-674b-4145-81e1-441755276d23'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:07:19.862,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.018125,,,,,,,,,,,,,09960833-1374-4ca0-8253-2ccc706de735,2341,,"[83.4, 45.4]",69262,52,,,,-0.5860106,,Left Foot,,,"[95.0, 37.7]",,Ground Pass,,13.923002,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,136,Barcelona,217,['92343c70-6261-43c3-aa43-7d121048a034'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:07:21.597,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.509442,,,,,,,,,,,,,ee66ea59-408f-405c-8207-8c6bc3e7b616,2344,,"[95.7, 37.2]",69262,52,,,,-2.584691,,Left Foot,,,"[90.4, 33.9]",,Low Pass,,6.2433963,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,136,Barcelona,217,['5c8dc839-252c-4f7a-88d7-ecc814ec2599'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:07:22.696,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.876622,,,,,,,,,,,,,3655649b-dc97-4c2d-b672-11326e12321f,2348,,"[91.4, 29.1]",69262,52,,,,-0.43157306,,Right Foot,,,"[114.2, 18.6]",,Ground Pass,,25.101593,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,136,Barcelona,217,"['60a8896e-d636-4918-aaaf-12f33098a2c5', 'e9fa7403-e2e5-4207-9f4c-6920d9a104eb']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:07:23.490,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.2279,,,,,,,,,,,,,ca8958a1-7c8f-4588-94cb-809937348c02,2351,,"[114.2, 18.6]",69262,52,,,,1.5707964,,Left Foot,,,"[114.2, 24.8]",,Ground Pass,,6.2,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,"['18478249-6649-4be4-8450-15005fbd13a3', '1af73381-9142-40e8-a6fe-09f600db2bd3']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:07:25.486,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.176918,,,,,,,,,,,,,f81b2e55-c6f3-4b24-ad2c-60c0953e05f5,2355,,"[111.2, 20.8]",69262,52,,,,2.5234485,3b17caa4-661f-4926-a791-c285c8da9d41,Right Foot,,,"[102.2, 27.2]",,Ground Pass,,11.0435505,,,,Xavier Hernández Creus,20131.0,True,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,136,Barcelona,217,"['6117a236-1bbe-4402-be32-6e4b53d7b3ae', '7f626c46-83dd-4085-bacc-0bf49b71638b']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:07:26.859,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.657183,,,,,,,,,,,,,50a6ce06-72be-408f-ad9a-8c4f349d81ee,2361,,"[120.0, 1.0]",69262,52,,,,2.1984258,,Right Foot,,,"[116.3, 6.1]",,Ground Pass,,6.3007936,,,,Xavier Hernández Creus,20131.0,,,,,Corner,2,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,137,Barcelona,217,['03d7e19f-4811-46ea-82ab-76cabdda80e7'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:07:37.149,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.794451,,,,,,,,,,,,,e3a336d7-856c-46ab-a74e-c38c1ef6149e,2364,,"[111.2, 7.9]",69262,52,,,,1.5006242,,Right Foot,True,,"[113.4, 39.2]",,High Pass,,31.37722,,Incomplete,,Seydou Kéita,20169.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,"['9e55d707-93cf-4096-b3da-b2ebd3d1b958', 'd9e4f66b-9853-4543-9b26-f6724e5791f9']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:07:39.511,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0715,,,,,,,,,,,,,813e70c6-7781-4273-9223-298288637f82,2368,,"[11.4, 54.3]",69262,52,,,,0.1260881,,Right Foot,,,"[32.7, 57.0]",,Ground Pass,,21.470446,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Recovery,2,From Counter,Sergio Ramos García,5201.0,Right Back,138,Real Madrid,220,['c30ae3eb-cb2d-4fb4-ba4e-de721534cc6f'],43,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:43.314,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.6558,,,,,,,,,,,,,a0c7949b-0ed4-4266-8d74-e69ba7ddbb5c,2372,,"[63.9, 51.1]",69262,52,,,,-1.3051424,,Right Foot,,,"[71.6, 22.8]",,Ground Pass,,29.328825,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,From Counter,Gonzalo Gerardo Higuaín,5497.0,Center Forward,138,Real Madrid,220,['e70c3256-0df3-4c0b-96ae-b9535ce6bed3'],48,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:48.230,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.3679,,,,,,,,,,,,,6e771ce5-af78-4943-b8aa-2051f9173e10,2375,,"[81.3, 19.3]",69262,52,,,,0.2675584,ec1416b2-ad00-4eb6-be5d-1b9bbb530771,Right Foot,,,"[107.2, 26.4]",,Ground Pass,,26.85554,,,,Gonzalo Gerardo Higuaín,5497.0,True,,,,,2,From Counter,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Wing,138,Real Madrid,220,['708d8c53-3d71-4177-98e3-b6c6225165b0'],52,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:52.012,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.618341,,,,,,,,,,,,,707238cd-78a9-42ea-b43a-df9b12d17a08,2386,,"[10.8, 56.1]",69262,53,,,,0.7364178,,Right Foot,,,"[21.5, 65.8]",,Ground Pass,,14.442299,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,139,Barcelona,217,['353761e1-fe2e-419a-97c8-e5c9526b5ada'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:08:00.292,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.807698,,,,,,,,,,,,,cde2f6a2-fa30-4e98-a59b-4224bd7aa1f6,2389,,"[24.7, 64.7]",69262,53,,,,-1.1817176,,Right Foot,,,"[43.6, 18.6]",,High Pass,,49.82389,,,,Seydou Kéita,20169.0,,True,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,139,Barcelona,217,['12063884-9b2f-434e-b5e5-4ab646f2b067'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:08:03.248,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.9968,,,,,,,,,,,,,9578ecc9-85e7-4a0f-b11e-7e603519b5eb,2392,,"[44.8, 12.4]",69262,53,,,,2.2328568,,Other,,,"[39.5, 19.2]",,Low Pass,,8.621485,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,139,Barcelona,217,['46a7e954-40d5-4869-98b6-e6bc2e1c0bdb'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:08:05.375,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.1492,,,,,,,,,,,,,dcb03e2e-05d3-4129-9af3-cc68a08e66d4,2396,,"[42.7, 16.0]",69262,53,,,,-1.2698761,,Right Foot,,,"[43.6, 13.1]",,Ground Pass,,3.0364454,,Incomplete,,Seydou Kéita,20169.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,139,Barcelona,217,"['1d375eb8-2b69-4e09-8e1c-8adb48338f17', '6ded5718-6d5a-426f-af43-79985fbb3965']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:08:06.452,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.264973,,,,,,,,,,,,,951501d2-14a3-4f15-9270-2f689622da74,2399,,"[26.3, 1.0]",69262,53,,,,0.33968586,,,,,"[52.9, 10.4]",,High Pass,,28.212053,,,,Zlatan Ibrahimović,3672.0,,,,,Throw-in,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,['e609954d-19c8-4c1f-990e-f9d9559b6ce7'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:08:32.798,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.985093,,,,,,,,,,,,,6c2252c2-c84d-4fcd-b42a-41495f38951d,2403,,"[53.1, 9.2]",69262,53,,,,2.6255586,,Other,,,"[42.7, 15.1]",,Low Pass,,11.957006,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,140,Barcelona,217,['60ab7380-f1c8-4fb9-be49-47113dc54987'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:08:35.112,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.996091,,,,,,,,,,,,,afd54c84-364e-4c99-8dd2-b9b75641faaa,2407,,"[41.1, 17.0]",69262,53,,,,-1.3649621,,Right Foot,,,"[43.0, 7.9]",,Low Pass,,9.296236,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,140,Barcelona,217,['482a557e-8d6d-4dde-a390-aa6e9c89d4cc'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.840,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.634332,,,,,,,,,,,,,b97a1e7b-e7d4-4543-86e3-9db32b82056c,2409,,"[43.0, 7.9]",69262,53,,,,0.4636476,,Head,,,"[51.0, 11.9]",,High Pass,,8.944272,,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,['a1b0b15d-75ef-45a2-b18b-18a6c6acafde'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:08:37.956,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2835,,,,,,,,,,,,,dded731e-348b-4407-82d6-b92ac745dd61,2412,,"[51.0, 10.1]",69262,53,,,True,2.7073483,,,,,"[44.1, 13.3]",,High Pass,,7.605919,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,140,Barcelona,217,"['58ac84d4-d6b9-4696-bcef-588807849c33', 'e3f8af84-dc98-42c7-8750-87dc80faca41']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:08:39.630,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.0921,,,,,,,,,,,,,c962fd08-6613-477c-acc6-7abc5b7cdcd8,2415,,"[44.1, 13.3]",69262,53,,,True,0.03354446,,,,,"[59.0, 13.8]",,High Pass,,14.908387,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,140,Barcelona,217,"['3300a75f-f4ef-4374-9be3-f854f5e18739', '7c88663d-67aa-45ee-87cd-c0c58337578e', 'c3e383e1-af18-4a7c-b121-1ad2f254e936']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.153,Pass,True,2009/2010
,,,,,,,,,,,,,,,,3.459569,,,,,,,,,,,,,71a15f73-0e37-4e37-8de2-dbe0c253e4da,2419,,"[63.5, 64.3]",69262,53,,,,-0.9534532,,Right Foot,,,"[93.6, 21.9]",,High Pass,,51.997787,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,True,,,,2,From Throw In,Lassana Diarra,3181.0,Right Defensive Midfield,140,Barcelona,217,"['23ec5e85-b821-4ef6-a60d-3677ccb1e64e', '8758d737-fa9d-4a5b-958e-ed2436cfbe98']",43,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:43.009,Pass,,2009/2010
,,,,,,,,,,,,,,,,4.434499,,,,,,,,,,,,,24a712ce-e710-43b1-ab77-c2f0d6cc79f2,2426,,"[33.1, 67.7]",69262,54,True,,,-1.1763891,,Right Foot,,,"[40.8, 49.2]",,Ground Pass,,20.038464,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,['d51ca274-bb20-448d-92d2-459b5c13bd6c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:09:01.756,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.855509,,,,,,,,,,,,,1bc92f29-7d54-45cc-b12b-8ab15dedd340,2429,,"[50.3, 22.4]",69262,54,,,,-0.9556101,,Right Foot,,,"[60.9, 7.4]",,Ground Pass,,18.367363,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,141,Barcelona,217,"['4d7e143b-d503-4de1-8180-5749570108d5', '8fde8534-9a8c-48de-9627-5c4e53757298']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:09:10.057,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.740878,,,,,,,,,,,,,7f22a9b6-e3da-4a65-a86a-d077c9d0e0e6,2433,,"[69.0, 5.8]",69262,54,,,,0.112565614,,Left Foot,,,"[80.5, 7.1]",,Ground Pass,,11.573245,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,141,Barcelona,217,"['6658e031-ae09-4bc0-b014-e40cf10041c6', 'a62122e4-0224-4ec8-889a-f57c98fda906']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:09:13.315,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.969,,,,,,,,,,,,,67c38eb1-82ed-4129-9f44-f2e2ddedfc03,2440,,"[73.2, 10.0]",69262,54,,,,-2.3276308,,Right Foot,,,"[69.8, 6.4]",,Ground Pass,,4.9517674,,Incomplete,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,141,Barcelona,217,"['227587d6-137c-4649-9edd-9cba7ed4487d', '8c60baa4-e577-4a16-82a5-fc5af32471aa']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:09:15.448,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.6871,,,,,,,,,,,,,9dafd796-2a3d-4a2f-85a6-3a2250e53728,2447,,"[55.3, 66.6]",69262,54,,,,-1.7963976,,Right Foot,,,"[53.9, 60.5]",,Ground Pass,,6.258594,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,2,From Free Kick,Ricardo Izecson dos Santos Leite,26712.0,Center Attacking Midfield,141,Barcelona,217,['b8621add-9142-4241-904a-466db57f234f'],18,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:18.709,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.812889,,,,,,,,,,,,,2bfc17ef-aab7-4d10-834b-75fa58216385,2452,,"[56.4, 27.8]",69262,54,,,,-1.1558906,,Right Foot,,,"[60.1, 19.4]",,Low Pass,,9.17878,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,141,Barcelona,217,"['3b4302ab-d671-40a6-a9b3-fbb71d731c71', 'cdaf7db7-f6a5-410c-a416-1f1565928f08']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.618,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.929179,,,,,,,,,,,,,9bf01057-2354-4994-a65c-97668a1feae0,2455,,"[58.5, 15.2]",69262,54,,,,2.899672,,Right Foot,,,"[50.8, 17.1]",,Ground Pass,,7.930952,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,141,Barcelona,217,['db9e1c4d-0f5b-44a1-a8b2-69b3b7fe86be'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.551,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.268669,,,,,,,,,,,,,ecebc922-c7e2-4b9c-87a3-c77de9e6122c,2458,,"[50.0, 17.1]",69262,54,,,,1.1183214,,Left Foot,,,"[53.5, 24.3]",,Ground Pass,,8.005623,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,141,Barcelona,217,['102bfd79-70f0-4ce5-b7e8-55a783795eca'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:09:25.562,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.974625,,,,,,,,,,,,,b76da32b-3f43-4427-aaaa-bc482626d22c,2467,,"[69.5, 31.3]",69262,54,,,,-1.2400601,,Right Foot,,,"[77.5, 8.0]",,Ground Pass,,24.635138,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,['0d4a530a-7b47-4601-8fee-4aa8ad80a0f3'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.741,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.256229,,,,,,,,,,,,,f1d759c7-647f-4bb2-b449-89f8ebbe4783,2471,,"[79.1, 7.9]",69262,54,,,,2.7645626,,Right Foot,,,"[64.2, 13.8]",,Ground Pass,,16.025604,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,142,Barcelona,217,"['42a0b576-59fb-40d7-812c-188ebb772e94', 'c78bcc02-8125-4f50-bc2e-3be02e2152cd']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.445,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.3105,,,,,,,,,,,,,efa22506-c001-449e-bd6a-064a3176f4c9,2474,,"[64.2, 13.8]",69262,54,,,,2.3111122,,Left Foot,,,"[51.5, 27.7]",,Ground Pass,,18.82817,,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,142,Barcelona,217,['101eb809-64c6-42b7-9503-118fa48a0196'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:09:51.390,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.099089,,,,,,,,,,,,,cc2478f1-3d24-4360-8d87-5aba0fb145c1,2477,,"[49.1, 27.4]",69262,54,,,,0.5320764,,Right Foot,,,"[61.5, 34.7]",,Ground Pass,,14.389232,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,142,Barcelona,217,['9e575951-214e-4ce9-ac98-d25963ba882b'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:09:53.797,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0869,,,,,,,,,,,,,a2154937-7761-4a04-a4ba-5a91c4b86403,2480,,"[59.4, 35.2]",69262,54,,,,0.720273,,Right Foot,,,"[74.1, 48.1]",,Ground Pass,,19.557608,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,142,Barcelona,217,"['3404c661-cb9a-429f-9705-6891c2cb685e', 'a0f424e9-5c45-4644-9571-cb9ffed79a7f']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:09:55.848,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.8677,,,,,,,,,,,,,3404c661-cb9a-429f-9705-6891c2cb685e,2482,,"[46.9, 32.9]",69262,54,,,,-0.23472261,,Left Foot,,,"[56.1, 30.7]",,Ground Pass,,9.459387,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Recovery,2,From Free Kick,Xabier Alonso Olano,20133.0,Left Defensive Midfield,142,Barcelona,217,"['4b576d9d-41e0-43bf-b81a-50bcd3e3f654', 'a2154937-7761-4a04-a4ba-5a91c4b86403']",56,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:56.934,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.554219,,,,,,,,,,,,,e69e6667-94be-4cd5-8020-96d5867cce65,2485,,"[107.2, 20.5]",69262,55,,,,1.9460671,,Left Foot,,,"[105.9, 23.8]",,Ground Pass,,3.5468295,,Incomplete,,Gonzalo Gerardo Higuaín,5497.0,,,,,,2,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Right Wing,142,Barcelona,217,"['15659730-62c9-4331-b018-9af300adf74a', '8b58d399-d355-4fd1-9bc9-e04690d03ead']",4,,,,,,,,,,,,,,,,,Real Madrid,220,00:10:04.147,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.195672,,,,,,,,,,,,,d32dc9c1-382e-4a6a-8e97-09d4cb09d390,2489,,"[48.9, 50.5]",69262,55,,,,-1.3932002,,Right Foot,,,"[52.4, 31.0]",,Ground Pass,,19.811613,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,142,Barcelona,217,['f2837333-a519-475b-b4d6-00a56f9c6caf'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:10:10.024,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.077408,,,,,,,,,,,,,4823ab89-7860-416b-bf41-b18b566bc4cf,2492,,"[54.3, 31.3]",69262,55,,,,-0.3967729,,Right Foot,,,"[72.2, 23.8]",,Ground Pass,,19.40773,,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,['e9c14803-787d-4327-9a2b-fc1f17027c1c'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:10:12.733,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.649669,,,,,,,,,,,,,e2629cee-b15a-4271-81a6-110db5110697,2496,,"[72.2, 20.8]",69262,55,,,,-2.472903,,Right Foot,,,"[64.1, 14.4]",,Ground Pass,,10.323275,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Zlatan Ibrahimović,3672.0,Center Forward,142,Barcelona,217,['325f163a-0dc5-4306-9079-b13f643da628'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:10:14.486,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.556456,,,,,,,,,,,,,1e0d3a8d-3b1b-410f-97a8-85ef01592405,2500,,"[60.7, 13.8]",69262,55,,,,1.3619654,,Right Foot,,,"[67.1, 44.0]",,Ground Pass,,30.870699,,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,"['2f88ff8d-c36e-47bb-aa72-a8b3c9904437', '6fc55fd1-7827-469b-b878-7f9c0049b151']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:10:17.054,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.941772,,,,,,,,,,,,,d927a871-e31a-4709-9f86-690fa620d61e,2504,,"[67.7, 44.6]",69262,55,,,,1.2668612,,Left Foot,,,"[76.2, 71.7]",,Ground Pass,,28.40176,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,142,Barcelona,217,"['10134906-1e62-433c-938b-e9d19876e3a6', '1234ebc4-6f41-4158-b64f-873e6864806f']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:10:20.068,Pass,True,2009/2010
,,,,,,,,,,,,,,,,2.0864,,,,,,,,,,,,,a521b5cd-382d-4566-9c1b-cd4617e74c9b,2507,,"[85.1, 70.8]",69262,55,,,,-0.87720287,7cffd4d3-dcdb-4382-8fb1-f398c789239d,Right Foot,True,,"[113.7, 36.4]",True,High Pass,,44.736115,,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,142,Barcelona,217,['7e8d1f0f-06bc-487b-9207-5f9a81c8fe37'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:10:23.582,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.648,,,,,,,,,,,,,6887012f-417a-43fb-9f96-a529c4a75941,2511,,"[60.0, 40.0]",69262,56,True,,,1.2315037,,Right Foot,,,"[60.6, 41.7]",,Ground Pass,,1.8027756,,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Kick Off,2,From Kick Off,Ricardo Izecson dos Santos Leite,26712.0,Center Attacking Midfield,143,Real Madrid,220,['fe86e82d-60c3-4d8b-ab3d-28a7254ef3c2'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:11:21.003,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.7555,,,,,,,,,,,,,f78dd236-38db-49b0-86c8-5633b94862d6,2513,,"[60.0, 43.0]",69262,56,True,,,-3.0882082,,Right Foot,,,"[46.9, 42.3]",,Ground Pass,,13.118689,,,,Xabier Alonso Olano,20133.0,,,,,,2,From Kick Off,Gonzalo Gerardo Higuaín,5497.0,Center Forward,143,Real Madrid,220,['19b27f26-11b5-4f49-9af6-d50cf18e3951'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:11:21.651,Pass,,2009/2010
