bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.622073,,,,,,,,,,,,cc339304-72f6-4c9a-b217-e9c69a1d14fe,2680,,"[101.4, 5.2]",3773466,66,,,,0.58206207,,Right Foot,,,,"[113.1, 12.9]",,Ground Pass,,14.006427,,,,Manuel Agudo Durán,6724.0,,,,,,2,From Free Kick,Denis Suárez Fernández,6609.0,Left Center Midfield,118,Celta Vigo,209,['5e2cc3bd-a291-40fb-9050-d33c5d45ee83'],12,,,,,,,,,,,,,,,Celta Vigo,209,00:21:12.488,Pass,,2020/2021
,,,,,,,,,,,,,,1.285149,,,,,,,,,,,,16f47f82-a80a-46bb-8fd9-f14e2b99981b,2691,,"[39.1, 27.3]",3773466,66,,,,-0.15660188,,Left Foot,,,,"[48.6, 25.8]",,Ground Pass,,9.617692,,,,Jeison Fabián Murillo Cerón,6585.0,,,,,,2,From Free Kick,Iván Villar Martínez,40890.0,Goalkeeper,118,Celta Vigo,209,['1649cbfd-a2cb-4f1c-a99a-7a3b394b3faf'],25,,,,,,,,,,,,,,,Celta Vigo,209,00:21:25.694,Pass,,2020/2021
,,,,,,,,,,,,,,0.994357,,,,,,,,,,,,b3a66c33-e19d-405f-9481-3c113e5a19ae,2694,,"[49.4, 26.0]",3773466,66,,,,0.99945885,,Right Foot,,,,"[57.5, 38.6]",,Ground Pass,,14.978985,,,,Néstor Alejandro Araújo Razo,11388.0,,,,,,2,From Free Kick,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,118,Celta Vigo,209,['3cc18aba-573c-4f7c-95eb-72eb8793c5eb'],27,,,,,,,,,,,,,,,Celta Vigo,209,00:21:27.786,Pass,,2020/2021
,,,,,,,,,,,,,,2.627879,,,,,,,,,,,,68b82b25-bef1-4bc6-bcd0-8a29c9ffc559,2697,,"[65.1, 42.5]",3773466,66,,,,-0.97064596,,Right Foot,,,,"[89.6, 6.7]",,High Pass,,43.380756,,,,Manuel Agudo Durán,6724.0,,,,,,2,From Free Kick,Néstor Alejandro Araújo Razo,11388.0,Right Center Back,118,Celta Vigo,209,['0d61605a-5038-4b32-aefc-aeb76568cd42'],32,,,,,,,,,,,,,,,Celta Vigo,209,00:21:32.138,Pass,,2020/2021
,,,,,,,,,,,,,,1.01981,,,,,,,,,,,,e38628e5-e592-454a-8a2f-8a7b99b2a2fa,2700,,"[100.3, 22.1]",3773466,66,,,,0.816638,,Right Foot,,,,"[106.5, 28.7]",,Ground Pass,,9.055386,,,,Iago Aspas Juncal,5217.0,,,,,,2,From Free Kick,Manuel Agudo Durán,6724.0,Left Wing,118,Celta Vigo,209,['fdf23441-b12c-4fb2-88de-2f801b226ee7'],37,,,,,,,,,,,,,,,Celta Vigo,209,00:21:37.620,Pass,,2020/2021
,,,,,,,,,,,,,,1.856139,,,,,,,,,,,,eeef7048-722f-47db-bd7c-7e85f2e1765d,2703,,"[106.5, 28.7]",3773466,66,,,,-1.4717067,,Left Foot,,,,"[108.2, 11.6]",,Ground Pass,,17.184296,,,,Lucas René Olaza Catrofe,24730.0,,,,,,2,From Free Kick,Iago Aspas Juncal,5217.0,Center Attacking Midfield,118,Celta Vigo,209,['5edd155f-ea18-47a6-8b8c-8710173c549e'],38,,,,,,,,,,,,,,,Celta Vigo,209,00:21:38.680,Pass,,2020/2021
,,,,,,,,,,,,,,0.863246,,,,,,,,,,,,877c83eb-9b71-4e2e-aa1b-e1b362282a73,2705,,"[108.2, 11.4]",3773466,66,,,,1.3534639,,Left Foot,True,,,"[115.2, 43.1]",,High Pass,,32.463673,,Incomplete,,,,,,,,,2,From Free Kick,Lucas René Olaza Catrofe,24730.0,Left Back,118,Celta Vigo,209,['baab1197-31aa-4d4a-a12f-adfec4e8c02e'],40,,,,,,,,,,,,,,,Celta Vigo,209,00:21:40.536,Pass,,2020/2021
,,,,,,,,,,,,,,1.380034,,,,,,,,,,,,be89c476-3a80-460a-bab0-39c0d86ceb72,2708,,"[9.5, 41.9]",3773466,66,,,,-0.15716304,,Keeper Arm,,,,"[27.8, 39.0]",,Ground Pass,,18.528357,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Keeper,Norberto Murara Neto,6590.0,Goalkeeper,119,Barcelona,217,['e7c38f87-139d-4e45-92e2-fc1287c4d139'],50,,,,,,,,,,,,,,,Barcelona,217,00:21:50.263,Pass,,2020/2021
,,,,,,,,,,,,,,1.151642,,,,,,,,,,,,e1e73d49-eae9-420a-8591-95f1f8569849,2710,,"[27.8, 39.0]",3773466,66,,,,-2.4438355,,Right Foot,,,,"[14.8, 28.1]",,Ground Pass,,16.964964,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Right Center Midfield,119,Barcelona,217,['64f32044-fd39-42ce-8e1f-88e7116a08a7'],51,,,,,,,,,,,,,,,Barcelona,217,00:21:51.643,Pass,,2020/2021
,,,,,,,,,,,,,,1.142017,,,,,,,,,,,,324c7421-5c70-4e91-979e-1ee3445443b7,2713,,"[14.8, 28.1]",3773466,66,,,,-0.28255495,,Right Foot,,,,"[30.3, 23.6]",,Ground Pass,,16.140013,,,,Frenkie de Jong,8118.0,,,,,,2,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,119,Barcelona,217,['4bf77ba9-8fb3-49e7-a077-c7c651bf8758'],53,,,,,,,,,,,,,,,Barcelona,217,00:21:53.562,Pass,,2020/2021
,,,,,,,,,,,,,,1.012116,,,,,,,,,,,,a3a24fd8-06b2-486a-b4e9-2ca12f035b3a,2716,,"[36.9, 29.8]",3773466,66,,,,0.95925236,,Right Foot,,,,"[48.4, 46.2]",,Ground Pass,,20.030228,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Keeper,Frenkie de Jong,8118.0,Left Center Midfield,119,Barcelona,217,['9cb30a3f-9e3e-4c60-a745-5b37ef049a38'],57,,,,,,,,,,,,,,,Barcelona,217,00:21:57.827,Pass,,2020/2021
,,,,,,,,,,,,,,0.848259,,,,,,,,,,,,e9e3a3fc-97ad-400f-b5eb-321fd5b4dcb7,2719,,"[40.2, 35.9]",3773466,67,,,,-0.7283174,,Left Foot,,,,"[51.3, 26.0]",,Ground Pass,,14.8734665,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Keeper,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,119,Barcelona,217,['199063b6-43b6-4d08-bbe7-60495944644b'],1,,,,,,,,,,,,,,,Barcelona,217,00:22:01.485,Pass,,2020/2021
,,,,,,,,,,,,,,2.059002,,,,,,,,,,,,b7b46ea9-d018-421f-9102-4c8bacdc3454,2722,,"[51.3, 19.2]",3773466,67,,,,-0.63598245,,Left Foot,,,,"[72.7, 3.4]",,Ground Pass,,26.600752,,,,Anssumane Fati,30756.0,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Right Center Midfield,119,Barcelona,217,['5d021abf-32bb-4a38-9902-7eff44bdde7a'],4,,,,,,,,,,,,,,,Barcelona,217,00:22:04.103,Pass,,2020/2021
,,,,,,,,,,,,,,0.892482,,,,,,,,,,,,ee3969ed-0fcd-42e1-b06e-92859d7706cb,2725,,"[93.5, 6.9]",3773466,67,,,,1.8048861,,Right Foot,,,,"[90.4, 19.9]",,Ground Pass,,13.364505,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Keeper,Anssumane Fati,30756.0,Left Wing,119,Barcelona,217,['644a798b-3901-4850-8741-62b28e4fbec2'],8,,,,,,,,,,,,,,,Barcelona,217,00:22:08.713,Pass,,2020/2021
,,,,,,,,,,,,,,0.7341,,,,,,,,,,,,33df6c99-9044-4892-a054-a2f00ff9e266,2728,,"[91.1, 19.5]",3773466,67,,,,-1.1122248,,Right Foot,,,,"[95.0, 11.6]",,Ground Pass,,8.810222,,,,Anssumane Fati,30756.0,,,,,,2,From Keeper,Jordi Alba Ramos,5211.0,Left Back,119,Barcelona,217,['2f885a21-a6c1-4693-ad00-e0fc63587238'],9,,,,,,,,,,,,,,,Barcelona,217,00:22:09.671,Pass,,2020/2021
,,,,,,,,,,,,,,1.174775,,,,,,,,,,,,95f10a35-44cc-44ec-bab2-efdf6d34aa98,2731,,"[92.5, 12.5]",3773466,67,,,,2.3406518,,Right Foot,,,,"[83.0, 22.3]",,Ground Pass,,13.648809,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Keeper,Anssumane Fati,30756.0,Left Wing,119,Barcelona,217,['be6ab555-9b07-443f-b641-8a31e0b2919b'],11,,,,,,,,,,,,,,,Barcelona,217,00:22:11.578,Pass,,2020/2021
,,,,,,,,,,,,,,1.120266,,,,,,,,,,,,36e9c530-beb8-4e43-80d2-f060859475be,2734,,"[83.0, 22.3]",3773466,67,,,,-1.1781079,,Right Foot,,,,"[90.0, 5.4]",,Low Pass,,18.292349,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Keeper,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,119,Barcelona,217,['f504d2f7-009e-48fb-b5c7-ce563332e849'],13,,,,,,,,,,,,,,,Barcelona,217,00:22:13.746,Pass,,2020/2021
,,,,,,,,,,,,,,1.14226,,,,,,,,,,,,5a7e4d9c-3df7-4d93-893d-ba4845533ff4,2737,,"[90.0, 5.4]",3773466,67,,,,1.8725495,,Left Foot,,,,"[85.3, 20.5]",,Ground Pass,,15.81455,,,,Anssumane Fati,30756.0,,,,,,2,From Keeper,Jordi Alba Ramos,5211.0,Left Back,119,Barcelona,217,['d57e5217-9c61-412d-9301-426e176b3b92'],16,,,,,,,,,,,,,,,Barcelona,217,00:22:16.125,Pass,,2020/2021
,,,,,,,,,,,,,,0.612892,,,,,,,,,,,,5cf46dbd-3ff2-42db-a057-d5e497838484,2740,,"[85.3, 20.5]",3773466,67,,,,2.1735399,,Right Foot,,,,"[78.9, 29.8]",,Ground Pass,,11.289375,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Keeper,Anssumane Fati,30756.0,Left Wing,119,Barcelona,217,['6a68158a-2c5c-4448-9708-6a14904e5448'],18,,,,,,,,,,,,,,,Barcelona,217,00:22:18.471,Pass,,2020/2021
,,,,,,,,,,,,,,0.75232,,,,,,,,,,,,e6bb3354-e310-4d33-8117-3325de59bce1,2744,,"[79.3, 30.8]",3773466,67,,,,-2.1952066,,Left Foot,,,,"[74.4, 24.0]",,Ground Pass,,8.381527,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,119,Barcelona,217,"['692f1e2d-61ed-41a9-a252-51311f809c80', 'a266841b-d472-4aba-88b9-88e6d0bee6c5']",19,,,,,,,,,,,,,,,Barcelona,217,00:22:19.358,Pass,True,2020/2021
,,,,,,,,,,,,,,1.032556,,,,,,,,,,,,8c60158a-4ccd-424f-8098-ba5c460236d4,2747,,"[72.3, 24.4]",3773466,67,,,,-3.0638278,,Right Foot,,,,"[56.9, 23.2]",,Ground Pass,,15.446683,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Keeper,Sergio Busquets i Burgos,5203.0,Right Center Midfield,119,Barcelona,217,['65d88dbb-630c-4ecc-87ee-3b1ab123db88'],20,,,,,,,,,,,,,,,Barcelona,217,00:22:20.773,Pass,,2020/2021
,,,,,,,,,,,,,,1.398204,,,,,,,,,,,,a492ebfd-ac7d-4b07-baf1-210fb26f5496,2750,,"[56.9, 23.2]",3773466,67,,,,1.815775,,Right Foot,,,,"[53.1, 38.4]",,Ground Pass,,15.667801,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,2,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,119,Barcelona,217,['2169e7a3-b9d8-4da2-b394-79f42e18362c'],22,,,,,,,,,,,,,,,Barcelona,217,00:22:22.500,Pass,,2020/2021
,,,,,,,,,,,,,,2.194472,,,,,,,,,,,,fd135861-bae1-48cc-bbdb-002bcbe1e742,2753,,"[46.6, 38.0]",3773466,67,,,,-3.1276562,,Left Foot,,,,"[17.9, 37.6]",,Ground Pass,,28.702787,,,,Norberto Murara Neto,6590.0,,,,,,2,From Keeper,Ronald Federico Araújo da Silva,32480.0,Right Center Back,119,Barcelona,217,['c4cb3c72-0113-497b-ae93-5bcc75462c96'],24,,,,,,,,,,,,,,,Barcelona,217,00:22:24.590,Pass,,2020/2021
,,,,,,,,,,,,,,2.315116,,,,,,,,,,,,518ab3af-a511-4834-b970-e0d2c8f10580,2756,,"[21.2, 41.9]",3773466,67,,,,1.0492604,,Right Foot,,,,"[39.3, 73.4]",,High Pass,,36.329876,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Keeper,Norberto Murara Neto,6590.0,Goalkeeper,119,Barcelona,217,['96deba4e-5027-4527-a3d3-f11f856ec980'],29,,,,,,,,,,,,,,,Barcelona,217,00:22:29.892,Pass,,2020/2021
,,,,,,,,,,,,,,1.028093,,,,,,,,,,,,b700c3c8-19e7-4e7a-98bf-939006b59c27,2759,,"[39.3, 73.4]",3773466,67,,,,-0.8613388,,Right Foot,,,,"[47.8, 63.5]",,High Pass,,13.048371,,,,Frenkie de Jong,8118.0,,,,,,2,From Keeper,Sergi Roberto Carnicer,6379.0,Right Back,119,Barcelona,217,['f38a8bf8-8980-4df5-b43d-dccb512f76bf'],33,,,,,,,,,,,,,,,Barcelona,217,00:22:33.049,Pass,,2020/2021
,,,,,,,,,,,,,,1.188913,,,,,,,,,,,,619ca459-6861-48dc-a907-0a6dbdef82e0,2768,,"[44.5, 63.7]",3773466,67,,,,-2.8412292,,Right Foot,,,,"[33.2, 60.2]",,Ground Pass,,11.829624,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,2,From Keeper,Frenkie de Jong,8118.0,Left Center Midfield,119,Barcelona,217,"['02ca55c7-611c-4ee1-89ca-c759e3da63d3', '14fa5708-22d8-4687-8d0a-d40d73fce5f5']",36,,,,,,,,,,,,,,,Barcelona,217,00:22:36.302,Pass,True,2020/2021
,,,,,,,,,,,,,,2.117991,,,,,,,,,,,,32878ff3-3ba4-4d57-bc0a-6cb0bfff58f2,2772,,"[34.4, 62.7]",3773466,67,,,,0.13925456,,Right Foot,,,,"[71.5, 67.9]",,High Pass,,37.462646,,Incomplete,,,,,,,,,2,From Keeper,Ronald Federico Araújo da Silva,32480.0,Right Center Back,119,Barcelona,217,['7a049404-66c1-47d4-99f4-5da7595c1709'],38,,,,,,,,,,,,,,,Barcelona,217,00:22:38.390,Pass,,2020/2021
,,,,,,,,,,,,,,1.222856,,,,,,,,,,,,3e354a7f-406a-4c44-bd18-69ef9e599f9e,2776,,"[45.3, 12.2]",3773466,67,,,,0.85296434,,Right Foot,,,,"[57.7, 26.4]",,Ground Pass,,18.852057,,,,Renato Fabrizio Tapia Cortijo,5523.0,,,,,,2,Regular Play,Néstor Alejandro Araújo Razo,11388.0,Left Center Back,120,Celta Vigo,209,['2a63981a-d05c-4461-ad2f-d9b381e1acb9'],42,,,,,,,,,,,,,,,Celta Vigo,209,00:22:42.476,Pass,,2020/2021
,,,,,,,,,,,,,,1.47597,,,,,,,,,,,,34a32387-574f-4ac1-8f12-4aa003d1b611,2779,,"[64.3, 26.4]",3773466,67,,,,-1.1344528,,Right Foot,,,,"[73.3, 7.1]",,Ground Pass,,21.295305,,,,Lucas René Olaza Catrofe,24730.0,,,,,,2,Regular Play,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,120,Celta Vigo,209,['477892dd-03d3-41bd-973c-160c9532e74b'],46,,,,,,,,,,,,,,,Celta Vigo,209,00:22:46.381,Pass,,2020/2021
,,,,,,,,,,,,,,1.242569,,,,,,,,,,,,84cae27e-bde2-44e7-b5e5-cb5c6424ea06,2781,,"[73.3, 7.3]",3773466,67,,,,2.1896112,,Left Foot,,,,"[68.6, 13.9]",,Ground Pass,,8.1024685,,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,Lucas René Olaza Catrofe,24730.0,Left Back,120,Celta Vigo,209,['1b809c00-6780-4f0f-a868-d4590a5830c4'],47,,,,,,,,,,,,,,,Celta Vigo,209,00:22:47.857,Pass,,2020/2021
,,,,,,,,,,,,,,1.294622,,,,,,,,,,,,a24c2343-904e-4820-bdaf-e5e709280713,2784,,"[71.7, 12.9]",3773466,67,,,,-0.6202495,,Right Foot,,,,"[82.2, 5.4]",,Ground Pass,,12.903488,,,,Manuel Agudo Durán,6724.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,120,Celta Vigo,209,['9d0daafb-8496-4d1f-b97c-9ed45787432b'],49,,,,,,,,,,,,,,,Celta Vigo,209,00:22:49.489,Pass,,2020/2021
,,,,,,,,,,,,,,1.119793,,,,,,,,,,,,65182401-ddcb-4e5e-975a-c184760b5cea,2787,,"[82.2, 13.3]",3773466,67,,,,0.80197126,,Right Foot,,,,"[91.1, 22.5]",,Ground Pass,,12.80039,,,,Miguel Baeza Pérez,39598.0,,,,,,2,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,120,Celta Vigo,209,['cc523a44-2717-4010-8cfc-2dfc954ab5b4'],53,,,,,,,,,,,,,,,Celta Vigo,209,00:22:53.430,Pass,,2020/2021
,,,,,,,,,,,,,,0.794854,,,,,,,,,,,,b1521f65-4fa0-405b-b304-69dfb34d4379,2790,,"[94.3, 26.4]",3773466,67,,,,1.5927708,,Left Foot,,,,"[93.9, 44.6]",,Ground Pass,,18.204395,,,,Iago Aspas Juncal,5217.0,,,,,,2,Regular Play,Miguel Baeza Pérez,39598.0,Right Wing,120,Celta Vigo,209,['d8822c92-6875-4011-8e25-9f55fad18be0'],55,,,,,,,,,,,,,,,Celta Vigo,209,00:22:55.489,Pass,,2020/2021
,,,,,,,,,,,,,,0.57118,,,,,,,,,,,,9088e199-9799-465b-949a-d6a74acd93bd,2808,,"[87.1, 60.2]",3773466,68,,,,-1.2679114,,Left Foot,,,,"[89.6, 52.2]",,Ground Pass,,8.381527,,,,Iago Aspas Juncal,5217.0,,,,,,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,120,Celta Vigo,209,"['7535ad92-a50f-4225-869c-2c057bee467f', '9dbe8b11-22e6-4b50-a2fe-14a04400def8']",2,,,,,,,,,,,,,,,Celta Vigo,209,00:23:02.279,Pass,True,2020/2021
,,,,,,,,,,,,,,0.609552,,,,,,,,,,,,33fa4cb3-6225-4518-8f79-f3bd352ee099,2811,,"[89.6, 52.2]",3773466,68,,,,-3.024484,,Left Foot,,,,"[84.5, 51.6]",,Ground Pass,,5.135173,,,,Hugo Mallo Novegil,6805.0,,,,,,2,Regular Play,Iago Aspas Juncal,5217.0,Center Attacking Midfield,120,Celta Vigo,209,['c7386d59-740b-489f-9cb4-69bdb8d86c85'],2,,,,,,,,,,,,,,,Celta Vigo,209,00:23:02.890,Pass,,2020/2021
,,,,,,,,,,,,,,2.038128,,,,,,,,,,,,d139cbf6-42ab-4ccf-91bb-b69620e12a61,2814,,"[84.3, 49.1]",3773466,68,,,,-1.334266,,Right Foot,,,,"[91.7, 18.4]",,Ground Pass,,31.579266,,,,Lucas René Olaza Catrofe,24730.0,,,,,,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,120,Celta Vigo,209,['05b489e9-4d50-4db2-934c-d2e3cb4309c7'],4,,,,,,,,,,,,,,,Celta Vigo,209,00:23:04.383,Pass,,2020/2021
,,,,,,,,,,,,,,0.522174,,,,,,,,,,,,7b985b2f-3c3d-4c5d-ae70-a0ff2b5e088e,2817,,"[98.3, 16.6]",3773466,68,,,,0.98279375,,Left Foot,,,,"[105.7, 27.7]",,Low Pass,,13.34054,,Incomplete,,,,,,,,,2,Regular Play,Lucas René Olaza Catrofe,24730.0,Left Back,120,Celta Vigo,209,['694fe1a4-fe08-44af-829c-1357481ba301'],7,,,,,,,,,,,,,,,Celta Vigo,209,00:23:07.675,Pass,,2020/2021
,,,,,,,,,,,,,,0.768541,,,,,,,,,,,,9337107e-0d0d-49c0-9635-5eb043fc26de,2819,,"[3.3, 74.0]",3773466,68,,,,-1.357858,,Left Foot,,,,"[4.9, 66.6]",,Ground Pass,,7.570997,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,121,Barcelona,217,['bdd86375-1ba2-46e6-9a61-a91bce7d2339'],12,,,,,,,,,,,,,,,Barcelona,217,00:23:12.442,Pass,,2020/2021
,,,,,,,,,,,,,,1.641755,,,,,,,,,,,,4597149d-62e2-41eb-9ae5-bdf182940bb9,2823,,"[5.2, 68.7]",3773466,68,,,,0.45975658,,Right Foot,,,,"[15.5, 73.8]",,Ground Pass,,11.493477,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,121,Barcelona,217,"['a2fd09f6-5986-4ac1-bbc6-865743610806', 'ae626cf6-8a1f-4a66-be92-d1507b5de354']",14,,,,,,,,,,,,,,,Barcelona,217,00:23:14.201,Pass,True,2020/2021
,,,,,,,,,,,,,,0.611341,,,,,,,,,,,,0cd83ee2-7ef8-43c5-995b-38c14261e1e6,2826,,"[15.7, 72.8]",3773466,68,,,,-1.6910918,,Right Foot,,,,"[14.6, 63.7]",,Ground Pass,,9.166243,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Midfield,121,Barcelona,217,['b73d6973-a53c-4e51-bf59-0d25445f3dd8'],15,,,,,,,,,,,,,,,Barcelona,217,00:23:15.875,Pass,,2020/2021
,,,,,,,,,,,,,,1.865794,,,,,,,,,,,,630d7697-b4b1-4a0c-8e00-289dc3349352,2829,,"[17.1, 65.2]",3773466,68,,,,-0.53701234,,Right Foot,,,,"[34.4, 54.9]",,Ground Pass,,20.13405,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,121,Barcelona,217,['3c28c8f3-016f-46a4-aa4d-9d8c6202d580'],16,,,,,,,,,,,,,,,Barcelona,217,00:23:16.583,Pass,,2020/2021
,,,,,,,,,,,,,,2.580197,,,,,,,,,,,,4dff8b17-e558-4972-be4a-2ffaf985ecf6,2837,,"[29.5, 39.0]",3773466,68,,,,-0.9384213,,Left Foot,,,,"[55.0, 4.2]",,High Pass,,43.14267,,,,Anssumane Fati,30756.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,121,Barcelona,217,['ee199579-ce53-4d8e-a1b2-d118d5807b12'],20,,,,,,,,,,,,,,,Barcelona,217,00:23:20.563,Pass,,2020/2021
,,,,,,,,,,,,,,0.996952,,,,,,,,,,,,2369e22a-0d2b-4c1d-8cbf-4d0ed655ed21,2840,,"[93.9, 11.6]",3773466,68,,,,1.7234457,,Right Foot,,,,"[92.5, 20.7]",,Ground Pass,,9.207063,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Anssumane Fati,30756.0,Left Wing,121,Barcelona,217,['f16666d8-cf0a-475c-a6ab-129d8b3d52b2'],29,,,,,,,,,,,,,,,Barcelona,217,00:23:29.805,Pass,,2020/2021
,,,,,,,,,,,,,,1.50569,,,,,,,,,,,,63e90c6f-a520-4e37-bd1b-cb520f0f283a,2849,,"[120.0, 0.1]",3773466,70,,,,1.7354366,,Left Foot,,,,"[114.7, 32.0]",,High Pass,,32.337284,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,123,Barcelona,217,['bbb953cf-1ead-4a74-a6e4-5d9e3a9b44b3'],39,,,,,,,,,,,,,,,Barcelona,217,00:25:39.543,Pass,,2020/2021
,,,,,,,,,,,,,,0.870848,,,,,,,,,,,,6665fd6d-5467-4e26-9b02-4f9eec2c183b,2851,,"[10.5, 62.1]",3773466,70,,,,1.1105734,,Right Foot,,,,"[16.3, 73.8]",,Low Pass,,13.058714,,,,Miguel Baeza Pérez,39598.0,,,,,Recovery,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,124,Celta Vigo,209,['33f4e7cb-5757-4b54-92fd-0d94326b0b8e'],42,,,,,,,,,,,,,,,Celta Vigo,209,00:25:42.103,Pass,,2020/2021
,,,,,,,,,,,,,,2.295181,,,,,,,,,,,,8485294b-f3da-4df7-ad5a-92f77e1a9878,2859,,"[19.0, 80.0]",3773466,71,True,,,-1.352597,,,,,,"[29.0, 34.9]",,Low Pass,,46.195347,,,,Jeison Fabián Murillo Cerón,6585.0,,True,,,Throw-in,2,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,125,Celta Vigo,209,['1a0f0320-21fb-41c9-bc0a-793e606c970d'],50,,,,,,,,,,,,,,,Celta Vigo,209,00:26:50.336,Pass,,2020/2021
,,,,,,,,,,,,,,1.320023,,,,,,,,,,,,8c2ea532-496d-4ba3-bba8-1cca395791f7,2863,,"[35.8, 33.0]",3773466,72,,,,0.59006023,,Right Foot,,,,"[47.0, 40.5]",,Ground Pass,,13.479243,,,,Renato Fabrizio Tapia Cortijo,5523.0,,,,,,2,From Throw In,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,125,Celta Vigo,209,['6f34c813-bf24-4d33-9e35-c12c4b7810bd'],0,,,,,,,,,,,,,,,Celta Vigo,209,00:27:00.102,Pass,,2020/2021
,,,,,,,,,,,,,,1.525301,,,,,,,,,,,,3f03c090-c5ff-42a4-8bd9-c52b4e0f0199,2866,,"[55.8, 29.5]",3773466,72,,,,-1.5080217,,Right Foot,,,,"[56.9, 12.0]",,Ground Pass,,17.534538,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Defensive Midfield,125,Celta Vigo,209,['a499e5a3-ec56-4e26-a048-a18e2d2131bb'],2,,,,,,,,,,,,,,,Celta Vigo,209,00:27:02.923,Pass,,2020/2021
,,,,,,,,,,,,,,0.955354,,,,,,,,,,,,de2ceca5-19b5-4451-b50d-5e5787a40a53,2869,,"[61.2, 12.0]",3773466,72,,,,1.2303087,,Left Foot,,,,"[67.4, 29.5]",,Ground Pass,,18.565828,,,,Renato Fabrizio Tapia Cortijo,5523.0,,,,,,2,From Throw In,Denis Suárez Fernández,6609.0,Left Center Midfield,125,Celta Vigo,209,['24af4acf-606a-4588-a268-953fec89944b'],5,,,,,,,,,,,,,,,Celta Vigo,209,00:27:05.464,Pass,,2020/2021
