bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,2.318348,,,,,,,,,,,,cbd6d353-b611-4cb1-9f01-d70b5ca5f5b2,61,,"[50.3, 33.1]",3773466,0,,,,1.9274976,,Left Foot,,,,"[42.4, 54.3]",,Ground Pass,,22.624102,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['36431cf1-2d83-4709-9c1b-8f96cd485d55'],45,,,,,,,,,,,,,,,Barcelona,217,00:00:45.217,Pass,,2020/2021
,,,,,,,,,,,,,,1.633748,,,,,,,,,,,,823c068d-0976-4bb5-a2c9-0753d0458869,65,,"[42.1, 60.3]",3773466,0,,,,1.0734537,,Right Foot,,,,"[51.6, 77.8]",,Ground Pass,,19.912308,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['00564f3d-01f9-41ba-a00a-59ed642aff7c', '1a37c8c4-079a-4af2-89f5-55a76fc61cee']",47,,,,,,,,,,,,,,,Barcelona,217,00:00:47.552,Pass,True,2020/2021
,,,,,,,,,,,,,,0.994094,,,,,,,,,,,,d4093fe4-9f98-4fc9-bad6-9de5d8899a36,68,,"[49.8, 77.8]",3773466,0,,,,-0.1905181,,Right Foot,,,,"[63.8, 75.1]",,Ground Pass,,14.25798,,,,Antoine Griezmann,5487.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['b72c656f-e02c-4420-aaed-75c9dbd59935'],50,,,,,,,,,,,,,,,Barcelona,217,00:00:50.546,Pass,,2020/2021
,,,,,,,,,,,,,,0.756969,,,,,,,,,,,,129b31b3-3379-41cc-b1a9-47932162f0de,71,,"[65.4, 77.0]",3773466,0,,,,0.58075637,,Left Foot,,,,"[68.6, 79.1]",,Ground Pass,,3.8275318,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Right Wing,2,Barcelona,217,['c36e1fd7-31ae-4d3c-a150-2e43fbe84e8a'],52,,,,,,,,,,,,,,,Barcelona,217,00:00:52.420,Pass,,2020/2021
,,,,,,,,,,,,,,0.85615,,,,,,,,,,,,c3a92e82-224d-4603-a573-71e0fee3b43d,74,,"[68.1, 79.1]",3773466,0,,,,3.100379,,Right Foot,,,,"[58.4, 79.5]",,Ground Pass,,9.708244,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,2,Barcelona,217,['da9bd736-8157-49e3-98c2-eb8feecb371b'],53,,,,,,,,,,,,,,,Barcelona,217,00:00:53.269,Pass,,2020/2021
,,,,,,,,,,,,,,0.954071,,,,,,,,,,,,652c6ff9-7b9c-44a5-8b85-df51cea4f39f,76,,"[58.6, 79.5]",3773466,0,,,,-1.7033478,,Right Foot,,,,"[57.8, 73.5]",,Ground Pass,,6.053098,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['986348b6-a614-401f-8feb-815f9ab783b3'],54,,,,,,,,,,,,,,,Barcelona,217,00:00:54.125,Pass,,2020/2021
,,,,,,,,,,,,,,0.605464,,,,,,,,,,,,4aa8bbf9-8928-43b5-a541-08888ed37a86,79,,"[56.0, 77.0]",3773466,0,,,,2.7915478,,Right Foot,,,,"[49.7, 79.3]",,Ground Pass,,6.706713,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,['23be7d5c-3b50-4ed9-83e3-8759fb6cffca'],56,,,,,,,,,,,,,,,Barcelona,217,00:00:56.691,Pass,,2020/2021
,,,,,,,,,,,,,,1.020756,,,,,,,,,,,,f33c1b63-900e-4190-b1ef-01a572bc9483,86,,"[56.4, 70.5]",3773466,1,,,,-1.6157099,,Right Foot,,,,"[56.0, 61.6]",,Ground Pass,,8.908984,,,,Philippe Coutinho Correia,3501.0,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['f0a0eeae-0652-4945-bb48-9e064035e380'],1,,,,,,,,,,,,,,,Barcelona,217,00:01:01.647,Pass,,2020/2021
,,,,,,,,,,,,,,1.650301,,,,,,,,,,,,1d25b383-7c89-40bc-b61a-6049af383991,89,,"[56.3, 50.8]",3773466,1,,,,-1.3267194,,Right Foot,,,,"[62.8, 24.7]",,Ground Pass,,26.897211,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,3,Barcelona,217,['84bbb1f5-fd0b-419f-b367-28312b5249d1'],3,,,,,,,,,,,,,,,Barcelona,217,00:01:03.622,Pass,,2020/2021
,,,,,,,,,,,,,,1.858363,,,,,,,,,,,,2011d9c1-3bfd-4593-b262-32b80887e5c8,92,,"[69.4, 25.7]",3773466,1,,,,0.7281691,,Left Foot,,,,"[89.7, 43.8]",,Ground Pass,,27.197426,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['05184153-5a9f-4124-8d61-46d4e6a7570d', '5fa22f10-65fd-44d5-a6d1-562383cc0a4e']",6,,,,,,,,,,,,,,,Barcelona,217,00:01:06.374,Pass,,2020/2021
,,,,,,,,,,,,,,1.150729,,,,,,,,,,,,05184153-5a9f-4124-8d61-46d4e6a7570d,94,,"[30.4, 36.3]",3773466,1,,,,0.5709265,,Right Foot,,,,"[42.7, 44.2]",,Low Pass,,14.618482,,,,Gabriel Veiga Novas,47447.0,,,,,Recovery,1,Regular Play,Jeison Fabián Murillo Cerón,6585.0,Center Back,4,Celta Vigo,209,"['2011d9c1-3bfd-4593-b262-32b80887e5c8', '4f5a14ea-bf2a-4852-94e4-42ecc469ac24']",8,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.232,Pass,,2020/2021
,,,,,,,,,,,,,,1.428492,,,,,,,,,,,,f9b320fe-1b57-4699-8d09-ded790d8898c,98,,"[43.8, 43.1]",3773466,1,,,,0.49248576,,Right Foot,,,,"[47.9, 45.3]",,Low Pass,,4.652956,,,,Emre Mor,6803.0,,,,,,1,Regular Play,Gabriel Veiga Novas,47447.0,Right Center Midfield,4,Celta Vigo,209,['b6d5c415-1f2e-4ccf-a151-b27e79be350e'],9,,,,,,,,,,,,,,,Celta Vigo,209,00:01:09.907,Pass,,2020/2021
,,,,,,,,,,,,,,0.61329,,,,,,,,,,,,0bf4f447-5b09-42e8-a22d-cb823e2c6c82,102,,"[49.0, 46.3]",3773466,1,,,,1.5108682,,Left Foot,,,,"[49.3, 51.3]",,Low Pass,,5.0089917,,,,Gabriel Veiga Novas,47447.0,,,,,,1,Regular Play,Emre Mor,6803.0,Right Center Forward,4,Celta Vigo,209,"['35ec0fae-d8b3-45f1-88b3-2ab0f6b68886', '4bc8bb4d-289f-46bd-bef4-da0bec115e24']",11,,,,,,,,,,,,,,,Celta Vigo,209,00:01:11.375,Pass,True,2020/2021
,,,,,,,,,,,,,,0.990707,,,,,,,,,,,,5424d598-67e3-44b2-b37d-5ebbacae14d8,105,,"[49.3, 53.6]",3773466,1,,,,1.6178819,,Right Foot,,,,"[48.4, 72.7]",,Ground Pass,,19.121193,,,,Hugo Mallo Novegil,6805.0,,,,,,1,Regular Play,Gabriel Veiga Novas,47447.0,Right Center Midfield,4,Celta Vigo,209,['bba10ed6-f5a6-42e2-a8c7-5f6a5e20f16d'],13,,,,,,,,,,,,,,,Celta Vigo,209,00:01:13.238,Pass,,2020/2021
,,,,,,,,,,,,,,1.79363,,,,,,,,,,,,a4989237-9734-44a9-bd58-74c29a4da161,108,,"[70.2, 0.1]",3773466,1,,,,2.7524338,,,,,,"[56.3, 5.8]",,Low Pass,,15.023315,,,,Clément Lenglet,6826.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['0d1645ac-2077-4554-b74f-806b8f41f37c'],17,,,,,,,,,,,,,,,Barcelona,217,00:01:17.947,Pass,,2020/2021
,,,,,,,,,,,,,,0.929831,,,,,,,,,,,,a272cdba-a97c-42f3-8026-e22039104962,111,,"[56.4, 7.2]",3773466,1,,,,-0.4729066,,Left Foot,,,,"[65.0, 2.8]",,Ground Pass,,9.660228,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['d25cee70-8962-41bb-b336-c1c0f35e695f'],20,,,,,,,,,,,,,,,Barcelona,217,00:01:20.743,Pass,,2020/2021
,,,,,,,,,,,,,,1.579686,,,,,,,,,,,,b0adb8d7-ea75-4e11-bba2-9129f8c9a2f2,114,,"[72.4, 5.2]",3773466,1,,,,1.3446976,,Left Foot,,,,"[79.6, 36.5]",,High Pass,,32.11744,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,"['8bfd474c-fcb0-4ae0-bd41-35217d782290', '9945b9fc-99af-4f40-9176-ace27b57e07f']",25,,,,,,,,,,,,,,,Barcelona,217,00:01:25.873,Pass,,2020/2021
,,,,,,,,,,,,,,1.393379,,,,,,,,,,,,0f0cacc4-5647-47de-8e54-a64162463ed4,120,,"[51.2, 21.7]",3773466,1,,,,0.27024975,,Right Foot,,,,"[66.0, 25.8]",,Ground Pass,,15.357409,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Left Center Midfield,5,Barcelona,217,"['29ea6218-3083-462b-b729-b4c13564069c', '4c282726-b121-47e8-aec4-ad7970e15dac']",32,,,,,,,,,,,,,,,Celta Vigo,209,00:01:32.254,Pass,,2020/2021
,,,,,,,,,,,,,,0.580475,,,,,,,,,,,,7ecbe041-fcf7-4556-abcf-bce76185b76e,125,,"[56.8, 59.4]",3773466,1,,,,-0.7998899,,Right Foot,,,,"[63.6, 52.4]",,Ground Pass,,9.759098,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['6a1cd8d1-98df-4b0c-badd-f89283e13100'],35,,,,,,,,,,,,,,,Barcelona,217,00:01:35.071,Pass,,2020/2021
,,,,,,,,,,,,,,1.382519,,,,,,,,,,,,fe252b36-4ed2-4a75-82a3-f4b5a4f9a911,127,,"[64.6, 52.4]",3773466,1,,,,2.4087775,,Left Foot,,,,"[60.6, 56.0]",,Ground Pass,,5.3814497,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,5,Barcelona,217,['65810a4a-3a30-42f7-bf95-4a5223023603'],35,,,,,,,,,,,,,,,Barcelona,217,00:01:35.651,Pass,,2020/2021
