50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.301739,,,,,,,,,,,d993a185-2f57-40a7-a5f1-4a8e5124c2c3,3059,,"[44.1, 77.0]",9870,70,,,,,3.0466409,,Left Foot,,,,"[42.0, 77.2]",,Ground Pass,,2.1095023,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,135,Leganés,205,['f948a98d-f99f-490c-ba25-2bd49d56f44c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:37.773,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.762534,,,,,,,,,,,736316b2-bd30-4700-8ffa-af507784a1a3,3063,,"[40.3, 77.2]",9870,70,,,,,-0.025968187,,Right Foot,,,,"[48.0, 77.0]",,Ground Pass,,7.702597,,,Incomplete,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,135,Leganés,205,['f905bfa2-0a5f-46c8-a1f2-78c612c7790d'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:40.211,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.700693,,,,,,,,,,,b597a7fb-7bfc-48fd-aecc-4f61997041af,3066,,"[64.0, 3.1]",9870,70,,,,,1.455242,,Left Foot,,,,"[65.3, 14.3]",,Ground Pass,,11.275194,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,2,From Throw In,Julián Omar Ramos Suárez,6607.0,Left Wing,135,Leganés,205,['c7690ed6-ed32-46fa-b6aa-7d2eddf8a986'],42,,,,,,,,,,,,,,,,,,Leganés,205,00:25:42.818,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.77982,,,,,,,,,,,d2fbc118-d587-4769-832c-86c39ac57c55,3069,,"[66.4, 14.1]",9870,70,,,,,-0.1630953,,Right Foot,,,,"[74.3, 12.8]",,Ground Pass,,8.0062475,,,,,Gabriel Appelt Pires,6597.0,,,,,,2,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,135,Leganés,205,['f38629df-b6a3-4fcd-a3c9-67282ec27aa3'],43,,,,,,,,,,,,,,,,,,Leganés,205,00:25:43.859,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.382208,,,,,,,,,,,f47bd948-f173-4e11-ba19-4aa1a2dd1a8b,3073,,"[73.6, 14.5]",9870,70,,,,,-1.4601392,,Left Foot,,,,"[74.1, 10.0]",,Ground Pass,,4.527693,,,Incomplete,,,,,,,,,2,From Throw In,Gabriel Appelt Pires,6597.0,Left Defensive Midfield,135,Leganés,205,['1455c59d-abcd-4f14-9c8f-4f850510fe99'],45,,,,,,,,,,,,,,,,,,Leganés,205,00:25:45.884,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.465291,,,,,,,,,,,103428f1-c2f4-43de-b01c-16d44214de3e,3075,,"[39.0, 75.0]",9870,70,,,,,-0.33419806,,Left Foot,,,,"[46.2, 72.5]",,Ground Pass,,7.62168,,,Incomplete,,Ousmane Dembélé,5477.0,,,,,Recovery,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,135,Leganés,205,"['2c47ea7a-9ad1-42fe-9174-0285e7495b16', '89f3746b-be18-4ec4-919f-c5279b8de316']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:47.247,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.14852,,,,,,,,,,,28216d83-8f0d-448e-bc87-75a2badf2b25,3078,,"[66.6, 7.6]",9870,70,,,,,1.9740778,,Left Foot,,,,"[63.4, 15.1]",,Ground Pass,,8.15414,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Recovery,2,From Throw In,Raúl García Carnero,6601.0,Left Back,135,Leganés,205,['682a9ce2-a39c-41b4-9712-2e9fdbd36a75'],48,,,,,,,,,,,,,,,,,,Leganés,205,00:25:48.728,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.764516,,,,,,,,,,,ae013c24-3032-41c8-a209-ae3e940d1577,3082,,"[61.2, 21.1]",9870,70,,,,,1.7850721,,Right Foot,,,,"[57.0, 40.4]",,Ground Pass,,19.751709,,,,,Unai Bustinza Martínez,6598.0,,,,,,2,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,135,Leganés,205,"['f42289b7-f5f4-46fd-a6de-3f37522d73ee', 'f63a2698-1bef-4f83-9977-0cc01de3bce3']",50,,,,,,,,,,,,,,,,,,Leganés,205,00:25:50.698,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.356658,,,,,,,,,,,7b7c5a9f-8cfd-453f-8d2d-0dd4359b30e9,3085,,"[79.2, 44.2]",9870,70,,,,,-0.61916137,,Right Foot,,,,"[105.3, 25.6]",,High Pass,,32.04949,,,Incomplete,,Claudio Beauvue,6600.0,,,,,,2,From Throw In,Unai Bustinza Martínez,6598.0,Right Center Back,135,Leganés,205,"['c8d38878-4fdf-4706-b079-5fec8a2bf9d4', 'e5ac59d7-daf0-46f2-b961-8df9ce0c86ae']",55,,,,,,,,,,,,,,,,,,Leganés,205,00:25:55.790,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.194332,,,,,,,,,,,b9d1836b-d610-4f81-8dd7-5aa5d3f2aaae,3089,,"[18.7, 29.7]",9870,70,,,,True,-0.2573237,,,,,,"[24.4, 28.2]",,High Pass,,5.894065,,,,,André Filipe Tavares Gomes,10802.0,,,,,Recovery,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,136,Barcelona,217,"['19050b43-bdce-4699-932b-f7a005e08bb4', 'f8383fb2-f1e0-4170-8c3b-9df087d3a87f']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:59.416,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.096172,,,,,,,,,,,e169aa52-0196-40fa-8fd2-2dededcd1347,3092,,"[25.7, 28.0]",9870,71,,,,True,-0.52516407,,,,,,"[36.4, 21.8]",,High Pass,,12.366487,,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Defensive Midfield,136,Barcelona,217,"['3f0c4275-9f8e-4434-9816-e818827244d0', '400f5f11-7c0a-454f-85f9-3062c108efdd']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:00.840,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.334335,,,,,,,,,,,4b17d9d3-0bd4-4f99-8d29-a531feac6e8e,3102,,"[87.5, 73.9]",9870,71,,,,,-1.0010023,,Left Foot,True,,,"[106.4, 44.4]",,High Pass,,35.035126,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Julián Omar Ramos Suárez,6607.0,Left Wing,137,Leganés,205,['f98bee82-2093-4f4c-bd7f-77a970f01f81'],42,,,,,,,,,,,,,,,,,,Leganés,205,00:26:42.031,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.086839,,,,,,,,,,,f51b1443-ec19-4828-9175-2ea870cc35ec,3104,,"[91.4, 40.8]",9870,71,,,,True,1.4590193,,,,,,"[92.5, 50.6]",,High Pass,,9.861542,,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,137,Leganés,205,"['2eea099e-5b64-44d0-8d42-637335762d7d', 'e2bfc536-31fd-4795-a302-15336c8146a2']",45,,,,,,,,,,,,,,,,,,Leganés,205,00:26:45.145,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.191302,,,,,,,,,,,e2bfc536-31fd-4795-a302-15336c8146a2,3106,,"[27.6, 29.5]",9870,71,,,,,1.7178746,,Head,,,,"[26.4, 37.6]",,Low Pass,,8.188406,,,,,Ivan Rakitić,5470.0,,,,,Recovery,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,137,Leganés,205,"['115358b1-5da4-4045-98c5-88923dcae0d4', 'f51b1443-ec19-4828-9175-2ea870cc35ec']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:48.232,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.076248,,,,,,,,,,,4b3a67d4-8c39-4b61-844a-fd846e27e839,3109,,"[26.4, 37.8]",9870,71,,,,,-0.6626845,,Right Foot,,,,"[60.1, 11.5]",,High Pass,,42.747864,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,137,Leganés,205,"['00ecd6be-866c-4fce-9038-b5ff6a31cc6e', '9a74a528-73ac-4062-9905-c916cb3e86d9']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.619,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.868053,,,,,,,,,,,9a74a528-73ac-4062-9905-c916cb3e86d9,3111,,"[60.0, 68.6]",9870,71,,,,,-2.5421102,,Left Foot,,,,"[22.1, 42.7]",,Ground Pass,,45.904465,,,,,Iván Cuéllar Sacristán,6610.0,,,,,Recovery,2,From Free Kick,Julián Omar Ramos Suárez,6607.0,Left Wing,137,Leganés,205,"['4b3a67d4-8c39-4b61-844a-fd846e27e839', 'cb9d3ae5-f9ca-43eb-b03b-055c8f0c2e53']",52,,,,,,,,,,,,,,,,,,Leganés,205,00:26:52.695,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.137881,,,,,,,,,,,a1c229ac-9d56-4378-9753-b7ec4bfd7d41,3114,,"[22.5, 42.7]",9870,71,,,,,-0.07641342,,Left Foot,,,,"[86.5, 37.8]",,High Pass,,64.1873,,,Incomplete,,Claudio Beauvue,6600.0,,,,,,2,From Free Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,137,Leganés,205,"['047bba98-8e8c-4f86-94c1-833d713135ff', '8352dcc3-39aa-40b7-aaae-c4f60b1d7d5b']",59,,,,,,,,,,,,,,,,,,Leganés,205,00:26:59.608,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.16283,,,,,,,,,,,8352dcc3-39aa-40b7-aaae-c4f60b1d7d5b,3116,,"[33.6, 42.3]",9870,72,,,,,-0.2153577,,Head,,,,"[43.2, 40.2]",,High Pass,,9.8270035,,,,,André Filipe Tavares Gomes,10802.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,"['a1c229ac-9d56-4378-9753-b7ec4bfd7d41', 'eb3a0744-8d2f-47aa-84fa-152101346eaf']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:02.745,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.869532,,,,,,,,,,,05a393d3-9e94-4120-aaa2-fe3451cba19d,3118,,"[40.0, 36.1]",9870,72,,,,,2.0344439,,Head,,,,"[33.8, 48.5]",,Low Pass,,13.863622,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Defensive Midfield,138,Barcelona,217,['43d3eac4-d598-4720-ad66-e49285860522'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:05.148,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.963639,,,,,,,,,,,5dc911ad-aa35-4c22-b07b-b6a667945e9c,3120,,"[33.8, 48.5]",9870,72,,,,,-3.0728936,,Head,,,,"[12.0, 47.0]",,Low Pass,,21.851545,,,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,138,Barcelona,217,['99dc20d6-10f8-4821-8ff0-574302aa1166'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:06.058,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.574867,,,,,,,,,,,46799d4b-fa9c-419a-81ee-346e58cbbea7,3123,,"[13.3, 47.2]",9870,72,,,,,0.886289,,Left Foot,,,,"[31.5, 69.5]",,Ground Pass,,28.784197,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,138,Barcelona,217,['56d6dde3-db6b-4c3b-b45f-16cee021596d'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:10.915,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.609892,,,,,,,,,,,c9c1b22e-ec38-46fd-bebe-50e6db01517a,3126,,"[46.0, 71.2]",9870,72,,,,,-2.3600554,,Right Foot,,,,"[33.0, 58.3]",,Ground Pass,,18.314201,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,138,Barcelona,217,['a5959c28-c3cd-4666-83dd-c96c8facac69'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:19.130,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.251745,,,,,,,,,,,601ae9ff-5958-48b2-a913-318f1ab7a42d,3129,,"[32.1, 56.9]",9870,72,,,,,-1.4790303,,Right Foot,,,,"[35.1, 24.3]",,Ground Pass,,32.737747,,,,,Thomas Vermaelen,6332.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,['d08619c7-e191-4bff-8814-16d3245f1df5'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:22.315,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.831861,,,,,,,,,,,77804824-8689-4b47-8bc0-570c9aec9b9d,3132,,"[39.6, 22.8]",9870,72,,,,,1.4871596,,Left Foot,,,,"[42.4, 56.2]",,Ground Pass,,33.51716,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,138,Barcelona,217,['c69c8d53-5ee3-48c3-a939-ce205bb3c8a4'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:25.168,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.553022,,,,,,,,,,,84f2407d-d5d7-4c63-8e88-14e80e5c5841,3135,,"[46.7, 60.5]",9870,72,,,,,1.4027007,,Right Foot,,,,"[49.5, 77.0]",,Ground Pass,,16.73589,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,['c88e45d2-1ea4-440f-aa0f-a20112329bd7'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:29.340,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.241783,,,,,,,,,,,fa6b9b89-3131-421e-a04c-7d047764916a,3138,,"[50.1, 75.7]",9870,72,,,,,-2.491722,,Right Foot,,,,"[35.1, 64.3]",,Ground Pass,,18.840382,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,138,Barcelona,217,['56aa4a89-d263-4335-9d1c-a08f45a1d3d4'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:35.798,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.746132,,,,,,,,,,,8c81543f-0a3d-4271-bfe3-bd0dd2f0fcbc,3141,,"[39.2, 65.0]",9870,72,,,,,0.88998747,,Right Foot,,,,"[47.3, 75.0]",,Ground Pass,,12.868955,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,['e8233875-2b9a-4cc5-a65b-516700d2b78d'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.865,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.356767,,,,,,,,,,,dd8792a6-b33f-44e9-9d3d-23f159002eb9,3144,,"[46.6, 75.7]",9870,72,,,,,-0.25090924,6129862c-4dc4-4993-8f7d-71f8fef1fbbd,Right Foot,,,,"[98.1, 62.5]",,High Pass,,53.164745,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,Through Ball,True,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,138,Barcelona,217,['2a53f141-1a87-40c5-babc-e16d39362f16'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:45.415,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.242726,,,,,,,,,,,e9d2f5e5-7d3a-4e1b-ac81-b4f43475bafe,3150,,"[94.6, 73.1]",9870,72,,,,,-0.20963985,,Left Foot,,,,"[108.7, 70.1]",,Ground Pass,,14.415617,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,138,Barcelona,217,['921bb701-ee0b-4062-a934-7a4962438a78'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:52.780,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.151483,,,,,,,,,,,ecc3f852-11ca-4907-9475-9f998ef16d56,3157,,"[114.9, 57.9]",9870,72,,,,,-1.5282688,,Right Foot,,,,"[115.1, 53.2]",,Ground Pass,,4.704253,,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,138,Barcelona,217,"['322f79f2-1e6b-4a9f-b0e7-1296d9d49840', 'eec69e5e-6e31-4c12-a29c-6e84cbb4427d']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:57.081,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.300274,,,,,,,,,,,49938895-e303-45a3-aedf-3f7e7ad8aa5f,3161,,"[4.6, 32.4]",9870,73,,True,,,-0.4350506,,Drop Kick,,,,"[74.1, 0.1]",,High Pass,,76.63902,,,Out,,,,,,,,,2,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,138,Barcelona,217,,19,,,,,,,,,,,,,,,,,,Leganés,205,00:28:19.506,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.854942,,,,,,,,,,,27e7d9a3-65ed-4d5f-b993-0c3b938d05cd,3163,,"[42.2, 80.0]",9870,73,,,,,-2.1314833,,,,,,"[36.8, 71.4]",,Low Pass,,10.154801,,,,,Ivan Rakitić,5470.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,139,Barcelona,217,['a60e4fc4-8a67-404d-8e5d-145e6fa4189a'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:58.750,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.281902,,,,,,,,,,,5988f854-af63-4388-9d99-65703a03749e,3167,,"[36.8, 72.5]",9870,73,,,,,-0.059699092,,Right Foot,,,,"[80.3, 69.9]",,High Pass,,43.577633,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,139,Barcelona,217,"['45077794-baec-45ad-865d-1a29e44de1d3', '86f364ce-6593-4719-a21e-a65a2129b53f']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.685,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.846315,,,,,,,,,,,86f364ce-6593-4719-a21e-a65a2129b53f,3169,,"[39.8, 10.2]",9870,74,,,,,-0.40746778,,Left Foot,,,,"[63.2, 0.1]",,High Pass,,25.486664,,,Out,,,,,,,,Recovery,2,From Throw In,Unai Bustinza Martínez,6598.0,Right Center Back,139,Barcelona,217,['5988f854-af63-4388-9d99-65703a03749e'],2,,,,,,,,,,,,,,,,,,Leganés,205,00:29:02.967,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.32671,,,,,,,,,,,97e2630f-039d-4d18-9b3f-dda2b7687d88,3170,,"[55.7, 80.0]",9870,74,,True,,,-2.7798634,,,,,,"[40.9, 74.4]",,Low Pass,,15.824033,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,140,Barcelona,217,['4fd1c6c2-96db-40dc-8c0a-0d8b2bed266e'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:12.935,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.418698,,,,,,,,,,,838cf216-ebd9-46f3-9431-e82fded1b28e,3172,,"[39.0, 72.7]",9870,74,,True,,,-2.2597208,,Right Foot,,,,"[18.0, 47.2]",,Ground Pass,,33.034073,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,140,Barcelona,217,['e0d38bc1-2c6f-4abc-98fb-50dff8307a44'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:16.074,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.021728,,,,,,,,,,,b7112bd6-f4df-4a08-a106-680d48589557,3174,,"[17.4, 47.4]",9870,74,,,,,-1.3064152,,Right Foot,,,,"[22.3, 29.3]",,Ground Pass,,18.751534,,,,,Thomas Vermaelen,6332.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,140,Barcelona,217,['a515c33a-d2f1-42a2-a2f2-4c737eec401d'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:16.549,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.183453,,,,,,,,,,,6a9d6ee7-f666-4501-a68a-cb855f80467f,3176,,"[22.3, 26.9]",9870,74,,True,,,1.3499676,,Left Foot,,,,"[23.4, 31.8]",,Ground Pass,,5.0219517,,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,140,Barcelona,217,['ca65bde3-7326-434a-814d-4f5255778798'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:23.409,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.555482,,,,,,,,,,,4ac67cca-2e9c-42fe-9b95-2146683666cb,3178,,"[23.8, 32.7]",9870,74,,,,,1.1232764,,Right Foot,,,,"[35.8, 57.7]",,Ground Pass,,27.730848,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,André Filipe Tavares Gomes,10802.0,Left Defensive Midfield,140,Barcelona,217,['c9103a2a-ff44-4112-a905-222a8d7d6272'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:26.971,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.990837,,,,,,,,,,,9d8c5d46-eaf8-4922-a6c8-23967201a360,3182,,"[37.3, 57.5]",9870,74,,,,,1.0212363,,Right Foot,,,,"[47.1, 73.5]",,Ground Pass,,18.76273,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,140,Barcelona,217,['af8fd843-9188-4e20-9edc-3a4a402fdec4'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:29.523,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.844214,,,,,,,,,,,7cf1093c-19cd-4ca7-abda-646e01ba312d,3185,,"[55.2, 71.8]",9870,74,,,,,-1.5042281,,Right Foot,,,,"[56.1, 58.3]",,Ground Pass,,13.529966,,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,140,Barcelona,217,['2d250bc0-4870-47eb-8000-1bbc3828caed'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:33.404,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.934178,,,,,,,,,,,2e0182db-2679-4cae-bd5a-3a9a9aa78a45,3188,,"[56.1, 58.3]",9870,74,,,,,1.6233793,,Left Foot,,,,"[55.4, 71.6]",,Ground Pass,,13.318408,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,140,Barcelona,217,['51b0ce9d-3d78-4405-99d7-76901b50f780'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:34.289,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.491829,,,,,,,,,,,88fdb42f-4d6e-4054-9732-61ea039a33f9,3191,,"[49.2, 73.1]",9870,74,,,,,-2.5148497,,Right Foot,,,,"[34.7, 62.6]",,Ground Pass,,17.902514,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,140,Barcelona,217,['f89c5fda-749f-41bc-bcbc-7aa76597f1f6'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:37.387,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.344739,,,,,,,,,,,5d627d34-f685-4592-a588-26f6a174cd9d,3194,,"[31.3, 61.6]",9870,74,,,,,-2.1962814,,Right Foot,,,,"[14.4, 38.2]",,Ground Pass,,28.864685,,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,140,Barcelona,217,['20dfc19d-0812-4a5a-82c3-e0a20b877306'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:40.217,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.683267,,,,,,,,,,,0de24ca6-7819-441d-8212-067b44f1f083,3197,,"[14.4, 35.2]",9870,74,,,,,-0.9992216,,Right Foot,,,,"[28.1, 13.9]",,Ground Pass,,25.325481,,,,,Thomas Vermaelen,6332.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,140,Barcelona,217,['c04a3dfa-9bdd-43df-bc8b-c69579a4e780'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:42.567,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.949995,,,,,,,,,,,c9c69e1b-dc19-49a9-a5cb-a44c32723a9b,3200,,"[41.8, 12.6]",9870,74,,,,,0.9918726,,Left Foot,,,,"[53.5, 30.5]",,Ground Pass,,21.384573,,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,140,Barcelona,217,['306403eb-686e-48d3-a12f-36dba55526d5'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:47.520,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.892461,,,,,,,,,,,a99391b3-6d39-4b7c-b116-76a8faa32972,3203,,"[53.5, 30.5]",9870,74,,,,,-3.1262093,,Right Foot,,,,"[40.5, 30.3]",,Ground Pass,,13.001538,,,,,Thomas Vermaelen,6332.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,140,Barcelona,217,['52619339-0b21-4d06-8541-765d02d7300e'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:48.702,Pass,,2017/2018
