bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4569fbc6-cc6d-4cb7-8dbd-6d9b574c86a3,1,,,70286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41b939c2-6024-4401-8038-cf6e67533a5f,2,,,70286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20138, 'name': 'João Pedro da Silva Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 20128, 'name': 'David Albelda Aliqués'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 17083, 'name': 'Jonas Gonçalves Oliveira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af4c850a-3f53-4fd2-991f-cc38fb766c45,3,,,70286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['edab07df-c6f3-4d37-a095-183a4267ee87'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edab07df-c6f3-4d37-a095-183a4267ee87,4,,,70286,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['af4c850a-3f53-4fd2-991f-cc38fb766c45'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,True,6d75621b-ce4e-4bde-be3c-852046cbfda2,2133,,,70286,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Barcelona,217,['5a819544-334c-4022-ba7a-29c9d4758796'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,True,5a819544-334c-4022-ba7a-29c9d4758796,2134,,,70286,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Barcelona,217,['6d75621b-ce4e-4bde-be3c-852046cbfda2'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.2162,,,,,,,,,,,,,1a2c2d48-3d16-4d5b-8d7c-7bbc571ba953,5,,"[61.0, 41.0]",70286,0,True,,,1.7178746,,Right Foot,,,"[60.6, 43.7]",,Ground Pass,,2.7294688,,,,,Roberto Soldado Rillo,26009.0,,,,,,Kick Off,1,From Kick Off,Jonas Gonçalves Oliveira,17083.0,Center Attacking Midfield,2,Valencia,207,['806e44c7-ffdd-4946-92a7-a4585c22ab69'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.216,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.7507,,,,,,,,,,,,,5318981e-505c-4edd-96bb-e6d70d8aa659,7,,"[60.2, 43.7]",70286,0,,,,-2.5456746,,Right Foot,,,"[51.5, 37.8]",,Ground Pass,,10.511898,,,,,Alberto Facundo Costa,26728.0,,,,,,,1,From Kick Off,Roberto Soldado Rillo,26009.0,Center Forward,2,Valencia,207,['653fd3d2-2994-41c3-9edc-01b84790e574'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.738,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.7379,,,,,,,,,,,,,12f8899c-712d-4f80-8bf6-3dd820a31af6,11,,"[53.4, 43.9]",70286,0,,,,1.9938036,,Left Foot,,,"[41.2, 71.0]",,Ground Pass,,29.719522,,,,,João Pedro da Silva Pereira,20138.0,,,,,,,1,From Kick Off,Alberto Facundo Costa,26728.0,Right Center Midfield,2,Valencia,207,"['dd8324fb-bd10-410a-a8ce-e8535d6ecfdf', 'df275f79-fe00-4bd6-86d1-e1b5e5613f3b']",2,,,,,,,,,,,,,,,,,,Valencia,207,00:00:02.924,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.738,,,,,,,,,,,,,fb9ad6b6-dc34-48e5-87ae-2432005552e7,15,,"[36.2, 71.4]",70286,0,,,,-2.2967744,,Right Foot,,,"[19.6, 52.7]",,Ground Pass,,25.005,,,,,Adil Rami,3253.0,,,,,,,1,From Kick Off,João Pedro da Silva Pereira,20138.0,Right Back,2,Valencia,207,"['4e87576f-7f10-4120-9f32-24c0799d4360', 'e99a9462-6786-43ce-b53d-a946ebd771e1']",5,,,,,,,,,,,,,,,,,,Valencia,207,00:00:05.581,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,2.4457,,,,,,,,,,,,,faea62d5-b527-4de3-bc16-8cb4e9cc567e,18,,"[17.3, 48.7]",70286,0,,,,-2.4715598,,Right Foot,,,"[4.3, 38.4]",,Ground Pass,,16.585836,,,,,Diego Alves Carreira,25144.0,,,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Valencia,207,['a7d92484-b917-4dad-ba7a-8121fda480f3'],7,,,,,,,,,,,,,,,,,,Valencia,207,00:00:07.710,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.8734,,,,,,,,,,,,,4706d3a7-c9c7-4138-850d-f5a8a53c6df4,21,,"[4.3, 38.4]",70286,0,,,,0.09065989,,Left Foot,,,"[64.8, 43.9]",,High Pass,,60.749485,,,Incomplete,,Jonas Gonçalves Oliveira,17083.0,,,,,,,1,From Kick Off,Diego Alves Carreira,25144.0,Goalkeeper,2,Valencia,207,"['1ee80bce-2f74-468b-ac40-ffae5b112696', 'fab176f8-9b44-4e29-9859-4a54986d0293']",10,,,,,,,,,,,,,,,,,,Valencia,207,00:00:10.679,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.8752,,,,,,,,,,,,,40705c1e-d518-42e6-b903-96e5117c62b4,25,,"[63.3, 56.1]",70286,0,,,,-2.8759162,,Right Foot,,,"[48.6, 52.1]",,Ground Pass,,15.2345,,,Incomplete,,Adil Rami,3253.0,,,,,,Recovery,1,From Kick Off,Sofiane Feghouli,18724.0,Right Wing,2,Valencia,207,"['33b913ec-dfaf-4350-a7ad-9f94e692d899', 'da2c5918-62d1-4645-85f1-71514b34cf78']",15,,,,,,,,,,,,,,,,,,Valencia,207,00:00:15.944,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.9056,,,,,,,,,,,,,7c8f782f-e50c-41a5-9b72-2eda13782881,34,,"[55.3, 52.1]",70286,0,,,,-1.1625774,,Left Foot,,,"[69.4, 19.5]",,High Pass,,35.518585,,,,,José Andrés Guardado Hernández,5563.0,,,,,,,1,From Kick Off,Alberto Facundo Costa,26728.0,Right Center Midfield,2,Valencia,207,['946848f0-a897-4530-905e-566cffdebd2d'],19,,,,,,,,,,,,,,,,,,Valencia,207,00:00:19.962,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.925058,,,,,,,,,,,,,97109074-787d-4cb2-a771-303f4e111da5,46,,"[52.9, 57.9]",70286,0,,,,-2.6714091,,Left Foot,,,"[46.8, 54.8]",,Ground Pass,,6.842514,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['179aaeef-9b06-4795-9e8f-f716e1a28249'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.950,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.524713,,,,,,,,,,,,,1d48a4e1-491f-404f-9bf7-a9609a20ac62,49,,"[46.1, 50.0]",70286,0,,,,0.037717953,,Left Foot,,,"[51.4, 50.2]",,Ground Pass,,5.3037724,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['fe0f214c-18e8-47b3-a0e0-92b1c3dde20d'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.511,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.558965,,,,,,,,,,,,,07fdf9b4-37fd-44ea-a464-103029e02109,52,,"[51.4, 50.2]",70286,0,,,,-2.1247058,,Right Foot,,,"[40.7, 32.9]",,Ground Pass,,20.341583,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['a6673c45-7966-408c-99bd-5bc4d0cddd54'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.075,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.504443,,,,,,,,,,,,,80328614-df09-40b2-87ee-498eb0e6ff2e,55,,"[40.7, 32.9]",70286,0,,,,-1.2277724,,Right Foot,,,"[48.2, 11.9]",,Ground Pass,,22.299103,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['7a1bdcb6-68c2-4e0f-b8a2-c8a9a1165e88'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.960,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.877821,,,,,,,,,,,,,8f3a877b-6046-4288-9d34-c4e784d8b2ff,58,,"[48.2, 8.8]",70286,0,,,,1.0463264,,Left Foot,,,"[55.2, 20.9]",,Ground Pass,,13.978912,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['b2d3cb4b-5b9f-4412-80e7-4eb87f80b61c'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.352,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.203793,,,,,,,,,,,,,a8f19fd4-3364-49cb-8368-9970748f4f0e,61,,"[55.2, 20.9]",70286,0,,,,-2.0036845,,Right Foot,,,"[49.1, 7.7]",,Ground Pass,,14.541321,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Barcelona,217,['3b63b25d-33bc-4235-9bf3-786535c027c1'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.350,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.207423,,,,,,,,,,,,,b1bf9bc0-3bde-4f87-86b1-85299e091730,64,,"[49.1, 9.6]",70286,0,,,,1.8856026,,Left Foot,,,"[35.0, 52.9]",,Ground Pass,,45.537895,,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['aae31e11-669b-4310-b2a5-cb7d5028aec3'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.815,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.983523,,,,,,,,,,,,,893f848e-e6be-4b24-bdb0-f22cbf9995a6,67,,"[34.8, 56.3]",70286,0,,,,0.7986424,,Right Foot,,,"[49.7, 71.6]",,Ground Pass,,21.356499,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['3f11ead2-c2b7-4660-bc80-254c55f51c74'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.130,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.745348,,,,,,,,,,,,,d1c7dc11-d19c-4845-8c72-6e2d53abfeda,70,,"[43.6, 71.2]",70286,0,,,,-2.5334198,,Left Foot,,,"[27.8, 60.2]",,Ground Pass,,19.252012,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['f6428b79-f923-4003-bf0c-c157edb82cf7'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.340,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.231672,,,,,,,,,,,,,40f437ab-bfb8-4597-bebc-d7af0611ace2,73,,"[34.4, 57.7]",70286,0,,,,-1.7084138,,Right Foot,,,"[27.6, 8.6]",,Ground Pass,,49.568638,,,,,Javier Alejandro Mascherano,5506.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['4efcd7ad-f3d9-4f27-89f7-fc6011481c6f'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.517,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.881926,,,,,,,,,,,,,2a46b866-0a92-49af-ae90-ca3dc2f4a81e,76,,"[28.5, 10.9]",70286,0,,,,1.5707964,,Right Foot,,,"[28.5, 53.9]",,Low Pass,,43.0,,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['3cc9a54c-6db7-4e2d-8459-fed7d2e7cdfd'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.294,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.28844,,,,,,,,,,,,,1ec23243-52e3-45ec-a549-2d0dceb2c4d1,79,,"[33.3, 57.5]",70286,0,,,,0.29849893,,Right Foot,,,"[47.6, 61.9]",,Ground Pass,,14.961617,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['9200c4b1-b43b-48e4-8bcf-b92c38e054ed'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.261,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.306856,,,,,,,,,,,,,3655595e-00fe-4663-be18-1b8400819a87,82,,"[43.2, 63.4]",70286,1,,,,-2.6537561,,Left Foot,,,"[28.5, 55.6]",,Ground Pass,,16.641214,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['1504ff84-e339-4f61-a46c-9381679b3db6'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.671,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.576174,,,,,,,,,,,,,055a84e5-97fc-4ba5-8918-5a7605f1f2cf,84,,"[28.7, 55.6]",70286,1,True,,,-1.6081939,,Right Foot,,,"[27.6, 26.2]",,Ground Pass,,29.42057,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['4116805e-034e-432c-903a-f8be29089df9'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.758,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.697841,,,,,,,,,,,,,7c7ea2f1-ee4d-489a-9fd5-8c79bc98d7c4,86,,"[27.6, 26.2]",70286,1,,,,-1.2103055,,Right Foot,,,"[34.8, 7.1]",,Ground Pass,,20.412006,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,Barcelona,217,['ceb1565d-7165-4930-b869-818d7a3d7c8b'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.334,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.198814,,,,,,,,,,,,,35371afa-795f-4e92-b4fc-d0d3f35167dd,89,,"[41.9, 7.1]",70286,1,,,,-0.13522413,,Right Foot,,,"[71.3, 3.1]",,Ground Pass,,29.67086,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['d14c7756-90fb-43f7-b56a-5d00c62cbde0'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.438,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.063927,,,,,,,,,,,,,271bca16-1639-4aa8-b358-01255a5d4d90,93,,"[110.2, 5.4]",70286,1,,,,-3.1149323,,Right Foot,,,"[102.7, 5.2]",,Ground Pass,,7.502666,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['49bf9a3c-7466-4407-83a2-d24854db9d8e'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.967,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.47087,,,,,,,,,,,,,a48eb37e-c4b5-4247-9322-94647b62aff1,96,,"[99.9, 6.4]",70286,1,,,,2.432238,,Right Foot,,,"[88.6, 16.1]",,Ground Pass,,14.89228,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,3,Barcelona,217,['e92495d8-67d3-45f5-8507-44f78b0bd442'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.448,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.995441,,,,,,,,,,,,,1f99f32e-313f-41cb-b02b-653b5fbc2820,99,,"[90.5, 15.3]",70286,1,,,,-1.0560123,,Right Foot,,,"[96.1, 5.4]",,Ground Pass,,11.374093,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Barcelona,217,['ffcbf73a-925f-4e7e-840f-e30b103a6e83'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.657,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.518067,,,,,,,,,,,,,2e815aa3-61b2-4604-8e0d-808dcdadb899,102,,"[93.2, 5.4]",70286,1,,,,2.8103487,,Left Foot,,,"[74.3, 11.9]",,Ground Pass,,19.986496,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['4dbb12d9-a843-456c-abc9-eb63b0c2de75'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.310,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.67954,,,,,,,,,,,,,7e330c18-979d-4af8-81b5-7008cc6b4797,105,,"[74.3, 16.1]",70286,1,,,,0.7136981,,Right Foot,,,"[84.0, 24.5]",,Ground Pass,,12.831601,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['72285462-c869-4400-b8bc-9dce5dbf51fe'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.163,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.814646,,,,,,,,,,,,,da6ac589-40a0-4e7f-b3d6-98361fa46814,108,,"[84.0, 24.5]",70286,1,,,,2.3535697,,Right Foot,,,"[65.0, 43.6]",,Low Pass,,26.94086,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Barcelona,217,['f2452dba-da36-4252-9e61-9b53c3c5cc16'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.882,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.613393,,,,,,,,,,,,,8102b9f1-8c87-4913-8c70-91407372590d,111,,"[65.0, 53.5]",70286,1,,,,0.80519754,,Right Foot,,,"[84.8, 74.1]",,Ground Pass,,28.572714,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['5556dbb5-2c8b-440d-a639-f1e761f528a7'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.153,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.003114,,,,,,,,,,,,,74a170a9-7409-4901-855a-d50bc496c615,114,,"[83.1, 73.5]",70286,1,,,,3.1262093,,Left Foot,,,"[70.1, 73.7]",,Ground Pass,,13.001538,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['2b89a351-785c-40f7-b13c-a4326109a582'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.023,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.51108,,,,,,,,,,,,,fe71ee65-d59e-4ab7-bbf5-ecc68311fc1f,117,,"[69.7, 69.7]",70286,1,,,,-2.383619,,Right Foot,,,"[49.1, 50.2]",,Ground Pass,,28.365648,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['e2ae2b21-4cb3-4c48-9e57-0e26667ed8d8'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.097,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.481564,,,,,,,,,,,,,df281928-1d4d-45fc-8d65-1308b213a035,120,,"[50.5, 49.7]",70286,1,,,,-1.2077693,,Right Foot,,,"[67.1, 6.0]",,High Pass,,46.74666,,,,,Adriano Correia Claro,22102.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['003ed2d9-6e22-4890-969e-1e1846ff6330'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.386,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.182536,,,,,,,,,,,,,4d0c359d-8955-46b2-a0f0-d5f2285dc003,123,,"[66.9, 5.4]",70286,1,,,,1.0417658,,Right Foot,,,"[70.7, 11.9]",,Ground Pass,,7.5292764,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['afa5a2e5-662a-4777-a815-ef2b4bd62f05'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.608,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.911254,,,,,,,,,,,,,dcb77261-d50f-42ad-8e07-76c9b1c6265f,126,,"[70.1, 7.9]",70286,1,,,,3.1415927,,Right Foot,,,"[63.2, 7.9]",,Ground Pass,,6.9,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Barcelona,217,['50ed5346-ac57-4412-8263-3a60d48f4ada'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.320,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.030893,,,,,,,,,,,,,feca2616-c645-4e5d-bf09-97a77b232aa3,129,,"[63.2, 7.9]",70286,1,,,,-0.34555557,,Right Foot,,,"[70.7, 5.2]",,Ground Pass,,7.971198,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['41ee889c-ed7e-4d4d-9ba9-551738209e7f'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.311,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.138933,,,,,,,,,,,,,5e87e30e-890b-4d8e-acfa-66b204316d1e,132,,"[65.7, 4.3]",70286,1,,,,-2.976444,,Right Foot,,,"[57.3, 2.9]",,Low Pass,,8.515867,,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Barcelona,217,['32f34230-74f3-42a2-a1ff-20a579953a0c'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.220,Pass,,2012/2013
