50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e36db5aa-8f92-47d2-86db-2f61216e93ce,1,,,266299,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edce6942-8679-4713-8658-f2ff5d2bf812,2,,,266299,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,36499c75-7d0e-4729-b790-4002e50fa251,3,,,266299,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f8ec0cad-e323-4c10-a5cf-78ff94414fa8'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f8ec0cad-e323-4c10-a5cf-78ff94414fa8,4,,,266299,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['36499c75-7d0e-4729-b790-4002e50fa251'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,84a8d547-f4f8-4397-8c18-42ae271b65cd,1858,,,266299,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Barcelona,217,['1eaaa584-7dd9-40ef-a8b3-effc9a32ed3e'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1eaaa584-7dd9-40ef-a8b3-effc9a32ed3e,1859,,,266299,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Barcelona,217,['84a8d547-f4f8-4397-8c18-42ae271b65cd'],0,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,0.9371,,,,,,,,,,,,,a3649a94-e93d-4062-a62d-8af377577379,5,,"[60.0, 40.0]",266299,0,,,,3.035436,,Right Foot,,,,"[47.8, 41.3]",,Ground Pass,,12.269067,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['eff3fbaa-2f87-4671-b5e6-d176bb26f570'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.679,Pass,,2016/2017
,,,,,,,,,,,,,,,0.8601,,,,,,,,,,,,,f3e607c6-4115-48c9-aab3-59090703f101,8,,"[51.6, 40.5]",266299,0,,,,0.7853982,,Right Foot,,,,"[62.7, 51.6]",,Ground Pass,,15.69777,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,2,Barcelona,217,['e84dbb1b-c41d-4167-8b17-7bb6a8c88cdd'],2,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.782,Pass,,2016/2017
,,,,,,,,,,,,,,,0.935504,,,,,,,,,,,,,a0d28ec6-2770-457a-bafd-c45482c761f8,10,,"[62.7, 51.6]",266299,0,,,,-3.1098573,,Left Foot,,,,"[50.1, 51.2]",,Ground Pass,,12.606348,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['f3987adb-118b-4175-8075-00f7118cd567'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.642,Pass,,2016/2017
,,,,,,,,,,,,,,,1.1357,,,,,,,,,,,,,6ae72fed-21bd-4578-812f-c25ea34add68,13,,"[48.2, 50.2]",266299,0,,,,-2.1823404,,Right Foot,,,,"[36.7, 33.8]",,Ground Pass,,20.030228,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Center Midfield,2,Barcelona,217,['53b29871-419b-4a0c-86e7-5cee48fbc06b'],6,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.045,Pass,,2016/2017
