50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.275075,,,,,,,,,,,,,5b51a81b-ee3a-4674-ab2b-4d0cfef6a28e,17,,"[44.7, 28.3]",266299,0,,,,-1.7612314,,Right Foot,,,,"[41.5, 11.7]",,Ground Pass,,16.90562,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Center Back,2,Barcelona,217,['902a09eb-2b28-4e86-895e-09deb2b96b3f'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.092,Pass,,2016/2017
,,,,,,,,,,,,,,,2.307236,,,,,,,,,,,,,9f3bad92-cff9-4fa9-8edb-3e7ea2d281ad,20,,"[36.7, 11.7]",266299,0,,,,2.2142975,,Right Foot,,,,"[15.4, 40.1]",,Low Pass,,35.5,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Center Back,2,Barcelona,217,['074dc178-4e98-4a47-89ad-5e76f036d1ab'],16,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.130,Pass,,2016/2017
,,,,,,,,,,,,,,,2.211,,,,,,,,,,,,,51618223-076c-40b5-a054-ea0283732470,24,,"[13.5, 48.2]",266299,0,,,,0.6893094,,Right Foot,,,,"[49.9, 78.2]",,High Pass,,47.169483,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['328363b4-4fe4-4c93-bb1f-ce5a6d4e2e16'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.372,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9792,,,,,,,,,,,,,40945a5c-99f7-4166-ba86-bbbb70bd91fb,27,,"[50.3, 77.9]",266299,0,,,,-1.5707964,,Left Foot,,,,"[50.3, 68.3]",,Low Pass,,9.6,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,2,Barcelona,217,"['0cae7fe4-2e81-413f-8762-643d64173d8a', '45d8b4e5-d45c-4c2f-acc8-b3303878c8b1', 'e5931dab-1168-4ed2-9f43-8e11fd543661']",23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.583,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.0887,,,,,,,,,,,,,45d8b4e5-d45c-4c2f-acc8-b3303878c8b1,29,,"[69.8, 11.8]",266299,0,,,,-0.3942727,,Left Foot,,,,"[83.5, 6.1]",,Low Pass,,14.838464,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,Recovery,1,From Kick Off,Nemanja Radoja,6796.0,Left Center Midfield,2,Barcelona,217,"['40945a5c-99f7-4166-ba86-bbbb70bd91fb', '43e0eb0c-9d9e-4802-9fdd-685930eef925']",24,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:24.563,Pass,,2016/2017
,,,,,,,,,,,,,,,3.4577,,,,,,,,,,,,,ff28129e-1770-4505-b807-4fc30dfc796e,34,,"[23.5, 72.1]",266299,0,,,,0.0075756125,,Right Foot,,,,"[63.1, 72.4]",,High Pass,,39.601135,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['5351c4e7-2b3e-496d-95f4-a4a4177bddea', '66f1bf86-d26f-4c8a-959c-ce743f8be49b']",27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.407,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.3314,,,,,,,,,,,,,9bffce35-43da-4377-9ef0-2b5306be8732,37,,"[63.1, 72.4]",266299,0,,,True,-1.7163122,,,,,,"[61.4, 60.8]",,High Pass,,11.723907,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,"['37b153be-1832-4848-b933-ccf3049164b2', '45a902fd-583b-4854-af15-ce01d9c4b993']",30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.865,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.1465,,,,,,,,,,,,,bc13f21e-f595-41a9-909a-c55e485c7e13,44,,"[40.6, 29.2]",266299,0,,,,3.1163878,,Right Foot,,,,"[28.7, 29.5]",,Ground Pass,,11.903781,,,Jonathan Castro Otto,6802.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['f4696508-cace-4a4d-aa68-3a0156a74b7e'],36,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:36.610,Pass,,2016/2017
,,,,,,,,,,,,,,,2.7971,,,,,,,,,,,,,27c2227e-0df7-4f21-b75e-09b595788aed,48,,"[28.0, 29.7]",266299,0,,,,0.7781414,,Right Foot,,,,"[62.7, 63.9]",,High Pass,,48.72094,,,Hugo Mallo Novegil,6805.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,3,Celta Vigo,209,['ce9e7e3e-3c4f-4226-94d5-3b8908834074'],38,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:38.928,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9423,,,,,,,,,,,,,00ab413d-4656-41ac-aefb-4fb4b76a5be8,53,,"[34.9, 13.7]",266299,0,,,,0.72614557,,Left Foot,,,,"[47.4, 24.8]",,High Pass,,16.717056,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,4,Barcelona,217,"['76840a81-fd77-4105-9a81-88343ab5552e', 'e354d78e-2bad-494a-b0da-c68cc0194251']",44,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.145,Pass,True,2016/2017
,,,,,,,,,,,,,,,2.84083,,,,,,,,,,,,,4df841d7-4149-4f8a-9cca-f8bea63d2d4e,55,,"[47.7, 24.8]",266299,0,,,,-1.0183774,,Right Foot,,,,"[61.2, 2.9]",,High Pass,,25.72664,Unknown,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,4,Barcelona,217,['dd45d52e-4d1f-4772-9fc5-b111fbf240c1'],45,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.088,Pass,,2016/2017
,,,,,,,,,,,,,,,0.722177,,,,,,,,,,,,,5848c871-5515-44a1-9cb3-74bf17c247fc,59,,"[61.2, 3.3]",266299,1,True,,,2.5652175,,Left Foot,,,,"[55.2, 7.2]",,Ground Pass,,7.1561165,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['9237b42f-6068-4a2d-8978-2c82a515164a'],1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.730,Pass,,2016/2017
,,,,,,,,,,,,,,,1.010525,,,,,,,,,,,,,e546d859-567a-4958-8dde-13eed0815ed6,61,,"[54.4, 7.2]",266299,1,,,,-0.37185606,,Right Foot,,,,"[64.4, 3.3]",,Ground Pass,,10.733592,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Center Back,5,Barcelona,217,['d0399b3e-6a60-4a2a-8364-ab09771081ef'],3,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.711,Pass,,2016/2017
,,,,,,,,,,,,,,,0.4775,,,,,,,,,,,,,f8a79dc7-74af-4508-a295-b0d785594f4d,68,,"[111.6, 11.3]",266299,1,,,,1.6672701,,Left Foot,,,,"[110.4, 23.7]",,Low Pass,,12.45793,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['6d543c1f-e83f-44d2-8afc-e8f661562606', 'f7d13ed0-b0ad-4f40-9694-c0b4198ff355']",10,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.298,Pass,,2016/2017
,,,,,,,,,,,,,,,3.313053,,,,,,,,,,,,,946630ec-f25e-4c51-9872-8caa06b74756,75,,"[20.6, 64.6]",266299,2,,,,-0.025351144,,Right Foot,,,,"[83.7, 63.0]",,High Pass,,63.12028,Incomplete,,John Guidetti,6038.0,,,,,,Free Kick,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,6,Celta Vigo,209,"['41f0aa29-f902-44a5-9336-a29dd6fa1cf7', 'e653bcaf-fc2d-4ecf-9d93-805fa598a5a5']",4,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:04.156,Pass,,2016/2017
,,,,,,,,,,,,,,,2.3029,,,,,,,,,,,,,e653bcaf-fc2d-4ecf-9d93-805fa598a5a5,77,,"[36.4, 17.1]",266299,2,,,,-0.1024073,,Head,,,,"[61.7, 14.5]",,High Pass,,25.433247,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Ivan Rakitić,5470.0,Left Wing Back,6,Celta Vigo,209,"['138742bd-78bc-4ab0-a498-9222a5cf9bbb', '946630ec-f25e-4c51-9872-8caa06b74756']",7,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.469,Pass,,2016/2017
,,,,,,,,,,,,,,,0.0908,,,,,,,,,,,,,69272e61-02f4-460f-bbca-097df0a6f6dd,81,,"[62.1, 75.8]",266299,2,,,,0.0,,Right Foot,,,,"[64.9, 75.8]",,High Pass,,2.8,Incomplete,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Free Kick,Facundo Sebastián Roncaglia,6830.0,Right Back,6,Celta Vigo,209,"['476b869c-dfa0-4d26-bbf5-2fdd08997906', '5cc308eb-952e-4f2c-81f4-4eb3082c2cbc']",12,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:12.790,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9024,,,,,,,,,,,,,85baadd8-0b43-42ca-bef7-7ba9fd7915f5,86,,"[47.2, 7.5]",266299,2,,,,0.09306373,,Right Foot,,,,"[62.2, 8.9]",,Ground Pass,,15.065191,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,6,Celta Vigo,209,['3124760d-b3f4-42ce-826b-7e2ae6d2dda7'],15,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.887,Pass,,2016/2017
,,,,,,,,,,,,,,,3.0143,,,,,,,,,,,,,b49a6d75-08e5-4528-99aa-e7d5ae110b00,89,,"[62.4, 10.1]",266299,2,,,,0.7239868,,Right Foot,,,,"[78.8, 24.6]",,Ground Pass,,21.890865,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,6,Celta Vigo,209,"['6e792a2b-e6d4-45b5-807e-8bb276b42d45', 'd24dbd0c-a289-4d58-b886-6af70449efc0']",16,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.789,Pass,,2016/2017
,,,,,,,,,,,,,,,2.391047,,,,,,,,,,,,,d24dbd0c-a289-4d58-b886-6af70449efc0,91,,"[41.3, 55.5]",266299,2,,,,-2.9805784,,Right Foot,,,,"[9.9, 50.4]",,Ground Pass,,31.811476,,,Sergio Álvarez Conde,6884.0,,,,,,Recovery,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,6,Celta Vigo,209,"['70f311ae-bf39-495e-a4bf-c92ccf696148', 'b49a6d75-08e5-4528-99aa-e7d5ae110b00']",19,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:19.804,Pass,,2016/2017
,,,,,,,,,,,,,,,2.356568,,,,,,,,,,,,,73468574-4d2b-41f1-a04e-c7e4fa3b414e,94,,"[10.9, 50.0]",266299,2,,,,-0.40977433,,Right Foot,,,,"[62.7, 27.5]",,High Pass,,56.47557,Incomplete,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,6,Celta Vigo,209,"['48f03d88-3538-4be2-9b58-23aef997e2b6', 'c0acdf27-a861-4127-b260-a29535606389']",22,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:22.235,Pass,,2016/2017
,,,,,,,,,,,,,,,0.9541,,,,,,,,,,,,,9869e345-bd9d-4b5e-ae39-1de72717de40,99,,"[56.1, 47.0]",266299,2,,,,-1.2304144,,Left Foot,,,,"[61.2, 32.6]",,Ground Pass,,15.276452,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,7,Barcelona,217,"['02599a69-1cb0-4605-b18e-b822155a0cc3', 'af434878-8147-4bdf-8aa2-94eba3ba1c35']",26,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.825,Pass,True,2016/2017
,,,,,,,,,,,,,,,1.7935,,,,,,,,,,,,,94aa1977-8aa6-49ae-9db2-b3b060aa100b,102,,"[60.2, 34.5]",266299,2,,,,-2.5127964,,Left Foot,,,,"[42.6, 21.7]",,Low Pass,,21.762352,,,Samuel Yves Umtiti,5492.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Wing Back,7,Barcelona,217,['3ac1f357-0f50-4110-802c-10c8a2d86a26'],27,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.779,Pass,,2016/2017
,,,,,,,,,,,,,,,0.1497,,,,,,,,,,,,,159dcfa3-a7a1-4b69-afcb-30b135d6f97f,106,,"[42.6, 22.4]",266299,2,,,,-1.5707964,,Left Foot,,,,"[42.6, 21.2]",,Low Pass,,1.2,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,7,Barcelona,217,"['1c2bc7fd-2a28-4a90-bba2-e8e50dbbd3ef', 'a09d39d9-2249-4f93-a63c-10fa203b0e37']",29,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.612,Pass,,2016/2017
,,,,,,,,,,,,,,,3.046194,,,,,,,,,,,,,a89ea9ef-0211-49ef-9db7-0f65166777cf,109,,"[32.8, 21.2]",266299,2,,,,2.5373547,,Left Foot,,,,"[8.9, 37.7]",,Ground Pass,,29.042383,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,7,Barcelona,217,['ecce1fc2-51e9-4005-933b-26387eb79977'],31,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.111,Pass,,2016/2017
,,,,,,,,,,,,,,,2.331628,,,,,,,,,,,,,596dba9a-10de-4dc9-af6a-1df9331c3736,113,,"[8.3, 40.0]",266299,2,,,,0.7545818,,Right Foot,,,,"[50.1, 79.3]",,High Pass,,57.3736,Out,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,['1b875d3a-080e-48a2-a87b-6b0cd4879368'],35,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.394,Pass,,2016/2017
,,,,,,,,,,,,,,,1.253,,,,,,,,,,,,,7061bb69-1e55-435d-9e2f-3b718fe48821,115,,"[78.2, 0.1]",266299,2,,,,0.9885852,,,,,,"[86.1, 12.1]",,Low Pass,,14.366976,,,Iago Aspas Juncal,5217.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,8,Celta Vigo,209,['8aa8dcab-0c4d-4012-b724-becc82cba98d'],49,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:49.500,Pass,,2016/2017
,,,,,,,,,,,,,,,1.043207,,,,,,,,,,,,,cefd7e46-7538-496d-a02c-a1afc7d06880,117,,"[86.1, 12.1]",266299,2,,,,-1.4427873,,Left Foot,,,,"[87.4, 2.0]",,Low Pass,,10.18332,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Iago Aspas Juncal,5217.0,Center Attacking Midfield,8,Celta Vigo,209,['8cc26ba5-e32a-4a1c-af3e-749b6787a671'],50,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:50.753,Pass,,2016/2017
,,,,,,,,,,,,,,,0.2639,,,,,,,,,,,,,9eb90455-e527-4da8-8528-42964436da5e,121,,"[91.9, 2.2]",266299,2,,,,1.9154437,,Right Foot,,,,"[90.5, 6.1]",,Ground Pass,,4.14367,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,8,Celta Vigo,209,"['4bb85f3c-67c1-4581-b354-8843e50c9ffd', 'e68842de-bb34-4932-8ad6-80af6405656c']",52,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:52.716,Pass,,2016/2017
,,,,,,,,,,,,,,,1.1955,,,,,,,,,,,,,4bb85f3c-67c1-4581-b354-8843e50c9ffd,123,,"[29.6, 74.0]",266299,2,,,,-2.3636017,,Right Foot,,,,"[22.8, 67.3]",,Ground Pass,,9.546204,,,Gerard Piqué Bernabéu,5213.0,,,,,,Recovery,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,9,Barcelona,217,"['3fc84821-6d5c-4d3b-b01a-109eb62fb5be', '9eb90455-e527-4da8-8528-42964436da5e']",52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.980,Pass,,2016/2017
,,,,,,,,,,,,,,,0.5651,,,,,,,,,,,,,67fceed8-47c0-45de-a828-356e2d65225f,127,,"[22.4, 67.0]",266299,2,,,,0.63274884,,Right Foot,,,,"[28.4, 71.4]",,Ground Pass,,7.44043,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['68379415-4944-4d96-a141-34a80a0a0d29'],54,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.297,Pass,,2016/2017
