50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.4935,,,,,,,,,,,,,1fa8cea3-d98b-400a-b3c8-fd8b3baf3f72,2070,,,"[57.4, 43.8]",68358,54,,,,,0.79501325,7b892684-bc41-4bf5-b03d-025d44107815,Left Foot,,,"[67.7, 54.3]",,Ground Pass,,14.708501,,,,Carlos Jorge Neto Martins,26171.0,True,,,,,2,From Free Kick,Marco Gastón Ruben Rodríguez,25426.0,Center Attacking Midfield,131,Recreativo Huelva,1220,['5ca57450-992e-4261-b811-4553da8134a6'],5,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:09:05.891,Pass,,2007/2008
,,,,,,,,,,,,,,4.737103,,,,,,,,,,,,,869fe5c5-cd93-4220-9122-5716ddce6fed,2080,,,"[6.0, 36.0]",68358,54,,True,,,-0.33392388,,Right Foot,,,"[91.9, 6.2]",,High Pass,,90.92222,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,132,Barcelona,217,['2b1443e1-53ae-419d-9514-a02fb58d47d1'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:09:34.081,Pass,,2007/2008
,,,,,,,,,,,,,,2.391576,,,,,,,,,,,,,2b1443e1-53ae-419d-9514-a02fb58d47d1,2081,,,"[28.2, 73.9]",68358,54,,,,,-2.4096766,,Left Foot,,,"[3.6, 51.8]",,Ground Pass,,33.069168,,,,Stefano Sorrentino,7055.0,,,,,Recovery,2,From Goal Kick,Iago Bouzón Amodeo,26168.0,Right Back,132,Barcelona,217,"['86313c7a-7e7c-4ed5-bc73-cd0c8261b899', '869fe5c5-cd93-4220-9122-5716ddce6fed']",38,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:09:38.818,Pass,,2007/2008
,,,,,,,,,,,,,,4.2462,,,,,,,,,,,,,2516ea0c-7971-4d41-a54c-6b80df62cd49,2084,,,"[5.3, 52.6]",68358,54,,,,,0.16396478,,Right Foot,,,"[46.4, 59.4]",,High Pass,,41.658733,,Incomplete,,,,,,,,,2,From Goal Kick,Stefano Sorrentino,7055.0,Goalkeeper,132,Barcelona,217,['e2134fa3-4616-4dd6-ab9b-5c71e61e3a9c'],41,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:09:41.410,Pass,,2007/2008
,,,,,,,,,,,,,,1.1221,,,,,,,,,,,,,0e8b6cd7-819b-411b-9aed-ebba0fd413be,2087,,,"[72.8, 20.7]",68358,54,,,,,3.034857,,Right Foot,,,"[64.4, 21.6]",,Low Pass,,8.448076,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Santiago Ezquerro Marín,25949.0,Left Wing,132,Barcelona,217,"['23fd3b22-554f-4072-b046-156e1fc8b8bf', 'c6d77d9b-8cf7-40fb-b559-2a1feeab8ae7']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:09:46.617,Pass,,2007/2008
,,,,,,,,,,,,,,0.788538,,,,,,,,,,,,,0c5673c7-1bc0-432f-a883-cbe811660c4b,2093,,,"[66.1, 24.3]",68358,54,,,,,2.925951,,Right Foot,,,"[55.6, 26.6]",,Ground Pass,,10.748954,,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,132,Barcelona,217,"['62c3982a-cc0b-4ebb-98ff-b942e7510d95', '7749b906-88b7-4ec7-9e28-202927e80feb']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:09:52.283,Pass,True,2007/2008
,,,,,,,,,,,,,,1.593444,,,,,,,,,,,,,8a7e2113-7b3c-4f38-a209-d7d34dd55cc5,2096,,,"[57.5, 28.9]",68358,54,,,,,1.360968,,Right Foot,,,"[64.4, 61.3]",,Ground Pass,,33.126575,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,132,Barcelona,217,['e1259d8b-e200-4401-8faf-79ea1fd9e08c'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:09:54.403,Pass,,2007/2008
,,,,,,,,,,,,,,0.954463,,,,,,,,,,,,,8184cc10-ecfe-46c1-b1e0-b475e9c9404c,2105,,,"[101.8, 71.8]",68358,55,,,,,-1.3389317,,Right Foot,,,"[106.9, 50.2]",,High Pass,,22.193918,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,133,Barcelona,217,['294d3f01-9f25-466e-a052-d7edc75e1716'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:10:37.419,Pass,,2007/2008
,,,,,,,,,,,,,,1.42706,,,,,,,,,,,,,3fa0ba1e-5eff-4396-859a-01389800ecb8,2112,,,"[57.3, 0.1]",68358,55,,,,,2.0552742,,,,,"[50.3, 13.4]",,Low Pass,,15.029637,,,,Gabriel Alejandro Milito,25919.0,,,,,Throw-in,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,134,Barcelona,217,['c45820e2-4c96-4343-b4dd-18c6b3672415'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.671,Pass,,2007/2008
,,,,,,,,,,,,,,4.135654,,,,,,,,,,,,,f609e813-41de-4a2e-835f-5ab9ba739517,2115,,,"[55.0, 7.7]",68358,56,,,,,0.24388057,,Left Foot,,,"[119.3, 23.7]",,High Pass,,66.26077,,Out,,Santiago Ezquerro Marín,25949.0,,,,,,2,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,134,Barcelona,217,['ef243a16-a050-4d1b-9baf-07f93fbd2a4d'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:11:03.050,Pass,,2007/2008
,,,,,,,,,,,,,,3.598779,,,,,,,,,,,,,81899b19-1173-4e66-9d0b-ed55bdf172e4,2117,,,"[7.0, 44.1]",68358,56,,,,,0.28548044,,Right Foot,,,"[63.9, 60.8]",,High Pass,,59.300083,,,,Javier Camuñas Gallego,26169.0,,,,,Goal Kick,2,From Goal Kick,Stefano Sorrentino,7055.0,Goalkeeper,135,Recreativo Huelva,1220,['24f86704-7cba-470b-8f57-bf4b839af847'],21,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:21.865,Pass,,2007/2008
,,,,,,,,,,,,,,2.230582,,,,,,,,,,,,,c3ec3eb3-20b3-4293-a307-5e1427c0e095,2120,,,"[52.1, 71.8]",68358,56,,,,,3.0590222,,Right Foot,,,"[37.6, 73.0]",,Ground Pass,,14.54957,,,,Eduardo Moya Castillo,26173.0,,,,,,2,From Goal Kick,Javier Camuñas Gallego,26169.0,Right Midfield,135,Recreativo Huelva,1220,['9bbe5498-054b-47e4-9a6d-984ad9ef7f17'],27,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:27.229,Pass,,2007/2008
,,,,,,,,,,,,,,2.431162,,,,,,,,,,,,,6f7da917-2164-4ce5-8d47-b5dd885d29e6,2124,,,"[35.1, 71.8]",68358,56,,,,,-2.4926715,,Right Foot,,,"[5.7, 49.5]",,Ground Pass,,36.900543,,,,Stefano Sorrentino,7055.0,,,,,,2,From Goal Kick,Eduardo Moya Castillo,26173.0,Right Center Back,135,Recreativo Huelva,1220,"['5d58335f-064d-4ef8-bd59-3b25ede300c9', '85d70f2e-9b6d-4d86-b358-6796ef882b71']",29,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:29.885,Pass,True,2007/2008
,,,,,,,,,,,,,,2.578143,,,,,,,,,,,,,c3142a47-2481-4255-a0b4-af6be992cc0b,2127,,,"[7.6, 52.8]",68358,56,,,,,0.088191696,,Right Foot,,,"[55.1, 57.0]",,Low Pass,,47.68532,,Incomplete,,Carlos Jorge Neto Martins,26171.0,,,,,,2,From Goal Kick,Stefano Sorrentino,7055.0,Goalkeeper,135,Recreativo Huelva,1220,"['589b04a1-4844-4a93-825f-56d59f1daf15', 'ccc49fed-2266-4fab-a78a-c751459adab9']",34,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:34.793,Pass,,2007/2008
,,,,,,,,,,,,,,1.867586,,,,,,,,,,,,,ccc49fed-2266-4fab-a78a-c751459adab9,2129,,,"[65.0, 23.1]",68358,56,,,,True,1.498459,,,,,"[65.5, 30.0]",,Low Pass,,6.9180923,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Recovery,2,From Goal Kick,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,135,Recreativo Huelva,1220,"['3285b619-fe4f-4bc1-a7d7-18e8c54fb2da', '83b37744-9ce1-43f5-8dbc-3eb6d04e6772', 'af93ec2a-6aef-45e0-bad5-39acf3c56b6a', 'c3142a47-2481-4255-a0b4-af6be992cc0b']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.371,Pass,True,2007/2008
,,,,,,,,,,,,,,1.148074,,,,,,,,,,,,,a97968a3-25a5-4ce7-ad88-ba074e52fa68,2135,,,"[54.2, 56.6]",68358,56,,,,,1.1796709,,Right Foot,,,"[62.2, 76.0]",,Ground Pass,,20.984756,,,,Javier Camuñas Gallego,26169.0,,,,,,2,From Goal Kick,Antonio Jesús Vázquez Muñoz,26077.0,Left Defensive Midfield,135,Recreativo Huelva,1220,['a94665ee-6943-486a-9776-bbb9cb0efc2c'],40,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:40.568,Pass,,2007/2008
,,,,,,,,,,,,,,1.275751,,,,,,,,,,,,,19343569-0bcf-48d0-a852-639e75904540,2138,,,"[70.0, 61.5]",68358,56,,,,,-2.185046,,Right Foot,,,"[63.3, 52.0]",,Ground Pass,,11.624973,,,,Carlos Jorge Neto Martins,26171.0,,,,,,2,From Goal Kick,Javier Camuñas Gallego,26169.0,Right Midfield,135,Recreativo Huelva,1220,['58a8bacb-1b43-4949-90b4-7f257b3fbd74'],44,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:44.279,Pass,,2007/2008
,,,,,,,,,,,,,,0.859669,,,,,,,,,,,,,8c567611-86db-422f-b1fe-cc737a3f97c7,2141,,,"[64.3, 57.0]",68358,56,,,,,0.29718083,,Right Foot,,,"[80.3, 61.9]",,Ground Pass,,16.7335,,,,Javier Camuñas Gallego,26169.0,,,,,,2,From Goal Kick,Carlos Jorge Neto Martins,26171.0,Right Defensive Midfield,135,Recreativo Huelva,1220,['eda8a358-1f3b-44df-87dc-8d054c4db2f0'],47,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:47.244,Pass,,2007/2008
,,,,,,,,,,,,,,2.5908,,,,,,,,,,,,,6dc13a74-9c53-499f-8205-de339f7b0717,2144,,,"[84.5, 61.9]",68358,56,,,,,-0.57556987,,Right Foot,,,"[110.7, 44.9]",,High Pass,,31.232035,,Incomplete,,Florent Sinama-Pongolle,26083.0,,,,,,2,From Goal Kick,Javier Camuñas Gallego,26169.0,Right Midfield,135,Recreativo Huelva,1220,"['12806d0e-a849-45b8-859b-9a1aa4bf9956', '62aef252-a228-406d-8c52-41b960cd6b2b']",49,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:11:49.665,Pass,,2007/2008
,,,,,,,,,,,,,,2.610998,,,,,,,,,,,,,791736b4-4b8d-4cb2-a75c-f4caf1f956f6,2153,,,"[12.9, 56.3]",68358,57,,True,,,-0.014907152,,Drop Kick,,,"[100.1, 55.0]",,High Pass,,87.20969,,Incomplete,,,,,,,,,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,135,Recreativo Huelva,1220,['c94f8e76-a6eb-4435-885a-addff2290edc'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.587,Pass,,2007/2008
,,,,,,,,,,,,,,1.126454,,,,,,,,,,,,,c94f8e76-a6eb-4435-885a-addff2290edc,2154,,,"[20.0, 25.1]",68358,57,,,,,-0.7786415,,Left Foot,,,"[34.9, 10.4]",,Ground Pass,,20.930838,,,,Hipólito Fernández Serrano,26172.0,,,,,Recovery,2,From Goal Kick,Roberto Luis Gaspar de Deus Severo,15656.0,Left Center Back,135,Recreativo Huelva,1220,"['75a743db-c202-400d-b254-f40fd8f6b002', '791736b4-4b8d-4cb2-a75c-f4caf1f956f6']",12,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:12.198,Pass,,2007/2008
,,,,,,,,,,,,,,0.586682,,,,,,,,,,,,,c4693a68-4329-4e5c-a0aa-1a4f43cb2217,2157,,,"[36.8, 8.5]",68358,57,,,,,0.9843441,,Left Foot,,,"[46.7, 23.4]",,Ground Pass,,17.889103,,,,Antonio Jesús Vázquez Muñoz,26077.0,,,,,,2,From Goal Kick,Hipólito Fernández Serrano,26172.0,Left Back,135,Recreativo Huelva,1220,['42c63f5c-50fb-448b-a3c1-031318d26f53'],13,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:13.907,Pass,,2007/2008
,,,,,,,,,,,,,,1.547598,,,,,,,,,,,,,c67ca642-7cea-4a40-bb97-f6bf22e61218,2160,,,"[47.7, 22.8]",68358,57,,,,,-0.8850668,,Left Foot,,,"[63.0, 4.1]",,Ground Pass,,24.16154,,,,Aitor Tornavaca Fernández,26078.0,,,,,,2,From Goal Kick,Antonio Jesús Vázquez Muñoz,26077.0,Left Defensive Midfield,135,Recreativo Huelva,1220,['71970b26-e6ad-4b6e-b617-b6209944d4ac'],15,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:15.188,Pass,,2007/2008
,,,,,,,,,,,,,,1.393319,,,,,,,,,,,,,0432ac9a-7582-4954-b6f1-c29c2c8ceb1a,2163,,,"[65.4, 5.1]",68358,57,,,,,0.83199656,,No Touch,,,"[83.8, 25.3]",,Ground Pass,,27.323982,True,,,Florent Sinama-Pongolle,26083.0,,,,,,2,From Goal Kick,Aitor Tornavaca Fernández,26078.0,Left Midfield,135,Recreativo Huelva,1220,['7637c776-9b2d-46a4-bb32-44baea680bcc'],17,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:17.658,Pass,,2007/2008
,,,,,,,,,,,,,,0.851042,,,,,,,,,,,,,72180934-7197-4e4e-87d6-3b01ea20bbdd,2166,,,"[83.8, 25.5]",68358,57,,,,,1.2816638,,No Touch,,,"[88.5, 41.3]",,Ground Pass,,16.484236,True,,,Marco Gastón Ruben Rodríguez,25426.0,,,,,,2,From Goal Kick,Florent Sinama-Pongolle,26083.0,Center Forward,135,Recreativo Huelva,1220,['04aace8a-bd55-487b-a9f7-e2be52f9a984'],19,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:19.251,Pass,,2007/2008
,,,,,,,,,,,,,,1.015038,,,,,,,,,,,,,adb06610-9996-4fdb-bf2d-99b2e4cdee12,2170,,,"[85.9, 39.4]",68358,57,,,,,-1.3101939,,Right Foot,,,"[89.1, 27.4]",,Ground Pass,,12.41934,,Incomplete,,Florent Sinama-Pongolle,26083.0,,,,,,2,From Goal Kick,Marco Gastón Ruben Rodríguez,25426.0,Center Attacking Midfield,135,Recreativo Huelva,1220,"['c10cc1bb-732e-4bbc-a2b1-cc4776808ca2', 'd6b5e4e4-1097-45da-ba8b-1218a58f99f0']",20,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:12:20.398,Pass,,2007/2008
,,,,,,,,,,,,,,1.2909,,,,,,,,,,,,,d6b5e4e4-1097-45da-ba8b-1218a58f99f0,2172,,,"[31.0, 52.7]",68358,57,,,,,-0.17573829,,Right Foot,,,"[41.7, 50.8]",,Ground Pass,,10.867382,,,,Gnégnéri Yaya Touré,3087.0,,,,,Recovery,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,136,Barcelona,217,"['057058e1-4572-4285-9f0d-b297f8eef0a9', 'adb06610-9996-4fdb-bf2d-99b2e4cdee12']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:12:21.413,Pass,,2007/2008
,,,,,,,,,,,,,,1.1134,,,,,,,,,,,,,7ace24d6-c36e-4af0-a4b2-8d7ff8032ea1,2178,,,"[48.9, 55.0]",68358,57,,True,,,-1.8021022,,Right Foot,,,"[42.8, 29.1]",,Low Pass,,26.608644,,,,Gabriel Alejandro Milito,25919.0,,,,,Free Kick,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,137,Barcelona,217,['6beb19fb-e3fb-4d93-978b-bab709ccab6b'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:12:37.509,Pass,,2007/2008
,,,,,,,,,,,,,,0.898585,,,,,,,,,,,,,12d8f150-1379-4b53-8524-1e35541a8446,2180,,,"[44.9, 25.6]",68358,57,,,,,-1.1742314,,Right Foot,,,"[51.6, 9.6]",,Ground Pass,,17.346182,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,137,Barcelona,217,['ef171aad-f903-45a2-ac29-40df07fba382'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:12:40.912,Pass,,2007/2008
,,,,,,,,,,,,,,0.695496,,,,,,,,,,,,,bd8e55f5-13aa-44be-b109-8eec5a87057d,2183,,,"[51.6, 9.6]",68358,57,,,,,1.331297,,Left Foot,,,"[55.8, 26.8]",,Ground Pass,,17.705366,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,137,Barcelona,217,['71553d9f-f58a-4ea5-a0fd-d28295a0cac5'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.364,Pass,,2007/2008
,,,,,,,,,,,,,,0.725862,,,,,,,,,,,,,696c3af4-9163-4948-b3f9-76bb25f0bf6d,2186,,,"[55.8, 26.8]",68358,57,,,,,1.8288035,,Left Foot,,,"[53.9, 34.0]",,Ground Pass,,7.4464755,,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,['82ce3468-4175-4dba-a1e2-b9708159a8a5'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:12:44.293,Pass,,2007/2008
,,,,,,,,,,,,,,1.879324,,,,,,,,,,,,,ac89e674-fff1-43dd-9f7d-a09fb1efc801,2190,,,"[55.0, 39.7]",68358,57,,,,,1.8251644,,Right Foot,,,"[47.2, 69.7]",,Ground Pass,,30.99742,,,,Gianluca Zambrotta,15774.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,137,Barcelona,217,['444978e0-251e-4774-9534-cd34ffbfcd0a'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:12:47.564,Pass,,2007/2008
,,,,,,,,,,,,,,2.005702,,,,,,,,,,,,,a32e6292-c251-4f60-adf5-d7886f2acea7,2193,,,"[48.2, 67.8]",68358,57,,,,,-1.7475855,,Right Foot,,,"[40.5, 24.7]",,Low Pass,,43.782417,,,,Gabriel Alejandro Milito,25919.0,,True,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,137,Barcelona,217,['ed07d92e-e1e2-4ca4-a675-c3e885db9585'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:12:51.663,Pass,,2007/2008
,,,,,,,,,,,,,,1.002723,,,,,,,,,,,,,69ab322d-dddb-4afa-941f-55cd9f1cbef4,2196,,,"[40.5, 24.9]",68358,57,,,,,-0.5353331,,Left Foot,,,"[55.0, 16.3]",,Ground Pass,,16.858528,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,137,Barcelona,217,['b31a5d8e-546f-492f-8777-f6619845f1da'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:12:57.662,Pass,,2007/2008
,,,,,,,,,,,,,,0.934917,,,,,,,,,,,,,3ba8adcd-e6ba-4ff1-a829-ba492635d001,2200,,,"[54.3, 16.5]",68358,57,,,,,0.8385396,,Right Foot,,,"[63.2, 26.4]",,Ground Pass,,13.3124,,,,Santiago Ezquerro Marín,25949.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,['7a144d23-40e4-411e-a10e-2d0d9da0e975'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:12:59.735,Pass,,2007/2008
,,,,,,,,,,,,,,0.579183,,,,,,,,,,,,,db62a25a-7ddd-4e47-981e-36d501b4f9a9,2203,,,"[63.2, 26.0]",68358,58,,,,,-0.8807602,,Left Foot,,,"[68.4, 19.7]",,Low Pass,,8.168843,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Santiago Ezquerro Marín,25949.0,Left Wing,137,Barcelona,217,['831b682c-5123-46ea-8f55-9d2679712682'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:13:01.716,Pass,,2007/2008
,,,,,,,,,,,,,,0.340653,,,,,,,,,,,,,fb05a9e5-ad5a-4d61-8fd7-414fa284a47e,2206,,,"[81.4, 19.5]",68358,58,,,,,0.41413856,,Right Foot,,,"[90.5, 23.5]",,Ground Pass,,9.940322,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,137,Barcelona,217,"['697bc4e8-fdab-44d8-ada4-d954e53d9417', 'fe8efcac-ac27-4523-88a7-fe25292ad85a']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:13:04.774,Pass,,2007/2008
,,,,,,,,,,,,,,1.072535,,,,,,,,,,,,,31ea696d-c199-458c-b5f2-c3ba56091908,2210,,,"[33.8, 59.2]",68358,58,,,,,0.7695265,,Right Foot,,,"[49.8, 74.7]",,Ground Pass,,22.276669,,,,Eduardo Moya Castillo,26173.0,,,,,,2,From Counter,Iago Bouzón Amodeo,26168.0,Right Back,138,Recreativo Huelva,1220,['a34f7346-68e4-4ea5-9d51-69e0a90fd087'],6,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:06.526,Pass,,2007/2008
,,,,,,,,,,,,,,2.301078,,,,,,,,,,,,,d4dadb3c-e96b-4916-b14f-106007b617dd,2218,,,"[95.2, 69.4]",68358,58,,,,,-0.9707461,,Right Foot,True,,"[114.7, 40.9]",,High Pass,,34.532593,,Incomplete,,,,,,,,,2,From Counter,Eduardo Moya Castillo,26173.0,Right Center Back,138,Recreativo Huelva,1220,"['8a5491fe-3691-403b-aa25-4a4875e2a4f8', 'a4770448-ce73-4669-8994-5e7402146eda']",13,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:13.106,Pass,True,2007/2008
,,,,,,,,,,,,,,1.6014,,,,,,,,,,,,,868298ee-e171-40fd-a9ad-6734e657d0e8,2221,,,"[9.6, 46.0]",68358,58,,,,,0.3026732,,Keeper Arm,,,"[36.5, 54.4]",,Ground Pass,,28.181023,,,,Eiður Smári Guðjohnsen,11270.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,139,Barcelona,217,['6c6057af-b472-48d8-a646-e726fde90d30'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:13:16.452,Pass,,2007/2008
,,,,,,,,,,,,,,1.653629,,,,,,,,,,,,,63007d45-d505-48b3-a6c0-062a417707b1,2224,,,"[43.6, 60.2]",68358,58,,,,,0.9974716,,Right Foot,,,"[51.8, 72.9]",,Ground Pass,,15.1172085,,,,Giovani dos Santos Ramírez,5987.0,,,,,,2,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,139,Barcelona,217,['9ba62464-d9a2-48ee-80a5-7cd64eb5d010'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:13:21.527,Pass,,2007/2008
,,,,,,,,,,,,,,2.9266,,,,,,,,,,,,,d165b448-c8e3-46de-aedf-1db3a006cbdc,2227,,,"[52.0, 72.6]",68358,58,,,,,-1.1483104,,Left Foot,,,"[77.4, 16.1]",,High Pass,,61.94683,,Incomplete,,,,,True,,,,2,Regular Play,Giovani dos Santos Ramírez,5987.0,Right Wing,139,Barcelona,217,['d59c76a6-87fb-40e2-9439-ff9c4330ae25'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:13:23.221,Pass,,2007/2008
,,,,,,,,,,,,,,4.306944,,,,,,,,,,,,,d59c76a6-87fb-40e2-9439-ff9c4330ae25,2228,,,"[42.7, 64.0]",68358,58,,,,,-0.32359558,,Head,,,"[75.2, 53.1]",,High Pass,,34.27915,,,,Marco Gastón Ruben Rodríguez,25426.0,,,,,Recovery,2,Regular Play,Eduardo Moya Castillo,26173.0,Right Center Back,140,Recreativo Huelva,1220,"['b68926e5-9bd7-4196-a4fa-7e7c2e503bd6', 'd165b448-c8e3-46de-aedf-1db3a006cbdc']",26,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:26.147,Pass,,2007/2008
,,,,,,,,,,,,,,0.855947,,,,,,,,,,,,,e5506c5f-2e5f-4473-b21a-eb244fadde25,2230,,,"[75.2, 53.1]",68358,58,,,,,1.8298022,,Head,,,"[72.1, 64.8]",,High Pass,,12.103719,,,,Javier Camuñas Gallego,26169.0,,,,,,2,Regular Play,Marco Gastón Ruben Rodríguez,25426.0,Center Attacking Midfield,140,Recreativo Huelva,1220,['ef24f1c3-93c4-4ba4-8668-9f161b5400f0'],30,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:30.798,Pass,,2007/2008
,,,,,,,,,,,,,,1.385656,,,,,,,,,,,,,98cebc57-3fb2-4ee7-b309-e8b114651edb,2233,,,"[74.0, 63.4]",68358,58,,,,,-1.9048246,,Right Foot,,,"[66.4, 41.5]",,Low Pass,,23.181242,,,,Carlos Jorge Neto Martins,26171.0,,,,,,2,Regular Play,Javier Camuñas Gallego,26169.0,Right Midfield,140,Recreativo Huelva,1220,['c5eb3006-0564-46fb-8857-454446455888'],32,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:32.693,Pass,,2007/2008
,,,,,,,,,,,,,,2.168709,,,,,,,,,,,,,b6920b0a-2b0e-46b3-a986-1f7ceaf6bd52,2236,,,"[68.5, 42.3]",68358,58,,,,,-1.0825285,,Right Foot,,,"[88.1, 5.4]",,Ground Pass,,41.782413,,,,Aitor Tornavaca Fernández,26078.0,,,,,,2,Regular Play,Carlos Jorge Neto Martins,26171.0,Right Defensive Midfield,140,Recreativo Huelva,1220,['9b53c9bc-9938-44ab-89d3-8f49e8226407'],34,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:13:34.923,Pass,,2007/2008
