ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,3.7835,,,,,,,,,,,,,a5e05e8e-3b48-494e-bde2-facedd50b913,365,,,"[20.0, 51.0]",69267,9,,,,,-0.060794555,,Drop Kick,,,,"[89.0, 46.8]",,High Pass,,69.12771,Incomplete,,,,,,,,,,1,Regular Play,Renan Brito Soares,26397.0,Goalkeeper,35,Xerez,1219,['ddc46627-a7d4-476b-84a0-829a9d5fc18d'],42,,,,,,,,,,,,,,,,Xerez,1219,00:09:42.241,Pass,,2009/2010
,,,,,,,,,,,,0.2055,,,,,,,,,,,,,58aee590-3250-43f8-b32b-0323e2e4e7d6,369,,,"[81.0, 40.5]",69267,9,,,,,-2.6057813,,Right Foot,,,,"[77.8, 38.6]",,Low Pass,,3.7215588,,,Sidi Yaya Keita,26616.0,,,,,,,1,Regular Play,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,35,Xerez,1219,['38352999-b4c1-40d1-b256-2a85fcadb770'],49,,,,,,,,,,,,,,,,Xerez,1219,00:09:49.501,Pass,,2009/2010
,,,,,,,,,,,,0.8385,,,,,,,,,,,,,9c958cee-041e-4d16-a622-e5bcb8a38d7d,372,,,"[77.8, 38.6]",69267,9,,,,,-1.1486474,,Right Foot,,,,"[83.1, 26.8]",,Low Pass,,12.93561,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Sidi Yaya Keita,26616.0,Left Defensive Midfield,35,Xerez,1219,['9ab9ccfc-04af-4818-a185-d734773792c3'],49,,,,,,,,,,,,,,,,Xerez,1219,00:09:49.746,Pass,,2009/2010
,,,,,,,,,,,,0.2933,,,,,,,,,,,,,d3a9f278-d2f0-4588-8724-f5f8efadb822,375,,,"[83.1, 26.8]",69267,9,,,,,0.0,,Right Foot,,,,"[85.4, 26.8]",,Ground Pass,,2.3,Incomplete,,Mario Bermejo Castanedo,26617.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Wing,35,Xerez,1219,"['5ca9a529-e2a7-451e-ac7b-adda398806a4', 'be993a02-c272-4a49-9c5e-42bc9c0e2599']",51,,,,,,,,,,,,,,,,Xerez,1219,00:09:51.828,Pass,,2009/2010
,,,,,,,,,,,,4.0111,,,,,,,,,,,,,0e4f8e4d-92dc-4d6d-90b3-347fca3e97cd,381,,,"[48.7, 71.2]",69267,9,,,,,-0.3090286,,Right Foot,,,,"[107.9, 52.3]",,High Pass,,62.143784,Incomplete,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,35,Xerez,1219,['3a03cbdd-fe54-4d47-8a9d-49fed8faa9a2'],55,,,,,,,,,,,,,,,,Barcelona,217,00:09:55.927,Pass,,2009/2010
,,,,,,,,,,,,1.9225,,,,,,,,,,,,,3014596b-2ff2-4536-8c89-08ae06bf8cee,384,,,"[16.4, 28.1]",69267,10,,,,,-0.443593,,Keeper Arm,,,,"[30.5, 21.4]",,Ground Pass,,15.610893,,,Aythami Artiles Oliva,8440.0,,,,,,,1,Regular Play,Renan Brito Soares,26397.0,Goalkeeper,35,Xerez,1219,['93052d83-0994-4392-ab48-6c1d04164ad2'],2,,,,,,,,,,,,,,,,Xerez,1219,00:10:02.767,Pass,,2009/2010
,,,,,,,,,,,,1.1665,,,,,,,,,,,,,ea8e8d53-0839-452f-85b1-539b71b684e9,387,,,"[31.6, 21.2]",69267,10,,,,,-1.0167365,,Right Foot,,,,"[40.2, 7.3]",,Ground Pass,,16.345335,,,José Manuel Casado Bizcocho,26612.0,,,,,,,1,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,35,Xerez,1219,['4a707c2f-ddd5-4840-940f-59360a1f28d9'],4,,,,,,,,,,,,,,,,Xerez,1219,00:10:04.711,Pass,,2009/2010
,,,,,,,,,,,,1.594911,,,,,,,,,,,,,f942b1d3-f49c-4091-8293-27587618c6c9,391,,,"[38.9, 7.1]",69267,10,,,,,0.050355274,,Left Foot,,,,"[76.6, 9.0]",,High Pass,,37.74785,,,Carlos Calvo Sobrado,26608.0,,,,,,,1,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,35,Xerez,1219,['44e17cb6-f4fd-4c44-995f-772d1ed72744'],7,,,,,,,,,,,,,,,,Xerez,1219,00:10:07.625,Pass,,2009/2010
,,,,,,,,,,,,0.578647,,,,,,,,,,,,,7d2c3700-6e39-40e0-8c71-33e99d7cf68c,395,,,"[41.7, 69.7]",69267,10,,,,,-0.9609903,,Other,,,,"[46.8, 62.4]",,Low Pass,,8.905055,,,Gnégnéri Yaya Touré,3087.0,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,36,Barcelona,217,['c07a9f61-7e67-470d-8fc0-4dc57f4f5b6a'],10,,,,,,,,,,,,,,,,Barcelona,217,00:10:10.185,Pass,,2009/2010
,,,,,,,,,,,,1.94319,,,,,,,,,,,,,c6aa1a59-074e-4c65-8c5a-79c37472a903,398,,,"[54.1, 51.4]",69267,10,,,,,-1.484058,,Right Foot,,,,"[57.7, 10.0]",,High Pass,,41.55623,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,36,Barcelona,217,['732d53ac-2329-4050-9b52-12c98f3df50e'],14,,,,,,,,,,,,,,,,Barcelona,217,00:10:14.543,Pass,,2009/2010
,,,,,,,,,,,,0.892485,,,,,,,,,,,,,da160798-1e98-40fd-bcaf-de38943e0b7a,401,,,"[64.2, 3.1]",69267,10,,,,,2.0344439,,Left Foot,,,,"[57.5, 16.5]",,Ground Pass,,14.981655,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,36,Barcelona,217,['c1102b64-c1d3-4c7d-9c97-045612c0e079'],18,,,,,,,,,,,,,,,,Barcelona,217,00:10:18.942,Pass,,2009/2010
,,,,,,,,,,,,1.559489,,,,,,,,,,,,,c44a97f4-06c4-4252-a082-17150ccddb9f,404,,,"[57.5, 16.5]",69267,10,,,,,-0.5473929,,Left Foot,,,,"[78.5, 3.7]",,Ground Pass,,24.593494,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,36,Barcelona,217,['54676bfa-5289-4a7a-850d-b901e1eed688'],21,,,,,,,,,,,,,,,,Barcelona,217,00:10:21.805,Pass,,2009/2010
,,,,,,,,,,,,1.509633,,,,,,,,,,,,,24a9355f-c0cd-4369-bb79-b23e7fa078f9,407,,,"[82.5, 3.7]",69267,10,,,,,3.0866022,,Left Foot,,,,"[71.6, 4.3]",,Ground Pass,,10.916501,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,36,Barcelona,217,['78b8d64b-21fa-48b1-a6b1-e8237f979aa8'],25,,,,,,,,,,,,,,,,Barcelona,217,00:10:25.909,Pass,,2009/2010
,,,,,,,,,,,,0.846911,,,,,,,,,,,,,deae16ab-1036-4d75-8f52-c844fe62f0d8,410,,,"[71.6, 4.3]",69267,10,,,,,1.4682996,,Left Foot,,,,"[73.4, 21.8]",,Ground Pass,,17.592327,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,36,Barcelona,217,['6329fb61-c7d1-42e1-90ac-97703a195b1d'],30,,,,,,,,,,,,,,,,Barcelona,217,00:10:30.897,Pass,,2009/2010
,,,,,,,,,,,,1.3262,,,,,,,,,,,,,e4b281e4-02cf-4676-9d8b-13c21420a5b6,414,,,"[79.1, 23.5]",69267,10,,,,,1.2903848,,Right Foot,,,,"[86.3, 48.5]",,Ground Pass,,26.01615,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Left Wing,36,Barcelona,217,"['9b026626-01b7-47b0-a366-7ee2662b1e6e', 'ab02732f-4aa6-4d85-b714-2cdb0b13ec5d']",35,,,,,,,,,,,,,,,,Barcelona,217,00:10:35.348,Pass,,2009/2010
,,,,,,,,,,,,2.7449,,,,,,,,,,,,,ff25d334-f0d5-4459-9b4a-cc44e79ea2d1,418,,,"[45.4, 24.7]",69267,10,,,,,0.7294954,,Right Foot,,,,"[67.1, 44.1]",,Ground Pass,,29.10756,Incomplete,,Mario Bermejo Castanedo,26617.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Wing,36,Barcelona,217,"['2b40efd6-4d11-4128-af6b-54b167115b05', '6edff0f0-5735-4a5b-8880-4823b97a3213']",39,,,,,,,,,,,,,,,,Xerez,1219,00:10:39.144,Pass,,2009/2010
,,,,,,,,,,,,0.999848,,,,,,,,,,,,,6edff0f0-5735-4a5b-8880-4823b97a3213,420,,,"[53.9, 36.9]",69267,10,,,,,1.0888581,,Left Foot,,,,"[57.3, 43.4]",,Ground Pass,,7.33553,,,Gnégnéri Yaya Touré,3087.0,,,,,,Recovery,1,Regular Play,Dmytro Chygrynskiy,18608.0,Left Center Back,36,Barcelona,217,"['8c9d8ab8-6c2f-4166-b2cf-74f22ed7e5f2', 'ff25d334-f0d5-4459-9b4a-cc44e79ea2d1']",41,,,,,,,,,,,,,,,,Barcelona,217,00:10:41.889,Pass,,2009/2010
,,,,,,,,,,,,0.834797,,,,,,,,,,,,,f57c923e-fac0-4512-b6c5-06bb560e3718,423,,,"[57.3, 43.4]",69267,10,,,,,1.0091034,,Right Foot,,,,"[64.6, 55.0]",,Ground Pass,,13.705838,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,36,Barcelona,217,['61287df6-8684-4db5-9233-066b323cb773'],44,,,,,,,,,,,,,,,,Barcelona,217,00:10:44.050,Pass,,2009/2010
,,,,,,,,,,,,1.119348,,,,,,,,,,,,,869b8777-88bb-457d-86a1-e96c9a302246,426,,,"[64.8, 55.2]",69267,10,,,,,1.2930944,,Right Foot,,,,"[71.1, 77.3]",,Ground Pass,,22.980427,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,36,Barcelona,217,['7e352395-530f-4404-9894-6013d29ab522'],46,,,,,,,,,,,,,,,,Barcelona,217,00:10:46.137,Pass,,2009/2010
,,,,,,,,,,,,1.102466,,,,,,,,,,,,,5bd06594-1020-4f55-96a2-2de6e096d144,429,,,"[71.1, 77.3]",69267,10,,,,,-1.020323,,Right Foot,,,,"[82.7, 58.4]",,Ground Pass,,22.175888,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,['ca684df5-ac6a-4a23-9a3f-a0b3ac6327ec'],48,,,,,,,,,,,,,,,,Barcelona,217,00:10:48.209,Pass,,2009/2010
,,,,,,,,,,,,1.081534,,,,,,,,,,,,,77239a61-57be-4b29-8fa0-9d6bca6a5865,437,,,"[31.8, 27.7]",69267,10,,,,,-1.8815583,,Right Foot,,,,"[27.4, 14.0]",,Ground Pass,,14.389232,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,37,Xerez,1219,['889d4f1f-d51b-4902-9a46-1baaa9e54d2f'],52,,,,,,,,,,,,,,,,Xerez,1219,00:10:52.232,Pass,,2009/2010
,,,,,,,,,,,,1.1789,,,,,,,,,,,,,2ccd83e8-c4ef-4cda-8770-51fc46710d74,441,,,"[27.8, 13.8]",69267,10,,,,,1.0630597,,Right Foot,,,,"[35.2, 27.1]",,Ground Pass,,15.220053,,,Alejandro Bergantiños García,23806.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Wing,37,Xerez,1219,"['8b9b8a09-e430-4b89-bce5-af35083ab36d', 'b0163a30-c11b-40bc-9ade-51b7516c2421']",54,,,,,,,,,,,,,,,,Xerez,1219,00:10:54.143,Pass,True,2009/2010
,,,,,,,,,,,,1.0222,,,,,,,,,,,,,dbd8bbd7-9c44-4c00-8e3b-44af823616a8,444,,,"[35.6, 27.1]",69267,10,,,,,-1.1071488,,Right Foot,,,,"[47.1, 4.1]",,Ground Pass,,25.71478,,,Carlos Calvo Sobrado,26608.0,,,,,,,1,Regular Play,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,37,Xerez,1219,['d3ecc672-4d27-4e29-b3a9-186b3c300d57'],56,,,,,,,,,,,,,,,,Xerez,1219,00:10:56.677,Pass,,2009/2010
,,,,,,,,,,,,2.246083,,,,,,,,,,,,,15d7852d-e882-409d-bc17-8d8e28b022d9,448,,,"[74.3, 80.0]",69267,11,,,,,-2.5896225,,,,,,"[56.6, 69.1]",,Low Pass,,20.787016,,,Rafael Márquez Álvarez,5558.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,38,Barcelona,217,['f1fca087-d743-4305-8fff-480e7518a886'],8,,,,,,,,,,,,,,,,Barcelona,217,00:11:08.100,Pass,,2009/2010
,,,,,,,,,,,,2.798411,,,,,,,,,,,,,0a62eb20-b199-457b-b913-ad63192a946f,451,,,"[56.6, 62.4]",69267,11,,,,,-1.6405433,,Right Foot,,,,"[53.1, 12.3]",,High Pass,,50.222107,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,38,Barcelona,217,['2bff983a-a21f-4042-9ef4-6de518f53b16'],12,,,,,,,,,,,,,,,,Barcelona,217,00:11:12.836,Pass,,2009/2010
,,,,,,,,,,,,1.5762,,,,,,,,,,,,,07e1d6c0-dd0c-48a0-b515-9fae059d254e,454,,,"[53.1, 12.1]",69267,11,,,,,-0.14909981,,Left Foot,,,,"[76.4, 8.6]",,Ground Pass,,23.561409,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,38,Barcelona,217,['57d412c8-7574-49c5-b9fd-d729d5456a88'],16,,,,,,,,,,,,,,,,Barcelona,217,00:11:16.960,Pass,,2009/2010
,,,,,,,,,,,,1.060614,,,,,,,,,,,,,1ea8e690-709e-47c7-a8b7-20fee730a711,457,,,"[80.2, 3.3]",69267,11,,,,,3.0655491,,Right Foot,,,,"[69.7, 4.1]",,Ground Pass,,10.530432,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,38,Barcelona,217,['32c0ec17-c9e6-46f5-8cf4-9023fd8ce7b6'],20,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.178,Pass,,2009/2010
,,,,,,,,,,,,1.78849,,,,,,,,,,,,,aab5d622-4434-41b4-8cfa-e78c98098f97,460,,,"[69.7, 4.1]",69267,11,,,,,2.7094927,,Left Foot,,,,"[49.1, 13.6]",,Ground Pass,,22.685017,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,38,Barcelona,217,['14864484-09f0-4980-be32-051d85ec7333'],22,,,,,,,,,,,,,,,,Barcelona,217,00:11:22.277,Pass,,2009/2010
,,,,,,,,,,,,1.34993,,,,,,,,,,,,,b54aa515-87ed-430c-b8d4-7cba4e15fb4e,463,,,"[49.1, 13.6]",69267,11,,,,,1.7762853,,Right Foot,,,,"[40.2, 56.3]",,Ground Pass,,43.617657,,,Rafael Márquez Álvarez,5558.0,,,True,,,,1,From Throw In,Dmytro Chygrynskiy,18608.0,Left Center Back,38,Barcelona,217,['7e84c156-1e1b-434f-af46-5224fc7f5d4b'],26,,,,,,,,,,,,,,,,Barcelona,217,00:11:26.075,Pass,,2009/2010
,,,,,,,,,,,,1.474003,,,,,,,,,,,,,b29b21b4-6f4b-429c-8fe6-c3729418035a,466,,,"[40.2, 56.3]",69267,11,,,,,-1.3884858,,Right Foot,,,,"[46.8, 20.5]",,Ground Pass,,36.403297,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,38,Barcelona,217,['3f01abd6-d15d-454f-8b31-3b412fd2fe54'],29,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.088,Pass,,2009/2010
,,,,,,,,,,,,1.147367,,,,,,,,,,,,,d6a80a3a-eaa9-49af-9c0d-d6918e52b7db,469,,,"[57.7, 13.8]",69267,11,,,,,-0.6469454,,Right Foot,,,,"[71.6, 3.3]",,Ground Pass,,17.420103,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,Dmytro Chygrynskiy,18608.0,Left Center Back,38,Barcelona,217,['6af033c7-ed61-46b0-ae4f-675f8296932b'],33,,,,,,,,,,,,,,,,Barcelona,217,00:11:33.408,Pass,,2009/2010
,,,,,,,,,,,,1.118349,,,,,,,,,,,,,a2212f23-8c71-4e25-8fd2-447a0724d37e,472,,,"[71.6, 3.3]",69267,11,,,,,-3.1213934,,Left Foot,,,,"[61.7, 3.1]",,Ground Pass,,9.90202,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,38,Barcelona,217,['cd65dcb8-ea8d-4ff3-8345-451d69c438c4'],34,,,,,,,,,,,,,,,,Barcelona,217,00:11:34.636,Pass,,2009/2010
,,,,,,,,,,,,1.406403,,,,,,,,,,,,,ab148a69-802f-4002-8037-e4212c621da5,475,,,"[61.7, 3.1]",69267,11,,,,,2.5463228,,Left Foot,,,,"[45.9, 13.8]",,Ground Pass,,19.082191,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,38,Barcelona,217,['713ff549-af41-443f-ab7b-e309614fcde0'],37,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.702,Pass,,2009/2010
,,,,,,,,,,,,2.9986,,,,,,,,,,,,,2b3442ed-cfb6-4e16-a05a-d948aae9aefa,478,,,"[49.1, 28.9]",69267,11,,,,,0.7146717,,Right Foot,,,,"[88.4, 63.0]",,High Pass,,52.03172,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Dmytro Chygrynskiy,18608.0,Left Center Back,38,Barcelona,217,"['029ef441-877f-4a9a-9029-d46501a959ae', '96d3ead4-1514-449b-abff-dbc421c161da']",41,,,,,,,,,,,,,,,,Barcelona,217,00:11:41.981,Pass,,2009/2010
,,,,,,,,,,,,2.752038,,,,,,,,,,,,,38c3ec9b-8d05-43f7-a33b-da2639caabf5,481,,,"[86.1, 80.0]",69267,11,,True,,,-1.6634266,,,,,,"[84.4, 61.7]",,Low Pass,,18.378792,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,['26f36cbb-cf5d-4336-9912-dedd24928321'],51,,,,,,,,,,,,,,,,Barcelona,217,00:11:51.514,Pass,,2009/2010
,,,,,,,,,,,,1.324,,,,,,,,,,,,,dee60a16-f715-436b-b3d9-e967f6c66411,483,,,"[84.4, 61.7]",69267,11,,,,,-1.7144802,,Left Foot,,,,"[81.0, 38.2]",,Ground Pass,,23.744684,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,39,Barcelona,217,"['3cec30ca-2b3a-41eb-9a8f-a23224d5cf8d', 'a4a4c113-9c83-4974-b425-f70386c84eff']",54,,,,,,,,,,,,,,,,Barcelona,217,00:11:54.286,Pass,,2009/2010
,,,,,,,,,,,,0.1218,,,,,,,,,,,,,7997964b-1be0-4588-ab13-283462a48e7e,487,,,"[77.0, 46.4]",69267,11,,,,,-0.72989964,,Right Foot,,,,"[78.9, 44.7]",,Low Pass,,2.5495098,Incomplete,,,,,,,,,Recovery,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,39,Barcelona,217,['2220de9b-a273-43f1-b7a5-af54a86e5f29'],57,,,,,,,,,,,,,,,,Barcelona,217,00:11:57.048,Pass,,2009/2010
,,,,,,,,,,,,1.781631,,,,,,,,,,,,,b06efb62-78e5-4bbc-9fcc-46af520cf5f5,489,,,"[62.5, 36.9]",69267,11,,,,,-1.1935472,,Right Foot,,,,"[73.0, 10.4]",,Ground Pass,,28.504385,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,1,From Throw In,Dmytro Chygrynskiy,18608.0,Left Center Back,39,Barcelona,217,['680c97fa-f8ac-49fd-bb97-99f0e4e2b4bc'],58,,,,,,,,,,,,,,,,Barcelona,217,00:11:58.914,Pass,,2009/2010
,,,,,,,,,,,,1.3667,,,,,,,,,,,,,718eb81d-3d9f-4c13-b467-f0b795168e3c,492,,,"[81.2, 13.0]",69267,12,,,,,-0.9856839,,Right Foot,,,,"[86.5, 5.0]",,Ground Pass,,9.596354,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,39,Barcelona,217,['2ddba75a-d8c5-4bea-b30c-fc04baef49fe'],3,,,,,,,,,,,,,,,,Barcelona,217,00:12:03.144,Pass,,2009/2010
,,,,,,,,,,,,0.8963,,,,,,,,,,,,,52b5b81e-17f0-4fa7-ae57-ebe015f4aeb5,495,,,"[86.5, 5.0]",69267,12,,,,,1.5855012,,Right Foot,,,,"[86.3, 18.6]",,Ground Pass,,13.601471,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Center Forward,39,Barcelona,217,['a5f7c500-2849-4a2c-855a-efe6193f5418'],5,,,,,,,,,,,,,,,,Barcelona,217,00:12:05.670,Pass,,2009/2010
,,,,,,,,,,,,1.796966,,,,,,,,,,,,,56eeb0ca-a79c-4a60-8f4b-ce8ae9d3dbe3,498,,,"[86.3, 18.6]",69267,12,,,,,-2.5396295,,Right Foot,,,,"[73.2, 9.6]",,Ground Pass,,15.893709,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Left Wing,39,Barcelona,217,['2fbc4000-ab85-4c62-88f8-60a7c360cf40'],7,,,,,,,,,,,,,,,,Barcelona,217,00:12:07.533,Pass,,2009/2010
,,,,,,,,,,,,2.075957,,,,,,,,,,,,,8e963d45-63f5-4b06-8d6b-59e95321dfeb,501,,,"[65.3, 13.8]",69267,12,,,,,1.8127792,,Right Foot,,,,"[55.6, 53.1]",,Low Pass,,40.479378,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,39,Barcelona,217,['a0ece7d3-c838-44ca-bb94-fe3591e47a51'],11,,,,,,,,,,,,,,,,Barcelona,217,00:12:11.422,Pass,,2009/2010
,,,,,,,,,,,,1.246037,,,,,,,,,,,,,12285279-8791-463a-a823-732041202d45,504,,,"[56.0, 53.9]",69267,12,,,,,1.1149459,,Left Foot,,,,"[66.1, 74.5]",,Low Pass,,22.942755,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,39,Barcelona,217,['efc0901c-a315-4eb1-ba37-f32ec3f33408'],14,,,,,,,,,,,,,,,,Barcelona,217,00:12:14.607,Pass,,2009/2010
,,,,,,,,,,,,1.3361,,,,,,,,,,,,,513ad045-d68c-4c4f-b6b2-3f03ee08a364,507,,,"[66.1, 74.5]",69267,12,,,,,0.022218565,,Right Foot,,,,"[88.6, 75.0]",,Ground Pass,,22.505554,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,['ed4cfa2c-b941-4562-bc99-5b6daeb33197'],17,,,,,,,,,,,,,,,,Barcelona,217,00:12:17.192,Pass,,2009/2010
,,,,,,,,,,,,1.762502,,,,,,,,,,,,,4c64ea95-60fb-42a5-9990-51cba848b27b,513,,,"[88.4, 80.0]",69267,12,,True,,,-1.4243121,,,,,,"[91.1, 61.7]",,High Pass,,18.498108,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,40,Barcelona,217,['cbf8ac72-133c-45aa-93c8-6687c4c3f7b8'],25,,,,,,,,,,,,,,,,Barcelona,217,00:12:25.309,Pass,,2009/2010
,,,,,,,,,,,,2.538733,,,,,,,,,,,,,bc5601a5-542f-4d52-90bb-e7d7fe9bc4ee,519,,,"[87.9, 60.5]",69267,12,,True,,,-0.5848776,,Right Foot,,,,"[95.3, 55.6]",,Ground Pass,,8.875246,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Free Kick,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,41,Barcelona,217,['3357f82c-9969-4298-8c03-1249081a5b18'],40,,,,,,,,,,,,,,,,Barcelona,217,00:12:40.797,Pass,,2009/2010
,,,,,,,,,,,,1.733229,,,,,,,,,,,,,f93c58ad-3aca-4356-852f-5316b6484da4,521,,,"[95.3, 55.6]",69267,12,,True,,,-2.496989,,Left Foot,,,,"[80.8, 44.7]",,Ground Pass,,18.14001,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,41,Barcelona,217,['3d5bd082-6b25-482b-9458-7a68d6dd3903'],43,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.581,Pass,,2009/2010
,,,,,,,,,,,,2.051712,,,,,,,,,,,,,1d347398-c2a1-4ed7-abcb-7caf087a310e,523,,,"[80.8, 44.5]",69267,12,,,,,-1.5100018,,Right Foot,,,,"[82.9, 10.0]",,Ground Pass,,34.563854,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,41,Barcelona,217,['697ab5f7-fa2e-486e-afee-36b64c0f2629'],45,,,,,,,,,,,,,,,,Barcelona,217,00:12:45.903,Pass,,2009/2010
