50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.0121,,,,,,,,,,,,,9769e45c-44dc-4e6d-9501-0a9ae042d6de,2251,,"[97.3, 13.6]",266477,52,,,,,0.4928364,a7f6e7b6-31e2-4612-bc06-4231c1d96171,Left Foot,,,,"[108.1, 19.4]",,Ground Pass,,12.258874,,,,,Neymar da Silva Santos Junior,4320.0,True,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,97,Barcelona,217,['1e18aa0e-fcae-4891-a31b-0c5d2fc22db5'],16,,,,,,,,,,,,,,,,Barcelona,217,00:07:16.486,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.970648,,,,,,,,,,,,,72b7eae3-5fde-4336-af37-185f308b269d,2257,,"[13.3, 55.5]",266477,52,,True,,,0.36691755,,Right Foot,,,,"[65.6, 75.6]",,High Pass,,56.029457,,,Incomplete,,,,,,,,,,2,From Keeper,Sergio Asenjo Andrés,6755.0,Goalkeeper,99,Villarreal,222,['74f52c59-6c8d-4f10-a5d8-12d7db0a74e6'],40,,,,,,,,,,,,,,,,Villarreal,222,00:07:40.537,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0015,,,,,,,,,,,,,e376279d-c8a5-4d2e-b56e-3f9efd1e1b9e,2260,,"[52.1, 80.0]",266477,53,,,,,-0.6729044,,,,,,"[65.4, 69.4]",,Low Pass,,17.00735,,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,Throw-in,2,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,100,Villarreal,222,['9f943b7a-8913-4303-897e-aacc070f47ba'],1,,,,,,,,,,,,,,,,Villarreal,222,00:08:01.422,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.873721,,,,,,,,,,,,,fa58d27c-987e-443c-ba35-0e815d5023d1,2264,,"[62.3, 68.6]",266477,53,,,,,-2.3978372,,Right Foot,,,,"[54.8, 61.7]",,Ground Pass,,10.191173,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,,2,From Throw In,Jonathan dos Santos Ramírez,6357.0,Right Midfield,100,Villarreal,222,['4056a815-092d-48a3-8a0e-43ea48c1e42f'],3,,,,,,,,,,,,,,,,Villarreal,222,00:08:03.277,Pass,,2016/2017
,,,,,,,,,,,,,,,,,4.021418,,,,,,,,,,,,,9e998385-ac49-4642-abf7-99b43d086508,2268,,"[55.8, 68.2]",266477,53,,,,,-0.0880718,,Right Foot,,,,"[101.1, 64.2]",,High Pass,,45.476257,,,Incomplete,,Alexandre Rodrigues da Silva,25351.0,,,,,,,2,From Throw In,Manuel Trigueros Muñoz,6771.0,Right Center Midfield,100,Villarreal,222,"['1c341de2-69de-42fb-b560-29dc591fc29b', '9dc3ba70-394f-4923-9aa2-93962fc5d80f', 'e6cfc00b-9fd3-44d0-8d04-0345fae3d834']",5,,,,,,,,,,,,,,,,Villarreal,222,00:08:05.444,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.093907,,,,,,,,,,,,,9dc3ba70-394f-4923-9aa2-93962fc5d80f,2271,,"[19.0, 15.9]",266477,53,,,,,2.1227095,,Right Foot,,,,"[5.7, 37.5]",,Ground Pass,,25.366316,,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,101,Barcelona,217,"['62c2e21a-b046-474b-afd9-f4b55287f254', '9e998385-ac49-4642-abf7-99b43d086508', 'f887ba83-5984-46d2-a81b-2127cfded166']",9,,,,,,,,,,,,,,,,Barcelona,217,00:08:09.466,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,65c403b4-7c65-4ba1-975a-c9da3eedeec6,2274,,"[5.0, 38.1]",266477,53,,,,,1.0846115,,Left Foot,,,,"[15.2, 57.4]",,Ground Pass,,21.829567,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,101,Barcelona,217,['b168b7b1-9bd4-4991-9cc2-aad31576e182'],13,,,,,,,,,,,,,,,,Barcelona,217,00:08:13.933,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.3981,,,,,,,,,,,,,b6ff487c-3545-4582-9b4a-db7184ff13e8,2278,,"[14.8, 59.7]",266477,53,,,,,1.0431693,,Right Foot,,,,"[22.9, 73.6]",,Ground Pass,,16.087883,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,101,Barcelona,217,"['29053b3b-6a88-4271-8d54-245f3888b18e', '97fc757f-0eaf-43c8-8d9b-6330ce1eac52']",15,,,,,,,,,,,,,,,,Barcelona,217,00:08:15.973,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.2428,,,,,,,,,,,,,40c0d7a8-16cb-483b-8e46-8dd480c531dc,2282,,"[23.1, 72.6]",266477,53,,,,,-2.3924105,,Right Foot,,,,"[8.8, 59.3]",,Ground Pass,,19.528954,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,101,Barcelona,217,"['6b0e049c-ae34-41e3-a186-c37f6f917587', 'aad69851-aeda-41a1-af76-0ebbc83db2f2']",18,,,,,,,,,,,,,,,,Barcelona,217,00:08:18.416,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,5.1357,,,,,,,,,,,,,6000a59b-5525-43d1-bfec-5b619cbf03f4,2286,,"[10.2, 63.7]",266477,53,,,,,-0.0030959654,,Keeper Arm,,,,"[74.8, 63.5]",,High Pass,,64.60031,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,101,Barcelona,217,"['03a6c8e7-468e-4b1a-a2b7-e06795eecabe', '207dd791-1981-4901-a16c-699c56d3a708']",21,,,,,,,,,,,,,,,,Barcelona,217,00:08:21.142,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8011,,,,,,,,,,,,,86bcb4ab-cac4-4f2d-938a-1d9511969c73,2291,,"[16.8, 0.1]",266477,54,,,,,1.18429,,,,,,"[20.3, 8.7]",,Low Pass,,9.284934,,,,,Bruno Soriano Llido,22819.0,,,,,,Throw-in,2,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,102,Villarreal,222,['2c418ca1-f50e-4f36-bcd7-11defc8aac1a'],5,,,,,,,,,,,,,,,,Villarreal,222,00:09:05.971,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8728,,,,,,,,,,,,,8ca77d70-823e-435b-94c4-0b9ca63e20b8,2294,,"[20.7, 7.9]",266477,54,,,,,-2.2810674,,Left Foot,,,,"[16.4, 2.9]",,Low Pass,,6.5946946,,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,,2,From Throw In,Bruno Soriano Llido,22819.0,Left Center Midfield,102,Villarreal,222,['33164ec6-e46a-4bb7-a442-b31a732693b9'],6,,,,,,,,,,,,,,,,Villarreal,222,00:09:06.812,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.3085,,,,,,,,,,,,,cfbc32ef-bfb4-447b-a678-ad0de3cba782,2298,,"[14.9, 3.8]",266477,54,,,,,0.21109334,,Right Foot,,,,"[20.5, 5.0]",,High Pass,,5.7271285,,,Incomplete,,,,,,,,,,2,From Throw In,Jaume Vicent Costa Jordá,6828.0,Left Back,102,Villarreal,222,"['2664f089-f62a-44b7-a08a-71129e54be70', '53c573c5-e3ad-47cc-967e-0a62437230ff']",7,,,,,,,,,,,,,,,,Villarreal,222,00:09:07.764,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.625816,,,,,,,,,,,,,1f67edb8-7c7f-4c1f-9967-e5a1622fb4c0,2302,,"[12.4, 36.2]",266477,54,,,,,-0.18980557,,Drop Kick,,,,"[73.3, 24.5]",,High Pass,,62.01371,,,,,Nicola Sansone,6859.0,,,,,,,2,From Throw In,Sergio Asenjo Andrés,6755.0,Goalkeeper,102,Villarreal,222,['7665a763-3dc2-4745-b6f8-1e41311b154f'],20,,,,,,,,,,,,,,,,Villarreal,222,00:09:20.826,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8757,,,,,,,,,,,,,71734993-0baa-40dd-afff-715223484a0c,2306,,"[73.3, 24.1]",266477,54,,,,,2.7170312,,Right Foot,,,,"[66.0, 27.4]",,Low Pass,,8.011242,,,Incomplete,,,,,,,,,,2,From Throw In,Nicola Sansone,6859.0,Right Center Forward,102,Villarreal,222,['3533ee73-1085-4195-bd6f-567ed3e658b2'],23,,,,,,,,,,,,,,,,Villarreal,222,00:09:23.492,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,2fc562fe-3ba3-4c6e-a467-581c8a84b2fa,2309,,"[56.6, 53.1]",266477,54,,,,,-1.2606282,,Right Foot,,,,"[61.6, 37.5]",,Ground Pass,,16.381697,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,103,Barcelona,217,['46b3c827-c0f4-4737-b1ee-848dbcafe3a6'],26,,,,,,,,,,,,,,,,Barcelona,217,00:09:26.144,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.6455,,,,,,,,,,,,,3684fbf1-8a4d-4962-89e8-611a81963d20,2313,,"[64.9, 41.9]",266477,54,,,,,-0.29756173,,Right Foot,,,,"[72.4, 39.6]",,Ground Pass,,7.8447433,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,103,Barcelona,217,['35145b8e-00aa-437b-bbb9-309ad18b44f9'],28,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.168,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.8926,,,,,,,,,,,,,1e661460-d5d3-4d45-8deb-4a1961563bd3,2316,,"[72.4, 39.4]",266477,54,,,,,-1.4246976,,Left Foot,,,,"[77.3, 6.1]",,High Pass,,33.65858,,,,,Lucas Digne,6849.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,103,Barcelona,217,['0148ef1d-fffb-4a19-aefc-6fdc225b8a3c'],28,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.814,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.499099,,,,,,,,,,,,,7472e190-14e4-4eab-ada3-a8daf32a08a8,2319,,"[84.2, 6.3]",266477,54,,,,,2.0543842,,Left Foot,,,,"[76.9, 20.2]",,Ground Pass,,15.700318,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Back,103,Barcelona,217,['6af4ed12-5757-46c2-971f-164522d0dff8'],33,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.057,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0066,,,,,,,,,,,,,eb5d4efb-670a-417c-a06d-e1a2bf9324bc,2322,,"[78.2, 24.2]",266477,54,,,,,1.7257931,,Right Foot,,,,"[76.7, 33.8]",,Ground Pass,,9.716481,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,103,Barcelona,217,['acb4a8e5-1945-40b4-8d61-5fbfa65eb6bd'],35,,,,,,,,,,,,,,,,Barcelona,217,00:09:35.457,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9356,,,,,,,,,,,,,f6d25f9a-2109-4a6c-a5e9-e74fbc84b634,2325,,"[76.7, 34.0]",266477,54,,,,,1.3039356,,Right Foot,,,,"[80.5, 47.9]",,Ground Pass,,14.410066,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,103,Barcelona,217,['63451a9a-5739-4c95-a8ca-ef3812d7eefe'],37,,,,,,,,,,,,,,,,Barcelona,217,00:09:37.201,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.911723,,,,,,,,,,,,,81ca184e-1d35-4c6e-ae91-f84fd28d51b9,2344,,"[26.2, 13.2]",266477,54,,,,,2.1961298,,Right Foot,,,,"[8.8, 37.3]",,Ground Pass,,29.724905,,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,103,Barcelona,217,"['80f66c70-2c41-4f9c-868f-04bbe9823292', 'b70781bb-8d28-4c7b-8714-bb5d5c0d5d4b']",54,,,,,,,,,,,,,,,,Barcelona,217,00:09:54.260,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.1173,,,,,,,,,,,,,ddad541e-9803-4048-954f-b4f6e61443a8,2346,,"[8.8, 37.5]",266477,54,,,,,0.7557039,,Right Foot,,,,"[19.2, 47.3]",,Ground Pass,,14.289857,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,103,Barcelona,217,['f30aef79-2d81-4a18-a944-4f4fd2aa0b2b'],57,,,,,,,,,,,,,,,,Barcelona,217,00:09:57.172,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.659155,,,,,,,,,,,,,bc1a68af-15e0-4418-a3c7-559bff5e3fd3,2349,,"[41.6, 52.0]",266477,55,,,,,-0.18812537,,Right Foot,,,,"[89.4, 42.9]",,High Pass,,48.658504,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,103,Barcelona,217,['4893b698-d305-4bc0-bc2c-6ab10d74da8f'],3,,,,,,,,,,,,,,,,Barcelona,217,00:10:03.166,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.634336,,,,,,,,,,,,,f36ba631-487c-47e9-8db6-db18fdc37f9e,2354,,"[31.1, 42.6]",266477,55,,True,,,1.1510943,,Right Foot,,,,"[42.3, 67.7]",,Ground Pass,,27.48545,,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,Free Kick,2,From Free Kick,Mateo Pablo Musacchio,7034.0,Right Center Back,104,Villarreal,222,['9fdd1cc9-131b-425d-b3a5-9ec63a94d64f'],14,,,,,,,,,,,,,,,,Villarreal,222,00:10:14.527,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.134159,,,,,,,,,,,,,e8ffb337-cd43-42a1-a0b6-c4e1019eb1d9,2356,,"[42.8, 66.9]",266477,55,,,,,-2.1361327,,Right Foot,,,,"[36.9, 57.6]",,Ground Pass,,11.013628,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,,2,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,104,Villarreal,222,['1c628eba-8585-425c-8c27-d999bc0705fb'],17,,,,,,,,,,,,,,,,Villarreal,222,00:10:17.392,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.034985,,,,,,,,,,,,,51d09c44-5cb3-4e1c-ab15-2b93282ee9ed,2359,,"[36.9, 57.6]",266477,55,,,,,0.6781193,,Left Foot,,,,"[47.7, 66.3]",,Ground Pass,,13.868309,,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,,2,From Free Kick,Manuel Trigueros Muñoz,6771.0,Right Center Midfield,104,Villarreal,222,['ddb8915d-79a0-439e-86de-92d7c6744b0b'],18,,,,,,,,,,,,,,,,Villarreal,222,00:10:18.566,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.686789,,,,,,,,,,,,,efcf55ab-b0ae-4357-be87-9b8c65e0687d,2362,,"[48.2, 65.0]",266477,55,,,,,-2.6011732,,Right Foot,,,,"[41.7, 61.1]",,Ground Pass,,7.5802374,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,,2,From Free Kick,Jonathan dos Santos Ramírez,6357.0,Right Midfield,104,Villarreal,222,['0f08310c-55b1-4a2e-8594-836736decad2'],21,,,,,,,,,,,,,,,,Villarreal,222,00:10:21.982,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.770625,,,,,,,,,,,,,bfbcdade-9ad4-4568-988c-e4fd6e61cf70,2366,,"[41.1, 61.7]",266477,55,,,,,1.6522484,,Right Foot,,,,"[40.3, 71.5]",,Ground Pass,,9.832599,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,,2,From Free Kick,Manuel Trigueros Muñoz,6771.0,Right Center Midfield,104,Villarreal,222,"['4b350b9b-7534-43a7-8336-3093bb54b95d', 'e9f1dca1-56e3-4993-bc4e-36a5bf162692']",24,,,,,,,,,,,,,,,,Villarreal,222,00:10:24.635,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.895419,,,,,,,,,,,,,a68108ed-69f7-43c8-8896-7aa67ca4efd8,2370,,"[40.3, 71.3]",266477,55,,,,,-0.6882123,,Right Foot,,,,"[60.0, 55.1]",,Ground Pass,,25.50549,,,,,Nicola Sansone,6859.0,,,,,,,2,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,104,Villarreal,222,"['160d05a1-7790-4cf4-a925-b430494634d7', '73f090dd-21d8-449c-9da0-efc46bb66eef']",26,,,,,,,,,,,,,,,,Villarreal,222,00:10:26.005,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.895828,,,,,,,,,,,,,6047bbf1-36a3-48af-a864-5e017b29484b,2373,,"[60.0, 55.1]",266477,55,,,,,2.2621334,,Right Foot,,,,"[55.2, 60.9]",,Ground Pass,,7.528612,,,,,Alexandre Rodrigues da Silva,25351.0,,,,,,,2,From Free Kick,Nicola Sansone,6859.0,Right Center Forward,104,Villarreal,222,['80219b8b-9b5c-47c3-b708-4f4e881d6985'],27,,,,,,,,,,,,,,,,Villarreal,222,00:10:27.981,Pass,,2016/2017
,,,,,,,,,,,,,,,,,4.122664,,,,,,,,,,,,,640010cd-1479-46ed-a3ad-dc6dc23ef05b,2377,,"[55.4, 60.5]",266477,55,,,,,-0.044943262,,Left Foot,,,,"[93.2, 58.8]",,High Pass,,37.838207,,,,,Nicola Sansone,6859.0,,,,,,,2,From Free Kick,Alexandre Rodrigues da Silva,25351.0,Left Center Forward,104,Villarreal,222,"['75913b77-5755-4e61-8e44-9bca3c02a7dd', 'cd5379e2-e218-429c-8e1f-2e1d15f09390']",29,,,,,,,,,,,,,,,,Villarreal,222,00:10:29.545,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.3843,,,,,,,,,,,,,a5d4f73e-38ca-4add-9905-a93f998e0800,2382,,"[103.2, 48.4]",266477,55,,,,,-1.5202066,,Left Foot,,,,"[103.6, 40.5]",,Ground Pass,,7.91012,,,Incomplete,,Roberto Soriano,6759.0,,,,,,,2,From Free Kick,Nicola Sansone,6859.0,Right Center Forward,104,Villarreal,222,"['02cf8673-4d93-45c7-b2a3-c869bc220efb', 'b8385ecd-f2a5-4d77-9aa7-5dcb8f545c0a', 'bb35062e-4a6d-402f-90d2-6e52c19b31ab']",37,,,,,,,,,,,,,,,,Villarreal,222,00:10:37.260,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.773978,,,,,,,,,,,,,5dc7c243-6b01-4276-aa15-ac19cace525a,2385,,"[91.4, 3.1]",266477,55,,,,,1.1124963,,Left Foot,,,,"[95.1, 10.6]",,Ground Pass,,8.363014,,,,,Roberto Soriano,6759.0,,,,,,Recovery,2,From Free Kick,Jaume Vicent Costa Jordá,6828.0,Left Back,104,Villarreal,222,['962fabdb-050d-497c-8346-e0c2192800ff'],41,,,,,,,,,,,,,,,,Villarreal,222,00:10:41.627,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.043776,,,,,,,,,,,,,edaee91e-98b3-4169-9bbf-0afd75d8176e,2388,,"[94.5, 10.6]",266477,55,,,,,2.7631652,,Right Foot,,,,"[86.2, 13.9]",,Ground Pass,,8.931965,,,,,Bruno Soriano Llido,22819.0,,,,,,,2,From Free Kick,Roberto Soriano,6759.0,Left Midfield,104,Villarreal,222,['41a0d310-cc91-4496-8623-a0ad9a3ef642'],43,,,,,,,,,,,,,,,,Villarreal,222,00:10:43.298,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.927057,,,,,,,,,,,,,968676a6-46be-46d4-8a85-2b576f59d121,2391,,"[86.2, 13.9]",266477,55,,,,,-0.49642277,,Left Foot,,,,"[103.0, 4.8]",,Ground Pass,,19.106281,,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,,2,From Free Kick,Bruno Soriano Llido,22819.0,Left Center Midfield,104,Villarreal,222,['c85fdc13-201c-4fe5-8708-fd75951e17f6'],45,,,,,,,,,,,,,,,,Villarreal,222,00:10:45.395,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.946358,,,,,,,,,,,,,53a41b92-b1a0-4c68-880c-5910fa01ec96,2395,,"[99.3, 11.0]",266477,55,,,,,0.79111236,,Right Foot,,,,"[108.0, 19.8]",,Ground Pass,,12.374571,,,,,Roberto Soriano,6759.0,,,,,,,2,From Free Kick,Jaume Vicent Costa Jordá,6828.0,Left Back,104,Villarreal,222,['176731c4-2ccf-49d6-98f2-c127f936069d'],49,,,,,,,,,,,,,,,,Villarreal,222,00:10:49.925,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8629,,,,,,,,,,,,,07077ffa-7e5b-4052-a151-8ce0db3098eb,2398,,"[116.9, 21.0]",266477,55,,,,,1.7169547,,Left Foot,True,,,"[114.0, 40.7]",,Low Pass,,19.912308,,,Incomplete,,Nicola Sansone,6859.0,,,,,,,2,From Free Kick,Roberto Soriano,6759.0,Left Midfield,104,Villarreal,222,"['43c81043-36cd-4685-a6a8-50cad263f1da', '5b2853c2-b034-4e6c-a1f7-79f1ec6d10c5']",52,,,,,,,,,,,,,,,,Villarreal,222,00:10:52.561,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1036,,,,,,,,,,,,,e7e53939-cc25-4643-9ac5-b198e5ba1a40,2402,,"[13.1, 48.3]",266477,55,,,,True,-0.30628785,,,,,,"[24.8, 44.6]",,High Pass,,12.271104,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,105,Barcelona,217,"['3e89c2d2-f7cb-4cc3-9649-bc28ac6d705e', '84f263f6-4513-41fe-96e7-085f1788cf91']",56,,,,,,,,,,,,,,,,Barcelona,217,00:10:56.186,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.0002,,,,,,,,,,,,,0ee80edb-3f98-4797-a179-a5a66ac96d72,2405,,"[25.0, 43.1]",266477,55,,,,,-2.0344439,,Other,,,,"[22.5, 38.1]",,Low Pass,,5.59017,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,105,Barcelona,217,['dfbb39c4-5396-4fc5-9e1b-6a3bae71bc5f'],57,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.329,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8933,,,,,,,,,,,,,da544b49-b86a-4ae9-b9f9-d25d46f2add6,2407,,"[22.5, 38.1]",266477,55,,,,,0.37495473,,Right Foot,,,,"[47.4, 47.9]",,High Pass,,26.759111,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,105,Barcelona,217,"['2019f4aa-baba-4b29-b879-4efd7f700aaa', 'd4fbaa97-e611-47a0-bb2f-bbb976abfc57']",58,,,,,,,,,,,,,,,,Barcelona,217,00:10:58.329,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1691,,,,,,,,,,,,,2019f4aa-baba-4b29-b879-4efd7f700aaa,2410,,"[72.7, 32.2]",266477,56,,,,True,-0.8343102,,,,,,"[79.5, 24.7]",,Low Pass,,10.123734,,,Incomplete,,Bruno Soriano Llido,22819.0,,,,,,Recovery,2,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,105,Barcelona,217,"['445f9528-7ef3-4785-a6d9-9012acd8777a', '74a7473c-a463-4efe-8e91-2d7f8b3d89c1', 'b1f550a0-c8e4-42d0-9070-1f400c4c7e04', 'da544b49-b86a-4ae9-b9f9-d25d46f2add6']",0,,,,,,,,,,,,,,,,Villarreal,222,00:11:00.223,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,2.4579,,,,,,,,,,,,,74a7473c-a463-4efe-8e91-2d7f8b3d89c1,2412,,"[40.6, 55.4]",266477,56,,,,,-0.52884173,,Right Foot,,,,"[64.9, 41.2]",,Low Pass,,28.144804,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,2,Regular Play,André Filipe Tavares Gomes,10802.0,Right Center Midfield,105,Barcelona,217,"['2019f4aa-baba-4b29-b879-4efd7f700aaa', 'fd10b93b-1b24-480a-98be-8302cbcb0985']",1,,,,,,,,,,,,,,,,Barcelona,217,00:11:01.392,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.4448,,,,,,,,,,,,,a7bfdc51-2807-4063-b5a6-f901a074c1e7,2416,,"[90.4, 37.1]",266477,56,,,,,-0.52040476,,Right Foot,,,,"[107.5, 27.3]",,Ground Pass,,19.709135,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,105,Barcelona,217,['e89f933d-8d10-4f43-9a41-62d36edf5bb2'],6,,,,,,,,,,,,,,,,Barcelona,217,00:11:06.700,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.896,,,,,,,,,,,,,a5e84ae6-91c0-411e-95ad-2bb89bc45c4d,2420,,"[109.1, 27.5]",266477,56,,,,,1.5991576,,Left Foot,,,,"[108.7, 41.6]",,Ground Pass,,14.105673,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,105,Barcelona,217,"['1e2c0956-a25b-4f2d-9e8d-b84b08428f55', 'e10a54fe-3a6b-4e17-9be8-fb32f80cd9f3']",8,,,,,,,,,,,,,,,,Barcelona,217,00:11:08.225,Pass,True,2016/2017
