ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.2314,,,,,,,,,,,,,,cc156b5c-15d2-4ef4-9843-5e857c1f092b,608,,"[81.1, 33.2]",69222,18,,,,,0.7008544,,Right Foot,,,,"[84.3, 35.9]",,Ground Pass,,4.1868844,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,37,Barcelona,217,"['6bc7c090-fdc3-46df-bfd5-617dc8cf5af2', '924256e3-eede-46b9-af68-bde87000155d']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:04.706,Pass,,2008/2009
,,,,,,,,,,,,,,,0.698662,,,,,,,,,,,,,,9d49b2fc-ebf6-485c-a237-f381324cad67,616,,"[56.0, 30.2]",69222,18,,,,,2.2178435,,Right Foot,,,,"[52.6, 34.7]",,Ground Pass,,5.6400356,,,,Sebastián Ricardo Nayar,26643.0,,,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Left Midfield,38,Recreativo Huelva,1220,"['a5017446-687b-4a8a-9fe2-dd0aa143007c', 'e9db17e4-5cda-4b54-812a-90e56a3fff86']",12,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:18:12.583,Pass,True,2008/2009
,,,,,,,,,,,,,,,1.501268,,,,,,,,,,,,,,096d03b3-ab69-48f6-8e2e-37a459cd7d1b,619,,"[53.9, 35.5]",69222,18,,,,,1.4981396,,Right Foot,,,,"[56.2, 67.1]",,Ground Pass,,31.683592,,,,Alain Nef,16604.0,,,,,,,1,Regular Play,Sebastián Ricardo Nayar,26643.0,Right Defensive Midfield,38,Recreativo Huelva,1220,['517c6146-8d89-43c0-9461-69567e27e7c7'],13,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:18:13.386,Pass,,2008/2009
,,,,,,,,,,,,,,,1.0032,,,,,,,,,,,,,,0d2a2300-9ef0-4d60-9990-94bb415a7dab,623,,"[56.7, 53.7]",69222,18,,,,,-0.16685516,,Right Foot,,,,"[66.2, 52.1]",,Ground Pass,,9.633795,,,,Sisinio González Martínez,26189.0,,,,,,,1,Regular Play,Alain Nef,16604.0,Right Back,38,Recreativo Huelva,1220,['5aae0b03-1349-4fc6-9137-3b58f4fbc053'],20,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:18:20.502,Pass,,2008/2009
,,,,,,,,,,,,,,,5.483417,,,,,,,,,,,,,,5bbcf1a8-e9be-4a91-beb0-3764df824396,627,,"[68.9, 57.1]",69222,18,,,,,0.18812095,,Left Foot,,,,"[114.6, 65.8]",,High Pass,,46.52075,,Unknown,,Marco Gastón Ruben Rodríguez,25426.0,,,,Through Ball,True,,1,Regular Play,Sisinio González Martínez,26189.0,Right Center Forward,38,Recreativo Huelva,1220,['04458783-35a4-45f6-b8c5-9d0cf56ac142'],24,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:18:24.997,Pass,,2008/2009
,,,,,,,,,,,,,,,1.0915,,,,,,,,,,,,,,74bec5ea-9312-4501-ad4f-c00724fdff98,631,,"[115.6, 66.2]",69222,19,,,,,-1.5178423,c59104f8-4df1-4a64-b983-fe5844042864,Left Foot,True,,,"[117.1, 37.9]",,High Pass,,28.339725,,,,Andrés Lamas Bervejillo,26644.0,True,,,,,Free Kick,1,From Free Kick,José Manuel Casado Bizcocho,26612.0,Left Back,39,Recreativo Huelva,1220,['66ddbbae-6f5d-476c-8675-06aa076fbfee'],38,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:19:38.953,Pass,,2008/2009
,,,,,,,,,,,,,,,1.5775,,,,,,,,,,,,,,8e47a8bd-a0a4-4d50-85ad-485e385ccb2b,636,,"[120.0, 1.0]",69222,20,,,,,1.8038183,,Left Foot,,,,"[111.1, 38.5]",,High Pass,,38.541664,,,True,Andrés Lamas Bervejillo,26644.0,,,,Outswinging,,Corner,1,From Corner,José Manuel Casado Bizcocho,26612.0,Left Back,40,Recreativo Huelva,1220,['0f59433c-dd5a-4aa6-b635-7b8b56da2c1c'],13,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:20:13.232,Pass,,2008/2009
,,,,,,,,,,,,,,,1.384965,,,,,,,,,,,,,,c2155731-a924-47cd-9154-845c1cd47a0f,638,,"[111.1, 38.5]",69222,20,,,,,1.4591135,,Head,,,,"[113.5, 59.9]",,Low Pass,,21.534159,,Pass Offside,,Javier Camuñas Gallego,26169.0,,,,,,,1,From Corner,Andrés Lamas Bervejillo,26644.0,Left Center Back,40,Recreativo Huelva,1220,['527adee5-bea5-4ee8-b171-a2d9a4813e40'],15,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:20:15.035,Pass,,2008/2009
,,,,,,,,,,,,,,,4.0369,,,,,,,,,,,,,,1ad9b4d5-306b-4eef-b418-53df10c31328,640,,"[9.5, 21.8]",69222,20,,,,,-0.007322045,,Right Foot,,,,"[105.1, 21.1]",,High Pass,,95.60256,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,Free Kick,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,41,Barcelona,217,"['a4e6634a-6424-40fc-bc4f-e43a75aa4a96', 'c6808479-1db0-4cd4-8edb-54768ead6051']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:46.211,Pass,,2008/2009
,,,,,,,,,,,,,,,1.219823,,,,,,,,,,,,,,96c5a193-454a-4708-b9b4-7dab5e173d77,643,,"[101.2, 1.0]",69222,21,,,,,0.40725586,,,,,,"[111.4, 5.4]",,Low Pass,,11.108555,,,,Bojan Krkíc Pérez,4913.0,,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,42,Barcelona,217,['167b1063-7021-45a8-92de-8236675d2a3d'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.082,Pass,,2008/2009
,,,,,,,,,,,,,,,0.875622,,,,,,,,,,,,,,b5cd8b06-afbe-4559-8cc6-31513a62d072,647,,"[111.0, 2.9]",69222,21,,,,,3.0172377,,Right Foot,,,,"[101.4, 4.1]",,Ground Pass,,9.674709,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,42,Barcelona,217,"['1c60e61d-37ee-4ea2-ac0f-152d757134bd', 'd78089b0-f126-4d6d-b156-31a27ae581ce']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:03.186,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.813464,,,,,,,,,,,,,,bd3cea1f-83d1-4c93-be70-bceb39d53228,650,,"[101.6, 4.2]",69222,21,,,,,-0.49642277,,Right Foot,,,,"[104.0, 2.9]",,Ground Pass,,2.7294688,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,42,Barcelona,217,['1489daeb-5858-450e-b168-a3e576cfffc0'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:04.503,Pass,,2008/2009
,,,,,,,,,,,,,,,1.523585,,,,,,,,,,,,,,5c51d96d-b23e-42ae-baa3-c59d04c9f9f1,663,,"[61.2, 6.3]",69222,21,,,,,2.2418628,,Right Foot,,,,"[42.7, 29.6]",,Ground Pass,,29.751303,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Center Back,42,Barcelona,217,"['4d868a3b-edfb-4852-acbf-4b4598b5d6e2', '8a46bc7b-a5bc-4153-9d9c-392aa2a49280']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:13.087,Pass,True,2008/2009
,,,,,,,,,,,,,,,1.940842,,,,,,,,,,,,,,64a112c3-b554-4668-a670-562d7c62cbe5,667,,"[39.1, 24.3]",69222,21,,,,,2.6426523,,Right Foot,,,,"[4.6, 43.1]",,Ground Pass,,39.28982,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,42,Barcelona,217,"['951537c0-9741-400b-b917-7c7a0c11ff27', 'a809eab1-74fb-4ae1-964b-c4e2a661de36']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.499,Pass,True,2008/2009
,,,,,,,,,,,,,,,3.457152,,,,,,,,,,,,,,6109b0cd-7087-4752-8c23-20531f99ed84,671,,"[4.6, 58.0]",69222,21,,,,,0.31109378,,Right Foot,,,,"[72.4, 79.8]",,High Pass,,71.21854,,Out,,,,,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,42,Barcelona,217,['0a6b0c02-ff03-43d4-aa3b-089e7f61c8da'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:21.961,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.7293,,,,,,,,,,,,,,a39ef235-abff-4b1b-b77b-d248644ec951,672,,"[49.9, 1.0]",69222,21,,,,,0.5247958,,,,,,"[57.5, 5.4]",,Low Pass,,8.781799,,,,Javier Camuñas Gallego,26169.0,,,,,,Throw-in,1,From Throw In,José Manuel Casado Bizcocho,26612.0,Left Back,43,Recreativo Huelva,1220,['9b940407-d234-4481-9f30-3d170cbd3165'],30,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:30.656,Pass,,2008/2009
,,,,,,,,,,,,,,,1.665923,,,,,,,,,,,,,,3f5bf3d3-109b-4e98-ab2a-d781c43cf6f6,674,,"[56.6, 5.6]",69222,21,,,,,2.9413602,,Right Foot,,,,"[29.5, 11.1]",,Ground Pass,,27.652487,,,,Andrés Lamas Bervejillo,26644.0,,,,,,,1,From Throw In,Javier Camuñas Gallego,26169.0,Left Midfield,43,Recreativo Huelva,1220,['9bf4a3b1-a24b-4ccc-a185-cbb9968cd357'],31,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:31.385,Pass,,2008/2009
,,,,,,,,,,,,,,,3.434452,,,,,,,,,,,,,,2c25cf80-5c8e-42f0-af73-1feca4b14505,677,,"[28.0, 18.8]",69222,21,,,,,2.3335738,,Left Foot,,,,"[6.4, 41.4]",,Ground Pass,,31.262117,,,,Asier Riesgo Unamuno,10763.0,,,,,,,1,From Throw In,Andrés Lamas Bervejillo,26644.0,Left Center Back,43,Recreativo Huelva,1220,['28adc655-58fc-4af3-af69-4d6769413e32'],35,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:35.070,Pass,,2008/2009
,,,,,,,,,,,,,,,2.4107,,,,,,,,,,,,,,7d381542-5419-4f49-b154-9f352273b338,680,,"[7.7, 53.7]",69222,21,,,,,0.0059523107,,Right Foot,,,,"[58.1, 54.0]",,High Pass,,50.400894,,,,Sisinio González Martínez,26189.0,,,,,,,1,From Throw In,Asier Riesgo Unamuno,10763.0,Goalkeeper,43,Recreativo Huelva,1220,['6fcea5b6-83c0-4828-9a57-692c6d8aa777'],40,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:40.988,Pass,,2008/2009
,,,,,,,,,,,,,,,1.610548,,,,,,,,,,,,,,5697e13f-41fb-4353-a2cc-b1c785cdabfb,683,,"[57.5, 53.5]",69222,21,,,,True,-0.4806776,,,,,,"[73.8, 45.0]",,Low Pass,,18.383144,,Incomplete,,Marco Gastón Ruben Rodríguez,25426.0,,,,,,,1,From Throw In,Sisinio González Martínez,26189.0,Right Center Forward,43,Recreativo Huelva,1220,"['3e6f7d89-72ea-4a29-a65d-d2d5675cf174', 'f3f02b01-d796-4feb-a717-36a1978bc15c', 'f89ee023-560f-4ed1-bbab-0f309bf86d95']",43,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:43.399,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.1589,,,,,,,,,,,,,,860536cf-f1d6-4275-bb68-1a63088d58eb,687,,"[48.3, 33.4]",69222,21,,,,,-1.1801893,,Right Foot,,,,"[49.7, 30.0]",,High Pass,,3.6769552,,Incomplete,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,From Throw In,José Martín Cáceres Silva,5248.0,Left Center Back,43,Recreativo Huelva,1220,"['9a482d69-ba25-444e-a7a9-0d2d46eda4a0', 'ad754136-0945-424e-997a-27abf31261fe']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:45.757,Pass,,2008/2009
,,,,,,,,,,,,,,,1.548529,,,,,,,,,,,,,,e7ea13e0-15d8-4a78-8c33-dc372254714b,690,,"[59.4, 33.8]",69222,21,,,,,-1.7628443,,Left Foot,,,,"[55.2, 12.2]",,Ground Pass,,22.004545,,,,José Manuel Casado Bizcocho,26612.0,,,,,,Recovery,1,From Throw In,Javier Camuñas Gallego,26169.0,Left Midfield,43,Recreativo Huelva,1220,['6fabd8ef-eac5-424c-8799-e335d69d95ed'],48,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:48.402,Pass,,2008/2009
,,,,,,,,,,,,,,,3.194231,,,,,,,,,,,,,,3a679b3d-c892-4f42-b5ff-202b6b847552,693,,"[54.3, 17.5]",69222,21,,,,,0.27218577,,Right Foot,,,,"[108.4, 32.6]",,High Pass,,56.167786,,Incomplete,,,,,,,,,,1,From Throw In,José Manuel Casado Bizcocho,26612.0,Left Back,43,Recreativo Huelva,1220,['8ab29248-672c-4fef-9495-3f6a45f049c9'],52,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:21:52.212,Pass,,2008/2009
,,,,,,,,,,,,,,,1.787264,,,,,,,,,,,,,,6c54d8de-0050-409e-828c-c463400b0aaf,696,,"[12.2, 46.8]",69222,21,,,,,-1.0420235,,Keeper Arm,,,,"[22.6, 29.0]",,Low Pass,,20.615528,,,,José Martín Cáceres Silva,5248.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,44,Barcelona,217,['9b1f4ca1-989c-4e08-ace1-b58aef4acc6e'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:57.034,Pass,,2008/2009
,,,,,,,,,,,,,,,1.804682,,,,,,,,,,,,,,6db2e99e-8295-4a01-976b-5da52729df48,698,,"[29.2, 24.7]",69222,22,,True,,,-0.5218943,,Right Foot,,,,"[60.5, 6.7]",,Ground Pass,,36.106647,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,José Martín Cáceres Silva,5248.0,Left Center Back,44,Barcelona,217,['ac483d49-7e8a-4ae1-8ab8-59bea9f6e6ea'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:05.867,Pass,,2008/2009
,,,,,,,,,,,,,,,1.235422,,,,,,,,,,,,,,df39e5cf-26d6-42be-b53d-e8274ef82049,700,,"[64.3, 5.4]",69222,22,,,,,-0.19288431,,Left Foot,,,,"[77.1, 2.9]",,Ground Pass,,13.041856,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,44,Barcelona,217,['b64846ff-c619-4d44-a09d-54248b9a1d99'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:09.554,Pass,,2008/2009
,,,,,,,,,,,,,,,2.684463,,,,,,,,,,,,,,1e785417-d17d-44e5-aa9f-c902a920cd35,707,,"[113.9, 20.7]",69222,22,,,,,2.1138613,,Right Foot,True,,,"[93.8, 54.0]",,High Pass,,38.896015,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,44,Barcelona,217,['8e78b009-b6a2-4bf9-9789-c4aba9a872f1'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:20.016,Pass,,2008/2009
,,,,,,,,,,,,,,,0.879533,,,,,,,,,,,,,,a4954637-9db2-4317-82eb-e644b26a5349,710,,"[96.8, 55.5]",69222,22,,,,,1.3390795,,Left Foot,,,,"[98.9, 64.4]",,Ground Pass,,9.144397,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,44,Barcelona,217,['72076d67-3f5e-409c-9434-4a7904f9dfb3'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:24.560,Pass,,2008/2009
,,,,,,,,,,,,,,,2.665774,,,,,,,,,,,,,,e1637d4a-c28e-4c10-a809-fb6db0afc889,713,,"[98.9, 62.6]",69222,22,,,,,-1.0516502,,Left Foot,True,,,"[119.7, 26.2]",,High Pass,,41.92374,,Out,,Bojan Krkíc Pérez,4913.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,44,Barcelona,217,['cfa9a785-e220-47d9-84c8-70c6a0864862'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:26.904,Pass,,2008/2009
,,,,,,,,,,,,,,,1.2867,,,,,,,,,,,,,,576bd3b0-5af1-4e9f-ae87-fc165bc98aec,715,,"[7.0, 37.0]",69222,23,,True,,,-0.3252501,,Right Foot,,,,"[75.5, 13.9]",,High Pass,,72.29011,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,45,Recreativo Huelva,1220,['d562def1-57cd-488d-af9b-2ef0cfd6fe9d'],3,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:03.905,Pass,,2008/2009
,,,,,,,,,,,,,,,1.4025,,,,,,,,,,,,,,d562def1-57cd-488d-af9b-2ef0cfd6fe9d,716,,"[45.5, 67.1]",69222,23,,,,,-0.8022033,,Right Foot,,,,"[57.2, 55.0]",,Ground Pass,,16.831518,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,45,Recreativo Huelva,1220,"['3afda24b-47e1-41da-a312-1816ed331fe0', '576bd3b0-5af1-4e9f-ae87-fc165bc98aec']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:05.192,Pass,,2008/2009
,,,,,,,,,,,,,,,0.7415,,,,,,,,,,,,,,7f7c4d31-b987-453e-974b-16de8684cef6,723,,"[53.3, 18.4]",69222,23,,,,,2.4076953,,Head,,,,"[48.2, 23.0]",,Low Pass,,6.868042,,,,Javier Fuego Martínez,6751.0,,,,,,Recovery,1,From Goal Kick,Javier Camuñas Gallego,26169.0,Left Midfield,45,Recreativo Huelva,1220,['92f0c912-7aa9-4999-9503-84ce1818c34f'],11,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:11.863,Pass,,2008/2009
,,,,,,,,,,,,,,,0.776922,,,,,,,,,,,,,,ebb8b2c8-712d-4db6-881f-b5edd1e7b205,725,,"[48.4, 23.0]",69222,23,,,,,-0.5191461,,Right Foot,,,,"[54.7, 19.4]",,Ground Pass,,7.256032,,,,Javier Camuñas Gallego,26169.0,,,,,,,1,From Goal Kick,Javier Fuego Martínez,6751.0,Left Defensive Midfield,45,Recreativo Huelva,1220,['b4b5ee71-6673-4af9-8013-def4ebe59710'],12,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:12.605,Pass,,2008/2009
,,,,,,,,,,,,,,,5.2828,,,,,,,,,,,,,,be640a72-6386-478e-a5d4-fcbf6efd9097,729,,"[53.9, 17.3]",69222,23,,,,,0.5810375,,Left Foot,,,,"[77.2, 32.6]",,Ground Pass,,27.874361,,Incomplete,,Marco Gastón Ruben Rodríguez,25426.0,,,,,,,1,From Goal Kick,Javier Camuñas Gallego,26169.0,Left Midfield,45,Recreativo Huelva,1220,"['68ebbc3e-805f-48e5-9317-8ed8f5b06d4c', 'b0d7252b-bf14-4bc2-8ac6-f416d4afcd0f', 'e57da3dc-5f93-4de4-bd6d-7749a0a6f4c2']",13,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:13.965,Pass,True,2008/2009
,,,,,,,,,,,,,,,1.014829,,,,,,,,,,,,,,68ebbc3e-805f-48e5-9317-8ed8f5b06d4c,731,,"[43.8, 48.4]",69222,23,,,,,1.6543999,,Right Foot,,,,"[42.3, 66.3]",,Ground Pass,,17.96274,,,,Rafael Márquez Álvarez,5558.0,,,,,,Recovery,1,Regular Play,José Martín Cáceres Silva,5248.0,Left Center Back,46,Barcelona,217,"['58773c0e-701b-4b52-8978-97c894fdef68', 'be640a72-6386-478e-a5d4-fcbf6efd9097']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:19.248,Pass,,2008/2009
,,,,,,,,,,,,,,,1.675455,,,,,,,,,,,,,,b32d1c11-cb14-4105-84e0-7aa84718a6df,734,,"[43.4, 61.4]",69222,23,,,,,-1.8568478,,Right Foot,,,,"[37.4, 41.0]",,Ground Pass,,21.264053,,,,José Martín Cáceres Silva,5248.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,46,Barcelona,217,['4511dc4b-dfca-4a15-94e7-560598392cde'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:21.265,Pass,,2008/2009
,,,,,,,,,,,,,,,1.448565,,,,,,,,,,,,,,b7682643-c41f-455b-9127-1a96d5a774a5,737,,"[38.1, 36.0]",69222,23,,,,,-0.66221553,,Right Foot,,,,"[49.9, 26.8]",,Ground Pass,,14.96262,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,José Martín Cáceres Silva,5248.0,Left Center Back,46,Barcelona,217,['cb32a47a-cc16-4a22-8e48-e4435167c2c3'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:24.365,Pass,,2008/2009
,,,,,,,,,,,,,,,1.913075,,,,,,,,,,,,,,a48c474f-deb4-4ad9-920c-170775b40175,740,,"[48.7, 22.2]",69222,23,,,,,-1.489012,,Right Foot,,,,"[50.2, 3.9]",,Ground Pass,,18.361372,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,46,Barcelona,217,['26f96b1e-5b92-454b-a686-768b7ee23d09'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:27.179,Pass,,2008/2009
,,,,,,,,,,,,,,,2.655927,,,,,,,,,,,,,,967445a1-1d2c-4047-970e-6a0242eaab8e,744,,"[48.9, 4.4]",69222,23,,,,,1.8312776,,Left Foot,,,,"[35.2, 55.8]",,High Pass,,53.194454,,,,Rafael Márquez Álvarez,5558.0,,,True,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,46,Barcelona,217,"['8369fea1-222e-476c-981f-6a97001f5de4', '8ffe3fa6-c083-4bee-a527-91f21a448240']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.373,Pass,True,2008/2009
,,,,,,,,,,,,,,,1.886863,,,,,,,,,,,,,,c581b8ba-bff7-4b33-935b-438bed1849e2,747,,"[39.2, 58.0]",69222,23,,,,,0.8073726,,Right Foot,,,,"[57.0, 76.6]",,Ground Pass,,25.744902,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,46,Barcelona,217,['2b7dded8-d7c4-44ba-88bd-6961b228db31'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:33.733,Pass,,2008/2009
,,,,,,,,,,,,,,,1.572627,,,,,,,,,,,,,,0cb9ffd9-d23f-4837-98e5-778101798997,750,,"[56.7, 75.6]",69222,23,,,,,-2.1659758,,Right Foot,,,,"[50.2, 66.0]",,Ground Pass,,11.593533,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['2d322b8a-4c29-4dce-93f5-c72dda92aaa9'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:35.660,Pass,,2008/2009
,,,,,,,,,,,,,,,0.77419,,,,,,,,,,,,,,e09348d0-f88e-47fa-970c-1a147035d29a,753,,"[57.4, 65.6]",69222,23,,,,,-0.15612637,,Right Foot,,,,"[68.2, 63.9]",,Ground Pass,,10.932978,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,46,Barcelona,217,['c25177ce-f1b3-4203-a2fa-861415bd08f9'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.241,Pass,,2008/2009
,,,,,,,,,,,,,,,1.69122,,,,,,,,,,,,,,d56d7c8e-f019-4fe9-9b81-149f5929d150,756,,"[68.6, 64.6]",69222,23,,,,,-1.8902375,,Left Foot,,,,"[64.3, 51.6]",,Ground Pass,,13.6926985,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,46,Barcelona,217,['c215a607-d864-4a6c-bd6a-5a748109087f'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:39.095,Pass,,2008/2009
,,,,,,,,,,,,,,,4.158217,,,,,,,,,,,,,,8cacabd7-5085-41b2-aa70-d570bd5eeaf4,759,,"[63.5, 52.0]",69222,23,,,,,0.43480945,,Left Foot,,,,"[105.7, 71.6]",,Ground Pass,,46.52956,,Incomplete,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['c05240b9-aecd-442e-8409-4635a5581de6'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:40.826,Pass,,2008/2009
,,,,,,,,,,,,,,,1.366783,,,,,,,,,,,,,,c05240b9-aecd-442e-8409-4635a5581de6,760,,"[15.3, 9.4]",69222,23,,,,,-0.14654338,,Left Foot,,,,"[42.4, 5.4]",,Ground Pass,,27.393612,,,,Javier Camuñas Gallego,26169.0,,,,,,Recovery,1,Regular Play,José Manuel Casado Bizcocho,26612.0,Left Back,47,Recreativo Huelva,1220,"['8cacabd7-5085-41b2-aa70-d570bd5eeaf4', 'adbb50fa-e45a-44e8-b64f-2c53f4c6411a']",44,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:44.984,Pass,,2008/2009
,,,,,,,,,,,,,,,0.9732,,,,,,,,,,,,,,0ad0b2ed-ce53-4231-9d82-5f87328e9c41,763,,"[42.4, 5.4]",69222,23,,,,,1.7348709,,Right Foot,,,,"[39.9, 20.5]",,Ground Pass,,15.305554,,,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Left Midfield,47,Recreativo Huelva,1220,['9b0062ce-b038-4625-9b57-fda048f46605'],46,,,,,,,,,,,,,,,,,,Recreativo Huelva,1220,00:23:46.385,Pass,,2008/2009
