50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ee929051-9267-4917-8f2f-bb0179adfa06,1,,,266916,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,37a74532-7730-4d45-b81d-b47571639bf3,2,,,266916,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24040, 'name': 'Cristian Darío Álvarez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 11536, 'name': 'Abdoulaye Ba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 6879, 'name': 'Alberto Bueno Calvo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 10851, 'name': 'Luis Carlos Pereira Carneiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f6b18e70-a9de-4a1c-9c33-924042c24d6d,3,,,266916,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['716d090a-b30c-44d8-9435-6c95a45eb86c'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,716d090a-b30c-44d8-9435-6c95a45eb86c,4,,,266916,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f6b18e70-a9de-4a1c-9c33-924042c24d6d'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0f95d82b-a6c8-42e8-9e44-576773185acc,1796,,,266916,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Rayo Vallecano,360,['a7a64b3c-61e9-4d8f-8fa6-1a8df5273dd6'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a7a64b3c-61e9-4d8f-8fa6-1a8df5273dd6,1797,,,266916,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Rayo Vallecano,360,['0f95d82b-a6c8-42e8-9e44-576773185acc'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,,0.3395,,,,,,,,,,,,,,,7b0f018b-8bf1-4894-8f51-2d37ada6ff92,5,,"[60.0, 40.0]",266916,0,True,,,1.929567,,Right Foot,,,,"[59.4, 41.6]",,Ground Pass,,1.7088008,,,,,Alberto Bueno Calvo,6879.0,,,,,Kick Off,1,From Kick Off,Leonardo Carrilho Baptistão,6761.0,Center Forward,2,Rayo Vallecano,360,['79e9d7c2-cb87-4ff9-b0c6-5ea2c5d70c07'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.930,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.883137,,,,,,,,,,,,,,,d9c26bb1-43d5-4925-8532-9ad92c49438d,7,,"[59.2, 42.6]",266916,0,,,,2.4519012,,Right Foot,,,,"[45.5, 53.9]",,Ground Pass,,17.758942,,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,From Kick Off,Alberto Bueno Calvo,6879.0,Center Attacking Midfield,2,Rayo Vallecano,360,['e6d9fee6-e009-4982-9c4d-90a56b95e977'],1,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:01.425,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.551176,,,,,,,,,,,,,,,6b7dafda-5ffe-4b36-9ab6-f47c29020f47,10,,"[49.6, 57.1]",266916,0,,,,1.8685994,,Right Foot,,,,"[43.4, 77.3]",,Ground Pass,,21.130074,,,,,Roberto Román Triguero,6914.0,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Left Center Midfield,2,Rayo Vallecano,360,['dc882625-2da7-4586-9a0c-8a973d1691b3'],5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.071,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.4874,,,,,,,,,,,,,,,ed06490e-cc98-4fd3-9d44-43b03a6b5f74,14,,"[43.4, 76.1]",266916,0,,,,-0.0645361,,Right Foot,,,,"[72.8, 74.2]",,High Pass,,29.46133,,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Right Back,2,Rayo Vallecano,360,"['0ecc016e-5e2e-49d2-9382-f4d1470c69e0', '8da85688-2de7-44c2-92a1-539f10878aac']",7,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.602,Pass,,2014/2015
