50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.820513,,,,,,,,,,,,,fed6854f-18a1-4d25-b85a-38112bed902e,543,,,"[59.2, 37.0]",69230,9,,,,,-1.0610003,,Left Foot,,,"[71.5, 15.0]",,Ground Pass,,25.20496,,,,Thierry Henry,15516.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,26,Barcelona,217,['92988497-dfae-42fe-8b06-33672f7b3465'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:09:46.085,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,39ef3320-bf3f-427b-8648-d436f7a6e6c8,547,,,"[72.7, 12.1]",69230,9,,,,,-0.5827395,,Right Foot,,,"[81.5, 6.3]",,Ground Pass,,10.53945,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,26,Barcelona,217,"['36b058f0-3cdb-4d04-860c-5b7a8bde2277', 'e5551b0b-572a-4b4b-ad52-0d9fcf5f4005']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.182,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.9285,,,,,,,,,,,,,83d2e7c7-c642-4da8-b19b-827048f90323,550,,,"[86.8, 6.5]",69230,9,,,,,2.0837314,,Left Foot,,,"[81.9, 15.2]",,Ground Pass,,9.984989,,,Incomplete,Thierry Henry,15516.0,,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,26,Barcelona,217,"['07da83a3-9e8c-4b00-a413-70f7103dd805', '18ea68c1-f8ca-4e93-8b22-5b4f5d09f766']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:09:50.446,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.1313,,,,,,,,,,,,,0d392a70-3845-47e5-8166-3b91ff3c1c6f,554,,,"[36.1, 64.8]",69230,9,,,,,-0.81986725,,Right Foot,,,"[41.7, 58.8]",,Ground Pass,,8.207314,,,,Krisztián Vadócz,26660.0,,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,27,Osasuna,422,['97c71c78-99a5-4c3f-abcf-41b331033973'],53,,,,,,,,,,,,,,,,,Osasuna,422,00:09:53.107,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.9925,,,,,,,,,,,,,5440aba3-ab59-4974-b469-df1277b1c15b,557,,,"[50.4, 49.6]",69230,9,,,,,-2.3267913,,Right Foot,,,"[40.5, 39.1]",,Ground Pass,,14.431216,,,,Francisco Puñal Martínez,25874.0,,,,,,,1,Regular Play,Krisztián Vadócz,26660.0,Center Attacking Midfield,27,Osasuna,422,['cdcd8ea3-f5b3-4306-acd4-5768404b42e9'],56,,,,,,,,,,,,,,,,,Osasuna,422,00:09:56.286,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.259863,,,,,,,,,,,,,1a18c2d0-bc22-421e-938d-ddd6ce033a4b,561,,,"[39.8, 37.7]",69230,9,,,,,-1.5435658,,Right Foot,,,"[40.5, 12.0]",,Ground Pass,,25.709532,,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,27,Osasuna,422,"['08581031-55e2-4935-b616-ba47fca46676', '561fa724-8d87-4bc7-b040-240c7e927a38']",57,,,,,,,,,,,,,,,,,Osasuna,422,00:09:57.748,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,2.3064,,,,,,,,,,,,,84382798-beb6-4c1f-aac8-69a964324261,563,,,"[42.9, 10.1]",69230,10,,,,,-0.28786522,,Left Foot,,,"[60.8, 4.8]",,Ground Pass,,18.668154,,,,Jaroslav Plašil,3150.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,27,Osasuna,422,['6b111e08-2886-4631-8fe2-1508c0f3be3a'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:10:00.008,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.2693,,,,,,,,,,,,,6ddb0663-25b1-4e0c-b073-a7c975f6ef5c,572,,,"[41.7, 11.1]",69230,10,,,,,2.4042344,,Left Foot,,,"[30.8, 21.0]",,Ground Pass,,14.724809,,,,Miguel Flaño Bezunartea,24313.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,27,Osasuna,422,['8592b151-3a14-4c0c-8558-cad29c396a5c'],7,,,,,,,,,,,,,,,,,Osasuna,422,00:10:07.271,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.798181,,,,,,,,,,,,,d9e87d04-da68-4521-875c-2e0f8ef55c79,576,,,"[30.6, 23.9]",69230,10,,,,,0.41490576,,Right Foot,,,"[55.8, 35.0]",,Low Pass,,27.536339,,,Incomplete,Javad Nekounam,26002.0,,,,,,,1,Regular Play,Miguel Flaño Bezunartea,24313.0,Left Center Back,27,Osasuna,422,"['3e937b64-f884-47c1-aae0-df9bf8181699', '61c5c07b-3359-48a1-aec7-4454363de3a2', '89ef5c90-647c-4aba-99a6-bfb5fce43356']",10,,,,,,,,,,,,,,,,,Osasuna,422,00:10:10.304,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.121861,,,,,,,,,,,,,ea70907a-0fd7-4eb1-9490-1d121c6c501b,580,,,"[65.0, 44.3]",69230,10,,,,,-0.049342632,0677ceee-a084-4f64-a90b-4f7ab7391f8f,Right Foot,,,"[81.2, 43.5]",,Ground Pass,,16.219742,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,From Counter,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,28,Barcelona,217,['681ca907-1530-4cba-a6c0-f703ece2dcee'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:10:12.176,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.130101,,,,,,,,,,,,,e96bb40a-15b7-4b71-8441-66d712fbb2a5,595,,,"[113.9, 1.0]",69230,10,,,,,1.9016101,,,,,"[110.5, 10.9]",,Low Pass,,10.467569,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,29,Barcelona,217,['0ef2fbf4-97a6-406e-ab13-89f75991a645'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.832,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.102697,,,,,,,,,,,,,28c5e729-9e2d-443c-ad25-99ce976b840c,598,,,"[92.1, 16.7]",69230,10,,,,,1.7234457,,Left Foot,,,"[89.9, 31.0]",,Ground Pass,,14.468241,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,29,Barcelona,217,['aa58144b-28ef-4067-9b40-9be917b31926'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:10:47.615,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.526636,,,,,,,,,,,,,fa77d736-be02-4488-8579-0d4873354b47,601,,,"[79.5, 33.6]",69230,10,,,,,2.4508016,,Left Foot,,,"[64.5, 46.0]",,Ground Pass,,19.461758,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,29,Barcelona,217,['b8bd6157-dc37-41de-b123-0fbc9691ad23'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.296,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.1708,,,,,,,,,,,,,ad2b5432-b82e-4373-807b-3008c3231a46,605,,,"[65.5, 46.0]",69230,10,,,,,-0.9218008,,Right Foot,,,"[67.7, 43.1]",,High Pass,,3.640055,,,Incomplete,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,29,Barcelona,217,['f303015d-47bd-4321-b28a-383ffa82292e'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:10:53.895,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.8309,,,,,,,,,,,,,46b32f68-8ceb-48b7-95c4-e5da48ac43f8,618,,,"[7.0, 37.0]",69230,11,,,,,-0.40780511,,Right Foot,,,"[73.2, 8.4]",,High Pass,,72.1138,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,31,Barcelona,217,['7ebb1d71-5903-4099-939e-9c0fc7a785d0'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:11:43.216,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.0561,,,,,,,,,,,,,7ebb1d71-5903-4099-939e-9c0fc7a785d0,619,,,"[47.8, 72.6]",69230,11,,,,,-1.3311002,,Head,,,"[58.7, 28.0]",,Low Pass,,45.912636,,,,Francisco Puñal Martínez,25874.0,,,True,,,Recovery,1,Regular Play,Jaroslav Plašil,3150.0,Left Wing,32,Osasuna,422,"['4428872e-368a-464c-a5f4-d528e3da7348', '46b32f68-8ceb-48b7-95c4-e5da48ac43f8']",45,,,,,,,,,,,,,,,,,Osasuna,422,00:11:45.047,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.1673,,,,,,,,,,,,,1bf66ed2-5cdc-4fff-80af-34cb6749311b,623,,,"[57.5, 21.7]",69230,11,,,,,-1.4544412,,Right Foot,,,"[58.4, 14.0]",,Ground Pass,,7.752419,,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,32,Osasuna,422,"['107711d3-a3f5-4714-ab5c-34965d218732', '9b534116-ef0e-4af3-887d-b8d997135632']",47,,,,,,,,,,,,,,,,,Osasuna,422,00:11:47.257,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.101765,,,,,,,,,,,,,7198d0d9-ddb6-49ef-aca7-d9664a07aeb1,631,,,"[57.5, 70.9]",69230,11,,,,,-0.84089667,,Right Foot,,,"[67.7, 59.5]",,Ground Pass,,15.297058,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,33,Barcelona,217,"['7e2d60e4-a69c-4d07-ab17-7a6886d71d41', 'd0aee67c-0e3d-4aab-9cb0-6dd2ce1f4aa5']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:11:51.781,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,2.697061,,,,,,,,,,,,,afe17960-cc69-40fb-b81b-e7b0d33ba1d9,634,,,"[69.6, 56.1]",69230,11,,,,,-0.84505165,f112f808-5428-44f6-a861-5c9161ab98c0,Right Foot,,,"[100.3, 21.5]",,High Pass,,46.25635,,,,Thierry Henry,15516.0,True,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,33,Barcelona,217,['b2e3f750-71d6-4185-9c96-217074f48e84'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:11:54.113,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.3385,,,,,,,,,,,,,02ee46af-10fa-458c-9d1b-54012276e1fc,643,,,"[120.0, 1.0]",69230,12,,,,,1.6600646,,Right Foot,,,"[117.1, 33.4]",,High Pass,True,32.529526,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,34,Barcelona,217,['c5b48b60-9e61-4e3e-8129-1240dfd69396'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:12:23.255,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,317e983f-7f1a-4da4-bd84-1c562081bb8a,647,,,"[77.3, 1.0]",69230,12,,True,,,1.0756631,,,,,"[80.0, 6.0]",,Low Pass,,5.682429,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,35,Barcelona,217,['40d348ad-4ec1-48ee-8037-00f4546f8ed9'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:12:36.210,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.420169,,,,,,,,,,,,,dfa3dc5f-0d77-4f41-bc70-dd7e4e1dd893,649,,,"[80.0, 8.0]",69230,12,,,,,1.7805179,,Right Foot,,,"[74.7, 32.9]",,Ground Pass,,25.457808,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,35,Barcelona,217,['ff31d6a7-13f3-4b4a-9f7e-2148d67a1166'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:12:37.895,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.070787,,,,,,,,,,,,,cb512aa0-6228-4083-801a-6159f98d92d7,652,,,"[77.6, 32.4]",69230,12,,,,,1.5660231,,Right Foot,,,"[77.8, 74.3]",,Ground Pass,,41.90048,,,,Daniel Alves da Silva,4324.0,,,True,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,35,Barcelona,217,['f7625279-08fc-4d2e-be36-d111abbb33af'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:12:40.425,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.352453,,,,,,,,,,,,,58e6f17e-f1a5-4054-82f6-ab78d024c6b8,655,,,"[79.0, 70.7]",69230,12,,,,,0.39749822,,Right Foot,,,"[92.1, 76.2]",,Ground Pass,,14.207745,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,35,Barcelona,217,['4c749ae2-57de-404e-99c6-06a9d1b53189'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:12:43.078,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.6154,,,,,,,,,,,,,ca7b3ba9-bef2-4aa1-b013-7132e5f6b531,661,,,"[89.2, 80.0]",69230,12,,True,,,-1.222736,,,,,"[93.3, 68.7]",,Low Pass,,12.020815,,,,Samuel Eto''o Fils,19298.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,['a36b23e8-2a88-4af4-8f3f-dbbac327753b'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:12:58.503,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.07484,,,,,,,,,,,,,ac30c1f2-9f71-4509-87a5-8d904707928e,664,,,"[94.5, 70.7]",69230,12,,,,,2.468305,,Right Foot,,,"[86.1, 77.4]",,Low Pass,,10.744766,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,36,Barcelona,217,"['35b5a200-f6c9-4db9-8bdc-491107a8710f', 'ff4d1a74-0577-4257-9423-3a360442bf1a']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:12:59.118,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.413743,,,,,,,,,,,,,90e1a965-d625-4ebe-87f0-86feb12d5af6,668,,,"[86.3, 76.2]",69230,13,,,,,-2.7437184,,Right Foot,,,"[72.5, 70.4]",,Ground Pass,,14.969302,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,36,Barcelona,217,"['508a4d34-9d5e-4b90-b7a4-c29da21451e3', 'dc0d37e5-18dd-46e9-be0f-26c271a2586e']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:13:01.208,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,3.3737,,,,,,,,,,,,,40aa533f-9a42-414e-a55b-5f6ea6459d31,671,,,"[72.5, 70.4]",69230,13,,,,,-1.0067679,,Left Foot,,,"[105.9, 17.6]",,High Pass,,62.477196,,,,Thierry Henry,15516.0,,,True,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,36,Barcelona,217,['85b32f0f-51f4-400e-a336-cd4287444422'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:13:03.658,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.754,,,,,,,,,,,,,14455cf6-a1a6-4df4-996c-c6c9b6e0ff89,676,,,"[6.0, 44.0]",69230,13,,,,,0.22049376,,Right Foot,,,"[69.8, 58.3]",,High Pass,,65.38295,,,Incomplete,Krisztián Vadócz,26660.0,,,,,,Goal Kick,1,From Goal Kick,Roberto Fernández Alvarellos,26659.0,Goalkeeper,37,Osasuna,422,"['129d79b0-3859-4ef6-ba15-284c9ec88652', '4f9e16cb-e0d5-42dd-810b-b73f15a26737']",49,,,,,,,,,,,,,,,,,Osasuna,422,00:13:49.176,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.444374,,,,,,,,,,,,,6784c4dd-a73e-48ec-8655-ab86142f159b,684,,,"[51.9, 8.7]",69230,13,,,,,3.1415927,,Left Foot,,,"[35.0, 8.7]",,Ground Pass,,16.9,,,Unknown,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,38,Barcelona,217,,56,,,,,,,,,,,,,,,,,Barcelona,217,00:13:56.116,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.585295,,,,,,,,,,,,,65fc9ff1-4230-4ff0-8add-49346339e994,687,,,"[51.2, 8.0]",69230,14,,True,,,1.7589295,,Right Foot,,,"[41.3, 60.0]",,Low Pass,,52.934017,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,39,Barcelona,217,['69514877-53d4-496b-b951-8ad5819deb03'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:14:26.611,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.301639,,,,,,,,,,,,,df3afc1a-ca5e-4e11-9ba4-66f78e6bc3ce,689,,,"[43.4, 62.2]",69230,14,,,,,-1.7806246,,Right Foot,,,"[38.8, 40.6]",,Ground Pass,,22.084383,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,39,Barcelona,217,['0cef09b3-90c8-48ec-99cc-6a71e41f3fc2'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:14:30.782,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.312608,,,,,,,,,,,,,773d0279-9911-4f93-9b4d-b91cf05d107c,692,,,"[39.1, 40.6]",69230,14,,,,,1.4332095,,Right Foot,,,"[42.7, 66.6]",,Ground Pass,,26.248047,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,39,Barcelona,217,['25c91329-4493-49a4-aec9-8f411839798f'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:14:34.109,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.6394,,,,,,,,,,,,,8b11f301-9b76-47a6-987c-1dd909890697,695,,,"[42.7, 66.6]",69230,14,,,,,-0.7026091,,Right Foot,,,"[93.6, 23.5]",,High Pass,,66.69648,,,Incomplete,Seydou Kéita,20169.0,,,True,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,39,Barcelona,217,"['0fb341e8-069f-4da5-b712-4b65cad01aa0', '2fef9f83-12dd-478e-ae06-f5773b2f4aa1']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:14:37.892,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.236642,,,,,,,,,,,,,2fef9f83-12dd-478e-ae06-f5773b2f4aa1,697,,,"[27.4, 57.5]",69230,14,,,,,-0.8114792,,Head,,,"[38.6, 45.7]",,Low Pass,,16.26899,,,Incomplete,Krisztián Vadócz,26660.0,,,,,,Recovery,1,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,39,Barcelona,217,"['85046fb1-7b96-4caa-b502-7de0fc99425a', '8b11f301-9b76-47a6-987c-1dd909890697', '9b213030-c326-4d7f-8d37-b8c97057f2ec']",40,,,,,,,,,,,,,,,,,Osasuna,422,00:14:40.532,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.79703,,,,,,,,,,,,,a5610148-9f65-4252-9380-b31fb9451c00,702,,,"[97.9, 24.4]",69230,14,,,,,-0.74837804,,Left Foot,,,"[109.1, 14.0]",,Ground Pass,,15.283978,,,,Thierry Henry,15516.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,39,Barcelona,217,"['202fc517-7af0-44f3-87c0-582327a01d05', 'af735273-2e15-443b-97ec-4077c87bcfee']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:14:44.779,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.782,,,,,,,,,,,,,2d0d76f0-ee90-49aa-b151-3f437921b259,705,,,"[113.9, 17.4]",69230,14,,,,,1.60768,,Right Foot,True,,"[112.9, 44.5]",,High Pass,,27.118444,,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Wing,39,Barcelona,217,"['6c55b057-2114-4e43-aae9-06c34f9f05ff', '8dc14f3c-5f63-45f3-bdc2-612c98829a1b']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.793,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,4.3734,,,,,,,,,,,,,f70ca3e6-1c8f-44f0-8144-b479808bb1eb,713,,,"[6.0, 44.0]",69230,15,,,,,0.24749936,,Right Foot,,,"[71.3, 60.5]",,High Pass,,67.352356,,,Incomplete,Walter Gerardo Pandiani Urquiza,26516.0,,,,,,Goal Kick,1,From Goal Kick,Roberto Fernández Alvarellos,26659.0,Goalkeeper,40,Osasuna,422,"['33290b5c-6e18-43cb-b0aa-acf252676c8c', '8195db86-d73c-4730-8d57-a3335185c08d']",21,,,,,,,,,,,,,,,,,Osasuna,422,00:15:21.319,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.392304,,,,,,,,,,,,,9c5c301c-d380-4aa3-8286-b43d2e3c0a13,718,,,"[59.1, 54.6]",69230,15,,,,,0.5622848,,Head,,,"[66.4, 59.2]",,Low Pass,,8.628442,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Krisztián Vadócz,26660.0,Center Attacking Midfield,40,Osasuna,422,['6d94de24-f36a-4b40-8226-04c9252cc68e'],31,,,,,,,,,,,,,,,,,Osasuna,422,00:15:31.600,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.3118,,,,,,,,,,,,,7dc69cfb-31d5-4dfa-9de4-66cba4533289,721,,,"[73.9, 60.0]",69230,15,,,,True,-1.7681919,,,,,"[72.2, 51.5]",,High Pass,,8.668333,,,,Francisco Puñal Martínez,25874.0,,,,,,Recovery,1,From Goal Kick,Javad Nekounam,26002.0,Left Defensive Midfield,40,Osasuna,422,"['73212b2f-f78c-4388-9e09-87219bcf070f', '8b2c9f12-6a34-4e74-8491-1be61fed3f37']",33,,,,,,,,,,,,,,,,,Osasuna,422,00:15:33.798,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.674,,,,,,,,,,,,,9c8c6780-42d5-4caf-8586-ff80563423ed,724,,,"[74.9, 55.1]",69230,15,,,,,1.7350183,,Head,,,"[72.0, 72.6]",,High Pass,,17.738659,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Goal Kick,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,40,Osasuna,422,"['1e108c17-8252-4f1c-8a8d-080696a7de3b', 'defe0e2f-d408-40c0-8f81-de7eca1a0193']",35,,,,,,,,,,,,,,,,,Osasuna,422,00:15:35.385,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,3.8814,,,,,,,,,,,,,f9291d93-5f20-4d5a-86f7-d6fffa66accb,728,,,"[70.0, 74.0]",69230,15,,,,,-0.017480737,,Right Foot,,,"[98.6, 73.5]",,High Pass,,28.60437,,,,Javad Nekounam,26002.0,,,,,,,1,From Goal Kick,Juan Francisco Torres Belén,6375.0,Right Wing,40,Osasuna,422,"['99272098-c0a1-4171-b9fa-9f35ddd60b89', 'd1a69d0a-1da3-45e3-b804-07cc9dd1ca04']",37,,,,,,,,,,,,,,,,,Osasuna,422,00:15:37.099,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.030167,,,,,,,,,,,,,2753c75f-5c09-425e-ad84-7d5921e8d654,731,,,"[109.8, 73.8]",69230,15,,,,,-1.0965108,,Right Foot,,,"[119.4, 55.1]",,High Pass,,21.020227,,,Out,,,,,,,,,1,From Goal Kick,Javad Nekounam,26002.0,Left Defensive Midfield,40,Osasuna,422,,41,,,,,,,,,,,,,,,,,Osasuna,422,00:15:41.667,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.016237,,,,,,,,,,,,,848f0d06-9c63-441f-8f0b-4a4d4091ca57,732,,,"[7.0, 45.0]",69230,15,,True,,,1.0527278,,Right Foot,,,"[24.1, 75.0]",,Ground Pass,,34.531292,,,,Daniel Alves da Silva,4324.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,41,Barcelona,217,['2010ce74-f097-4a56-b24d-ee156d37ec97'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:15:58.482,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.01859,,,,,,,,,,,,,59f64802-447b-454e-8469-1a894be2351d,734,,,"[42.5, 75.5]",69230,16,,,,,-1.111459,,Right Foot,,,"[51.7, 56.9]",,Ground Pass,,20.750904,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,41,Barcelona,217,['240dae76-e027-4f0b-aa8d-7a6b84b1acf8'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:16:01.328,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.225081,,,,,,,,,,,,,9b098248-a8f3-4de5-8a88-2c10ff6fd225,737,,,"[51.7, 56.9]",69230,16,,,,,-0.25326577,,Right Foot,,,"[60.2, 54.7]",,Ground Pass,,8.780091,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,41,Barcelona,217,['7472a043-fc4a-485a-96f0-fad92d497e29'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:16:03.525,Pass,,2008/2009
