bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.33009,,,,,,,,,,,,,,,3992aee4-0cbc-4bd6-9af5-2e1a6770c741,2413,,"[37.6, 36.5]",9609,57,,,,-0.78196174,,Right Foot,,,"[52.2, 22.0]",,Ground Pass,,20.57693,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,124,Barcelona,217,['82a70c7c-c97a-4eb7-abf2-d931b05e7167'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:20.431,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.469532,,,,,,,,,,,,,,,29b68638-dbb5-43de-aace-406d0fd971a8,2416,,"[53.7, 21.6]",9609,57,,,,2.936852,,Right Foot,,,"[35.4, 25.4]",,Ground Pass,,18.690372,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,124,Barcelona,217,['cde737d7-b450-4f01-9c0c-a3229ae62726'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:21.801,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.879581,,,,,,,,,,,,,,,9380a195-afb0-4831-918c-6ff1480c5232,2420,,"[34.5, 27.3]",9609,57,,,,2.4947665,,Right Foot,,,"[15.3, 41.8]",,Ground Pass,,24.060133,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,124,Barcelona,217,"['487d55ab-1331-49b0-afeb-80bdd3c04cfc', '8386d7ac-292a-42d4-b5c1-1ece9824419f']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:24.141,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.444665,,,,,,,,,,,,,,,6fab31aa-1d16-4984-9ded-845ff1aae3fa,2423,,"[15.3, 43.8]",9609,57,,,,1.5128901,,Left Foot,,,"[16.1, 57.6]",,Ground Pass,,13.823169,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,124,Barcelona,217,['7b4a84e5-3d4a-485a-81b2-75d618f2c2cd'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:27.452,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.981432,,,,,,,,,,,,,,,c6bb65eb-f3b3-42c6-baa1-8806d2c29cde,2426,,"[41.4, 60.1]",9609,57,,,,-0.37836275,,Right Foot,,,"[57.5, 53.7]",,Ground Pass,,17.325415,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,124,Barcelona,217,['d69e8b4b-9e78-419e-8700-4f4cf889a463'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:36.837,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.199696,,,,,,,,,,,,,,,71df661e-7168-4475-b193-efa0c3162712,2430,,"[55.3, 56.6]",9609,57,,,,1.2365983,,Right Foot,,,"[60.3, 71.0]",,Ground Pass,,15.24336,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Kick Off,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,124,Barcelona,217,['f50bc536-ac94-4098-88c4-2df60ba5278b'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:39.379,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.307292,,,,,,,,,,,,,,,81428435-0351-4427-b11d-69fedb660df6,2433,,"[64.2, 74.0]",9609,57,,,,0.5852171,,Left Foot,,,"[72.5, 79.5]",,Ground Pass,,9.956907,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,124,Barcelona,217,['f75a2ece-f371-46d7-8da5-0b66fbde9a53'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:41.944,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.45954,,,,,,,,,,,,,,,d30643a1-b4e5-44b2-8474-aba6087bc990,2436,,"[102.5, 69.9]",9609,57,,,,2.2813346,,Right Foot,,,"[95.1, 78.5]",,Ground Pass,,11.345484,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,2,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,124,Barcelona,217,['c4a98a78-0f35-4454-a34d-78ec281111ae'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:46.853,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.402702,,,,,,,,,,,,,,,105beb80-2223-43ee-8c19-287498ca5047,2439,,"[93.6, 74.5]",9609,57,,,,-1.5550908,,Right Foot,,,"[93.9, 55.4]",,Ground Pass,,19.102356,,Incomplete,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Kick Off,Gerard Deulofeu Lázaro,3726.0,Right Wing,124,Barcelona,217,"['b8a9b35f-34f4-4557-9a44-30c56bb86e1a', 'eff15d9a-707e-465c-8d2b-fed5de800f85']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:48.906,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.370927,,,,,,,,,,,,,,,2836336a-4eba-462c-aea9-036512f91811,2444,,"[101.5, 37.0]",9609,57,,,,-0.8312376,,Right Foot,,,"[111.9, 25.6]",,Ground Pass,,15.431137,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,124,Barcelona,217,['6151c9f1-d445-483d-8391-52b6cd84f4cc'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:52.990,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.705087,,,,,,,,,,,,,,,cae83bdc-4b3f-44f6-8646-5b9f602bca7b,2447,,"[112.8, 27.0]",9609,57,,,,1.8298022,,Left Foot,,,"[109.7, 38.7]",,Low Pass,,12.103719,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Denis Suárez Fernández,6609.0,Left Wing,124,Barcelona,217,"['876ac6bd-d496-4196-9c0c-5cb3bae6213f', 'f8e88138-9a8d-4190-9229-255642cdf5b4']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:54.971,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.844124,,,,,,,,,,,,,,,ffa05628-9d96-47d8-b46c-d127b981d1c0,2452,,"[112.0, 21.5]",9609,57,,,,2.7207205,,Right Foot,,,"[101.5, 26.2]",,Ground Pass,,11.503912,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,2,From Kick Off,Denis Suárez Fernández,6609.0,Left Wing,124,Barcelona,217,['85150fe8-b219-41a7-a4da-f2d2ba437ac4'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:57.943,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.456966,,,,,,,,,,,,,,,e60e179b-44a5-4294-b2c7-a66f5b922574,2461,,"[18.4, 45.3]",9609,58,,,,-0.4214192,,Right Foot,,,"[24.2, 42.7]",,High Pass,,6.3560996,,Incomplete,,Joan Jordán Moreno,6701.0,,,,,,2,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,124,Barcelona,217,"['8e3b42a3-0f5c-44d9-a74e-e7626b6d77b6', 'acd1045a-7380-4ee8-99db-8e324644c21e']",4,,,,,,,,,,,,,,,,,,Eibar,322,00:13:04.015,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.517671,,,,,,,,,,,,,,,5cee2397-8ad6-4533-a6e5-361df9452930,2466,,"[87.9, 37.0]",9609,58,,,,-1.1598856,,Right Foot,,,"[100.1, 9.0]",,Ground Pass,,30.542429,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,124,Barcelona,217,['5cb1ffad-95dc-48f3-9f15-2da1deeec440'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:07.926,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.567671,,,,,,,,,,,,,,,d7363c7b-2ad2-45b9-b4d4-3775624396c3,2469,,"[105.1, 17.0]",9609,58,,,,1.9614034,,Right Foot,,,"[99.5, 30.6]",,Ground Pass,,14.707821,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Denis Suárez Fernández,6609.0,Left Wing,124,Barcelona,217,"['c5570ca5-0ad0-4c68-9e5f-e959d217e6e8', 'dda3e02c-5b72-4ec0-abc5-b1569c00f468']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:14.360,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.163958,,,,,,,,,,,,,,,1b58291d-a0c3-42b1-a212-589fcec80ec6,2472,,"[68.1, 11.0]",9609,58,,,,1.945788,,Right Foot,,,"[64.4, 20.4]",,Ground Pass,,10.10198,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,2,From Kick Off,Lucas Digne,6849.0,Left Back,124,Barcelona,217,['c063d49e-4821-47d9-aa9c-9a7b10603bc4'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:19.651,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.671045,,,,,,,,,,,,,,,848a553a-a78e-44a0-86e2-7fcbfeee5643,2475,,"[65.0, 23.7]",9609,58,,,,1.0284096,,Right Foot,,,"[92.0, 68.5]",,High Pass,,52.30717,,,,Nélson Cabral Semedo,6374.0,,True,,,,2,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,124,Barcelona,217,['f57814a5-980e-43c3-b893-fa3dd7499810'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:22.381,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.046684,,,,,,,,,,,,,,,faec51db-d04c-415f-855d-6e00d7896e39,2479,,"[91.2, 68.5]",9609,58,,,,-2.6428716,,Right Foot,,,"[80.0, 62.4]",,Ground Pass,,12.753431,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,124,Barcelona,217,"['0b74278c-e982-4db7-83ac-272b9050dc25', '4a68e770-52a8-44d3-a78f-16f3b49370b7']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:31.283,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.52355,,,,,,,,,,,,,,,e15f871f-f3ee-42ed-b801-ac8fc83401c4,2482,,"[80.8, 63.4]",9609,58,,,,-1.586795,,Right Foot,,,"[80.6, 50.9]",,Ground Pass,,12.5016,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,['ed57d29c-7d22-4cd9-87e6-6aed0a4564fe'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:33.570,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.587303,,,,,,,,,,,,,,,be93bb47-ca36-4076-b81f-1924193dd454,2485,,"[80.6, 50.9]",9609,58,,,,0.11065722,,Right Foot,,,"[86.9, 51.6]",,Ground Pass,,6.3387694,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,124,Barcelona,217,['61474593-0b5a-43c8-979f-495b97b3559b'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:35.174,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.943374,,,,,,,,,,,,,,,146aed87-37a6-4a13-a5c1-27abd3c6fdb4,2490,,"[88.1, 53.4]",9609,58,,,,2.756988,,Left Foot,,,"[79.7, 56.8]",,Ground Pass,,9.062009,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,124,Barcelona,217,"['4c4c732b-6fa4-40c8-a478-7af855ee5139', 'c7ffefc3-e7d0-48e6-8728-e6dfae6d0005', 'df1f0048-454c-4652-a3ac-c7e05f9fc84f']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:36.608,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.575119,,,,,,,,,,,,,,,0e97d4c8-c516-4554-98cf-4bece20060ad,2492,,"[79.7, 56.8]",9609,58,,,,0.2165503,,Right Foot,,,"[89.7, 59.0]",,Ground Pass,,10.2391405,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,124,Barcelona,217,['38f65c34-8f68-443a-8f29-9be896f6e4f7'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:37.552,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.005093,,,,,,,,,,,,,,,52cd537f-f53b-4d05-a587-532792575aca,2496,,"[92.3, 57.4]",9609,58,,,,-1.4219064,8bbfe3f7-2e14-4af7-ad0c-92c786276624,Right Foot,,,"[95.6, 35.4]",True,Ground Pass,,22.246122,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,"['1ff95c46-9851-4c77-9fae-d3140c5dbc00', '92aa7df3-b4b5-4a94-9bd1-9fe95d159c9e']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:38.995,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.380862,,,,,,,,,,,,,,,98d085b1-3471-4b42-9902-61844ffa47d1,2502,,"[60.0, 40.0]",9609,59,True,,,-3.0791738,,Right Foot,,,"[47.2, 39.2]",,Ground Pass,,12.824976,,,,Daniel García Carrillo,6775.0,,,,,Kick Off,2,From Kick Off,Sergio Enrich Ametller,6700.0,Center Forward,125,Eibar,322,['5aa86fe8-9835-49cc-aff3-25c0911764db'],33,,,,,,,,,,,,,,,,,,Eibar,322,00:14:33.722,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.26111,,,,,,,,,,,,,,,fafa65d1-a297-450e-89b6-13c66c2e5bdc,2504,,"[47.0, 39.7]",9609,59,True,,,2.100386,,Right Foot,,,"[39.8, 52.0]",,Ground Pass,,14.252368,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,2,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,125,Eibar,322,['35fa306f-ac25-420e-8a41-34d1a84f8878'],36,,,,,,,,,,,,,,,,,,Eibar,322,00:14:36.266,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.351916,,,,,,,,,,,,,,,112abe88-59ac-44cc-92d8-f6953287fb88,2506,,"[40.1, 53.3]",9609,59,,,,0.23869438,,Right Foot,,,"[70.1, 60.6]",,Ground Pass,,30.875395,,,,Sergio Enrich Ametller,6700.0,,,,,,2,From Kick Off,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,125,Eibar,322,['7d7eb309-7391-4f85-8096-edca14abfd40'],38,,,,,,,,,,,,,,,,,,Eibar,322,00:14:38.103,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.953823,,,,,,,,,,,,,,,e4fbdd34-148f-41bb-b5df-1214a60af299,2511,,"[68.2, 58.1]",9609,59,,,,1.8775667,,Right Foot,,,"[63.1, 74.2]",,Ground Pass,,16.888458,,,,Ander Capa Rodríguez,6699.0,,,,,,2,From Kick Off,Sergio Enrich Ametller,6700.0,Center Forward,125,Eibar,322,"['80ffe3b8-bf10-4981-83cd-e3f0da95664a', 'cae89cd0-1200-4ac9-8542-f6d051173d95', 'e960bd45-286c-4eaf-8b5b-5d7d6fc26cc2']",41,,,,,,,,,,,,,,,,,,Eibar,322,00:14:41.412,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,82d3f704-11d6-407b-a939-c76905a326b5,2514,,"[63.1, 74.2]",9609,59,,,,-0.033320997,,Right Foot,,,"[66.1, 74.1]",,Ground Pass,,3.0016663,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,2,From Kick Off,Ander Capa Rodríguez,6699.0,Right Wing,125,Eibar,322,"['b298eb52-279b-487e-9af8-16161ac370b7', 'b454a249-2413-4d31-bffc-403f94b58867']",42,,,,,,,,,,,,,,,,,,Eibar,322,00:14:42.385,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.737601,,,,,,,,,,,,,,,48763808-8017-482a-941e-65726e10e09d,2520,,"[62.9, 69.5]",9609,59,,,,-0.06442684,,Right Foot,,,"[72.2, 68.9]",,Low Pass,,9.319335,,,,Anaitz Arbilla Zabala,6709.0,,,,,,2,From Kick Off,Ander Capa Rodríguez,6699.0,Right Wing,125,Eibar,322,"['032175ec-6f84-4c88-9e0a-720f3a735f97', 'bd521fbd-b03c-4e8b-b841-5af681af3b13']",43,,,,,,,,,,,,,,,,,,Eibar,322,00:14:43.674,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.26527,,,,,,,,,,,,,,,09cfd973-fae5-469f-956b-dc9b0ea02416,2524,,"[74.5, 75.8]",9609,59,,,,-0.097253196,,Right Foot,,,"[111.4, 72.2]",,Ground Pass,,37.075195,,Pass Offside,,Sergio Enrich Ametller,6700.0,,,,,,2,From Kick Off,Anaitz Arbilla Zabala,6709.0,Right Back,125,Eibar,322,"['576ded5a-ef7a-40c1-bb8f-a81beae5c834', 'c93a482a-bf5c-461a-beb1-f777dd99bbd2']",45,,,,,,,,,,,,,,,,,,Eibar,322,00:14:45.949,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.183739,,,,,,,,,,,,,,,8176da31-5ccc-48e4-95cb-ede3ebd6e0dc,2526,,"[29.4, 5.1]",9609,60,,,,2.8364677,,Left Foot,,,"[16.7, 9.1]",,Ground Pass,,13.315029,,,,Javier Alejandro Mascherano,5506.0,,,,,Free Kick,2,From Free Kick,Lucas Digne,6849.0,Left Back,126,Barcelona,217,['6b3f19d4-3742-4024-aa80-f90ae3e2a398'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.272,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.709773,,,,,,,,,,,,,,,d010b082-245b-4a33-ba0b-539e28c42a15,2529,,"[15.4, 11.6]",9609,60,,,,1.7660383,,Right Foot,,,"[10.1, 38.4]",,Ground Pass,,27.31904,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,126,Barcelona,217,['5bfbfeda-6e16-4140-9c54-b2cabc1f8fbf'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:05.651,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.306739,,,,,,,,,,,,,,,7cde64a8-523c-490e-9a24-148ab3685971,2532,,"[9.0, 43.2]",9609,60,,,,1.523851,,Left Foot,,,"[9.7, 58.1]",,Ground Pass,,14.916434,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,126,Barcelona,217,['d7b5d004-36ee-4cad-8b6d-15e5122fe7bf'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:09.249,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.681957,,,,,,,,,,,,,,,4a7632dc-22f9-4d57-9d12-5e7402b7de6c,2535,,"[21.9, 61.5]",9609,60,,,,-2.2641478,,Right Foot,,,"[4.2, 40.2]",,Ground Pass,,27.694405,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,126,Barcelona,217,['f764c150-a1ce-4a19-a4ae-f3ff4b6ef001'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:15.534,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.743851,,,,,,,,,,,,,,,ac397a52-d0c7-4da0-a8b7-10fae2430112,2538,,"[3.9, 40.2]",9609,60,,,,-1.3169585,,Right Foot,,,"[9.4, 19.0]",,Ground Pass,,21.901827,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,126,Barcelona,217,['7bafb8ce-8071-4c13-b157-a2eb16f944e3'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:17.295,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.935232,,,,,,,,,,,,,,,822974c5-80ab-40ef-8fd1-0bf1f789234e,2542,,"[49.8, 29.1]",9609,60,,,,2.1717699,,Right Foot,,,"[36.5, 48.5]",,Ground Pass,,23.521267,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,126,Barcelona,217,['056b9947-b6e0-4361-b1d5-606e0052b901'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:25.566,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.424534,,,,,,,,,,,,,,,88e976ad-5474-44e0-9909-a6b10e039648,2545,,"[44.4, 57.0]",9609,60,,,,0.71457857,,Right Foot,,,"[67.8, 77.3]",,Ground Pass,,30.978218,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,126,Barcelona,217,['d7687448-53f2-4644-b66a-3bb128af65a1'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:29.085,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.591955,,,,,,,,,,,,,,,c758967e-909a-4fe8-96a4-2d6cd34f511b,2549,,"[67.5, 77.0]",9609,60,,,,-1.2346582,,Right Foot,,,"[70.4, 68.7]",,Ground Pass,,8.792042,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gerard Deulofeu Lázaro,3726.0,Right Wing,126,Barcelona,217,"['22878f45-167b-4d0f-82e5-f90733e4da64', '4bca273a-dc84-472a-99dc-344a61979cf6']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:31.196,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.050236,,,,,,,,,,,,,,,3c73f943-f9dc-40d9-916f-90a3fc01e41f,2551,,"[70.4, 68.7]",9609,60,,,,0.4302612,,Left Foot,,,"[91.1, 78.2]",,Ground Pass,,22.775864,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,126,Barcelona,217,['0fcbd950-a7d0-45fe-8e19-dc96377a8f33'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:31.788,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.824887,,,,,,,,,,,,,,,37c3a743-7ced-4608-a871-b0e4a4779d7d,2561,,"[103.4, 80.0]",9609,60,,,,-1.5342273,,,,,"[103.7, 71.8]",,Low Pass,,8.205486,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,127,Barcelona,217,['273b7eb4-e70b-423c-87f0-f530bb6a8e65'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:51.794,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.658344,,,,,,,,,,,,,,,c85afab1-abc8-494c-a7ef-119735ab341a,2564,,"[103.7, 71.6]",9609,60,,,,1.9397559,,Left Foot,,,"[100.8, 79.1]",,Ground Pass,,8.041144,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,127,Barcelona,217,['eb26ff49-ddf2-4f7f-a0ad-07116e85ac40'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:52.699,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.500079,,,,,,,,,,,,,,,a63fa546-750d-4ef7-94d1-34947fbcee82,2567,,"[101.2, 78.4]",9609,60,,,,-1.1487913,,Right Foot,,,"[103.4, 73.5]",,Ground Pass,,5.3712196,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,127,Barcelona,217,['50063cf7-f94c-41ae-b4de-19389714f6e9'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:53.840,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.111723,,,,,,,,,,,,,,,07d3e707-49a8-4a61-bd4f-8785b30ec364,2570,,"[92.6, 74.5]",9609,60,,,,-2.9321494,,Left Foot,,,"[71.9, 70.1]",,Ground Pass,,21.162466,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,127,Barcelona,217,['7e2e5dd0-9736-4ea5-8b83-0a6981eef602'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:57.180,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.679438,,,,,,,,,,,,,,,8e59304e-5fca-4609-9239-e007e1b19b07,2573,,"[72.5, 69.3]",9609,61,,,,-1.7335505,,Right Foot,,,"[63.6, 15.1]",,High Pass,,54.925858,,,,Lucas Digne,6849.0,,True,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,127,Barcelona,217,['56c6ed97-d9e1-48dd-857d-b3faaccf5909'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.227,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.063912,,,,,,,,,,,,,,,40005768-f2bf-420d-9c51-084c9f659a55,2576,,"[63.6, 11.2]",9609,61,,,,-0.4636476,,Left Foot,,,"[76.4, 4.8]",,Ground Pass,,14.310835,,,,Denis Suárez Fernández,6609.0,,,,,,2,From Throw In,Lucas Digne,6849.0,Left Back,127,Barcelona,217,['6dc67803-3092-41bb-9b5a-65901be66691'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:05.526,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.39666,,,,,,,,,,,,,,,5bdf9bff-730b-49fb-bf9a-12bd7b78a977,2579,,"[76.9, 5.9]",9609,61,,,,2.865632,,Right Foot,,,"[65.6, 9.1]",,Ground Pass,,11.74436,,,,Lucas Digne,6849.0,,,,,,2,From Throw In,Denis Suárez Fernández,6609.0,Left Wing,127,Barcelona,217,['84e21d7b-bbcb-44fb-91b1-a8c855ae42f0'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:07.300,Pass,,2017/2018
