50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c582bb8d-1207-4107-bce0-28228abaf049,1,,,,68366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,da4d399a-4821-43b4-8bc2-561a16045ebe,2,,,,68366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 7069, 'name': 'Miguel Ángel Moyà Rumbo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26200, 'name': 'Héctor Berenguel del Piño'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 25992, 'name': 'José Carlos de Araújo Nunes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25995, 'name': 'Juan Fernando Arango Sáenz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 19771, 'name': 'Angelos Basinas'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26201, 'name': 'Fernando Varela Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 25876, 'name': 'Pierre Achille Webó Kouamo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 20132, 'name': 'Daniel González Güiza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Mallorca,1043,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f6ac06de-18c7-4ae5-8bf7-8ebb37cdb19d,3,,,,68366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['095820c6-491b-4019-9d1a-74eb70b3a2b2'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,095820c6-491b-4019-9d1a-74eb70b3a2b2,4,,,,68366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f6ac06de-18c7-4ae5-8bf7-8ebb37cdb19d'],0,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7387fdfa-e7eb-4ce8-a9ac-8ac83b3d9be4,1851,,,,68366,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,Barcelona,217,['60ed366b-32af-422c-81b4-ca824f68e074'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60ed366b-32af-422c-81b4-ca824f68e074,1852,,,,68366,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,Barcelona,217,['7387fdfa-e7eb-4ce8-a9ac-8ac83b3d9be4'],0,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,,,,,0.612737,,,,,,,,,,,,,,7b06fc3d-944e-487e-aeae-578c13e678d4,5,,,"[61.0, 41.0]",68366,0,,True,,,1.5707964,,Left Foot,,,,"[61.0, 42.9]",,Ground Pass,,1.9,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,['8a712cef-6f5d-4218-980a-553a7454a529'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.384,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.88602,,,,,,,,,,,,,,6ddcc19c-0125-4a0d-a4d1-a60fecefdaa7,7,,,"[61.7, 50.9]",68366,0,,,,,2.5966306,,Left Foot,,,,"[39.1, 64.6]",,Ground Pass,,26.428205,,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['685c0e4c-5b36-42e9-af8e-6e740561683c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.406,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.406745,,,,,,,,,,,,,,88e43cc4-a202-4998-b8f9-2b3fc7acb3bc,10,,,"[38.8, 64.3]",68366,0,,,,,-1.7755773,,Left Foot,,,,"[36.1, 51.3]",,Ground Pass,,13.277425,,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,From Kick Off,Gianluca Zambrotta,15774.0,Right Back,2,Barcelona,217,['7ec97b86-8b17-4563-a5e2-5f8ac4f5931c'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.378,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.452548,,,,,,,,,,,,,,c6166a3c-5058-4306-ae22-72d90eafbc6a,13,,,"[38.1, 48.2]",68366,0,,,,,-1.4839442,,Right Foot,,,,"[41.4, 10.3]",,Ground Pass,,38.043396,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,2,Barcelona,217,['b19e579e-301c-4c0e-ae3d-247cc3a04e8a'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.936,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.947074,,,,,,,,,,,,,,45c4cd28-bca5-48e1-bb8a-c25cb49f8cf9,16,,,"[42.4, 9.3]",68366,0,,,,,-0.2148154,,Left Foot,,,,"[64.4, 4.5]",,Ground Pass,,22.51755,,,,,Thierry Henry,15516.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['6fcac038-5c96-46f3-a8c1-30364eaa6ab7'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.182,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.598304,,,,,,,,,,,,,,9bb64dd0-e8ea-4a4c-9c9e-ef9e40289702,19,,,"[64.8, 4.1]",68366,0,,,,,2.2545056,,Right Foot,,,,"[53.8, 17.6]",,Ground Pass,,17.414074,,,,,Anderson Luís de Souza,19757.0,,,,,,,1,From Kick Off,Thierry Henry,15516.0,Left Wing,2,Barcelona,217,['430c2c43-aa54-4fae-8bd2-151268c5d80b'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.566,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.848951,,,,,,,,,,,,,,f5f6b290-facb-420f-86c3-1ed6b38a4c88,22,,,"[55.7, 16.1]",68366,0,,,,,-2.5340197,,Right Foot,,,,"[42.9, 7.2]",,Ground Pass,,15.590061,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,['8117d95d-9a8a-4c79-878d-1dd664952281'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.274,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.399247,,,,,,,,,,,,,,70dd24f6-1042-41a7-a2be-a13ccbf63934,26,,,"[43.1, 6.4]",68366,0,,,,,2.118189,,Left Foot,,,,"[30.3, 27.4]",,Ground Pass,,24.593494,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,"['6c1ff432-e89b-4a62-b433-843cf62a0193', 'afd5f0f8-c3b4-4c5d-ad50-0925377b960c']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.412,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,1.269535,,,,,,,,,,,,,,ec75b60d-3cd2-4f10-8a21-fa58fb6e3eaa,29,,,"[30.8, 26.7]",68366,0,,,,,1.083057,,Right Foot,,,,"[39.5, 43.1]",,Ground Pass,,18.56475,,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['c9858d59-3cfd-4274-8500-a02b2caf76d7'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.055,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.841914,,,,,,,,,,,,,,7f2eec96-c486-4961-b786-08e8cb9fe11d,33,,,"[39.0, 64.4]",68366,0,,,,,2.0920722,,Right Foot,,,,"[33.2, 74.5]",,Ground Pass,,11.646888,,,,,Lilian Thuram,15071.0,,,,,,,1,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,2,Barcelona,217,"['bfac39ee-4ea6-4eca-9d0e-b771d5de44c2', 'd7f29d15-6410-4f02-b97d-162952c90d18']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.445,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,1.11613,,,,,,,,,,,,,,5e438156-3bf2-4f9f-96c0-14383e7ba841,36,,,"[36.7, 73.5]",68366,0,,,,,-0.5028432,,Right Foot,,,,"[54.7, 63.6]",,Ground Pass,,20.542883,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,Lilian Thuram,15071.0,Right Center Back,2,Barcelona,217,['5c6c0fb5-6009-4345-8d26-1f0b54106529'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.118,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.4391,,,,,,,,,,,,,,0e2cd441-2e45-4119-8a89-5d2620968d1a,39,,,"[54.3, 59.3]",68366,0,,,,,-2.027145,,Right Foot,,,,"[38.1, 26.3]",,Low Pass,,36.761936,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,2,Barcelona,217,['af6107f7-63c7-4f8c-a6c5-7331648f6fb1'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.065,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.501776,,,,,,,,,,,,,,1c5e48ac-79be-4598-b9c7-62d652ef9cc6,42,,,"[38.1, 26.0]",68366,0,,,,,1.5587124,,Right Foot,,,,"[38.5, 59.1]",,Ground Pass,,33.102417,,,,,Lilian Thuram,15071.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['ea539485-f075-445d-87bc-204a9689e976'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.709,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.136939,,,,,,,,,,,,,,ec12eaf7-4d7b-4f2c-9dab-33391397051d,45,,,"[63.4, 63.2]",68366,0,,,,,1.0974402,,Right Foot,,,,"[71.8, 79.6]",,Ground Pass,,18.42607,,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Kick Off,Lilian Thuram,15071.0,Right Center Back,2,Barcelona,217,['a884d558-a0dd-410a-aaa9-ec9b85a1721e'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.164,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.036912,,,,,,,,,,,,,,dfefe894-474b-4409-8863-63fa74f83c89,49,,,"[71.2, 78.9]",68366,0,,,,,-2.2726886,,Right Foot,,,,"[60.8, 66.6]",,Ground Pass,,16.107452,,,,,Lilian Thuram,15071.0,,,,,,,1,From Kick Off,Gianluca Zambrotta,15774.0,Right Back,2,Barcelona,217,['19f1a71e-c7e7-4483-ae13-0bbaf91d3c87'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.078,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.289106,,,,,,,,,,,,,,66b089b7-1f56-44ed-b97a-15a249251b42,53,,,"[60.8, 66.6]",68366,0,,,,,0.13767767,,Right Foot,,,,"[77.4, 68.9]",,Ground Pass,,16.75858,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Lilian Thuram,15071.0,Right Center Back,2,Barcelona,217,['8619e5b1-ad5c-4fda-9e1c-c1637032506b'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.366,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.280142,,,,,,,,,,,,,,81ca0824-5e6c-4058-90e6-66f9be2dc57e,57,,,"[44.8, 5.5]",68366,0,,,,,3.1415927,,Right Foot,,,,"[39.8, 5.5]",,Ground Pass,,5.0,,,Incomplete,,Fernando Navarro i Corbacho,6913.0,,,,,,Recovery,1,From Kick Off,Fernando Varela Ramos,26201.0,Left Midfield,2,Barcelona,217,"['16cabcfe-5c7a-43a8-834d-094ad3c0197f', '3b432b5c-b80b-485d-82a5-8544c79eb984']",44,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:44.740,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.669962,,,,,,,,,,,,,,0f9c27af-019b-4112-85df-1c9504b43b70,63,,,"[39.7, 6.8]",68366,0,,,,,-2.7485347,,Left Foot,,,,"[31.5, 3.4]",,Ground Pass,,8.876936,,,,,Fernando Navarro i Corbacho,6913.0,,,,,,,1,Regular Play,Fernando Varela Ramos,26201.0,Left Midfield,3,Mallorca,1043,"['54702587-82ff-48bf-9177-6ea013d8cae2', 'a5fbbd27-4d1c-42d6-9913-b025d55d767b']",46,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:46.410,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,0.860669,,,,,,,,,,,,,,9dd32390-66c6-4f4c-ba9a-201a8cd6d520,66,,,"[33.9, 3.3]",68366,0,,,,,1.250922,,Left Foot,,,,"[39.2, 19.3]",,Ground Pass,,16.854969,,,,,Angelos Basinas,19771.0,,,,,,,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,3,Mallorca,1043,['cfb4e632-ae7d-4e80-8631-39babe0a066b'],49,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:49.125,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.453902,,,,,,,,,,,,,,95080d72-02fe-4340-acfd-ef218691493b,70,,,"[32.7, 18.6]",68366,0,,,,,1.5014632,,Right Foot,,,,"[33.7, 33.0]",,Ground Pass,,14.43468,,,,,José Carlos de Araújo Nunes,25992.0,,,,,,,1,Regular Play,Angelos Basinas,19771.0,Left Center Midfield,3,Mallorca,1043,"['1bd55edf-2549-485e-a8e3-32461957b173', '40252e33-755b-461b-91f4-63829acc7ed2']",51,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:51.169,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,3.783247,,,,,,,,,,,,,,7f400bcf-67cf-4ed1-9b45-bb240fbdede9,73,,,"[38.0, 45.3]",68366,0,,,,,-0.18023224,,Right Foot,,,,"[107.7, 32.6]",,High Pass,,70.84758,,,Incomplete,,Daniel González Güiza,20132.0,,,,,,,1,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,3,Mallorca,1043,"['4bc0a937-5572-40ae-b242-b469d8ff46ef', '83a34120-aa8e-47a4-ad9c-41c06723e5fc']",54,,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:54.734,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.796191,,,,,,,,,,,,,,098d6b9e-7f27-4f5e-b5cd-daa5c7440fd5,77,,,"[14.4, 52.0]",68366,1,,,,,0.7140907,,Keeper Arm,,,,"[27.9, 63.7]",,Ground Pass,,17.86449,,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,José Manuel Pinto Colorado,26005.0,Goalkeeper,4,Barcelona,217,['61d06815-d9d4-4986-8e58-d2ae55f6561d'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.012,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.290768,,,,,,,,,,,,,,c44e50cb-2614-44b0-92c9-c784ed46b4bb,80,,,"[31.1, 63.6]",68366,1,,,,,0.57988214,,Right Foot,,,,"[51.1, 76.7]",,Ground Pass,,23.908367,,,,,Gianluca Zambrotta,15774.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,['8f43d0fe-7faf-4df1-8b36-3677df504294'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.764,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.484631,,,,,,,,,,,,,,a074fadb-5a89-4ddd-9dd2-47e17925e8e9,84,,,"[42.0, 75.0]",68366,1,,,,,-2.6743479,,Right Foot,,,,"[30.9, 69.4]",,Ground Pass,,12.432618,,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,4,Barcelona,217,"['6845f9f6-b916-4d2c-be6e-d4251824c41d', 'd8c9a7ac-949c-4496-855b-01111c74bb29']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.749,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,,,1.415186,,,,,,,,,,,,,,fa4c6ff9-b1c4-496d-8ace-b799c957a42d,87,,,"[35.4, 61.4]",68366,1,,,,,-0.83199656,,Right Foot,,,,"[44.6, 51.3]",,Ground Pass,,13.661991,,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,['717d5fab-1509-4831-bb67-1b7bf5ed2b9c'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.203,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.890032,,,,,,,,,,,,,,3905fe54-5834-4f03-9700-5e8033159be9,90,,,"[44.6, 51.3]",68366,1,,,,,1.9314883,,Right Foot,,,,"[40.3, 62.7]",,Ground Pass,,12.184006,,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,4,Barcelona,217,['a03b48a0-e693-4929-ac2e-0767cb768e7d'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.845,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.952064,,,,,,,,,,,,,,be527aca-420c-4397-ac4c-ccef8e448971,93,,,"[51.4, 61.4]",68366,1,,,,,-0.7226933,,Right Foot,,,,"[86.1, 30.8]",,High Pass,,46.265,,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,"['0af2bb73-31a0-4fb9-ab57-837e6552ad2c', '732be6b4-f3b6-479c-8eee-aa9ea9d9e70d']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.670,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.889067,,,,,,,,,,,,,,0af2bb73-31a0-4fb9-ab57-837e6552ad2c,95,,,"[34.9, 50.2]",68366,1,,,,,0.7803731,,Head,,,,"[54.9, 70.0]",,Low Pass,,28.143206,,,Incomplete,,Juan Fernando Arango Sáenz,25995.0,,,,,,Recovery,1,Regular Play,José Carlos de Araújo Nunes,25992.0,Left Center Back,4,Barcelona,217,"['0a0c0e6a-e86e-4804-b8ac-2db14808092b', '279f4cd1-197b-4691-844e-cacf84260e99', 'be527aca-420c-4397-ac4c-ccef8e448971']",20,,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:20.623,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.782978,,,,,,,,,,,,,,f007e8bf-4353-498c-9a8c-b1cc969d241a,100,,,"[63.6, 9.6]",68366,1,,,,,1.4487642,,Right Foot,,,,"[64.9, 20.2]",,Ground Pass,,10.6794195,,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['b3825fe7-2e1d-4c6e-a36d-798308b3ac99'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.182,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.774631,,,,,,,,,,,,,,f487af8c-ae4b-48a6-bcfa-f372234570f7,107,,,"[73.8, 19.9]",68366,1,,,,,1.2319325,,Right Foot,,,,"[78.1, 32.1]",,Ground Pass,,12.93561,,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,['bd3b78b5-f1bb-48ae-84d9-fc7217f6c806'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.733,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.205592,,,,,,,,,,,,,,3cc2a8bf-fef2-4c56-a31c-d0fed804bbbe,111,,,"[76.2, 31.8]",68366,1,,,,,2.458113,,Right Foot,,,,"[66.5, 39.7]",,Ground Pass,,12.509996,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,4,Barcelona,217,['6634aa4d-e872-4e45-bef4-99dbf1ae7117'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.375,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.398464,,,,,,,,,,,,,,ea6790bf-022c-48f5-8e34-149b90bc43b1,115,,,"[67.5, 37.3]",68366,1,,,,,2.2164273,,Right Foot,,,,"[56.2, 52.3]",,Ground Pass,,18.780043,,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,4,Barcelona,217,['24f766d8-5ffd-47f2-98b8-c406bb3028d5'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.530,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.181699,,,,,,,,,,,,,,b8735273-cf24-49ff-862d-a01fac29e0cb,118,,,"[55.4, 51.6]",68366,1,,,,,-2.133471,,Right Foot,,,,"[44.3, 34.0]",,Ground Pass,,20.807932,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,4,Barcelona,217,['9d270c70-924c-4493-b268-fea5ecc234e3'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.144,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,1.284771,,,,,,,,,,,,,,6229be53-fe25-4864-96e5-e10876ae2722,121,,,"[47.5, 33.7]",68366,1,,,,,0.24768136,,Right Foot,,,,"[56.2, 35.9]",,Ground Pass,,8.973851,,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['58b562de-3d75-43b2-afff-5c11ce6aa182'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.343,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,0.711138,,,,,,,,,,,,,,d43de24a-eda0-41a0-a16d-af6ff6cfa454,124,,,"[57.8, 36.6]",68366,1,,,,,-1.39553,,Right Foot,,,,"[59.5, 27.0]",,Ground Pass,,9.749359,,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,4,Barcelona,217,['5a1dff2e-0b3c-4ef9-bfca-013bd0673bdd'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.976,Pass,,2007/2008
,,,,,,,,,,,,,,,,,,,2.157896,,,,,,,,,,,,,,456e2d04-7a39-4d22-a539-641daf8a94e1,127,,,"[60.7, 26.0]",68366,1,,,,,-0.072599456,,Right Foot,,,,"[88.2, 24.0]",,High Pass,,27.572632,,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,"['a02bb4d8-5601-4082-aef5-11546d1a52ec', 'f29834d4-beae-4d30-ba93-2de7532c206a']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.144,Pass,,2007/2008
