bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.389715,,,,,,,,,,,,,c195177f-ab94-4233-a228-d2d1b6dcd0e0,1310,,"[31.9, 1.0]",70262,32,,,,,2.6861415,,,,,"[22.1, 5.8]",,Low Pass,,10.912378,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,88,Barcelona,217,['10848c84-4649-49fb-bf57-1fbbb216b007'],57,,,,,,,,,,,,,,,,Barcelona,217,00:32:57.454,Pass,,2012/2013
,,,,,,,,,,,,,,,1.68286,,,,,,,,,,,,,03b5b215-ef19-4f85-bc61-b8a1330c6f15,1313,,"[22.1, 8.0]",70262,33,,,,,2.1869743,,Right Foot,,,"[5.6, 31.3]",,Ground Pass,,28.550657,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,88,Barcelona,217,['a5015864-0d34-4059-96cd-e40e5474b781'],0,,,,,,,,,,,,,,,,Barcelona,217,00:33:00.236,Pass,,2012/2013
,,,,,,,,,,,,,,,2.153794,,,,,,,,,,,,,6f65b60a-42ad-47e6-835b-2b314863959d,1316,,"[7.5, 38.3]",70262,33,,,,,1.0341561,,Right Foot,,,"[19.1, 57.8]",,Ground Pass,,22.689425,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,88,Barcelona,217,['91e9736b-4781-48cf-a224-e55bd4a23b8f'],3,,,,,,,,,,,,,,,,Barcelona,217,00:33:03.595,Pass,,2012/2013
,,,,,,,,,,,,,,,1.5781,,,,,,,,,,,,,378f15bf-ed8c-4935-b377-4c6bc6d3b3d7,1320,,"[43.1, 60.7]",70262,33,,,,,0.04015697,,Right Foot,,,"[65.5, 61.6]",,Ground Pass,,22.418074,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,88,Barcelona,217,"['693e23f4-3504-4a0b-86cf-5cff2ddd9032', '7dcfb539-c126-47a4-93bf-637963027648']",10,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.900,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.767099,,,,,,,,,,,,,405b782b-0fa0-4969-9bbd-59568e67b337,1327,,"[67.2, 63.5]",70262,33,,,,,2.3070538,,Right Foot,,,"[64.3, 66.7]",,Ground Pass,,4.3185644,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,88,Barcelona,217,['71685177-48bb-44d0-b963-c5bf3a2153aa'],12,,,,,,,,,,,,,,,,Barcelona,217,00:33:12.632,Pass,,2012/2013
,,,,,,,,,,,,,,,1.494144,,,,,,,,,,,,,08105915-08dc-4bcd-ab92-7035dec0e390,1338,,"[35.3, 39.3]",70262,34,,True,,,-0.20165086,,Right Foot,,,"[94.0, 27.3]",,High Pass,,59.91402,Incomplete,,,,,,,,,1,From Keeper,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,90,Osasuna,422,['b9cd943d-93a3-4b3b-bbbb-ecdab6b9dc08'],25,,,,,,,,,,,,,,,,Osasuna,422,00:34:25.305,Pass,,2012/2013
,,,,,,,,,,,,,,,2.820869,,,,,,,,,,,,,9207cc03-8e6e-4661-966f-8273a9c08a3a,1343,,"[30.2, 73.0]",70262,34,,,,,-2.2418725,,Left Foot,,,"[9.0, 46.3]",,Ground Pass,,34.09296,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,91,Barcelona,217,"['347d4e69-0de3-4738-97ee-156c7427d345', 'aa3f4831-e997-441e-a40e-78bad1d6e58a']",32,,,,,,,,,,,,,,,,Barcelona,217,00:34:32.236,Pass,True,2012/2013
,,,,,,,,,,,,,,,3.1584,,,,,,,,,,,,,fd4c746f-9cd2-47a5-ae25-c84299d596eb,1346,,"[10.9, 44.6]",70262,34,,,,,-0.4856669,,Right Foot,,,"[59.4, 19.0]",,High Pass,,54.841682,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,91,Barcelona,217,"['c69b9670-0022-45f2-a3a9-0ebac70408b0', 'df049260-2a98-40d6-9e8a-c4223c3c094c']",36,,,,,,,,,,,,,,,,Barcelona,217,00:34:36.645,Pass,,2012/2013
,,,,,,,,,,,,,,,2.381109,,,,,,,,,,,,,c69b9670-0022-45f2-a3a9-0ebac70408b0,1348,,"[61.6, 62.0]",70262,34,,,,True,-1.1881231,,,,,"[68.0, 46.1]",,Low Pass,,17.139719,Incomplete,,Francisco Puñal Martínez,25874.0,,,,,Recovery,1,Regular Play,Marc Bertrán Vilanova,26807.0,Right Back,91,Barcelona,217,"['4eca1ed3-7d89-4f16-8586-42ffe94b6872', 'ec58b30a-a261-4c70-8424-ca1bd43de4b6', 'f40bc567-985b-4a9a-8246-d7d29646ac58', 'fd4c746f-9cd2-47a5-ae25-c84299d596eb']",39,,,,,,,,,,,,,,,,Osasuna,422,00:34:39.803,Pass,True,2012/2013
,,,,,,,,,,,,,,,3.635485,,,,,,,,,,,,,b23c57a0-16bf-40cc-9032-9a241565c6fb,1355,,"[75.2, 45.1]",70262,35,,,,,-0.45371118,,Right Foot,,,"[119.7, 23.4]",,High Pass,,49.508987,Out,,,,,,,,Free Kick,1,From Free Kick,Sisinio González Martínez,26189.0,Center Attacking Midfield,92,Osasuna,422,,33,,,,,,,,,,,,,,,,Osasuna,422,00:35:33.166,Pass,,2012/2013
,,,,,,,,,,,,,,,2.2399,,,,,,,,,,,,,88587633-bd72-46e3-b626-3047345e41e8,1356,,"[7.0, 37.0]",70262,35,,,,,-0.2473162,,Right Foot,,,"[57.3, 24.3]",,High Pass,,51.878513,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,93,Barcelona,217,['7dce6908-cc8a-4ac7-9615-631961c0027d'],52,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.762,Pass,,2012/2013
,,,,,,,,,,,,,,,1.5321,,,,,,,,,,,,,7dce6908-cc8a-4ac7-9615-631961c0027d,1357,,"[63.7, 56.7]",70262,35,,,,,-0.12322569,,Head,,,"[85.5, 54.0]",,High Pass,,21.966566,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,93,Barcelona,217,"['14094644-6baa-4474-b9b6-df5f4d2506b2', '88587633-bd72-46e3-b626-3047345e41e8']",55,,,,,,,,,,,,,,,,Osasuna,422,00:35:55.002,Pass,,2012/2013
,,,,,,,,,,,,,,,1.6378,,,,,,,,,,,,,14094644-6baa-4474-b9b6-df5f4d2506b2,1358,,"[35.5, 27.0]",70262,35,,,,,0.64470303,,Head,,,"[48.8, 37.0]",,Low Pass,,16.640013,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,93,Barcelona,217,"['36660c26-7b96-44e1-96fc-6557d2585ca7', '6666611c-4aad-452a-9e54-495c6a0e6bbf', '7dce6908-cc8a-4ac7-9615-631961c0027d']",56,,,,,,,,,,,,,,,,Barcelona,217,00:35:56.534,Pass,,2012/2013
,,,,,,,,,,,,,,,0.3917,,,,,,,,,,,,,6666611c-4aad-452a-9e54-495c6a0e6bbf,1360,,"[72.2, 44.0]",70262,35,,,,,0.34653887,,Head,,,"[75.8, 45.3]",,Low Pass,,3.8275318,Incomplete,,Sisinio González Martínez,26189.0,,,,,Recovery,1,From Goal Kick,Raoul Cédric Loé,27089.0,Left Defensive Midfield,93,Barcelona,217,"['0540211d-7405-4a5d-997a-1c8091f6542a', '14094644-6baa-4474-b9b6-df5f4d2506b2', 'a319a331-322e-4b92-bb04-55f5f9a87af4']",58,,,,,,,,,,,,,,,,Osasuna,422,00:35:58.172,Pass,,2012/2013
,,,,,,,,,,,,,,,1.755299,,,,,,,,,,,,,e3e5e5dd-708c-4651-974b-84eab45960da,1363,,"[44.6, 36.8]",70262,35,,,,,1.2924967,,Right Foot,,,"[48.0, 48.7]",,Ground Pass,,12.376186,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,93,Barcelona,217,['5ee99c2b-a9fa-444c-9de9-d26b58aee5bb'],59,,,,,,,,,,,,,,,,Barcelona,217,00:35:59.080,Pass,,2012/2013
,,,,,,,,,,,,,,,2.225538,,,,,,,,,,,,,a06e04e3-85cf-482b-af42-86c73de454b3,1366,,"[48.4, 51.2]",70262,36,,,,,0.8519663,,Right Foot,,,"[69.4, 75.2]",,Ground Pass,,31.890438,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,93,Barcelona,217,['6e95177a-403f-46cc-b10a-233b8c62d198'],1,,,,,,,,,,,,,,,,Barcelona,217,00:36:01.099,Pass,,2012/2013
,,,,,,,,,,,,,,,2.565758,,,,,,,,,,,,,41fcf743-d62b-446a-b712-ea3b893230d9,1369,,"[82.1, 70.5]",70262,36,,,,,0.30506405,,Right Foot,,,"[105.6, 77.9]",,Ground Pass,,24.637573,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,93,Barcelona,217,['43d8d92d-a544-4eb0-93d2-5eaa7522c5c2'],6,,,,,,,,,,,,,,,,Barcelona,217,00:36:06.124,Pass,,2012/2013
,,,,,,,,,,,,,,,4.2104,,,,,,,,,,,,,52c75cd1-c97b-4f64-a4f5-08cb53d8bdd3,1372,,"[118.3, 73.2]",70262,36,,,,,-1.7735466,,Right Foot,True,,"[106.5, 15.8]",,High Pass,,58.60034,Incomplete,,,,,True,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,93,Barcelona,217,['fd5c04e5-d7e7-4fbf-8852-1acbaff428d3'],10,,,,,,,,,,,,,,,,Barcelona,217,00:36:10.235,Pass,,2012/2013
,,,,,,,,,,,,,,,0.996633,,,,,,,,,,,,,fab6c797-5854-40bd-afa7-db5042ac6d80,1375,,"[59.2, 35.3]",70262,36,,,,,1.9071089,,Left Foot,,,"[54.9, 47.6]",,Ground Pass,,13.029965,,,Carles Puyol i Saforcada,20125.0,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,94,Barcelona,217,['70aad7bc-9d79-41e9-af28-89a1981573ea'],31,,,,,,,,,,,,,,,,Barcelona,217,00:36:31.576,Pass,,2012/2013
,,,,,,,,,,,,,,,1.365714,,,,,,,,,,,,,edbf196a-79d0-4b6d-b0ff-268969131294,1378,,"[56.7, 48.4]",70262,36,,,,,-1.6095366,,Right Foot,,,"[56.2, 35.5]",,Ground Pass,,12.909686,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,94,Barcelona,217,['929fbb75-48e0-4351-8813-bd1b230f361f'],33,,,,,,,,,,,,,,,,Barcelona,217,00:36:33.512,Pass,,2012/2013
,,,,,,,,,,,,,,,1.411774,,,,,,,,,,,,,6ab97caf-384a-43ee-af62-1cc1fcee725b,1381,,"[54.1, 38.3]",70262,36,,,,,1.7669971,,Right Foot,,,"[50.9, 54.4]",,Ground Pass,,16.414932,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,94,Barcelona,217,['4c9c492c-f8be-4c88-bf9f-28d82b37738d'],35,,,,,,,,,,,,,,,,Barcelona,217,00:36:35.203,Pass,,2012/2013
,,,,,,,,,,,,,,,1.438717,,,,,,,,,,,,,4f4f4ae7-c86d-4127-aeee-1a2e091ec821,1385,,"[55.4, 61.4]",70262,36,,,,,0.27510136,,Right Foot,,,"[80.2, 68.4]",,Ground Pass,,25.768974,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,94,Barcelona,217,['7b7d6f6c-d6d9-4b82-a981-1c6166b7b985'],38,,,,,,,,,,,,,,,,Barcelona,217,00:36:38.582,Pass,,2012/2013
,,,,,,,,,,,,,,,0.905449,,,,,,,,,,,,,fd07b5d9-63ab-4ab4-877c-54003cee4a30,1389,,"[79.5, 66.5]",70262,36,,,,,-2.4069982,,Right Foot,,,"[76.4, 63.7]",,Ground Pass,,4.1773195,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,94,Barcelona,217,"['959d597c-c188-492c-a075-765e274a61e1', 'e537ae0b-33ec-4d54-a262-5103776be76a']",41,,,,,,,,,,,,,,,,Barcelona,217,00:36:41.088,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.43306,,,,,,,,,,,,,3f2f3ea1-2bc2-4341-98d5-8c53de0acede,1392,,"[76.4, 63.9]",70262,36,,,,,0.85988694,,Right Foot,,,"[85.7, 74.7]",,Ground Pass,,14.252368,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,94,Barcelona,217,['5e26e98b-9392-4ed2-a4a5-d59d405f073f'],42,,,,,,,,,,,,,,,,Barcelona,217,00:36:42.073,Pass,,2012/2013
,,,,,,,,,,,,,,,1.806714,,,,,,,,,,,,,228290ed-aca0-4ae4-a4ce-7788b101554c,1395,,"[87.8, 73.5]",70262,36,,,,,-1.5707964,,Right Foot,,,"[87.8, 32.3]",,Ground Pass,,41.2,,,Andrés Iniesta Luján,5216.0,,True,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,94,Barcelona,217,['da2c01fe-13b5-4e2b-bac9-579b93c2b420'],44,,,,,,,,,,,,,,,,Barcelona,217,00:36:44.841,Pass,,2012/2013
,,,,,,,,,,,,,,,1.431536,,,,,,,,,,,,,24e17a10-73ee-4465-8fec-9df2b694f492,1398,,"[96.5, 28.7]",70262,36,,,,,0.3497806,2866061e-c46c-430e-89d9-ce7bb6fe4836,Right Foot,,,"[112.4, 34.5]",,Ground Pass,,16.924833,,,Lionel Andrés Messi Cuccittini,5503.0,True,,Through Ball,True,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,94,Barcelona,217,['b274ad40-35ef-4a70-aaa9-9ea29ebfb14a'],48,,,,,,,,,,,,,,,,Barcelona,217,00:36:48.527,Pass,,2012/2013
,,,,,,,,,,,,,,,1.7319,,,,,,,,,,,,,42b09c25-422d-4b05-aba8-c1a42651e942,1404,,"[120.0, 1.0]",70262,37,,,,,1.7831779,,Right Foot,,,"[112.0, 38.1]",,High Pass,,37.952732,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,95,Barcelona,217,['62b4605b-7be1-4101-8fa8-4b078f56f260'],14,,,,,,,,,,,,,,,,Barcelona,217,00:37:14.074,Pass,,2012/2013
,,,,,,,,,,,,,,,0.789788,,,,,,,,,,,,,e91521ec-c4ae-4358-82ea-458fc55ab687,1411,,"[107.1, 80.0]",70262,37,,,,,-2.1053905,,,,,"[102.6, 72.4]",,Low Pass,,8.832327,,,Francesc Fàbregas i Soler,3478.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,96,Barcelona,217,['20988347-6ae6-4803-b5ae-2c5ceb1cb25b'],35,,,,,,,,,,,,,,,,Barcelona,217,00:37:35.505,Pass,,2012/2013
,,,,,,,,,,,,,,,0.894909,,,,,,,,,,,,,6d1a3109-1105-4800-a319-20c50e2f3012,1414,,"[102.6, 73.0]",70262,37,,,,,1.0838971,,Right Foot,,,"[106.2, 79.8]",,Ground Pass,,7.694154,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,96,Barcelona,217,['d4b9d56a-8e82-45e0-b596-42859dc0074c'],36,,,,,,,,,,,,,,,,Barcelona,217,00:37:36.335,Pass,,2012/2013
,,,,,,,,,,,,,,,0.860088,,,,,,,,,,,,,5658cbcc-382e-47ff-9938-f01044be4132,1418,,"[104.8, 80.0]",70262,37,,,,,-1.3285878,,,,,"[106.9, 71.5]",,Low Pass,,8.755569,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,97,Barcelona,217,['67449e3e-6447-4b04-b532-88531212b98e'],49,,,,,,,,,,,,,,,,Barcelona,217,00:37:49.569,Pass,,2012/2013
,,,,,,,,,,,,,,,0.685358,,,,,,,,,,,,,8433c4fd-8e1d-4dd3-b230-24e5fabdfa93,1421,,"[106.9, 71.6]",70262,37,,,,,3.070914,,Right Foot,,,"[95.6, 72.4]",,Low Pass,,11.328283,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,97,Barcelona,217,['641506ff-28e4-4555-8d40-a2cff34e7e8f'],51,,,,,,,,,,,,,,,,Barcelona,217,00:37:51.168,Pass,,2012/2013
,,,,,,,,,,,,,,,0.645031,,,,,,,,,,,,,1f566696-4d1a-4531-bb4f-cdc622740e47,1425,,"[93.3, 70.7]",70262,37,,,,,-2.332199,,Right Foot,,,"[87.2, 64.3]",,Ground Pass,,8.84138,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,97,Barcelona,217,"['83e3918d-767f-41b4-9624-6aa6ac499757', 'd659890c-7e36-49d0-96c0-e27593954ddf']",52,,,,,,,,,,,,,,,,Barcelona,217,00:37:52.546,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.6914,,,,,,,,,,,,,f4853619-ce0c-4390-8eaa-cbd6a57c64fa,1428,,"[87.2, 64.8]",70262,37,,,,,0.360566,,Right Foot,,,"[93.3, 67.1]",,Ground Pass,,6.519202,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,97,Barcelona,217,['6ab325a6-222f-45cf-b775-884750ef1fdc'],53,,,,,,,,,,,,,,,,Barcelona,217,00:37:53.311,Pass,,2012/2013
,,,,,,,,,,,,,,,0.647293,,,,,,,,,,,,,d4075d2c-d2b3-4714-b48a-0e83a2315890,1432,,"[93.1, 61.4]",70262,37,,,,,-1.2803944,,Left Foot,,,"[95.7, 52.7]",,Ground Pass,,9.080198,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,97,Barcelona,217,"['b72d9cb8-7d95-4529-a844-5cfc8ec99ed0', 'd9e16131-cf02-405f-a283-ff7110560dcf']",54,,,,,,,,,,,,,,,,Barcelona,217,00:37:54.766,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.093763,,,,,,,,,,,,,493573da-4680-453b-a0ff-8fb6a4bd47da,1436,,"[95.2, 49.5]",70262,37,,,,,-1.5100603,,Left Foot,,,"[96.1, 34.7]",,Ground Pass,,14.827339,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,97,Barcelona,217,"['4061ad6b-ba9f-4102-9205-86ed6e467bae', 'be2c13e7-4cc3-4548-8e32-f944faa52d83']",56,,,,,,,,,,,,,,,,Barcelona,217,00:37:56.222,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.959946,,,,,,,,,,,,,ac78dc46-89c8-411a-a38d-923ed8428572,1439,,"[100.3, 31.7]",70262,37,,,,,-0.22239035,,Right Foot,,,"[120.2, 27.2]",,Ground Pass,,20.40245,,,Cristian Tello Herrera,6658.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,97,Barcelona,217,['89142e46-6433-4100-9416-95fcb1a2d0af'],58,,,,,,,,,,,,,,,,Barcelona,217,00:37:58.202,Pass,,2012/2013
,,,,,,,,,,,,,,,0.2716,,,,,,,,,,,,,8be091f5-0996-4514-a260-2dd56800a132,1442,,"[120.0, 27.5]",70262,38,,,,,2.2694561,,Left Foot,,,"[117.9, 30.0]",,Ground Pass,,3.2649655,Incomplete,,,,,,,,,1,From Throw In,Cristian Tello Herrera,6658.0,Left Wing,97,Barcelona,217,['d051f606-4182-4557-a7d2-9b27f4490ca6'],0,,,,,,,,,,,,,,,,Barcelona,217,00:38:00.202,Pass,,2012/2013
,,,,,,,,,,,,,,,1.768,,,,,,,,,,,,,44240751-def4-43d6-8455-8fc3a399881b,1444,,"[120.0, 1.0]",70262,38,,,,,1.7332085,,Right Foot,,,"[113.2, 42.5]",,High Pass,True,42.053417,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Andrés Iniesta Luján,5216.0,Right Center Midfield,98,Barcelona,217,['fd1c6695-5a24-482d-972b-3c605ab6d9be'],18,,,,,,,,,,,,,,,,Barcelona,217,00:38:18.428,Pass,,2012/2013
,,,,,,,,,,,,,,,1.7015,,,,,,,,,,,,,3fa98b2f-fa8b-41af-aeba-d3ea182577b6,1449,,"[92.5, 71.1]",70262,38,,,,,-0.86931276,,Left Foot,True,,"[117.0, 42.1]",,High Pass,,37.9638,Incomplete,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['276c268a-fe2a-417a-8d5a-b2bb7f0c04f6'],28,,,,,,,,,,,,,,,,Barcelona,217,00:38:28.622,Pass,,2012/2013
,,,,,,,,,,,,,,,6.715918,,,,,,,,,,,,,4ae1601a-bc84-4190-ba39-947e88703519,1452,,"[8.6, 43.6]",70262,38,,,,,-0.4707565,,Right Foot,,,"[92.7, 0.8]",,High Pass,,94.364456,Out,,Roland Conde Lamah,16718.0,,True,,,,1,From Keeper,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,99,Osasuna,422,['68c482c2-df04-4405-aa17-2d301a411900'],42,,,,,,,,,,,,,,,,Osasuna,422,00:38:42.000,Pass,,2012/2013
,,,,,,,,,,,,,,,1.177914,,,,,,,,,,,,,3a9e0735-72ec-4091-a925-e40a2d3a52a3,1456,,"[31.9, 80.0]",70262,38,,,,,-1.8090411,,,,,"[30.2, 73.0]",,Low Pass,,7.203471,,,Francesc Fàbregas i Soler,3478.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,100,Barcelona,217,['a82d49be-167f-42eb-a1f4-9bc0cf369e9b'],56,,,,,,,,,,,,,,,,Barcelona,217,00:38:56.886,Pass,,2012/2013
,,,,,,,,,,,,,,,0.720759,,,,,,,,,,,,,41187a14-33fd-4e52-a052-8f3423cb62aa,1459,,"[30.4, 73.2]",70262,38,,,,,1.9274164,,Left Foot,,,"[28.5, 78.3]",,Ground Pass,,5.4424257,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,100,Barcelona,217,['58e52ac7-9770-4fec-8a51-f59b9c1217aa'],58,,,,,,,,,,,,,,,,Barcelona,217,00:38:58.144,Pass,,2012/2013
,,,,,,,,,,,,,,,0.6772,,,,,,,,,,,,,396cba79-e545-4bff-beb8-757e9a9349f0,1462,,"[30.4, 77.7]",70262,38,,,,,-0.17286061,,Right Foot,,,"[36.7, 76.6]",,High Pass,,6.395311,Incomplete,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,100,Barcelona,217,['bcd0e8ab-ca34-4946-b33e-a0814611443b'],58,,,,,,,,,,,,,,,,Barcelona,217,00:38:58.905,Pass,,2012/2013
,,,,,,,,,,,,,,,1.455135,,,,,,,,,,,,,501f4b1d-182a-4d48-a711-fbd5fea89fc4,1466,,"[68.4, 1.0]",70262,39,,,,,2.755537,,,,,"[52.9, 7.3]",,Low Pass,,16.731407,,,Miguel Flaño Bezunartea,24313.0,,,,,Throw-in,1,From Throw In,Damià Abella Pérez,25896.0,Left Back,101,Osasuna,422,['8f6dc4a0-9e67-4235-b9f1-a2a9a76c53fe'],5,,,,,,,,,,,,,,,,Osasuna,422,00:39:05.142,Pass,,2012/2013
,,,,,,,,,,,,,,,2.5087,,,,,,,,,,,,,5b3240c6-9f0c-40f3-bc0f-56acdf0df6c2,1470,,"[48.7, 9.7]",70262,39,,,,,0.7968919,,Right Foot,,,"[87.4, 49.3]",,High Pass,,55.370117,Incomplete,,,,,,,,,1,From Throw In,Miguel Flaño Bezunartea,24313.0,Left Center Back,101,Osasuna,422,"['8268b67b-ec96-491e-878b-3485f64e864f', '845b1982-5911-479b-9251-33e95fe91197']",8,,,,,,,,,,,,,,,,Osasuna,422,00:39:08.558,Pass,True,2012/2013
,,,,,,,,,,,,,,,2.5639,,,,,,,,,,,,,845b1982-5911-479b-9251-33e95fe91197,1471,,"[33.6, 31.7]",70262,39,,,,,0.3525891,,Head,,,"[56.7, 40.2]",,High Pass,,24.614223,Incomplete,,,,,,,,Recovery,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,101,Osasuna,422,"['5b3240c6-9f0c-40f3-bc0f-56acdf0df6c2', '761b4c22-ae23-4feb-97ad-89be763c3a2e']",11,,,,,,,,,,,,,,,,Barcelona,217,00:39:11.067,Pass,,2012/2013
,,,,,,,,,,,,,,,1.5819,,,,,,,,,,,,,761b4c22-ae23-4feb-97ad-89be763c3a2e,1472,,"[64.3, 40.8]",70262,39,,,,,-0.4662249,,Head,,,"[79.8, 33.0]",,High Pass,,17.351946,,,Joseba Llorente Etxarri,26191.0,,,,,Recovery,1,From Throw In,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,101,Osasuna,422,"['845b1982-5911-479b-9251-33e95fe91197', 'fb7aebe5-0e25-4a37-8801-7bf8bfec1b24']",13,,,,,,,,,,,,,,,,Osasuna,422,00:39:13.631,Pass,,2012/2013
