bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.875758,,,,,,,,,,,,,77a62108-6ee9-48c2-a8d0-003aa3cda4cb,2670,,"[78.1, 18.1]",69268,59,,,,,1.1441689,,Left Foot,,,,"[83.6, 30.2]",,Ground Pass,,13.29135,,,,Giuseppe Rossi,7141.0,,,,,,,2,Regular Play,Joan Oriol i Gràcia,26721.0,Left Back,128,Villarreal,222,['ff5d3d2b-d45e-4347-a5d9-4ed58494f06e'],51,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:51.001,Pass,,2011/2012
,,,,,,,,,,,,,,,2.22452,,,,,,,,,,,,,d66c0924-aee6-42c4-aad4-eb68a4569d22,2677,,"[41.2, 48.4]",69268,59,,,,,-1.3172071,,Right Foot,,,,"[51.8, 7.5]",,High Pass,,42.25127,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,True,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,129,Barcelona,217,['c19588e5-3be2-404f-83a1-034bc35ed1e0'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:56.340,Pass,,2011/2012
,,,,,,,,,,,,,,,0.990727,,,,,,,,,,,,,4f7d1159-9b63-4e1f-9fab-32cb96fb0eca,2680,,"[61.4, 7.6]",69268,60,,,,,1.4531602,,Right Foot,,,,"[62.7, 18.6]",,Ground Pass,,11.076551,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,129,Barcelona,217,['8fbeb259-c270-46f5-bbeb-3c9809f1dc6a'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:00.284,Pass,,2011/2012
,,,,,,,,,,,,,,,1.259948,,,,,,,,,,,,,5cb42b4b-8549-4fac-b597-ff73ff5bd9c9,2683,,"[57.6, 21.1]",69268,60,,,,,1.7480217,,Right Foot,,,,"[55.2, 34.5]",,Ground Pass,,13.613229,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,129,Barcelona,217,['738a885b-741f-4436-9856-7f55af342729'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:02.131,Pass,,2011/2012
,,,,,,,,,,,,,,,1.252406,,,,,,,,,,,,,d6cddb92-e456-425f-9d5a-b36f51135fa5,2686,,"[53.7, 38.1]",69268,60,,,,,1.1760052,,Right Foot,,,,"[58.2, 48.9]",,Ground Pass,,11.7,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,129,Barcelona,217,['8ebfab77-625f-49df-9b87-5636d732206d'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:04.970,Pass,,2011/2012
,,,,,,,,,,,,,,,1.941954,,,,,,,,,,,,,35183af7-b933-4994-801b-2da51def2fd3,2689,,"[62.7, 54.0]",69268,60,,,,,1.1431692,,Right Foot,,,,"[73.0, 76.6]",,Ground Pass,,24.836466,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Wing Back,129,Barcelona,217,['b8ea69fb-014d-4001-8e38-db06ea6b889c'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:07.479,Pass,,2011/2012
,,,,,,,,,,,,,,,1.187403,,,,,,,,,,,,,662edb6c-a136-4e4e-ac77-fdce63dc95c8,2692,,"[78.5, 75.1]",69268,60,,,,,-2.6534743,,Right Foot,,,,"[55.9, 63.1]",,Ground Pass,,25.588278,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,129,Barcelona,217,['cfb36d11-758c-4f21-a0c5-9979ee1031b4'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:10.273,Pass,,2011/2012
,,,,,,,,,,,,,,,1.141244,,,,,,,,,,,,,86320e17-f953-4766-a732-089a8c0344aa,2695,,"[55.9, 63.1]",69268,60,,,,,-1.2701907,,Right Foot,,,,"[59.0, 53.1]",,Ground Pass,,10.46948,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,129,Barcelona,217,['5c68d400-193a-49dd-90ca-0bf8ad1e3450'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:11.580,Pass,,2011/2012
,,,,,,,,,,,,,,,1.266784,,,,,,,,,,,,,ddb4b3fd-3950-4898-b41e-6b403b7c2df4,2698,,"[59.5, 40.0]",69268,60,,,,,-1.8236027,,Right Foot,,,,"[53.3, 16.0]",,Ground Pass,,24.7879,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Wing Back,129,Barcelona,217,['18cab5d9-953c-4dbb-98ba-71d476b8d658'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:15.451,Pass,,2011/2012
,,,,,,,,,,,,,,,1.358566,,,,,,,,,,,,,44caa5c8-cf39-47f9-bb42-d3114d5cdb4f,2701,,"[53.3, 16.0]",69268,60,,,,,-0.7542664,,Left Foot,,,,"[68.2, 2.0]",,Ground Pass,,20.445293,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,129,Barcelona,217,['d3858c4e-4784-406a-a3e9-1986fa2700cc'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:17.851,Pass,,2011/2012
,,,,,,,,,,,,,,,0.952035,,,,,,,,,,,,,24f85a9f-6f33-4f40-9401-2ac781f9f765,2704,,"[80.3, 4.4]",69268,60,,,,,2.070143,,Right Foot,,,,"[71.3, 20.9]",,Ground Pass,,18.794947,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,129,Barcelona,217,['fad2fb43-8587-4612-aaed-e40fd45fd5c2'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:22.894,Pass,,2011/2012
,,,,,,,,,,,,,,,0.979213,,,,,,,,,,,,,07266c5a-1186-4c15-af8d-5f774ffa10ef,2707,,"[71.3, 20.9]",69268,60,,,,,2.0268683,,Right Foot,,,,"[63.5, 36.8]",,Ground Pass,,17.710167,,,,Seydou Kéita,20169.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,129,Barcelona,217,['27d35ede-af79-4bd8-95a0-fd9f4bfdec5d'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:25.281,Pass,,2011/2012
,,,,,,,,,,,,,,,0.923273,,,,,,,,,,,,,1090e6d9-6f3f-4b47-baa3-ea6c88914b6a,2710,,"[63.3, 37.9]",69268,60,,,,,1.1124963,,Left Foot,,,,"[70.7, 52.9]",,Ground Pass,,16.726028,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,129,Barcelona,217,['dc7bff25-8d73-4c66-9656-2520f8f359db'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:27.032,Pass,,2011/2012
,,,,,,,,,,,,,,,0.645177,,,,,,,,,,,,,025d52e2-72f8-4fbe-ac6b-b3b712da3357,2713,,"[70.7, 52.9]",69268,60,,,,,-1.810028,,Left Foot,,,,"[67.7, 40.6]",,Ground Pass,,12.660568,,,,Seydou Kéita,20169.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,129,Barcelona,217,['80713c46-c414-47e9-a2d9-faa0b6048948'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:28.116,Pass,,2011/2012
,,,,,,,,,,,,,,,0.740043,,,,,,,,,,,,,9acd8c5f-5bc1-41c3-8f76-9daa1150134d,2716,,"[67.7, 40.6]",69268,60,,,,,-1.4288993,,Left Foot,,,,"[69.0, 31.5]",,Ground Pass,,9.192389,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,129,Barcelona,217,['2f34906b-0177-482f-8e43-1a5d9e212c2d'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:29.875,Pass,,2011/2012
,,,,,,,,,,,,,,,0.89684,,,,,,,,,,,,,5ce2bb58-5d04-43c6-914e-2c854beaf90f,2719,,"[71.3, 36.2]",69268,60,,,,,1.5229605,,Right Foot,,,,"[72.2, 55.0]",,Ground Pass,,18.82153,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Wing Back,129,Barcelona,217,['3b7ae8fe-9d4b-44ad-9a33-c9ad7d9be218'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:32.523,Pass,,2011/2012
,,,,,,,,,,,,,,,0.84299,,,,,,,,,,,,,6647e428-32eb-46e4-9cd1-8b06d93e3b56,2722,,"[72.2, 55.0]",69268,60,,,,,-2.2094314,,Right Foot,,,,"[67.3, 48.4]",,Ground Pass,,8.220098,,,,Seydou Kéita,20169.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,129,Barcelona,217,['f88d3acc-9db7-4153-bba5-19eb24a80b4a'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.499,Pass,,2011/2012
,,,,,,,,,,,,,,,1.184943,,,,,,,,,,,,,ace78ca6-5312-43d9-9f04-58ed2d71489b,2725,,"[67.3, 48.4]",69268,60,,,,,2.209575,,Left Foot,,,,"[57.2, 62.0]",,Ground Pass,,16.94019,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,129,Barcelona,217,['195987da-71c9-4c03-8cf2-6a45c7c112e8'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:34.422,Pass,,2011/2012
,,,,,,,,,,,,,,,0.995141,,,,,,,,,,,,,e1b789aa-4909-490e-8ea3-ef6f0dd2744e,2728,,"[57.4, 63.1]",69268,60,,,,,0.70904416,,Right Foot,,,,"[77.1, 80.0]",,Low Pass,,25.955732,,Out,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,129,Barcelona,217,,36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:36.837,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1937,,,,,,,,,,,,,91e23698-dc0c-4bd5-bd54-d0e0a65de9c5,2729,,"[40.3, 1.0]",69268,60,,,,,0.4392622,,,,,,"[56.9, 8.8]",,Low Pass,,18.341211,,,,Mubarak Wakaso,6626.0,,,,,,Throw-in,2,From Throw In,Joan Oriol i Gràcia,26721.0,Left Back,130,Villarreal,222,['89d95ef1-0ec5-4907-b687-b1a886867f51'],44,,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:44.630,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1473,,,,,,,,,,,,,a15cd8ee-8187-40ad-8a9d-1eee8bcb251d,2732,,"[53.0, 9.4]",69268,60,,,,,-2.494381,,Left Foot,,,,"[44.4, 2.9]",,Ground Pass,,10.780074,,,,Joan Oriol i Gràcia,26721.0,,,,,,,2,From Throw In,Mubarak Wakaso,6626.0,Left Midfield,130,Villarreal,222,['d4cff06a-03df-46f7-b0c1-8f0fe3291461'],46,,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:46.988,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7614,,,,,,,,,,,,,f57a2b9e-e37b-470b-991e-823dda51cde8,2738,,"[47.7, 9.2]",69268,60,,,,,-0.67283255,,Left Foot,,,,"[54.1, 4.1]",,Low Pass,,8.18352,,,,Mubarak Wakaso,6626.0,,,,,,,2,From Throw In,Joan Oriol i Gràcia,26721.0,Left Back,130,Villarreal,222,['3d0574c2-0117-4ea6-a7f4-bf53c1b9141d'],50,,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:50.525,Pass,,2011/2012
,,,,,,,,,,,,,,,3.84694,,,,,,,,,,,,,9760a5d3-b4c8-4bb0-82a0-a2b23dd8fd8b,2742,,"[52.4, 4.4]",69268,60,,,,,0.3536638,,Left Foot,,,,"[86.8, 17.1]",,Ground Pass,,36.669468,,Incomplete,,,,,,,,,,2,From Throw In,Mubarak Wakaso,6626.0,Left Midfield,130,Villarreal,222,"['76641112-2117-48e8-ae5c-b15259c3dfd1', '82d19c89-ef54-4180-bb27-bb4def419f9d']",54,,,,,,,,,,,,,,,,,,,Villarreal,222,00:15:54.689,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.050812,,,,,,,,,,,,,1a8d6dc6-2c6d-4014-8ff6-cde254ffcc95,2745,,"[38.5, 65.2]",69268,61,,,,,0.67309076,,Right Foot,,,,"[45.9, 71.1]",,Ground Pass,,9.464143,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Back,131,Barcelona,217,['4c6ab5e8-23f6-4135-95d8-d7e8306ab9a5'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:01.737,Pass,,2011/2012
,,,,,,,,,,,,,,,2.716524,,,,,,,,,,,,,41177e13-1200-4301-b4f7-706880a71b77,2748,,"[45.9, 71.1]",69268,61,,,,,-2.5042398,,Right Foot,,,,"[9.3, 44.0]",,High Pass,,45.54086,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,131,Barcelona,217,['d2877c70-6503-49a2-9c7d-dce5d81f2e3d'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:05.081,Pass,,2011/2012
,,,,,,,,,,,,,,,1.849088,,,,,,,,,,,,,00e30cc3-fe29-4193-a18d-a6f35415793c,2751,,"[8.6, 40.2]",69268,61,,,,,-1.127979,,Right Foot,,,,"[22.4, 11.1]",,Ground Pass,,32.206367,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,131,Barcelona,217,['c7b24254-458d-4fb9-8cb9-774269fe1f1e'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:09.540,Pass,,2011/2012
,,,,,,,,,,,,,,,1.000585,,,,,,,,,,,,,45be2157-e75b-445b-9db9-8fda9bfac8c2,2754,,"[27.1, 8.0]",69268,61,,,,,-0.22964244,,Left Foot,,,,"[42.5, 4.4]",,Ground Pass,,15.815183,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,131,Barcelona,217,['628e6ccd-569f-4035-9df1-ae1ed59f9745'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:13.270,Pass,,2011/2012
,,,,,,,,,,,,,,,1.541782,,,,,,,,,,,,,81ad8ba3-dfbb-476a-81ae-464484283193,2757,,"[42.9, 5.8]",69268,61,,,,,1.1679635,,Right Foot,,,,"[50.4, 23.4]",,Low Pass,,19.131388,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,131,Barcelona,217,['f72b84a9-dc74-41c1-82a6-ec03e594854d'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:15.081,Pass,,2011/2012
,,,,,,,,,,,,,,,1.198574,,,,,,,,,,,,,098b10a6-15e6-4d9d-9635-a3bbb3434022,2760,,"[50.4, 23.4]",69268,61,,,,,-2.9996955,,Right Foot,,,,"[35.7, 21.3]",,Low Pass,,14.849242,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,131,Barcelona,217,['9979feae-75c5-4c6e-bf36-8dc1110676c4'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:16.795,Pass,,2011/2012
,,,,,,,,,,,,,,,1.822315,,,,,,,,,,,,,46b6c27c-94bf-4aaf-b36d-8f5d90668b3f,2763,,"[35.7, 21.3]",69268,61,,,,,-0.25267822,,Left Foot,,,,"[60.1, 15.0]",,High Pass,,25.2002,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,131,Barcelona,217,['1ea89388-6d76-4229-8f0f-ebdaa21253b4'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:18.033,Pass,,2011/2012
,,,,,,,,,,,,,,,1.096237,,,,,,,,,,,,,a66adb58-f656-4152-b072-c8e57c26b800,2766,,"[77.7, 25.1]",69268,61,,,,,2.369527,,Left Foot,,,,"[70.1, 32.5]",,Ground Pass,,10.607545,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,131,Barcelona,217,['170f37e4-38b6-4504-8141-80eac771ba88'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:21.989,Pass,,2011/2012
,,,,,,,,,,,,,,,4.337243,,,,,,,,,,,,,d359d78c-de45-4c31-9b2f-d882fb5c14b3,2769,,"[75.6, 22.6]",69268,61,,,,,-0.053190522,,Left Foot,,,,"[118.8, 20.3]",,Ground Pass,,43.261185,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,131,Barcelona,217,"['8a163d5b-1495-4cff-95d6-8066b57341b6', 'bd29a4df-cdef-4a9f-86bd-105f1cd0f9d8']",24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:24.169,Pass,,2011/2012
,,,,,,,,,,,,,,,0.722978,,,,,,,,,,,,,6d88e0e8-cce2-4ea5-84c2-bebe10c07d69,2772,,"[120.0, 1.0]",69268,62,,,,,2.9584818,,Left Foot,,,,"[114.6, 2.0]",,Ground Pass,,5.491812,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,132,Barcelona,217,['92b4168b-44fe-4ea5-94df-a19a8389559c'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:00.246,Pass,,2011/2012
,,,,,,,,,,,,,,,1.955173,,,,,,,,,,,,,dec0009e-fb79-4f93-b12c-449b13181722,2779,,"[118.2, 6.3]",69268,62,,,,,2.38891,,Right Foot,,True,,"[104.0, 19.6]",,Low Pass,,19.455847,,Incomplete,,,,,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,132,Barcelona,217,['a788afb7-d679-4953-9b91-b3d02623e278'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:03.332,Pass,,2011/2012
,,,,,,,,,,,,,,,1.156999,,,,,,,,,,,,,12595a33-f49e-446b-8d2e-c21948c2a88c,2786,,"[16.8, 68.2]",69268,62,,,,,2.1505117,,Left Foot,,,,"[11.3, 76.6]",,Ground Pass,,10.040419,,,,Marcos Antonio Senna da Silva,20135.0,,,,,,,2,From Corner,Mubarak Wakaso,6626.0,Left Midfield,132,Barcelona,217,"['032e9678-1072-45af-a56b-f7ed260c5d2c', '95f93f2d-b749-48c0-bf11-8e92f622f91c']",7,,,,,,,,,,,,,,,,,,,Villarreal,222,00:17:07.600,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.068239,,,,,,,,,,,,,651952f2-2775-4882-8754-d02896dfabbd,2791,,"[92.8, 1.0]",69268,62,,,,,2.8555412,,,,,,"[79.2, 5.0]",,Low Pass,,14.176036,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,Throw-in,2,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,133,Barcelona,217,['96f23bb8-a9b1-4c4a-abd8-9ab36eed76ca'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:20.470,Pass,,2011/2012
,,,,,,,,,,,,,,,0.54841,,,,,,,,,,,,,9ba134c2-aae0-4b69-9adf-754eb07ba4a7,2796,,"[79.8, 7.1]",69268,62,,,,,1.4392081,,Left Foot,,,,"[80.7, 13.9]",,Ground Pass,,6.8593,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,133,Barcelona,217,"['1e41fe78-61f9-4341-8791-6bc2f833d1b7', '7799555e-9a4b-4460-beca-546b03d856f8', 'e4b1f28b-2183-4da3-abb4-3d0dc1a1ffc4']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:23.259,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.248178,,,,,,,,,,,,,ad4bac0a-62c3-43eb-bb71-56b9423cbd40,2802,,"[78.6, 20.3]",69268,62,,,,,2.257418,,Left Foot,,,,"[68.6, 32.5]",,Ground Pass,,15.774663,,,,Seydou Kéita,20169.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,133,Barcelona,217,['bb45f549-909a-4526-8eed-3e6f8c3b8e77'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:29.202,Pass,,2011/2012
,,,,,,,,,,,,,,,1.120425,,,,,,,,,,,,,eae394fa-1577-41eb-abbf-ddf6862d6e5a,2805,,"[68.6, 32.5]",69268,62,,,,,-1.4300661,,Right Foot,,,,"[70.3, 20.5]",,Ground Pass,,12.119819,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,133,Barcelona,217,['9fbc0205-8f95-41ea-8d11-195e3d0b05bb'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:31.531,Pass,,2011/2012
,,,,,,,,,,,,,,,0.86033,,,,,,,,,,,,,b81afc6b-96f0-4b59-a118-95fba35fee8b,2808,,"[68.8, 24.3]",69268,62,,,,,1.6973884,,Right Foot,,,,"[66.7, 40.8]",,Ground Pass,,16.633099,,,,Seydou Kéita,20169.0,,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Left Wing Back,133,Barcelona,217,['d4e64643-7ea0-4cc4-b357-b86c61df6041'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:33.116,Pass,,2011/2012
,,,,,,,,,,,,,,,1.600534,,,,,,,,,,,,,9cb79fc5-2792-433c-87f1-51327868b0bc,2811,,"[64.1, 46.3]",69268,62,,,,,1.1738367,,Right Foot,,,,"[73.7, 69.2]",,Ground Pass,,24.830828,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,2,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,133,Barcelona,217,['2b4396d3-49fe-4c2b-af91-ab8d9d85141b'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:34.845,Pass,,2011/2012
,,,,,,,,,,,,,,,0.889102,,,,,,,,,,,,,bb20fd30-0890-4a45-bced-c40c4a9ad675,2814,,"[69.4, 39.1]",69268,62,,,,,-0.48615184,,Right Foot,,,,"[81.7, 32.6]",,Ground Pass,,13.911865,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Wing Back,133,Barcelona,217,['247bc917-f801-43a2-b618-400952cfd3af'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:40.644,Pass,,2011/2012
,,,,,,,,,,,,,,,1.549701,,,,,,,,,,,,,5bed0eb9-15b6-4dad-940e-759190223228,2821,,"[95.9, 27.9]",69268,62,,,,,-0.22234878,,Left Foot,,,,"[107.4, 25.3]",,Ground Pass,,11.79025,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,133,Barcelona,217,['a9b209ba-a2ad-48cf-8ebc-759cdc74b918'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:44.202,Pass,,2011/2012
,,,,,,,,,,,,,,,1.83945,,,,,,,,,,,,,aa5a8317-9ce2-4ced-aa87-b9b709564202,2824,,"[109.1, 25.8]",69268,62,,,,,1.2470537,,Left Foot,,,,"[119.2, 55.9]",,Ground Pass,,31.74933,,Out,,,,,,,,,,2,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,133,Barcelona,217,,45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:45.854,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9141,,,,,,,,,,,,,34e9e0d9-3e95-47ec-986f-30b51389369e,2825,,"[7.0, 37.0]",69268,63,,,,,-1.4319113,,Right Foot,,,,"[9.6, 18.4]",,Ground Pass,,18.780842,,,,Mateo Pablo Musacchio,7034.0,,,,,,Goal Kick,2,From Goal Kick,Diego López Rodríguez,6768.0,Goalkeeper,134,Villarreal,222,['77579285-afaf-4958-9e03-2951417f9a00'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:18:00.835,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2076,,,,,,,,,,,,,4eda75b9-05e6-434c-b10a-17016f153ca8,2828,,"[14.0, 16.4]",69268,63,,,,,-0.4241944,,Right Foot,,,,"[38.8, 5.2]",,Ground Pass,,27.211761,,,,Joan Oriol i Gràcia,26721.0,,,,,,,2,From Goal Kick,Mateo Pablo Musacchio,7034.0,Left Center Back,134,Villarreal,222,['925e5130-669c-4e2e-ae7f-ae90afbb03f8'],3,,,,,,,,,,,,,,,,,,,Villarreal,222,00:18:03.213,Pass,,2011/2012
,,,,,,,,,,,,,,,0.409712,,,,,,,,,,,,,63c316e8-d950-4025-8a8c-7b5bbee399f4,2831,,"[38.8, 5.2]",69268,63,,,,,-0.16697016,,Right Foot,,,,"[47.7, 3.7]",,Ground Pass,,9.025519,,,,Mubarak Wakaso,6626.0,,,,,,,2,From Goal Kick,Joan Oriol i Gràcia,26721.0,Left Back,134,Villarreal,222,['c3bff5e3-a627-4396-a2c7-ec47a610b11d'],5,,,,,,,,,,,,,,,,,,,Villarreal,222,00:18:05.209,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8598,,,,,,,,,,,,,d029ee0d-c060-4603-9eba-3fcab95ce373,2834,,"[47.7, 3.7]",69268,63,,,,,1.8473103,,Left Foot,,,,"[45.6, 11.1]",,Low Pass,,7.692204,,Incomplete,,Joan Oriol i Gràcia,26721.0,,,,,,,2,From Goal Kick,Mubarak Wakaso,6626.0,Left Midfield,134,Villarreal,222,"['08fd30e6-968e-4b41-921b-ab1007284a16', '4a5bbfc1-66c1-41cf-a9d1-07666ac3f09b']",6,,,,,,,,,,,,,,,,,,,Villarreal,222,00:18:06.039,Pass,,2011/2012
