50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.3547,,,,,,,,,,,,f3ef2dc1-05d8-4979-912a-ff5be96bac78,2751,,"[72.5, 27.6]",69330,65,,,,,-3.0188363,,Left Foot,,,,"[57.1, 25.7]",,Ground Pass,,15.516766,,,,Fernando Amorebieta Mardaras,26028.0,,,,,,2,Regular Play,Markel Susaeta Laskurain,6390.0,Left Wing,158,Athletic Club,215,"['43b2f95d-e88a-40e0-809a-1e7db69f7b6d', '76442b8f-8758-4324-a449-2e820be3f921']",11,,,,,,,,,,,,,,,Athletic Club,215,00:20:11.416,Pass,True,2011/2012
,,,,,,,,,,,,,,,,4.227482,,,,,,,,,,,,5395b882-ebbf-4806-92ac-3981cf011352,2754,,"[58.5, 25.0]",69330,65,,,,,-0.26747206,,Left Foot,,,,"[120.9, 7.9]",,High Pass,,64.700615,,Out,,Jon Aurtenetxe Borde,26788.0,,,,,,2,Regular Play,Fernando Amorebieta Mardaras,26028.0,Left Center Back,158,Athletic Club,215,['60e6d4d7-b3fe-4ec2-97a6-418e825b9ccc'],13,,,,,,,,,,,,,,,Athletic Club,215,00:20:13.667,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.2965,,,,,,,,,,,,742243ba-ffd4-4d96-91d5-d29451e89fb2,2756,,"[6.0, 44.0]",69330,65,,,,,0.5025772,,Right Foot,,,,"[49.3, 67.8]",,High Pass,,49.409817,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,159,Barcelona,217,"['fbc573d6-c1ab-4507-951f-1fd0a9d870f3', 'fec0dd38-9c3a-42a9-b7d1-de93d71c418f']",34,,,,,,,,,,,,,,,Barcelona,217,00:20:34.930,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.66434,,,,,,,,,,,,ca4c2a82-82d2-4fb6-be20-4bc67cb56ae1,2759,,"[51.0, 80.0]",69330,65,,,,,-0.9272952,,,,,,"[69.0, 56.0]",,High Pass,,30.0,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Wing Back,160,Barcelona,217,['a1428a3f-0866-440d-9d31-c1ac65f49003'],51,,,,,,,,,,,,,,,Barcelona,217,00:20:51.130,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.1261,,,,,,,,,,,,9c77ce99-4cdf-4e9d-b466-6b58fa59b3fd,2765,,"[75.3, 59.8]",69330,66,,True,,,-1.0659349,,Right Foot,,,,"[77.4, 56.0]",,Ground Pass,,4.3416586,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,161,Barcelona,217,['cddc7ef2-19ec-4001-b6bc-4b232f2818f6'],15,,,,,,,,,,,,,,,Barcelona,217,00:21:15.257,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.759035,,,,,,,,,,,,a9885dec-247b-439c-a16c-7829a43d05cb,2769,,"[77.2, 53.3]",69330,66,,,,,0.6248862,,Left Foot,,,,"[89.4, 62.1]",,Ground Pass,,15.042606,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,161,Barcelona,217,['3c56792a-d00c-4f89-a303-4bb36e606056'],17,,,,,,,,,,,,,,,Barcelona,217,00:21:17.183,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.633173,,,,,,,,,,,,fc688302-361b-4913-b00a-31e6e692bbcc,2773,,"[87.3, 61.1]",69330,66,,,,,-0.93934286,,Right Foot,,,,"[92.2, 54.4]",,Ground Pass,,8.300602,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Center Attacking Midfield,161,Barcelona,217,"['1cac7728-aa3a-480d-a50e-ad82778f5c57', 'e9d4ace7-58d7-4ee3-9b1a-1ae6ef38ea2f']",18,,,,,,,,,,,,,,,Barcelona,217,00:21:18.304,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.195834,,,,,,,,,,,,0f8e3212-39b3-4b9c-a7e8-f485950f0e6c,2784,,"[21.3, 7.8]",69330,66,,,,,1.0902011,,Right Foot,,,,"[27.4, 19.5]",,Ground Pass,,13.194695,,,,Jon Aurtenetxe Borde,26788.0,,,,,,2,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,162,Athletic Club,215,['4153bb0b-180f-472c-8473-58fb2c71499b'],24,,,,,,,,,,,,,,,Athletic Club,215,00:21:24.762,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.4751,,,,,,,,,,,,9198b19c-42ff-42ef-8079-e1e68bfc68f5,2787,,"[28.4, 24.5]",69330,66,,,,,-2.7878125,,Left Foot,,,,"[10.8, 18.0]",,Ground Pass,,18.76193,,,,Javier Martínez Aginaga,9399.0,,,,,,2,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,162,Athletic Club,215,['bd8c8479-68e2-4aeb-bbed-7193b4097467'],26,,,,,,,,,,,,,,,Athletic Club,215,00:21:26.324,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.512408,,,,,,,,,,,,d8e67e2f-7556-4627-bb94-019acb199fdf,2790,,"[10.4, 15.5]",69330,66,,,,,-0.21255212,,Left Foot,,,,"[57.2, 5.4]",,High Pass,,47.87745,,Incomplete,,,,,,,,,2,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,162,Athletic Club,215,['9f7f4a64-dfa3-4f3a-875e-e554a709f518'],28,,,,,,,,,,,,,,,Athletic Club,215,00:21:28.962,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.9793,,,,,,,,,,,,1d02ce96-be53-43b7-99b0-080212f33dac,2794,,"[58.9, 75.4]",69330,66,,,,,-2.4197452,,Left Foot,,,,"[47.2, 65.1]",,Ground Pass,,15.587815,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Wing Back,163,Barcelona,217,"['2ccb40a4-cb3c-4ab1-9ef3-9402760ae456', 'f38d34b1-aa0a-4cef-b89a-b7ccdaee9f9b']",33,,,,,,,,,,,,,,,Barcelona,217,00:21:33.551,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.225687,,,,,,,,,,,,29bda3d6-c107-4c09-bed5-33d2fd44baf0,2797,,"[46.1, 65.1]",69330,66,,,,,-1.5443125,,Right Foot,,,,"[46.5, 50.0]",,Ground Pass,,15.105297,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,163,Barcelona,217,"['cd6c3def-7cfa-4030-b944-1f18bc533bd1', 'f38d34b1-aa0a-4cef-b89a-b7ccdaee9f9b']",34,,,,,,,,,,,,,,,Barcelona,217,00:21:34.800,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.76511,,,,,,,,,,,,2e2feed9-959b-4fc9-9250-f2b569aab6e6,2800,,"[52.2, 30.8]",69330,66,,,,,-1.7043253,,Right Foot,,,,"[49.5, 10.7]",,Ground Pass,,20.280533,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,163,Barcelona,217,['3353a605-9819-4386-b7fa-652181df37c0'],39,,,,,,,,,,,,,,,Barcelona,217,00:21:39.246,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.783184,,,,,,,,,,,,33a9342a-35d5-4cf9-bcac-f5e2d7cff86c,2803,,"[47.4, 10.7]",69330,66,,,,,0.90675014,,Left Foot,,,,"[56.4, 22.2]",,Ground Pass,,14.603082,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,163,Barcelona,217,['0aeb6477-7c6e-481a-a9e7-00b76e4bce73'],41,,,,,,,,,,,,,,,Barcelona,217,00:21:41.359,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.743543,,,,,,,,,,,,5280d617-4822-4343-93de-fe50e413f9ac,2806,,"[56.8, 22.8]",69330,66,,,,,-0.846097,,Right Foot,,,,"[65.3, 13.2]",,Ground Pass,,12.822247,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,163,Barcelona,217,['a07c5b48-c27e-48cc-834b-b3d99e22f3bf'],42,,,,,,,,,,,,,,,Barcelona,217,00:21:42.803,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.572981,,,,,,,,,,,,67392107-5fd4-4762-9e90-819a034ebac2,2810,,"[85.4, 9.8]",69330,66,,,,,1.0594321,bd95662d-c809-4e82-ab0e-ee413bb1feaa,Left Foot,,,,"[93.2, 23.7]",,Ground Pass,,15.938946,,,,Adriano Correia Claro,22102.0,True,,,,,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,163,Barcelona,217,"['5fd281ad-c4e1-4e10-be64-d9bba04a9a6b', '667fbac7-6b2a-4dd7-b702-cf55b082c239']",46,,,,,,,,,,,,,,,Barcelona,217,00:21:46.335,Pass,True,2011/2012
,,,,,,,,,,,,,,,,3.085,,,,,,,,,,,,ab5e8cf5-8588-41cb-84e3-5615b813977a,2815,,"[7.0, 37.0]",69330,67,,,,,0.080229424,,Right Foot,,,,"[66.7, 41.8]",,High Pass,,59.892654,,,,Ander Herrera Agüera,3606.0,,,,,Goal Kick,2,From Goal Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,164,Athletic Club,215,['61634dfd-985b-48fb-8637-e46cd6b166cf'],12,,,,,,,,,,,,,,,Athletic Club,215,00:22:12.350,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.87309,,,,,,,,,,,,4a6b0802-2d19-4f0e-91e1-d5cfb856923e,2817,,"[67.5, 41.8]",69330,67,,,,True,-0.33379817,,,,,,"[104.7, 28.9]",,High Pass,,39.373215,,Incomplete,,,,,,,,,2,From Goal Kick,Ander Herrera Agüera,3606.0,Center Attacking Midfield,164,Athletic Club,215,"['406fe956-4c3e-425c-a71f-89a2f2c0623d', 'a835ed68-4bcd-415b-a450-1b3f4cc3160f']",15,,,,,,,,,,,,,,,Athletic Club,215,00:22:15.435,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.866557,,,,,,,,,,,,c4387d05-d0f9-4566-bd89-29916da522fc,2821,,"[16.7, 51.8]",69330,67,,,,,-1.0651023,,Right Foot,,,,"[23.4, 39.7]",,Ground Pass,,13.831124,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,165,Barcelona,217,['341a3b63-e239-4557-a575-043445c1e969'],20,,,,,,,,,,,,,,,Barcelona,217,00:22:20.515,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.527961,,,,,,,,,,,,d996ed07-8ee7-437f-b47a-bb25ac7129a9,2824,,"[26.4, 37.8]",69330,67,,,,,1.4810907,,Right Foot,,,,"[28.1, 56.7]",,Ground Pass,,18.976301,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,165,Barcelona,217,['3caf5669-cafa-43c9-831c-10bccba86d7e'],24,,,,,,,,,,,,,,,Barcelona,217,00:22:24.398,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.633868,,,,,,,,,,,,a362e6be-17c7-4bc5-b09d-e5f552735c02,2827,,"[28.1, 56.7]",69330,67,,,,,-0.66345716,,Right Foot,,,,"[51.0, 38.8]",,Ground Pass,,29.065788,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,165,Barcelona,217,['71b3f0c8-97c7-4259-ad1b-5ccfd312df6b'],27,,,,,,,,,,,,,,,Barcelona,217,00:22:27.618,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.810585,,,,,,,,,,,,784ae640-c8d3-4876-80ae-db09c3fe6aac,2831,,"[74.1, 39.9]",69330,67,,,,,1.7483925,,Right Foot,,,,"[72.0, 51.6]",,Ground Pass,,11.886968,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,165,Barcelona,217,['63bf49b8-e417-4a4c-90cb-195317e29909'],33,,,,,,,,,,,,,,,Barcelona,217,00:22:33.999,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.30348,,,,,,,,,,,,3e16663a-883d-41bf-a4ca-9de1c244131d,2835,,"[76.4, 47.0]",69330,67,,,,,0.9757267,,Left Foot,,,,"[80.8, 53.5]",,Ground Pass,,7.8492036,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,165,Barcelona,217,['1b5e3ace-834a-4e0d-9e9d-dc35450aabce'],35,,,,,,,,,,,,,,,Barcelona,217,00:22:35.490,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.028927,,,,,,,,,,,,7851906b-84d3-40b4-aa66-e2b73fbac204,2840,,"[72.2, 53.1]",69330,67,,,,,0.5066739,,Right Foot,,,,"[92.2, 64.2]",,Ground Pass,,22.873785,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,165,Barcelona,217,['afd4ba8f-bec7-496f-b286-401f53fb8079'],40,,,,,,,,,,,,,,,Barcelona,217,00:22:40.383,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.1784,,,,,,,,,,,,63e4171b-5ecc-47fd-b72a-3e76d3f0fd62,2844,,"[90.7, 58.6]",69330,67,,,,,2.4440506,,Left Foot,,,,"[80.2, 67.4]",,Ground Pass,,13.7,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Center Attacking Midfield,165,Barcelona,217,"['4ee6b9d8-2e8a-42d5-b496-53f7141893a6', 'ed71cfde-1f91-437a-b368-f4bad6c240fa']",42,,,,,,,,,,,,,,,Barcelona,217,00:22:42.432,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.441014,,,,,,,,,,,,695d7037-89a2-43a7-aabc-5f8891d1aa90,2847,,"[78.5, 65.3]",69330,67,,,,,-0.34653887,,Right Foot,,,,"[100.1, 57.5]",,Low Pass,,22.96519,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Wing Back,165,Barcelona,217,['40bbf9e1-287c-4911-a2ad-bf9826ee969d'],44,,,,,,,,,,,,,,,Barcelona,217,00:22:44.189,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.617049,,,,,,,,,,,,ae3ad92e-e2ef-41ae-9c3b-0d2fb6e2813a,2855,,"[120.0, 80.0]",69330,69,,,,,-2.2987864,,Left Foot,,,,"[115.9, 75.4]",,Ground Pass,,6.16198,,,,Francesc Fàbregas i Soler,3478.0,,,,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,167,Barcelona,217,['5f794ae7-99d2-4a67-acf4-c7a5b5b02878'],16,,,,,,,,,,,,,,,Barcelona,217,00:24:16.226,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.002538,,,,,,,,,,,,b10af47c-eed7-43b7-bde6-bc5d24476370,2858,,"[115.9, 75.4]",69330,69,,,,,-2.711266,,Right Foot,,,,"[91.5, 64.2]",,Low Pass,,26.84772,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,167,Barcelona,217,['2c93125e-682b-490f-b7b0-941e2525eb9f'],17,,,,,,,,,,,,,,,Barcelona,217,00:24:17.828,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.1388,,,,,,,,,,,,a7132f61-23cb-45cb-9308-a35b13f517aa,2861,,"[91.5, 64.2]",69330,69,,,,,-0.8593372,,Right Foot,,,,"[94.0, 61.3]",,High Pass,,3.8288379,,Incomplete,,,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Wing Back,167,Barcelona,217,['3cf59d6a-8be0-4bf5-a0f7-a2a919a0bf8f'],20,,,,,,,,,,,,,,,Barcelona,217,00:24:20.704,Pass,,2011/2012
,,,,,,,,,,,,,,,,4.6902,,,,,,,,,,,,e30f3683-b6db-4f87-8335-ebda4be9e60d,2863,,"[76.0, 68.2]",69330,69,,,,,-2.5899377,,Right Foot,,,,"[60.4, 58.6]",,High Pass,,18.317205,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,2,From Corner,Daniel Alves da Silva,4324.0,Right Wing Back,167,Barcelona,217,['ca08c7e4-c0ea-48d1-abbe-245f8a2e7b45'],22,,,,,,,,,,,,,,,Barcelona,217,00:24:22.846,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.0515,,,,,,,,,,,,48820535-3d52-424e-9fee-0ec5fd280f7b,2867,,"[58.9, 63.8]",69330,69,,,,,-1.2017727,,Right Foot,,,,"[65.9, 45.7]",,Low Pass,,19.406443,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Corner,Javier Alejandro Mascherano,5506.0,Right Center Back,167,Barcelona,217,['07c78520-e429-486a-89e3-4c8f65916b31'],28,,,,,,,,,,,,,,,Barcelona,217,00:24:28.485,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.526749,,,,,,,,,,,,dd0f5887-d26f-4791-8f6e-ed1ffd6ef1a3,2870,,"[66.7, 45.7]",69330,69,,,,,0.73625743,,Right Foot,,,,"[82.7, 60.2]",,Low Pass,,21.592823,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,167,Barcelona,217,"['5956d0a4-d2e7-47d6-9445-90b2a18825bd', '5e00b368-0150-4148-b6fe-e6b0ad0832f1']",29,,,,,,,,,,,,,,,Barcelona,217,00:24:29.576,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.289761,,,,,,,,,,,,94e67660-a7c7-437b-84b9-96f828851bc2,2875,,"[37.9, 22.9]",69330,69,,,,,1.7851918,,Left Foot,,,,"[35.2, 35.3]",,Ground Pass,,12.690548,,,,Fernando Amorebieta Mardaras,26028.0,,,,,,2,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,168,Athletic Club,215,"['39885cc7-a6da-4e4a-9fa9-4c6f24d4150c', 'a1ea6934-79ff-4495-9fa3-0b951ecb056a']",31,,,,,,,,,,,,,,,Athletic Club,215,00:24:31.605,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.695783,,,,,,,,,,,,df36f0d9-7841-4e7f-aa9b-e3e55abc3e5c,2879,,"[30.1, 34.2]",69330,69,,,,,2.7509856,,Left Foot,,,,"[14.8, 40.5]",,Ground Pass,,16.546299,,,,Gorka Iraizoz Moreno,6576.0,,,,,,2,Regular Play,Fernando Amorebieta Mardaras,26028.0,Left Center Back,168,Athletic Club,215,"['1f8504c2-817e-4184-8e76-daa2de84e716', 'bcaa4e2f-ee01-4d13-b0d5-fb7842895c05']",33,,,,,,,,,,,,,,,Athletic Club,215,00:24:33.339,Pass,True,2011/2012
,,,,,,,,,,,,,,,,3.6589,,,,,,,,,,,,489a7b94-b76a-4ddf-9622-8e5bbc0a8f0e,2882,,"[17.1, 42.4]",69330,69,,,,,-0.029540394,,Right Foot,,,,"[81.4, 40.5]",,High Pass,,64.328064,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,2,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,168,Athletic Club,215,"['3e8c4ad4-5feb-4410-a8dd-ab2c5ff1074a', '86f289d1-a4b8-4971-b6f4-4c9fa39d9e95']",35,,,,,,,,,,,,,,,Athletic Club,215,00:24:35.075,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.3807,,,,,,,,,,,,86f289d1-a4b8-4971-b6f4-4c9fa39d9e95,2884,,"[39.6, 40.5]",69330,69,,,,,0.552153,,Head,,,,"[50.8, 47.4]",,High Pass,,13.154847,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,168,Athletic Club,215,"['063542f9-77fb-42ec-af02-32f6efcd4bc4', '489a7b94-b76a-4ddf-9622-8e5bbc0a8f0e', 'ca8d0f6c-5fb3-442f-b224-937f334f4c24']",38,,,,,,,,,,,,,,,Barcelona,217,00:24:38.734,Pass,,2011/2012
,,,,,,,,,,,,,,,,5.259024,,,,,,,,,,,,ca8d0f6c-5fb3-442f-b224-937f334f4c24,2886,,"[70.2, 33.6]",69330,69,,,,,0.79399395,,Head,,,,"[87.5, 51.2]",,High Pass,,24.678938,,Incomplete,,Iker Muniain Goñi,6842.0,,,,,Recovery,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Defensive Midfield,168,Athletic Club,215,"['7c7e5eaf-7f1d-4819-99e4-22dc434b8316', '86f289d1-a4b8-4971-b6f4-4c9fa39d9e95', '90366ae4-f047-451d-a17f-7cfe38dbd1e7']",40,,,,,,,,,,,,,,,Athletic Club,215,00:24:40.114,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.6526,,,,,,,,,,,,cb4a317a-3aca-4b1c-8a6c-8afa9861b618,2890,,"[27.6, 21.6]",69330,69,,,,,-0.4214192,,Right Foot,,,,"[56.6, 8.6]",,Low Pass,,31.780497,,Incomplete,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,169,Barcelona,217,"['6047ea1b-c13b-4525-a1fd-d71e2f30a9c8', '9bfab68d-1504-473f-b58e-092da76a4c73']",49,,,,,,,,,,,,,,,Barcelona,217,00:24:49.598,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.344222,,,,,,,,,,,,56b2c2f8-9027-4176-87c1-0731f221ffad,2895,,"[14.8, 39.9]",69330,69,,,,,0.8224183,,Keeper Arm,,,,"[23.9, 49.7]",,Ground Pass,,13.373481,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,169,Barcelona,217,['32ba569a-7c3e-44c4-bec6-fd806188e1dc'],55,,,,,,,,,,,,,,,Barcelona,217,00:24:55.236,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.1804,,,,,,,,,,,,bd73fafa-4da1-4009-aa2f-2dde8d7f1615,2898,,"[48.7, 55.4]",69330,70,,,,,-0.26339763,,Right Foot,,,,"[93.2, 43.4]",,High Pass,,46.08959,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,169,Barcelona,217,"['0289f82b-0fcf-42a3-bee2-778e4b8e9b35', 'dce9a78f-8874-4f62-a82c-08815b396afb']",0,,,,,,,,,,,,,,,Barcelona,217,00:25:00.589,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.2362,,,,,,,,,,,,e52804f3-b721-4637-bfe8-18bcad9df5de,2901,,"[22.8, 42.2]",69330,70,,,,,-1.4004213,,Head,,,,"[24.4, 32.9]",,Low Pass,,9.436631,,,,Jon Aurtenetxe Borde,26788.0,,,,,Recovery,2,Regular Play,Javier Martínez Aginaga,9399.0,Right Center Back,170,Athletic Club,215,['46b665a5-766f-41c6-9717-d1a7cf96c9b5'],5,,,,,,,,,,,,,,,Athletic Club,215,00:25:05.169,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.0611,,,,,,,,,,,,8c67613c-cf76-4151-8018-d7deec056aff,2904,,"[24.4, 32.7]",69330,70,,,,,0.1952579,,Right Foot,,,,"[69.4, 41.6]",,High Pass,,45.87167,,,,Fernando Llorente Torres,3486.0,,,,,,2,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,170,Athletic Club,215,['c5d75cec-3d51-4d31-9bde-f68531c49155'],6,,,,,,,,,,,,,,,Athletic Club,215,00:25:06.526,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.3777,,,,,,,,,,,,b8de6d9f-6b29-4791-9b9d-e4888b46db2a,2906,,"[68.8, 40.9]",69330,70,,,,,-1.8394994,,Head,,,,"[65.0, 27.1]",,Low Pass,,14.31363,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,170,Athletic Club,215,['68f6dade-e4a6-4df6-ba5d-c51d5ad023eb'],9,,,,,,,,,,,,,,,Athletic Club,215,00:25:09.627,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.6769,,,,,,,,,,,,52a97322-70ea-4760-98a3-c978d7f94ed1,2911,,"[79.9, 13.2]",69330,70,,,,,-0.15216914,,Right Foot,,,,"[111.2, 8.4]",,Low Pass,,31.665913,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,2,Regular Play,Ander Iturraspe Derteano,6388.0,Left Defensive Midfield,170,Athletic Club,215,"['7c795982-16d8-46b0-9746-0bed1084eec4', '9441259c-0b10-4f11-80f4-c40cddd3efc5']",15,,,,,,,,,,,,,,,Athletic Club,215,00:25:15.451,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,15199799-50a0-4148-93cd-9304790618cf,2915,,"[115.4, 1.0]",69330,70,,,,,2.2804775,,,,,,"[108.7, 8.8]",,Low Pass,,10.28251,,,,Markel Susaeta Laskurain,6390.0,,,,,Throw-in,2,From Throw In,Jon Aurtenetxe Borde,26788.0,Left Back,171,Athletic Club,215,['32e67746-7615-453b-b47a-fb1dd6bb6877'],37,,,,,,,,,,,,,,,Athletic Club,215,00:25:37.899,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,4d20f92a-e588-4d72-af96-312b294d0a56,2917,,"[108.1, 7.5]",69330,70,,True,,,-0.5028432,,Right Foot,,,,"[116.1, 3.1]",,Ground Pass,,9.13017,,,,Jon Aurtenetxe Borde,26788.0,,,,,,2,From Throw In,Markel Susaeta Laskurain,6390.0,Left Wing,171,Athletic Club,215,['51a1857d-2d36-420e-9644-fc94cc14b3e0'],39,,,,,,,,,,,,,,,Athletic Club,215,00:25:39.918,Pass,,2011/2012
