bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.160343,,,,,,,,,,,,d9c0187a-9dce-4351-b856-f7c72183d123,30,,"[74.0, 10.3]",303610,0,,,,2.7974706,,Left Foot,,"[56.7, 16.5]",,Ground Pass,,18.377432,,,Germán Sánchez Barahona,24134.0,,,,,,1,From Kick Off,Dimitri Foulquier,4546.0,Left Back,2,Granada,1049,"['459bcc15-d090-4f0e-a5f5-386c1b6556db', 'e76871fd-3643-4436-9322-8483582505c0']",13,,,,,,,,,,,,,,,Granada,1049,00:00:13.560,Pass,True,2019/2020
,,,,,,,,,,,,,,,,3.122147,,,,,,,,,,,,1821af8c-cf83-4ba8-bf0f-dc623966f00e,33,,"[52.4, 18.7]",303610,0,,,,2.5998333,,Right Foot,,"[19.5, 38.5]",,Ground Pass,,38.398567,,,Rui Tiago Dantas da Silva,24140.0,,,,,,1,From Kick Off,Germán Sánchez Barahona,24134.0,Left Center Back,2,Granada,1049,['19ce1ba4-3fde-419e-a7eb-52890cbe8148'],16,,,,,,,,,,,,,,,Granada,1049,00:00:16.373,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.728808,,,,,,,,,,,,946b7f71-2c5b-4bf2-8a5e-c301207d5e67,37,,"[20.8, 35.5]",303610,0,,,,-0.57142955,,Left Foot,,"[75.7, 0.2]",,High Pass,,65.26944,,Out,Darwin Daniel Machís Marcano,11501.0,,,,,,1,From Kick Off,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,2,Granada,1049,['e5285773-7a31-4fef-aa7e-b9f8081a19b1'],20,,,,,,,,,,,,,,,Granada,1049,00:00:20.576,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.563369,,,,,,,,,,,,7278a988-83bb-489d-bb9e-2d4a95625a92,39,,"[44.4, 80.0]",303610,0,,,,-2.6846902,,,,"[20.6, 68.3]",,High Pass,,26.52037,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Center Back,3,Barcelona,217,['19375edc-2b4a-4614-a063-cf9ba4abe03b'],29,,,,,,,,,,,,,,,Barcelona,217,00:00:29.504,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.884487,,,,,,,,,,,,d2cbc5cb-d8a3-499e-99c1-cec30076f5c7,43,,"[25.2, 53.2]",303610,0,,,,1.2822089,,Right Foot,,"[29.0, 66.0]",,Ground Pass,,13.352154,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,"['069f5711-e460-4b31-a585-5e4ce2d61406', 'f879b543-0110-4d23-a3aa-273a17d6fe0a']",36,,,,,,,,,,,,,,,Barcelona,217,00:00:36.852,Pass,True,2019/2020
,,,,,,,,,,,,,,,,2.056737,,,,,,,,,,,,e0ad565c-81e5-4b6b-bf42-44f2e13980aa,46,,"[29.0, 66.0]",303610,0,,,,-2.2879248,,Right Foot,,"[7.2, 41.0]",,Ground Pass,,33.169865,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Center Back,3,Barcelona,217,['97f01417-526b-498e-92f0-82b829c49715'],38,,,,,,,,,,,,,,,Barcelona,217,00:00:38.454,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.210199,,,,,,,,,,,,69c19f79-ff8d-44af-8696-c650bd6866ef,49,,"[7.2, 41.0]",303610,0,,,,-1.3285878,,Right Foot,,"[11.4, 24.0]",,Ground Pass,,17.511139,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['d7c6abf8-9c23-4056-a38f-c53d80a58b78'],41,,,,,,,,,,,,,,,Barcelona,217,00:00:41.227,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.285717,,,,,,,,,,,,24e34d67-0e79-450e-b701-de20feba5f6f,52,,"[11.4, 24.0]",303610,0,,,,2.1112158,,Left Foot,,"[2.1, 39.5]",,Ground Pass,,18.07595,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['28264299-65e3-448c-b268-9cd9307700a7'],43,,,,,,,,,,,,,,,Barcelona,217,00:00:43.632,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.766272,,,,,,,,,,,,845b4701-fae2-4ade-afa9-774841a56cfa,56,,"[3.0, 37.7]",303610,0,,,,-0.15902318,,Left Foot,,"[13.6, 36.0]",,Ground Pass,,10.7354555,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['662f8be0-1958-4885-a825-e442431eb85e', '754c6876-b0d5-4a02-997e-ed8092f455bb']",45,,,,,,,,,,,,,,,Barcelona,217,00:00:45.815,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.357015,,,,,,,,,,,,dc8bbfaf-d2d8-4c5a-bd85-0137b120f440,59,,"[13.6, 36.0]",303610,0,,,,1.8709675,,Right Foot,,"[9.7, 48.6]",,Ground Pass,,13.189769,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['4eeaa332-e09f-459d-b493-005186804c55'],46,,,,,,,,,,,,,,,Barcelona,217,00:00:46.621,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.660252,,,,,,,,,,,,5e280ddb-bbe8-4fcb-9e5f-15e219df7fb8,62,,"[9.7, 51.1]",303610,0,,,,1.6149665,,Right Foot,,"[8.9, 69.2]",,Ground Pass,,18.11767,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['2cf6e2bc-d5c7-4ae6-9746-a13fbc545678'],48,,,,,,,,,,,,,,,Barcelona,217,00:00:48.242,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.098047,,,,,,,,,,,,e81029d0-3b44-4e25-9a4a-8dbc8c145f14,66,,"[13.6, 71.3]",303610,0,,,,-2.0434258,,Right Foot,,"[6.8, 58.0]",,Ground Pass,,14.937536,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Center Back,3,Barcelona,217,"['8330b974-5abb-4a9b-8faf-c162a8c16f7c', 'cfc0c9df-8f56-4e94-8ee8-04588a290d48']",50,,,,,,,,,,,,,,,Barcelona,217,00:00:50.769,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.409276,,,,,,,,,,,,eeecf7f4-caa9-4274-af8a-5e55d7d44a78,70,,"[28.6, 60.6]",303610,0,,,,1.5327195,,Right Foot,,"[29.0, 71.1]",,Ground Pass,,10.507616,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,"['02fc4318-a941-4b04-8650-d39ae078a378', 'd68c1c68-8cde-47c1-8079-803cdccf1e62']",59,,,,,,,,,,,,,,,Barcelona,217,00:00:59.171,Pass,True,2019/2020
,,,,,,,,,,,,,,,,2.24312,,,,,,,,,,,,010749db-bc1a-4bc7-8627-1fe92ad02d2f,73,,"[29.0, 71.1]",303610,1,,,,-2.183397,,Right Foot,,"[8.9, 42.5]",,Ground Pass,,34.956688,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Center Back,3,Barcelona,217,['46c016a3-5025-4aed-86f2-6e3e64371db1'],0,,,,,,,,,,,,,,,Barcelona,217,00:01:00.620,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.402938,,,,,,,,,,,,33a182be-3fa5-4b95-9acf-886592bd2bfb,76,,"[8.9, 42.5]",303610,1,,,,-1.3060741,,Right Foot,,"[13.4, 25.9]",,Ground Pass,,17.199127,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['5f024f19-20c3-4001-9ac9-5817fde1fe6e'],2,,,,,,,,,,,,,,,Barcelona,217,00:01:02.943,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.416872,,,,,,,,,,,,fc45b73c-09f4-4a66-8e22-5decb8279d37,79,,"[29.0, 24.0]",303610,1,,,,-1.0992594,,Right Foot,,"[39.3, 3.8]",,Ground Pass,,22.674435,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['9aca143d-f969-4174-8bdb-f389f0d54792'],9,,,,,,,,,,,,,,,Barcelona,217,00:01:09.753,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.322407,,,,,,,,,,,,fd3e2ccd-33da-4b70-8a18-9dcffe20fac2,82,,"[39.3, 3.8]",303610,1,,,,2.3896394,,Left Foot,,"[25.4, 16.8]",,Ground Pass,,19.031815,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,['82aba6b3-cc17-4714-973b-68143230ef9e'],12,,,,,,,,,,,,,,,Barcelona,217,00:01:12.106,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.809768,,,,,,,,,,,,cb6ad22b-d033-45eb-96cf-6b95bb243b09,85,,"[29.0, 22.6]",303610,1,,,,1.0618539,,Left Foot,,"[36.7, 36.4]",,Ground Pass,,15.802848,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['875598f2-317c-4493-a6ff-e127899cf3a1'],14,,,,,,,,,,,,,,,Barcelona,217,00:01:14.820,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.291323,,,,,,,,,,,,fac0ab6a-eb19-4d6e-99c4-3e98a1ef35c4,88,,"[36.7, 36.4]",303610,1,,,,-2.1727145,,Left Foot,,"[28.8, 24.9]",,Ground Pass,,13.952061,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['71b97a16-8f59-4623-82d1-1520ff0168c4'],15,,,,,,,,,,,,,,,Barcelona,217,00:01:15.670,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.521532,,,,,,,,,,,,731dbeb6-a85f-4ffc-829e-5430b650736a,91,,"[28.8, 24.9]",303610,1,,,,1.8587056,,Left Foot,,"[21.9, 48.2]",,Ground Pass,,24.300205,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['7961ec18-cb2f-4683-b67f-832a23ed31b0'],17,,,,,,,,,,,,,,,Barcelona,217,00:01:17.777,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.630673,,,,,,,,,,,,3928ee0d-2de3-46fa-a79a-fd504e63998c,94,,"[26.3, 46.5]",303610,1,,,,-1.3696694,,Right Foot,,"[30.5, 25.9]",,Ground Pass,,21.023796,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,['ba39aa4c-c7cb-4bc8-a26b-9d57b12fc2e1'],20,,,,,,,,,,,,,,,Barcelona,217,00:01:20.824,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.993344,,,,,,,,,,,,f10bfe2f-822d-491a-86fa-96820d6aeb00,97,,"[31.1, 25.9]",303610,1,,,,-0.13209344,,Left Foot,,"[45.4, 24.0]",,Ground Pass,,14.425672,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['c4a2b998-7647-47cc-abe4-89a97c87d6da'],23,,,,,,,,,,,,,,,Barcelona,217,00:01:23.567,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.079876,,,,,,,,,,,,079fd13b-3867-496e-99eb-fb4c9b887bdc,101,,"[42.3, 14.2]",303610,1,,,,-1.0460006,,Right Foot,,"[48.9, 2.8]",,Ground Pass,,13.172699,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['1960616e-e818-41a1-8e94-5742ce18a8cd', 'a6de6c79-fee9-4ec9-9e8e-01a4bcd13b3d']",26,,,,,,,,,,,,,,,Barcelona,217,00:01:26.535,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.341696,,,,,,,,,,,,1206998c-6293-405e-ac9a-af3a9e0ce324,105,,"[48.3, 2.6]",303610,1,,,,2.9526954,,Left Foot,,"[27.9, 6.5]",,Ground Pass,,20.76945,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,['f46dbb5d-1cd9-49e5-adaa-be9404caaa62'],27,,,,,,,,,,,,,,,Barcelona,217,00:01:27.695,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.58843,,,,,,,,,,,,25edf772-e68e-406d-bb3a-750c60c16566,108,,"[27.9, 12.9]",303610,1,,,,1.888884,,Left Foot,,"[19.8, 37.5]",,Ground Pass,,25.899227,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['3fb8930f-8456-4228-b735-b7ef1a5af8bf'],30,,,,,,,,,,,,,,,Barcelona,217,00:01:30.632,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.499365,,,,,,,,,,,,733f6bb3-23ef-4ff9-9749-36c367b6fe5d,112,,"[36.7, 39.5]",303610,1,,,,-1.598262,,Right Foot,,"[36.2, 21.3]",,Ground Pass,,18.206867,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,3,Barcelona,217,"['959daa0b-53be-4e01-abd4-b566ab16a450', '9645dc50-1821-42b8-989e-0d7f919b1c93']",37,,,,,,,,,,,,,,,Barcelona,217,00:01:37.344,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.940982,,,,,,,,,,,,a14463de-5de3-42e4-a4d6-7231c6d81147,116,,"[48.7, 11.6]",303610,1,,,,0.8192017,,Left Foot,,"[58.7, 22.3]",,Ground Pass,,14.645477,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['7ec8a2b4-bb7d-415d-ad61-12bdb5db3bd9', 'e064eaf0-d88e-477a-a82a-2ac32f988957']",41,,,,,,,,,,,,,,,Barcelona,217,00:01:41.301,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.64704,,,,,,,,,,,,50899d14-fb12-41d0-8752-d3da95c5a58a,120,,"[58.2, 23.0]",303610,1,,,,-1.7798193,,Left Foot,,"[56.8, 16.4]",,Ground Pass,,6.746851,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Center Forward,3,Barcelona,217,"['41947d51-3780-4af6-8fce-0cf757d9853d', '49bacfb3-5a4b-4638-b082-40c87c7caf0b']",42,,,,,,,,,,,,,,,Barcelona,217,00:01:42.282,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.776922,,,,,,,,,,,,94ea604c-172e-489d-8eb6-b5bfb3af8670,123,,"[56.8, 16.4]",303610,1,,,,1.9416876,,Right Foot,,"[54.0, 23.6]",,Ground Pass,,7.725283,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['043c9d02-5dd1-4038-b2f5-cc3e4eee5613'],42,,,,,,,,,,,,,,,Barcelona,217,00:01:42.969,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.925935,,,,,,,,,,,,3e2812a9-b5b8-4a64-a276-3951f94d80e8,126,,"[54.0, 23.6]",303610,1,,,,0.9223139,,Right Foot,,"[63.7, 36.4]",,Ground Pass,,16.0602,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['e16c1883-94a6-41fe-8f07-ad5725d9aed6'],44,,,,,,,,,,,,,,,Barcelona,217,00:01:44.264,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.406482,,,,,,,,,,,,6a49d418-abde-425b-b7c8-a13a5c022cd1,129,,"[63.7, 36.4]",303610,1,,,,-1.1673774,,Right Foot,,"[67.2, 28.2]",,Ground Pass,,8.915716,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,['9995d678-feab-4f21-bba2-1788e714ad41'],45,,,,,,,,,,,,,,,Barcelona,217,00:01:45.297,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.68585,,,,,,,,,,,,9e312343-2030-45bf-98e0-421e379b9a33,134,,"[39.6, 34.4]",303610,1,,,,2.7026136,,Right Foot,,"[11.7, 47.5]",,Ground Pass,,30.822395,,,Rui Tiago Dantas da Silva,24140.0,,,,,Recovery,1,Regular Play,Dimitri Foulquier,4546.0,Left Back,4,Granada,1049,['1c3f9998-cabc-43de-8f1f-20b0c1da3d57'],48,,,,,,,,,,,,,,,Granada,1049,00:01:48.159,Pass,,2019/2020
,,,,,,,,,,,,,,,,3.358759,,,,,,,,,,,,94c56174-17b9-4535-a0f3-526ce91e5487,138,,"[11.7, 48.5]",303610,1,,,,0.14037499,,Right Foot,,"[57.7, 55.0]",,High Pass,,46.45697,,Incomplete,Ramon Olamilekan Azeez,24127.0,,,,,,1,Regular Play,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,4,Granada,1049,"['6c691432-3aba-45aa-8b81-13205e3fe47f', 'a849940f-0eff-44f8-8a39-480dcbf637fb']",50,,,,,,,,,,,,,,,Granada,1049,00:01:50.885,Pass,,2019/2020
