bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9445ae16-7c10-4b72-9f8d-681524423ddc,1,,,303610,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 31}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1abe7dae-ad7e-4fef-a992-ac8aae991ffa,2,,,303610,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24140, 'name': 'Rui Tiago Dantas da Silva'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 23807, 'name': 'Domingos Sousa Coutinho Meneses Duarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24134, 'name': 'Germán Sánchez Barahona'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 24052, 'name': 'Yan Brice Eteki'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 24143, 'name': 'Álvaro Vadillo Cifuentes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 24127, 'name': 'Ramon Olamilekan Azeez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 8866, 'name': 'Carlos Fernández Luna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Granada,1049,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ef2440b7-1b7e-4a09-8913-64b762cf5538,3,,,303610,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['3e5bdefd-2d32-4965-9478-50ef08ec381e'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3e5bdefd-2d32-4965-9478-50ef08ec381e,4,,,303610,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['ef2440b7-1b7e-4a09-8913-64b762cf5538'],0,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,50de5556-2152-4cf1-ac0d-279a1cbe9a57,2325,,,303610,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Barcelona,217,['5e190513-fdfb-4134-9766-c95367be3dab'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5e190513-fdfb-4134-9766-c95367be3dab,2326,,,303610,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Barcelona,217,['50de5556-2152-4cf1-ac0d-279a1cbe9a57'],0,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,0.551598,,,,,,,,,,,,4bd067fe-25c7-470f-9e47-2bb92ab9791a,5,,"[61.0, 40.1]",303610,0,,,,-1.2490457,,Right Foot,,"[61.4, 38.9]",,Ground Pass,,1.264911,,,Álvaro Vadillo Cifuentes,24143.0,,,,,Kick Off,1,From Kick Off,Ramon Olamilekan Azeez,24127.0,Center Attacking Midfield,2,Granada,1049,['f379be2e-4ec7-472e-8442-a3ce2f88256a'],0,,,,,,,,,,,,,,,Granada,1049,00:00:00.520,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.957448,,,,,,,,,,,,4767e245-e0af-42b3-ba30-42196488fd4d,8,,"[63.6, 37.2]",303610,0,,,,-0.3775302,,Right Foot,,"[92.6, 25.7]",,High Pass,,31.196955,,,Carlos Fernández Luna,8866.0,,,,,,1,From Kick Off,Álvaro Vadillo Cifuentes,24143.0,Right Wing,2,Granada,1049,['fed434b4-1845-4d90-a1d7-0e456631f621'],1,,,,,,,,,,,,,,,Granada,1049,00:00:01.957,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.804172,,,,,,,,,,,,2e7628a3-26e7-4af5-a6fd-b7860845e0ba,14,,"[35.6, 52.1]",303610,0,,,,2.5148497,,Left Foot,,"[29.8, 56.3]",,Low Pass,,7.1610055,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Granada,1049,['6ef0e5ad-5f98-4ea6-bbe5-cf18276a7988'],5,,,,,,,,,,,,,,,Barcelona,217,00:00:05.887,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.370456,,,,,,,,,,,,c72acd48-84a0-471a-b082-5e48230d2700,26,,"[87.1, 12.4]",303610,0,,,,-2.7505445,,Right Foot,,"[75.7, 7.7]",,Ground Pass,,12.330855,,,Dimitri Foulquier,4546.0,,,,,,1,From Kick Off,Carlos Fernández Luna,8866.0,Center Forward,2,Granada,1049,"['c953c72d-1a33-4d45-8fb7-9aa6a2577f6a', 'e318dd25-694e-449a-95b0-244f69d5b9cf']",11,,,,,,,,,,,,,,,Granada,1049,00:00:11.115,Pass,True,2019/2020
