50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.56132,,,,,,,,,,,,,,,d0afb446-12e3-4997-8ac0-a298e906a5b6,2110,,"[96.8, 42.3]",303666,53,,,,-0.8329813,,Left Foot,,,,"[103.8, 34.6]",Ground Pass,,10.406248,,,Incomplete,,Nélson Cabral Semedo,6374.0,,,Through Ball,True,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,102,Barcelona,217,"['6c501094-f5f6-416a-82ef-fa756977d15e', '81c7aea4-b7d2-4281-9da8-a700e9f7798f', 'bfb94efd-eada-43ac-bd84-8c5a71a0484e']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:00.826,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.922948,,,,,,,,,,,,,,,15f05f56-3f95-4e23-a660-34fe47ee74c1,2121,,"[34.0, 70.5]",303666,53,,,,-1.7968647,,Left Foot,,,,"[31.7, 60.5]",Ground Pass,,10.261091,,,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,2,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,103,Granada,1049,"['8c137f9d-e370-47d9-b82f-4bff0383d41f', 'a36d8041-e357-499b-8c25-bd750a256938']",9,,,,,,,,,,,,,,,,,,Granada,1049,00:08:09.988,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,5.399793,,,,,,,,,,,,,,,40a61bb6-3037-415e-8174-fd960641dedb,2124,,"[31.7, 60.5]",303666,53,,,,0.04940156,,Right Foot,,,,"[94.4, 63.6]",High Pass,,62.77659,,,Incomplete,,,,,,,,,2,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Defensive Midfield,103,Granada,1049,['500ac068-5b29-4751-8cf7-fdb913d79e1a'],11,,,,,,,,,,,,,,,,,,Granada,1049,00:08:11.031,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.269433,,,,,,,,,,,,,,,3a4038df-a1f8-4f12-ae4e-67b68763c588,2127,,"[37.4, 27.9]",303666,53,,,,-0.43113875,,Right Foot,,,,"[52.4, 21.0]",Ground Pass,,16.510906,,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,104,Barcelona,217,['788ea710-366f-4d3b-9c09-f4523e947a68'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:20.513,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.161492,,,,,,,,,,,,,,,2c50f96d-5a8b-401f-a9bd-ccdc74519530,2131,,"[62.0, 13.8]",303666,53,,,,1.5472713,,Right Foot,,,,"[62.4, 30.8]",Ground Pass,,17.004705,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,104,Barcelona,217,['54e57e03-02b7-4080-ae3f-3f57e1a8687d'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:26.521,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.536844,,,,,,,,,,,,,,,4302afa9-e186-42c1-94f2-fde0767d3c51,2134,,"[68.6, 45.4]",303666,53,,,,1.8102441,,Right Foot,,,,"[63.4, 66.7]",Ground Pass,,21.925556,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,104,Barcelona,217,['6eb76023-31a4-49de-bc77-5fa60c08a393'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:31.655,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.864464,,,,,,,,,,,,,,,72a31e74-fe26-473c-8198-204679ff966a,2138,,"[65.5, 66.9]",303666,53,,,,0.7194562,,Right Foot,,,,"[76.8, 76.8]",Ground Pass,,15.023315,,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,104,Barcelona,217,"['83c7cff4-f9fe-4091-96a0-9ca0494dea79', '9b0cbaae-2c81-425b-aec5-07fadc982b8a']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:33.805,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.924263,,,,,,,,,,,,,,,2eb06302-2a67-4ae0-aef8-2f871054bac5,2141,,"[76.8, 76.8]",303666,53,,,,-1.5889761,,Left Foot,,,,"[76.6, 65.8]",Low Pass,,11.001818,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Right Wing,104,Barcelona,217,['acad2e12-6e36-4d9e-8739-31d88bd2503b'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:34.984,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.887812,,,,,,,,,,,,,,,6b9546c5-05fb-4fc9-a79c-f6661fd2e7c8,2149,,"[29.6, 16.2]",303666,53,,,,-0.5147214,,Right Foot,,,,"[54.0, 2.4]",High Pass,,28.032124,,,,,Carlos Neva Tey,25702.0,,,,,,2,Regular Play,Germán Sánchez Barahona,24134.0,Left Center Back,105,Granada,1049,['ea3d7371-b77a-48b4-b602-965c4c9d2b56'],39,,,,,,,,,,,,,,,,,,Granada,1049,00:08:39.717,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,3.424506,,,,,,,,,,,,,,,efce7b1a-deab-44e7-afc7-acf8cf982764,2153,,"[63.8, 10.1]",303666,53,,,,-0.178676,,Right Foot,,,,"[93.7, 4.7]",Low Pass,,30.383713,,,,,Darwin Daniel Machís Marcano,11501.0,,,,,,2,Regular Play,Carlos Neva Tey,25702.0,Left Back,105,Granada,1049,['c085219f-1612-4279-b11a-25051a8cd433'],43,,,,,,,,,,,,,,,,,,Granada,1049,00:08:43.483,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.379005,,,,,,,,,,,,,,,356165c1-d20b-46bb-bd3c-76d57ea0b9a4,2156,,"[103.7, 8.7]",303666,53,,,,1.3380548,,Left Foot,,,,"[106.9, 22.2]",Low Pass,,13.874077,,,Incomplete,,,,,,,,,2,Regular Play,Darwin Daniel Machís Marcano,11501.0,Left Wing,105,Granada,1049,['308b5068-d189-4f8e-ac2e-6b1b3ac4c5bf'],48,,,,,,,,,,,,,,,,,,Granada,1049,00:08:48.677,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.264027,,,,,,,,,,,,,,,69c82b7e-d322-485e-af73-1003fe5908d8,2158,,"[120.0, 0.1]",303666,54,,,,1.7402778,,Right Foot,,,,"[116.8, 18.8]",Ground Pass,,18.97182,,,,,José Antonio Rodríguez Díaz,24126.0,,,,,Corner,2,From Corner,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,106,Granada,1049,['4435c429-61a8-49e3-8b88-a99580ab1044'],41,,,,,,,,,,,,,,,,,,Granada,1049,00:09:41.449,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.962936,,,,,,,,,,,,,,,5b93eda9-824f-434e-873c-f8a56ebf3fed,2161,,"[117.1, 17.2]",303666,54,,,,-2.3517103,,Right Foot,,,,"[106.0, 6.0]",Ground Pass,,15.76864,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,From Corner,José Antonio Rodríguez Díaz,24126.0,Right Wing,106,Granada,1049,['ac99fa0e-9f8d-4637-96a2-97c487814c09'],42,,,,,,,,,,,,,,,,,,Granada,1049,00:09:42.753,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,5.047625,,,,,,,,,,,,,,,7fa349ce-756a-4781-908b-35224abc38e8,2164,,"[106.0, 6.0]",303666,54,,,,1.4757794,,Right Foot,True,,,"[112.9, 78.4]",High Pass,,72.72806,,,Out,,Roberto Soldado Rillo,26009.0,,True,,,,2,From Corner,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,106,Granada,1049,['69bae3ea-92a0-4450-90a3-872a71ac2de5'],43,,,,,,,,,,,,,,,,,,Granada,1049,00:09:43.810,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.618737,,,,,,,,,,,,,,,9410c110-aed2-43d3-b212-29dbb24d1eb6,2166,,"[6.6, 0.1]",303666,54,,,,0.77948105,,,,,,"[15.1, 8.5]",Low Pass,,11.950314,,,,,Ivan Rakitić,5470.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,107,Barcelona,217,['312f7d79-e4b1-4c82-b1e0-2d887bf8c036'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:58.487,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.653458,,,,,,,,,,,,,,,4caad3e3-bb62-45f6-8ca3-e828a0f55cb0,2169,,"[15.1, 8.5]",303666,54,,,,-2.25021,,Right Foot,,,,"[10.9, 3.3]",Ground Pass,,6.68431,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,107,Barcelona,217,['d371f57b-5f91-470e-8d60-c1348397c31b'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:59.432,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.378353,,,,,,,,,,,,,,,62f7813a-9dd1-4c15-a003-835a4c9a8209,2172,,"[13.0, 3.8]",303666,55,,,,2.6779451,,Left Foot,,,,"[3.0, 8.8]",Ground Pass,,11.18034,,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,107,Barcelona,217,['f6a243c2-990c-4a1c-8b7b-9b84e388de01'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:00.648,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.705838,,,,,,,,,,,,,,,d074bf89-09a7-4f82-9bbd-2f6e048a83d0,2175,,"[3.5, 8.8]",303666,55,,,,1.3843999,,Left Foot,,,,"[11.1, 49.1]",Ground Pass,,41.010365,,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,107,Barcelona,217,['6847b7a2-ba47-4899-b655-36967c4b2c3e'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:02.732,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.298803,,,,,,,,,,,,,,,26b4dedb-2a18-41c6-8eb6-775442e0e29d,2178,,"[37.0, 61.7]",303666,55,,,,1.1464405,,Left Foot,,,,"[44.5, 78.3]",Ground Pass,,18.215652,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,107,Barcelona,217,['07e2a53d-2e2b-46d2-b5fc-0adecba69729'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:08.686,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.014877,,,,,,,,,,,,,,,037ab695-f2af-43e8-a081-363f942b9377,2181,,"[44.5, 78.3]",303666,55,,,,-2.1689854,,Right Foot,,,,"[35.3, 64.8]",Ground Pass,,16.33677,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,107,Barcelona,217,['9805065c-9214-4288-96c6-dfe079973f60'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:11.372,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.308303,,,,,,,,,,,,,,,17d37606-6cd7-4663-961d-1077035651a8,2184,,"[35.3, 64.8]",303666,55,,,,-1.4130276,,Right Foot,,,,"[37.4, 51.6]",Ground Pass,,13.366002,,,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,107,Barcelona,217,['83bbe4c7-75e4-4298-b596-cdac2f7acb75'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:13.823,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.868737,,,,,,,,,,,,,,,37f71677-87b4-4930-8573-4bbf231448d6,2187,,"[38.0, 50.0]",303666,55,,,,-1.0209432,,Right Foot,,,,"[53.2, 25.2]",Ground Pass,,29.087454,,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,107,Barcelona,217,['36c449d1-0c46-431c-8dbc-7e49d8744f64'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:15.712,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.601153,,,,,,,,,,,,,,,c40c892a-4992-4450-94b4-9caaaafd736a,2190,,"[63.8, 23.1]",303666,55,,,,-0.6818099,,Right Foot,,,,"[86.1, 5.0]",Ground Pass,,28.721073,,,,,Anssumane Fati,30756.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,107,Barcelona,217,['71c826ba-a3ce-4690-aab9-1241ed3de205'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:18.992,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.852122,,,,,,,,,,,,,,,08c4a84c-4236-42ab-b9a2-277ce23e43c9,2193,,"[107.4, 25.8]",303666,55,,,,2.4141939,,Right Foot,,,,"[99.2, 33.1]",Ground Pass,,10.978616,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Anssumane Fati,30756.0,Left Wing,107,Barcelona,217,['c173772b-7d8f-4561-8370-cd83fe571cb7'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:26.968,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.380402,,,,,,,,,,,,,,,6fcfed1a-4635-462d-8085-0bdb9151925f,2197,,"[99.7, 31.4]",303666,55,,,,-1.5388073,,Left Foot,,,,"[100.1, 18.9]",Ground Pass,,12.506398,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,107,Barcelona,217,"['bd11f8cf-1515-4875-bbab-c8907ab9d7ef', 'f5c90a1b-5615-41b4-a8cb-3253cdcefe7c']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:28.659,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.229388,,,,,,,,,,,,,,,bbc7fe56-441c-4617-aeef-a1022f6b1ef9,2200,,"[100.1, 18.9]",303666,55,,,,0.7678561,,Right Foot,,,,"[103.0, 21.7]",Ground Pass,,4.031129,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,107,Barcelona,217,"['a7867519-4c47-42a8-90c6-ff0723f1e5cb', 'bc3c9e97-bad9-4554-92ee-c1c4b8ffbc20']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.245,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.902926,,,,,,,,,,,,,,,a1ff618a-8aa0-4bd4-89d6-77018822131a,2203,,"[114.9, 0.1]",303666,55,,,,1.5707964,,,,,,"[114.9, 10.6]",Low Pass,,10.5,,,,,Anssumane Fati,30756.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,108,Barcelona,217,['1beb05c6-7d17-47f0-86e7-591cd425dbe6'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.658,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.468296,,,,,,,,,,,,,,,1bd679b9-7c48-4083-b513-12b83b523550,2206,,"[113.0, 10.4]",303666,55,,,,-1.686223,,Right Foot,,,,"[112.2, 3.5]",Ground Pass,,6.946222,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Anssumane Fati,30756.0,Left Wing,108,Barcelona,217,['1cb1fbdb-de7c-4825-9a16-46216295d45e'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:44.302,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.899007,,,,,,,,,,,,,,,1d21b91a-8508-4e80-a4ca-709af18777e9,2209,,"[119.0, 7.1]",303666,55,,,,1.6737826,,Left Foot,True,,,"[115.3, 42.9]",High Pass,,35.990692,,,Incomplete,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Left Back,108,Barcelona,217,"['2007effc-114e-44bc-8575-7e5e61fddbf5', '4b8739f2-aa6a-4e46-a536-bf12263237c5']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:47.076,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.400779,,,,,,,,,,,,,,,b7746217-3ed2-46e4-b181-f4c79e314e81,2213,,"[6.5, 32.0]",303666,55,,,,-1.1846956,,Keeper Arm,,,,"[11.5, 19.7]",Low Pass,,13.277425,,,,,Germán Sánchez Barahona,24134.0,,,,,,2,From Keeper,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,109,Granada,1049,['ae44dbcb-0b4a-49ad-bf07-cdc60a6cfc53'],58,,,,,,,,,,,,,,,,,,Granada,1049,00:10:58.098,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.08051,,,,,,,,,,,,,,,71b89a80-0701-4667-a40f-39e7459dc897,2216,,"[11.5, 19.7]",303666,56,,,,0.9037847,,Right Foot,,,,"[21.5, 32.4]",Ground Pass,,16.164467,,,,,Yangel Clemente Herrera Ravelo,16249.0,,,,,,2,From Keeper,Germán Sánchez Barahona,24134.0,Left Center Back,109,Granada,1049,['a37347c8-8688-471d-9265-753971b49af9'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:11:01.449,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.532334,,,,,,,,,,,,,,,86958a56-5548-4f46-9666-c9fcd5895f2d,2220,,"[14.2, 28.0]",303666,56,,,,3.1415927,,Right Foot,,,,"[1.3, 28.0]",Ground Pass,,12.9,,,,,Rui Tiago Dantas da Silva,24140.0,,,,,,2,From Keeper,Yangel Clemente Herrera Ravelo,16249.0,Right Defensive Midfield,109,Granada,1049,"['194dc1c4-66f9-4e43-ab82-dcb48dfdb226', 'eb6915cd-a218-4f21-b0bf-5457fd025574']",3,,,,,,,,,,,,,,,,,,Granada,1049,00:11:03.887,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,4.098966,,,,,,,,,,,,,,,7ad850d2-b4e5-4082-8b1a-5d362aacf102,2223,,"[1.3, 28.0]",303666,56,,,,-0.42074278,,Left Foot,,,,"[56.5, 3.3]",High Pass,,60.47421,,,,,Darwin Daniel Machís Marcano,11501.0,,,,,,2,From Keeper,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,109,Granada,1049,['6e523ba1-ac5d-4336-982d-4379f82cf0e5'],5,,,,,,,,,,,,,,,,,,Granada,1049,00:11:05.574,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.450076,,,,,,,,,,,,,,,83e61ca8-b650-4abf-a3b9-9bb8efe030f3,2234,,"[64.5, 78.9]",303666,56,,,,-2.4783897,,Left Foot,,,,"[61.3, 76.4]",Ground Pass,,4.060788,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,110,Barcelona,217,"['2f835e53-e751-48bf-8bbf-27e09f57d65d', '35843ed6-e4b7-44a4-a046-8f35ba4d3b7e']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:12.144,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.068591,,,,,,,,,,,,,,,026f0a40-a956-4069-9269-245381cf6b29,2237,,"[64.5, 69.1]",303666,56,,,,-2.629203,,Right Foot,,,,"[54.9, 63.7]",Ground Pass,,11.014536,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,110,Barcelona,217,['50f0d819-ba2f-4e2e-9f85-fb8f940adcff'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.523,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.713305,,,,,,,,,,,,,,,64754379-273b-4544-aef9-1a811698ff8c,2240,,"[66.3, 63.7]",303666,56,,True,,0.56521714,,Right Foot,,,,"[92.0, 80.0]",High Pass,,30.433205,,,Injury Clearance,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,110,Barcelona,217,,21,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:21.457,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.249758,,,,,,,,,,,,,,,b9117f14-05c6-49ec-95a8-278361f1c1fa,2243,,"[26.7, 0.1]",303666,57,True,,,0.8752034,,,,,,"[36.3, 11.6]",Low Pass,,14.98032,,,,,Ángel Montoro Sánchez,24144.0,,,,,Throw-in,2,From Throw In,Carlos Neva Tey,25702.0,Left Back,111,Granada,1049,['6278af9b-a67b-45b0-b9c5-aa5ba0c6d116'],4,,,,,,,,,,,,,,,,,,Granada,1049,00:12:04.673,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.985823,,,,,,,,,,,,,,,a291547f-64c1-446d-93ab-a843c9db6157,2245,,"[40.0, 11.6]",303666,57,,,,-0.076463535,,Right Foot,,,,"[64.8, 9.7]",Ground Pass,,24.872675,,,Injury Clearance,,,,,,,,,2,From Throw In,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,111,Granada,1049,,6,,,,,,,,,,,,,,,,,,Granada,1049,00:12:06.014,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.848662,,,,,,,,,,,,,,,868879c3-03e8-407e-869e-fb507da29532,2248,,"[55.3, 70.0]",303666,57,,,,-0.931274,,Right Foot,,,,"[64.3, 57.9]",Ground Pass,,15.080119,,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,112,Barcelona,217,['f2978630-d8c1-44ae-ad19-1c3c1f7fd41b'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:10.102,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.62412,,,,,,,,,,,,,,,35904b55-2983-4f0c-b103-7e93ef31cfa0,2251,,"[64.7, 61.4]",303666,57,,,,0.17644054,,Right Foot,,,,"[77.6, 63.7]",Ground Pass,,13.103435,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,112,Barcelona,217,['5eaf1106-7d87-454b-b25f-75e05f48d4b8'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:12.071,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.649734,,,,,,,,,,,,,,,9f43a4b5-e534-4952-8521-2ef81ec1b794,2256,,"[43.5, 12.8]",303666,57,,,,0.29592603,,Right Foot,,,,"[51.7, 15.3]",Ground Pass,,8.572631,,,,,Carlos Fernández Luna,8866.0,,,,,Recovery,2,Regular Play,Darwin Daniel Machís Marcano,11501.0,Left Wing,113,Granada,1049,['1948841e-c427-4724-ac2b-516b0bbe3c5d'],15,,,,,,,,,,,,,,,,,,Granada,1049,00:12:15.942,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.442842,,,,,,,,,,,,,,,0f8115da-b470-473b-8ae1-0273b8913aac,2259,,"[51.7, 15.3]",303666,57,,,,1.3521274,e6395ae8-7700-466a-9ccf-780b391ad1ba,Left Foot,,,,"[53.1, 21.6]",Ground Pass,,6.453681,,,,,Darwin Daniel Machís Marcano,11501.0,True,,,,,2,Regular Play,Carlos Fernández Luna,8866.0,Center Forward,113,Granada,1049,['de7f4e2d-c6ae-4b11-b698-95bfc81f320c'],17,,,,,,,,,,,,,,,,,,Granada,1049,00:12:17.393,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.114299,,,,,,,,,,,,,,,05299dd8-6306-4913-a730-ace827f7d0f7,2265,,"[7.0, 44.1]",303666,57,,,,0.9151007,,Right Foot,,,,"[12.0, 50.6]",Ground Pass,,8.20061,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Goal Kick,2,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,114,Barcelona,217,['a61b0c20-63f1-4d10-9c83-c6e78c81b2c1'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:30.550,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.428415,,,,,,,,,,,,,,,ce87aad1-ae2a-4bbd-807a-e61bfb0203de,2268,,"[16.8, 48.7]",303666,57,,,,-1.6382613,,Right Foot,,,,"[15.3, 26.5]",Ground Pass,,22.250618,,,,,Clément Lenglet,6826.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,114,Barcelona,217,['c72d3c83-d24a-4138-9856-0a27b7a7c00b'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:34.376,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.343136,,,,,,,,,,,,,,,ac11e994-0e52-40fd-ada7-651f77e14105,2271,,"[15.3, 26.5]",303666,57,,,,-1.0636978,,Left Foot,,,,"[26.8, 5.8]",Ground Pass,,23.679949,,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,114,Barcelona,217,['05a7b6ff-abeb-40d8-8a99-8a8bbb18124a'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:36.821,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.86004,,,,,,,,,,,,,,,349bdb62-11e5-4fb1-85f3-2b477b944c92,2281,,"[75.2, 68.2]",303666,57,,,,-0.67075163,,Right Foot,,,,"[84.4, 60.9]",Ground Pass,,11.74436,,,,,Ramon Olamilekan Azeez,24127.0,,,,,,2,Regular Play,Víctor David Díaz Miguel,24133.0,Right Back,115,Granada,1049,['27753c11-2852-4c5f-bc10-f9ce5faeb962'],45,,,,,,,,,,,,,,,,,,Granada,1049,00:12:45.714,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.29243,,,,,,,,,,,,,,,4ee21255-2d98-4836-bb22-5719003e95d3,2285,,"[84.4, 61.1]",303666,57,,,,-2.9937432,,Right Foot,,,,"[75.0, 59.7]",Low Pass,,9.503683,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,Ramon Olamilekan Azeez,24127.0,Center Attacking Midfield,115,Granada,1049,"['2aa3c3a0-eea1-4be2-8d00-bb0c2084e14d', 'e8f4ab7d-6fcf-420f-bc29-194a01c92eee']",46,,,,,,,,,,,,,,,,,,Granada,1049,00:12:46.649,Pass,True,2019/2020
