bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,"[56.6, 20.7]",,,,,,,,,,0.89350003,,,,,,,,,,,,,,9a793442-5f2a-4893-b4a2-22e84c9ff385,1438,,"[58.3, 24.0]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,97,Barcelona,217,"['018ff745-4cd2-4f63-bf5d-84a30938f829', 'd57fc2b9-63ab-4772-b1ca-d0c079237c22']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:19.904,Carry,,2006/2007
,,,,"[62.1, 44.2]",,,,,,,,,,2.962864,,,,,,,,,,,,,,fcb614ae-8843-4590-baa4-36f75a6560fc,1440,,"[66.5, 57.2]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luciano Martín Galletti,26122.0,Right Wing,98,Atlético Madrid,212,"['13d81c44-c13a-4fef-a1a7-5d5c7226b810', 'a95c8212-f1b0-421c-8458-03772cc02e6d']",20,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:44:20.614,Carry,,2006/2007
,,,,"[88.0, 22.7]",,,,,,,,,,2.996701,,,,,,,,,,,,,,da2580b6-7e30-474c-ac76-666af9e2bda4,1444,,"[66.8, 17.6]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,98,Atlético Madrid,212,"['3a57f81c-2d3c-4bb9-826a-6da28fc67354', 'c6f47700-09eb-4492-8ec4-d4a79321886d']",25,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:44:25.160,Carry,,2006/2007
,,,,"[98.6, 49.3]",,,,,,,,,,0.1189,,,,,,,,,,,,,,d69aae99-5723-48e7-81b2-0069df479489,1450,,"[98.9, 48.5]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luciano Martín Galletti,26122.0,Right Wing,99,Atlético Madrid,212,"['2c85fa62-9b9d-4008-ade2-e0df04473c94', '85f19550-f90b-4c46-98e7-59c7372fa45b']",52,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:44:52.376,Carry,,2006/2007
,,,,"[12.7, 35.9]",,,,,,,,,,0.517015,,,,,,,,,,,,,,a15f218c-12aa-424a-9c8d-6a0276558b9a,1455,,"[11.6, 37.8]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,100,Barcelona,217,"['06f27a54-3501-4fb2-9b87-dd63fb6b5008', 'c3f6ca1b-870a-4736-868e-e717a1a64ba3']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:54.399,Carry,,2006/2007
,,,,"[36.7, 31.6]",,,,,,,,,,2.1303,,,,,,,,,,,,,,47dddde0-abc3-4cd0-8a3e-08b81fef5b71,1458,,"[25.0, 40.2]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,100,Barcelona,217,"['ab0f4ea2-1afc-4121-98df-910a534fa9ea', 'd49da635-6d43-419f-a2a8-71dd1ac1ca31']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:55.994,Carry,,2006/2007
,,,,"[72.3, 22.9]",,,,,,,,,,2.831,,,,,,,,,,,,,,8d242d54-7101-452b-8ed3-c08c829c8c5b,1461,,"[44.6, 23.6]",69176,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,100,Barcelona,217,"['1d5023c6-2520-45c9-98b3-2a6af11acb87', 'c23642c3-8bfa-456f-8e55-fd7cab77a86e']",59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.366,Carry,,2006/2007
,,,,"[97.4, 16.8]",,,,,,,,,,3.181,,,,,,,,,,,,,,8c6bc643-e2ca-403d-a9e8-60baa830fa33,1464,,"[86.3, 11.1]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,100,Barcelona,217,"['5d2c4c57-bdea-4fda-9e24-5754c1d045e8', '93bd8a03-75b5-4a07-9b30-f655ab23a363']",4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:04.035,Carry,,2006/2007
,,,,"[118.9, 24.5]",,,,,,,,,,0.6386,,,,,,,,,,,,,,9cbc83ce-7e05-4a6e-9d90-89c99e05c54a,1467,,"[117.4, 24.6]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,100,Barcelona,217,"['041d5878-7d30-4f71-8105-10e82a40fc13', 'a4e843fc-1272-4801-bc2b-4e1fe7a61628']",9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:09.467,Carry,,2006/2007
,,,,"[46.8, 40.8]",,,,,,,,,,0.8965,,,,,,,,,,,,,,bc217662-acf6-44ca-adaa-4a70d1ddf903,1481,,"[47.2, 40.4]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,102,Barcelona,217,"['1b56a120-1a55-46aa-b9ba-b9c36e6b27f4', '4c6cecd3-42d4-4f4a-b5ab-de9a4ba1003f']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.860,Carry,,2006/2007
,,,,"[31.8, 57.3]",,,,,,,,,,2.256195,,,,,,,,,,,,,,dee55d92-fe80-49be-bbb8-d8b56f52fbdb,1486,,"[27.3, 50.4]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Lilian Thuram,15071.0,Right Center Back,102,Barcelona,217,"['71211542-88eb-4b87-887f-498e8f7a3b99', '95eb2a10-524c-4737-a8ac-6f259727f377', 'da673e67-e27a-4b91-804e-6aac5e393f25']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.450,Carry,True,2006/2007
,,,,"[77.6, 29.8]",,,,,,,,,,6.294201,,,,,,,,,,,,,,e508b544-1d58-4609-9fa3-5ad106b79cad,1494,,"[79.6, 28.6]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,103,Atlético Madrid,212,"['3f2b3df6-1614-4ac4-a8be-16e8bfbf6bd2', '7629a403-7856-434b-9e4d-f156fae2180b', 'aae0a10a-2989-456b-b9a5-80c04590ba0e', 'ce16725e-e16a-4d90-bff4-8b32d2530389']",12,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:12.879,Carry,True,2006/2007
,,,,"[74.5, 16.9]",,,,,,,,,,0.37499,,,,,,,,,,,,,,0961655d-eb8e-4814-a361-bc0dbf8e5796,1502,,"[74.5, 17.3]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,103,Atlético Madrid,212,"['2bdf983c-6d7a-4739-a00f-cc0ede197a75', 'a4a7ab22-e06e-405e-bee0-de133ed902d0']",20,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:20.185,Carry,,2006/2007
,,,,"[66.4, 28.1]",,,,,,,,,,0.375394,,,,,,,,,,,,,,8a11a553-5c31-41c5-9beb-2e2b7a480efe,1505,,"[66.4, 28.1]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Peter Luccin,26123.0,Right Center Midfield,103,Atlético Madrid,212,"['eb752851-c69a-4c8b-9145-06a0464816a4', 'f9d47bb5-0ada-4405-9e16-bfdf4dcb02a4']",21,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:21.139,Carry,,2006/2007
,,,,"[79.5, 19.0]",,,,,,,,,,1.486056,,,,,,,,,,,,,,4ad91b4e-35ca-4e54-8a2b-85901c7680ac,1510,,"[90.1, 23.0]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maximiliano Rubén Rodríguez,26124.0,Left Center Midfield,103,Atlético Madrid,212,"['5ec6f6a4-6ab3-4291-9b97-3c73b5e45df0', '766668d1-c805-4e41-8236-c1fd5fca94ae']",24,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:24.094,Carry,,2006/2007
,,,,"[89.9, 29.6]",,,,,,,,,,0.03997,,,,,,,,,,,,,,f5351d9f-55af-4ee2-add5-a33148ae5cb5,1514,,"[89.7, 29.6]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,103,Atlético Madrid,212,"['b14c2a6c-ec71-4af5-abb5-45c05ba44e2f', 'ceae660f-3dfd-451b-9b99-a3d6feb57172', 'dee98d54-766a-440d-9ee1-c8bc05caabf0']",26,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:26.451,Carry,True,2006/2007
,,,,"[81.0, 28.9]",,,,,,,,,,0.040014002,,,,,,,,,,,,,,021e7e2e-a25f-4d22-8e2c-b91528411f35,1517,,"[79.8, 30.6]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,103,Atlético Madrid,212,"['37ad0df3-c9d7-4cfa-af64-1db4caa4b4d9', '85d7b777-19e1-4a3a-8ba3-0d62f5d4b3e5']",27,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:27.404,Carry,,2006/2007
,,,,"[77.6, 14.8]",,,,,,,,,,0.040043,,,,,,,,,,,,,,f8013da1-9028-4c07-bc89-fcc07b330d2e,1520,,"[80.0, 16.0]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Back,103,Atlético Madrid,212,"['4cc772e8-b03f-4532-b95b-8dd3b73b3e3a', 'c4bccb86-9fef-4c90-af28-3623e16a1d4a']",29,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.158,Carry,,2006/2007
,,,,"[49.6, 25.5]",,,,,,,,,,3.003975,,,,,,,,,,,,,,9ac83e29-16d5-4e64-a5b9-93d6e9257b2d,1523,,"[62.6, 23.9]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabiano Eler dos Santos,26392.0,Left Center Back,103,Atlético Madrid,212,"['700333da-1319-4241-bb11-e63030de865b', 'bbee53be-985f-497f-bfe5-4f82f0f92b4a']",30,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:30.955,Carry,,2006/2007
,,,,"[53.7, 17.5]",,,,,,,,,,0.7775,,,,,,,,,,,,,,d6cfd67c-8604-4e65-9ec1-4fc542981690,1526,,"[54.5, 17.3]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Back,103,Atlético Madrid,212,"['0a19ef19-ca99-4cc9-b858-d54861d48c77', '47aecea3-cc58-49e6-8bb4-0df76855dd06', 'd98e178b-39c0-48ba-b311-d8b43a4fb4a5']",35,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:35.091,Carry,True,2006/2007
,,,,"[54.7, 23.4]",,,,,,,,,,1.436655,,,,,,,,,,,,,,e55081b9-4700-4488-b0de-181a115a9d05,1531,,"[60.7, 29.8]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,103,Atlético Madrid,212,"['37e9f28a-bc78-4ea7-9747-259bd0c1d5a3', '3c5ce67a-0801-4dfb-b8d1-f9880ca556b5', 'ec8cf863-1f34-4e95-a328-4c066fe16cee']",36,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.885,Carry,True,2006/2007
,,,,"[46.7, 7.1]",,,,,,,,,,0.540187,,,,,,,,,,,,,,4682a1d0-e666-496e-8cb8-ccaf6ea6dfd5,1534,,"[48.8, 11.8]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Back,103,Atlético Madrid,212,"['45738f8e-3aec-4b2b-b885-c19e97c39a76', 'adf0de42-4372-4ad8-b604-50a262afe250']",39,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.399,Carry,,2006/2007
,,,,"[65.8, 4.1]",,,,,,,,,,0.388933,,,,,,,,,,,,,,78b44818-5231-425f-bdb5-0cfb27955912,1537,,"[65.1, 3.9]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Petrov,19888.0,Left Wing,103,Atlético Madrid,212,"['7d9a7798-6ba6-41e2-b724-3f5c4019b97c', '97f7f10b-3453-49da-a921-7d1f078d0114']",40,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:40.989,Carry,,2006/2007
,,,,"[57.5, 14.5]",,,,,,,,,,2.317089,,,,,,,,,,,,,,a826be32-c6e1-4760-9afe-fa774ab0dd08,1540,,"[65.1, 13.7]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,103,Atlético Madrid,212,"['28079bc1-7d0d-4b42-832f-5922341bffc7', '3fa35df2-0768-42c7-a378-74235abf1c36', 'ec512cc0-8041-4d5e-8abf-9d631bbd6e8e']",42,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.391,Carry,True,2006/2007
,,,,"[75.1, 6.3]",,,,,,,,,,2.281826,,,,,,,,,,,,,,79ec4708-5d3c-41f2-8ea6-9d56fdbb38da,1544,,"[68.5, 7.3]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Back,103,Atlético Madrid,212,"['0d838d12-4abb-457a-a2fa-a2e040eb312d', '80f7fa11-04b6-45bf-a43e-ed457cde4bfe']",46,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:46.003,Carry,,2006/2007
,,,,"[30.0, 73.2]",,,,,,,,,,2.756615,,,,,,,,,,,,,,be92b83b-efeb-42ba-94b1-4759cda26a28,1549,,"[31.9, 70.3]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,104,Barcelona,217,"['3c6b27f0-81d9-49a4-a17e-5829f697a2c1', '4f07208e-8ab7-4fb6-bddf-f2ff46848c99', '7417b0cb-5311-4421-8b70-61e8a7e23e13']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.722,Carry,True,2006/2007
,,,,"[38.1, 64.8]",,,,,,,,,,0.8047,,,,,,,,,,,,,,190b02f7-32fb-4a1a-882e-ef0043f23706,1553,,"[38.1, 64.8]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,104,Barcelona,217,"['0f9bd3b3-78bc-40d9-b70b-4f6620692a57', '9933b0dd-c930-4e77-8cc0-fd52c98aad46']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.094,Carry,,2006/2007
,,,,"[88.4, 46.5]",,,,,,,,,,1.320017,,,,,,,,,,,,,,b089016f-9033-4a13-b920-f7926bf0c854,1557,,"[86.7, 48.5]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luciano Martín Galletti,26122.0,Right Wing,104,Barcelona,217,"['4fbbb958-84c0-46e4-974f-90e16238a65c', 'bffa70e8-60f0-479c-97ba-4faa5166387d']",57,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:57.896,Carry,,2006/2007
,,,,"[45.2, 43.2]",,,,,,,,,,1.113937,,,,,,,,,,,,,,825bb016-45dc-4a08-95f9-0868ac3e88c8,1563,,"[54.3, 47.0]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Peter Luccin,26123.0,Right Center Midfield,106,Atlético Madrid,212,"['090a3f7a-cf0d-4d84-80c7-8b1983882e22', 'e3ba8c69-399d-4554-b0d4-a9f8ccba05f1']",14,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:14.655,Carry,,2006/2007
,,,,"[33.8, 30.0]",,,,,,,,,,0.039961003,,,,,,,,,,,,,,eb0259e2-5a1f-4753-9620-677e00b504de,1570,,"[34.2, 31.7]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Fabiano Eler dos Santos,26392.0,Left Center Back,106,Atlético Madrid,212,"['6b36a8d7-6e89-41c3-9b8a-21a52f566321', 'e2f74eef-414f-4031-9334-a8e47634a196']",19,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:19.800,Carry,,2006/2007
,,,,"[48.6, 22.8]",,,,,,,,,,1.371722,,,,,,,,,,,,,,8a0e9231-2db8-4bac-85d0-5d10bfdd4265,1573,,"[59.8, 25.1]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Martin Petrov,19888.0,Left Wing,106,Atlético Madrid,212,"['4eb48e7b-d597-432b-9fe0-9e0fcdc05293', '7f1900e7-2782-4c00-ac1a-2a4a94df5e2a', 'a276523b-e4dd-4d04-b54e-bb52517886df']",21,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:21.007,Carry,True,2006/2007
,,,,"[40.1, 13.9]",,,,,,,,,,1.555252,,,,,,,,,,,,,,da885b43-5416-4263-ad25-4271e24088d7,1577,,"[39.3, 13.7]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Antonio López Guerrero,26118.0,Left Back,106,Atlético Madrid,212,"['28426836-787d-4926-bb12-331771475651', '896869c7-70ba-4d64-8c5a-130424d99995']",23,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:23.497,Carry,,2006/2007
,,,,"[75.1, 48.9]",,,,,,,,,,0.8311,,,,,,,,,,,,,,936d0f79-bac4-48a7-8098-f7e0e37bb08e,1582,,"[73.5, 53.5]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,107,Barcelona,217,"['303cffbd-cf95-48d2-8872-1089f0b6ded3', 'f3471943-f7e6-4a4c-bcdd-a0d01560b3ba']",27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.737,Carry,,2006/2007
,,,,"[74.9, 37.6]",,,,,,,,,,1.639345,,,,,,,,,,,,,,d358b4ea-e988-4007-a63d-f25e738c8ba5,1585,,"[76.4, 43.9]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,107,Barcelona,217,"['3bdfa26e-0a5a-4fbb-b041-14a905e7f9ed', '9e6aedae-0193-45d8-836c-3bd5d6fb81de']",29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.630,Carry,,2006/2007
,,,,"[74.9, 27.2]",,,,,,,,,,0.497155,,,,,,,,,,,,,,f17c86ef-0b19-48dc-bac4-c79476011df9,1588,,"[74.7, 29.0]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,107,Barcelona,217,"['54c4f86a-4eb1-44cd-b04e-cc17cf493481', '7c76dd8e-8f66-4fd6-a781-a9c314bb5da9']",32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.198,Carry,,2006/2007
,,,,"[85.6, 65.6]",,,,,,,,,,2.0816,,,,,,,,,,,,,,ab3508f9-02e6-432d-9933-b43efd1f2c5c,1593,,"[88.2, 64.0]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,107,Barcelona,217,"['3540fdca-c59f-4d3f-9d37-e211389c8661', '8a2c1f95-e7ef-4b12-b19d-7398ce77a391']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.882,Carry,,2006/2007
,,,,"[74.5, 71.5]",,,,,,,,,,0.039955,,,,,,,,,,,,,,615fa24d-4e0f-4a8e-aecf-1706ec4e0344,1596,,"[74.5, 72.8]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gianluca Zambrotta,15774.0,Right Back,107,Barcelona,217,"['393ce1b0-78e7-45f9-8790-6d737cff35f4', '69d13f2c-5c15-475b-af6c-e0d863c2ee96']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.961,Carry,,2006/2007
,,,,"[78.1, 60.5]",,,,,,,,,,2.5206,,,,,,,,,,,,,,9770cbcd-8ba0-49bb-af4e-364e5a2eaf59,1599,,"[82.2, 60.9]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,107,Barcelona,217,"['2e4f7d61-a4eb-44f2-8911-636d3f619c60', 'e4bc2e5b-ad86-40ad-ae05-c2feb7da4c22']",42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.174,Carry,,2006/2007
,,,,"[78.5, 46.7]",,,,,,,,,,0.4379,,,,,,,,,,,,,,f59ff7c9-29e0-419f-8075-3b97b176b280,1604,,"[77.7, 47.0]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,107,Barcelona,217,"['404e6c68-c116-407c-9c62-7e60ee9441aa', '7fcd4345-cc45-490b-90b2-3f92671fb32a']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.188,Carry,,2006/2007
,,,,"[83.7, 52.5]",,,,,,,,,,2.92572,,,,,,,,,,,,,,e26cc9da-09d9-4874-b7b4-dd7fdf5d9275,1609,,"[75.8, 51.8]",69176,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,107,Barcelona,217,"['905c587d-829f-4fd2-93a9-640a54170780', 'ae597bd0-91a8-4c0a-8677-2ecc47699ef2', 'fe6eb8d0-0db4-41ff-94d8-c87e5f44e9f6']",49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.497,Carry,True,2006/2007
,,,,"[116.5, 57.3]",,,,,,,,,,0.789397,,,,,,,,,,,,,,a684d579-b5e0-44de-b0df-259d8583d267,1618,,"[117.2, 55.8]",69176,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,108,Barcelona,217,"['15f2891d-c147-43a7-adef-af0e39533002', 'b6a57725-34c6-415b-b5a5-2a49a966eab0']",33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.981,Carry,,2006/2007
,,,,"[111.0, 48.0]",,,,,,,,,,1.2804,,,,,,,,,,,,,,f6b74542-b740-4bbe-a781-1b2467e0b19a,1622,,"[108.8, 48.3]",69176,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,108,Barcelona,217,"['35e92c20-6e33-49c2-be0e-a862c3a182f7', '542bd45f-4c97-46bb-b249-d305961dd590', '8d0dfdbc-b7b5-4123-848a-5571faf9b4c2']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.535,Carry,True,2006/2007
,,,,"[85.8, 65.2]",,,,,,,,,,1.6782,,,,,,,,,,,,,,306503e4-104d-4f72-8b19-a5a989a33f9f,1640,,"[84.7, 65.6]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,111,Barcelona,217,"['ce584d1f-bea4-4e84-a95d-58e213c87bf4', 'ecca09b8-fdb1-4fab-b8fb-d7009d6436e9']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:35.955,Carry,,2006/2007
,,,,"[78.6, 53.7]",,,,,,,,,,2.3369,,,,,,,,,,,,,,c8bc410d-3aa4-4f9c-a7e2-37071e1d6f7e,1643,,"[76.4, 58.8]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,111,Barcelona,217,"['61139866-66ff-4c9d-bed7-7b1ea22c6393', 'c7adbc48-a71f-4459-8c9d-c480a69bee99']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:38.197,Carry,,2006/2007
,,,,"[76.9, 44.4]",,,,,,,,,,2.073134,,,,,,,,,,,,,,f1c8428c-4883-45ed-bae8-5d44fc0fdb2f,1646,,"[74.5, 45.5]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,111,Barcelona,217,"['6d821db6-9feb-44a4-98d8-dc2d2c439f4c', '85dc0229-bd3b-429f-9bac-9ae4ee141b4d']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:41.460,Carry,,2006/2007
,,,,"[94.5, 2.2]",,,,,,,,,,1.788215,,,,,,,,,,,,,,3fa81366-f3f9-470e-83b4-6dbb4329d4e1,1649,,"[92.7, 8.0]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,111,Barcelona,217,"['a6f18924-e99b-48a7-9990-8000edb1c952', 'b552a28e-6399-4603-a233-2df272b6cbc8']",45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:45.545,Carry,,2006/2007
,,,,"[85.8, 5.6]",,,,,,,,,,2.839004,,,,,,,,,,,,,,a6c6a876-9322-4cea-aff0-d217c7bb8226,1652,,"[85.8, 6.5]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,111,Barcelona,217,"['3bc8c550-fe21-43a7-856c-77df817ada40', '844d8357-5af3-44e8-8f9d-e341ff8926b6']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:47.991,Carry,,2006/2007
,,,,"[66.5, 12.8]",,,,,,,,,,1.1785,,,,,,,,,,,,,,306a049b-e8a4-460f-85b7-efe3b3ed7a59,1655,,"[68.4, 11.4]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,111,Barcelona,217,"['6c74b438-de92-4b9d-a93c-6b84e820d70d', 'fd4c48f9-0de6-4777-a620-5c6214d93bc1']",52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:52.055,Carry,,2006/2007
