bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,58e86f6d-44a0-4593-ad6c-08ee2b86317d,1,,,70264,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 26195, 'name': 'Juan Valera Espín'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6769, 'name': 'Edinaldo Gomes Pereira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 11301, 'name': 'Miguel Alfonso Herrero Javaloyas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 27091, 'name': 'Jorge Sammir Cruz Campos'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 6}]}",Getafe,216,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6fcd564a-ce97-4ea9-aac3-456040628240,2,,,70264,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d4e8ef2b-367e-4c8e-a63b-9c05a267e043,3,,,70264,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['8feeb6a7-61aa-44c1-9667-647a4d208303'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8feeb6a7-61aa-44c1-9667-647a4d208303,4,,,70264,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['d4e8ef2b-367e-4c8e-a63b-9c05a267e043'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0b929e98-1e84-44d4-bf26-828ee8a5feab,2072,,,70264,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Getafe,216,['a1a62879-deea-463d-a26c-f4a457248c0a'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a1a62879-deea-463d-a26c-f4a457248c0a,2073,,,70264,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Getafe,216,['0b929e98-1e84-44d4-bf26-828ee8a5feab'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2014/2015
,,,,,,,,,,,,,,,,,0.612719,,,,,,,,,,,d05a41a8-0681-4bb3-95b6-5f24c58c499d,5,,"[60.0, 40.0]",70264,0,,,,,1.6332152,,Right Foot,,,,"[59.8, 43.2]",Ground Pass,,3.206244,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['c309ffb0-d24d-45df-b69f-0fef822f61d0'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.402,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.394022,,,,,,,,,,,64934a6d-33e8-4e12-b85d-52759de254b8,8,,"[59.6, 43.9]",70264,0,,,,,-2.7886024,,Right Foot,,,,"[48.2, 39.7]",Ground Pass,,12.149074,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['fd07e101-0fc0-4923-a3d5-cb6c242da0dc'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.134,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.771783,,,,,,,,,,,729fecdf-ea54-411c-a2b4-96deea4a7ad8,11,,"[45.4, 39.9]",70264,0,,,,,1.490384,,Right Foot,,,,"[47.6, 67.2]",Ground Pass,,27.388502,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['e1177a2e-19ac-4257-ab18-90a3739470dc'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.517,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.391803,,,,,,,,,,,ba84a07e-7001-41a7-ae59-c6c85d214122,14,,"[47.6, 67.2]",70264,0,,,,,-2.1898081,,Right Foot,,,,"[36.7, 51.9]",Ground Pass,,18.785633,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['07ecdfea-2a24-456a-9147-8e57cc3fbb89'],6,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.676,Pass,,2014/2015
