50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f4955a-3e36-41cd-908c-8f2874063052,264,,"[57.2, 26.4]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,8,Barcelona,217,['45bab5fd-da8e-400a-a7d0-2d079e9a87f6'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:04:30.918,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d567d723-255f-491d-aa6e-c1a543e306a8,267,,"[76.5, 17.4]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,8,Barcelona,217,['2e4b35ec-8ea0-4b13-9b35-2e079da774c3'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:04:34.146,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d05fd3ef-802f-448e-8ab4-c49cdd3c3f31,270,,"[57.5, 38.4]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,8,Barcelona,217,['dd2c27ff-dcac-4cb3-8626-863e18bf7246'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:04:36.953,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49c3ceca-fb03-410f-bfd0-931879b6ecb4,273,,"[65.3, 25.9]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,8,Barcelona,217,['9b6f7e23-79b9-4907-adef-4e229b050773'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.232,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57b869ac-7f7c-4609-9bb0-1420082ebf71,276,,"[105.1, 70.1]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['724cfa4f-ba1f-4cd4-9fa8-62cf7b3a1642'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:04:44.519,Ball Receipt*,,2013/2014
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e55289e-32c9-42fa-bc40-a5e7b462a373,280,,"[109.9, 45.5]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,8,Barcelona,217,['e1c902a6-9653-40a7-9fae-6482aac4d3bc'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.100,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699efdec-9a2b-4d87-8af6-ff8d34e6b39c,284,,"[93.3, 62.1]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,8,Barcelona,217,['5f23150c-f4b8-4316-a535-a98ad26d61a5'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:04:50.878,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b87c9817-c46b-4d02-bccc-8f2dc995506f,287,,"[84.6, 59.6]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['e26116bd-34a2-4572-9116-822698fb2453'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:04:52.235,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6101bb50-e3ce-4d95-8300-ae026107bef7,290,,"[84.4, 51.9]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['0b328270-e7cf-4975-b4e1-9d2bf4ed2371'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:04:53.351,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67574612-ba32-49c6-8e5a-f03b16fa27ef,294,,"[104.6, 21.4]",266066,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,8,Barcelona,217,['b727a750-dac5-425e-8123-892a449effa9'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:04:56.238,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56359f14-9bde-4b08-ac29-296acbc43cb0,298,,"[100.4, 25.8]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,8,Barcelona,217,"['c6c02714-d074-4016-999a-2dae518569c6', 'e72f83c2-5772-49a2-b348-0c95e423a2ed']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:05:03.315,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171565c0-f60f-45c7-93c7-36ee0bb1ba39,301,,"[105.7, 19.4]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,8,Barcelona,217,['e46851c5-bb97-47a8-b136-09bc808f7579'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:05:05.635,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3bacb99-8908-491a-8a59-ac344064b024,307,,"[86.5, 34.5]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,8,Barcelona,217,['033469b3-dd6b-431b-9fc6-3862ddbebcf7'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:05:10.733,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603efff-dd9f-4b75-9fbb-afb7cd7fdfdc,310,,"[111.8, 54.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['cc732323-ed2c-47b2-9a44-db7e9f76e7fb'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:05:14.707,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6f1c38f-0fd3-465b-ab68-09db7ba8252a,316,,"[17.9, 21.2]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,Left Wing,9,Almería,403,['671fa11c-bb82-4570-832c-5d581bbd1945'],19,,,,,,,,,,,,,,,,,Almería,403,00:05:19.005,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221d78c-aaf8-4586-8a3a-5fa0c25d7f2f,319,,"[14.3, 27.5]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sebastián Dubarbier,27246.0,Left Back,9,Almería,403,['dce5a148-887e-4efe-b276-eaf097039cde'],20,,,,,,,,,,,,,,,,,Almería,403,00:05:20.262,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f7268fa-31e1-4dc6-a406-17bd45fe0191,322,,"[36.1, 12.8]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Ríos Lozano,24145.0,Center Forward,9,Almería,403,['f45970fa-847a-407b-8f0c-4336c13fb3cc'],21,,,,,,,,,,,,,,,,,Almería,403,00:05:21.508,Ball Receipt*,,2013/2014
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68b87af7-33be-4e97-9ef5-2d265f41707a,324,,"[34.9, 6.3]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,Left Wing,9,Almería,403,['f14e7e75-4795-409a-93b9-2fb1fc5d6a8c'],23,,,,,,,,,,,,,,,,,Almería,403,00:05:23.868,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d6a0ffc-0a9d-4a47-aa58-856874dc7a68,328,,"[97.9, 61.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['f68f9802-55f4-4d90-8a86-7cac26c5eded'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:05:25.679,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e69b97f9-c4a5-4b35-9bfb-ccda0bb611ba,330,,"[84.9, 55.6]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,10,Barcelona,217,['31d2523c-bbea-4d42-9ecf-a311714b3d8f'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:05:27.065,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b4e10bc-11f5-48bd-a027-b10e2caf2b12,333,,"[84.3, 62.1]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['e2869747-b54d-4e43-9d20-be3cffde45be'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:05:27.799,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879b6436-06fd-4375-adfc-57d46e46f509,335,,"[77.7, 51.1]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['bd95d6a6-78e8-4b84-a04b-aa3712794485'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:05:28.944,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ca1bf61-4cd5-48b2-b477-be4a5bb86e52,338,,"[95.9, 56.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,10,Barcelona,217,['b931da6b-d6dd-44ac-89ea-bce8cdfb419a'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:05:32.412,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664fb4a7-2f6c-4ece-bd7f-4843aef152c9,342,,"[84.9, 44.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['89d6c6ab-093b-470f-9128-58b7f3ad4450'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:05:36.621,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8db6070f-1e4b-4a28-b9bd-ae45aa097caa,345,,"[96.9, 74.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['7e0127d7-617d-45b5-a25e-eb08a3f2cc0c'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:05:40.255,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d484779-af4e-4726-9c86-e75f22edf3bc,347,,"[92.0, 65.4]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,10,Barcelona,217,['7e7ef479-8480-4c46-aae8-3ebf6b444a91'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:05:41.604,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4cade29-7a44-4a26-aff7-88365c2fd3e3,350,,"[91.1, 73.3]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['080ee7a2-fe83-49a2-a139-bc8fca3f0f11'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:05:43.573,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49da401c-4628-4d31-bf85-c47a964ac528,352,,"[86.9, 69.4]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,10,Barcelona,217,['56550da4-4342-4fac-90ab-75893d1ee31c'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:05:44.239,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c415c5a-dc76-48c2-be43-b9527ed0b6ea,355,,"[78.3, 47.2]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['13d9d5ff-adfa-4ebc-a1b1-4a8dad1c0d1f'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:05:47.006,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728a9f1-719e-4694-987d-5a8cb96dd1f4,358,,"[84.1, 30.9]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,10,Barcelona,217,['d9ed9e79-81c0-41dd-ba33-b0f1eb193967'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:05:49.491,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4af101b-bf63-426d-8136-6d2891b106f7,361,,"[100.4, 26.6]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,10,Barcelona,217,['146a9fbb-9821-4061-b3f2-49089cf1985a'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:05:51.347,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f056d87-3e51-430f-a455-205a83d3ae52,364,,"[91.4, 32.6]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['b18886d9-8b9e-4bae-a998-e2efb1f3d344'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.402,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7671e331-45ea-43d7-a26a-09a25e832fe1,367,,"[96.7, 23.1]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,10,Barcelona,217,['da4df833-4154-445c-994d-38f9b8a2780f'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:05:55.638,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f280d4c-a983-4dad-8cba-f7a08633fa8b,370,,"[117.7, 51.7]",266066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['2933b18e-4f6e-4afb-8654-64ed85e4f587'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:05:58.256,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070d879c-d509-474d-abc3-c3d66f4bdb93,374,,"[66.4, 56.5]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonathan Sundy Zongo,27458.0,Right Wing,11,Almería,403,['c618c431-8ac9-48a2-93ec-c8fd3402d89d'],32,,,,,,,,,,,,,,,,,Almería,403,00:06:32.745,Ball Receipt*,,2013/2014
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4da700cf-bbcb-4d67-acd0-6d4e2a82c94d,376,,"[81.2, 59.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rodrigo Ríos Lozano,24145.0,Center Forward,11,Almería,403,['bd384fb4-bd14-4092-8365-e08500b7d993'],35,,,,,,,,,,,,,,,,,Almería,403,00:06:35.423,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a698f0a7-2e82-48a4-a4ed-f20696553592,380,,"[28.3, 32.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,12,Barcelona,217,['2cf388fb-d087-4714-bd16-60a5276e567b'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:06:40.918,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5db2f7dd-95ba-4386-b4f6-03408600b84e,383,,"[40.1, 51.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,12,Barcelona,217,['6167627e-ef0b-4921-93e1-5e40b50127a2'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:06:43.741,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7744b4de-3f52-4e94-b91b-b7d6a26be65d,386,,"[63.3, 57.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,12,Barcelona,217,['c0a8f91d-dac1-4f9a-a230-13f8b2e506b4'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:06:46.299,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34504239-6901-4a76-9984-c2fd6c350249,388,,"[50.4, 57.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,12,Barcelona,217,['99595058-3391-4ae9-a9ea-6a118969fe22'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:06:47.244,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd67ed4-751d-497c-827c-92c2cbf248ee,391,,"[57.5, 73.2]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,12,Barcelona,217,['b6289402-b3fd-40c7-a1ea-9f0b193406f9'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:06:48.301,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34b9e996-d30a-461b-a9b3-cda8138bc68a,394,,"[53.6, 58.2]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,12,Barcelona,217,['bdd8ff71-3e2d-4376-8e9c-491e1e70e02b'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:06:50.088,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6621552b-62da-4651-9594-4c061bece839,397,,"[56.6, 33.3]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,12,Barcelona,217,['5e2963aa-c6d2-46f2-a061-3dbb5878a8a3'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:06:52.512,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80843cc0-79ff-47bc-8cdb-14f61ffbfc82,401,,"[70.3, 18.6]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,12,Barcelona,217,"['2a764ecc-4734-46cf-9511-b0452f97a207', '74862c4f-a4df-4fd4-8d0f-9efbc64a10c7']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:06:55.207,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ac26677-7896-42d2-998e-dd961b73f2df,404,,"[56.1, 21.4]",266066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,12,Barcelona,217,['36799e42-6465-4b3c-a013-7638ffe01360'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:06:57.199,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d367401d-ebd0-4602-94fe-b899abf08f34,407,,"[58.9, 44.9]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,12,Barcelona,217,['ef61a46d-d73f-4426-b93e-20e161c9746e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:07:00.168,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939ecf2e-3949-4398-a326-6497174beb45,410,,"[64.7, 22.5]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,12,Barcelona,217,['045d8eae-f657-4305-a5b3-3e0c540adf59'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:07:03.926,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81af2048-1877-46e3-9cda-f7c663b860d7,413,,"[96.9, 74.1]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,12,Barcelona,217,['c388bcb4-4372-4ac4-a019-0ff511666632'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:07:08.480,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ccc0b37-85f6-45dc-b300-57b5ff9627cb,419,,"[108.3, 74.6]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,['8a5e7ec6-c519-4486-a7e3-09fd2a894660'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:07:27.427,Ball Receipt*,,2013/2014
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7e7044c-8470-4a41-82fe-530277ebb50e,422,,"[113.0, 44.7]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,13,Barcelona,217,['9b869bf6-bfc7-4f11-95e9-90e3aafbe0d0'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:07:30.653,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57f62af2-e08d-4991-a914-6d2026dc38e2,428,,"[79.6, 30.3]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,13,Barcelona,217,['31c398be-550b-4090-bfac-3b450ceb7c34'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:07:36.115,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad03e15f-2d70-4ce7-ae3d-192ce38bb0e8,431,,"[77.6, 58.2]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['0bbd1156-c9da-4b89-b0eb-51865a17d03b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:07:38.432,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ccd625a-a062-4143-91a1-5e60b3fa2a90,434,,"[86.5, 68.4]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['b681a910-4238-48df-83fe-4cf7b32ea1d1'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:07:41.735,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174e58c5-a784-458f-8a1b-d37ac875a5c4,437,,"[65.0, 41.3]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,13,Barcelona,217,['6ca68b26-bd46-4aa8-990f-b9093449b55c'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:07:44.240,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f767a306-ab91-4766-a762-8e2e27331d5a,440,,"[75.3, 27.0]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,13,Barcelona,217,['75c199cb-bd78-4443-8d29-5b20023796a4'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:07:45.671,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9aa34faf-69d6-41f3-acee-d493f1ea40ae,443,,"[98.9, 73.9]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,['49c62f94-5f89-49b4-a1e6-1d8f5324cc07'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:07:50.476,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08e88709-4540-4af3-92d5-f77e69808190,447,,"[101.5, 56.6]",266066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['8b42b63c-fd6d-4ca4-98c6-48bd9a8f7015'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:07:54.020,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a1d4c82-0858-48a3-8961-eacc11ae53c1,454,,"[83.5, 9.8]",266066,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Adriano Correia Claro,22102.0,Left Back,13,Barcelona,217,['a9321826-0023-4436-b0c7-59150ef699ca'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:08:01.530,Ball Receipt*,,2013/2014
