50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.4816,,,,,,,,,,,,,bc4cedc6-1fc7-40b4-be8d-0ae405d8327a,17,,"[44.8, 80.0]",69214,0,,,,-0.74679077,,,,,,"[56.9, 68.8]",,Low Pass,,16.487875,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Back,3,Barcelona,217,['8603d846-892d-4aea-ad7c-fd19dd7bec35'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.093,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.9635,,,,,,,,,,,,,99d15fec-b7ed-4c6e-abaf-5f96fd2f0628,23,,"[68.6, 25.6]",69214,0,,,,1.0130875,,Right Foot,,,,"[74.9, 35.7]",,Ground Pass,,11.903781,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,Regular Play,Sidi Yaya Keita,26616.0,Left Center Midfield,4,Xerez,1219,['210fb8dd-979e-48a8-aab2-bc091325686a'],20,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:20.295,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.438062,,,,,,,,,,,,,31d55b6e-d912-420d-b27d-0fb1f592feee,31,,"[67.4, 40.3]",69214,0,,,,0.92968756,,Right Foot,,,,"[72.4, 47.0]",,Ground Pass,,8.3600235,,,Sidi Yaya Keita,26616.0,,,,,Recovery,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Center Midfield,4,Xerez,1219,['839e2b2b-375c-4073-9ff0-d9c8235e6455'],23,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:23.811,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.7955,,,,,,,,,,,,,b3e16aaf-dcd4-4105-beb5-b376cda3b2f6,38,,"[42.5, 26.7]",69214,0,,,,-1.9861355,,Right Foot,,,,"[35.4, 10.6]",,Ground Pass,,17.596022,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,5,Barcelona,217,['acf6d55f-e587-47e7-bd8f-7aea5e067401'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.459,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.547718,,,,,,,,,,,,,9595abad-8104-4b79-9617-6b71bc729c0b,41,,"[35.4, 10.6]",69214,0,,,,1.2574022,,Left Foot,,,,"[42.4, 32.2]",,Ground Pass,,22.705946,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['7ca9ebec-3cf2-46d3-933b-f702ebcf90d0'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.962,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.951958,,,,,,,,,,,,,aaec1137-1191-44fe-bdf0-8f4f79269a30,44,,"[43.9, 29.0]",69214,0,,,,-1.1341692,,Right Foot,,,,"[55.8, 3.5]",,Ground Pass,,28.140007,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['64a008d7-311b-4661-92ce-9f7a38f57bbf'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.352,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.827582,,,,,,,,,,,,,5fbff8ef-bae3-4df6-9476-a706caa91c0d,47,,"[55.8, 3.5]",69214,0,,,,-0.07927278,,Left Foot,,,,"[98.6, 0.1]",,Low Pass,,42.934834,Out,,Thierry Henry,15516.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['79f26d63-834e-4d27-a364-814c0af53235'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.464,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.7943,,,,,,,,,,,,,ade7dd93-2eca-46e2-b1be-5479b118ae87,49,,"[30.9, 80.0]",69214,0,,,,-0.25786453,,,,,,"[40.0, 77.6]",,Low Pass,,9.411163,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Throw-in,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Wing Back,6,Xerez,1219,['63a38f35-ef03-4dae-aa74-6381c9c6b830'],52,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:52.789,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.7944,,,,,,,,,,,,,cda2f354-6a55-4744-a965-423956ce8b6d,55,,"[38.8, 66.6]",69214,0,,,,-0.826311,,Right Foot,,,,"[47.0, 57.7]",,Ground Pass,,12.101653,,,Sidi Yaya Keita,26616.0,,,,,,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Wing Back,6,Xerez,1219,['4bb2c95d-2af5-4afa-9fec-783d0810511d'],56,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:56.326,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.947,,,,,,,,,,,,,1ede82fb-1201-4a8d-93d1-3d3fccb7520d,59,,"[47.5, 59.5]",69214,0,,,,1.3701434,,Right Foot,,,,"[49.9, 71.3]",,Ground Pass,,12.0415945,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Throw In,Sidi Yaya Keita,26616.0,Left Center Midfield,6,Xerez,1219,['257551a7-3a35-44f3-95de-a34a87600dbd'],57,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:57.448,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2657,,,,,,,,,,,,,caa76a72-a533-429d-b4d7-53be8a0c1629,63,,"[53.1, 71.7]",69214,0,,,,0.1736712,,Left Foot,,,,"[64.5, 73.7]",,Ground Pass,,11.574109,,,Mario Bermejo Castanedo,26617.0,,,,,,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Center Midfield,6,Xerez,1219,"['2bff1afa-1e7f-4473-93a1-6ffbb1b3c86b', '4dd46c94-5ea6-4d7e-a250-02ae36d9e597']",58,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:58.759,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.500982,,,,,,,,,,,,,9d3a7407-55a7-458d-a1ad-70d4c66d256d,68,,"[52.5, 8.3]",69214,1,True,,,2.600025,,Right Foot,,,,"[14.1, 31.4]",,Ground Pass,,44.81261,,,Víctor Valdés Arribas,20176.0,,,,,Free Kick,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Left Center Back,7,Barcelona,217,['452c9383-7cd9-4a1f-8b32-67b5c9568469'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.347,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.849302,,,,,,,,,,,,,fd1fcdfd-e5a1-4b70-bab0-9855484408d6,70,,"[14.5, 39.8]",69214,1,,,,1.0601486,,Right Foot,,,,"[25.2, 58.9]",,Ground Pass,,21.892921,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,7,Barcelona,217,['4a910fae-9941-4f38-b7df-f2d40563dfe1'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.986,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4565,,,,,,,,,,,,,19e7301b-b4c2-46a9-9283-592dc57991d8,73,,"[30.1, 56.8]",69214,1,,,,-1.2706251,,Right Foot,,,,"[35.3, 40.0]",,Ground Pass,,17.586359,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,7,Barcelona,217,['1ccc030e-0529-44c1-80ca-a33d1dad0eb8'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.557,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.725896,,,,,,,,,,,,,950c30b4-a882-449b-89c0-2033c657d71d,76,,"[36.0, 39.8]",69214,1,,,,-2.0200565,,Right Foot,,,,"[27.9, 23.0]",,Ground Pass,,18.650738,,,Dmytro Chygrynskiy,18608.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['ca3386eb-7965-49ae-b5c7-91a281f1c127'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.168,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.1309,,,,,,,,,,,,,4b64c7cd-fffc-4532-ba82-9a5437025204,79,,"[39.0, 33.6]",69214,1,,,,1.5872557,,Left Foot,,,,"[38.6, 57.9]",,Ground Pass,,24.303291,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Left Center Back,7,Barcelona,217,['8c9bbd9c-9943-4a11-8c6c-3dd6eddda80d'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.108,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.491643,,,,,,,,,,,,,c1f1d37f-a003-4c9e-b0da-7b5e6b279583,82,,"[38.6, 58.4]",69214,1,,,,-1.5156038,,Right Foot,,,,"[39.6, 40.3]",,Ground Pass,,18.127604,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,7,Barcelona,217,['2a8cadca-ef00-48d2-8658-07ac51b17d27'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.553,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.7948,,,,,,,,,,,,,59781a02-1769-4160-af46-8112f9d5cb43,85,,"[45.4, 38.1]",69214,1,,,,-0.74596286,,Right Foot,,,,"[83.6, 2.8]",,High Pass,,52.012787,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['9d6729b3-8f77-455f-b2b5-5cd45863c180'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.579,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5978,,,,,,,,,,,,,e2c973cf-ea12-4e78-b311-25e37cb7603a,87,,"[84.3, 3.5]",69214,1,,,,-2.8076475,,Left Foot,,,,"[74.5, 0.1]",,Low Pass,,10.373042,Out,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Wing,7,Barcelona,217,['f3817a7a-ff23-4cb2-888c-9c63d85921fd'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.374,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4277,,,,,,,,,,,,,bdb095e8-5773-4011-a190-e3df3664190b,89,,"[41.4, 80.0]",69214,1,,,,-2.9546134,,,,,,"[19.2, 75.8]",,Low Pass,,22.593805,,,Aythami Artiles Oliva,8440.0,,,,,Throw-in,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Wing Back,8,Xerez,1219,['e2cf10e0-605f-42f2-a24f-dcdf668b4450'],55,,,,,,,,,,,,,,,,,,,Xerez,1219,00:01:55.471,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.6864,,,,,,,,,,,,,61873f56-dcc7-49ac-abc8-002c22b983f5,93,,"[19.9, 75.6]",69214,1,,,,-0.4360684,,Right Foot,,,,"[49.3, 61.9]",,High Pass,,32.43532,Incomplete,,,,,,,,,1,From Throw In,Aythami Artiles Oliva,8440.0,Right Center Back,8,Xerez,1219,['cbdbaaf1-f7b4-4e1a-bd37-9722d0dc35ba'],58,,,,,,,,,,,,,,,,,,,Xerez,1219,00:01:58.158,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8699,,,,,,,,,,,,,cbdbaaf1-f7b4-4e1a-bd37-9722d0dc35ba,94,,"[70.8, 18.2]",69214,1,,,,0.4451312,,Right Foot,,,,"[81.7, 23.4]",,Low Pass,,12.076838,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,Recovery,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,8,Xerez,1219,"['25793228-4142-424e-a603-7898112161ed', '61873f56-dcc7-49ac-abc8-002c22b983f5', '70c696c2-acba-4827-bfc0-a2177674cc2e']",59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.844,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5629,,,,,,,,,,,,,25793228-4142-424e-a603-7898112161ed,96,,"[38.4, 56.7]",69214,2,,,,-1.8883156,,Right Foot,,,,"[31.4, 35.4]",,Ground Pass,,22.42075,,,David Prieto Gálvez,26614.0,,,,,Recovery,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Center Midfield,8,Xerez,1219,"['c0ae9a69-c2a7-423d-b6c1-81b557a5440b', 'cbdbaaf1-f7b4-4e1a-bd37-9722d0dc35ba']",1,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:01.714,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.7784,,,,,,,,,,,,,7f7c567a-09a6-4f70-aa4f-dca31d346643,99,,"[31.4, 35.4]",69214,2,,,,0.4279485,,Right Foot,,,,"[42.8, 40.6]",,Ground Pass,,12.529964,,,Sidi Yaya Keita,26616.0,,,,,,1,From Throw In,David Prieto Gálvez,26614.0,Left Center Back,8,Xerez,1219,['30aa8020-a154-47e4-87dc-60d5c22431b2'],3,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:03.317,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.076427,,,,,,,,,,,,,683ac629-ac9e-40e0-a914-b4613933030f,102,,"[42.8, 40.6]",69214,2,,,,-1.4300019,,Left Foot,,,,"[46.4, 15.2]",,Ground Pass,,25.65385,,,José Manuel Casado Bizcocho,26612.0,,,,,,1,From Throw In,Sidi Yaya Keita,26616.0,Left Center Midfield,8,Xerez,1219,['5b5b2b49-b811-4d95-8964-5f7d794fb6d6'],4,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:04.244,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.701,,,,,,,,,,,,,fb4fd89a-8860-4fc4-8201-a115648399f6,108,,"[96.1, 3.5]",69214,2,,,,1.3406483,,Left Foot,True,,,"[105.8, 44.9]",,High Pass,,42.52117,Incomplete,,Mario Bermejo Castanedo,26617.0,,True,,,,1,From Throw In,Emiliano Daniel Armenteros,26611.0,Left Wing,8,Xerez,1219,"['0abb6e98-2c75-4dd6-8a18-e7d0d0e5b229', 'ce77cb6b-af08-470a-b89f-4fa793970e4c']",14,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:14.078,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.915366,,,,,,,,,,,,,98229b04-5f52-4386-baa1-806ee137534f,111,,"[91.9, 46.2]",69214,2,,,True,0.040382076,,,,,,"[111.7, 47.0]",,High Pass,,19.816154,Incomplete,,Mario Bermejo Castanedo,26617.0,,,,,Recovery,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Center Midfield,8,Xerez,1219,"['4a33a288-7a4a-439f-b5bf-ae32978c23c1', '4fae656b-bdd1-4900-90ce-9bcd60f516c8', 'be4678ad-2263-4125-b70a-8377ccc5c986']",17,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:17.725,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.1298,,,,,,,,,,,,,bfb242f1-0f5b-4cba-863d-bd5c3794218f,116,,"[11.8, 36.2]",69214,2,,,,1.1351788,,Keeper Arm,,,,"[21.9, 57.9]",,Ground Pass,,23.93533,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['17d3f24e-5495-4658-9c50-121f7b381fb4'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.105,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.2816,,,,,,,,,,,,,56dbc9ea-8085-49fb-96fc-b8e0c7e0df47,119,,"[49.8, 70.9]",69214,2,,,,-0.28195533,,Right Foot,,,,"[89.5, 59.4]",,High Pass,,41.33207,Pass Offside,,Zlatan Ibrahimović,3672.0,,,,,,1,From Keeper,Rafael Márquez Álvarez,5558.0,Right Center Back,9,Barcelona,217,['bd337318-a7f3-40db-a937-cc879f847a05'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.229,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3961,,,,,,,,,,,,,24358bd3-0013-49dc-918c-88b3a4c03be5,121,,"[58.7, 41.1]",69214,2,True,,,-2.8112953,,Right Foot,,,,"[44.7, 36.3]",,Ground Pass,,14.8,,,Víctor Sánchez Mata,6758.0,,,,,Free Kick,1,From Free Kick,José Manuel Casado Bizcocho,26612.0,Left Wing Back,10,Xerez,1219,['bdbe410a-1800-4bf3-80c5-79be06b9344b'],39,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:39.203,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5278,,,,,,,,,,,,,fdd63bf9-e2db-47d1-be22-f6140cacdf6f,124,,"[42.1, 35.2]",69214,2,,,,2.2318394,,Right Foot,,,,"[34.4, 45.1]",,Ground Pass,,12.541929,,,Aythami Artiles Oliva,8440.0,,,,,,1,From Free Kick,Víctor Sánchez Mata,6758.0,Right Center Midfield,10,Xerez,1219,"['1e49baee-1de4-4852-b712-53a29e9100fa', '9f981d26-b45b-4e6b-aaa1-26f524d56cfc']",41,,,,,,,,,,,,,,,,,,,Xerez,1219,00:02:41.378,Pass,True,2009/2010
