50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4af20883-1c89-458c-8044-a1b669a14881,1,,,69214,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 18608, 'name': 'Dmytro Chygrynskiy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26624, 'name': 'Jeffren Isaac Suárez Bermúdez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e488295e-4ca1-425c-bcac-793a0d83def4,2,,,69214,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 26397, 'name': 'Renan Brito Soares'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 26610, 'name': 'Leandro Andrés Gioda'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 26614, 'name': 'David Prieto Gálvez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26615, 'name': 'Francisco Jesús Pérez Malia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 26612, 'name': 'José Manuel Casado Bizcocho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 26616, 'name': 'Sidi Yaya Keita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 26611, 'name': 'Emiliano Daniel Armenteros'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 26617, 'name': 'Mario Bermejo Castanedo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Xerez,1219,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a290d6a3-ec23-4e17-8942-d1909467fd05,3,,,69214,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b7adc346-57c5-4240-8bd4-3092653880ef'],0,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7adc346-57c5-4240-8bd4-3092653880ef,4,,,69214,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['a290d6a3-ec23-4e17-8942-d1909467fd05'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c718407-4fd4-4e7a-8b59-8ae48a978074,1527,,,69214,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Xerez,1219,['ed1b3f76-40d7-41e5-897e-716a6bdd645c'],0,,,,,,,,,,,,,,,,,,,Xerez,1219,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ed1b3f76-40d7-41e5-897e-716a6bdd645c,1528,,,69214,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Xerez,1219,['2c718407-4fd4-4e7a-8b59-8ae48a978074'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.46615,,,,,,,,,,,,,b04fb97a-3111-419d-b7cd-4244f1ec831a,5,,"[61.0, 40.1]",69214,0,,,,-2.2513175,,Left Foot,,,,"[59.3, 38.0]",,Ground Pass,,2.7018511,,,Thierry Henry,15516.0,,,,,Kick Off,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Barcelona,217,['a163ca7e-74df-4b8d-a13d-cb381e16b567'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.816,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.491835,,,,,,,,,,,,,d8174b4c-7b32-4130-9ea4-98369b2b6f8b,8,,"[58.2, 41.9]",69214,0,,,,2.2880077,,Right Foot,,,,"[39.1, 63.8]",,Low Pass,,29.058907,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Thierry Henry,15516.0,Left Wing,2,Barcelona,217,['92935eb3-a5e9-4386-90af-ff46de28782c'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.673,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.9079,,,,,,,,,,,,,adba95f8-cd51-40ca-96d2-361365db21ee,11,,"[39.1, 63.8]",69214,0,,,,-2.5484793,,Right Foot,,,,"[25.6, 54.7]",,Ground Pass,,16.280663,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Back,2,Barcelona,217,['d8817576-9b9f-447a-9c97-3c9b7fbda549'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.360,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,a5b534db-4522-4f70-b026-8dc847e9f26c,15,,"[25.8, 58.9]",69214,0,,,,0.5456551,,Right Foot,,,,"[28.6, 60.6]",,Low Pass,,3.275668,Incomplete,,,,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,"['e1309fd6-75bb-4b66-8080-8314b340425c', 'f1175cd0-326b-4b9e-94a2-a181162f1a7a']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.778,Pass,True,2009/2010
