bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.808955,,,,,,,,,,,,,,,,69bae0ae-697a-46b7-83e8-9c584d511665,407,,"[68.8, 15.3]",69170,8,,,,,2.9304993,,Right Foot,,,,"[56.2, 18.0]",,Ground Pass,,12.886039,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,23,Barcelona,217,"['bb05bd8e-9ba4-4f85-ba22-2a9c7606d1a4', 'ddd131e4-00cd-40a9-940b-13e99ff98310']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:05.564,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.716296,,,,,,,,,,,,,,,,7f685ca1-9be7-4d1b-b153-7e0b5231595f,410,,"[56.0, 21.2]",69170,8,,,,,1.6233793,,Right Foot,,,,"[53.9, 61.1]",,Low Pass,,39.955223,,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,23,Barcelona,217,['2df90a4b-965a-426a-8641-5eb80ff00ca4'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:07.703,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.267542,,,,,,,,,,,,,,,,c7fa7a94-2ed9-4179-a4e4-2208bda0d82a,413,,"[61.5, 61.7]",69170,8,,,,,1.0373143,,Right Foot,,,,"[70.3, 76.6]",,Ground Pass,,17.304625,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,23,Barcelona,217,['b9b1bf8e-62f3-4c78-82e3-7681049f8c7a'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:11.772,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.526303,,,,,,,,,,,,,,,,5b1be108-b30c-4584-b65f-282bce319fbf,417,,"[64.2, 69.9]",69170,8,,,,,-2.7716866,,Left Foot,,,,"[49.5, 64.2]",,Ground Pass,,15.76642,,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['4e2cee5f-b7b2-47f3-bd2f-bf56c584bc1e', '611761a2-296d-4433-8b0c-1bc2986540c9']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:15.814,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.406215,,,,,,,,,,,,,,,,8e8c6f03-e585-4929-b59e-17f446fc9d03,420,,"[48.2, 63.6]",69170,8,,,,,-2.1025205,,Right Foot,,,,"[40.2, 50.0]",,Ground Pass,,15.778466,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,23,Barcelona,217,['583234ac-5818-4d9d-9fee-53a08d139fb3'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:17.530,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.382937,,,,,,,,,,,,,,,,742c43aa-d84c-449e-bacf-cc469f39a5f4,423,,"[53.3, 38.8]",69170,8,,,,,-1.5377505,,Right Foot,,,,"[54.5, 2.5]",,Ground Pass,,36.319828,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['c6cf8ab6-fa45-4290-a2c0-b95d44422bf5'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:22.141,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.251264,,,,,,,,,,,,,,,,045b7241-8b7b-437f-936a-feb370f1f419,426,,"[50.3, 4.3]",69170,8,,,,,1.1572542,,Left Foot,,,,"[56.4, 18.2]",,Ground Pass,,15.179591,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,23,Barcelona,217,['9765010a-fe71-4168-adf5-8f059bab09dd'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:25.694,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.052295,,,,,,,,,,,,,,,,7bc72dc3-551f-468d-b92a-759453a42083,429,,"[56.2, 16.7]",69170,8,,,,,-2.875963,,Right Foot,,,,"[42.6, 13.0]",,Ground Pass,,14.094325,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,23,Barcelona,217,['6eeb666d-4f89-4091-b00d-970f17ae92d0'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:27.118,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.962966,,,,,,,,,,,,,,,,7da0d36b-dcc1-4da8-b063-9a1370a65aa4,432,,"[42.6, 13.0]",69170,8,,,,,-0.14365761,,Left Foot,,,,"[58.5, 10.7]",,Ground Pass,,16.06549,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,23,Barcelona,217,['f12d675b-d3d8-4b96-b358-6a68eea435a1'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:29.135,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.436021,,,,,,,,,,,,,,,,0b473331-58a3-4115-be5d-bd41690f36b3,436,,"[57.3, 13.4]",69170,8,,,,,2.1800928,,Right Foot,,,,"[40.9, 36.9]",,Ground Pass,,28.656761,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,23,Barcelona,217,"['61036cfc-eeb1-43d1-b6d3-49dbe7461dc6', '806f9e34-17a0-4061-96b3-7891266829e3']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:30.531,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.023807,,,,,,,,,,,,,,,,a2ca5cd3-267e-4fc8-b331-9656d0cb41c7,439,,"[40.2, 40.7]",69170,8,,,,,0.27057034,,Right Foot,,,,"[53.9, 44.5]",,Ground Pass,,14.217243,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['163610a6-654d-4d9c-be99-48f73f1878e0'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:33.833,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.832738,,,,,,,,,,,,,,,,914b39d7-8d44-48b8-ad0b-ea84d25c75ba,442,,"[61.9, 44.9]",69170,8,,,,,0.93521065,,Right Foot,,,,"[84.4, 75.4]",,High Pass,,37.901188,,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,23,Barcelona,217,['4befbf7a-b80b-43ef-827f-41cce8843b56'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.038,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.084044,,,,,,,,,,,,,,,,8542d35a-d330-4033-b3d2-6267515984c2,445,,"[84.8, 69.7]",69170,8,,,,,-2.454971,,Right Foot,,,,"[78.7, 64.7]",,Ground Pass,,7.8873315,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,23,Barcelona,217,['9b2bf685-27fe-4343-b33a-38ea9b25d577'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:44.466,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.947551,,,,,,,,,,,,,,,,50602d3b-3071-401b-9766-c56880b4bb5a,450,,"[83.3, 44.3]",69170,8,,,,,-1.577939,,Left Foot,,,,"[83.1, 16.3]",,Ground Pass,,28.000713,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['64fdc6d4-694c-4371-8bba-59f09edaf2f0', 'cb763b9f-dbdb-4426-9442-3b30c8325d13']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:50.950,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,0.914512,,,,,,,,,,,,,,,,f4bad505-35c2-473f-b3ba-421a63349af8,457,,"[90.9, 20.1]",69170,8,,,,,-1.273564,,Left Foot,,,,"[94.3, 9.0]",,Ground Pass,,11.609048,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,23,Barcelona,217,['5b7845c4-0790-44ca-a32e-a94c5fc9dc9f'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:57.208,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.181802,,,,,,,,,,,,,,,,8843b026-fab4-44d9-9b2c-b2a3548b56ee,464,,"[39.9, 45.9]",69170,9,,,,,-0.015093193,,Left Foot,,,,"[66.4, 45.5]",,High Pass,,26.50302,,Incomplete,,Francisco Jiménez Tejada,23929.0,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Center Attacking Midfield,23,Barcelona,217,"['485a639e-a72e-4ead-b0dd-a9b1f128b5c4', '4c3433b3-068a-4b3a-b5f4-d9c5686af4fa']",3,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:03.731,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.694189,,,,,,,,,,,,,,,,e7cb8652-16f1-44f3-9c1b-e96d00fcac20,468,,"[48.7, 56.7]",69170,9,,,,,-1.1609212,,Right Foot,,,,"[55.0, 42.2]",,Ground Pass,,15.809491,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['00b69b23-a362-4247-baea-167c5f062e40'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:12.645,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.66164,,,,,,,,,,,,,,,,d7a35d24-fc4b-43d3-8ca8-ce6035424fd8,471,,"[54.5, 42.4]",69170,9,,,,,1.8579375,,Left Foot,,,,"[50.1, 57.3]",,Ground Pass,,15.536087,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,23,Barcelona,217,['b6f30f28-b4f4-4e87-ad30-6bda997f4430'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:13.668,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.087687,,,,,,,,,,,,,,,,1e175de0-fa09-43ae-864d-ec33061569f4,474,,"[50.8, 60.2]",69170,9,,,,,-0.4119695,,Right Foot,,,,"[62.7, 55.0]",,Ground Pass,,12.986531,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['ad70d82d-efaa-4372-849d-2c657fb4c893'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:15.241,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.24612,,,,,,,,,,,,,,,,6ce29af1-9c59-4570-8c61-513dbe91ff2f,477,,"[55.0, 56.5]",69170,9,,,,,0.8966535,,Right Foot,,,,"[71.3, 76.9]",,Ground Pass,,26.112257,,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,23,Barcelona,217,['46a3e401-a7fa-4941-b5b1-3fea95d092d0'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:18.561,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.061765,,,,,,,,,,,,,,,,a8c43a06-13fc-4712-9166-2ddeb1e702ea,480,,"[70.1, 74.3]",69170,9,,,,,-2.344147,,Right Foot,,,,"[61.9, 65.9]",,Ground Pass,,11.738825,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,23,Barcelona,217,['e3ea6cda-8052-441f-81a1-12715fd5cb6c'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:21.419,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.427926,,,,,,,,,,,,,,,,7cc0e2a4-a228-41f6-9817-23fbb05f711f,483,,"[57.9, 64.2]",69170,9,,,,,-2.3018262,,Right Foot,,,,"[44.0, 48.7]",,Ground Pass,,20.819702,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,23,Barcelona,217,['0300efca-03b1-4c2e-8c47-e50eed2dfd74'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.516,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.974252,,,,,,,,,,,,,,,,dba7cd15-ef6f-44bd-a213-92cc91f83690,486,,"[55.8, 47.0]",69170,9,,,,,-0.66496474,,Right Foot,,,,"[64.6, 40.1]",,Ground Pass,,11.182576,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,23,Barcelona,217,['c47029d3-d6c8-4b99-a7a6-f4b60bc1a15e'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.756,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.520195,,,,,,,,,,,,,,,,d37bffa2-8d1c-4052-afce-929d1b7921a5,492,,"[64.6, 41.3]",69170,9,,True,,,-1.0377162,432b0919-569f-418f-80c1-485bba47af6a,Right Foot,,,,"[74.1, 25.2]",,Ground Pass,,18.69385,,,,Samuel Eto''o Fils,19298.0,True,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,24,Barcelona,217,['82ff0eab-44e5-41ca-9754-b26f08d12f09'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:41.524,Pass,,2007/2008
,,,,,,,,,,,,,,,,,6.469997,,,,,,,,,,,,,,,,7b4af31b-9152-4ea1-b37d-43e338944e83,500,,"[15.3, 50.1]",69170,9,,,,,-0.39734927,,Drop Kick,,,,"[106.8, 11.7]",,High Pass,,99.231094,,,,Francisco Jiménez Tejada,23929.0,,,,,,1,From Keeper,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,26,RC Deportivo La Coruña,219,['f6c0d853-b4d8-404b-aaf0-ebad4fc5dde0'],52,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:09:52.659,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.418875,,,,,,,,,,,,,,,,76f9590e-415b-4a59-972b-2cb3765052a0,504,,"[107.6, 7.9]",69170,10,,,,,3.0186858,,Right Foot,,,,"[90.6, 10.0]",,Ground Pass,,17.129215,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Francisco Jiménez Tejada,23929.0,Center Forward,27,RC Deportivo La Coruña,219,"['04e2650d-93c5-417c-a0de-fe863fb3af19', '6237c9d5-cab3-4cd2-bd4f-740b0cddc11b']",1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:01.653,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.463445,,,,,,,,,,,,,,,,d7ceb9d7-ab33-41b8-a379-fe6668c43aac,507,,"[87.0, 13.5]",69170,10,,,,,2.6530392,,Left Foot,,,,"[75.9, 19.4]",,Ground Pass,,12.5706005,,,,Julián de Guzmán,26214.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,28,RC Deportivo La Coruña,219,['0525fff6-1cc1-4e1d-baaf-b373605fed10'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:06.585,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.065804,,,,,,,,,,,,,,,,1ef7b382-bfd7-44b2-b3eb-b754b395f9d2,510,,"[77.8, 18.6]",69170,10,,,,,1.8784633,,Right Foot,,,,"[74.4, 29.3]",,Ground Pass,,11.2272,,,,Antonio Tomás González,26064.0,,,,,,1,Regular Play,Julián de Guzmán,26214.0,Left Center Midfield,29,RC Deportivo La Coruña,219,['b7783e17-02b2-43c0-a52b-411e077a61d8'],9,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:09.056,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.381542,,,,,,,,,,,,,,,,03dbba0d-df31-4de5-8ba1-a660fd0ac50f,513,,"[78.2, 29.7]",69170,10,,,,,-2.235571,,Right Foot,,,,"[63.7, 11.2]",,Ground Pass,,23.505318,,,,Fabricio Coloccini,26207.0,,,,,,1,Regular Play,Antonio Tomás González,26064.0,Right Center Midfield,30,RC Deportivo La Coruña,219,['0620c5d0-a825-41ca-a3e4-01c483576aa8'],10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:10.336,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.505345,,,,,,,,,,,,,,,,32be4154-2c10-4295-aeaf-f3a3912dfd75,517,,"[52.3, 27.6]",69170,10,,,,,2.0962055,,Right Foot,,,,"[37.4, 53.3]",,Ground Pass,,29.706902,,,,Adrián López Rodríguez,26218.0,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,31,RC Deportivo La Coruña,219,['6f4597ea-6bcb-4834-8817-076c0a9eea65'],17,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:17.627,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.922559,,,,,,,,,,,,,,,,42652f52-110f-471f-8d17-fbdcb38231ea,521,,"[54.6, 54.9]",69170,10,,,,,0.54295117,,Right Foot,,,,"[83.6, 72.4]",,High Pass,,33.87108,,Incomplete,,Cristian Hidalgo González,26212.0,,,,,,1,Regular Play,Adrián López Rodríguez,26218.0,Right Center Back,32,RC Deportivo La Coruña,219,"['198cd5d8-0a28-412e-9444-a6d024c356db', '2104d8c7-5633-438f-a8ba-4160727ab63f', '82538ace-72a3-4014-92ae-06311a6e2164']",22,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:22.033,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.4562,,,,,,,,,,,,,,,,82538ace-72a3-4014-92ae-06311a6e2164,523,,"[36.5, 7.7]",69170,10,,,,,-0.03173537,,Left Foot,,,,"[49.1, 7.3]",,Low Pass,,12.606348,,,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,33,Barcelona,217,"['2f109e8f-96cd-4fc8-a3fc-7a326e894ef7', '42652f52-110f-471f-8d17-fbdcb38231ea']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:23.955,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.074119,,,,,,,,,,,,,,,,f714e30b-fcf1-4b2e-99cc-97789300b381,526,,"[48.4, 11.1]",69170,10,,,,,-0.45536622,,Right Foot,,,,"[67.8, 1.6]",,High Pass,,21.601158,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,33,Barcelona,217,['4160262f-d01f-41f9-ad31-804d83877d56'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:26.277,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.751112,,,,,,,,,,,,,,,,5e043ec1-e30a-43a8-b6b2-531693aae2e0,529,,"[78.5, 2.5]",69170,10,,,,,0.39762798,,Left Foot,,,,"[108.5, 15.1]",,Ground Pass,,32.538593,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,33,Barcelona,217,['6d67d081-10d4-4b3c-a3a9-4917137b4c19'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:29.512,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.523298,,,,,,,,,,,,,,,,daacaa8d-d93e-424c-be1b-d44453e7d90b,533,,"[102.5, 11.7]",69170,10,,,,,1.1309538,,Right Foot,,,,"[104.1, 15.1]",,Ground Pass,,3.757659,,Incomplete,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,33,Barcelona,217,"['7c2ae928-737b-465d-9b98-5f0d13f82c47', 'abccbbba-f155-4656-b859-0e25c8b8a314', 'e54159e1-e894-4572-a2c5-4fc15756d14e']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:37.477,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.263694,,,,,,,,,,,,,,,,f5977d27-745e-4264-8c67-ed45f724531e,536,,"[90.9, 10.7]",69170,10,,,,,2.9623299,,Right Foot,,,,"[76.0, 13.4]",,Ground Pass,,15.142655,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,33,Barcelona,217,['d846b309-6c34-4b6d-814a-ed4f4d83f3e6'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:39.942,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.561995,,,,,,,,,,,,,,,,9c145446-6462-4a75-bd9e-58dae8dc1b18,539,,"[78.3, 20.3]",69170,10,,,,,0.76532054,,Right Foot,,,,"[103.7, 44.7]",,High Pass,,35.221016,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,33,Barcelona,217,"['68aa65f4-a74a-4de7-90b0-a0df54a0bbba', '7ff52761-2f89-480c-934e-6649747562f8']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:43.271,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.124736,,,,,,,,,,,,,,,,22695904-84b9-4d54-ad91-efa5ac967a66,544,,"[37.0, 33.3]",69170,10,,,,,0.41241044,,Left Foot,,,,"[41.8, 35.4]",,High Pass,,5.239275,,Incomplete,,Joan Verdú Fernández,26211.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,33,Barcelona,217,"['d53fd14f-c0f9-429e-a83c-5680b2cdd175', 'ee466a3c-f3bb-4364-babf-9e6fe6f0ad5c']",47,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:47.120,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.473324,,,,,,,,,,,,,,,,d53fd14f-c0f9-429e-a83c-5680b2cdd175,546,,"[78.3, 44.7]",69170,10,,,,,-2.680827,,Right Foot,,,,"[64.4, 37.8]",,High Pass,,15.518376,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,33,Barcelona,217,"['22695904-84b9-4d54-ad91-efa5ac967a66', '33df01db-c74d-4201-9b61-5e63180a4ae2']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:48.245,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.746227,,,,,,,,,,,,,,,,59c9ec2a-8a72-4be9-a97d-85269bffdf5b,549,,"[82.3, 18.2]",69170,10,,,,,0.453844,,Right Foot,,,,"[90.5, 22.2]",,Ground Pass,,9.123596,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,33,Barcelona,217,['a1a845ef-de7e-4c96-9f32-6fed7b932ab2'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.409,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.190497,,,,,,,,,,,,,,,,cd2ad664-d73a-4d37-a948-73cc8cfae224,552,,"[90.5, 22.2]",69170,10,,,,,-0.65107673,,Right Foot,,,,"[96.8, 17.4]",,Ground Pass,,7.920227,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,33,Barcelona,217,"['1ab07633-857d-449f-8d35-eef1cce17419', 'fcd8358b-62be-48e0-833e-50ebd8ec773e']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:56.235,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.645226,,,,,,,,,,,,,,,,fcd8358b-62be-48e0-833e-50ebd8ec773e,554,,"[23.3, 62.7]",69170,10,,,,,0.9080668,,Right Foot,,,,"[36.1, 79.1]",,Ground Pass,,20.803846,,Out,,Cristian Hidalgo González,26212.0,,,,,Interception,1,Regular Play,Manuel Pablo García Díaz,26209.0,Right Back,33,Barcelona,217,"['88ef6f88-793d-477d-b969-afc3d3c0895e', 'cd2ad664-d73a-4d37-a948-73cc8cfae224']",57,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:10:57.425,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.863242,,,,,,,,,,,,,,,,d6408873-d88a-4266-b450-d5c2d7d77e4f,556,,"[80.4, 0.1]",69170,11,,,,,2.2554135,,,,,,"[76.4, 5.0]",,Low Pass,,6.325346,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,34,Barcelona,217,['4d27ef40-b4bf-4ce6-b6b6-0be74cbc96f5'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:08.814,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.53277,,,,,,,,,,,,,,,,58abf93c-8932-4ff2-b632-533e195c84ac,560,,"[69.5, 12.8]",69170,11,,,,,1.7302498,,Right Foot,,,,"[64.0, 47.0]",,Ground Pass,,34.639427,,,,Gianluca Zambrotta,15774.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,34,Barcelona,217,"['79f02a7c-7532-4fec-a1fc-5af5171882de', 'b19e59ab-cdfd-4775-8db0-029495ea4602']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:12.530,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.488395,,,,,,,,,,,,,,,,46adc0b2-e310-43d7-b2d1-cabf8acc424d,563,,"[65.5, 55.6]",69170,11,,,,,0.9728808,,Right Foot,,,,"[78.1, 74.1]",,Ground Pass,,22.383253,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,34,Barcelona,217,['057374cf-abbe-48fa-ae80-44657621d223'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.949,Pass,,2007/2008
