bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.91732,,,,,,,,,,,,fea22f29-89b9-49fb-91e5-e12d373586e5,17,,"[33.9, 31.0]",3773547,0,,,,-0.8491415,,Left Foot,,,,"[42.7, 21.0]",,Ground Pass,,13.320661,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['bab4dd75-127f-471c-85ce-644fe6d7ba80'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.049,Pass,,2020/2021
,,,,,,,,,,,,,,,1.149315,,,,,,,,,,,,e0b68bb7-7079-49cf-b354-5b7421de4059,20,,"[41.0, 21.0]",3773547,0,,,,2.3406518,,Right Foot,,,,"[31.5, 30.8]",,Ground Pass,,13.648809,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Defensive Midfield,2,Barcelona,217,['6d84420c-fb81-4856-94e0-6ad2c22da3b9'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.150,Pass,,2020/2021
,,,,,,,,,,,,,,,1.373683,,,,,,,,,,,,82799ecf-c396-4604-aad0-bf66a05868af,23,,"[33.5, 46.4]",3773547,0,,,,1.0738277,,Left Foot,,,,"[43.1, 64.1]",,Ground Pass,,20.13579,,,,Óscar Mingueza García,43728.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['7e391f36-7d23-4599-a708-51c837280c6f'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.552,Pass,,2020/2021
,,,,,,,,,,,,,,,1.294198,,,,,,,,,,,,2ef35495-b693-41da-a919-f5ddd2a56d85,26,,"[48.9, 59.3]",3773547,0,,,,-2.4429328,,Right Foot,,,,"[33.9, 46.7]",,Ground Pass,,19.589794,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,['37435c34-b8f5-4ad3-8d18-c6ef3e35be7f'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.854,Pass,,2020/2021
,,,,,,,,,,,,,,,2.068345,,,,,,,,,,,,e795cc16-7705-4cfc-a5e9-d09060ee2d03,29,,"[33.6, 45.6]",3773547,0,,,,-1.004512,,Left Foot,,,,"[52.1, 16.5]",,Ground Pass,,34.48275,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['0342f301-4ada-40ff-9925-d2b0ac9dc9d8'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.092,Pass,,2020/2021
,,,,,,,,,,,,,,,0.678497,,,,,,,,,,,,2819cd7e-8591-49b3-9bb6-94ca74629972,32,,"[55.1, 11.3]",3773547,0,,,,-0.93226206,,Right Foot,,,,"[62.3, 1.6]",,Ground Pass,,12.080149,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Defensive Midfield,2,Barcelona,217,['65f01ae0-a3f4-49eb-9ec3-575f4aeadd4c'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.197,Pass,,2020/2021
,,,,,,,,,,,,,,,1.137446,,,,,,,,,,,,f3c9b6a8-5c01-41c1-bdc9-6e09ed9a05e9,35,,"[62.3, 1.6]",3773547,0,,,,2.3774679,,Left Foot,,,,"[55.1, 8.5]",,Ground Pass,,9.972462,,,,Frenkie de Jong,8118.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['aadfe3e1-31da-49e9-8431-cf21b91994e6'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.010,Pass,,2020/2021
,,,,,,,,,,,,,,,3.08834,,,,,,,,,,,,37305a81-7a6d-4e8f-8361-28b62c426924,38,,"[51.5, 12.3]",3773547,0,,,,1.5501381,,Right Foot,,,,"[52.5, 60.7]",,High Pass,,48.410328,,,,Óscar Mingueza García,43728.0,,True,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Defensive Midfield,2,Barcelona,217,['1f6e618b-135c-4824-8e1a-a9fc809f6f63'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.337,Pass,,2020/2021
,,,,,,,,,,,,,,,3.898808,,,,,,,,,,,,d60e273b-c1fc-49e3-9f95-ff4d7e28acbd,41,,"[57.5, 59.7]",3773547,0,,,,-0.061541907,,Right Foot,,,,"[114.3, 56.2]",,High Pass,,56.907734,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,"['8f827fca-eee5-4355-a0b9-6df27dabfabf', 'f0025780-c141-42cf-af3d-2fd7eb46cfef']",34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.785,Pass,,2020/2021
,,,,,,,,,,,,,,,3.511693,,,,,,,,,,,,e0a4a234-73cd-41dd-a449-e835c11086cb,45,,"[15.9, 29.6]",3773547,0,,,,-0.2022485,,Drop Kick,,,,"[83.2, 15.8]",,High Pass,,68.700294,,,,Ante Budimir,8654.0,,,,,,1,Regular Play,Sergio Herrera Pirón,24211.0,Goalkeeper,3,Osasuna,422,['999a1495-81c9-476c-aae0-8768f8a84e3a'],50,,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:50.594,Pass,,2020/2021
,,,,,,,,,,,,,,,1.043558,,,,,,,,,,,,48fe9a6c-4cc2-4276-95dd-9edd22cfdb42,48,,"[83.2, 15.8]",3773547,0,,,True,0.63908285,,,,,,"[94.1, 23.9]",,Low Pass,,13.5801325,,,,Rubén García Santos,23943.0,,,,,,1,Regular Play,Ante Budimir,8654.0,Left Center Forward,3,Osasuna,422,"['465c9681-33ff-4dd8-b799-c91fde5e5440', 'ffa28570-2986-4e51-a94b-2503e179f06a']",54,,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:54.106,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.163514,,,,,,,,,,,,31b096ec-b663-4ee3-8b59-2fe2cbae49f1,53,,"[95.5, 23.2]",3773547,0,,,,-2.2572281,,Left Foot,,,,"[82.8, 7.7]",,Ground Pass,,20.038464,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,Regular Play,Rubén García Santos,23943.0,Right Center Forward,3,Osasuna,422,"['1e977548-0892-4e16-9eb3-1596b374a62c', '2fe8f00e-0b72-44b7-982f-b30b8c1c4b8a', 'fa3a869a-7b6a-42a8-a460-5c91e16abe1b']",56,,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:56.859,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.636087,,,,,,,,,,,,0d6d0cbc-dc49-444f-b630-efd8bd109553,59,,"[50.7, 80.0]",3773547,1,,,,-0.48371792,,,,,,"[72.4, 68.6]",,High Pass,,24.512241,,,,Martin Braithwaite Christensen,4447.0,,,,,Throw-in,1,From Throw In,Sergino Dest,21881.0,Right Back,4,Barcelona,217,['f66fac63-efad-4307-bb7f-7f3db75bfcec'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.315,Pass,,2020/2021
,,,,,,,,,,,,,,,0.910634,,,,,,,,,,,,09bf423b-3b0d-4ffa-816a-40a074d9171d,65,,"[55.3, 10.7]",3773547,1,,,,1.4527043,,Right Foot,,,,"[56.7, 22.5]",,Ground Pass,,11.882761,,,,Jon Moncayola Tollar,30277.0,,,,,Recovery,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Left Back,5,Osasuna,422,"['7718d46a-66b6-45ef-acc7-fb81a376f5f6', '953ebd6e-07f8-493e-8c78-81909bdb2f5b']",17,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:17.031,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.895038,,,,,,,,,,,,ae8444dc-7df3-42cf-b0cc-047078f06028,68,,"[56.7, 22.5]",3773547,1,,,,2.7193415,,Right Foot,,,,"[42.9, 28.7]",,Ground Pass,,15.12878,,,,Unai García Lugea,23949.0,,,,,,1,Regular Play,Jon Moncayola Tollar,30277.0,Right Midfield,5,Osasuna,422,['ce47d7d2-25bb-437f-8ae9-18840e9163e6'],19,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:19.423,Pass,,2020/2021
,,,,,,,,,,,,,,,1.811702,,,,,,,,,,,,8a80a5db-69b9-4907-8d67-dcf1c84d13d9,71,,"[42.9, 28.7]",3773547,1,,,,2.7755868,,Right Foot,,,,"[14.2, 39.7]",,Ground Pass,,30.73581,,,,Sergio Herrera Pirón,24211.0,,,,,,1,Regular Play,Unai García Lugea,23949.0,Right Center Back,5,Osasuna,422,['e3e3a9c0-bdd0-48e3-b677-a97c1a81b819'],20,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:20.885,Pass,,2020/2021
,,,,,,,,,,,,,,,3.263069,,,,,,,,,,,,63aa6b05-16b3-4ef9-baa5-e22c136069d0,74,,"[14.9, 40.3]",3773547,1,,,,-0.27330074,,Right Foot,,,,"[78.4, 22.5]",,High Pass,,65.94763,,Incomplete,,Ante Budimir,8654.0,,,,,,1,Regular Play,Sergio Herrera Pirón,24211.0,Goalkeeper,5,Osasuna,422,"['8470d32e-3ac2-4ce8-9500-8eeec11c3c3f', 'cfaa4a74-8ec2-4b91-bc75-dcca679c71b6']",25,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:25.492,Pass,,2020/2021
,,,,,,,,,,,,,,,1.323676,,,,,,,,,,,,cfaa4a74-8ec2-4b91-bc75-dcca679c71b6,76,,"[41.7, 57.6]",3773547,1,,,,-0.9346077,,Head,,,,"[48.2, 48.8]",,Low Pass,,10.940292,,,,Frenkie de Jong,8118.0,,,,,Recovery,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,6,Barcelona,217,"['023573fd-44e0-47dd-b607-52d9ff424569', '63aa6b05-16b3-4ef9-baa5-e22c136069d0']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.755,Pass,,2020/2021
,,,,,,,,,,,,,,,0.688802,,,,,,,,,,,,3bce0598-327d-4bc7-94ce-32be35e61d6d,79,,"[48.3, 48.8]",3773547,1,,,,0.5130579,,Head,,,,"[55.4, 52.8]",,Low Pass,,8.149233,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Center Defensive Midfield,6,Barcelona,217,"['316668f7-bc46-4195-9366-9bbf45555081', '774de1a6-8e1a-488f-8582-9472ddb83311']",30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.210,Pass,,2020/2021
,,,,,,,,,,,,,,,0.746542,,,,,,,,,,,,a2e2114c-ba26-466e-8497-962a2a718279,84,,"[55.2, 39.1]",3773547,1,,,,-0.607802,,Left Foot,,,,"[62.1, 34.3]",,Ground Pass,,8.405355,,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,6,Barcelona,217,['83764464-ae91-420c-90df-38f946d980b0'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.013,Pass,,2020/2021
,,,,,,,,,,,,,,,0.564623,,,,,,,,,,,,9819945b-351e-4045-909f-6e061b6c2e2c,88,,"[63.7, 35.7]",3773547,1,,,,-0.58595765,,Right Foot,,,,"[75.0, 28.2]",,Low Pass,,13.5624485,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,Through Ball,True,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Center Midfield,6,Barcelona,217,"['67b5e4d8-7230-46d9-9183-205f29d477a4', 'd7934f3b-42bf-4c89-990d-cab93b349e4e', 'e7836754-b81d-4314-b264-723dcf9f6680']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.342,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.564496,,,,,,,,,,,,cac0c574-7d68-4064-aa9f-c10a49abb637,91,,"[38.9, 44.8]",3773547,1,,,,-3.0806513,,Other,,,,"[9.4, 43.0]",,High Pass,,29.554865,,,,Sergio Herrera Pirón,24211.0,,,,,Recovery,1,Regular Play,Raúl Rodríguez Navas,6693.0,Left Center Back,7,Osasuna,422,['9c90e916-3be1-4a3a-a04b-dd258b0abb6b'],37,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:37.695,Pass,,2020/2021
,,,,,,,,,,,,,,,3.379061,,,,,,,,,,,,4f4c9523-1a4d-4076-9eb0-66c6e34e98b2,93,,"[9.4, 43.0]",3773547,1,,,,-0.36813077,,Right Foot,,,,"[65.4, 21.4]",,High Pass,,60.021328,,,,Rubén García Santos,23943.0,,,,,,1,Regular Play,Sergio Herrera Pirón,24211.0,Goalkeeper,7,Osasuna,422,['3475050c-a5df-4c1b-9b4a-0f05210c8755'],40,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:40.259,Pass,,2020/2021
,,,,,,,,,,,,,,,0.020012,,,,,,,,,,,,bd8bbaa2-c53d-4855-88c8-cc4fc0d27626,95,,"[65.9, 21.8]",3773547,1,,,,-1.4141945,,Left Foot,,,,"[66.2, 19.9]",,High Pass,,1.9235384,,Incomplete,,Ante Budimir,8654.0,,,,,,1,Regular Play,Rubén García Santos,23943.0,Right Center Forward,7,Osasuna,422,"['8447117a-827c-42e3-9b8e-10f3014ac272', 'e20e413e-3f67-4916-b240-67d085317791']",43,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:43.638,Pass,,2020/2021
,,,,,,,,,,,,,,,1.195317,,,,,,,,,,,,7ed8c757-b84b-43e4-8ee5-2aad078c9907,98,,"[54.4, 55.2]",3773547,1,,,,-0.48995733,,Head,,,,"[63.4, 50.4]",,High Pass,,10.2,,Incomplete,,,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,7,Osasuna,422,['6b708925-07d2-45dd-a453-06d9b93bc0e4'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.114,Pass,,2020/2021
,,,,,,,,,,,,,,,4.199595,,,,,,,,,,,,aa00e435-35ff-418b-ac5c-5196e2713f99,101,,"[56.7, 29.7]",3773547,1,,,,-0.28913257,,Left Foot,,,,"[104.1, 15.6]",,High Pass,,49.452705,,,,Rubén García Santos,23943.0,,,,,,1,Regular Play,Oier Sanjurjo Mate,23944.0,Right Center Midfield,7,Osasuna,422,['8c9327d7-517b-4cdd-afca-3b43c9866365'],47,,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:47.367,Pass,,2020/2021
,,,,,,,,,,,,,,,1.073099,,,,,,,,,,,,b47c7721-888c-4a65-a71e-f06fc1099008,106,,"[6.0, 36.0]",3773547,2,True,,,1.394966,,Right Foot,,,,"[9.5, 55.7]",,Ground Pass,,20.0085,,,,Pedro González López,30486.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['fa397874-6c08-4241-ac76-88ccda46437c'],2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.276,Pass,,2020/2021
,,,,,,,,,,,,,,,1.480149,,,,,,,,,,,,a4fe69d9-e757-4253-b54b-8748b95ffa95,108,,"[9.5, 55.7]",3773547,2,True,,,-1.6361238,,Left Foot,,,,"[8.1, 34.3]",,Ground Pass,,21.445745,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Pedro González López,30486.0,Right Center Midfield,8,Barcelona,217,['48dc6dab-805e-4ecb-8526-b8b69827f7dc'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.663,Pass,,2020/2021
,,,,,,,,,,,,,,,1.302415,,,,,,,,,,,,79e157e3-59c7-4b2a-a22a-e701fe6dee42,110,,"[8.9, 33.6]",3773547,2,,,,-1.1030754,,Left Foot,,,,"[18.8, 14.0]",,Ground Pass,,21.95837,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,8,Barcelona,217,['61b842b4-c0a5-4f51-9573-980ad16268e1'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.746,Pass,,2020/2021
,,,,,,,,,,,,,,,0.847832,,,,,,,,,,,,93ed0a52-9dd9-4043-871f-aeef2eab2a5c,113,,"[29.3, 17.4]",3773547,2,,,,-1.0543133,,Left Foot,,,,"[33.9, 9.3]",,Ground Pass,,9.315042,,,,Frenkie de Jong,8118.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,8,Barcelona,217,['f7e90b6c-0bc7-4cf3-99c5-0ad258662c09'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.556,Pass,,2020/2021
,,,,,,,,,,,,,,,1.357439,,,,,,,,,,,,17bf66d1-d0b7-46c4-b149-40a6b78e7c8a,116,,"[27.4, 9.0]",3773547,2,,,,2.2448742,,Right Foot,,,,"[12.7, 27.4]",,Ground Pass,,23.551008,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Frenkie de Jong,8118.0,Center Defensive Midfield,8,Barcelona,217,['dbfaa054-1c36-4e05-ad53-61ce5172c858'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.654,Pass,,2020/2021
,,,,,,,,,,,,,,,1.353444,,,,,,,,,,,,e88dcfef-ce13-4083-9994-d479e36a2acf,119,,"[13.3, 28.5]",3773547,2,,,,1.7670671,,Left Foot,,,,"[9.9, 45.6]",,Ground Pass,,17.434736,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,8,Barcelona,217,['c6b3285a-368f-4be2-a420-7dd35172e31d'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.902,Pass,,2020/2021
