50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.901443,,,,,,,,,,,,eceb05d1-6ef4-4b01-90b4-b16d494d012a,1338,,"[57.5, 49.1]",69187,36,,,,,1.5097611,,Right Foot,,,"[58.6, 67.1]",Ground Pass,,18.033579,,,César Azpilicueta Tanco,3957.0,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,78,Osasuna,422,"['439ea364-242d-4028-a701-220bdda40159', '93e95f04-b015-40ee-9dc9-9e2a0456706f']",34,,,,,,,,,,,,,,,,,Osasuna,422,00:36:34.204,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.374519,,,,,,,,,,,,f1fd093b-4c88-4a47-90cf-975567c95d18,1341,,"[61.8, 71.7]",69187,36,,,,,-1.9105397,,Right Foot,,,"[57.7, 60.1]",Ground Pass,,12.303251,,,Francisco Puñal Martínez,25874.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,78,Osasuna,422,['9be7e838-2f79-4499-8bfb-d04e9df90c19'],37,,,,,,,,,,,,,,,,,Osasuna,422,00:36:37.094,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8393,,,,,,,,,,,,62b6cfda-8680-468a-a853-be79b79a7f66,1344,,"[68.1, 59.7]",69187,36,,,,,-0.14636591,28465911-e08d-4678-9732-3a6e1b8e392f,Right Foot,,,"[108.8, 53.7]",Ground Pass,,41.139885,,,Enrique Sola Clemente,26518.0,True,,,,,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,78,Osasuna,422,['4c6bf538-cc1f-4e2a-92b5-df0a4cb10e71'],41,,,,,,,,,,,,,,,,,Osasuna,422,00:36:41.660,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.6137,,,,,,,,,,,,27c6adc4-f04e-468b-b7d0-eaa0319e5756,1348,,"[6.0, 36.0]",69187,36,,,,,-1.0753914,,Right Foot,,,"[21.4, 7.5]",Ground Pass,,32.3946,,,Gabriel Alejandro Milito,25919.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,79,Barcelona,217,['1d920ca7-59ef-4777-95cd-ccc1e1648a7c'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.544,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.0795,,,,,,,,,,,,2474562e-8a25-4424-9ea0-2f8f17bee1c3,1351,,"[25.1, 14.5]",69187,37,,,,,1.5269374,,Left Foot,,,"[26.5, 46.4]",Ground Pass,,31.930706,,,Lilian Thuram,15071.0,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,79,Barcelona,217,['23d73259-3aec-483a-84d3-4ed1c692537a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:37:00.495,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.4992,,,,,,,,,,,,a1ee8f41-7af4-44c6-b384-516b62bb2b08,1354,,"[26.5, 46.4]",69187,37,,,,,0.43662715,,Right Foot,,,"[44.5, 54.8]",Ground Pass,,19.863535,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Lilian Thuram,15071.0,Right Center Back,79,Barcelona,217,['2929db28-bb79-413a-9a11-e1be24b6e16c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.573,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.874,,,,,,,,,,,,05fce780-f698-4b71-855e-5f9d6e64f8f8,1357,,"[55.3, 54.8]",69187,37,,,,,-1.7295421,,Right Foot,,,"[48.4, 11.7]",High Pass,,43.648827,,,Gabriel Alejandro Milito,25919.0,,True,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,79,Barcelona,217,['62a9639a-c45f-407d-a737-74075fccf571'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.952,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.7233,,,,,,,,,,,,53cd355b-0cfc-4eb4-8829-8517888ab09b,1360,,"[49.3, 12.1]",69187,37,,,,,-0.2491759,,Left Foot,,,"[71.7, 6.4]",Ground Pass,,23.113848,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,79,Barcelona,217,['33a0f5aa-6a84-4fc4-b52d-c78a483589c2'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:37:13.159,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3283,,,,,,,,,,,,1b8ffe40-fad9-4f6a-aa4b-050757a3ceb7,1363,,"[72.8, 7.7]",69187,37,,,,,2.0844023,,Left Foot,,,"[68.4, 15.5]",Ground Pass,,8.955445,,,Anderson Luís de Souza,19757.0,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,79,Barcelona,217,['d84d7520-492d-443e-832b-eeccebab4fe2'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:37:15.534,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.779,,,,,,,,,,,,38d3afd3-3e44-4bfc-9d4b-15e0b93a6975,1366,,"[74.6, 21.2]",69187,37,,,,,1.2795318,,Right Foot,,,"[88.9, 68.9]",High Pass,,49.79739,,,Gianluca Zambrotta,15774.0,,True,,,,1,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,79,Barcelona,217,['72daf0cc-a671-47e3-b942-d141c0240cc5'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:37:20.863,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.5223,,,,,,,,,,,,3836fa0e-39f4-4381-9316-c61da666e277,1370,,"[86.6, 65.3]",69187,37,,,,,-1.2104384,,Right Foot,,,"[91.8, 51.5]",High Pass,,14.747203,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Gianluca Zambrotta,15774.0,Right Back,79,Barcelona,217,"['1a1a8457-4530-4d48-8ace-3451e09d3ece', '8d9a9e54-ffd8-41b3-ac75-07c29b833ea1']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:37:24.662,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.346,,,,,,,,,,,,8606e7f0-14b3-48ed-9ea1-5a7bfa0ebf53,1372,,"[91.8, 51.5]",69187,37,,,,,0.098850325,,Head,,,"[103.9, 52.7]",High Pass,,12.159359,Incomplete,,Gianluca Zambrotta,15774.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,79,Barcelona,217,"['6372fec8-5dbd-4b01-9d18-e53631610fad', 'e6e818e3-63a0-4ee4-8cbf-3957259df189']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:37:26.225,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3121,,,,,,,,,,,,b52b5de9-dc35-4a82-bad6-1ec420278fa7,1376,,"[76.2, 57.0]",69187,37,,,,True,0.20952286,,,,,"[93.6, 60.7]",Low Pass,,17.789042,Incomplete,,Gianluca Zambrotta,15774.0,,,,,Recovery,1,From Goal Kick,Lilian Thuram,15071.0,Right Center Back,79,Barcelona,217,"['4a59eb41-8604-4382-9206-a48d30d05c60', '7e77aaeb-ba70-46cf-a01b-1ab6dd4f8823', '9677c5b0-371d-450c-926c-cf171f9466d0']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:37:30.141,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.4997,,,,,,,,,,,,9677c5b0-371d-450c-926c-cf171f9466d0,1378,,"[27.4, 20.3]",69187,37,,,,,-0.047583103,,Right Foot,,,"[56.8, 18.9]",High Pass,,29.433315,,,Jaroslav Plašil,3150.0,,,,,Recovery,1,From Goal Kick,Ignacio Monreal Eraso,3498.0,Left Back,79,Barcelona,217,"['5b291d98-68b3-4187-9cc9-0e32823d8b6d', 'b52b5de9-dc35-4a82-bad6-1ec420278fa7']",31,,,,,,,,,,,,,,,,,Osasuna,422,00:37:31.453,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,d8c59211-e18e-4258-ab9f-0dbddec2f6c2,1387,,"[66.7, 63.3]",69187,37,,,,,-1.5031033,,Right Foot,,,"[67.5, 51.5]",Ground Pass,,11.827087,,,Anderson Luís de Souza,19757.0,,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,80,Barcelona,217,['47d4fd73-d226-435b-8006-46f011f240af'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:37:43.496,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.3069,,,,,,,,,,,,d6da8ffb-649b-40f5-ab2d-ea980140f9cf,1390,,"[70.0, 51.9]",69187,37,,,,,-1.175033,,Right Foot,,,"[88.3, 8.1]",High Pass,,47.469254,,,Eric-Sylvain Bilal Abidal,20177.0,,True,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,80,Barcelona,217,['c4f7eb83-21e9-430e-bb1c-9126cdb56bab'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:37:45.712,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.116335,,,,,,,,,,,,f9dd1f8f-03a0-4f40-9e3f-c647b38aac47,1393,,"[88.4, 7.8]",69187,37,,,,,1.1051606,,Left Foot,,,"[98.5, 27.9]",High Pass,,22.494888,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,80,Barcelona,217,"['0096585f-67ed-4349-823d-34dd29470b64', 'cc7ede37-af18-4153-93f7-8621dc062ff7']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:37:48.059,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.151856,,,,,,,,,,,,5de01bf4-ddda-4e8e-9a6c-3007c05f4a56,1397,,"[21.7, 54.8]",69187,37,,,,,1.8175172,,Right Foot,,,"[18.3, 68.3]",Ground Pass,,13.921566,,,César Azpilicueta Tanco,3957.0,,,,,,1,From Free Kick,César Cruchaga Lasa,25867.0,Left Center Back,80,Barcelona,217,['e542ddfc-af59-4850-bcae-bcec72374fb0'],50,,,,,,,,,,,,,,,,,Osasuna,422,00:37:50.530,Pass,,2007/2008
,,,,,,,,,,,,,,,,4.533722,,,,,,,,,,,,9ffb790b-6ab2-4953-9d6b-e9cb41e118ea,1401,,"[18.7, 69.7]",69187,37,,,,,0.098273955,,Right Foot,,,"[75.5, 75.3]",High Pass,,57.07539,Pass Offside,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Free Kick,César Azpilicueta Tanco,3957.0,Right Back,80,Barcelona,217,['049303e9-13f8-4768-810e-74673417df8d'],52,,,,,,,,,,,,,,,,,Osasuna,422,00:37:52.789,Pass,,2007/2008
,,,,,,,,,,,,,,,,4.203,,,,,,,,,,,,7fe57ac0-7651-47cb-b893-259295f23b51,1403,,"[44.7, 6.3]",69187,38,,True,,,0.0,,Right Foot,,,"[55.1, 6.3]",Ground Pass,,10.4,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,81,Barcelona,217,['965649ec-366d-4645-a908-3201634ce530'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:38:03.942,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0313,,,,,,,,,,,,2fb24ee3-80a3-4fab-b9fd-c67d8b6957d6,1405,,"[55.1, 6.3]",69187,38,,,,,1.5794168,,Right Foot,,,"[55.0, 17.9]",Ground Pass,,11.600431,,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,81,Barcelona,217,['d1167fc2-c7ff-4215-bb9d-73863344a01c'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:38:08.145,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0507,,,,,,,,,,,,c1559e84-1857-4a52-93d2-8fa0fdadbd9c,1408,,"[55.0, 17.9]",69187,38,,,,,1.467462,,Right Foot,,,"[56.4, 31.4]",Ground Pass,,13.572398,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,81,Barcelona,217,['22c16382-280d-4a6c-9f5f-d1d1411b7c90'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:38:10.935,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.7088,,,,,,,,,,,,67f9197b-8118-4bb3-8ff8-ba48175984bd,1412,,"[51.6, 31.2]",69187,38,,,,,2.8999307,,Right Foot,,,"[37.4, 34.7]",Ground Pass,,14.624979,,,Lilian Thuram,15071.0,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,81,Barcelona,217,"['0eef813a-4de4-434d-a084-bdcb68e35240', '71cee1d6-f36f-407d-b938-81d9f456363b']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:38:12.025,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.5599,,,,,,,,,,,,f88c0771-3cbb-4d69-82f4-315897ff4d81,1415,,"[38.8, 51.3]",69187,38,,,,,-0.123844266,,Right Foot,,,"[62.9, 48.3]",Ground Pass,,24.286005,,,Anderson Luís de Souza,19757.0,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,81,Barcelona,217,['21b6eaa4-a0f8-4f01-a745-1f64de4b6705'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:38:17.334,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.4463,,,,,,,,,,,,807d48be-c74f-4447-ab87-7d6d4d041f0e,1418,,"[62.1, 35.4]",69187,38,,,,,-0.6459835,,Right Foot,,,"[100.7, 6.3]",High Pass,,48.34015,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,81,Barcelona,217,['fd2f339f-f57a-4f66-90af-2063c4813e77'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:38:23.355,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.7685,,,,,,,,,,,,1e5d41a2-8926-4243-bef5-ed3becacfedb,1421,,"[101.1, 24.1]",69187,38,,,,,-2.7732437,2ade2318-7c6c-4223-b9ef-bff5faa4c0ac,Right Foot,,,"[95.4, 21.9]",Ground Pass,,6.109828,,,Bojan Krkíc Pérez,4913.0,True,,,,,1,From Free Kick,Thierry Henry,15516.0,Left Wing,81,Barcelona,217,['135694ab-cbb3-4ac2-83ec-483fa96adf13'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:38:29.864,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3516,,,,,,,,,,,,2c063a0b-a899-4e9f-970f-d3ec77a48529,1426,,"[120.0, 1.0]",69187,38,,,,,1.7323592,,Right Foot,,,"[114.1, 37.2]",High Pass,True,36.67765,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,82,Barcelona,217,['cf5fcc9a-4034-4f7d-b83c-c86afbb1a7e9'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:38:55.291,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.1507,,,,,,,,,,,,0df78656-ed50-445a-8cf2-abd45672d8a1,1432,,"[10.1, 15.7]",69187,39,,,,,-1.0040671,,Left Foot,,,"[10.8, 14.6]",Low Pass,,1.3038405,Incomplete,,,,,,,,,1,From Corner,Enrique Sola Clemente,26518.0,Center Forward,82,Barcelona,217,"['79e82b7d-b615-49fb-bbfe-1d2e24b9c2d1', 'e5b82ff0-1c7b-4431-9eb9-5a53546fb77f']",2,,,,,,,,,,,,,,,,,Osasuna,422,00:39:02.146,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.8124,,,,,,,,,,,,7257c767-f6b2-43ad-b70d-8f415f144b60,1434,,"[38.1, 1.0]",69187,39,,,,,0.39787436,,,,,"[72.6, 15.5]",High Pass,,37.423256,Incomplete,,Jaroslav Plašil,3150.0,,,,,Throw-in,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,83,Osasuna,422,"['0eb01c9c-7e5e-42dd-81a0-79ea15b337e7', '410cd7ba-5ccb-4e25-a3b7-acdc0731c9b2']",19,,,,,,,,,,,,,,,,,Osasuna,422,00:39:19.095,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.7072,,,,,,,,,,,,6d1c3b3c-0841-4046-99f0-f0730626df41,1440,,"[50.7, 71.5]",69187,39,,,,,-1.2071854,,Left Foot,,,"[55.0, 60.2]",Low Pass,,12.090492,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,84,Barcelona,217,['776e1f37-2375-4cc7-b831-6cb3af4002d9'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:39:24.738,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2634,,,,,,,,,,,,3eb75d6f-da01-4c7f-a9b6-cf9144605aea,1444,,"[52.7, 59.1]",69187,39,,,,,-2.591985,,Right Foot,,,"[33.6, 47.4]",Ground Pass,,22.39866,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,84,Barcelona,217,"['1050f684-4452-4c98-8c3b-9e7cd92ffd8c', '44fbad2b-bff4-4665-b6a2-44863569a9b5']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:39:26.329,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.2255,,,,,,,,,,,,125f3450-2041-490b-aecb-65b8b43760d4,1447,,"[46.5, 33.3]",69187,39,,,,,-1.487655,,Right Foot,,,"[48.4, 10.5]",Ground Pass,,22.87903,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,84,Barcelona,217,['7d479cbd-85f7-4c57-b587-bb3f5bf4da88'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:39:30.342,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2574,,,,,,,,,,,,f6c73228-4c3b-445a-b04b-90acc2b1f16a,1450,,"[51.6, 10.3]",69187,39,,,,,-0.34374362,,Left Foot,,,"[69.2, 4.0]",Ground Pass,,18.693583,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,84,Barcelona,217,['e0a0e842-fe8c-464a-b832-f7a040a54027'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:39:33.169,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.599798,,,,,,,,,,,,b0b95428-8718-483c-8af8-4a59962f3f2e,1453,,"[69.2, 4.0]",69187,39,,,,,2.9810154,,Right Foot,,,"[55.0, 6.3]",Ground Pass,,14.385061,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,84,Barcelona,217,['85aca5f7-9ad3-40f0-b326-154f401262bf'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:39:34.467,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.0586,,,,,,,,,,,,c5187c91-ad7b-484e-8459-16494403c939,1456,,"[55.0, 6.3]",69187,39,,,,,1.0896578,,Left Foot,,,"[62.1, 19.9]",Ground Pass,,15.341773,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,84,Barcelona,217,['4543a69e-1ed9-43a7-8975-7cc2d996f7d1'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:39:36.320,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2643,,,,,,,,,,,,b8f1210e-f4fe-42e4-8ac5-8642d7905a65,1460,,"[61.0, 26.8]",69187,39,,,,,1.956679,,Right Foot,,,"[57.1, 36.4]",Ground Pass,,10.36195,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,84,Barcelona,217,"['67a4f480-ee90-43cf-810d-c590c74c0679', '81df12ae-a712-4d44-9b4b-9be8206a82c2']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:39:38.749,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.8675,,,,,,,,,,,,22cd5f2c-4714-442e-8af6-c7bc0d00307d,1464,,"[56.1, 39.5]",69187,39,,,,,0.6073052,,Right Foot,,,"[67.9, 47.7]",Ground Pass,,14.369412,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,84,Barcelona,217,"['30c2c822-d506-413b-b07a-632bf6e41f42', 'd849dbee-6980-407f-b94b-209bbb7bbe1e']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:39:40.240,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.4647,,,,,,,,,,,,e5f02b29-7cba-453d-860e-d775962ab575,1469,,"[62.5, 49.2]",69187,39,,,,,1.2924967,,Right Foot,,,"[63.5, 52.7]",Ground Pass,,3.640055,,,Rafael Márquez Álvarez,5558.0,,,,,Free Kick,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,85,Barcelona,217,['2eca0a86-c2e1-4e73-b2b3-4edd2f770d23'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:39:53.308,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3734,,,,,,,,,,,,617598ec-7891-495d-9743-ef1cc21d1894,1472,,"[63.8, 52.9]",69187,39,,,,,1.1667372,,Right Foot,,,"[70.0, 67.4]",Ground Pass,,15.769908,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,85,Barcelona,217,['92e45e42-62d3-4a18-9174-038cf8287dd7'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:39:55.654,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.3804,,,,,,,,,,,,228b145d-724a-4e93-b13c-b3d15dd3fed6,1475,,"[71.7, 72.1]",69187,39,,,,,1.3775848,,Right Foot,,,"[72.6, 76.7]",Ground Pass,,4.6872168,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,85,Barcelona,217,['d72bc155-321a-47d6-bb63-f6bce1e907da'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:39:58.648,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.2574,,,,,,,,,,,,dbb7a954-762f-4245-874e-78d1dace3421,1481,,"[78.4, 71.0]",69187,40,,,,,-0.9652517,,Left Foot,,,"[81.1, 67.1]",Ground Pass,,4.7434163,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,85,Barcelona,217,"['79046ad1-d215-49f2-9e90-29d1bc374c70', 'b1f6f38c-d4b6-4595-bf3b-b4b131dbc345']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:40:01.860,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8051,,,,,,,,,,,,bf413753-b419-4eb9-8c4f-01eb6c2504ac,1487,,"[32.7, 5.8]",69187,40,,,,,2.6779451,,Right Foot,,,"[21.7, 11.3]",Ground Pass,,12.298374,Incomplete,,Ignacio Monreal Eraso,3498.0,,,,,,1,From Free Kick,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,85,Barcelona,217,"['e1af84ca-c9b8-47ad-a698-8f4e5e6fbb0b', 'e8078ca4-c2ec-478c-b5ca-2e0a83393154']",5,,,,,,,,,,,,,,,,,Osasuna,422,00:40:05.218,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.2223,,,,,,,,,,,,a16c05a7-9c32-422b-9a93-73aa6c1dd55e,1491,,"[108.1, 66.0]",69187,40,,,,,-2.7233684,708526ec-0516-405c-801f-61416620560d,Right Foot,,,"[100.9, 62.8]",Ground Pass,,7.879086,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,85,Barcelona,217,['e2c192f7-fda8-48af-af8c-c45cf394fc54'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:40:09.720,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.962037,,,,,,,,,,,,5d7bb202-cc16-470f-82b4-66f743305cca,1500,,"[7.0, 37.0]",69187,40,,,,,-0.14259006,,Right Foot,,,"[67.6, 28.3]",High Pass,,61.22132,,,Enrique Sola Clemente,26518.0,,,,,Goal Kick,1,From Goal Kick,Ricardo López Felipe,25912.0,Goalkeeper,86,Osasuna,422,['1710e85d-9951-439a-93bd-4450ec3cda58'],41,,,,,,,,,,,,,,,,,Osasuna,422,00:40:41.741,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.237554,,,,,,,,,,,,5e295793-5b5a-43bf-a028-d642c9a7fc80,1503,,"[67.6, 28.3]",69187,40,,,,,1.115819,,Right Foot,,,"[74.4, 42.2]",Ground Pass,,15.474172,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Goal Kick,Enrique Sola Clemente,26518.0,Center Forward,86,Osasuna,422,['d5d0f78b-4d02-425f-85a3-ee8661c0c476'],44,,,,,,,,,,,,,,,,,Osasuna,422,00:40:44.035,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.8915,,,,,,,,,,,,838a68b4-228e-4a1f-a50e-b48859b8bd6a,1506,,"[79.5, 50.6]",69187,40,,,,,0.13306727,,Right Foot,,,"[92.2, 52.3]",Ground Pass,,12.813274,Unknown,,Jaroslav Plašil,3150.0,,,,,,1,From Goal Kick,Juan Francisco Torres Belén,6375.0,Right Wing,86,Osasuna,422,['b33fd866-808d-4ebb-885a-262bda654814'],47,,,,,,,,,,,,,,,,,Osasuna,422,00:40:47.453,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8795,,,,,,,,,,,,7bff62dd-9cbd-4426-b618-a46ae7ca190f,1510,,"[92.0, 51.0]",69187,41,,,,,-0.6539902,fc5dbe87-7b78-4d66-a99a-8b47d3d1dc7d,Right Foot,,,"[114.7, 33.6]",High Pass,,28.601574,,,Miguel Flaño Bezunartea,24313.0,True,,,,Free Kick,1,From Free Kick,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,87,Osasuna,422,['b35ee3d3-0fa7-4778-b950-0e9a9581ddbe'],35,,,,,,,,,,,,,,,,,Osasuna,422,00:41:35.500,Pass,,2007/2008
