bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d7263940-a2fb-48fb-b53a-a8d9e60cce1a,1,,,9661,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6387, 'name': 'Iñigo Córdoba Kerejeta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8b4bb140-a638-4e5a-8054-5a79ab186dc2,2,,,9661,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 4}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,84030050-1a0c-4a93-a84a-5b2a4d3d30c0,3,,,9661,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['fe204dc8-4a9b-49a9-9c1e-182cd23047da'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe204dc8-4a9b-49a9-9c1e-182cd23047da,4,,,9661,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['84030050-1a0c-4a93-a84a-5b2a4d3d30c0'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f682188-5015-4a52-af3f-38fe564e54fa,1795,,,9661,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,116,Athletic Club,215,['e8c38e42-89fc-49a9-ab71-065961a62d37'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8c38e42-89fc-49a9-ab71-065961a62d37,1796,,,9661,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,116,Athletic Club,215,['1f682188-5015-4a52-af3f-38fe564e54fa'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.931011,,,,,,,,,,,,,a791fd0e-e72e-43f0-a732-0f8fb5136437,5,,"[61.0, 40.1]",9661,0,,,,3.0833254,,Right Foot,,,,"[49.0, 40.8]",,Ground Pass,,12.020399,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,2,Barcelona,217,['c4ce5307-a47e-4f81-96ed-691dfb5f6a6b'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.656,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.866475,,,,,,,,,,,,,bb573636-ef91-4bfc-b0e2-56ef7b2d254e,9,,"[52.2, 44.2]",9661,0,,,,0.7050031,,Right Foot,,,,"[63.6, 53.9]",,Ground Pass,,14.9683,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,"['2bab59e3-682f-41b7-af76-6b760ebecf91', 'cd96b084-2342-4427-a55b-0f81920c2626']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.478,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.687527,,,,,,,,,,,,,36716fb9-6837-42d1-a121-7f98064f1706,13,,"[62.2, 54.2]",9661,0,,,,2.9286542,,Left Foot,,,,"[54.8, 55.8]",,Ground Pass,,7.570997,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,"['24da427c-be9f-4783-bcc7-74f8f3be9983', '8af545c7-d1bc-44b3-bf01-566be2c567a2']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.132,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.609553,,,,,,,,,,,,,15bd12dc-221f-4e41-ace9-f4fd56bb08eb,15,,"[54.3, 55.2]",9661,0,,,,-1.2106032,,Right Foot,,,,"[57.2, 47.5]",,Ground Pass,,8.228001,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Midfield,2,Barcelona,217,['6e1c2bcb-f1b0-4dc9-91fb-5a24100fef70'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.819,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.123122,,,,,,,,,,,,,25305aee-9d7c-4d43-88e0-ab506dbc9586,19,,"[49.5, 49.2]",9661,0,,,,-1.8391626,,Left Foot,,,,"[47.3, 41.2]",,Ground Pass,,8.296988,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,"['5475264f-1dd0-4310-9fc3-83174e7cd5bc', '7ec18057-056d-477c-9bf3-f5b56b168ff3']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.452,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.364153,,,,,,,,,,,,,c3f356e8-e6b1-4f25-9c40-a99b9f908f5e,22,,"[42.7, 37.5]",9661,0,,,,-1.804341,,Right Foot,,,,"[37.3, 14.8]",,Ground Pass,,23.333452,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,2,Barcelona,217,['fd88ad72-2964-42e0-a3be-c1cccab3b910'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.973,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.909141,,,,,,,,,,,,,a6cf64b5-2551-4b30-94f5-89ebdd836b21,25,,"[42.3, 13.3]",9661,0,,,,-0.81070924,,Right Foot,,,,"[50.0, 5.2]",,Ground Pass,,11.175867,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['49641df4-a0a2-444c-8faf-a4ecaf303300'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.454,Pass,,2017/2018
,,,,,,,,,,,,,,,,,5.07296,,,,,,,,,,,,,ec29c77f-f8e6-4f0f-8f49-b333bbde74fe,28,,"[50.0, 5.2]",9661,0,,,,2.5044205,,Left Foot,,,,"[37.3, 14.6]",,Ground Pass,,15.800317,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['c060780a-bf62-44a8-b1c7-d861af69ffb5'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.412,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.971178,,,,,,,,,,,,,85b92c25-0567-41e1-bd91-b51b863776bb,31,,"[42.0, 11.9]",9661,0,,,,-0.46997663,,Left Foot,,,,"[48.3, 8.7]",,Ground Pass,,7.0661163,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['ba16277c-c177-49c0-be0b-821e3439fcf1'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.521,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.156312,,,,,,,,,,,,,857afa7d-0a23-42b3-b030-b28a2cfad07b,34,,"[49.3, 11.2]",9661,0,,,,3.0017703,,Left Foot,,,,"[35.8, 13.1]",,Ground Pass,,13.633048,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e6cec132-6779-423f-bba2-4b13c94648b0'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.679,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.544374,,,,,,,,,,,,,f67d3e31-cbcf-4d54-8ab8-7d01f763982e,37,,"[39.6, 11.9]",9661,0,,,,0.06227503,,Left Foot,,,,"[82.9, 14.6]",,High Pass,,43.384098,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,"['a60b7a71-199e-4820-97b7-46918816df1d', 'd91123a3-1f65-48c0-a0bc-be66d570768b']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.253,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.427447,,,,,,,,,,,,,a60b7a71-199e-4820-97b7-46918816df1d,39,,"[37.2, 65.5]",9661,0,,,,1.1732981,,Head,,,,"[42.7, 78.6]",,Low Pass,,14.207745,Out,,,,,,,,Recovery,1,From Kick Off,Unai Núñez Gestoso,6397.0,Right Center Back,2,Barcelona,217,['f67d3e31-cbcf-4d54-8ab8-7d01f763982e'],28,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:28.798,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.017965,,,,,,,,,,,,,22b2791e-3a92-4568-89d8-b49b140a7a7f,40,,"[80.0, 0.1]",9661,0,,,,1.7962546,,,,,,"[77.5, 11.0]",,Low Pass,,11.1830225,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['f19497be-4c2c-43bf-8369-d5c40019b617'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.107,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.642978,,,,,,,,,,,,,bc7dd232-9786-4e3c-9d0d-f9f8dc656e7c,42,,"[77.5, 11.0]",9661,0,,,,-1.8873656,,Right Foot,,,,"[75.6, 5.2]",,Ground Pass,,6.1032777,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,3,Barcelona,217,['96633fba-f08d-4a44-a546-0e6a21378c2f'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.125,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.630041,,,,,,,,,,,,,da150757-7ad2-4317-9a0f-da15e870f308,45,,"[70.6, 4.2]",9661,0,,,,3.0589411,,Left Foot,,,,"[53.7, 5.6]",,Ground Pass,,16.95789,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['ab64224d-a7f7-481e-ac37-7014751130a1'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.682,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.581118,,,,,,,,,,,,,0ee79581-1e72-46ac-a7f4-d88b834469e0,48,,"[55.0, 10.2]",9661,0,,,,1.9922155,,Left Foot,,,,"[42.0, 39.2]",,Ground Pass,,31.780497,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['19ad9be3-bb73-4c28-ab60-c561354b2b5f'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.049,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.567408,,,,,,,,,,,,,ebccb10c-c6ae-4d0c-bfce-41083e905ea9,51,,"[42.7, 51.6]",9661,0,,,,1.4893442,,Right Foot,,,,"[44.3, 71.2]",,Ground Pass,,19.665197,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['cd53b3a5-26ed-404a-ae43-9336c5bc3057'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.683,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.190359,,,,,,,,,,,,,6811e7b0-5af9-43cb-9585-6f5e8543bdd5,55,,"[44.5, 63.5]",9661,0,,,,-1.8062458,,Right Foot,,,,"[35.0, 23.9]",,Ground Pass,,40.72358,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['855ce37a-6bb9-4bee-9092-bc8130589223'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.310,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.893132,,,,,,,,,,,,,0b30403e-c3ce-4475-9b62-6fef4772ccc8,58,,"[55.0, 17.5]",9661,0,,,,-0.80197126,,Left Foot,,,,"[63.9, 8.3]",,Ground Pass,,12.80039,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['9ab662a8-4b51-42e0-ae6b-facd0efe4c1f'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.307,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.572662,,,,,,,,,,,,,449b3fd1-b077-407c-8815-dd6842510fdf,62,,"[52.0, 19.2]",9661,1,,,,-2.2843184,,Left Foot,,,,"[46.2, 12.5]",,Ground Pass,,8.861715,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['f9d9f87d-bdc4-407d-8d22-a9cf1c73f787'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.664,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.26803,,,,,,,,,,,,,54c8e9be-2d2e-4781-bb80-f7e255573565,65,,"[43.9, 13.8]",9661,1,,,,1.6335411,,Left Foot,,,,"[42.7, 32.9]",,Ground Pass,,19.13766,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['3905bc41-31c8-4d16-8515-c66e12873427'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.872,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.320099,,,,,,,,,,,,,ca0e9906-01ba-4543-98af-9aa32cde3f8b,67,,"[42.7, 32.9]",9661,1,,,,-1.6393908,,Right Foot,,,,"[41.8, 19.8]",,Ground Pass,,13.130879,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,3,Barcelona,217,['947fd0e8-1b67-4d2c-bd0e-75a734c8899f'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.140,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.134733,,,,,,,,,,,,,ad3a2bbd-d23f-4cd4-aa21-ffdb2aafe0ff,70,,"[54.3, 14.8]",9661,1,,,,-0.35399744,,Left Foot,,,,"[58.9, 13.1]",,Ground Pass,,4.90408,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['961b0aea-cef2-4683-ba9a-b02ee5fd87ff', 'c1ee7d6c-c241-46ae-a36d-db3502b2b40b']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.153,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.379328,,,,,,,,,,,,,47248b1f-7249-4821-94ba-805499f890ce,75,,"[42.1, 37.5]",9661,1,,,,-0.9193431,,Right Foot,,,,"[54.3, 21.5]",,Ground Pass,,20.120636,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,3,Barcelona,217,['56bd4712-3bd6-4d70-9f86-cdc75b766cd4'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.617,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.941914,,,,,,,,,,,,,ab621a78-28d8-4895-82d0-e5ae46a6c821,84,,"[69.1, 67.2]",9661,1,,,,2.2621334,,Right Foot,,,,"[64.3, 73.0]",,Ground Pass,,7.528612,,,Eneko Bóveda Altube,6386.0,,,,,Recovery,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,4,Athletic Club,215,"['34a6e7f7-b0d4-4885-8654-66e9dc823ec9', '77032fcd-f16c-470d-8055-d2b49af96ee3']",28,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:28.136,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.537581,,,,,,,,,,,,,97198453-efe1-47ea-93bf-aa03d4b178ba,86,,"[64.3, 73.0]",9661,1,,,,-1.0761851,,Right Foot,,,,"[69.1, 64.1]",,Ground Pass,,10.111875,,,Iñaki Williams Arthuer,6393.0,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Back,4,Athletic Club,215,['6a4b3a03-c395-4e78-86b7-3be4958c021c'],29,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:29.078,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.072261,,,,,,,,,,,,,fe67cac5-461c-403a-a6fa-30728a86692c,89,,"[65.6, 67.2]",9661,1,,,,-2.0803885,,Right Foot,,,,"[63.7, 63.8]",,Ground Pass,,3.8948684,Incomplete,,Ander Iturraspe Derteano,6388.0,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,4,Athletic Club,215,"['0a4553d1-eb92-471d-8acc-c158219ad9d4', '38594655-8a40-4400-98a2-78df20322bab']",30,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:30.479,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.737836,,,,,,,,,,,,,c248c479-5305-4005-9cda-d23377d42b30,92,,"[53.9, 23.5]",9661,1,,,,-0.30060568,,Right Foot,,,,"[63.9, 20.4]",,Ground Pass,,10.46948,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,5,Barcelona,217,['10f2e4aa-85bd-4658-9a05-19580b2a1393'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.380,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.669632,,,,,,,,,,,,,8398319f-dec8-4d8f-a178-8b539d23ffa2,96,,"[66.2, 17.7]",9661,1,,,,-0.2740109,,Left Foot,,,,"[84.7, 12.5]",,Ground Pass,,19.216919,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,5,Barcelona,217,"['605a4d13-9de8-4215-bddf-8cb6be125ba3', '963af16b-cc76-4f41-96b6-31063dcc730d']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.335,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.534797,,,,,,,,,,,,,42ddb771-c9cb-4072-8052-cc144451e750,99,,"[104.7, 16.0]",9661,1,,,,1.640451,,Right Foot,,,,"[104.1, 24.6]",,Ground Pass,,8.620905,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Midfield,5,Barcelona,217,"['d75b95f3-960a-4b5a-84b9-62e3493d6ddf', 'e00d9c74-2e3d-4bac-8bfb-1ef504e3948d']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.465,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.43662,,,,,,,,,,,,,ec521787-ed73-48ae-b83f-0d3c2cbea27f,103,,"[11.2, 54.9]",9661,1,,,,-2.1521766,,Left Foot,,,,"[2.0, 40.9]",,Ground Pass,,16.752314,,,Kepa Arrizabalaga Revuelta,6395.0,,,,,,1,Regular Play,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,5,Barcelona,217,['7c10bbb8-0927-4594-9300-072f3325485b'],39,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:39.877,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.103551,,,,,,,,,,,,,4f3caac1-5caa-4c5e-a8a1-756b3a3c4ca3,106,,"[2.9, 43.2]",9661,1,,,,-0.119948715,,Right Foot,,,,"[56.0, 36.8]",,High Pass,,53.484295,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Kepa Arrizabalaga Revuelta,6395.0,Goalkeeper,5,Barcelona,217,"['335a0fd7-3e2d-429d-8169-1e4e077659fa', '3cc9237c-1152-4dd3-910e-a07290864016', 'd71d336f-8c36-4ca4-9a45-aa995bada6a0']",41,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:41.314,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.773811,,,,,,,,,,,,,3cc9237c-1152-4dd3-910e-a07290864016,109,,"[64.1, 43.3]",9661,1,,,True,-1.1763891,,,,,,"[71.8, 24.8]",,High Pass,,20.038464,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['4f3caac1-5caa-4c5e-a8a1-756b3a3c4ca3', '6354d325-7d5f-443f-9305-1e6be3b74062', '9f28111d-0afc-41fe-b18c-5c33ccb85a65']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.417,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.268918,,,,,,,,,,,,,409f97fd-10e9-4fc8-9c58-ee0f72bb8ae8,112,,"[71.8, 25.0]",9661,1,,,,1.506072,,Right Foot,,,,"[72.5, 35.8]",,High Pass,,10.822661,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,5,Barcelona,217,['26f479e8-9026-4c51-a2d7-adfbc9269c51'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.679,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.946827,,,,,,,,,,,,,edf3f1b0-af6d-40ed-be5e-05ab8bbd4299,114,,"[71.8, 36.0]",9661,1,,,,-2.7635057,,Head,,,,"[50.4, 27.5]",,Low Pass,,23.026289,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,5,Barcelona,217,['71d3a196-c290-4870-b5e3-54b41df7214f'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.948,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.406766,,,,,,,,,,,,,e7e3e927-e1a5-4a1a-b44e-4e7dc7859c9f,116,,"[49.5, 26.2]",9661,1,,,,-1.0225557,,Left Foot,,,,"[57.5, 13.1]",,Ground Pass,,15.349593,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,['0137bf2c-b577-4254-9fb2-09ea344320fa'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.895,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.736901,,,,,,,,,,,,,d6269fae-1a2f-4fa6-9395-a2f2f9a5f100,119,,"[57.5, 13.1]",9661,1,,,,0.8581174,,Left Foot,,,,"[64.5, 21.2]",,Ground Pass,,10.705606,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['d4cf10c5-53d4-4ea5-a79d-e68480ec56ff'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.161,Pass,,2017/2018
