50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9c30d64-6a18-4c32-b11f-5a107fdf606a,1,,,267611,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a9e419be-ce2a-4f9c-9d03-0f36e9057f77,2,,,267611,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Las Palmas,208,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af0cbeb4-9d15-4534-9921-4ba8237061b7,3,,,267611,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['8242ff7f-89c1-4c1b-8b26-3f2a74e6d301'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8242ff7f-89c1-4c1b-8b26-3f2a74e6d301,4,,,267611,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['af0cbeb4-9d15-4534-9921-4ba8237061b7'],0,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dc7c2792-99e5-4e21-a901-fc086d880ac9,1884,,,267611,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Barcelona,217,['53b3f1e5-bfa7-453d-b754-5d01ce0393c2'],0,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,53b3f1e5-bfa7-453d-b754-5d01ce0393c2,1885,,,267611,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,Barcelona,217,['dc7c2792-99e5-4e21-a901-fc086d880ac9'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,,0.668273,,,,,,,,,,,,,,10f183e1-eac5-42b8-91a6-3089cedac05f,5,,"[60.0, 40.0]",267611,0,,,,-2.228685,,Right Foot,,,"[58.3, 37.8]",,Ground Pass,,2.7802877,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['c04deaf1-1056-4214-9a0e-6bc6e7f7cefc'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.929,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.110802,,,,,,,,,,,,,,c679ef18-1b9b-4d8d-a718-729fec396306,8,,"[58.5, 37.6]",267611,0,,,,2.9127939,,Left Foot,,,"[43.9, 41.0]",,Ground Pass,,14.990664,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['4605e9b1-9c97-42e5-b854-580fa8fb290b'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.677,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.2472,,,,,,,,,,,,,,3837d193-b853-401f-8122-7cc9fdc78e76,11,,"[57.0, 34.7]",267611,0,,,,-1.3903005,,Right Foot,,,"[62.0, 7.3]",,Ground Pass,,27.852468,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['f62c9fac-3fd7-4676-851b-8b45a4faff51'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.014,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,0.8181,,,,,,,,,,,,,,4a1b2ba0-cb54-478f-b7d6-9f55cabe0e31,14,,"[63.0, 7.3]",267611,0,,,,0.60107374,,Right Foot,,,"[70.0, 12.1]",,Ground Pass,,8.487638,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['c5483224-ff1a-4cef-9a28-4e7c18eeaf9a'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.573,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.3131,,,,,,,,,,,,,,96b3fab7-d8fd-4498-bdc9-2529fad287bc,16,,"[70.0, 12.1]",267611,0,,,,-2.5869806,,Right Foot,,,"[58.7, 5.1]",,Ground Pass,,13.2924795,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['ac0eb774-39cd-4779-9405-1193f6174beb'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.391,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.6128,,,,,,,,,,,,,,935218e5-9f89-4923-9ddf-85cb0d3c70e7,19,,"[55.5, 7.1]",267611,0,,,,2.819842,,Right Foot,,,"[38.7, 12.7]",,Ground Pass,,17.708755,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['469f2b6a-bec0-4f9b-ad4c-12c78f8d919f'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.503,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.5998,,,,,,,,,,,,,,948c656b-3d1e-4f03-95d7-6ec56a39fbcb,22,,"[41.7, 22.5]",267611,0,,,,1.609013,,Right Foot,,,"[40.4, 56.5]",,Ground Pass,,34.024845,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['1f14d7e0-79be-42e5-86b4-ea067667651c'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.087,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.0205,,,,,,,,,,,,,,d9299f29-1ee7-4d9f-9861-03b62d7a1571,25,,"[47.6, 59.1]",267611,0,,,,-1.7066215,,Right Foot,,,"[43.5, 29.1]",,Ground Pass,,30.27887,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['5946be4f-2475-47e2-b99e-fcefd2d44cf7'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.670,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.4141,,,,,,,,,,,,,,d381af11-ba6b-4eae-9320-abba915a89cc,28,,"[56.7, 27.1]",267611,0,,,,1.8167933,,Right Foot,,,"[50.9, 50.2]",,Ground Pass,,23.81701,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['4fcb4b41-9eb6-47e5-8009-c51706419b93'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.961,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.701101,,,,,,,,,,,,,,7763b46c-6dd5-48cd-8bbe-776d70d9251a,31,,"[54.1, 54.7]",267611,0,,,,-1.8133478,,Right Foot,,,"[46.9, 25.6]",,Ground Pass,,29.977491,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['f9ae963b-8f5f-458c-9ab5-1916ca06a6f3'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.452,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.5851,,,,,,,,,,,,,,57b5464b-61f0-47d1-a950-c4c1ef243062,34,,"[49.8, 20.5]",267611,0,,,,-1.128143,,Right Foot,,,"[57.1, 5.1]",,Ground Pass,,17.042593,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['289854da-9b02-4214-955f-2498e493bb84'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.387,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,0.939836,,,,,,,,,,,,,,5f0c63d5-1d0c-4895-b69b-55e7668e756d,37,,"[57.1, 5.1]",267611,0,,,,-0.11555434,,Right Foot,,,"[68.3, 3.8]",,Ground Pass,,11.275194,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['c5b3e573-809e-407f-86c5-b677ff6fc5f2'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.304,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.926574,,,,,,,,,,,,,,00eda1da-d5b4-437c-8909-bedbc08de53f,43,,"[75.4, 23.2]",267611,0,,,,-2.07429,,Right Foot,,,"[68.9, 11.4]",,Ground Pass,,13.471823,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['e1bbb910-bd5d-46d7-8565-1dfbe50636ff'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.168,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.0974,,,,,,,,,,,,,,9822bc6a-552b-4f5e-8763-b7a8bc66c4d9,46,,"[69.3, 12.5]",267611,0,,,,1.8910828,,Right Foot,,,"[62.5, 33.0]",,Ground Pass,,21.59838,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,3,Barcelona,217,['8267b595-747a-4321-b452-0a39fc75e3bc'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.565,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.5968,,,,,,,,,,,,,,4323cb98-22d0-44f6-9d6f-b281e4999b9e,50,,"[58.7, 33.4]",267611,0,,,,2.040773,,Right Foot,,,"[49.1, 52.3]",,Ground Pass,,21.198349,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,3,Barcelona,217,"['35270a8e-3808-4a53-8e25-c1c1c51a07de', 'a520f05b-99ba-47d7-887c-6ec86d546d3b']",58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.245,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,,1.5425,,,,,,,,,,,,,,5cc94577-ebcb-435c-896d-376f1ab442d3,53,,"[49.4, 51.5]",267611,0,,,,-1.7418653,,Right Foot,,,"[44.2, 21.4]",,Low Pass,,30.545868,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['2f2ee6db-43da-4c45-91f5-d93d38aef386', 'afacf8ea-8732-457f-b6a1-16c6b27604b6']",59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.842,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,,2.2907,,,,,,,,,,,,,,67ae85c8-17b3-4300-9da5-11f6ac0e9876,57,,"[55.5, 35.0]",267611,1,,,,1.5373826,,Right Foot,,,"[56.7, 70.9]",,Ground Pass,,35.92005,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,3,Barcelona,217,"['3ed38de3-6218-4825-a828-93ab9f851cac', '53c082b9-a5c0-4afe-8d06-b71064eeba22']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.938,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,,0.7012,,,,,,,,,,,,,,189342d8-37a6-484b-bb49-16574ebbb608,60,,"[86.8, 71.5]",267611,1,,,,2.1279206,,Right Foot,,,"[83.0, 77.6]",,Ground Pass,,7.1867933,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['549deaae-abdd-4599-aa8f-b2d03698d91d'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.759,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.3822,,,,,,,,,,,,,,26fd28ee-ff16-4b63-b6a3-587c253e1d35,63,,"[83.0, 77.6]",267611,1,,,,-2.3816435,,Left Foot,,,"[68.9, 64.2]",,Ground Pass,,19.451735,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['1ce2bb0c-7155-497d-b6e0-a1312b66fe4a'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.500,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.448716,,,,,,,,,,,,,,0e2ac75f-256f-4357-a936-e4b0d74c9a71,66,,"[68.9, 64.2]",267611,1,,,,-1.9960014,,Right Foot,,,"[54.5, 32.4]",,Ground Pass,,34.90845,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['d4585a27-8442-4cac-b040-a025b61cc290'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.064,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.8598,,,,,,,,,,,,,,a1811913-7aff-4733-9978-28f331c38880,69,,"[64.2, 35.3]",267611,1,,,,-1.1686507,,Right Foot,,,"[77.3, 4.5]",,Ground Pass,,33.470135,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,3,Barcelona,217,['68b469d4-f1e3-4327-845f-c26fbd71a715'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.955,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.6049,,,,,,,,,,,,,,b6eb5615-ab82-4e4a-a0aa-b2bf2fbc4c38,72,,"[77.3, 4.5]",267611,1,,,,-0.21711132,,Left Foot,,,"[84.1, 3.0]",,Ground Pass,,6.963476,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['2d67a87d-e031-45f7-8144-a900402fabac'],25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.185,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.4992,,,,,,,,,,,,,,5a1de6c6-3b6e-4027-aa37-b407c1409be8,81,,"[45.9, 51.8]",267611,1,,,,0.32332042,,Left Foot,,,"[65.0, 58.2]",,Ground Pass,,20.143734,,,,,David Simón Rodríguez Santana,7906.0,,,,,,,1,From Free Kick,Mubarak Wakaso,6626.0,Left Center Midfield,3,Barcelona,217,['66f9c019-15a7-4ba7-8778-f4112771450a'],32,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:32.271,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.6297,,,,,,,,,,,,,,0734e976-82df-4323-89c9-c37a94dee3ee,90,,"[33.1, 52.4]",267611,1,,,,1.0496582,,Other,,,"[42.4, 68.6]",,Ground Pass,,18.679668,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['ed313215-6840-415d-b628-e0844cab4798'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.155,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.708859,,,,,,,,,,,,,,394fe514-4eed-4bc4-98e7-361176bc27c0,92,,"[43.4, 72.4]",267611,1,,,,0.0422284,,Right Foot,,,"[64.7, 73.3]",,Ground Pass,,21.319006,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['3a5d3ae1-a9f6-4f24-a1d7-20fc5d7a6522'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.784,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.113427,,,,,,,,,,,,,,6e9c91c3-f6d3-45c6-b967-3e857654a9b4,95,,"[68.9, 75.5]",267611,1,,,,-1.956679,,Other,,,"[65.0, 65.9]",,Low Pass,,10.36195,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['2d3626a7-0745-4cfb-ab6c-293199923312'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.686,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.439,,,,,,,,,,,,,,f53e062e-aa78-45cd-b4fd-6396c1aab17b,99,,"[79.6, 42.1]",267611,1,,,,-1.1451739,,Left Foot,,,"[93.2, 12.1]",,Ground Pass,,32.938732,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['e1da61d8-6d7b-4dca-8cda-e15778096aa1'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.637,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.215198,,,,,,,,,,,,,,30543545-0b4c-44be-a3a7-38b262d6c971,102,,"[101.0, 15.4]",267611,1,,,,1.1969191,,Left Foot,True,,"[114.3, 49.3]",,High Pass,,36.415657,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,"['84a02eca-6c65-4625-b304-d94aeb4bd8f8', 'b5b62b70-d12b-48d9-8ac0-1915542b0216']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.319,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,4.016894,,,,,,,,,,,,,,18eba76d-54d5-4d43-9b40-d1fb28e85855,106,,"[7.0, 36.1]",267611,2,,,,-0.3056775,,Right Foot,,,"[78.3, 13.6]",,High Pass,,74.7659,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,4,Las Palmas,208,['f469a25b-f0c9-4ddc-9db2-2cfb784f5ef1'],23,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:23.765,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.590344,,,,,,,,,,,,,,e01af0c1-5656-459d-8895-1e175f267dd8,112,,"[43.0, 72.5]",267611,2,True,,,-1.6584094,,Right Foot,,,"[41.7, 57.7]",,Ground Pass,,14.856985,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,6,Barcelona,217,['d0a3d31e-1b8a-45b0-bf7c-3e48e9e7291d'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.873,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.912,,,,,,,,,,,,,,e1473a7d-8a4a-458f-b1eb-ea65bc067d37,114,,"[35.6, 54.8]",267611,2,,,,-1.5736617,,Right Foot,,,"[35.5, 19.9]",,Ground Pass,,34.900143,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['64bf8645-722e-4124-a41e-ebd27612c475'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:41.206,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.9933,,,,,,,,,,,,,,bd7ffe14-3437-45bb-9775-6d65cc263712,117,,"[47.3, 18.8]",267611,2,,,,-0.68066156,,Right Foot,,,"[67.8, 2.2]",,Ground Pass,,26.37821,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,6,Barcelona,217,['25b0d303-b36f-4341-b9aa-c0dc88831a1a'],46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.633,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.641983,,,,,,,,,,,,,,da28b1d4-9462-4438-8b09-b62cea3215a8,120,,"[60.7, 4.0]",267611,2,,,,1.9124118,,Left Foot,,,"[52.7, 26.5]",,Ground Pass,,23.879908,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['1901da5c-27fe-40ac-acd4-b75e18442211'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.394,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.851558,,,,,,,,,,,,,,52c03ad7-5e93-4011-b12a-6663de5d70e3,123,,"[55.8, 36.1]",267611,2,,,,0.45150244,,Right Foot,,,"[105.5, 60.2]",,High Pass,,55.23495,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,6,Barcelona,217,['9937bcff-a29d-4073-bb9e-2c303734e0fc'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.710,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,2.516,,,,,,,,,,,,,,78c02d78-495d-4761-b7d6-c1a24cef1346,136,,"[8.7, 32.3]",267611,3,,,,-0.1930945,,Right Foot,,,"[44.5, 25.3]",,High Pass,,36.47794,,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,,1,From Free Kick,Dani Castellano Betancor,6932.0,Left Wing Back,6,Barcelona,217,"['5971551f-d6dc-4c64-a143-543629e24ae4', '8645d128-e6aa-4593-b12a-82a49adfd8f8']",2,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:03:02.977,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,55b432cd-3995-4370-b38d-558a76f75699,145,,"[86.3, 80.0]",267611,3,True,,,-0.8301444,,,,,"[92.7, 73.0]",,Low Pass,,9.484725,,,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,7,Barcelona,217,['ba27f28b-b7e3-482a-b670-e4f4014f5458'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.763,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,a542f10a-30f1-4c3e-a885-c7a02c6c4f6c,147,,"[92.9, 73.7]",267611,3,,,,0.30288488,,Right Foot,,,"[102.5, 76.7]",,Ground Pass,,10.057833,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,7,Barcelona,217,['50fd1ac9-69be-4e81-b6bd-b1a2df1f7332'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.376,Pass,,2015/2016
