bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.965804,,,,,,,,,,,,,1948f467-5062-4301-8ba0-85f695084623,16,,"[56.9, 75.7]",69318,0,,,,-2.9708574,,Right Foot,,"[45.3, 73.7]",Ground Pass,,11.771152,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,2,Barcelona,217,['0b05c5a2-8496-400a-ad31-6b0f959e9072'],8,,,,,,,,,,,,,,,Barcelona,217,00:00:08.085,Pass,,2011/2012
,,,,,,,,,,,,,,,1.563572,,,,,,,,,,,,,fc708f7c-69b1-4053-b9d8-d0f87910be93,19,,"[45.3, 73.7]",69318,0,,,,-2.038979,,Right Foot,,"[36.4, 56.1]",Ground Pass,,19.722322,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['b45c02ec-7fb7-4e14-8719-926909627deb'],9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.651,Pass,,2011/2012
,,,,,,,,,,,,,,,2.015078,,,,,,,,,,,,,a59cf9d3-3fb0-4d90-806c-bdba753434cd,22,,"[36.6, 56.5]",69318,0,,,,-1.1481514,,Right Foot,,"[54.5, 16.7]",Ground Pass,,43.640003,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['f5bd151b-84da-4a16-968e-4f4ab4ec6f8a'],12,,,,,,,,,,,,,,,Barcelona,217,00:00:12.062,Pass,,2011/2012
,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,421cd288-a1f0-4775-941c-aa4d35af2741,26,,"[49.9, 15.8]",69318,0,,,,0.35563588,,Right Foot,,"[56.9, 18.4]",Ground Pass,,7.467262,,,Incomplete,,Juan Isaac Cuenca López,26776.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,"['83e9ad39-b963-450a-91bc-8e7eec72a6d9', '8cefbc4e-b275-4e7a-80ff-967a36756a53']",17,,,,,,,,,,,,,,,Barcelona,217,00:00:17.037,Pass,,2011/2012
,,,,,,,,,,,,,,,0.5781,,,,,,,,,,,,,65eb7d62-a872-4618-905c-0e642f02379b,29,,"[54.1, 67.4]",69318,0,,,,-0.4973427,,Left Foot,,"[64.6, 61.7]",Ground Pass,,11.947385,,,,,Abel Gómez Moreno,26503.0,,,,,Recovery,1,Regular Play,Jaime Romero Gómez,23995.0,Right Midfield,3,Granada,1049,['aae05f76-d119-45bc-8a16-17ace5faa274'],18,,,,,,,,,,,,,,,Granada,1049,00:00:18.223,Pass,,2011/2012
,,,,,,,,,,,,,,,0.626995,,,,,,,,,,,,,3af89547-c080-47f7-9c1e-6743021ca846,33,,"[62.6, 62.2]",69318,0,,,,1.9756881,,Right Foot,,"[60.2, 67.8]",Ground Pass,,6.0926185,,,,,Jaime Romero Gómez,23995.0,,,,,,1,Regular Play,Abel Gómez Moreno,26503.0,Center Attacking Midfield,3,Granada,1049,['bc8ef094-15da-484d-8071-dd0b70284da0'],18,,,,,,,,,,,,,,,Granada,1049,00:00:18.841,Pass,,2011/2012
,,,,,,,,,,,,,,,1.22542,,,,,,,,,,,,,7ad1dfb7-141d-40bb-8242-92397c5a7c0f,38,,"[76.7, 57.3]",69318,0,,,,-2.1150768,,Left Foot,,"[74.4, 53.5]",Ground Pass,,4.4418464,,,Incomplete,,Abel Gómez Moreno,26503.0,,,,,,1,Regular Play,Jaime Romero Gómez,23995.0,Right Midfield,3,Granada,1049,"['5779ebc9-0618-4ab0-a07b-6f10f027e9b1', 'b91e0e70-4eb4-43dc-b297-e65dd5a5d892', 'f1608faf-6674-4285-b968-cfca9c903388']",22,,,,,,,,,,,,,,,Granada,1049,00:00:22.389,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.547694,,,,,,,,,,,,,689588a1-7aa3-4cc5-b2c6-d9d3911da4ef,42,,"[52.2, 30.9]",69318,0,,,,1.0577384,,Right Foot,,"[56.2, 38.0]",Ground Pass,,8.149233,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Granada,1049,"['814d600d-8338-4f34-a11e-b573a03794ba', '840b0f60-dff3-413e-b207-1996f711af71']",24,,,,,,,,,,,,,,,Barcelona,217,00:00:24.858,Pass,,2011/2012
,,,,,,,,,,,,,,,1.686635,,,,,,,,,,,,,7484a523-17f4-4d33-a095-d575801fa585,45,,"[47.2, 32.8]",69318,0,,,,1.8143822,,Right Foot,,"[43.0, 49.7]",Ground Pass,,17.414074,,,,,Íñigo López Montaña,26573.0,,,,,Recovery,1,Regular Play,Diego Mainz García,26781.0,Left Center Back,3,Granada,1049,['f3a419f2-0b04-42e6-9393-96b0e5e30811'],27,,,,,,,,,,,,,,,Granada,1049,00:00:27.003,Pass,,2011/2012
,,,,,,,,,,,,,,,2.020685,,,,,,,,,,,,,870d81b3-4a7f-49cb-9cf7-a21ba5dcc348,49,,"[41.3, 52.4]",69318,0,,,,-2.7404637,,Right Foot,,"[15.6, 41.5]",Ground Pass,,27.915945,,,,,Roberto Fernández Alvarellos,26659.0,,,,,,1,Regular Play,Íñigo López Montaña,26573.0,Right Center Back,3,Granada,1049,['f4eabd63-4a8f-4267-93b1-1d6edab6cf09'],28,,,,,,,,,,,,,,,Granada,1049,00:00:28.984,Pass,,2011/2012
,,,,,,,,,,,,,,,5.402082,,,,,,,,,,,,,b9f8ff2a-576b-4ab0-8b34-e20241fe49fc,52,,"[15.6, 42.8]",69318,0,,,,-0.061997194,,Right Foot,,"[104.2, 37.3]",High Pass,,88.770546,,,Incomplete,,Ikechukwu Uche,23930.0,,,,,,1,Regular Play,Roberto Fernández Alvarellos,26659.0,Goalkeeper,3,Granada,1049,"['02b894b6-5c24-4e9f-8182-58bcdc3c8d1c', '066c5bfa-b9cc-43d6-8580-7f608c504048']",31,,,,,,,,,,,,,,,Granada,1049,00:00:31.225,Pass,,2011/2012
,,,,,,,,,,,,,,,1.735361,,,,,,,,,,,,,4091eaa5-800c-4b4d-9fc4-9add8eb6f084,56,,"[17.9, 43.7]",69318,0,,,,-1.1978086,,Keeper Arm,,"[24.2, 27.6]",Ground Pass,,17.288725,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['c5f42197-b4e1-432b-9b37-767d5ddf6237'],37,,,,,,,,,,,,,,,Barcelona,217,00:00:37.901,Pass,,2011/2012
,,,,,,,,,,,,,,,2.321649,,,,,,,,,,,,,fec3a1d7-38bc-4a68-a6ff-69fd98a4984d,59,,"[39.0, 29.3]",69318,0,,,,1.8580778,,Left Foot,,"[32.5, 51.3]",Ground Pass,,22.94014,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,['086aff86-0f82-4f5a-b75a-0d2de2dcbd89'],44,,,,,,,,,,,,,,,Barcelona,217,00:00:44.496,Pass,,2011/2012
,,,,,,,,,,,,,,,1.380709,,,,,,,,,,,,,2a36a689-f3c4-4cc7-ac23-acea405dbd12,62,,"[52.7, 58.0]",69318,0,,,,0.21987183,,Right Foot,,"[79.1, 63.9]",High Pass,,27.051249,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['298d7419-a421-427c-8c79-e7ef219b8469', 'f9a1d46f-d6ee-423e-9bcd-c9a01070c356']",50,,,,,,,,,,,,,,,Barcelona,217,00:00:50.698,Pass,,2011/2012
,,,,,,,,,,,,,,,1.611691,,,,,,,,,,,,,f9a1d46f-d6ee-423e-9bcd-c9a01070c356,64,,"[41.9, 17.1]",69318,0,,,,1.559986,,Head,,"[42.1, 35.6]",Low Pass,,18.501081,,,,,Francisco Manuel Rico Castro,25707.0,,,,,Recovery,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,5,Granada,1049,"['2a36a689-f3c4-4cc7-ac23-acea405dbd12', 'bff2048c-8c1e-454c-a576-4d485449c98c']",52,,,,,,,,,,,,,,,Granada,1049,00:00:52.079,Pass,,2011/2012
,,,,,,,,,,,,,,,1.85621,,,,,,,,,,,,,da02d92b-9c59-4433-97e6-da4df7f9767f,67,,"[42.1, 35.6]",69318,0,,,,2.6867425,,Right Foot,,"[28.4, 42.3]",Low Pass,,15.250574,,,,,Diego Mainz García,26781.0,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,5,Granada,1049,['9f1a7d31-1359-4261-b7f7-1be6771f69f4'],53,,,,,,,,,,,,,,,Granada,1049,00:00:53.730,Pass,,2011/2012
,,,,,,,,,,,,,,,1.979942,,,,,,,,,,,,,96ce41bf-61fe-496f-9018-930a915da51b,70,,"[28.2, 42.1]",69318,0,,,,3.1139753,,Right Foot,,"[10.1, 42.6]",Ground Pass,,18.106905,,,,,Roberto Fernández Alvarellos,26659.0,,,,,,1,Regular Play,Diego Mainz García,26781.0,Left Center Back,5,Granada,1049,['a594e1db-d1bc-4315-95cb-c6fa3ba10352'],55,,,,,,,,,,,,,,,Granada,1049,00:00:55.694,Pass,,2011/2012
,,,,,,,,,,,,,,,3.867,,,,,,,,,,,,,827e8852-9063-46e9-8b3e-5a04ddd2e6c6,73,,"[11.0, 44.3]",69318,0,,,,0.1656803,,Right Foot,,"[72.0, 54.5]",High Pass,,61.84691,,,Incomplete,,Jaime Romero Gómez,23995.0,,,,,,1,Regular Play,Roberto Fernández Alvarellos,26659.0,Goalkeeper,5,Granada,1049,"['38c47120-a466-45f8-b3d0-3615e6eef3dc', '83a00acf-8cd8-4ac7-b5f7-396aa29eab70']",57,,,,,,,,,,,,,,,Granada,1049,00:00:57.874,Pass,,2011/2012
,,,,,,,,,,,,,,,1.656099,,,,,,,,,,,,,83a00acf-8cd8-4ac7-b5f7-396aa29eab70,75,,"[49.0, 26.5]",69318,1,,,,-0.29195803,,Head,,"[67.3, 21.0]",High Pass,,19.108637,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,5,Granada,1049,"['827e8852-9063-46e9-8b3e-5a04ddd2e6c6', '9480b188-96da-4eae-986b-401318bcd207', 'bccd74ed-7f17-47d6-a3d3-2303b63e29e8']",1,,,,,,,,,,,,,,,Barcelona,217,00:01:01.741,Pass,,2011/2012
,,,,,,,,,,,,,,,2.113644,,,,,,,,,,,,,9480b188-96da-4eae-986b-401318bcd207,77,,"[53.7, 60.0]",69318,1,,,,0.36520144,,Head,,"[70.7, 66.5]",Low Pass,,18.200275,,,Incomplete,,Abel Gómez Moreno,26503.0,,,,,Recovery,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,5,Granada,1049,"['36d6318d-8f9b-418f-9028-5bb2c48e1f30', '67f389db-de07-4e86-87a6-11098e5f4700', '83a00acf-8cd8-4ac7-b5f7-396aa29eab70']",3,,,,,,,,,,,,,,,Granada,1049,00:01:03.397,Pass,,2011/2012
,,,,,,,,,,,,,,,1.681288,,,,,,,,,,,,,455d6bb4-2326-4aaa-996e-3bd0077a29c7,81,,"[51.4, 20.2]",69318,1,True,,,1.61159,,Left Foot,,"[51.0, 30.0]",Ground Pass,,9.80816,,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['084d2a61-1ef1-4473-ac09-8bf900ee50ff'],13,,,,,,,,,,,,,,,Barcelona,217,00:01:13.154,Pass,,2011/2012
,,,,,,,,,,,,,,,1.287707,,,,,,,,,,,,,cfb2cd64-8c63-4476-a7e1-c137b3975dc7,83,,"[51.0, 28.9]",69318,1,,,,-1.5707964,,Right Foot,,"[51.0, 17.1]",Ground Pass,,11.8,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['d697192f-c128-4486-87ec-5fe01691846b'],16,,,,,,,,,,,,,,,Barcelona,217,00:01:16.734,Pass,,2011/2012
,,,,,,,,,,,,,,,1.529793,,,,,,,,,,,,,9539eb61-030b-40a4-ae4d-9634663cd9a9,86,,"[51.0, 17.1]",69318,1,,,,-0.7051113,,Right Foot,,"[65.1, 5.1]",Ground Pass,,18.51513,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['7cc3b2c2-e327-40b1-8465-e65debeafc60'],18,,,,,,,,,,,,,,,Barcelona,217,00:01:18.778,Pass,,2011/2012
,,,,,,,,,,,,,,,1.500921,,,,,,,,,,,,,32f7612b-1e2f-4ef7-9a81-4ab094078823,89,,"[65.4, 6.0]",69318,1,,,,2.3310425,,Left Foot,,"[49.9, 22.3]",Ground Pass,,22.49311,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,['6a722b89-3282-4125-aabe-3ea1074c27f0'],21,,,,,,,,,,,,,,,Barcelona,217,00:01:21.769,Pass,,2011/2012
,,,,,,,,,,,,,,,1.755733,,,,,,,,,,,,,71c0b713-d7cc-4c7d-9d44-6a0eefda9479,92,,"[49.9, 22.3]",69318,1,,,,1.8783635,,Left Foot,,"[44.5, 39.3]",Ground Pass,,17.83704,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,6,Barcelona,217,['4cf03acd-7d35-4aee-9abc-222b06dc2e21'],24,,,,,,,,,,,,,,,Barcelona,217,00:01:24.660,Pass,,2011/2012
,,,,,,,,,,,,,,,1.197881,,,,,,,,,,,,,d492c2f8-091b-468b-a433-114752034560,96,,"[51.3, 41.3]",69318,1,,,,1.6317536,,Right Foot,,"[50.0, 62.6]",Ground Pass,,21.339634,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['a37443e1-09bb-46e0-b767-5dbda05e3788'],27,,,,,,,,,,,,,,,Barcelona,217,00:01:27.358,Pass,,2011/2012
,,,,,,,,,,,,,,,1.371806,,,,,,,,,,,,,92991df0-d574-4457-b60c-c791d264edae,100,,"[52.1, 54.8]",69318,1,,,,1.0407,,Left Foot,,"[64.7, 76.3]",Ground Pass,,24.920073,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['e0b05e1e-2c83-41bf-b98e-3fcafb73752b'],30,,,,,,,,,,,,,,,Barcelona,217,00:01:30.741,Pass,,2011/2012
,,,,,,,,,,,,,,,1.051406,,,,,,,,,,,,,3365b1ba-a96d-449f-979e-22eb4c0a8b58,103,,"[64.5, 76.3]",69318,1,,,,-1.4387566,,Right Foot,,"[66.2, 63.5]",Ground Pass,,12.912397,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['625b4d2f-81fd-4385-803b-5d88c1a1b6e2'],33,,,,,,,,,,,,,,,Barcelona,217,00:01:33.000,Pass,,2011/2012
,,,,,,,,,,,,,,,0.779091,,,,,,,,,,,,,d0e24454-afbe-49a9-94f8-0c4390bd8054,106,,"[66.2, 63.5]",69318,1,,,,1.7681919,,Right Foot,,"[63.6, 76.5]",Ground Pass,,13.257451,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['a3db3a11-350b-4337-b530-04c6baa4f494'],34,,,,,,,,,,,,,,,Barcelona,217,00:01:34.091,Pass,,2011/2012
,,,,,,,,,,,,,,,0.862907,,,,,,,,,,,,,ae3f1b4f-fa89-4f1d-a3ee-31a61c38f199,109,,"[63.6, 76.5]",69318,1,,,,-1.1300455,,Right Foot,,"[68.6, 65.9]",Ground Pass,,11.720068,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['214a131f-a467-4bca-99f6-6a9c52e9ddbc'],35,,,,,,,,,,,,,,,Barcelona,217,00:01:35.655,Pass,,2011/2012
,,,,,,,,,,,,,,,0.887692,,,,,,,,,,,,,e3a97bc6-be89-43c5-bdcc-f83fe1d32dc9,112,,"[69.1, 65.2]",69318,1,,,,-2.6555607,,Left Foot,,"[63.8, 62.4]",Ground Pass,,5.994164,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['8b1a11ea-c323-4ec0-ae6b-1d8458a1b762'],38,,,,,,,,,,,,,,,Barcelona,217,00:01:38.061,Pass,,2011/2012
,,,,,,,,,,,,,,,0.93022,,,,,,,,,,,,,2849d5bf-d6fe-4550-ab71-555e01dca99c,115,,"[74.0, 71.0]",69318,1,,,,-1.6529639,,Right Foot,,"[73.3, 62.5]",Ground Pass,,8.528775,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['64c4f7bb-2e51-4e37-9000-7284634d91b3'],41,,,,,,,,,,,,,,,Barcelona,217,00:01:41.108,Pass,,2011/2012
