bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,88ff7166-cfba-4db1-8421-4ade1d9c03f3,1,,,69318,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26659, 'name': 'Roberto Fernández Alvarellos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26573, 'name': 'Íñigo López Montaña'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 23995, 'name': 'Jaime Romero Gómez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 26779, 'name': 'Daniel González Benítez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 26503, 'name': 'Abel Gómez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 23930, 'name': 'Ikechukwu Uche'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Granada,1049,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d0d253e-5e6d-45ee-9511-97674c4cb58d,2,,,69318,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 26776, 'name': 'Juan Isaac Cuenca López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02a5b418-297f-429d-9129-bf478e4fef76,3,,,69318,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['db6fb452-9ef8-4a8c-865e-9ea9e3fd3a95'],0,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,db6fb452-9ef8-4a8c-865e-9ea9e3fd3a95,4,,,69318,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['02a5b418-297f-429d-9129-bf478e4fef76'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d203b668-6012-4f78-aad4-78ca7cedcf0d,1830,,,69318,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,70,Granada,1049,['9d787401-549e-453d-881c-462f7f4dbd09'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9d787401-549e-453d-881c-462f7f4dbd09,1831,,,69318,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,70,Granada,1049,['d203b668-6012-4f78-aad4-78ca7cedcf0d'],0,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,e098f4a3-8338-4fca-9e80-26e8dd6d8920,5,,"[61.0, 41.0]",69318,0,True,,,1.7329952,,Left Foot,,"[60.1, 46.5]",Ground Pass,,5.5731497,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['8d58d445-3ee6-4f1f-afc4-0a613b98a8f7'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.425,Pass,,2011/2012
,,,,,,,,,,,,,,,0.745067,,,,,,,,,,,,,e6c15711-e6f8-400c-93a5-b5fe958d9627,7,,"[61.2, 46.3]",69318,0,,,,-2.74732,,Right Foot,,"[47.5, 40.6]",Low Pass,,14.838464,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,2,Barcelona,217,['d91a0559-b00f-4eca-ac4f-bfcc5ebfd8e5'],1,,,,,,,,,,,,,,,Barcelona,217,00:00:01.641,Pass,,2011/2012
,,,,,,,,,,,,,,,0.672984,,,,,,,,,,,,,da6eb3f2-98fc-49ca-a161-d4a93336d4d0,10,,"[47.5, 40.6]",69318,0,,,,1.3864719,,Right Foot,,"[49.7, 52.4]",Ground Pass,,12.003333,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['ddb243cb-eafc-428c-85a6-4306f583185b'],2,,,,,,,,,,,,,,,Barcelona,217,00:00:02.426,Pass,,2011/2012
,,,,,,,,,,,,,,,1.240061,,,,,,,,,,,,,03e84ca2-1bab-4a83-b52e-abd97c4e483b,13,,"[57.3, 59.3]",69318,0,,,,1.1408439,,Right Foot,,"[65.6, 77.4]",Ground Pass,,19.912308,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['36075bc4-71ef-4a1e-ad38-a27b3a9b5772'],5,,,,,,,,,,,,,,,Barcelona,217,00:00:05.793,Pass,,2011/2012
