bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,aa6c9096-7222-4186-afdf-7603ba655744,1,,,266106,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6755, 'name': 'Sergio Asenjo Andrés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,64ac6b64-0075-4838-9e93-c2dac089ac04,2,,,266106,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,250465b5-719a-457b-b30b-655d152ee0d8,3,,,266106,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['c593994c-49f7-46dd-835c-4d0b6be536a2'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c593994c-49f7-46dd-835c-4d0b6be536a2,4,,,266106,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['250465b5-719a-457b-b30b-655d152ee0d8'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f429678e-c0e3-43a4-ac87-c00d0fac5738,1885,,,266106,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Villarreal,222,['ad749251-95c0-4297-ae62-98a9c7dbd1e4'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ad749251-95c0-4297-ae62-98a9c7dbd1e4,1886,,,266106,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,78,Villarreal,222,['f429678e-c0e3-43a4-ac87-c00d0fac5738'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,c0713458-00d4-4ff3-abd7-56d9a35e4997,5,,"[60.0, 40.0]",266106,0,,,,,1.2341216,,Right Foot,,,,"[60.7, 42.0]",Ground Pass,2.118962,,,,Roberto Soldado Rillo,26009.0,,,,,Kick Off,1,From Kick Off,Cédric Bakambu,6862.0,Left Center Forward,2,Villarreal,222,['594139ee-0fe9-42cd-8156-f9a06e657516'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.957,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.3417,,,,,,,,,,,,,,,deb88384-de35-4619-abdf-4af2535336c7,7,,"[61.5, 42.4]",266106,0,,,,,-2.6983504,,Right Foot,,,,"[51.6, 37.7]",Ground Pass,10.959015,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Roberto Soldado Rillo,26009.0,Right Center Forward,2,Villarreal,222,['1b1295a5-8870-49c6-9eb8-ff7b65b01f29'],1,,,,,,,,,,,,,,,,,Villarreal,222,00:00:01.477,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.336338,,,,,,,,,,,,,,,1818442b-af2f-42cd-a915-34555907632b,10,,"[49.1, 37.8]",266106,0,,,,,1.9177517,,Left Foot,,,,"[42.7, 55.5]",Ground Pass,18.82153,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Defensive Midfield,2,Villarreal,222,['448ce693-7cc2-4d3e-9003-0bd1b1b6f7a1'],3,,,,,,,,,,,,,,,,,Villarreal,222,00:00:03.156,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.2768,,,,,,,,,,,,,,,9894b39f-bbed-4474-af4c-f0c1c5aafa4c,13,,"[48.8, 60.2]",266106,0,,,,,-0.24175286,,Right Foot,,,,"[56.1, 58.4]",Ground Pass,7.5186434,,Incomplete,,Denis Suárez Fernández,6609.0,,,,,,1,From Kick Off,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,2,Villarreal,222,"['2af23d58-0511-44e0-920a-55de601f6a99', 'e3a434ea-3914-4fc8-b77c-584d3ef9ec56']",6,,,,,,,,,,,,,,,,,Villarreal,222,00:00:06.459,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.6721,,,,,,,,,,,,,,,8331b791-6fad-4f9c-a973-a9019dbe6161,16,,"[47.7, 12.7]",266106,0,,,,,0.21603233,,Left Foot,,,,"[91.9, 22.4]",High Pass,45.25185,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Villarreal,222,"['6197565f-3979-4430-b64f-85527b876a12', '6a3b5a8a-1b47-485b-8b89-8a3cc448d2e6']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.525,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.286,,,,,,,,,,,,,,,8fc477c9-2013-4ecb-89e2-8e3a3e86c8a4,20,,"[21.3, 65.4]",266106,0,,,,,-2.2840974,,Left Foot,,,,"[4.6, 46.1]",Ground Pass,25.522148,,,,Sergio Asenjo Andrés,6755.0,,,,,,1,From Kick Off,Eric Bertrand Bailly,3324.0,Right Center Back,2,Villarreal,222,['b798da9d-81ab-4200-b686-be92bf3cd0e2'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:00:14.227,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.4898,,,,,,,,,,,,,,,881148f9-72c5-4b35-a6c8-63ee334221ff,23,,"[4.6, 46.1]",266106,0,,,,,-0.9682081,,Right Foot,,,,"[14.3, 32.0]",Ground Pass,17.11432,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,Sergio Asenjo Andrés,6755.0,Goalkeeper,2,Villarreal,222,['3d35893d-f9c3-4add-9cb6-9481f55735cf'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:00:18.835,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.6699,,,,,,,,,,,,,,,0e0d4aae-2359-45b9-a90b-6be3a6978147,26,,"[28.3, 23.8]",266106,0,,,,,-1.0511495,,Left Foot,,,,"[40.6, 2.3]",Ground Pass,24.76974,,,,Antonio Rukavina,5588.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,['5652573f-c480-4035-bd0b-4b2ad53fe52e'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:00:25.308,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.1004,,,,,,,,,,,,,,,dd8a65ba-35f5-4c88-94ea-444f10aea21d,29,,"[40.6, 2.3]",266106,0,,,,,1.4983844,,Right Foot,,,,"[42.0, 21.6]",Ground Pass,19.35071,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Antonio Rukavina,5588.0,Left Back,2,Villarreal,222,['d3a9260e-9fee-4a7d-9508-fce18bee6aa0'],28,,,,,,,,,,,,,,,,,Villarreal,222,00:00:28.825,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.3947,,,,,,,,,,,,,,,5e1e80c8-66da-4c32-b663-9dd1911ab19b,31,,"[42.0, 21.6]",266106,0,,,,,-0.09299524,,Left Foot,,,,"[61.3, 19.8]",High Pass,19.383757,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Defensive Midfield,2,Villarreal,222,['b99f6c4f-756c-4b4a-9163-9f1e90ed9496'],29,,,,,,,,,,,,,,,,,Villarreal,222,00:00:29.926,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.2562,,,,,,,,,,,,,,,5b229c99-0dd3-4b70-9f4e-cae50f135e2d,34,,"[62.2, 19.2]",266106,0,,,,,-2.9375746,,Right Foot,,,,"[56.4, 18.0]",Low Pass,5.9228373,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Kick Off,Roberto Soldado Rillo,26009.0,Right Center Forward,2,Villarreal,222,"['194b34ed-c807-430b-86a9-593bd8f99ac3', '6eb304ea-87bc-43ae-a0aa-48f3c66def01']",31,,,,,,,,,,,,,,,,,Villarreal,222,00:00:31.320,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,3.8693,,,,,,,,,,,,,,,3621453b-b3fc-41a5-9c97-d90054bc3a26,36,,"[56.4, 18.0]",266106,0,,,,,-0.14553581,,Left Foot,,,,"[98.7, 11.8]",Low Pass,42.75196,,,,Cédric Bakambu,6862.0,,,,,,1,From Kick Off,Samuel Castillejo Azuaga,6829.0,Left Midfield,2,Villarreal,222,['25fcf9dc-d0b7-478c-8953-b6bc75ae7d86'],32,,,,,,,,,,,,,,,,,Villarreal,222,00:00:32.577,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.2439,,,,,,,,,,,,,,,86ee94b3-b046-4443-8c7b-6180f7214168,42,,"[116.9, 23.0]",266106,0,,,,,1.6377352,fa8302d3-c5ac-4861-b0b2-65668a22e9a1,Right Foot,True,,,"[115.7, 40.9]",High Pass,17.940178,,,,Manuel Trigueros Muñoz,6771.0,True,,,,,1,From Kick Off,Cédric Bakambu,6862.0,Left Center Forward,2,Villarreal,222,['ef15f37d-d0b6-49be-8d87-61202dacc65d'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:00:40.342,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,6.411072,,,,,,,,,,,,,,,5ea336b7-169d-4b0e-b073-3d9cbedd1740,49,,"[7.7, 43.9]",266106,0,,,,,-0.40398628,,Drop Kick,,,,"[87.7, 9.7]",High Pass,87.00368,,Injury Clearance,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,,53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.074,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,5.0588,,,,,,,,,,,,,,,5e499f74-3d32-4639-a9a8-98946eae676c,52,,"[55.7, 67.9]",266106,2,,,,,-0.36791164,,Right Foot,,,,"[101.1, 50.4]",Low Pass,48.656036,,Injury Clearance,,,,,,,,Recovery,1,Other,Mario Gaspar Pérez Martínez,6772.0,Right Back,4,Villarreal,222,,10,,,,,,,,,,,,,,,,,Villarreal,222,00:02:10.701,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.2539,,,,,,,,,,,,,,,1e48a1e8-4609-47d1-bee8-dedde961e44f,54,,"[14.3, 35.9]",266106,2,,True,,,-0.7333126,,Right Foot,,,,"[25.4, 25.9]",Ground Pass,14.940214,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['874cc62e-7a7a-40f8-b7f5-5099412d1375'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.901,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.162659,,,,,,,,,,,,,,,356c3bda-c665-46d2-bda6-a844c1ffec39,56,,"[40.9, 49.0]",266106,2,,,,,1.0876707,,Right Foot,,,,"[50.5, 67.3]",Ground Pass,20.665188,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['39b38aaf-b6ba-4d1f-9c58-958628a1d645'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.738,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.151499,,,,,,,,,,,,,,,b633d5d6-a2d5-4c66-a3b7-2d8314671887,59,,"[52.5, 69.2]",266106,2,,,,,0.72297937,,Right Foot,,,,"[64.4, 79.7]",Ground Pass,15.870098,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['4734b847-73e6-4ea9-b9cd-a276d1c1b467'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.043,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.7778,,,,,,,,,,,,,,,1eff9732-49b9-46f6-bbb1-85b26f138f1c,62,,"[64.4, 79.7]",266106,2,,,,,-1.0759089,,Right Foot,,,,"[67.8, 73.4]",Ground Pass,7.1589108,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,5,Barcelona,217,['c6d7e5b9-6b3f-4f02-9211-3348d919f5a3'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.583,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.884858,,,,,,,,,,,,,,,5dc98b8f-345b-4caf-8528-c1b3c254e066,64,,"[67.8, 73.4]",266106,2,,,,,2.0977395,,Left Foot,,,,"[64.6, 78.9]",Ground Pass,6.3631754,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['82a1d7e1-dbb8-4142-94df-6d3166438632'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.361,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.255529,,,,,,,,,,,,,,,00ce345e-7bb3-4463-989d-83e7e4aca894,67,,"[64.6, 78.9]",266106,2,,,,,-3.087833,,Right Foot,,,,"[42.3, 77.7]",Ground Pass,22.332264,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,5,Barcelona,217,['cc9b290b-a1e8-4341-bc43-bc4154d558c0'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.556,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.779358,,,,,,,,,,,,,,,9ea9d148-8455-4950-9f47-7a4c8e4c81b1,70,,"[42.3, 77.7]",266106,2,,,,,-1.8664658,,Right Foot,,,,"[37.0, 60.3]",Ground Pass,18.189283,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['b6358076-ccac-474e-bcab-12fc0880525b'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.252,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.291567,,,,,,,,,,,,,,,566cc622-9b1c-47b2-b3ff-ce468df2d20c,73,,"[47.4, 52.4]",266106,2,,,,,-1.2222022,,Right Foot,,,,"[63.9, 7.0]",High Pass,48.30538,,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['b90bce25-8672-48d9-b494-2c40930b1480'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.331,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.95031,,,,,,,,,,,,,,,0984f7ce-9526-4ca1-811e-4bbf1b7502bc,76,,"[65.7, 7.5]",266106,2,,,,,-1.3422997,,Right Foot,,,,"[66.7, 3.2]",Ground Pass,4.414748,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['b4c1cf14-1f36-4ba7-9582-07042c5b47ff'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.522,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.634557,,,,,,,,,,,,,,,df4105bd-da88-4190-bd9c-bf5ed466b88e,80,,"[70.2, 11.3]",266106,2,,,,,2.853287,,Right Foot,,,,"[29.4, 23.4]",Low Pass,42.556435,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['43063840-0d5e-4eea-93eb-767dd4b2755c', '6a41f20d-af8f-4f91-a35c-b7bbfbdb1d11']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:02:53.142,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,0.782162,,,,,,,,,,,,,,,ccc0c4f7-a6d1-4df7-b268-1c3a092b066a,83,,"[29.4, 23.4]",266106,2,,,,,-0.38588268,,Left Foot,,,,"[35.8, 20.8]",Ground Pass,6.9079666,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['b4b2694d-39ee-4675-8c5f-121a4cc10425'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.817,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.224126,,,,,,,,,,,,,,,d25b350f-ebc9-4a98-958a-904350e115ee,86,,"[38.0, 27.2]",266106,2,,,,,0.45169598,,Right Foot,,,,"[48.1, 32.1]",Ground Pass,11.225863,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['cf402411-8a48-4209-b2ba-990d7dd5e7ca'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.489,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.687136,,,,,,,,,,,,,,,a628c909-1569-4ab8-abf9-0ae80bb9317c,89,,"[45.6, 46.5]",266106,3,,,,,-0.038815446,,Right Foot,,,,"[55.9, 46.1]",Ground Pass,10.307764,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['77c29df9-e8a8-49cd-a750-137b25c24d55'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.972,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.331,,,,,,,,,,,,,,,00877d1e-a66d-45a2-b29a-0195c9cd692d,93,,"[54.7, 45.9]",266106,3,,,,,-1.8510277,,Right Foot,,,,"[48.8, 25.4]",Low Pass,21.332136,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['4bd01b95-1290-488e-92dc-d6728cd978ce'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:03:07.680,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.595665,,,,,,,,,,,,,,,e2e37c35-bf8b-416c-88d4-4826f707353b,96,,"[49.4, 24.8]",266106,3,,,,,-1.0431337,,Right Foot,,,,"[58.2, 9.7]",Ground Pass,17.477127,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['2c0f27be-80f7-4b9a-abf2-d42378e41876'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.854,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.03153,,,,,,,,,,,,,,,8099b7f9-f99e-4afd-98b5-c8f32a30be97,99,,"[64.4, 9.4]",266106,3,,,,,1.6295521,,Left Foot,,,,"[63.9, 17.9]",Ground Pass,8.514693,,,,Arda Turan,11094.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['b82b6211-36ad-40dc-bbfa-676faf4f3eba'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:03:12.980,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.72944,,,,,,,,,,,,,,,72dd2299-3937-4887-8d7e-8ed69841984c,102,,"[63.9, 17.9]",266106,3,,,,,2.6068485,,Right Foot,,,,"[50.9, 25.6]",Ground Pass,15.109269,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Arda Turan,11094.0,Left Center Midfield,5,Barcelona,217,['de97ad32-2b57-4fbb-ab4d-9783720638e9'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.489,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.788462,,,,,,,,,,,,,,,3d7a000f-16ee-413e-85ed-52e899387b35,106,,"[56.4, 37.7]",266106,3,,,,,1.8268521,,Right Foot,,,,"[50.3, 61.0]",Ground Pass,24.085266,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,"['46ea8cb1-c3c9-4f7c-b26f-1c52d232a72b', 'f236bebc-c0f7-4e5a-b810-567898b9a392']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.267,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.176593,,,,,,,,,,,,,,,8cbd33a4-5912-4c6d-96f6-3882622481f9,110,,"[50.5, 62.4]",266106,3,,,,,0.65268165,,Right Foot,,,,"[73.0, 79.6]",Low Pass,28.321194,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['3fa5be11-7fc2-43d9-9448-4db170eabf33', '754cddfb-a10e-40aa-bbe7-13dab954fc49']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.351,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,0.9098,,,,,,,,,,,,,,,d77f2456-04d2-4930-bee9-72c9cef9c79e,114,,"[72.6, 79.6]",266106,3,,,,,-2.329174,,Left Foot,,,,"[65.4, 72.0]",Ground Pass,10.469002,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['35338d59-1e94-4538-9b64-de05e8a3ec75', '9b2caf0a-8356-4c54-8a60-cbbfbbe27182']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.289,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,0.8509,,,,,,,,,,,,,,,20d5f3b2-3970-4635-8e9e-8f02b587fc65,116,,"[65.4, 72.0]",266106,3,,,,,1.259798,,Right Foot,,,,"[67.2, 77.6]",Ground Pass,5.8821764,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['84336d08-6dfe-40ca-abda-5467a8df711d'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.199,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.983636,,,,,,,,,,,,,,,1efc855a-2a8d-4a95-a563-0fe5a75d4490,118,,"[67.2, 77.6]",266106,3,,,,,-1.7937703,,Left Foot,,,,"[63.3, 60.4]",Ground Pass,17.63661,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['2557addb-cbc8-4653-8306-aa6dc22d9f03'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.050,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.5455,,,,,,,,,,,,,,,e83235b7-039b-48f4-8a31-d72ee07f1dac,122,,"[63.6, 57.6]",266106,3,,,,,-1.11213,,Right Foot,,,,"[79.5, 25.4]",Ground Pass,35.911697,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,"['7eb650df-b1ee-454c-b40d-5a1b0ca4d0da', 'dc4af174-8168-42f7-8660-0f6b6569ca8f']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:03:29.869,Pass,True,2015/2016
