bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,3.263262,,,,,,,,,,,,eb6aaedc-a03f-4a7e-b9f4-c858f2391fd2,24,,"[10.7, 56.3]",266664,0,,,,,0.5886524,,Right Foot,,,,"[46.2, 80.0]",,High Pass,,42.68419,,Out,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['61aee3ff-4594-4a24-a4f6-89fd537067fc'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.033,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.7998,,,,,,,,,,,,16c94c27-f06e-4f81-ba03-d3f44f33ed51,25,,"[76.2, 0.1]",266664,0,,,,,0.18170065,,,,,,"[114.3, 7.1]",,High Pass,,38.73771,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,3,Real Sociedad,210,['4dcac27c-94e7-4652-83eb-582be725d067'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:31.437,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.202,,,,,,,,,,,,418e010b-f4de-404e-917b-9980c23c94ff,29,,"[116.2, 5.1]",266664,0,,,,,1.9720252,,Left Foot,,,,"[114.8, 8.4]",,Ground Pass,,3.5846896,,Incomplete,,,,,,,,,,1,From Throw In,Carlos Alberto Vela Garrido,5560.0,Center Forward,3,Real Sociedad,210,"['099915bf-1d6d-4a4c-a9fb-091914ab26a6', '605e98a5-c726-48e3-b564-1f2978fdc130']",34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:34.289,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.0643,,,,,,,,,,,,0583ebbb-c564-4f9d-84ea-b60aa95451c4,31,,"[120.0, 0.1]",266664,0,,,,,1.7349119,,Left Foot,,,,"[114.8, 31.5]",,High Pass,,31.827662,,Incomplete,,,,,True,,Straight,,Corner,1,From Corner,Carlos Alberto Vela Garrido,5560.0,Center Forward,4,Real Sociedad,210,['dd9cbd45-91ff-454e-8e8c-615876d6c7c3'],55,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:55.219,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.558692,,,,,,,,,,,,e790f133-4332-4fd7-8aa1-ecb5c0f26bb3,35,,"[26.9, 58.5]",266664,1,,,,,-0.017697267,,Left Foot,,,,"[38.2, 58.3]",,Ground Pass,,11.30177,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['3feab5a6-d24d-4c6c-97ca-f4f0de4927f2'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.893,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6439,,,,,,,,,,,,541d335f-fc56-4769-9370-7c082a7a49fb,38,,"[50.8, 72.4]",266664,1,,,,,-1.8622531,,Left Foot,,,,"[44.5, 51.4]",,Ground Pass,,21.924644,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['e0208c56-1182-4d5e-8e5f-cee7af9ab4d0'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.270,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.068987,,,,,,,,,,,,95d0ed79-4c1f-40fc-bbbd-c6f1d06861f3,41,,"[45.3, 51.1]",266664,1,,,,,-1.4889064,,Right Foot,,,,"[49.1, 4.8]",,High Pass,,46.455677,,,,Sergi Roberto Carnicer,6379.0,,,True,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['32afb911-f8b1-44eb-afa4-1a96fff867da'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.657,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.719196,,,,,,,,,,,,097fe2e4-5ac2-4f1b-b8c7-2ca841e2522d,44,,"[53.6, 3.4]",266664,1,,,,,0.09374154,,Right Foot,,,,"[65.3, 4.5]",,Ground Pass,,11.7515955,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Left Back,5,Barcelona,217,['cb6e9b7f-a0c9-441e-845e-0e45ec166f53'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.907,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.804242,,,,,,,,,,,,fcbde6db-8f54-41a8-871a-1767490a4602,48,,"[70.1, 8.0]",266664,1,,,,,0.6166481,,Left Foot,,,,"[78.0, 13.6]",,Ground Pass,,9.683491,,,,Arda Turan,11094.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['a7c2536d-57de-4acd-aafb-83975d23f84d', 'cd0f91ce-ae36-4f57-903d-ebdd249fae2e']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.483,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.6796,,,,,,,,,,,,2ac2cb7a-93dd-477f-bd0c-554be9f8411e,52,,"[44.1, 67.6]",266664,1,,,,,-2.068913,,Right Foot,,,,"[41.0, 61.9]",,Ground Pass,,6.4884515,,,,Esteban Félix Granero Molina,6770.0,,,,,,Recovery,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,6,Real Sociedad,210,['dd49eb3e-0042-4aec-9d98-44e78785b1d5'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:31.018,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.006622,,,,,,,,,,,,89f8fbbc-8229-459e-8e23-70e756e9b36a,55,,"[40.7, 61.7]",266664,1,,,,,1.9898639,,Left Foot,,,,"[35.8, 72.7]",,Ground Pass,,12.042009,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Esteban Félix Granero Molina,6770.0,Center Defensive Midfield,6,Real Sociedad,210,['da148767-ff24-478f-b198-22505c5571af'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:31.738,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8973,,,,,,,,,,,,4a2fb970-c32a-4bd5-ac94-285e9f6b272a,58,,"[35.0, 70.8]",266664,1,,,,,-0.35691193,,Right Foot,,,,"[46.8, 66.4]",,Ground Pass,,12.593649,,,,Asier Illarramendi Andonegi,6671.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,6,Real Sociedad,210,['3781763f-cc58-4afb-98cf-0651534fad01'],32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:32.864,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2888,,,,,,,,,,,,bf330c65-d726-42de-b521-d83f238f19dd,61,,"[46.1, 66.4]",266664,1,,,,,1.9966468,,Right Foot,,,,"[41.7, 76.1]",,Ground Pass,,10.651291,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,6,Real Sociedad,210,['1ac9a4c2-30cc-4a6b-8759-095db0e3af49'],34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:34.450,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.242,,,,,,,,,,,,2f850bd1-e52f-45c9-bc08-5e33081d946a,64,,"[42.0, 76.1]",266664,1,,,,,-0.015623729,,Right Foot,,,,"[93.2, 75.3]",,Ground Pass,,51.20625,,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,6,Real Sociedad,210,"['95805e5f-f441-4f63-99f4-1f100b0e2ef3', 'b32cb492-4b8f-40d6-8820-82bd96598b83']",35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:35.899,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.0116,,,,,,,,,,,,b32cb492-4b8f-40d6-8820-82bd96598b83,66,,"[26.9, 4.8]",266664,1,,,,,2.2472525,,Right Foot,,,,"[4.1, 33.2]",,Ground Pass,,36.419773,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,"['2f850bd1-e52f-45c9-bc08-5e33081d946a', '7ed7607b-dc7c-4133-ad1a-df2d2563bf01']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.141,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.3155,,,,,,,,,,,,07c15c72-d939-4410-a322-f9089e31ed6f,68,,"[4.1, 33.0]",266664,1,,,,,-1.2480326,,Right Foot,,,,"[14.0, 3.4]",,Ground Pass,,31.211697,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,7,Barcelona,217,['d19cfb36-06a3-4212-aa87-df2e595a996a'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.152,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1855,,,,,,,,,,,,f9a75e64-2c37-488d-b63e-16a16754ba12,72,,"[12.4, 3.3]",266664,1,,,,,0.9859835,,Right Foot,,,,"[22.0, 17.8]",,Ground Pass,,17.38994,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,"['5b59d594-3c04-4eb5-aabe-ec5c98ec6dd7', '79478e5a-64bd-4cc7-b9d9-a2e9fc4b04cc']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.825,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.532464,,,,,,,,,,,,8bed4c88-e907-450a-a628-b7e3b4b3f004,75,,"[21.5, 18.1]",266664,1,,,,,-0.5933502,,Right Foot,,,,"[43.0, 3.6]",,Low Pass,,25.932606,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,"['3bbebddb-32a8-434e-a0a7-2dc821d71e21', 'ae6106a9-2cd7-4aef-a232-f26ce6f7b0f1']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.011,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.2638,,,,,,,,,,,,f4d79097-8a88-4803-b200-38be2808500d,78,,"[71.0, 12.7]",266664,1,,,,,-1.2229079,,Right Foot,,,,"[74.3, 3.6]",,Ground Pass,,9.679876,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,7,Barcelona,217,['bca591d8-15ed-41a3-beb6-1afd80336ffa'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.398,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.240129,,,,,,,,,,,,672d64d7-0cde-4ce6-ac48-6249ac236f1b,82,,"[78.4, 3.6]",266664,1,,,,,1.3317087,,Left Foot,,,,"[82.3, 19.6]",,Ground Pass,,16.468454,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,7,Barcelona,217,['f3712622-2214-41ef-bad8-a6fc0005fb06'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.524,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2188,,,,,,,,,,,,dd089c6d-a9e1-44d5-b122-5c6fcea71b89,85,,"[82.8, 20.1]",266664,1,,,,,1.0369222,,Right Foot,,,,"[94.8, 40.4]",,Ground Pass,,23.58156,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,7,Barcelona,217,['19685307-ef63-4620-8af3-3671dd4168c7'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.757,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,104b3292-2ade-4a8f-a460-31c362c3b69c,94,,"[105.8, 34.5]",266664,2,,,,,-0.66596925,3a5b370d-dab3-40e6-abf3-fa0556c83f91,Right Foot,,,,"[108.6, 32.3]",,Ground Pass,,3.5608988,,,,Neymar da Silva Santos Junior,4320.0,True,,,,,,1,Regular Play,Munir El Haddadi Mohamed,6616.0,Center Forward,7,Barcelona,217,['325e96f5-9059-4f4d-aa0a-0a93540bb04c'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.359,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5992,,,,,,,,,,,,3008cbc2-a6d8-46ea-9262-d00984a969ff,99,,"[19.6, 62.0]",266664,2,,,,,0.5792199,,Right Foot,,,,"[38.1, 74.1]",,Ground Pass,,22.105656,,,,Xabier Prieto Argarate,6690.0,,,,,,Recovery,1,Regular Play,Esteban Félix Granero Molina,6770.0,Center Defensive Midfield,8,Real Sociedad,210,['63266e22-6029-4d8b-bbb9-6b9f3045de3c'],3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:03.448,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.454379,,,,,,,,,,,,65bbebf4-1889-41a3-938f-2816f4ed5af5,102,,"[41.0, 75.6]",266664,2,,,,,0.12721622,,Right Foot,,,,"[58.2, 77.8]",,Ground Pass,,17.340126,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,8,Real Sociedad,210,['a9a61484-7896-4619-9cb7-6e18585df080'],6,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:06.070,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.69174,,,,,,,,,,,,c679c927-fd50-4627-a28f-d3e09e21469e,106,,"[54.5, 75.2]",266664,2,,,,,1.6814536,,Left Foot,,,,"[54.2, 77.9]",,Ground Pass,,2.7166154,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Forward,8,Real Sociedad,210,"['0f8f3d05-e2f4-44d0-9fd0-cb8480ded26c', 'b5b5f620-3a58-44b1-bb1a-999f38170450']",8,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:08.642,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.9197,,,,,,,,,,,,2f923340-f928-4326-b0c1-91d99786f5ee,117,,"[64.2, 3.3]",266664,2,,,,,1.7561443,,Left Foot,,,,"[62.7, 11.3]",,Ground Pass,,8.13941,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,9,Barcelona,217,['c7e1c4f0-3e2c-4831-8dee-4998a6e165a1'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.334,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8844,,,,,,,,,,,,5dc6c7db-f41d-48e7-9437-d8f93140b4db,119,,"[62.7, 11.3]",266664,2,,,,,-1.3734008,,Right Foot,,,,"[63.9, 5.3]",,Ground Pass,,6.1188235,,,,Arda Turan,11094.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,9,Barcelona,217,['1d689f55-9440-4933-b633-4f87b7d6aa35'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.254,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.1663,,,,,,,,,,,,8c6e032e-d1af-4dc0-9a1b-83cc6039986e,122,,"[64.4, 20.7]",266664,2,,,,,2.013798,,Right Foot,,,,"[57.9, 34.4]",,Ground Pass,,15.163773,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Arda Turan,11094.0,Left Center Midfield,9,Barcelona,217,['e8a6b846-fee2-4291-8de2-3281f375cc8d'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.075,Pass,,2015/2016
