ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,3.498045,,,,,,,,,,,,,b826e7ce-ec8c-4453-bc47-adad1501dc46,1541,,"[54.8, 44.0]",69177,40,,,,,-1.4056476,,Left Foot,,,,"[61.2, 5.6]",,Ground Pass,,38.92968,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,87,Barcelona,217,['1a502c48-33e5-47f4-9c7b-a9cb515204a2'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.047,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.7421,,,,,,,,,,,,,27bdea95-40c3-4c76-9a6f-168e52f52db4,1544,,"[64.9, 2.9]",69177,40,,,,,1.901679,,Left Foot,,,,"[60.4, 16.0]",,Ground Pass,,13.851354,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,87,Barcelona,217,['c8b0a5b2-3e93-4244-94eb-edcd3775e4da'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:40:25.810,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.341261,,,,,,,,,,,,,4794ee62-ca32-4159-8a50-1e082ce1cec1,1548,,"[59.3, 18.0]",69177,40,,,,,2.923732,,Right Foot,,,,"[46.2, 20.9]",,Ground Pass,,13.417153,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,87,Barcelona,217,['9cb3f272-b855-4268-8c36-5f8d74a60e67'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.811,Pass,,2008/2009
,,,,,,,,,,,,,,,,,5.9784,,,,,,,,,,,,,6d293abf-4e57-4774-b677-c71c742fbc3d,1551,,"[64.1, 28.0]",69177,40,,,,,-0.24789168,,Right Foot,,,,"[120.6, 13.7]",,High Pass,,58.28156,,Out,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,87,Barcelona,217,,33,,,,,,,,,,,,,,,,,Barcelona,217,00:40:33.318,Pass,,2008/2009
,,,,,,,,,,,,,,,,,5.1401,,,,,,,,,,,,,c67fbee0-f15e-4c1a-83d8-bb2cc67dcdd7,1552,,"[6.0, 44.0]",69177,40,,True,,,0.4107558,,Right Foot,,,,"[75.8, 74.4]",,High Pass,,76.13278,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Diego Alves Carreira,25144.0,Goalkeeper,88,Almería,403,['b9a74da9-ed7e-4a92-9da4-54d3f720844d'],57,,,,,,,,,,,,,,,,,Almería,403,00:40:57.358,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.0111,,,,,,,,,,,,,31e8c36c-f5a1-4cbc-869c-d7ef60ee84b3,1554,,"[47.1, 5.4]",69177,41,,,,,-0.013773234,,Left Foot,,,,"[83.4, 4.9]",,High Pass,,36.303444,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,89,Barcelona,217,"['5a353236-641a-4ed3-aa2d-f5de71a6828d', 'c839524b-6ad0-473f-98b3-a2f51f632646']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:41:03.332,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.9084,,,,,,,,,,,,,5a353236-641a-4ed3-aa2d-f5de71a6828d,1556,,"[37.6, 76.1]",69177,41,,,,,-0.20258762,,Head,,,,"[56.1, 72.3]",,High Pass,,18.886238,,Incomplete,,,,,,,,Recovery,1,Regular Play,Bruno Saltor Grau,3095.0,Right Back,89,Barcelona,217,"['31e8c36c-f5a1-4cbc-869c-d7ef60ee84b3', 'f00df5df-f014-4595-b941-995e34532418']",5,,,,,,,,,,,,,,,,,Almería,403,00:41:05.343,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.7011,,,,,,,,,,,,,f00df5df-f014-4595-b941-995e34532418,1557,,"[64.9, 8.7]",69177,41,,,,,0.31327617,,Right Foot,,,,"[79.1, 13.3]",,Ground Pass,,14.926487,,,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,89,Barcelona,217,"['5a353236-641a-4ed3-aa2d-f5de71a6828d', 'b7442d32-ef27-4a63-8d12-bffc86cbf85a']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:41:07.252,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.1798,,,,,,,,,,,,,633288e9-5e29-4a53-9252-ee62d4f727a7,1561,,"[74.3, 20.9]",69177,41,,,,,0.87416947,,Right Foot,,,,"[83.0, 31.3]",,Low Pass,,13.55913,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,89,Barcelona,217,"['000944d2-45f7-40e4-8dbf-8a7ce2c1d46c', '7b5fe0e6-e31a-4e8e-ba51-e8a797cb95df']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:41:08.822,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.553804,,,,,,,,,,,,,1c00f672-2405-45ce-a1c2-7977725189a0,1564,,"[82.6, 32.0]",69177,41,,,,,1.6015558,,Left Foot,,,,"[82.0, 51.5]",,Ground Pass,,19.509228,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,['5e918b04-1c6b-41e6-b8a9-5b8f629fd8e8'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:41:11.116,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.198972,,,,,,,,,,,,,654c6488-3bc0-43ef-8259-ce55eeb55639,1567,,"[84.9, 52.9]",69177,41,,,,,0.955931,0a8fa6de-4243-465c-96e4-838bcac276da,Left Foot,,,,"[98.6, 72.3]",,Ground Pass,,23.749737,,,,Andrés Iniesta Luján,5216.0,True,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,89,Barcelona,217,['ca42c094-c667-4eb7-9d47-c79a128b0cbd'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:41:12.709,Pass,,2008/2009
,,,,,,,,,,,,,,,,,4.90861,,,,,,,,,,,,,d423e312-c712-4c91-9e16-c257454fd1a3,1579,,"[1.8, 27.4]",69177,41,,,,,-0.50477666,,Left Foot,,,,"[49.4, 1.1]",,High Pass,,54.382442,,Out,,,,,,,,,1,Regular Play,Santiago Wilmer Acasiete Ariadela,26434.0,Right Center Back,89,Barcelona,217,,21,,,,,,,,,,,,,,,,,Almería,403,00:41:21.678,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.5386,,,,,,,,,,,,,cb3a17db-9174-4a20-987f-639f072a2025,1580,,"[73.9, 80.0]",69177,41,,,,,-1.4476601,,,,,,"[76.4, 59.8]",,Low Pass,,20.354115,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,90,Barcelona,217,['9f73f033-c07c-4b04-83fa-68dc1d7ef482'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:41:32.924,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.4561,,,,,,,,,,,,,8bdf5b85-42fa-456e-9340-c1ade2c77448,1583,,"[76.4, 59.8]",69177,41,,,,,-1.9594216,,Right Foot,,,,"[66.0, 34.4]",,Ground Pass,,27.446676,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,90,Barcelona,217,['3473e063-bcfd-44e8-885d-1d0d0de9797a'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:41:36.833,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.122392,,,,,,,,,,,,,36c565e0-d76c-4585-9dce-261a3652b4b8,1586,,"[66.6, 32.6]",69177,41,,,,,-1.1311215,,Right Foot,,,,"[80.1, 3.9]",,Low Pass,,31.716557,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,90,Barcelona,217,['1da511e8-d60c-4d6e-90bf-ab7407bd1953'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:41:40.820,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.093,,,,,,,,,,,,,ac83d124-a8d8-4740-a67c-8dc77c246e6e,1590,,"[85.3, 6.6]",69177,41,,,,,2.4288428,,Left Foot,,,,"[65.4, 23.8]",,Ground Pass,,26.303041,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,90,Barcelona,217,"['63c8a897-8415-4fc4-a4b9-47077a54d3a5', '93076dd1-a7e9-4d0d-8a1c-2f46d059a660']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:41:42.917,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.183,,,,,,,,,,,,,b381f9f0-3f59-411b-bd98-487d168350d8,1593,,"[66.0, 25.1]",69177,41,,,,,1.4441198,,Right Foot,,,,"[68.7, 46.3]",,Ground Pass,,21.371243,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,90,Barcelona,217,['6c9b98aa-03bb-49cb-89aa-4cc6c15c86d5'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:41:45.714,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.2966,,,,,,,,,,,,,73be461b-5c8b-4651-b1c9-b5e4ad96de53,1597,,"[72.8, 40.3]",69177,41,,,,,-2.2142975,,Right Foot,,,,"[64.7, 29.5]",,Ground Pass,,13.5,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,90,Barcelona,217,['d881e597-0a71-46e6-9172-3791e55ad469'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:41:49.775,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.918661,,,,,,,,,,,,,e88a9a92-9a2c-4fc4-a2f3-4257a8e8dd0d,1600,,"[71.4, 31.1]",69177,41,,,,,-0.86555845,,Right Foot,,,,"[88.0, 11.6]",,High Pass,,25.608788,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,90,Barcelona,217,['897e2f6d-c5e6-47aa-942f-7d332cb1c5dd'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:41:54.611,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.188,,,,,,,,,,,,,751ff7c7-5212-4361-922b-ac1d0557e58a,1603,,"[84.9, 11.8]",69177,41,,,,,2.7562728,,Left Foot,,,,"[70.6, 17.6]",,Ground Pass,,15.431461,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,90,Barcelona,217,['096dbcb1-101f-41e8-a2e5-e4b713f984fb'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:41:57.559,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.863,,,,,,,,,,,,,7a532d69-66c0-4375-b51c-3cd99a5cb006,1606,,"[78.0, 22.0]",69177,42,,,,,1.5541312,,Right Foot,,,,"[78.2, 34.0]",,Ground Pass,,12.001667,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,90,Barcelona,217,['2820e000-1627-4726-ad1a-4e363bdb0b6c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:42:03.780,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.7072,,,,,,,,,,,,,3637ea2f-5480-44e2-8403-3c105cbbb156,1609,,"[78.7, 33.6]",69177,42,,,,,-1.6373645,,Right Foot,,,,"[77.0, 8.1]",,Ground Pass,,25.556604,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,90,Barcelona,217,['6f0d88e6-b74a-466c-81d8-01ee7a5f258e'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:42:04.683,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.3904,,,,,,,,,,,,,7b44482c-a22e-4d05-b4c0-795dd99a2db4,1612,,"[75.7, 9.5]",69177,42,,,,,2.7182255,,Left Foot,,,,"[59.5, 16.8]",,Ground Pass,,17.768793,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,90,Barcelona,217,"['cda403be-a1ab-41ba-a44e-15bea2250cd5', 'e01e313b-f567-445b-b730-cfb068967de7']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:42:07.390,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.245088,,,,,,,,,,,,,9cc3bc4c-6575-48df-a4d3-f1dad2f39a25,1615,,"[64.3, 19.3]",69177,42,,,,,1.606752,,Right Foot,,,,"[63.3, 47.1]",,Ground Pass,,27.81798,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,90,Barcelona,217,['fa94c6c1-fa7f-4bec-9345-ff168e5158cf'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:42:11.099,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.419781,,,,,,,,,,,,,34594736-438f-48e5-87df-41a67ee7a2b0,1618,,"[66.6, 55.6]",69177,42,,,,,1.374271,,Right Foot,,,,"[71.0, 77.7]",,Ground Pass,,22.533752,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,90,Barcelona,217,['204f1d59-95d4-42ce-a7de-d1a1cf806ce1'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:42:14.147,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.4964,,,,,,,,,,,,,97e90d10-1d50-4fbe-b496-f4fd1501378d,1621,,"[71.0, 77.7]",69177,42,,,,,-0.067566164,,Left Foot,,,,"[84.3, 76.8]",,Ground Pass,,13.330417,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,90,Barcelona,217,['77f38453-aa71-466b-95e2-e064baac7bd8'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:42:18.363,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.484267,,,,,,,,,,,,,f1c58af3-d636-420a-9a05-fb29ef080f91,1625,,"[76.6, 59.4]",69177,42,,,,,-1.0644116,,Left Foot,,,,"[83.2, 47.5]",,Ground Pass,,13.607718,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,90,Barcelona,217,['e239a717-f87e-4c6a-b2dc-bd19316e8ffd'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:42:22.165,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.5189,,,,,,,,,,,,,7d915b45-76e3-4b75-b489-54086439f89a,1630,,"[81.8, 48.4]",69177,42,,,,,1.5776927,,Right Foot,,,,"[81.6, 77.4]",,Ground Pass,,29.00069,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,90,Barcelona,217,"['61f0f33d-d734-4dac-8849-3dc91f7333cb', 'd6d521f0-1350-463b-a42c-c75a583e707b']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:42:26.143,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.5208,,,,,,,,,,,,,4bf02ce5-47ea-4109-a50b-91e27987cbcc,1637,,"[120.0, 1.0]",69177,43,,,,,1.684435,,Right Foot,,,,"[115.8, 37.8]",,High Pass,True,37.0389,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,92,Barcelona,217,['52e04b73-3646-440d-ae9d-afb04abc4aea'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:43:43.571,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.1214,,,,,,,,,,,,,42e3103f-6c2f-4562-9545-d80f93985d1b,1640,,"[20.9, 45.7]",69177,43,,,,,0.3462022,,Head,,,,"[42.8, 53.6]",,High Pass,,23.281322,,Incomplete,,,,,,,,Recovery,1,From Corner,Iriney Santos Da Silva,25978.0,Left Center Midfield,92,Barcelona,217,['ef306081-6c3f-40cb-aef2-788b82c24457'],49,,,,,,,,,,,,,,,,,Almería,403,00:43:49.725,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.251259,,,,,,,,,,,,,ef306081-6c3f-40cb-aef2-788b82c24457,1641,,"[78.2, 27.4]",69177,43,,,,,2.1745458,,Right Foot,,,,"[72.2, 36.1]",,Ground Pass,,10.568349,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,92,Barcelona,217,"['42e3103f-6c2f-4562-9545-d80f93985d1b', '5994ce1d-ba5f-44fe-9a2b-0c892e848524']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.846,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.1637,,,,,,,,,,,,,ebcfbde9-0413-4e12-be04-644cac65caa9,1644,,"[72.2, 36.1]",69177,43,,,,,-0.67747104,,Right Foot,,,,"[103.4, 11.0]",,High Pass,,40.043102,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,92,Barcelona,217,['6cda9205-c3d7-474b-9aae-176216bbd50d'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:43:54.351,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.055,,,,,,,,,,,,,9de8b495-f12b-4efe-a8cb-0773816e1941,1647,,"[102.8, 15.7]",69177,43,,,,,1.2317065,529e5bdd-d3d0-4b48-a73f-6e21f6d62e09,Right Foot,True,,,"[111.9, 41.5]",,High Pass,,27.357815,,,,Gerard Piqué Bernabéu,5213.0,True,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,92,Barcelona,217,['742cfb0e-f159-41e4-bf46-5fb291da11d6'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:43:57.973,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.600764,,,,,,,,,,,,,2b46faa9-1db9-4852-b907-ee38c27ae0a3,1652,,"[120.0, 1.0]",69177,44,,,,,1.7192799,,Right Foot,,,,"[114.6, 37.1]",,High Pass,True,36.501644,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,93,Barcelona,217,['751288e0-6f26-4c1d-8643-bcf950250010'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:44:16.030,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.0137,,,,,,,,,,,,,d273a266-d9aa-47d4-8d10-74ccd862b6d9,1654,,"[87.4, 20.7]",69177,44,,,,,1.6928284,,Right Foot,,,,"[86.1, 31.3]",,Ground Pass,,10.6794195,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,93,Barcelona,217,['0e726ee3-f9a9-4873-848f-b1a7972a7a05'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:44:19.811,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.1545,,,,,,,,,,,,,41b80273-7772-4f23-ac7c-15dfa64c002d,1657,,"[89.3, 29.3]",69177,44,,,,,-0.19458658,,Left Foot,,,,"[103.0, 26.6]",,Ground Pass,,13.963524,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,93,Barcelona,217,['57ee26ca-4945-44cd-ac4f-94f0535c74cc'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:44:21.938,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.749287,,,,,,,,,,,,,c2e08d77-f542-492c-b169-49d7fea2f231,1664,,"[119.8, 29.5]",69177,44,,,,,2.1990314,,Left Foot,True,True,,"[112.1, 40.1]",,Ground Pass,,13.101526,,Incomplete,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,93,Barcelona,217,['6d2c823b-ee79-484d-aea4-89690f5e3620'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:44:26.473,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.6759,,,,,,,,,,,,,568271fc-ad2e-4342-afae-214875252f25,1666,,"[116.9, 1.0]",69177,44,,,,,2.6271412,,,,,,"[107.7, 6.2]",,Low Pass,,10.567876,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,94,Barcelona,217,['dea24c90-9995-4cea-a021-af18e4e7fac5'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:44:42.532,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.6267,,,,,,,,,,,,,2fc82053-f10a-4d0c-b247-f253127711dc,1669,,"[106.3, 6.2]",69177,44,,,,,-2.8706458,,Right Foot,,,,"[100.9, 4.7]",,Ground Pass,,5.6044626,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,94,Barcelona,217,['f2551f39-25b0-495a-9af6-b7ff6a74dd34'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:44:44.404,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.75976,,,,,,,,,,,,,65857fe6-abe6-4df6-87b5-f5384f0aa26e,1675,,"[101.9, 1.0]",69177,44,,,,,2.7994962,,,,,,"[81.4, 8.3]",,Low Pass,,21.760975,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,95,Barcelona,217,['ed0aaa64-d620-4cbd-8b39-dbbd55565d35'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:44:49.645,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.661601,,,,,,,,,,,,,88bbc7fa-521a-448e-8e40-4807f3762c55,1678,,"[85.3, 17.8]",69177,44,,,,,2.0516837,,Right Foot,,,,"[79.3, 29.3]",,Ground Pass,,12.971122,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,95,Barcelona,217,['54be000f-0611-40d9-90fc-8ac32e2db329'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:44:53.831,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.953198,,,,,,,,,,,,,bb928320-2e73-489d-a258-9ee0c482f76a,1681,,"[79.3, 29.3]",69177,44,,,,,1.8533512,,No Touch,,,,"[75.7, 41.7]",,Ground Pass,,12.91201,True,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,95,Barcelona,217,['20a40656-23c6-4044-9c7f-e2b019354a15'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:44:54.532,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.708156,,,,,,,,,,,,,eb6a1026-da99-459f-ad57-ac566a065532,1684,,"[76.2, 41.7]",69177,44,,,,,1.2092658,,Right Foot,,,,"[89.7, 77.4]",,Ground Pass,,38.167263,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,95,Barcelona,217,['b615cdad-a292-4a11-bae8-8ef4bc811d09'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:44:57.812,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.068673,,,,,,,,,,,,,efd5953d-de76-41be-aab0-f364a1e212a5,1687,,"[97.8, 78.3]",69177,45,,,,,-1.3034099,,Right Foot,True,,,"[112.1, 26.1]",,High Pass,,54.123283,,Incomplete,,,,,True,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,95,Barcelona,217,['3b8534ca-1eb9-4d6d-8a7e-2c11329ba640'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:45:01.180,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.179,,,,,,,,,,,,,65fa2c33-a09b-4f8b-bbdc-6503edbb106f,1692,,"[99.0, 14.5]",69177,45,,,,,1.1509163,,Left Foot,True,,,"[111.5, 42.5]",,High Pass,,30.663496,,Incomplete,,,,,,,,,1,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,95,Barcelona,217,['961bd2eb-792b-4852-8934-3a1f71e9c86c'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.994,Pass,,2008/2009
,,,,,,,,,,,,,,,,,3.9291,,,,,,,,,,,,,01e11b9a-740a-4cfa-9361-f94fd83db343,1694,,"[24.1, 27.7]",69177,45,,,,,-0.051820785,,Right Foot,,,,"[72.3, 25.2]",,High Pass,,48.26479,,Incomplete,,,,,,,,Recovery,1,From Throw In,Iriney Santos Da Silva,25978.0,Left Center Midfield,95,Barcelona,217,['fec5a99f-13ae-4d7d-a854-49fa90effff4'],12,,,,,,,,,,,,,,,,,Almería,403,00:45:12.132,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.088164,,,,,,,,,,,,,fec5a99f-13ae-4d7d-a854-49fa90effff4,1695,,"[48.7, 55.8]",69177,45,,,,,0.020743912,,Right Foot,,,,"[72.8, 56.3]",,Low Pass,,24.105186,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,95,Barcelona,217,"['01e11b9a-740a-4cfa-9361-f94fd83db343', 'f048f0a1-7c76-480f-8023-e477e95590b0']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:45:16.061,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.297963,,,,,,,,,,,,,fa21479c-599e-48b3-8f42-d9251d1cf505,1699,,"[72.6, 54.8]",69177,45,,,,,-2.6565914,,Right Foot,,,,"[41.1, 38.2]",,Ground Pass,,35.60632,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,95,Barcelona,217,['8f494136-16af-409d-8ef4-fcd3a84883c9'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:45:18.010,Pass,,2008/2009
