ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.1752,,,,,,,,,,,,,3149e01a-a451-4f8d-9a1c-d352e2c84e37,21,,"[64.1, 47.7]",69177,0,,,,,-1.9965473,,Right Foot,,,,"[56.3, 30.5]",,Ground Pass,,18.885973,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['4c305b4b-2738-49d4-bcea-4d8748383e73'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.283,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.2323,,,,,,,,,,,,,6e841c2a-6880-418b-a0b3-7c6f68d637e7,24,,"[55.2, 22.7]",69177,0,,,,,-1.4145057,,Left Foot,,,,"[57.8, 6.2]",,Ground Pass,,16.703592,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['6cd9e131-1b3d-4909-b1ac-a6072fa6b675'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.838,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.914872,,,,,,,,,,,,,02093098-06af-4f94-af34-3495b8b0263f,27,,"[58.3, 5.6]",69177,0,,,,,1.7970154,,Left Foot,,,,"[55.4, 18.2]",,Ground Pass,,12.929423,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['03ceeaf1-f5c7-4905-ab33-d55884f0940d'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.150,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.4834,,,,,,,,,,,,,69eed102-ca8d-477e-aa05-826311a23304,29,,"[58.5, 20.8]",69177,0,,,,,1.9943317,,Head,,,,"[42.0, 57.4]",,High Pass,,40.147354,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['4f6c5c84-4be7-4bcd-bf1f-ce4d063de181'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.350,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.6424,,,,,,,,,,,,,b419c711-72a1-4918-9937-3fc5380a2fdf,32,,"[54.0, 59.5]",69177,0,,,,,1.0050949,,Right Foot,,,,"[66.0, 78.4]",,Ground Pass,,22.38772,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['c2d18b49-9b42-43f6-9682-e6f2c35f954c'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.589,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.718,,,,,,,,,,,,,bd8364da-5be4-4c50-80cc-01678af822ad,35,,"[77.7, 76.1]",69177,0,,,,,-2.750435,,Right Foot,,,,"[50.3, 64.8]",,Ground Pass,,29.638657,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['9dfe951c-a589-4fc6-a834-a2ca41270d65'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.032,Pass,,2008/2009
,,,,,,,,,,,,,,,,,3.164,,,,,,,,,,,,,eb8fa742-5e02-428b-b868-8c129684ba1e,38,,"[51.4, 58.4]",69177,0,,,,,-1.6743846,,Right Foot,,,,"[47.2, 18.0]",,Ground Pass,,40.61773,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['7a8a27e0-6e0b-4e42-9732-5b44f68f1177'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.900,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.2113,,,,,,,,,,,,,e419c42b-e341-41b7-bb7a-e334e3fad717,41,,"[46.6, 24.5]",69177,0,,,,,1.7220141,,Right Foot,,,,"[41.8, 56.0]",,Ground Pass,,31.863615,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['f65d1250-ac8c-4369-80de-2b521776333a'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.561,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.372957,,,,,,,,,,,,,caa11e4a-5dc2-4d49-90f6-d8f4238a39fd,44,,"[51.8, 55.6]",69177,0,,,,,-1.7353188,,Right Foot,,,,"[47.5, 29.7]",,Ground Pass,,26.254524,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['8a3ab03b-191c-4730-8786-aaa5405ddd80'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.123,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.7328,,,,,,,,,,,,,0e7484cd-b273-4f53-b546-185eb727e67a,47,,"[50.7, 28.7]",69177,0,,,,,1.1051407,,Right Foot,,,,"[60.7, 48.6]",,Ground Pass,,22.271282,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['fffb1e92-2641-4500-a825-0fa64ff72aec'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.261,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.0859,,,,,,,,,,,,,96e07776-4ac3-4068-88e1-832be7a62c16,50,,"[60.4, 48.8]",69177,0,,,,,1.4525763,,Right Foot,,,,"[63.5, 74.9]",,Ground Pass,,26.283455,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['cb3bc94d-5585-4398-bb41-20cef75e67e5'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.034,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.4568,,,,,,,,,,,,,9e9176b5-a4fe-48dd-b5ff-cf40f961cf2b,54,,"[94.6, 74.2]",69177,0,,,,,-1.0205275,,Right Foot,True,,,"[111.9, 46.0]",,High Pass,,33.083683,,Incomplete,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['3122ae28-a52b-4aca-ba04-8a319e7d805a', 'a9d7a268-86e6-4fb4-bfe4-9c222d12e39b']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.326,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.5221,,,,,,,,,,,,,aec59698-1c77-4ea5-87e7-cf9c39ac33ff,62,,"[27.4, 28.2]",69177,1,,,,,0.8913825,,Right Foot,,,,"[29.5, 30.8]",,Ground Pass,,3.342155,,Incomplete,,Kalu Uche,26495.0,,,,,Recovery,1,Regular Play,Albert Crusat Domene,26437.0,Left Midfield,3,Barcelona,217,"['148ad079-0f03-4abf-ad32-27103e366b6d', 'abd225a4-0e38-45ee-87d6-0879091521df']",2,,,,,,,,,,,,,,,,,Almería,403,00:01:02.089,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.8021,,,,,,,,,,,,,700141c8-9c5d-4f0d-89de-52e5d86b9e53,65,,"[84.4, 45.4]",69177,1,,,,,-2.2142975,,Right Foot,,,,"[78.7, 37.8]",,Ground Pass,,9.5,,,,Sylvio Mendes Campos Junior,25854.0,,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,3,Barcelona,217,['d30b6205-edac-4291-9db2-9d3c5d8f1aec'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.364,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.3566,,,,,,,,,,,,,176374d1-bba9-459f-af82-c933805c5f2e,68,,"[79.7, 34.1]",69177,1,,,,,-1.3161186,,Left Foot,,,,"[86.0, 9.9]",,Ground Pass,,25.0066,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['9bf570fe-7e97-4ca2-9b8c-0da1c01b4598'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.170,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.067948,,,,,,,,,,,,,330a8cd1-4570-470c-b49a-8e1c2fbbca0d,71,,"[76.3, 5.7]",69177,1,,,,,1.4349476,,Right Foot,,,,"[78.2, 19.6]",,Ground Pass,,14.029255,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['5164534a-fa14-4832-a96d-4a0d4096e27a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.221,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.260598,,,,,,,,,,,,,821e9ee5-7cac-4cf7-adb2-1d39cbf3de76,75,,"[76.3, 14.6]",69177,1,,,,,-2.551637,,Left Foot,,,,"[64.5, 6.7]",,Ground Pass,,14.200352,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,"['21692be4-3cff-4adf-a9ac-dbe8e438c4c5', '2a861be8-3eac-4928-9ea9-6f52d1ea0c01']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.759,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,0.669698,,,,,,,,,,,,,cef45ce9-0c68-4679-8567-3ebd5dc5cea8,78,,"[64.9, 5.7]",69177,1,,,,,1.6207547,,Left Foot,,,,"[64.3, 17.7]",,Ground Pass,,12.014991,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,3,Barcelona,217,['b145fb23-dd32-4b2a-9283-28d78e89b87c'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.963,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.409452,,,,,,,,,,,,,ebc6c27d-87e6-4315-8edf-17f4064f90db,81,,"[64.5, 18.0]",69177,1,,,,,2.755492,,Left Foot,,,,"[39.9, 28.0]",,Ground Pass,,26.55485,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['e4d72744-0360-4dde-9a62-5f8a77e34052'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.311,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.6241,,,,,,,,,,,,,3d72188c-f907-4406-982e-6c081e36b2e5,85,,"[54.3, 30.9]",69177,1,,,,,1.1501801,,Right Foot,,,,"[75.1, 77.4]",,High Pass,,50.940063,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['10760261-d1c4-4e81-bd37-0d6b67bec066'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.473,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.0764,,,,,,,,,,,,,c59423db-ef52-4fbb-9c88-7ebcf8a83d4c,88,,"[76.5, 77.0]",69177,1,,,,,-1.9940248,,Left Foot,,,,"[71.5, 65.9]",,Ground Pass,,12.174153,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['6858a6af-ddf3-4b8a-84e0-35c3387dbe07'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.272,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.813,,,,,,,,,,,,,eda7b664-73f8-4a00-82b7-dd8a0ebed554,91,,"[74.5, 62.7]",69177,1,,,,,-0.7462026,,Right Foot,,,,"[101.0, 38.2]",,High Pass,,36.090164,,Incomplete,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,"['41b5a0d8-7da1-498d-9dbe-abe39cbc6830', '78ea48bd-1139-4d5c-b87e-d0406ec34e3b']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.966,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.649284,,,,,,,,,,,,,e97eaf19-ca57-4aa4-9565-d4122977c4fd,97,,"[35.9, 26.4]",69177,1,,,,,-1.3034667,,Right Foot,,,,"[40.2, 10.7]",,Ground Pass,,16.278206,,,,José Manuel Jiménez Ortiz,26436.0,,,,,,1,Regular Play,Iriney Santos Da Silva,25978.0,Left Center Midfield,4,Almería,403,"['49aa7ee8-4d55-4177-bfeb-cce644eae973', 'af8acdb3-e8cb-4846-95c3-774aa9b828a9']",36,,,,,,,,,,,,,,,,,Almería,403,00:01:36.918,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,1.596932,,,,,,,,,,,,,bc6381df-9fd6-4a2e-9d1a-50881ddd78f4,100,,"[82.5, 16.7]",69177,1,,,,,1.8692952,,Left Foot,,,,"[78.5, 29.7]",,Ground Pass,,13.601471,,,,Kalu Uche,26495.0,,,,,,1,Regular Play,José Manuel Jiménez Ortiz,26436.0,Left Back,4,Almería,403,['3d8763df-8e6d-4373-89d6-a4ccb6f68dac'],44,,,,,,,,,,,,,,,,,Almería,403,00:01:44.756,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.825377,,,,,,,,,,,,,4781672b-a431-48d8-9df3-c0d69e13be25,103,,"[78.3, 28.3]",69177,1,,,,,-0.33606452,,Right Foot,,,,"[92.9, 23.2]",,High Pass,,15.465122,,Incomplete,,,,,,,,,1,Regular Play,Kalu Uche,26495.0,Left Center Forward,4,Almería,403,['e12f1b8f-11bf-4b7d-8301-a2ee1c64725c'],47,,,,,,,,,,,,,,,,,Almería,403,00:01:47.697,Pass,,2008/2009
,,,,,,,,,,,,,,,,,3.015899,,,,,,,,,,,,,e12f1b8f-11bf-4b7d-8301-a2ee1c64725c,104,,"[28.1, 57.8]",69177,1,,,,,-0.09635497,,Head,,,,"[55.0, 55.2]",,Low Pass,,27.025358,,Incomplete,,,,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Almería,403,"['4781672b-a431-48d8-9df3-c0d69e13be25', '8081034f-fe5d-42f6-b8a1-ca54f7f30d16']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.523,Pass,,2008/2009
,,,,,,,,,,,,,,,,,2.611433,,,,,,,,,,,,,66495081-7df7-4dd1-8ea4-ec132e2df152,107,,"[65.7, 25.8]",69177,1,,,,,0.31302986,,Right Foot,,,,"[107.1, 39.2]",,High Pass,,43.514595,,Incomplete,,Kalu Uche,26495.0,,,,,,1,Regular Play,Hernán Darío Pellerano,26494.0,Left Center Back,4,Almería,403,"['78d37227-e1ea-4195-b6d5-100758494616', 'd125aa19-9553-4356-b690-0734c5cea8b5']",52,,,,,,,,,,,,,,,,,Almería,403,00:01:52.468,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.2021,,,,,,,,,,,,,a30ceac3-067d-4bd5-b7f3-efa8fca2dc8c,111,,"[12.9, 44.0]",69177,1,,,,,0.979822,,Keeper Arm,,,,"[23.3, 59.5]",,Ground Pass,,18.665745,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['415ce48d-c6e8-4408-8546-c4c5ae7b9baf'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.077,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.793157,,,,,,,,,,,,,75eae91e-cc59-45d5-81f3-a5ea13fa2350,114,,"[34.9, 60.2]",69177,2,,,,,-1.7437714,,Right Foot,,,,"[30.2, 33.3]",,Ground Pass,,27.307508,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,5,Barcelona,217,['a5d87be8-8ad8-40c6-acbc-97e9da595355'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.032,Pass,,2008/2009
,,,,,,,,,,,,,,,,,0.79829,,,,,,,,,,,,,203c712e-7157-4d31-8137-40c7d47cba1c,117,,"[49.6, 25.4]",69177,2,,,,,0.19739556,,Right Foot,,,,"[68.1, 29.1]",,Ground Pass,,18.866373,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,5,Barcelona,217,['94ecf021-56c4-4c70-a144-04867df39ada'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.018,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.7493,,,,,,,,,,,,,025746d1-b809-4c5b-905b-bba9c8f45837,120,,"[66.9, 28.1]",69177,2,,,,,0.097253196,,Right Foot,,,,"[83.3, 29.7]",,Ground Pass,,16.477863,,Incomplete,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['8d48549b-5011-4612-b7ae-d4051d42afc7'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.989,Pass,,2008/2009
,,,,,,,,,,,,,,,,,1.103737,,,,,,,,,,,,,8d48549b-5011-4612-b7ae-d4051d42afc7,121,,"[37.7, 51.3]",69177,2,,,,,-0.08407103,,Right Foot,,,,"[55.5, 49.8]",,Ground Pass,,17.86309,,,,Kalu Uche,26495.0,,,,,Recovery,1,Regular Play,Santiago Wilmer Acasiete Ariadela,26434.0,Right Center Back,6,Almería,403,"['025746d1-b809-4c5b-905b-bba9c8f45837', '167f60ba-d010-4112-a847-1d61e5ead5aa']",13,,,,,,,,,,,,,,,,,Almería,403,00:02:13.738,Pass,,2008/2009
