50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.782018,,,,,,,,,,,3cc1654b-8db3-4ce1-831b-55c4fa801a0b,1355,,,"[32.0, 67.4]",267520,31,,,,1.4135683,,Right Foot,,,,"[33.3, 75.6]",,Ground Pass,,8.302409,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,57,Barcelona,217,['c93b0530-22fe-4c6a-bdef-e531899459bd'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:37.215,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.610685,,,,,,,,,,,486cfe15-278a-4590-943f-de45174e25f2,1358,,,"[41.7, 75.2]",267520,31,,,,-0.8732543,,Right Foot,,,,"[50.5, 64.7]",,Ground Pass,,13.7,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,['16c9f077-b383-48fc-8b39-1c3c4fba4cc0'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:39.474,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.608529,,,,,,,,,,,0ce827d6-c639-4ed6-87c2-782e98e155eb,1365,,,"[79.3, 46.8]",267520,31,,,,1.5707964,,Right Foot,,,,"[79.3, 51.8]",,Ground Pass,,5.0,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,57,Barcelona,217,"['0f54060d-4ae8-467c-82b8-3ef5beaf7fdc', 'bf74e0ae-f7a1-4b56-94e4-3e9bcac740d2']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:47.134,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.12224,,,,,,,,,,,2a3e6b88-bb54-4933-8061-f61d0699850a,1369,,,"[80.8, 52.3]",267520,31,,,,0.42366892,7a4e5d3e-3a79-471a-8837-1e3368e30fbb,Right Foot,,,,"[96.1, 59.2]",,Ground Pass,,16.78392,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,57,Barcelona,217,['532e6ee1-507a-4a4d-8a5d-d29a5ccd6ce7'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:48.367,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.928291,,,,,,,,,,,4fac35a0-0fee-493c-abfe-0474bf168d80,1380,,,"[7.0, 37.0]",267520,32,True,,,0.014562078,,Right Foot,,,,"[89.4, 38.2]",,High Pass,,82.40874,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,58,Real Sociedad,210,['e7110148-e6d2-4e5c-b3dc-a123bceaf1de'],23,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:23.335,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.481456,,,,,,,,,,,8234fb5d-12e1-4755-90ab-b29bceaafd6d,1382,,,"[30.8, 44.1]",267520,32,,,,-0.48783645,,Right Foot,,,,"[45.5, 36.3]",,Ground Pass,,16.641214,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,58,Real Sociedad,210,['bd4899ae-e255-47c8-b95b-8c3a926a63fb'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:26.061,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.135,,,,,,,,,,,6039460a-810d-4a16-b7f6-51a04cd20de6,1386,,,"[52.9, 35.5]",267520,32,,,,2.7965906,,Right Foot,,,,"[46.5, 37.8]",,Ground Pass,,6.8007355,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,58,Real Sociedad,210,"['8b0092cc-d44e-4ab3-9822-5ad35c6eab82', '9e6fba37-77e4-4461-89d4-73cb8a0648bc', 'a235cd9e-8da3-4944-83be-b714282e52c5']",31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:31.952,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.353784,,,,,,,,,,,9e6fba37-77e4-4461-89d4-73cb8a0648bc,1388,,,"[74.5, 43.2]",267520,32,,,,1.012197,,Right Foot,,,,"[79.5, 51.2]",,Ground Pass,,9.433981,,,Antoine Griezmann,5487.0,,,,,Recovery,1,From Goal Kick,Marco Sangalli Fuentes,23796.0,Left Wing,58,Real Sociedad,210,"['1349c172-634b-4743-9031-3d036b89015c', '6039460a-810d-4a16-b7f6-51a04cd20de6']",33,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:33.087,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.691286,,,,,,,,,,,1deb5caf-8e75-4a24-a3ea-83772026a5ad,1391,,,"[79.5, 51.2]",267520,32,,,,-1.3940874,,Left Foot,,,,"[81.0, 42.8]",,Ground Pass,,8.532878,,,Imanol Agirretxe Arruti,6677.0,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Right Wing,58,Real Sociedad,210,['5041a7ec-bf4c-4f49-a444-42c111a64fdd'],34,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:34.521,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.497448,,,,,,,,,,,6cf8a3c7-ddb0-4bc1-b378-02ae3f58eaed,1394,,,"[92.3, 41.1]",267520,32,,,,0.24623652,,Right Foot,,,,"[111.0, 45.8]",,High Pass,,19.281597,Incomplete,,Antoine Griezmann,5487.0,,,Through Ball,True,,1,From Goal Kick,Imanol Agirretxe Arruti,6677.0,Center Attacking Midfield,58,Real Sociedad,210,"['c61e4d7b-0f20-4ac6-851c-82293c8811d4', 'c8c3d719-5b0c-4e0d-816a-a71b8e7d21a5']",36,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:32:36.867,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.292603,,,,,,,,,,,2b05e94f-8a38-4415-9bf8-534bb6ee1196,1398,,,"[11.9, 32.7]",267520,32,,,,-0.3301537,,Keeper Arm,,,,"[29.7, 26.6]",,Ground Pass,,18.816216,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,59,Barcelona,217,['b16adadb-9043-4c4c-ae17-35c774d76167'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:39.697,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.612289,,,,,,,,,,,9dc29ae9-fb28-4314-b46e-41ce19f97aab,1401,,,"[43.0, 26.2]",267520,32,,,,1.3644724,,Left Foot,,,,"[49.3, 56.3]",,Ground Pass,,30.752235,,,Xavier Hernández Creus,20131.0,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,59,Barcelona,217,['19ac949b-b3b8-4a5b-8423-20df637efdba'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:42.748,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.969692,,,,,,,,,,,b8edb8f2-5a8c-4355-ad79-2edec64d13a4,1405,,,"[74.9, 58.8]",267520,32,,,,-2.0718098,,Right Foot,,,,"[70.3, 50.4]",,Ground Pass,,9.577056,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,59,Barcelona,217,"['447f4693-5608-40dd-beca-4ed0db0a0d2b', '98dc19b0-51bf-4207-8bea-1a62dfbb2aa9']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:50.877,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.551461,,,,,,,,,,,6d19ed09-0148-4ef3-bfba-9b95920fb0c9,1408,,,"[74.1, 44.7]",267520,32,,,,-0.9694966,,Left Foot,,,,"[80.0, 36.1]",,Ground Pass,,10.429286,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,59,Barcelona,217,['6526db07-5f26-4e27-870d-dca34e04499d'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:54.828,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.95502,,,,,,,,,,,5df9086c-0671-4d34-bb97-e5c72b67bbf9,1412,,,"[80.6, 36.1]",267520,32,,,,-2.3621116,,Right Foot,,,,"[63.6, 19.3]",,Ground Pass,,23.900627,,,Adriano Correia Claro,22102.0,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,59,Barcelona,217,"['07ce5723-0b3e-46ec-944b-e10e3eeccded', '56edab54-4253-4f6b-8a54-50beff0eb519']",56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:56.299,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.71145,,,,,,,,,,,4dd2f26c-060b-4fad-b8b7-776211c3ff8d,1415,,,"[68.0, 12.8]",267520,33,,,,-0.68964666,,Right Foot,,,,"[77.7, 4.8]",,Ground Pass,,12.573384,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Keeper,Adriano Correia Claro,22102.0,Left Back,59,Barcelona,217,['8150462a-4eff-4447-9e9d-ddac9f8b6835'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:00.097,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.544588,,,,,,,,,,,795b68b6-11b5-47a2-a638-1f91d9486062,1418,,,"[85.4, 17.4]",267520,33,,,,1.6456562,,Right Foot,,,,"[84.8, 25.4]",,Ground Pass,,8.022469,,,Xavier Hernández Creus,20131.0,,,,,,1,From Keeper,Neymar da Silva Santos Junior,4320.0,Left Wing,59,Barcelona,217,['d7d2b3f0-0761-4ce1-9cc8-c3420e8259d9'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:04.541,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.733392,,,,,,,,,,,fb438ec2-8f64-48b7-9357-ca00828f5bc8,1422,,,"[84.4, 25.6]",267520,33,,,,-1.8905976,,Right Foot,,,,"[79.3, 10.2]",,Ground Pass,,16.222515,,,Adriano Correia Claro,22102.0,,,,,,1,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,59,Barcelona,217,"['42d4e693-fcf3-46a5-980e-0d4ad4b94614', '57e442ae-6334-4ece-8feb-d3f585b68c35']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:05.304,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.798583,,,,,,,,,,,0373382a-e4ad-4b07-afa9-2be34ca561bc,1425,,,"[79.3, 10.2]",267520,33,,,,2.3237574,,Right Foot,,,,"[62.9, 27.7]",,Low Pass,,23.983536,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Keeper,Adriano Correia Claro,22102.0,Left Back,59,Barcelona,217,['307118b8-7739-4756-bfaf-ff814911ea27'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:08.597,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.464151,,,,,,,,,,,fca4dce9-c2e9-4b6f-908d-9c411e3ab77c,1428,,,"[63.2, 30.2]",267520,33,,,,2.3911452,,Right Foot,,,,"[55.8, 37.1]",,Ground Pass,,10.117806,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,59,Barcelona,217,['c01f5344-21ad-4c29-a033-3bc32dee02e0'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:09.847,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.901431,,,,,,,,,,,aaa30d84-b33d-4502-b7b8-4dca6b35973a,1431,,,"[55.8, 37.1]",267520,33,,,,1.3055892,,Right Foot,,,,"[60.2, 53.3]",,Ground Pass,,16.7869,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Keeper,Javier Alejandro Mascherano,5506.0,Left Center Back,59,Barcelona,217,['fa3eb04b-ca56-4839-9667-736360eed469'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:11.765,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.729468,,,,,,,,,,,54e5bc33-4aba-4c25-a3a9-e9ac82cabcd8,1436,,,"[95.9, 58.8]",267520,33,,,,1.3554386,,Right Foot,,,,"[98.7, 71.6]",,Ground Pass,,13.102672,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Right Center Back,59,Barcelona,217,['879824f2-2ea4-4350-b1ca-b67968b03a49'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:19.464,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.404862,,,,,,,,,,,93f32979-f274-40fa-960f-160f0ecdde5f,1439,,,"[98.7, 71.6]",267520,33,,,,-2.3891497,,Right Foot,,,,"[84.6, 58.4]",,Low Pass,,19.314503,,,Xavier Hernández Creus,20131.0,,,,,,1,From Keeper,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,59,Barcelona,217,['f7b59949-9a0e-4c79-a622-725b8b5c9587'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:22.332,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.603989,,,,,,,,,,,130c1724-a4a5-49bf-8e6d-29a2afe28127,1442,,,"[91.7, 49.7]",267520,33,,,,-2.2455373,,Right Foot,,,,"[83.3, 39.2]",,Ground Pass,,13.446561,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,59,Barcelona,217,['5f911364-89c4-48e0-942a-5f4f45b6c779'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.712,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.5746,,,,,,,,,,,84b5ecb9-f6de-44e4-9c57-e7f0ddb18206,1446,,,"[83.5, 39.2]",267520,33,,,,-1.469693,,Right Foot,,,,"[84.2, 32.3]",,Ground Pass,,6.935416,,,Adriano Correia Claro,22102.0,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,59,Barcelona,217,"['95cebd0e-e09d-4261-bb8d-2e0b0831acf7', 'fb2ed553-66cb-4ebb-ab74-810994fab3e3']",28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.074,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.470471,,,,,,,,,,,d76b640b-8ea1-45b4-90d7-bb627bf45c42,1449,,,"[84.2, 32.3]",267520,33,,,,2.0152156,,Left Foot,,,,"[81.2, 38.6]",,Ground Pass,,6.977822,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Keeper,Adriano Correia Claro,22102.0,Left Back,59,Barcelona,217,['25b60c5d-3f57-4e1e-aa87-c6db79cf0a85'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.689,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.012385,,,,,,,,,,,a6fc4da8-e95d-4d4e-a215-c3bedf91b80d,1452,,,"[83.5, 34.6]",267520,33,,,,-1.005837,,Right Foot,,,,"[95.1, 16.3]",,Ground Pass,,21.666796,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,59,Barcelona,217,['2568df28-f773-4a8b-9e73-3fbb9160fd7e'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:30.566,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.7762,,,,,,,,,,,7189544f-dabe-4692-b2b5-e398679ce225,1455,,,"[95.7, 16.5]",267520,33,,,,1.5707964,,Right Foot,,,,"[95.7, 25.8]",,Ground Pass,,9.3,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Neymar da Silva Santos Junior,4320.0,Left Wing,59,Barcelona,217,['282c9ed2-8cea-4823-b3af-ff37e63727ca'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:31.798,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.596872,,,,,,,,,,,b10eb016-ec54-43a6-8874-21bac0f7cbef,1458,,,"[95.7, 25.8]",267520,33,,,,-1.6784862,,Left Foot,,,,"[94.9, 18.4]",,Low Pass,,7.4431176,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,59,Barcelona,217,['82868ca4-8124-4189-a97a-4aa5ddba1b28'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:32.654,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.543893,,,,,,,,,,,9da7bc67-e4b7-4619-be7f-fb80604ac230,1461,,,"[94.7, 18.4]",267520,33,,,,1.5031033,,Right Foot,,,,"[95.1, 24.3]",,Ground Pass,,5.9135437,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Neymar da Silva Santos Junior,4320.0,Left Wing,59,Barcelona,217,['c99fe4fd-64a6-4c8e-afe5-f7447a278053'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:34.007,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.627769,,,,,,,,,,,738b0520-1f68-45b4-a2cc-768e42cef068,1466,,,"[89.6, 25.8]",267520,33,,,,1.067324,,Left Foot,,,,"[106.4, 56.3]",,High Pass,,34.820827,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,Through Ball,True,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,59,Barcelona,217,"['0c97fcf9-49dc-40d5-9847-a9a0153223f4', '29a2f5d4-9c68-4d49-9e85-b8325b2958c0']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:37.485,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,0.817922,,,,,,,,,,,77f93716-f2ee-4e67-aed3-9faab89e6dfd,1469,,,"[111.6, 57.1]",267520,33,,,,-1.3787483,,Right Foot,True,,,"[115.1, 39.1]",,Low Pass,,18.33712,Pass Offside,,Daniel Alves da Silva,4324.0,,,,,,1,From Keeper,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,59,Barcelona,217,['3901e86d-45b6-4674-a3a1-ea0d30b71833'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:40.405,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.72937,,,,,,,,,,,81b87795-e2a0-45c4-ace0-8946d7080204,1472,,,"[5.7, 40.9]",267520,34,True,,,-0.40354815,,Right Foot,,,,"[77.6, 10.2]",,High Pass,,78.179924,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,60,Real Sociedad,210,['2148dbd8-5204-417f-980e-1cc6e09a91e2'],20,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:20.265,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.217,,,,,,,,,,,86638281-7739-4cfb-9e81-67c6fa7dcfbe,1474,,,"[47.2, 75.4]",267520,34,,,,-2.544416,,Right Foot,,,,"[44.7, 73.7]",,Low Pass,,3.0232432,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,60,Real Sociedad,210,"['400c86f5-f367-4f53-af7f-446c63c192ec', 'ab3c386a-3934-4ecb-8777-e0c1b338a7d3']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:23.630,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.999963,,,,,,,,,,,52657a2c-ed20-49e5-8394-820e38f0d389,1478,,,"[74.5, 2.5]",267520,34,,,,2.421522,,Right Foot,,,,"[68.8, 7.5]",,Low Pass,,7.5822163,,,Imanol Agirretxe Arruti,6677.0,,,,,Recovery,1,From Free Kick,Alberto De La Bella Madureño,6674.0,Left Back,60,Real Sociedad,210,"['57d4f04b-727d-42a4-a4be-801b91bce313', '6b4eec43-4b92-4f06-80a6-767faf5458a7']",25,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:25.192,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,2.578242,,,,,,,,,,,c5c978f6-1215-4566-927c-7a12d308e70a,1482,,,"[62.3, 13.6]",267520,34,,,,0.5745806,,Right Foot,,,,"[107.4, 42.8]",,High Pass,,53.727554,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Free Kick,Imanol Agirretxe Arruti,6677.0,Center Attacking Midfield,60,Real Sociedad,210,"['6c194cdc-1e91-44e4-9ee6-d1cb5d80a6f0', '72f02252-af4d-4bbd-8153-1b28139b71e7']",29,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:29.365,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.156609,,,,,,,,,,,49a1de4e-f8a9-4af1-927e-83eaf88d4c5a,1485,,,"[15.4, 40.5]",267520,34,True,,,-0.08130187,,Keeper Arm,,,,"[28.9, 39.4]",,Ground Pass,,13.544741,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,61,Barcelona,217,['e404175f-c473-495d-a148-c2cbcc410304'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.697,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.21468,,,,,,,,,,,11688c78-1763-46e1-9533-3b250b1980c0,1487,,,"[29.1, 38.4]",267520,34,True,,,-0.5083763,,Right Foot,,,,"[62.3, 19.9]",,Ground Pass,,38.006447,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['dff2e178-670b-4ec9-9345-af688916d0cc'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:43.119,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.112841,,,,,,,,,,,ceb60536-bbca-4eeb-afc1-97c598f44b89,1489,,,"[88.2, 17.4]",267520,34,,,,-0.67701626,,Left Foot,,,,"[98.9, 8.8]",,Ground Pass,,13.727709,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,61,Barcelona,217,['8a3394e5-89bf-4572-a0f3-22e49aa01ae6'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:48.355,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.930612,,,,,,,,,,,293bc359-8e3d-40fc-889d-50dcb92186aa,1492,,,"[107.0, 15.1]",267520,34,,,,2.231167,,Right Foot,,,,"[99.0, 25.4]",,Ground Pass,,13.041856,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,61,Barcelona,217,['e7c9ada0-0d5d-41e7-8027-01097f294930'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:52.929,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.338901,,,,,,,,,,,443ff326-1752-414b-8a1d-231e735629ae,1500,,,"[23.0, 61.5]",267520,34,,,,2.222494,,Right Foot,,,,"[15.6, 71.2]",,Ground Pass,,12.20041,,,Daniel Estrada Agirrezablaga,26441.0,,,,,,1,Regular Play,Markel Bergara Larrañaga,6633.0,Right Center Midfield,61,Barcelona,217,['5441e0b0-3638-4513-b2bb-ca910791e2be'],57,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:57.665,Pass,,2013/2014
,,,,,,,,,,,,,,,,,3.118459,,,,,,,,,,,a822f355-f279-46fe-ab04-1ad50b97bcb3,1504,,,"[15.1, 70.2]",267520,34,,,,0.25884154,,Right Foot,,,,"[54.0, 80.5]",,High Pass,,40.24053,Out,,,,,,,,,1,Regular Play,Daniel Estrada Agirrezablaga,26441.0,Right Back,61,Barcelona,217,,59,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:34:59.043,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.729584,,,,,,,,,,,f248d6e2-1fb3-4661-bab6-ec88a08e7ff8,1505,,,"[74.5, 1.0]",267520,35,True,,,2.217693,,,,,,"[67.4, 10.4]",,Low Pass,,11.780067,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,62,Barcelona,217,['2891247a-c876-4fc9-b7c3-830b2e4c1b23'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:16.011,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.685689,,,,,,,,,,,fc838131-f763-42b8-8260-b94d23e94463,1507,,,"[66.1, 35.5]",267520,35,True,,,1.3420663,,Right Foot,,,,"[74.9, 73.3]",,Low Pass,,38.81082,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,62,Barcelona,217,['1ebfa1ba-da64-40d9-a29b-1bf9457b9bd6'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:16.915,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.935113,,,,,,,,,,,6df5a02f-9a10-43f8-91c7-0f69aeec5fac,1509,,,"[75.8, 72.4]",267520,35,,,,-1.9500965,,Right Foot,,,,"[70.1, 58.1]",,Ground Pass,,15.394155,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,62,Barcelona,217,['0e387da4-fa13-45dc-b60c-c71f49f0f580'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:20.268,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.257925,,,,,,,,,,,fc382c13-0154-4b56-997e-197b63934ef5,1512,,,"[70.5, 57.9]",267520,35,,,,-1.8460361,,Left Foot,,,,"[64.4, 36.3]",,Ground Pass,,22.44482,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,62,Barcelona,217,['c3bee7dd-3f20-4a36-9bc3-d1551c09236c'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:22.070,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.962302,,,,,,,,,,,4062184e-9b29-4594-be82-3dacfdc76648,1515,,,"[64.4, 36.3]",267520,35,,,,-1.0932124,,Right Foot,,,,"[70.3, 24.9]",,Ground Pass,,12.836277,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,62,Barcelona,217,['edbda1ac-ee8e-4337-9142-d41aa38a2066'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:24.145,Pass,,2013/2014
