50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_end_early_video_end,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.962636,,,,,,,,,,,,895522a1-0295-4017-a85a-a35586314590,3492,,"[44.4, 51.1]",266557,88,,,,-1.2103407,,Right Foot,,,"[49.3, 38.1]",,Ground Pass,,13.892804,,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,175,Barcelona,217,['235c4f79-4d05-4860-9c85-64affc440654'],19,,,,,,,,,,,,,,,,Barcelona,217,00:43:19.352,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.843346,,,,,,,,,,,,bd049f4b-e573-4f9b-8e8c-60389b605fa1,3496,,"[65.9, 42.2]",266557,88,,,,0.9976978,,Right Foot,,,"[77.0, 59.4]",,Ground Pass,,20.47071,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,175,Barcelona,217,['ae58bc2f-27b4-4d9b-baa8-d3ffc3b4bedd'],26,,,,,,,,,,,,,,,,Barcelona,217,00:43:26.178,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,4.318849,,,,,,,,,,,,00284bcb-2c50-4981-bf95-584810856c60,3499,,"[83.7, 62.3]",266557,88,,,,-1.7996563,,Right Foot,,,"[73.8, 19.8]",,Ground Pass,,43.63783,,,,,Javier Alejandro Mascherano,5506.0,,True,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,175,Barcelona,217,['955dff3f-a745-4d55-aaa6-43c62cf0e06a'],30,,,,,,,,,,,,,,,,Barcelona,217,00:43:30.946,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.112874,,,,,,,,,,,,df303374-dd85-4cd4-9243-12f5a59b7da3,3503,,"[86.2, 21.5]",266557,88,,,,2.0647378,,Right Foot,,,"[81.3, 30.6]",,Ground Pass,,10.335376,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,175,Barcelona,217,"['07a0c603-768b-44b8-81c1-b0232a4afc6d', 'de635ece-ade2-46a2-8f37-e18c04a28bb1']",39,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.265,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.609318,,,,,,,,,,,,b38763e6-3877-4346-9c8d-6046189d0d4e,3508,,"[106.7, 20.7]",266557,88,,,,1.5339278,86e27aef-55ee-4709-b0ba-3faffca05ddc,Left Foot,True,,"[107.6, 45.1]",,High Pass,,24.416594,,,,,Gerard Piqué Bernabéu,5213.0,True,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,175,Barcelona,217,['ba490f0a-428f-4414-91b8-bc4e4da65a86'],46,,,,,,,,,,,,,,,,Barcelona,217,00:43:46.388,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,4.924585,,,,,,,,,,,,7fbe2d1b-69c3-43a8-b496-1dc65ade8dab,3513,,"[6.0, 44.0]",266557,89,,,,0.20377393,,Left Foot,,,"[87.3, 60.8]",,High Pass,,83.01765,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Diego Alves Carreira,25144.0,Goalkeeper,176,Valencia,207,['d9b3b67f-04a3-4614-b9e8-d3d44525287f'],19,,,,,,,,,,,,,,,,Valencia,207,00:44:19.690,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.275494,,,,,,,,,,,,d4545a63-8ff7-4179-a069-b0b715db3f21,3516,,"[33.5, 14.5]",266557,89,,,,0.6706398,,Left Foot,,,"[69.3, 42.9]",,High Pass,,45.696827,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,177,Barcelona,217,['30bb1fc6-b893-4787-a38f-5c77879ce531'],26,,,,,,,,,,,,,,,,Barcelona,217,00:44:26.242,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.14118,,,,,,,,,,,,ad5ba4db-00ad-40a4-93cd-0637bb1124f2,3519,,"[71.0, 52.3]",266557,89,,,,2.1255887,,Right Foot,,,"[66.6, 59.4]",,Ground Pass,,8.352844,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,177,Barcelona,217,['ced42a86-159a-4b8d-8b6f-17705aa51b9e'],30,,,,,,,,,,,,,,,,Barcelona,217,00:44:30.985,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.926728,,,,,,,,,,,,807e3829-66ab-40cf-8385-938728998b7b,3522,,"[83.0, 53.1]",266557,89,,,,0.8673041,,Left Foot,,,"[95.3, 67.6]",,Ground Pass,,19.014206,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,177,Barcelona,217,['cb0ef50c-b582-40a9-83dc-a2ed22d7e437'],34,,,,,,,,,,,,,,,,Barcelona,217,00:44:34.097,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.2987,,,,,,,,,,,,daedccbd-18e2-4286-acd7-961ebd1b5d43,3525,,"[99.9, 68.5]",266557,89,,,,-0.9189272,,Right Foot,,,"[102.8, 64.7]",,High Pass,,4.7801676,,,Incomplete,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,177,Barcelona,217,['04053d37-3b88-41e2-8bac-fe78d755c0c4'],36,,,,,,,,,,,,,,,,Barcelona,217,00:44:36.725,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.462879,,,,,,,,,,,,c36d1d9e-9232-426b-97de-b473c2c0eea3,3530,,"[93.4, 42.4]",266557,89,,,,3.1350992,,Right Foot,,,"[78.0, 42.5]",,Low Pass,,15.400325,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,177,Barcelona,217,"['35b92e3d-6396-4265-bf32-3e1a1cd06eff', '4b976135-999b-457d-ae37-c70301be6601']",40,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.760,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.715746,,,,,,,,,,,,8f61db23-343d-4fd3-aff3-4b2aef64573c,3533,,"[77.5, 42.0]",266557,89,,,,-1.1978086,,Right Foot,,,"[84.7, 23.6]",,Ground Pass,,19.758543,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,177,Barcelona,217,['89c19cc5-ef95-4a10-bd19-5867f1de4b3c'],42,,,,,,,,,,,,,,,,Barcelona,217,00:44:42.252,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.83352,,,,,,,,,,,,2c426cf6-ca57-4fe0-a2e9-7631d9569857,3536,,"[89.5, 22.9]",266557,89,,,,0.07326313,,Left Foot,,,"[100.4, 23.7]",,Ground Pass,,10.929318,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,177,Barcelona,217,['b5526e34-764a-43cc-9f44-6ce7b8333d57'],45,,,,,,,,,,,,,,,,Barcelona,217,00:44:45.928,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.1131,,,,,,,,,,,,30077be1-4e10-4d16-9ee8-d4820b3988e1,3540,,"[99.6, 29.0]",266557,89,,,,1.5707964,,Right Foot,,,"[99.6, 31.9]",,Low Pass,,2.9,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,177,Barcelona,217,"['6557c49a-aa5d-4110-9e68-126f0ff37e15', '8622d09d-0354-402d-adb1-1022fb34e7c1', 'e28eab4b-e959-427e-bf00-b9ece112ee6f']",47,,,,,,,,,,,,,,,,Barcelona,217,00:44:47.715,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.369943,,,,,,,,,,,,e4acb058-67aa-4090-8979-c6e924d4add6,3548,,"[80.6, 42.4]",266557,90,,,,-1.2273101,,Left Foot,,,"[85.5, 28.7]",,Ground Pass,,14.549914,,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,178,Barcelona,217,['8ee0e534-cc42-49a7-b38a-cf61a84f888a'],10,,,,,,,,,,,,,,,,Barcelona,217,00:45:10.279,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.204202,,,,,,,,,,,,fe0964c1-a11a-4724-8407-89bf30337c9f,3551,,"[89.3, 20.5]",266557,90,,,,-1.0577384,,Right Foot,,,"[97.3, 6.3]",,Ground Pass,,16.298466,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,178,Barcelona,217,['032a001c-b304-4eff-898f-eaa55642d8ee'],13,,,,,,,,,,,,,,,,Barcelona,217,00:45:13.225,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.596322,,,,,,,,,,,,3e4889ae-d7bf-4770-9ee3-7c02a3fc86e5,3554,,"[98.9, 10.8]",266557,90,,,,1.0636978,,Left Foot,,,"[105.9, 23.4]",,Ground Pass,,14.413882,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,178,Barcelona,217,['8bcd66bc-b6f5-4a60-88d2-b19314b77646'],16,,,,,,,,,,,,,,,,Barcelona,217,00:45:16.354,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,3.549847,,,,,,,,,,,,3c872faf-43df-4c47-9d64-ed2da7bd0cee,3562,,"[6.4, 69.7]",266557,90,,,,0.06857915,,Right Foot,,,"[55.9, 73.1]",,High Pass,,49.61663,,,,,Francisco Alcácer García,6402.0,,,,,,2,Regular Play,João Pedro Cavaco Cancelo,7005.0,Right Midfield,179,Valencia,207,['2116fbaa-3454-42f7-a2b1-77e056c87202'],19,,,,,,,,,,,,,,,,Valencia,207,00:45:19.882,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.707307,,,,,,,,,,,,fa05dfb0-395f-447b-a1d5-8907a77e6b70,3566,,"[75.4, 70.0]",266557,90,,,,-1.8419948,,Right Foot,,,"[69.7, 49.5]",,Ground Pass,,21.277687,,,,,Daniel Parejo Muñoz,6595.0,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Center Forward,179,Valencia,207,['5e57196c-b3f8-4206-83ac-4ff67d310a25'],27,,,,,,,,,,,,,,,,Valencia,207,00:45:27.449,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.366511,,,,,,,,,,,,1bb498ba-d57f-4be2-b9dc-4a4567b89a81,3569,,"[69.6, 46.3]",266557,90,,,,-1.2311906,,Right Foot,,,"[75.5, 29.6]",,Ground Pass,,17.711578,,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,179,Valencia,207,['12dd39c3-d2bc-431e-9389-9398f92c6acc'],30,,,,,,,,,,,,,,,,Valencia,207,00:45:30.236,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.355479,,,,,,,,,,,,74c51481-5364-4ea7-b333-93445d174f32,3572,,"[84.3, 22.2]",266557,90,,,,-3.1031501,,Right Foot,,,"[71.3, 21.7]",,Ground Pass,,13.009612,,,,,José Luis Gayà Peña,6596.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,179,Valencia,207,['3c800380-3279-4f20-9449-3173324057cb'],34,,,,,,,,,,,,,,,,Valencia,207,00:45:34.075,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.077773,,,,,,,,,,,,c62b6cb8-4cbb-4d55-8123-398966edde41,3576,,"[81.7, 20.3]",266557,90,,,,-1.3397057,,Right Foot,,,"[85.3, 5.0]",,Ground Pass,,15.717824,,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,José Luis Gayà Peña,6596.0,Left Midfield,179,Valencia,207,['d44d198d-9363-446b-9e6d-a16fc0c57447'],38,,,,,,,,,,,,,,,,Valencia,207,00:45:38.439,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.265122,,,,,,,,,,,,ac21c98f-6c3e-432c-bbf6-6e0a0c986551,3578,,"[85.3, 5.0]",266557,90,,,,-3.1278005,,Left Foot,,,"[70.8, 4.8]",,Ground Pass,,14.501379,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,179,Valencia,207,['08d3164e-0074-4ef5-b9d1-b16e4f7e5893'],39,,,,,,,,,,,,,,,,Valencia,207,00:45:39.517,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,367fd48e-7106-4ce2-8790-9453e17983a6,3582,,"[72.3, 6.0]",266557,90,,,,1.6310681,,Right Foot,,,"[71.6, 17.6]",,Ground Pass,,11.621101,,,,,Daniel Parejo Muñoz,6595.0,,,,,,2,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,179,Valencia,207,"['10e095c5-5488-46fd-b648-8ed3e61ffa26', 'e05dac41-3e63-49b1-a845-5c03d8238a6a']",43,,,,,,,,,,,,,,,,Valencia,207,00:45:43.824,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,2.2511,,,,,,,,,,,,b88a685b-d84a-4802-bb47-2bb9652c3276,3586,,"[71.3, 21.5]",266557,90,,,,1.7569283,,Right Foot,,,"[65.5, 52.3]",,Ground Pass,,31.341347,,,,,Antonio Barragán Fernández,6663.0,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,179,Valencia,207,"['669c75d6-7e98-4c6f-a276-39f70a041e4d', 'a5fab427-7208-4d15-a3ba-3c4ebedb67c3']",45,,,,,,,,,,,,,,,,Valencia,207,00:45:45.451,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,1.925424,,,,,,,,,,,,6ecb4c58-c0ba-4bd1-9bc5-29832fafadc8,3589,,"[65.1, 55.0]",266557,90,,,,-0.055062395,,Right Foot,,,"[77.8, 54.3]",,Ground Pass,,12.719276,,,Incomplete,,João Pedro Cavaco Cancelo,7005.0,,,,,,2,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,179,Valencia,207,"['505b3a0e-badc-477a-b858-95a5ff0740d6', '90d6f2df-4d64-4aee-907e-00a131187f19']",47,,,,,,,,,,,,,,,,Valencia,207,00:45:47.702,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.416724,,,,,,,,,,,,cb3e1812-2612-4019-aec8-18c428ec273c,3593,,"[53.9, 29.0]",266557,90,,,,1.4936019,,Left Foot,,,"[55.3, 47.1]",,Ground Pass,,18.154062,,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,180,Barcelona,217,['bf4cf086-dc90-4538-aee4-87b52953fbc1'],52,,,,,,,,,,,,,,,,Barcelona,217,00:45:52.927,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.69492,,,,,,,,,,,,18a8de02-ce52-488a-a51d-7c397e4e5025,3596,,"[55.8, 52.3]",266557,90,,,,0.6202495,,Right Foot,,,"[84.5, 72.8]",,Ground Pass,,35.269535,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,180,Barcelona,217,['3165d7bb-0eba-4bb9-9b3b-e4be4cfecca0'],55,,,,,,,,,,,,,,,,Barcelona,217,00:45:55.878,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.949262,,,,,,,,,,,,2db5958b-7631-4ec7-9226-c9ac5b245d92,3599,,"[105.0, 69.7]",266557,91,,,,-1.588036,,Right Foot,,,"[104.7, 52.3]",,Ground Pass,,17.402586,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,180,Barcelona,217,['a9200af2-7945-4640-bf87-4b2a5f773b50'],2,,,,,,,,,,,,,,,,Barcelona,217,00:46:02.549,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.187874,,,,,,,,,,,,e87fca22-2a08-4cd0-b8b1-9b4429da8312,3602,,"[103.8, 55.8]",266557,91,,,,2.1465547,,Right Foot,,,"[100.1, 61.5]",,Ground Pass,,6.7955866,,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,180,Barcelona,217,['d473b051-33b9-4a1d-8bc2-a02a1977cb97'],4,,,,,,,,,,,,,,,,Barcelona,217,00:46:04.550,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.8063,,,,,,,,,,,,83bf2680-4a89-4796-ad8f-faab6552efd6,3605,,"[98.0, 63.9]",266557,91,,,,-0.7002801,,Right Foot,,,"[113.9, 50.5]",,High Pass,,20.793509,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,180,Barcelona,217,"['9cfd11ec-c6d7-44b4-9c46-4a763dfc4916', 'e5c3f261-e85c-46c2-9adf-9bdd60dee0fb']",5,,,,,,,,,,,,,,,,Barcelona,217,00:46:05.860,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.402791,,,,,,,,,,,,5c239985-058f-4f6a-ada6-7631eb765c73,3608,,"[104.5, 61.6]",266557,91,,,,3.1415927,,Right Foot,,,"[91.5, 61.6]",,High Pass,,13.0,,,,,Ivan Rakitić,5470.0,,,,,Recovery,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,180,Barcelona,217,['15ee1987-b5a0-47cc-b828-45f0170083e0'],8,,,,,,,,,,,,,,,,Barcelona,217,00:46:08.949,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.962626,,,,,,,,,,,,838f8061-0262-41d4-9300-9aa598cf522f,3611,,"[89.6, 64.0]",266557,91,,,,-2.8366003,,Right Foot,,,"[84.2, 62.3]",,Ground Pass,,5.661272,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,180,Barcelona,217,['1444204e-6940-4bdc-a950-8c0aab4091ba'],12,,,,,,,,,,,,,,,,Barcelona,217,00:46:12.017,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.488576,,,,,,,,,,,,feee79ba-bd91-4b1e-b5a4-fd4683946437,3614,,"[85.7, 60.8]",266557,91,,,,-1.704785,,Right Foot,,,"[81.4, 28.9]",,Ground Pass,,32.188507,,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,180,Barcelona,217,['84eba0d4-7b33-4184-bc3a-1416dc96bea5'],13,,,,,,,,,,,,,,,,Barcelona,217,00:46:13.020,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.152934,,,,,,,,,,,,9672d1bc-35b9-4713-9a8d-0309e09d5890,3617,,"[84.4, 29.2]",266557,91,,,,1.7561443,,Left Foot,,,"[82.6, 38.8]",,Ground Pass,,9.767292,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,180,Barcelona,217,['7618d691-2240-4c9a-9b9f-8f50822359e3'],14,,,,,,,,,,,,,,,,Barcelona,217,00:46:14.873,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,2.462822,,,,,,,,,,,,9727ee1f-57cf-46ff-a288-55aeacc32933,3621,,"[86.6, 37.4]",266557,91,,,,0.4503473,,Right Foot,,,"[119.9, 53.5]",,High Pass,,36.987835,,,Out,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,180,Barcelona,217,['dbbaab61-d9fa-4302-9ca4-ce1ed03956ef'],17,,,,,,,,,,,,,,,,Barcelona,217,00:46:17.345,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,,2.6137,,,,,,,,,,,,d9c520b0-6469-4269-bf1c-d0e8387f4c79,3622,,"[6.0, 36.0]",266557,91,,,,-0.013157136,,Left Foot,,,"[66.8, 35.2]",,High Pass,,60.805264,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Diego Alves Carreira,25144.0,Goalkeeper,181,Valencia,207,['8be94d7e-cf17-4a3b-b735-333938c54a4d'],55,,,,,,,,,,,,,,,,Valencia,207,00:46:55.749,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,1.425853,,,,,,,,,,,,8be94d7e-cf17-4a3b-b735-333938c54a4d,3623,,"[53.3, 44.9]",266557,91,,,,-1.7291238,,Right Foot,,,"[51.4, 33.0]",,Low Pass,,12.050726,,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,181,Valencia,207,"['a6803820-c70c-4541-a14f-29d49643011e', 'd9c520b0-6469-4269-bf1c-d0e8387f4c79']",58,,,,,,,,,,,,,,,,Barcelona,217,00:46:58.363,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,0.5706,,,,,,,,,,,,a0ce4b5d-faf4-4928-8ceb-c63664ef4441,3626,,"[51.6, 33.0]",266557,91,,,,0.41106454,,Left Foot,,,"[59.4, 36.4]",,Ground Pass,,8.508819,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,181,Valencia,207,"['0daac824-1b8c-42d9-b2b6-42235bfb5995', '784ae173-9aab-41c7-b6d1-f5ad2620b481']",59,,,,,,,,,,,,,,,,Barcelona,217,00:46:59.829,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260328e-177e-48b8-9fd2-0fd0b877137e,6,,"[32.5, 49.6]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Shkodran Mustafi,3638.0,Right Center Back,2,Valencia,207,['9065c50a-c238-4155-96a4-cd1b4be215a4'],3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.313,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71d376d3-6e10-4469-976c-9ae104cf2ea2,9,,"[74.8, 6.5]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,André Filipe Tavares Gomes,10802.0,Left Midfield,2,Valencia,207,['5454cf00-f37e-4039-9cf9-67e304e6bdc3'],7,,,,,,,,,,,,,,,,Valencia,207,00:00:07.973,Ball Receipt*,,2015/2016
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,742dcde6-da95-4aca-96e6-4abc96939d09,12,,"[75.0, 25.7]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Santiago Mina Lorenzo,6594.0,Center Forward,2,Valencia,207,['7dbf8583-468b-47a1-85b7-9b60ed260645'],9,,,,,,,,,,,,,,,,Valencia,207,00:00:09.288,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe6f053a-eb2d-4ad0-a687-77fc7686e779,14,,"[32.0, 65.7]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['d493c41b-b1cc-453d-9183-eb94d63eab0b'],10,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.112,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c5db7cd-47ac-4df4-8a4c-d23d8a25d4c8,17,,"[7.8, 47.2]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['3e20d3c5-0f26-44ac-9972-db856e0a97da'],12,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.988,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8acba94d-f318-4135-a34f-749557d4ec27,21,,"[30.4, 2.5]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['7327f14e-ed55-4c42-a6b2-73d179af3802'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.012,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e49b74f-0ddd-421e-bffb-2ad66958a96a,24,,"[14.6, 16.5]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['35d5393a-7abb-4167-a22b-fa37bed83abb'],19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.843,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f754a5b-f2e3-465f-b5e2-1cc4a658495e,27,,"[23.6, 25.4]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['d7dc6a35-c380-4f98-b454-442f63bcee10'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.954,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88d4e5a8-fb92-44ce-b4b8-795452f1ba79,30,,"[5.4, 38.0]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['5f564416-2c0a-4a39-8d9f-ad9f97b9f3ef'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.661,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71f24b3b-9305-40f6-8712-8062a44140c1,33,,"[14.4, 64.2]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['f01fde8c-839e-413c-a5b0-9a1552d57d34'],27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.932,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c290678-e516-4d6c-99cf-b0eddfcd1040,36,,"[40.2, 40.6]",266557,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['ef2efe57-3127-4494-aad2-b9a1fa519253'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.467,Ball Receipt*,,2015/2016
