bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.226604,,,,,,,,,,,,,,,0b16eba3-a57b-472f-9474-0daacfcbbec2,1172,,"[3.4, 32.4]",69343,32,,,,,-0.9045366,,Right Foot,,,"[27.3, 2.0]",,High Pass,,38.670013,,Out,,,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,62,Getafe,216,,36,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:36.844,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.2537,,,,,,,,,,,,,,,5aa501e9-7506-469d-a429-a72039c0bfc0,1173,,"[96.6, 80.0]",69343,32,,,,,-1.4927429,,,,,"[98.0, 62.1]",,Low Pass,,17.954664,,,,Pedro Ríos Maestre,26657.0,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Right Back,63,Getafe,216,['2a52d297-397c-42db-aba0-05a462221dad'],49,,,,,,,,,,,,,,,,,,Getafe,216,00:32:49.077,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.486,,,,,,,,,,,,,,,c18acbe7-789e-4e32-baba-e0bc68b20e6c,1176,,"[98.0, 62.1]",69343,32,,,,,-0.7853982,,Left Foot,,,"[101.7, 58.4]",,Low Pass,,5.23259,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,From Throw In,Pedro Ríos Maestre,26657.0,Right Midfield,63,Getafe,216,"['5d9d9129-2523-4599-b2b8-be0a202b81e0', 'efae0424-c42b-4c78-8968-87e121308689']",50,,,,,,,,,,,,,,,,,,Getafe,216,00:32:50.491,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.5963,,,,,,,,,,,,,,,99cc360f-ed1f-4152-a083-1ae3dcd05038,1179,,"[21.4, 17.5]",69343,32,,,,,0.376242,,Right Foot,,,"[29.5, 20.7]",,Ground Pass,,8.70919,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,64,Barcelona,217,['29d98b6f-80e3-4886-adab-6dc0e2dd0df6'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:51.981,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.028,,,,,,,,,,,,,,,b22513f7-5f1d-4fa9-897c-16ae914c18bd,1181,,"[30.9, 19.9]",69343,32,,,,,2.4289138,,Left Foot,,,"[22.8, 26.9]",,Low Pass,,10.705606,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing Back,64,Barcelona,217,['012a230b-a5e6-4b16-ab4d-a3fff93f6099'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:52.578,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.095809,,,,,,,,,,,,,,,226a2d7e-f90b-4242-b288-6bd2cebf17dd,1184,,"[29.1, 26.3]",69343,32,,,,,1.5042281,,Right Foot,,,"[31.0, 54.8]",,High Pass,,28.563263,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Center Back,64,Barcelona,217,['bb843a31-78c4-4e65-90c6-c23df7d587d2'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:54.851,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,6.0584,,,,,,,,,,,,,,,e68fb1c3-ed93-426d-ac52-6444a5c0443c,1187,,"[37.3, 55.6]",69343,32,,,,,-0.4484097,,Right Foot,,,"[114.0, 18.7]",,High Pass,,85.11463,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Right Wing Back,64,Barcelona,217,"['743b822a-a1f4-4fbf-acd9-7ce98127623d', 'b5b5bbd7-be54-4168-893f-f47f993a2242']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:57.860,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.4381,,,,,,,,,,,,,,,c7de0744-a9d3-4c51-b0ce-220e05f0719f,1195,,"[4.5, 59.6]",69343,33,,,,,-0.7100693,,Right Foot,,,"[10.2, 54.7]",,Ground Pass,,7.5166483,,,,Daniel Alberto Díaz,26496.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Left Center Midfield,65,Getafe,216,['602498cd-cd37-45f0-a603-51ce306d0a7d'],5,,,,,,,,,,,,,,,,,,Getafe,216,00:33:05.828,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3534,,,,,,,,,,,,,,,b5016ee6-89f9-4625-926d-fa21c80b89f9,1198,,"[10.2, 54.7]",69343,33,,,,,1.056345,,Right Foot,,,"[20.6, 73.1]",,Ground Pass,,21.135752,,,,Miguel Torres Gómez,6878.0,,,,,,1,Regular Play,Daniel Alberto Díaz,26496.0,Left Center Back,65,Getafe,216,['6ed50326-87f0-47ae-bd8f-d8cb9041dc77'],8,,,,,,,,,,,,,,,,,,Getafe,216,00:33:08.147,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.590874,,,,,,,,,,,,,,,a49b970f-a048-4a56-9286-9899a6ba25df,1207,,"[26.0, 80.0]",69343,33,,True,,,-0.19739556,,,,,"[53.5, 74.5]",,Low Pass,,28.044607,,,,Pedro Ríos Maestre,26657.0,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Right Back,66,Getafe,216,['e3246aff-3d35-45e7-a1ea-536c6ef53d2f'],18,,,,,,,,,,,,,,,,,,Getafe,216,00:33:18.867,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.485,,,,,,,,,,,,,,,fd214a5f-50d6-4a8a-8eda-dec03bc6d0e3,1210,,"[57.6, 75.6]",69343,33,,,,,-0.45765966,,Right Foot,,,"[64.3, 72.3]",,Ground Pass,,7.4686007,,Incomplete,,Diego Castro Giménez,26252.0,,,,,,1,From Throw In,Pedro Ríos Maestre,26657.0,Right Midfield,66,Getafe,216,"['6d370e18-0862-45c2-9a32-362b3c3bc4ca', 'ccaef79c-a24a-4ff1-bfed-00e8d24bd76b', 'e7a88e96-3eb4-49db-a910-0b4d648053ec']",24,,,,,,,,,,,,,,,,,,Getafe,216,00:33:24.474,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.0414,,,,,,,,,,,,,,,01274cf5-197c-4fd0-8f26-7a560ce27b8c,1216,,"[51.4, 9.5]",69343,33,,,,,1.1304908,,Left Foot,,,"[56.3, 19.9]",,Ground Pass,,11.496521,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,67,Barcelona,217,"['587e6895-3028-4b50-aed4-7ff893d695c0', '7af22c6c-77a7-4cae-b20a-e6b3f6dad640']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.277,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,0.7614,,,,,,,,,,,,,,,2bd682fc-7f81-4d84-997c-4164f06385e0,1220,,"[64.4, 18.7]",69343,33,,,,,-1.5363272,,Right Foot,,,"[64.8, 7.1]",,Ground Pass,,11.6068945,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,67,Barcelona,217,['ac45537e-de96-4594-92a4-a70afcd58734'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.415,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.2298,,,,,,,,,,,,,,,cd258c65-204f-451e-998c-80c343e44255,1223,,"[63.6, 5.4]",69343,33,,,,,0.13459791,,Right Foot,,,"[73.2, 6.7]",,Ground Pass,,9.687621,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,67,Barcelona,217,['ff20418c-9667-4089-8e0a-d5eb98ea6efe'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:31.749,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.0082,,,,,,,,,,,,,,,a7283c68-59ab-41c7-ae8c-d53f7a0b4c98,1228,,"[55.1, 80.0]",69343,33,,,,,-0.2591398,,,,,"[84.9, 72.1]",,High Pass,,30.829369,,,,Pedro Ríos Maestre,26657.0,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Right Back,68,Getafe,216,['60376b8d-618d-44cf-b981-da29000cefd0'],50,,,,,,,,,,,,,,,,,,Getafe,216,00:33:50.046,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.630288,,,,,,,,,,,,,,,9a37f270-cfe0-4506-a43a-4ca5db3c9ff4,1231,,"[85.2, 71.9]",69343,33,,,,True,0.7669953,,,,,"[93.5, 79.9]",,High Pass,,11.527793,,Out,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,From Throw In,Pedro Ríos Maestre,26657.0,Right Midfield,68,Getafe,216,"['2b4e970d-cf31-42d6-bd2f-ee6305902847', '53e01c32-6260-4168-a6d2-d96e1ff51389']",52,,,,,,,,,,,,,,,,,,Getafe,216,00:33:52.134,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.3757,,,,,,,,,,,,,,,b33d6c93-facb-461d-bab7-60b2f09bfbe1,1233,,"[36.5, 1.0]",69343,34,,,,,0.1798535,,,,,"[56.3, 4.6]",,High Pass,,20.12461,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Center Back,69,Barcelona,217,['bb1c878d-1395-4c63-88c6-05ff193bb0f2'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:04.329,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.676,,,,,,,,,,,,,,,bca547a9-a4de-498c-9ac2-7929741e4a80,1235,,"[56.1, 5.0]",69343,34,,,,True,0.021974484,,,,,"[83.4, 5.6]",,Low Pass,,27.306593,,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Center Forward,69,Barcelona,217,"['5f8df346-5aa8-47b2-ac21-09182c7ebf78', 'bc358d91-04a4-407f-bea8-3bdc29d050a8', 'c2b63423-4e6d-42c4-bfa1-bcf263c32a60']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:05.784,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,2.313,,,,,,,,,,,,,,,bc358d91-04a4-407f-bea8-3bdc29d050a8,1238,,"[37.6, 75.4]",69343,34,,,,,-2.4151976,,Right Foot,,,"[12.5, 53.1]",,Ground Pass,,33.575287,,,,Miguel Ángel Moyà Rumbo,7069.0,,,,,Recovery,1,Regular Play,Daniel Alberto Díaz,26496.0,Left Center Back,70,Getafe,216,"['bca547a9-a4de-498c-9ac2-7929741e4a80', 'f74a4c0c-8d18-4056-b84e-9e6463758fd5']",8,,,,,,,,,,,,,,,,,,Getafe,216,00:34:08.460,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.603572,,,,,,,,,,,,,,,b994066a-3832-473a-8218-dbdcfc923dc2,1241,,"[12.5, 53.1]",69343,34,,,,,-0.50221366,,Right Foot,,,"[24.7, 46.4]",,Ground Pass,,13.918693,,,,Alexis Ruano Delgado,6614.0,,,,,,1,Regular Play,Miguel Ángel Moyà Rumbo,7069.0,Goalkeeper,70,Getafe,216,['6eac08e2-5792-42d3-86f6-701507c46ca5'],11,,,,,,,,,,,,,,,,,,Getafe,216,00:34:11.900,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.580331,,,,,,,,,,,,,,,41bf26b9-c985-4102-b6b4-ed8111bac924,1245,,"[25.1, 49.6]",69343,34,,,,,0.63301724,,Right Foot,,,"[57.4, 73.3]",,High Pass,,40.062202,,,,Miguel Torres Gómez,6878.0,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Right Center Back,70,Getafe,216,"['03c7637c-1ee8-41a5-8a11-194aef3f9c93', '23a3b8d2-b3f4-4a65-b6eb-0b157473ea6e']",15,,,,,,,,,,,,,,,,,,Getafe,216,00:34:15.394,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.7556,,,,,,,,,,,,,,,f1cfbd10-84f0-4c27-9466-9febec1cddf3,1252,,"[50.5, 21.1]",69343,34,,,,,1.4492269,,Right Foot,,,"[53.2, 43.2]",,Ground Pass,,22.26432,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,71,Barcelona,217,['6eecd3bf-26bc-44ce-ace1-ecd5b6eae35e'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.047,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.1964,,,,,,,,,,,,,,,8a2de583-d380-4b50-b4b3-b716be87eeba,1255,,"[67.9, 38.1]",69343,34,,,,,-1.031314,,Right Foot,,,"[86.7, 6.7]",,High Pass,,36.597813,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,71,Barcelona,217,['6e10e962-a4c3-40c8-abd4-331d7243375b'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:31.788,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.882599,,,,,,,,,,,,,,,c0cfec64-ca72-47f9-834e-dc03049447f1,1258,,"[81.4, 8.1]",69343,34,,,,,2.592103,,Right Foot,,,"[68.5, 16.0]",,Ground Pass,,15.126798,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing Back,71,Barcelona,217,['156f1398-e29d-4dc9-8e9d-316cb6c3d5b7'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.920,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3204,,,,,,,,,,,,,,,001e2de5-7ce9-4f08-94d1-5a0916bdb695,1261,,"[67.9, 16.1]",69343,34,,,,,-0.515549,,Right Foot,,,"[79.9, 9.3]",,Ground Pass,,13.792751,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Center Back,71,Barcelona,217,['015c94bb-235d-4ec1-a289-f739a2d27299'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.933,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.2602,,,,,,,,,,,,,,,d4cd2201-c8a6-47dd-a8e2-07789e37bd30,1264,,"[79.9, 9.3]",69343,34,,,,,1.7271851,,Right Foot,,,"[76.1, 33.4]",,Ground Pass,,24.397745,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing Back,71,Barcelona,217,['0d9ecf90-04ba-4050-a0bd-a3d4f8687ad1'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.847,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,2.708,,,,,,,,,,,,,,,dab29fea-8956-4a9c-afce-88f324056c81,1267,,"[78.3, 33.6]",69343,34,,,,,1.0314642,,Right Foot,,,"[102.6, 74.2]",,High Pass,,47.316486,,,,Juan Isaac Cuenca López,26776.0,,True,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,71,Barcelona,217,['24617da2-5e41-4009-94f8-2d3e26309983'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:41.431,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.543199,,,,,,,,,,,,,,,8f9c4d1f-f71e-4de8-8419-2291ba88fe28,1274,,"[113.2, 62.6]",69343,34,,,,,-3.1042268,,Right Foot,,,"[91.8, 61.8]",,Ground Pass,,21.414948,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Right Wing Back,71,Barcelona,217,['f52ede58-26e8-4472-aab4-16c136007218'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:50.070,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.368701,,,,,,,,,,,,,,,60ba5b12-0b92-4aac-b03f-d5722b9c6eb0,1276,,"[91.8, 61.8]",69343,34,,,,,-1.6973884,,Right Foot,,,"[90.4, 50.8]",,Ground Pass,,11.088733,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,71,Barcelona,217,['7e7a992b-e374-4296-9e41-9ef01945254a'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:51.613,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.2729,,,,,,,,,,,,,,,acd5f966-731c-4d2e-89f1-b63688cee2b7,1281,,"[93.4, 53.6]",69343,34,,,,,-1.3315648,,Left Foot,,,"[94.4, 49.5]",,Ground Pass,,4.2201896,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,71,Barcelona,217,"['4be3e82f-1600-4b0a-ac85-9d29eb1cc0a3', 'e01ff980-d088-4bdf-920c-ce5d43cbd103']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:54.776,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.698599,,,,,,,,,,,,,,,3a9751e2-4c98-4b1e-89d5-bd1351c480e7,1287,,"[33.3, 31.1]",69343,34,,,,,-0.99247086,,Right Foot,,,"[38.0, 23.9]",,Ground Pass,,8.598256,,,,Francisco Javier Casquero Paredes,26144.0,,,,,,1,Regular Play,Diego Castro Giménez,26252.0,Left Midfield,71,Barcelona,217,"['52abcf8f-7a30-4147-97ed-59d5a16b88cc', 'fcf85685-b06d-45af-85c6-8e7fa01cf147']",57,,,,,,,,,,,,,,,,,,Getafe,216,00:34:57.669,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.6624,,,,,,,,,,,,,,,2820060c-5126-4e6e-b9b4-da753690b774,1290,,"[40.0, 23.7]",69343,34,,,,,-0.8190933,,Right Foot,,,"[48.6, 14.5]",,Ground Pass,,12.593649,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,Regular Play,Francisco Javier Casquero Paredes,26144.0,Right Center Midfield,71,Barcelona,217,"['358f798a-9fd3-4ea7-b9b7-94ac3c23f56d', '6ae33957-2526-4f44-b843-3cd3804ae1a6']",58,,,,,,,,,,,,,,,,,,Getafe,216,00:34:58.754,Pass,,2011/2012
,,,,,,,,,,,,True,,,,,,1.5932,,,,,,,,,,,,,,,358f798a-9fd3-4ea7-b9b7-94ac3c23f56d,1292,,"[72.4, 66.5]",69343,35,,,,,-0.56192154,,Right Foot,,,"[80.5, 61.4]",,Ground Pass,,9.571834,,,,Juan Isaac Cuenca López,26776.0,,,,,Interception,1,Regular Play,Adriano Correia Claro,22102.0,Left Center Back,71,Barcelona,217,"['2820060c-5126-4e6e-b9b4-da753690b774', '3755a6af-3343-4a5b-8c76-f5b46350134e']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:00.416,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1251,,,,,,,,,,,,,,,6d6933bf-3511-4aa2-89c3-e83d0954002b,1297,,"[83.8, 59.3]",69343,35,,,,,0.6310794,,Right Foot,,,"[94.2, 66.9]",,Ground Pass,,12.880994,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Right Wing Back,71,Barcelona,217,"['3201745d-0424-486e-903a-6c32d5cf173c', '365a86ce-f72e-4328-91e9-2e3059ece14c']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:03.162,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,1.313901,,,,,,,,,,,,,,,cf40a0eb-1c01-407c-a216-6b393bca94b1,1303,,"[89.3, 65.2]",69343,35,,,,,-2.5420585,,Left Foot,,,"[75.4, 55.7]",,Ground Pass,,16.836271,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Center Back,71,Barcelona,217,['138982a7-2943-49e1-998d-5e01b10f3df7'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.099,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.885599,,,,,,,,,,,,,,,c74295f1-8a66-4fc8-99c0-3527c5b90aa7,1306,,"[75.7, 55.7]",69343,35,,,,,-0.87494135,,Right Foot,,,"[90.4, 38.1]",,Ground Pass,,22.93142,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,71,Barcelona,217,['b87a1846-f9cf-4434-8d11-3132ea5a3bac'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:08.064,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.1619,,,,,,,,,,,,,,,a924e6f7-3598-41de-9f74-fced46e7ac63,1309,,"[89.1, 39.3]",69343,35,,,,,-0.5880026,,Left Foot,,,"[91.8, 37.5]",,Ground Pass,,3.244996,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,71,Barcelona,217,"['6fa3b60f-f241-4b0d-9a7f-c5d86d815d6d', '834d66c0-6f83-4b64-aed7-0344cde813de']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:09.010,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.415199,,,,,,,,,,,,,,,df03a5c5-645d-48a9-8f2d-ebf4b7ea1fab,1314,,"[40.7, 47.2]",69343,35,,,,,-0.93784493,,Right Foot,,,"[56.4, 25.8]",,Low Pass,,26.541477,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,Regular Play,Pedro Ríos Maestre,26657.0,Right Midfield,71,Barcelona,217,"['bac078e2-3add-458e-85b9-080c9943dde3', 'ee19a3cb-9c63-4323-8aec-7ca7dde6ab73']",12,,,,,,,,,,,,,,,,,,Getafe,216,00:35:12.027,Pass,,2011/2012
,,,,,,,,,,,,True,,,,,,3.592101,,,,,,,,,,,,,,,ee19a3cb-9c63-4323-8aec-7ca7dde6ab73,1316,,"[64.6, 55.2]",69343,35,,,,,-2.381065,,Other,,,"[44.0, 35.6]",,Low Pass,,28.434486,,,,Adriano Correia Claro,22102.0,,,,,Interception,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,71,Barcelona,217,"['6a21dc0c-1a92-4662-b784-a69443f6ddf8', 'df03a5c5-645d-48a9-8f2d-ebf4b7ea1fab']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:13.442,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1894,,,,,,,,,,,,,,,9cde17df-dc23-4792-a40e-763d81a10be0,1319,,"[45.4, 32.6]",69343,35,,,,,-0.01574673,,Right Foot,,,"[58.1, 32.4]",,Ground Pass,,12.701574,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Center Back,71,Barcelona,217,['d0855aa7-a85f-413f-9173-6198357269b2'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.385,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.1206,,,,,,,,,,,,,,,d76a8c5b-365a-436e-9427-7d7bf8c2c3e4,1322,,"[65.0, 32.2]",69343,35,,,,,-0.07101011,,Right Foot,,,"[88.9, 30.5]",,Ground Pass,,23.960384,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,71,Barcelona,217,['87da7ff4-c409-450c-b80a-cae4fbca0ca8'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:21.787,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.363501,,,,,,,,,,,,,,,40aaf9be-a5b8-4167-a1bc-521490e906c2,1337,,"[90.4, 23.4]",69343,35,,,,,1.9953578,,Left Foot,,,"[87.1, 30.7]",,Ground Pass,,8.011242,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,71,Barcelona,217,['6cd2a9ec-f1b6-4279-903c-909a59ae16ed'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:29.484,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.874699,,,,,,,,,,,,,,,53a6cf41-c778-43da-a113-582fbd38ec26,1340,,"[84.6, 37.1]",69343,35,,,,,1.2260816,,Right Foot,,,"[96.7, 70.8]",,Ground Pass,,35.806423,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,71,Barcelona,217,['7f60de04-268b-48bb-b870-bc69c1279591'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:33.687,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,1.3083,,,,,,,,,,,,,,,93933dd4-9c40-427b-aab1-be4516d8d7af,1343,,"[100.8, 60.7]",69343,35,,,,,-3.0951145,,Right Foot,,,"[92.2, 60.3]",,Ground Pass,,8.609298,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Right Wing Back,71,Barcelona,217,['2270f4eb-13c0-472a-bd53-ecdefbda88a0'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:38.746,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.226799,,,,,,,,,,,,,,,5f8354d7-9c1b-49c9-8689-8127afe8b382,1346,,"[92.4, 60.5]",69343,35,,,,,-2.0025823,,Right Foot,,,"[87.7, 50.3]",,Ground Pass,,11.230762,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,71,Barcelona,217,['451dc80b-cea7-4544-b6a8-a4523cf95e45'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:41.167,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,0.938101,,,,,,,,,,,,,,,84e2e019-1f6a-4cb6-8fd1-8104722ad2a0,1349,,"[87.7, 50.3]",69343,35,,,,,-1.7468681,,No Touch,,,"[84.8, 34.0]",,Ground Pass,,16.555965,True,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,71,Barcelona,217,['fa2f57bb-7a7b-48a3-80cf-53ad97712667'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:41.433,Pass,,2011/2012
